,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PHILADELPHIA_ACTION,NEW ORLEANS_SCORE,PHILADELPHIA_SCORE
379,4,6:48.0,,Turnover by M. Carter-Williams (lost ball; steal by Q. Pondexter),69,87
380,4,6:34.0,T. Evans misses 3-pt jump shot from 25 ft,,69,87
381,4,6:32.0,Offensive rebound by R. Anderson,,69,87
382,4,6:30.0,R. Anderson misses 2-pt layup from 2 ft (block by R. Covington),,69,87
383,4,6:29.0,,Defensive rebound by R. Covington,69,87
384,4,6:21.0,,R. Covington misses 3-pt jump shot from 26 ft,69,87
385,4,6:20.0,,Offensive rebound by Team,69,87
386,4,6:20.0,L. Babbitt enters the game for Q. Pondexter,,69,87
387,4,6:03.0,,R. Covington misses 3-pt jump shot from 25 ft,69,87
388,4,6:01.0,Defensive rebound by Ö. Aşık,,69,87
389,4,5:53.0,E. Gordon misses 3-pt jump shot from 26 ft,,69,87
390,4,5:52.0,,Defensive rebound by J. Grant,69,87
391,4,5:46.0,,Shooting foul by Ö. Aşık (drawn by R. Covington),69,87
392,4,5:46.0,Official timeout,,69,87
393,4,5:46.0,N. Wolters enters the game for R. Anderson,,69,87
394,4,5:46.0,J. Fredette enters the game for Ö. Aşık,,69,87
395,4,5:46.0,D. Cunningham enters the game for E. Gordon,,69,87
396,4,5:46.0,A. Ajinça enters the game for T. Evans,,69,87
397,4,5:46.0,,R. Covington makes free throw 1 of 2,69,88
398,4,5:46.0,,R. Covington misses free throw 2 of 2,69,88
399,4,5:45.0,Defensive rebound by L. Babbitt,,69,88
400,4,5:29.0,Personal foul by R. Covington (drawn by J. Fredette),,69,88
401,4,5:22.0,D. Cunningham misses 2-pt jump shot from 15 ft,,69,88
402,4,5:21.0,,Defensive rebound by J. Grant,69,88
403,4,5:07.0,,J. Grant misses 2-pt jump shot from 3 ft,69,88
404,4,5:06.0,Defensive rebound by N. Wolters,,69,88
405,4,5:00.0,Shooting foul by L. Mbah a Moute (drawn by A. Ajinça),,69,88
406,4,5:00.0,A. Ajinça makes free throw 1 of 2,,70,88
407,4,5:00.0,,J. Sampson enters the game for L. Mbah a Moute,70,88
408,4,5:00.0,A. Ajinça makes free throw 2 of 2,,71,88
409,4,4:45.0,,N. Noel makes 2-pt hook shot from 2 ft (assist by M. Carter-Williams),71,90
410,4,4:26.0,A. Ajinça makes 2-pt dunk at rim (assist by J. Fredette),,73,90
411,4,4:02.0,,R. Covington misses 2-pt layup from 1 ft (block by A. Ajinça),73,90
412,4,4:00.0,Defensive rebound by A. Ajinça,,73,90
413,4,3:55.0,L. Babbitt makes 3-pt jump shot from 25 ft (assist by J. Fredette),,76,90
414,4,3:35.0,,Turnover by J. Grant (lost ball; steal by L. Babbitt),76,90
415,4,3:35.0,Personal foul by J. Sampson (drawn by L. Babbitt),,76,90
416,4,3:35.0,L. Babbitt misses free throw 1 of 2,,76,90
417,4,3:35.0,Offensive rebound by Team,,76,90
418,4,3:35.0,J. Withey enters the game for D. Cunningham,,76,90
419,4,3:35.0,L. Babbitt misses free throw 2 of 2,,76,90
420,4,3:33.0,,Defensive rebound by N. Noel,76,90
421,4,3:21.0,,Personal foul by N. Wolters (drawn by M. Carter-Williams),76,90
422,4,3:21.0,,M. Carter-Williams makes free throw 1 of 2,76,91
423,4,3:21.0,,M. Carter-Williams misses free throw 2 of 2,76,91
424,4,3:19.0,Defensive rebound by J. Fredette,,76,91
425,4,3:07.0,J. Withey misses 2-pt jump shot from 17 ft,,76,91
426,4,3:06.0,,Defensive rebound by R. Covington,76,91
427,4,2:42.0,,Turnover by Team (shot clock),76,91
428,4,2:42.0,New Orleans full timeout,,76,91
429,4,2:42.0,,H. Thompson enters the game for J. Sampson,76,91
430,4,2:31.0,J. Withey misses 2-pt jump shot from 3 ft,,76,91
431,4,2:30.0,Offensive rebound by Team,,76,91
432,4,2:16.0,J. Fredette makes 2-pt jump shot from 4 ft (assist by N. Wolters),,78,91
433,4,2:00.0,,Shooting foul by J. Fredette (drawn by H. Thompson),78,91
434,4,2:00.0,,H. Thompson makes free throw 1 of 3,78,92
435,4,2:00.0,,H. Thompson misses free throw 2 of 3,78,92
436,4,2:00.0,,Offensive rebound by Team,78,92
437,4,2:00.0,,L. Drew enters the game for M. Carter-Williams,78,92
438,4,2:00.0,,J. Sampson enters the game for R. Covington,78,92
439,4,2:00.0,,F. Aldemir enters the game for N. Noel,78,92
440,4,2:00.0,,H. Thompson makes free throw 3 of 3,78,93
441,4,1:47.0,J. Fredette misses 2-pt jump shot from 11 ft,,78,93
442,4,1:45.0,Offensive rebound by A. Ajinça,,78,93
443,4,1:44.0,Turnover by A. Ajinça (lost ball),,78,93
444,4,1:29.0,,J. Grant misses 2-pt layup from 1 ft (block by J. Withey),78,93
445,4,1:27.0,,Offensive rebound by H. Thompson,78,93
446,4,1:23.0,,L. Drew makes 3-pt jump shot from 25 ft (assist by J. Sampson),78,96
447,4,1:06.0,J. Fredette makes 2-pt jump shot from 7 ft,,80,96
448,4,1:06.0,Shooting foul by F. Aldemir (drawn by J. Fredette),,80,96
449,4,1:06.0,J. Fredette makes free throw 1 of 1,,81,96
450,4,0:48.0,,J. Sampson misses 3-pt jump shot from 25 ft,81,96
451,4,0:46.0,Defensive rebound by N. Wolters,,81,96
452,4,0:38.0,L. Babbitt misses 3-pt jump shot from 23 ft,,81,96
453,4,0:36.0,,Defensive rebound by H. Thompson,81,96
454,4,0:12.0,,Turnover by Team (shot clock),81,96
