,QUARTER,TIME_REMAINING,MIAMI_ACTION,CHICAGO_ACTION,MIAMI_SCORE,CHICAGO_SCORE
36,1,6:30.0,,Offensive rebound by P. Gasol,10,6
37,1,6:26.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by P. Gasol),10,9
38,1,6:11.0,C. Bosh makes 2-pt jump shot from 18 ft (assist by D. Wade),,12,9
39,1,5:53.0,,J. Noah misses 2-pt layup from 1 ft,12,9
40,1,5:51.0,Defensive rebound by C. Andersen,,12,9
41,1,5:46.0,M. Chalmers makes 2-pt layup from 1 ft (assist by C. Andersen),,14,9
42,1,5:29.0,,D. Rose makes 2-pt layup from 2 ft,14,11
43,1,5:14.0,L. Deng makes 2-pt jump shot from 7 ft,,16,11
44,1,4:59.0,,J. Noah misses 2-pt jump shot from 20 ft,16,11
45,1,4:58.0,Defensive rebound by L. Deng,,16,11
46,1,4:48.0,Personal foul by J. Noah (drawn by C. Bosh),,16,11
47,1,4:48.0,,Chicago full timeout,16,11
48,1,4:48.0,,T. Gibson enters the game for J. Noah,16,11
49,1,4:48.0,S. Napier enters the game for M. Chalmers,,16,11
50,1,4:48.0,H. Whiteside enters the game for C. Andersen,,16,11
51,1,4:37.0,C. Bosh makes 2-pt jump shot from 14 ft,,18,11
52,1,4:18.0,,D. Rose misses 2-pt layup from 3 ft,18,11
53,1,4:17.0,Defensive rebound by L. Deng,,18,11
54,1,4:08.0,H. Whiteside misses 2-pt layup from 1 ft,,18,11
55,1,4:07.0,,Defensive rebound by P. Gasol,18,11
56,1,4:07.0,,Personal foul by H. Whiteside (drawn by P. Gasol),18,11
57,1,4:07.0,,K. Hinrich enters the game for D. Rose,18,11
58,1,3:43.0,,T. Gibson misses 2-pt layup from 2 ft (block by H. Whiteside),18,11
59,1,3:42.0,Defensive rebound by L. Deng,,18,11
60,1,3:25.0,D. Wade misses 2-pt jump shot from 12 ft,,18,11
61,1,3:24.0,,Defensive rebound by J. Butler,18,11
62,1,3:20.0,,J. Butler makes 2-pt layup from 3 ft,18,13
63,1,3:20.0,,Shooting foul by C. Bosh (drawn by J. Butler),18,13
64,1,3:20.0,M. Chalmers enters the game for D. Wade,,18,13
65,1,3:20.0,,J. Butler makes free throw 1 of 1,18,14
66,1,3:07.0,C. Bosh misses 2-pt jump shot from 21 ft,,18,14
67,1,3:06.0,,Defensive rebound by K. Hinrich,18,14
68,1,2:51.0,,P. Gasol makes 2-pt jump shot from 18 ft (assist by J. Butler),18,16
69,1,2:47.0,Miami full timeout,,18,16
70,1,2:47.0,,A. Brooks enters the game for J. Butler,18,16
71,1,2:35.0,L. Deng misses 2-pt layup from 3 ft (block by T. Snell),,18,16
72,1,2:33.0,Offensive rebound by C. Bosh,,18,16
73,1,2:30.0,C. Bosh makes 2-pt jump shot from 17 ft,,20,16
74,1,2:10.0,,P. Gasol makes 2-pt jump shot from 7 ft (assist by T. Gibson),20,18
75,1,1:47.0,L. Deng misses 2-pt jump shot from 17 ft,,20,18
76,1,1:45.0,,Defensive rebound by K. Hinrich,20,18
77,1,1:30.0,,K. Hinrich makes 2-pt layup from 2 ft (assist by P. Gasol),20,20
78,1,1:05.0,M. Chalmers misses 2-pt layup from 2 ft,,20,20
79,1,1:04.0,Offensive rebound by H. Whiteside,,20,20
80,1,1:02.0,H. Whiteside makes 2-pt hook shot from 2 ft,,22,20
81,1,0:50.0,,T. Gibson misses 2-pt layup from 3 ft (block by H. Whiteside),22,20
82,1,0:48.0,Defensive rebound by S. Napier,,22,20
83,1,0:42.0,M. Chalmers makes 3-pt jump shot from 22 ft (assist by C. Bosh),,25,20
84,1,0:28.0,,A. Brooks misses 2-pt layup from 1 ft (block by H. Whiteside),25,20
85,1,0:26.0,Defensive rebound by H. Whiteside,,25,20
86,1,0:22.0,Shooting foul by T. Snell (drawn by L. Deng),,25,20
87,1,0:22.0,L. Deng misses free throw 1 of 2,,25,20
88,1,0:22.0,Offensive rebound by Team,,25,20
89,1,0:22.0,U. Haslem enters the game for C. Bosh,,25,20
90,1,0:22.0,L. Deng makes free throw 2 of 2,,26,20
91,1,0:01.0,,P. Gasol misses 3-pt jump shot from 22 ft,26,20
92,1,0:00.0,Defensive rebound by H. Whiteside,,26,20
93,2,11:42.0,,N. Mirotić misses 3-pt jump shot from 25 ft,26,20
94,2,11:41.0,Defensive rebound by H. Whiteside,,26,20
95,2,11:32.0,D. Wade misses 2-pt jump shot from 16 ft,,26,20
96,2,11:31.0,,Defensive rebound by A. Brooks,26,20
97,2,11:26.0,,Turnover by A. Brooks (bad pass; steal by S. Williams),26,20
98,2,11:08.0,Shooting foul by A. Brooks (drawn by M. Chalmers),,26,20
99,2,11:08.0,M. Chalmers makes free throw 1 of 2,,27,20
100,2,11:08.0,,J. Butler enters the game for T. Snell,27,20
101,2,11:08.0,M. Chalmers makes free throw 2 of 2,,28,20
102,2,10:43.0,,J. Butler misses 2-pt jump shot from 6 ft (block by H. Whiteside),28,20
103,2,10:43.0,,Offensive rebound by J. Butler,28,20
104,2,10:42.0,,Turnover by Team (shot clock),28,20
105,2,10:26.0,Turnover by D. Wade (lost ball),,28,20
106,2,10:08.0,,N. Mirotić misses 2-pt dunk at rim (block by H. Whiteside),28,20
107,2,10:06.0,Defensive rebound by D. Wade,,28,20
108,2,10:00.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),,30,20
109,2,9:40.0,,Shooting foul by H. Whiteside (drawn by T. Gibson),30,20
110,2,9:40.0,,T. Gibson makes free throw 1 of 2,30,21
111,2,9:40.0,C. Andersen enters the game for H. Whiteside,,30,21
112,2,9:40.0,,T. Gibson makes free throw 2 of 2,30,22
113,2,9:29.0,S. Williams misses 3-pt jump shot from 23 ft,,30,22
114,2,9:28.0,,Defensive rebound by A. Brooks,30,22
115,2,9:12.0,,T. Gibson misses 2-pt layup from 1 ft,30,22
116,2,9:10.0,Defensive rebound by S. Williams,,30,22
117,2,8:59.0,M. Chalmers misses 3-pt jump shot from 26 ft,,30,22
118,2,8:58.0,Offensive rebound by S. Williams,,30,22
119,2,8:58.0,S. Williams makes 2-pt tip-in at rim,,32,22
120,2,8:46.0,,A. Brooks makes 3-pt jump shot from 26 ft,32,25
121,2,8:29.0,S. Williams misses 3-pt jump shot from 24 ft,,32,25
122,2,8:28.0,,Defensive rebound by T. Gibson,32,25
123,2,8:14.0,,N. Mirotić misses 2-pt jump shot from 10 ft,32,25
124,2,8:13.0,,Offensive rebound by T. Gibson,32,25
125,2,8:13.0,,Shooting foul by S. Napier (drawn by T. Gibson),32,25
126,2,8:13.0,,Chicago full timeout,32,25
127,2,8:13.0,,T. Gibson misses free throw 1 of 2,32,25
128,2,8:13.0,,Offensive rebound by Team,32,25
129,2,8:13.0,,T. Gibson makes free throw 2 of 2,32,26
130,2,7:55.0,Shooting foul by T. Gibson (drawn by D. Wade),,32,26
131,2,7:55.0,D. Wade makes free throw 1 of 2,,33,26
132,2,7:55.0,D. Wade makes free throw 2 of 2,,34,26
133,2,7:38.0,,N. Mirotić misses 2-pt jump shot from 16 ft,34,26
134,2,7:37.0,Defensive rebound by M. Chalmers,,34,26
135,2,7:28.0,M. Chalmers makes 2-pt jump shot from 7 ft,,36,26
136,2,7:17.0,,Turnover by A. Brooks (lost ball),36,26
137,2,6:52.0,Turnover by D. Wade (bad pass; steal by J. Butler),,36,26
138,2,6:46.0,,N. Mirotić makes 3-pt jump shot from 23 ft (assist by K. Hinrich),36,29
139,2,6:35.0,Miami full timeout,,36,29
140,2,6:35.0,,D. Rose enters the game for T. Gibson,36,29
141,2,6:35.0,,J. Noah enters the game for K. Hinrich,36,29
142,2,6:35.0,L. Deng enters the game for M. Chalmers,,36,29
143,2,6:35.0,C. Bosh enters the game for S. Williams,,36,29
144,2,6:21.0,C. Bosh misses 3-pt jump shot from 25 ft,,36,29
145,2,6:20.0,,Defensive rebound by D. Rose,36,29
146,2,6:10.0,,D. Rose makes 2-pt jump shot from 15 ft,36,31
147,2,5:54.0,D. Wade makes 2-pt jump shot from 15 ft,,38,31
148,2,5:37.0,,A. Brooks makes 3-pt jump shot from 25 ft (assist by D. Rose),38,34
149,2,5:20.0,Shooting foul by J. Noah (drawn by L. Deng),,38,34
150,2,5:20.0,L. Deng makes free throw 1 of 2,,39,34
151,2,5:20.0,,P. Gasol enters the game for N. Mirotić,39,34
152,2,5:20.0,,T. Snell enters the game for A. Brooks,39,34
153,2,5:20.0,L. Deng makes free throw 2 of 2,,40,34
154,2,5:05.0,,T. Snell misses 2-pt jump shot from 5 ft,40,34
155,2,5:04.0,Defensive rebound by S. Napier,,40,34
156,2,4:45.0,Shooting foul by T. Snell (drawn by L. Deng),,40,34
157,2,4:45.0,L. Deng makes free throw 1 of 2,,41,34
158,2,4:45.0,,K. Hinrich enters the game for T. Snell,41,34
159,2,4:45.0,M. Chalmers enters the game for D. Wade,,41,34
160,2,4:45.0,L. Deng makes free throw 2 of 2,,42,34
161,2,4:36.0,,Turnover by D. Rose (bad pass; steal by M. Chalmers),42,34
162,2,4:19.0,S. Napier misses 2-pt jump shot from 8 ft,,42,34
163,2,4:18.0,,Defensive rebound by P. Gasol,42,34
164,2,4:09.0,,P. Gasol misses 2-pt hook shot from 8 ft,42,34
165,2,4:07.0,Defensive rebound by C. Andersen,,42,34
166,2,4:03.0,C. Bosh makes 2-pt layup from 1 ft (assist by M. Chalmers),,44,34
167,2,3:42.0,,J. Butler misses 3-pt jump shot from 25 ft,44,34
168,2,3:41.0,,Offensive rebound by J. Noah,44,34
169,2,3:41.0,,J. Noah misses 2-pt layup from 1 ft,44,34
170,2,3:39.0,,Offensive rebound by J. Noah,44,34
171,2,3:39.0,,J. Noah misses 2-pt tip-in from 2 ft,44,34
172,2,3:38.0,,Offensive rebound by P. Gasol,44,34
173,2,3:38.0,,P. Gasol misses 2-pt tip-in from 1 ft,44,34
174,2,3:37.0,Defensive rebound by M. Chalmers,,44,34
175,2,3:30.0,L. Deng misses 3-pt jump shot from 26 ft,,44,34
176,2,3:29.0,,Defensive rebound by J. Noah,44,34
177,2,3:23.0,,D. Rose misses 2-pt layup from 3 ft,44,34
178,2,3:22.0,,Offensive rebound by P. Gasol,44,34
179,2,3:22.0,,P. Gasol makes 2-pt layup at rim,44,36
180,2,2:55.0,L. Deng makes 2-pt layup from 1 ft (assist by C. Andersen),,46,36
181,2,2:29.0,,Turnover by Team (shot clock),46,36
182,2,2:29.0,,Chicago full timeout,46,36
183,2,2:29.0,U. Haslem enters the game for C. Andersen,,46,36
184,2,2:29.0,D. Wade enters the game for S. Napier,,46,36
185,2,2:11.0,D. Wade misses 2-pt jump shot from 15 ft,,46,36
186,2,2:09.0,,Defensive rebound by K. Hinrich,46,36
187,2,1:46.0,,K. Hinrich misses 3-pt jump shot from 23 ft,46,36
188,2,1:45.0,Defensive rebound by U. Haslem,,46,36
189,2,1:30.0,Personal foul by D. Rose (drawn by D. Wade),,46,36
190,2,1:30.0,D. Wade makes free throw 1 of 2,,47,36
191,2,1:30.0,D. Wade makes free throw 2 of 2,,48,36
192,2,1:19.0,,D. Rose misses 3-pt jump shot from 24 ft,48,36
193,2,1:18.0,Defensive rebound by U. Haslem,,48,36
194,2,1:09.0,M. Chalmers misses 2-pt jump shot from 8 ft,,48,36
195,2,1:07.0,Offensive rebound by L. Deng,,48,36
196,2,1:07.0,L. Deng misses 2-pt layup from 3 ft,,48,36
197,2,1:06.0,,Defensive rebound by P. Gasol,48,36
198,2,1:01.0,,Shooting foul by D. Wade (drawn by J. Noah),48,36
199,2,1:01.0,,J. Noah makes free throw 1 of 2,48,37
200,2,1:01.0,,J. Noah makes free throw 2 of 2,48,38
201,2,0:50.0,Turnover by C. Bosh (bad pass; steal by K. Hinrich),,48,38
202,2,0:43.0,,K. Hinrich misses 2-pt jump shot from 12 ft,48,38
203,2,0:42.0,Defensive rebound by U. Haslem,,48,38
204,2,0:26.0,D. Wade misses 2-pt layup from 1 ft,,48,38
205,2,0:25.0,,Defensive rebound by P. Gasol,48,38
206,2,0:04.0,,K. Hinrich misses 2-pt jump shot from 21 ft,48,38
207,2,0:03.0,Defensive rebound by M. Chalmers,,48,38
208,2,0:00.0,M. Chalmers misses 3-pt jump shot from 41 ft,,48,38
209,2,0:00.0,Offensive rebound by Team,,48,38
210,3,11:44.0,,P. Gasol misses 2-pt jump shot from 12 ft,48,38
211,3,11:43.0,Defensive rebound by C. Bosh,,48,38
212,3,11:22.0,C. Bosh makes 2-pt jump shot from 7 ft,,50,38
213,3,11:07.0,,J. Butler misses 3-pt jump shot from 25 ft,50,38
214,3,11:06.0,Defensive rebound by C. Andersen,,50,38
215,3,10:57.0,D. Wade misses 2-pt jump shot from 20 ft,,50,38
216,3,10:55.0,Offensive rebound by D. Wade,,50,38
217,3,10:55.0,D. Wade makes 2-pt jump shot from 3 ft,,52,38
218,3,10:36.0,,T. Snell makes 2-pt jump shot from 5 ft (assist by D. Rose),52,40
219,3,10:10.0,Turnover by L. Deng (bad pass),,52,40
220,3,10:00.0,,D. Rose misses 3-pt jump shot from 25 ft,52,40
221,3,9:59.0,,Offensive rebound by P. Gasol,52,40
222,3,9:55.0,,T. Snell misses 3-pt jump shot from 24 ft,52,40
223,3,9:54.0,Defensive rebound by C. Andersen,,52,40
224,3,9:42.0,L. Deng misses 2-pt layup from 3 ft,,52,40
225,3,9:41.0,,Defensive rebound by P. Gasol,52,40
226,3,9:35.0,,J. Noah makes 2-pt layup from 2 ft (assist by T. Snell),52,42
227,3,9:15.0,L. Deng makes 2-pt layup from 2 ft (assist by D. Wade),,54,42
228,3,9:15.0,Shooting foul by T. Snell (drawn by L. Deng),,54,42
229,3,9:15.0,L. Deng misses free throw 1 of 1,,54,42
230,3,9:14.0,,Defensive rebound by P. Gasol,54,42
231,3,8:54.0,,D. Rose makes 2-pt layup from 4 ft,54,44
232,3,8:37.0,Turnover by M. Chalmers (bad pass; steal by T. Snell),,54,44
233,3,8:26.0,,D. Rose makes 2-pt layup from 2 ft (assist by J. Noah),54,46
234,3,8:25.0,Miami full timeout,,54,46
235,3,8:12.0,C. Bosh makes 2-pt dunk at rim (assist by L. Deng),,56,46
236,3,7:53.0,,Turnover by P. Gasol (lost ball; steal by M. Chalmers),56,46
237,3,7:48.0,L. Deng makes 2-pt layup from 2 ft (assist by M. Chalmers),,58,46
238,3,7:33.0,,T. Snell misses 3-pt jump shot from 24 ft,58,46
239,3,7:31.0,Defensive rebound by C. Andersen,,58,46
240,3,7:19.0,Turnover by D. Wade (bad pass; steal by D. Rose),,58,46
241,3,7:19.0,Loose ball foul by D. Wade (drawn by J. Noah),,58,46
242,3,7:02.0,,D. Rose misses 3-pt jump shot from 25 ft,58,46
243,3,7:01.0,Defensive rebound by L. Deng,,58,46
244,3,6:50.0,M. Chalmers misses 2-pt jump shot from 7 ft,,58,46
245,3,6:49.0,,Defensive rebound by P. Gasol,58,46
246,3,6:39.0,,P. Gasol makes 2-pt jump shot from 4 ft (assist by D. Rose),58,48
247,3,6:19.0,L. Deng misses 2-pt jump shot from 5 ft (block by P. Gasol),,58,48
248,3,6:18.0,,Defensive rebound by P. Gasol,58,48
249,3,6:17.0,,Personal foul by D. Wade (drawn by D. Rose),58,48
250,3,6:17.0,S. Napier enters the game for M. Chalmers,,58,48
251,3,6:06.0,,P. Gasol misses 2-pt jump shot from 17 ft,58,48
252,3,6:05.0,Defensive rebound by L. Deng,,58,48
253,3,5:55.0,C. Bosh misses 3-pt jump shot from 25 ft,,58,48
254,3,5:53.0,,Defensive rebound by J. Butler,58,48
255,3,5:45.0,,Turnover by D. Rose (bad pass; steal by S. Napier),58,48
256,3,5:41.0,C. Andersen makes 2-pt dunk at rim (assist by S. Napier),,60,48
257,3,5:38.0,,Chicago full timeout,60,48
258,3,5:38.0,H. Whiteside enters the game for C. Andersen,,60,48
259,3,5:19.0,,D. Rose misses 3-pt jump shot from 23 ft,60,48
260,3,5:18.0,Defensive rebound by C. Bosh,,60,48
261,3,5:00.0,Shooting foul by T. Snell (drawn by D. Wade),,60,48
262,3,5:00.0,D. Wade makes free throw 1 of 2,,61,48
263,3,5:00.0,,K. Hinrich enters the game for T. Snell,61,48
264,3,5:00.0,D. Wade makes free throw 2 of 2,,62,48
265,3,4:45.0,,K. Hinrich misses 3-pt jump shot from 23 ft,62,48
266,3,4:43.0,,Offensive rebound by P. Gasol,62,48
267,3,4:29.0,,J. Butler misses 2-pt layup from 2 ft (block by H. Whiteside),62,48
268,3,4:27.0,Defensive rebound by H. Whiteside,,62,48
269,3,4:17.0,C. Bosh misses 3-pt jump shot from 25 ft,,62,48
270,3,4:15.0,,Defensive rebound by J. Butler,62,48
271,3,4:09.0,,P. Gasol makes 2-pt layup from 1 ft (assist by J. Noah),62,50
272,3,4:09.0,,Shooting foul by S. Napier (drawn by P. Gasol),62,50
273,3,4:09.0,,P. Gasol makes free throw 1 of 1,62,51
274,3,3:49.0,S. Napier misses 3-pt jump shot from 24 ft,,62,51
275,3,3:48.0,,Defensive rebound by J. Noah,62,51
276,3,3:42.0,,Shooting foul by H. Whiteside (drawn by D. Rose),62,51
277,3,3:42.0,,D. Rose makes free throw 1 of 2,62,52
278,3,3:42.0,,T. Gibson enters the game for J. Noah,62,52
279,3,3:42.0,M. Chalmers enters the game for D. Wade,,62,52
280,3,3:42.0,,D. Rose makes free throw 2 of 2,62,53
281,3,3:26.0,L. Deng makes 2-pt jump shot from 8 ft (assist by C. Bosh),,64,53
282,3,3:09.0,,T. Gibson makes 2-pt hook shot from 3 ft,64,55
283,3,2:42.0,L. Deng misses 2-pt layup from 2 ft,,64,55
284,3,2:41.0,Offensive rebound by H. Whiteside,,64,55
285,3,2:41.0,H. Whiteside makes 2-pt dunk at rim,,66,55
286,3,2:27.0,,T. Gibson misses 2-pt layup from 1 ft (block by L. Deng),66,55
287,3,2:25.0,Defensive rebound by C. Bosh,,66,55
288,3,2:16.0,H. Whiteside misses 2-pt layup from 3 ft (block by P. Gasol),,66,55
289,3,2:14.0,,Defensive rebound by T. Gibson,66,55
290,3,2:05.0,,D. Rose makes 2-pt jump shot from 17 ft,66,57
291,3,1:44.0,C. Bosh makes 2-pt jump shot from 12 ft,,68,57
292,3,1:22.0,,J. Butler makes 2-pt jump shot from 18 ft,68,59
293,3,1:00.0,C. Bosh makes 2-pt jump shot from 19 ft (assist by S. Napier),,70,59
294,3,0:41.0,,T. Gibson misses 2-pt layup from 3 ft (block by H. Whiteside),70,59
295,3,0:40.0,Defensive rebound by L. Deng,,70,59
296,3,0:36.0,M. Chalmers makes 2-pt layup from 1 ft,,72,59
297,3,0:28.0,,Personal foul by M. Chalmers (drawn by D. Rose),72,59
298,3,0:28.0,,D. Rose misses free throw 1 of 2,72,59
299,3,0:28.0,,Offensive rebound by Team,72,59
300,3,0:28.0,S. Williams enters the game for C. Bosh,,72,59
301,3,0:28.0,,D. Rose makes free throw 2 of 2,72,60
302,3,0:09.0,Shooting foul by P. Gasol (drawn by M. Chalmers),,72,60
303,3,0:09.0,M. Chalmers makes free throw 1 of 2,,73,60
304,3,0:09.0,U. Haslem enters the game for S. Williams,,73,60
305,3,0:09.0,C. Andersen enters the game for H. Whiteside,,73,60
306,3,0:09.0,M. Chalmers makes free throw 2 of 2,,74,60
307,3,0:04.0,,Personal foul by S. Napier (drawn by D. Rose),74,60
308,3,0:04.0,,D. Rose makes free throw 1 of 2,74,61
309,3,0:04.0,S. Williams enters the game for U. Haslem,,74,61
310,3,0:04.0,,D. Rose makes free throw 2 of 2,74,62
311,3,0:00.0,S. Napier misses 3-pt jump shot from 22 ft,,74,62
312,3,0:00.0,Offensive rebound by Team,,74,62
313,4,11:36.0,S. Napier misses 2-pt jump shot from 18 ft,,74,62
314,4,11:35.0,,Defensive rebound by T. Gibson,74,62
315,4,11:17.0,,Shooting foul by H. Whiteside (drawn by T. Gibson),74,62
316,4,11:17.0,,T. Gibson makes free throw 1 of 2,74,63
317,4,11:17.0,,T. Gibson makes free throw 2 of 2,74,64
318,4,11:07.0,D. Wade makes 2-pt jump shot from 21 ft (assist by M. Chalmers),,76,64
319,4,10:49.0,,N. Mirotić misses 3-pt jump shot from 25 ft,76,64
320,4,10:48.0,,Offensive rebound by T. Gibson,76,64
321,4,10:44.0,,A. Brooks makes 3-pt jump shot from 25 ft (assist by T. Gibson),76,67
322,4,10:27.0,Turnover by D. Wade (bad pass; steal by A. Brooks),,76,67
323,4,10:20.0,,A. Brooks misses 3-pt jump shot from 26 ft,76,67
324,4,10:19.0,,Offensive rebound by T. Gibson,76,67
325,4,10:17.0,,Turnover by T. Gibson (lost ball; steal by S. Williams),76,67
326,4,10:05.0,D. Wade makes 2-pt jump shot from 20 ft,,78,67
327,4,9:48.0,,A. Brooks makes 2-pt layup from 1 ft,78,69
328,4,9:21.0,Shooting foul by T. Gibson (drawn by H. Whiteside),,78,69
329,4,9:21.0,H. Whiteside misses free throw 1 of 2,,78,69
330,4,9:21.0,Offensive rebound by Team,,78,69
331,4,9:21.0,H. Whiteside makes free throw 2 of 2,,79,69
332,4,9:02.0,,N. Mirotić makes 3-pt jump shot from 23 ft (assist by J. Butler),79,72
333,4,8:41.0,D. Wade makes 2-pt jump shot from 17 ft,,81,72
334,4,8:26.0,,K. Hinrich misses 2-pt jump shot from 19 ft,81,72
335,4,8:24.0,,Offensive rebound by T. Gibson,81,72
336,4,8:23.0,,Shooting foul by M. Chalmers (drawn by T. Gibson),81,72
337,4,8:23.0,,Chicago full timeout,81,72
338,4,8:23.0,,T. Gibson misses free throw 1 of 2,81,72
339,4,8:23.0,,Offensive rebound by Team,81,72
340,4,8:23.0,L. Deng enters the game for M. Chalmers,,81,72
341,4,8:23.0,,T. Gibson misses free throw 2 of 2,81,72
342,4,8:22.0,Defensive rebound by H. Whiteside,,81,72
343,4,8:07.0,D. Wade makes 2-pt jump shot from 20 ft,,83,72
344,4,7:49.0,,A. Brooks misses 2-pt jump shot from 12 ft,83,72
345,4,7:48.0,Defensive rebound by H. Whiteside,,83,72
346,4,7:47.0,Personal foul by A. Brooks (drawn by S. Napier),,83,72
347,4,7:24.0,D. Wade misses 2-pt jump shot from 20 ft,,83,72
348,4,7:23.0,,Defensive rebound by J. Butler,83,72
349,4,7:09.0,,T. Gibson misses 2-pt jump shot from 4 ft (block by H. Whiteside),83,72
350,4,7:08.0,Defensive rebound by D. Wade,,83,72
351,4,6:49.0,S. Napier misses 2-pt layup from 1 ft (block by T. Gibson),,83,72
352,4,6:49.0,,Defensive rebound by Team,83,72
353,4,6:49.0,,P. Gasol enters the game for K. Hinrich,83,72
354,4,6:49.0,,D. Rose enters the game for N. Mirotić,83,72
355,4,6:36.0,,A. Brooks makes 3-pt jump shot from 24 ft (assist by P. Gasol),83,75
356,4,6:36.0,,Shooting foul by L. Deng (drawn by A. Brooks),83,75
357,4,6:36.0,C. Bosh enters the game for S. Williams,,83,75
358,4,6:36.0,,T. Snell enters the game for J. Butler,83,75
359,4,6:36.0,M. Chalmers enters the game for S. Napier,,83,75
360,4,6:36.0,,A. Brooks makes free throw 1 of 1,83,76
361,4,6:20.0,H. Whiteside makes 2-pt dunk at rim (assist by M. Chalmers),,85,76
362,4,6:02.0,,P. Gasol misses 2-pt jump shot from 14 ft,85,76
363,4,5:58.0,Defensive rebound by C. Bosh,,85,76
364,4,5:38.0,Personal foul by T. Gibson (drawn by L. Deng),,85,76
365,4,5:38.0,,Chicago full timeout,85,76
366,4,5:30.0,H. Whiteside makes 2-pt dunk at rim (assist by L. Deng),,87,76
367,4,5:13.0,,T. Gibson makes 2-pt layup from 2 ft (assist by D. Rose),87,78
368,4,4:58.0,L. Deng misses 2-pt layup from 1 ft (block by P. Gasol),,87,78
369,4,4:57.0,Offensive rebound by L. Deng,,87,78
370,4,4:56.0,L. Deng misses 2-pt layup from 1 ft,,87,78
371,4,4:54.0,Offensive rebound by H. Whiteside,,87,78
372,4,4:53.0,H. Whiteside misses 2-pt layup from 2 ft (block by T. Gibson),,87,78
373,4,4:51.0,Offensive rebound by L. Deng,,87,78
374,4,4:50.0,C. Bosh misses 3-pt jump shot from 26 ft,,87,78
375,4,4:48.0,,Defensive rebound by D. Rose,87,78
376,4,4:48.0,,Turnover by D. Rose (bad pass),87,78
377,4,4:48.0,,J. Butler enters the game for T. Snell,87,78
378,4,4:32.0,D. Wade misses 2-pt jump shot from 14 ft (block by D. Rose),,87,78
379,4,4:30.0,Offensive rebound by H. Whiteside,,87,78
380,4,4:29.0,H. Whiteside makes 2-pt dunk at rim,,89,78
381,4,4:20.0,,D. Rose makes 2-pt layup at rim,89,80
382,4,3:55.0,L. Deng misses 3-pt jump shot from 24 ft,,89,80
383,4,3:54.0,,Defensive rebound by P. Gasol,89,80
384,4,3:46.0,,A. Brooks misses 2-pt jump shot from 4 ft,89,80
385,4,3:44.0,Defensive rebound by L. Deng,,89,80
386,4,3:36.0,Miami full timeout,,89,80
387,4,3:24.0,D. Wade makes 2-pt jump shot from 16 ft (assist by C. Bosh),,91,80
388,4,3:04.0,,A. Brooks makes 2-pt jump shot from 5 ft,91,82
