,QUARTER,TIME_REMAINING,CHICAGO_ACTION,ORLANDO_ACTION,CHICAGO_SCORE,ORLANDO_SCORE
69,1,2:01.0,,V. Oladipo enters the game for E. Payton,24,19
70,1,1:48.0,,T. Harris misses 3-pt jump shot from 25 ft,24,19
71,1,1:46.0,Defensive rebound by J. Butler,,24,19
72,1,1:30.0,T. Gibson makes 2-pt layup from 1 ft,,26,19
73,1,1:08.0,,T. Harris makes 2-pt layup from 2 ft,26,21
74,1,0:54.0,Shooting foul by T. Harris (drawn by T. Gibson),,26,21
75,1,0:54.0,T. Gibson makes free throw 1 of 2,,27,21
76,1,0:54.0,K. Hinrich enters the game for J. Butler,,27,21
77,1,0:54.0,T. Gibson misses free throw 2 of 2,,27,21
78,1,0:53.0,,Defensive rebound by V. Oladipo,27,21
79,1,0:40.0,,T. Harris misses 2-pt jump shot from 18 ft,27,21
80,1,0:38.0,Defensive rebound by P. Gasol,,27,21
81,1,0:28.0,Shooting foul by N. Vučević (drawn by P. Gasol),,27,21
82,1,0:28.0,P. Gasol makes free throw 1 of 2,,28,21
83,1,0:28.0,P. Gasol makes free throw 2 of 2,,29,21
84,1,0:08.0,,N. Vučević misses 2-pt hook shot from 9 ft,29,21
85,1,0:07.0,Defensive rebound by P. Gasol,,29,21
86,1,0:03.0,Turnover by T. Gibson (bad pass; steal by V. Oladipo),,29,21
87,1,0:02.0,,Personal foul by P. Gasol (drawn by V. Oladipo),29,21
88,1,0:00.0,,V. Oladipo misses 3-pt jump shot from 40 ft,29,21
89,1,0:00.0,,Offensive rebound by Team,29,21
90,2,11:49.0,Shooting foul by D. Dedmon (drawn by J. Noah),,29,21
91,2,11:49.0,J. Noah misses free throw 1 of 2,,29,21
92,2,11:49.0,Offensive rebound by Team,,29,21
93,2,11:49.0,J. Noah misses free throw 2 of 2,,29,21
94,2,11:48.0,Offensive rebound by N. Mirotić,,29,21
95,2,11:42.0,K. Hinrich makes 3-pt jump shot from 25 ft (assist by D. Rose),,32,21
96,2,11:40.0,,Orlando full timeout,32,21
97,2,11:21.0,,A. Nicholson misses 2-pt hook shot from 10 ft,32,21
98,2,11:20.0,Defensive rebound by T. Gibson,,32,21
99,2,11:07.0,N. Mirotić misses 2-pt jump shot from 21 ft,,32,21
100,2,11:05.0,,Defensive rebound by A. Nicholson,32,21
101,2,10:55.0,,A. Nicholson makes 2-pt jump shot from 19 ft (assist by V. Oladipo),32,23
102,2,10:38.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by K. Hinrich),,35,23
103,2,10:11.0,,E. Fournier misses 2-pt jump shot from 10 ft,35,23
104,2,10:08.0,Defensive rebound by T. Gibson,,35,23
105,2,10:01.0,D. Rose misses 3-pt jump shot from 26 ft,,35,23
106,2,10:00.0,,Defensive rebound by D. Dedmon,35,23
107,2,9:52.0,,Turnover by A. Nicholson (bad pass),35,23
108,2,9:52.0,,E. Payton enters the game for E. Fournier,35,23
109,2,9:38.0,N. Mirotić misses 2-pt layup from 2 ft (block by A. Nicholson),,35,23
110,2,9:38.0,Offensive rebound by Team,,35,23
111,2,9:31.0,T. Gibson misses 2-pt layup from 2 ft,,35,23
112,2,9:29.0,Offensive rebound by J. Noah,,35,23
113,2,9:25.0,D. Rose misses 2-pt jump shot from 18 ft,,35,23
114,2,9:23.0,,Defensive rebound by D. Dedmon,35,23
115,2,8:59.0,,A. Nicholson makes 2-pt hook shot from 10 ft,35,25
116,2,8:46.0,T. Gibson makes 2-pt hook shot from 4 ft (assist by K. Hinrich),,37,25
117,2,8:46.0,Shooting foul by A. Nicholson (drawn by T. Gibson),,37,25
118,2,8:46.0,T. Gibson makes free throw 1 of 1,,38,25
119,2,8:28.0,,T. Harris misses 2-pt jump shot from 17 ft,38,25
120,2,8:26.0,Defensive rebound by K. Hinrich,,38,25
121,2,8:14.0,K. Hinrich makes 2-pt jump shot from 19 ft,,40,25
122,2,8:03.0,,D. Dedmon makes 2-pt dunk at rim (assist by E. Payton),40,27
123,2,7:50.0,Turnover by D. Rose (bad pass; steal by E. Payton),,40,27
124,2,7:45.0,,T. Harris misses 2-pt layup from 2 ft,40,27
125,2,7:43.0,,Offensive rebound by E. Payton,40,27
126,2,7:37.0,,V. Oladipo misses 3-pt jump shot from 25 ft,40,27
127,2,7:36.0,,Offensive rebound by E. Payton,40,27
128,2,7:36.0,,E. Payton makes 2-pt dunk at rim,40,29
129,2,7:36.0,,Shooting foul by T. Gibson (drawn by E. Payton),40,29
130,2,7:36.0,,E. Payton makes free throw 1 of 1,40,30
131,2,7:25.0,K. Hinrich misses 3-pt jump shot from 25 ft,,40,30
132,2,7:24.0,,Defensive rebound by T. Harris,40,30
133,2,7:06.0,,T. Harris misses 2-pt jump shot from 9 ft,40,30
134,2,7:04.0,Defensive rebound by T. Gibson,,40,30
135,2,6:54.0,N. Mirotić misses 2-pt jump shot from 19 ft,,40,30
136,2,6:53.0,Offensive rebound by T. Gibson,,40,30
137,2,6:49.0,K. Hinrich misses 3-pt jump shot from 25 ft,,40,30
138,2,6:48.0,,Defensive rebound by D. Dedmon,40,30
139,2,6:41.0,,T. Harris misses 2-pt layup from 2 ft,40,30
140,2,6:41.0,Defensive rebound by Team,,40,30
141,2,6:28.0,N. Mirotić misses 3-pt jump shot from 25 ft,,40,30
142,2,6:27.0,,Defensive rebound by V. Oladipo,40,30
143,2,6:12.0,,E. Payton misses 2-pt jump shot from 9 ft,40,30
144,2,6:10.0,,Offensive rebound by D. Dedmon,40,30
145,2,6:09.0,,Turnover by D. Dedmon (lost ball; steal by J. Noah),40,30
146,2,6:05.0,Shooting foul by V. Oladipo (drawn by D. Rose),,40,30
147,2,6:05.0,D. Rose makes free throw 1 of 2,,41,30
148,2,6:05.0,J. Butler enters the game for K. Hinrich,,41,30
149,2,6:05.0,,A. Gordon enters the game for T. Harris,41,30
150,2,6:05.0,D. Rose makes free throw 2 of 2,,42,30
151,2,5:53.0,,V. Oladipo misses 2-pt layup from 2 ft (block by T. Gibson),42,30
152,2,5:51.0,Defensive rebound by J. Noah,,42,30
153,2,5:45.0,Turnover by J. Noah (lost ball; steal by V. Oladipo),,42,30
154,2,5:38.0,,A. Nicholson makes 3-pt jump shot from 25 ft (assist by V. Oladipo),42,33
155,2,5:25.0,Turnover by J. Noah (bad pass; steal by A. Gordon),,42,33
156,2,5:11.0,,E. Payton misses 2-pt layup from 2 ft,42,33
157,2,5:10.0,,Offensive rebound by D. Dedmon,42,33
158,2,5:10.0,,D. Dedmon makes 2-pt layup from 1 ft,42,35
159,2,5:05.0,Chicago full timeout,,42,35
160,2,5:05.0,A. Brooks enters the game for J. Noah,,42,35
161,2,5:05.0,P. Gasol enters the game for D. Rose,,42,35
162,2,4:52.0,Shooting foul by D. Dedmon (drawn by T. Gibson),,42,35
163,2,4:52.0,T. Gibson misses free throw 1 of 2,,42,35
164,2,4:52.0,Offensive rebound by Team,,42,35
165,2,4:52.0,,N. Vučević enters the game for D. Dedmon,42,35
166,2,4:52.0,T. Gibson makes free throw 2 of 2,,43,35
167,2,4:40.0,,Turnover by N. Vučević (bad pass; steal by N. Mirotić),43,35
168,2,4:40.0,Personal foul by A. Nicholson (drawn by N. Mirotić),,43,35
169,2,4:40.0,N. Mirotić makes free throw 1 of 2,,44,35
170,2,4:40.0,N. Mirotić makes free throw 2 of 2,,45,35
171,2,4:27.0,,Turnover by V. Oladipo (bad pass; steal by A. Brooks),45,35
172,2,4:22.0,T. Gibson makes 2-pt dunk at rim (assist by J. Butler),,47,35
173,2,4:04.0,,V. Oladipo makes 3-pt jump shot from 23 ft (assist by N. Vučević),47,38
174,2,3:44.0,N. Mirotić misses 2-pt layup from 2 ft,,47,38
175,2,3:43.0,Offensive rebound by T. Gibson,,47,38
176,2,3:43.0,T. Gibson makes 2-pt tip-in from 1 ft,,49,38
177,2,3:42.0,Violation by Team (delay of game),,49,38
178,2,3:29.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Payton),49,40
179,2,3:08.0,N. Mirotić misses 2-pt jump shot from 10 ft,,49,40
180,2,3:07.0,,Defensive rebound by E. Payton,49,40
181,2,3:00.0,,V. Oladipo makes 2-pt layup from 1 ft (assist by E. Payton),49,42
182,2,2:43.0,P. Gasol misses 2-pt jump shot from 19 ft,,49,42
183,2,2:42.0,,Defensive rebound by E. Payton,49,42
184,2,2:34.0,,N. Vučević misses 2-pt hook shot from 10 ft (block by P. Gasol),49,42
185,2,2:31.0,,Offensive rebound by E. Payton,49,42
186,2,2:31.0,,E. Payton makes 2-pt jump shot from 4 ft,49,44
187,2,2:08.0,A. Brooks misses 3-pt jump shot from 23 ft,,49,44
188,2,2:06.0,,Defensive rebound by V. Oladipo,49,44
189,2,2:06.0,,Shooting foul by N. Mirotić (drawn by A. Gordon),49,44
190,2,2:06.0,Official timeout,,49,44
191,2,2:06.0,,A. Gordon makes free throw 1 of 2,49,45
192,2,2:06.0,,A. Gordon makes free throw 2 of 2,49,46
193,2,1:47.0,J. Butler makes 3-pt jump shot from 26 ft (assist by N. Mirotić),,52,46
194,2,1:29.0,,V. Oladipo makes 3-pt jump shot from 25 ft (assist by N. Vučević),52,49
195,2,1:14.0,Personal foul by A. Gordon (drawn by N. Mirotić),,52,49
196,2,1:14.0,N. Mirotić makes free throw 1 of 2,,53,49
197,2,1:14.0,N. Mirotić misses free throw 2 of 2,,53,49
198,2,1:13.0,,Defensive rebound by E. Payton,53,49
199,2,1:00.0,,N. Vučević misses 2-pt jump shot from 20 ft,53,49
200,2,1:00.0,Defensive rebound by P. Gasol,,53,49
201,2,0:41.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by T. Gibson),,56,49
202,2,0:21.0,,E. Payton makes 3-pt jump shot from 26 ft (assist by A. Nicholson),56,52
203,2,0:01.0,J. Butler makes 3-pt jump shot from 25 ft (assist by P. Gasol),,59,52
204,3,11:47.0,Turnover by P. Gasol (bad pass),,59,52
205,3,11:33.0,,Shooting foul by M. Dunleavy (drawn by T. Harris),59,52
206,3,11:33.0,,T. Harris makes free throw 1 of 2,59,53
207,3,11:33.0,,T. Harris makes free throw 2 of 2,59,54
208,3,11:17.0,P. Gasol makes 2-pt layup from 1 ft (assist by J. Noah),,61,54
209,3,11:05.0,,Turnover by V. Oladipo (bad pass; steal by J. Butler),61,54
210,3,10:57.0,D. Rose misses 3-pt jump shot from 26 ft,,61,54
211,3,10:56.0,,Defensive rebound by N. Vučević,61,54
212,3,10:44.0,,N. Vučević makes 2-pt jump shot from 15 ft (assist by E. Payton),61,56
213,3,10:27.0,Turnover by J. Butler (traveling),,61,56
214,3,10:18.0,,Shooting foul by J. Butler (drawn by V. Oladipo),61,56
215,3,10:18.0,,V. Oladipo makes free throw 1 of 2,61,57
216,3,10:18.0,,V. Oladipo makes free throw 2 of 2,61,58
217,3,9:54.0,Shooting foul by D. Dedmon (drawn by J. Butler),,61,58
218,3,9:54.0,J. Butler makes free throw 1 of 2,,62,58
219,3,9:54.0,,A. Nicholson enters the game for D. Dedmon,62,58
220,3,9:54.0,J. Butler makes free throw 2 of 2,,63,58
221,3,9:42.0,,A. Nicholson misses 2-pt jump shot from 20 ft,63,58
222,3,9:41.0,,Offensive rebound by T. Harris,63,58
223,3,9:31.0,,E. Payton makes 2-pt jump shot from 8 ft (assist by A. Nicholson),63,60
224,3,9:18.0,J. Noah makes 2-pt layup from 2 ft (assist by M. Dunleavy),,65,60
225,3,9:12.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Payton),65,62
226,3,8:51.0,M. Dunleavy misses 2-pt jump shot from 6 ft,,65,62
227,3,8:49.0,Offensive rebound by Team,,65,62
228,3,8:43.0,J. Butler makes 2-pt jump shot from 15 ft (assist by D. Rose),,67,62
229,3,8:31.0,,Turnover by E. Payton (bad pass),67,62
230,3,8:22.0,D. Rose misses 3-pt jump shot from 25 ft,,67,62
231,3,8:20.0,,Defensive rebound by T. Harris,67,62
232,3,8:15.0,,Shooting foul by D. Rose (drawn by E. Payton),67,62
233,3,8:15.0,,E. Payton makes free throw 1 of 2,67,63
234,3,8:15.0,,E. Payton makes free throw 2 of 2,67,64
235,3,7:59.0,Turnover by J. Butler (bad pass; steal by E. Payton),,67,64
236,3,7:55.0,,V. Oladipo makes 2-pt dunk at rim (assist by E. Payton),67,66
237,3,7:35.0,P. Gasol misses 2-pt jump shot from 7 ft,,67,66
238,3,7:35.0,Offensive rebound by J. Noah,,67,66
239,3,7:35.0,J. Noah misses 2-pt layup from 1 ft,,67,66
240,3,7:35.0,,Defensive rebound by Team,67,66
241,3,7:22.0,,A. Nicholson misses 3-pt jump shot from 23 ft,67,66
242,3,7:21.0,Defensive rebound by D. Rose,,67,66
243,3,7:13.0,Turnover by D. Rose (bad pass),,67,66
244,3,6:55.0,,A. Nicholson makes 2-pt hook shot from 6 ft,67,68
245,3,6:37.0,J. Noah makes 2-pt hook shot from 4 ft (assist by P. Gasol),,69,68
246,3,6:27.0,,Orlando full timeout,69,68
247,3,6:18.0,,E. Payton misses 2-pt layup from 2 ft (block by P. Gasol),69,68
248,3,6:15.0,Defensive rebound by P. Gasol,,69,68
249,3,6:11.0,D. Rose makes 2-pt layup from 1 ft,,71,68
250,3,5:55.0,,V. Oladipo misses 3-pt jump shot from 26 ft,71,68
251,3,5:53.0,Defensive rebound by J. Noah,,71,68
252,3,5:48.0,Turnover by D. Rose (step out of bounds),,71,68
253,3,5:35.0,,T. Harris misses 2-pt layup from 2 ft,71,68
254,3,5:34.0,,Offensive rebound by Team,71,68
255,3,5:34.0,Loose ball foul by M. Dunleavy (drawn by A. Nicholson),,71,68
256,3,5:34.0,,E. Fournier enters the game for V. Oladipo,71,68
257,3,5:34.0,A. Brooks enters the game for D. Rose,,71,68
258,3,5:19.0,,N. Vučević makes 2-pt jump shot from 10 ft (assist by E. Payton),71,70
259,3,4:53.0,A. Brooks misses 2-pt layup from 2 ft,,71,70
260,3,4:52.0,Offensive rebound by J. Noah,,71,70
261,3,4:52.0,J. Noah misses 2-pt tip-in from 2 ft,,71,70
262,3,4:49.0,Offensive rebound by P. Gasol,,71,70
263,3,4:32.0,P. Gasol misses 2-pt hook shot from 4 ft,,71,70
264,3,4:30.0,,Defensive rebound by N. Vučević,71,70
265,3,4:24.0,,Turnover by T. Harris (lost ball; steal by A. Brooks),71,70
266,3,4:19.0,A. Brooks misses 3-pt jump shot from 25 ft,,71,70
267,3,4:16.0,Offensive rebound by J. Noah,,71,70
268,3,4:10.0,J. Butler misses 3-pt jump shot from 25 ft,,71,70
269,3,4:08.0,,Defensive rebound by E. Fournier,71,70
270,3,3:55.0,,Shooting foul by A. Brooks (drawn by E. Fournier),71,70
271,3,3:55.0,,E. Fournier makes free throw 1 of 2,71,71
272,3,3:55.0,T. Gibson enters the game for J. Noah,,71,71
273,3,3:55.0,,A. Gordon enters the game for T. Harris,71,71
274,3,3:55.0,,E. Fournier makes free throw 2 of 2,71,72
275,3,3:35.0,T. Gibson makes 2-pt jump shot from 5 ft (assist by P. Gasol),,73,72
276,3,3:23.0,,A. Nicholson misses 2-pt jump shot from 19 ft,73,72
277,3,3:21.0,,Offensive rebound by N. Vučević,73,72
278,3,3:18.0,,N. Vučević makes 2-pt hook shot from 10 ft,73,74
279,3,3:02.0,J. Butler makes 2-pt dunk at rim (assist by A. Brooks),,75,74
280,3,3:02.0,Technical foul by J. Butler,,75,74
281,3,3:02.0,,E. Fournier makes technical free throw,75,75
282,3,2:49.0,,Shooting foul by P. Gasol (drawn by N. Vučević),75,75
283,3,2:49.0,Chicago full timeout,,75,75
284,3,2:49.0,,N. Vučević makes free throw 1 of 2,75,76
285,3,2:49.0,,N. Vučević makes free throw 2 of 2,75,77
286,3,2:30.0,T. Gibson misses 2-pt jump shot from 15 ft,,75,77
287,3,2:29.0,Offensive rebound by Team,,75,77
288,3,2:29.0,,Loose ball foul by A. Gordon (drawn by P. Gasol),75,77
289,3,2:11.0,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by J. Butler),,78,77
290,3,1:54.0,,A. Gordon makes 2-pt layup from 1 ft (assist by N. Vučević),78,79
291,3,1:35.0,Personal foul by A. Gordon (drawn by T. Gibson),,78,79
292,3,1:35.0,N. Mirotić enters the game for M. Dunleavy,,78,79
293,3,1:24.0,Shooting foul by N. Vučević (drawn by P. Gasol),,78,79
294,3,1:24.0,P. Gasol makes free throw 1 of 2,,79,79
295,3,1:24.0,K. Hinrich enters the game for J. Butler,,79,79
296,3,1:24.0,P. Gasol makes free throw 2 of 2,,80,79
297,3,1:13.0,,E. Fournier misses 3-pt jump shot from 23 ft,80,79
298,3,1:11.0,Defensive rebound by P. Gasol,,80,79
299,3,1:06.0,Shooting foul by A. Gordon (drawn by N. Mirotić),,80,79
300,3,1:06.0,N. Mirotić makes free throw 1 of 3,,81,79
301,3,1:06.0,N. Mirotić makes free throw 2 of 3,,82,79
302,3,1:06.0,N. Mirotić makes free throw 3 of 3,,83,79
303,3,0:57.0,,Turnover by E. Payton (step out of bounds),83,79
304,3,0:39.0,N. Mirotić misses 2-pt jump shot from 16 ft,,83,79
305,3,0:38.0,,Defensive rebound by N. Vučević,83,79
306,3,0:31.0,,A. Gordon misses 3-pt jump shot from 23 ft,83,79
307,3,0:29.0,Defensive rebound by P. Gasol,,83,79
308,3,0:28.0,Personal foul by A. Nicholson (drawn by P. Gasol),,83,79
309,3,0:28.0,P. Gasol makes free throw 1 of 2,,84,79
310,3,0:28.0,P. Gasol misses free throw 2 of 2,,84,79
311,3,0:28.0,,Defensive rebound by N. Vučević,84,79
312,3,0:08.0,,E. Payton misses 2-pt layup from 1 ft,84,79
313,3,0:07.0,,Offensive rebound by E. Payton,84,79
314,3,0:07.0,,E. Payton misses 2-pt tip-in from 2 ft,84,79
315,3,0:07.0,Defensive rebound by A. Brooks,,84,79
316,3,0:07.0,Personal foul by E. Payton (drawn by A. Brooks),,84,79
317,3,0:07.0,A. Brooks makes free throw 1 of 2,,85,79
318,3,0:07.0,J. Noah enters the game for P. Gasol,,85,79
319,3,0:07.0,,V. Oladipo enters the game for A. Gordon,85,79
320,3,0:07.0,,T. Harris enters the game for A. Nicholson,85,79
321,3,0:07.0,T. Snell enters the game for N. Mirotić,,85,79
322,3,0:07.0,A. Brooks misses free throw 2 of 2,,85,79
323,3,0:06.0,Offensive rebound by A. Brooks,,85,79
324,3,0:02.0,A. Brooks makes 2-pt jump shot from 6 ft,,87,79
325,4,11:44.0,,T. Harris makes 2-pt jump shot from 10 ft,87,81
326,4,11:30.0,Turnover by N. Mirotić (step out of bounds),,87,81
327,4,11:07.0,,C. Frye makes 2-pt hook shot from 8 ft,87,83
328,4,10:45.0,A. Brooks misses 2-pt layup from 2 ft (block by C. Frye),,87,83
329,4,10:45.0,,Defensive rebound by C. Frye,87,83
330,4,10:45.0,,Personal foul by J. Noah (drawn by C. Frye),87,83
331,4,10:23.0,,V. Oladipo misses 3-pt jump shot from 25 ft,87,83
332,4,10:22.0,Defensive rebound by N. Mirotić,,87,83
333,4,10:09.0,T. Gibson misses 2-pt hook shot from 7 ft,,87,83
334,4,10:07.0,,Defensive rebound by C. Frye,87,83
335,4,9:52.0,,T. Harris misses 3-pt jump shot from 25 ft,87,83
336,4,9:51.0,Defensive rebound by J. Noah,,87,83
337,4,9:27.0,Turnover by Team (shot clock),,87,83
338,4,9:08.0,,C. Frye misses 3-pt jump shot from 26 ft,87,83
339,4,9:07.0,Defensive rebound by J. Noah,,87,83
340,4,8:55.0,Official timeout,,87,83
341,4,8:55.0,J. Butler enters the game for K. Hinrich,,87,83
342,4,8:55.0,Turnover by A. Brooks (lost ball; steal by V. Oladipo),,87,83
343,4,8:42.0,K. Hinrich enters the game for A. Brooks,,87,83
344,4,8:38.0,,Turnover by E. Fournier (traveling),87,83
345,4,8:26.0,T. Gibson makes 2-pt layup from 1 ft (assist by N. Mirotić),,89,83
346,4,8:05.0,,T. Harris misses 3-pt jump shot from 23 ft,89,83
347,4,8:04.0,Defensive rebound by J. Butler,,89,83
348,4,7:45.0,Turnover by J. Noah (bad pass; steal by C. Frye),,89,83
349,4,7:42.0,,Shooting foul by K. Hinrich (drawn by V. Oladipo),89,83
350,4,7:42.0,,V. Oladipo makes free throw 1 of 2,89,84
351,4,7:42.0,,E. Payton enters the game for E. Fournier,89,84
352,4,7:42.0,,N. Vučević enters the game for C. Frye,89,84
353,4,7:42.0,,V. Oladipo makes free throw 2 of 2,89,85
354,4,7:32.0,J. Butler misses 2-pt jump shot from 8 ft,,89,85
355,4,7:31.0,Offensive rebound by J. Noah,,89,85
356,4,7:31.0,J. Noah misses 2-pt tip-in from 1 ft,,89,85
357,4,7:29.0,Offensive rebound by J. Butler,,89,85
358,4,7:29.0,J. Butler misses 2-pt layup from 2 ft (block by D. Dedmon),,89,85
359,4,7:29.0,,Defensive rebound by Team,89,85
360,4,7:07.0,,T. Harris misses 3-pt jump shot from 25 ft,89,85
361,4,7:06.0,Defensive rebound by J. Butler,,89,85
362,4,6:53.0,N. Mirotić misses 3-pt jump shot from 26 ft,,89,85
363,4,6:52.0,,Defensive rebound by D. Dedmon,89,85
364,4,6:31.0,,E. Payton misses 2-pt jump shot from 7 ft,89,85
365,4,6:29.0,,Offensive rebound by D. Dedmon,89,85
366,4,6:29.0,,D. Dedmon misses 2-pt layup at rim,89,85
367,4,6:29.0,Defensive rebound by Team,,89,85
368,4,6:18.0,J. Butler makes 2-pt dunk at rim (assist by J. Noah),,91,85
369,4,6:18.0,,Orlando full timeout,91,85
370,4,6:18.0,A. Brooks enters the game for K. Hinrich,,91,85
371,4,6:18.0,,A. Gordon enters the game for T. Harris,91,85
372,4,5:57.0,,E. Payton makes 3-pt jump shot from 23 ft (assist by V. Oladipo),91,88
373,4,5:34.0,T. Gibson misses 2-pt jump shot from 18 ft,,91,88
374,4,5:32.0,,Defensive rebound by E. Payton,91,88
375,4,5:22.0,,N. Vučević misses 2-pt jump shot from 18 ft,91,88
376,4,5:21.0,Defensive rebound by T. Gibson,,91,88
377,4,5:02.0,A. Brooks makes 3-pt jump shot from 25 ft,,94,88
378,4,4:45.0,,Shooting foul by T. Gibson (drawn by A. Gordon),94,88
379,4,4:45.0,,A. Gordon makes free throw 1 of 2,94,89
380,4,4:45.0,P. Gasol enters the game for J. Noah,,94,89
381,4,4:45.0,,E. Fournier enters the game for D. Dedmon,94,89
382,4,4:45.0,,A. Gordon misses free throw 2 of 2,94,89
383,4,4:44.0,Defensive rebound by P. Gasol,,94,89
384,4,4:27.0,A. Brooks misses 2-pt jump shot from 7 ft,,94,89
