,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PHOENIX_ACTION,LA CLIPPERS_SCORE,PHOENIX_SCORE
0,1,11:42.0,,M. Morris misses 2-pt jump shot from 10 ft (block by D. Jordan),0,0
1,1,11:41.0,Defensive rebound by D. Jordan,,0,0
2,1,11:28.0,M. Barnes misses 3-pt jump shot from 25 ft,,0,0
3,1,11:27.0,,Defensive rebound by A. Len,0,0
4,1,11:15.0,,P. Tucker misses 2-pt layup from 1 ft (block by D. Jordan),0,0
5,1,11:13.0,Defensive rebound by D. Jordan,,0,0
6,1,11:07.0,J. Redick misses 3-pt jump shot from 25 ft,,0,0
7,1,11:06.0,,Defensive rebound by A. Len,0,0
8,1,10:59.0,,G. Dragić misses 2-pt layup at rim,0,0
9,1,10:58.0,Defensive rebound by D. Jordan,,0,0
10,1,10:47.0,M. Barnes misses 2-pt jump shot from 8 ft,,0,0
11,1,10:46.0,,Defensive rebound by P. Tucker,0,0
12,1,10:35.0,,A. Len makes 2-pt jump shot from 8 ft (assist by E. Bledsoe),0,2
13,1,10:16.0,J. Redick misses 2-pt jump shot from 3 ft (block by A. Len),,0,2
14,1,10:15.0,,Defensive rebound by A. Len,0,2
15,1,9:59.0,,M. Morris makes 2-pt jump shot from 10 ft,0,4
16,1,9:47.0,Shooting foul by A. Len (drawn by D. Jordan),,0,4
17,1,9:47.0,D. Jordan misses free throw 1 of 2,,0,4
18,1,9:47.0,Offensive rebound by Team,,0,4
19,1,9:47.0,D. Jordan misses free throw 2 of 2,,0,4
20,1,9:47.0,,Defensive rebound by Team,0,4
21,1,9:33.0,,P. Tucker misses 2-pt hook shot from 6 ft (block by D. Jordan),0,4
22,1,9:32.0,,Offensive rebound by Team,0,4
23,1,9:23.0,,P. Tucker misses 3-pt jump shot from 25 ft,0,4
24,1,9:22.0,Defensive rebound by J. Redick,,0,4
25,1,9:10.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,2,4
26,1,8:57.0,,E. Bledsoe misses 2-pt jump shot from 22 ft,2,4
