,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,BROOKLYN_ACTION,LA LAKERS_SCORE,BROOKLYN_SCORE
85,2,11:44.0,J. Hill misses 2-pt tip-in from 1 ft,,19,30
86,2,11:43.0,Offensive rebound by J. Hill,,19,30
87,2,11:42.0,J. Hill misses 2-pt layup from 2 ft,,19,30
88,2,11:41.0,,Defensive rebound by E. Clark,19,30
89,2,11:25.0,,A. Anderson misses 2-pt layup from 2 ft,19,30
90,2,11:24.0,Defensive rebound by J. Hill,,19,30
91,2,11:16.0,J. Clarkson makes 2-pt layup at rim (assist by W. Johnson),,21,30
92,2,11:02.0,,B. Bogdanović misses 2-pt layup from 3 ft (block by W. Johnson),21,30
93,2,11:00.0,Defensive rebound by J. Hill,,21,30
94,2,10:42.0,Shooting foul by B. Bogdanović (drawn by J. Hill),,21,30
95,2,10:42.0,J. Hill misses free throw 1 of 2,,21,30
96,2,10:42.0,Offensive rebound by Team,,21,30
97,2,10:42.0,R. Kelly enters the game for W. Johnson,,21,30
98,2,10:42.0,J. Hill makes free throw 2 of 2,,22,30
99,2,10:30.0,,A. Anderson misses 3-pt jump shot from 24 ft,22,30
100,2,10:29.0,Defensive rebound by J. Hill,,22,30
101,2,10:17.0,Personal foul by E. Clark (drawn by R. Kelly),,22,30
102,2,10:05.0,R. Sacre misses 2-pt jump shot from 11 ft,,22,30
103,2,10:04.0,,Defensive rebound by E. Clark,22,30
104,2,9:53.0,,Turnover by E. Clark (lost ball; steal by J. Brown),22,30
105,2,9:49.0,J. Brown makes 2-pt dunk at rim (assist by J. Clarkson),,24,30
106,2,9:49.0,,Brooklyn full timeout,24,30
107,2,9:38.0,,B. Lopez makes 2-pt layup from 3 ft (assist by A. Anderson),24,32
108,2,9:18.0,R. Sacre misses 2-pt jump shot from 17 ft,,24,32
109,2,9:17.0,,Defensive rebound by E. Clark,24,32
110,2,9:07.0,,E. Clark misses 3-pt jump shot from 25 ft,24,32
111,2,9:06.0,,Offensive rebound by B. Bogdanović,24,32
112,2,8:56.0,,J. Jack makes 2-pt jump shot from 17 ft,24,34
113,2,8:33.0,J. Hill makes 2-pt jump shot from 5 ft,,26,34
114,2,8:25.0,,E. Clark makes 2-pt layup from 2 ft,26,36
115,2,8:03.0,J. Clarkson misses 2-pt jump shot from 14 ft,,26,36
116,2,8:02.0,,Defensive rebound by B. Lopez,26,36
117,2,7:54.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,26,36
118,2,7:53.0,Defensive rebound by J. Brown,,26,36
119,2,7:48.0,Turnover by J. Brown (lost ball; steal by J. Jack),,26,36
120,2,7:43.0,,B. Bogdanović makes 2-pt dunk at rim (assist by J. Jack),26,38
121,2,7:20.0,R. Kelly makes 2-pt jump shot from 21 ft (assist by J. Clarkson),,28,38
122,2,7:08.0,,Turnover by J. Jack (lost ball; steal by R. Kelly),28,38
123,2,7:04.0,J. Brown makes 2-pt layup from 1 ft (assist by R. Kelly),,30,38
124,2,6:54.0,Violation by R. Kelly (kicked ball),,30,38
125,2,6:54.0,,M. Plumlee enters the game for B. Lopez,30,38
126,2,6:47.0,,E. Clark misses 3-pt jump shot from 24 ft,30,38
127,2,6:46.0,Defensive rebound by J. Clarkson,,30,38
128,2,6:43.0,Shooting foul by B. Bogdanović (drawn by J. Brown),,30,38
129,2,6:43.0,J. Brown makes free throw 1 of 2,,31,38
130,2,6:43.0,,J. Johnson enters the game for B. Bogdanović,31,38
131,2,6:43.0,J. Brown makes free throw 2 of 2,,32,38
132,2,6:35.0,,Shooting foul by J. Hill (drawn by M. Plumlee),32,38
133,2,6:35.0,,M. Plumlee misses free throw 1 of 2,32,38
134,2,6:35.0,,Offensive rebound by Team,32,38
135,2,6:35.0,,M. Plumlee makes free throw 2 of 2,32,39
136,2,6:21.0,J. Brown makes 2-pt layup from 3 ft,,34,39
137,2,6:07.0,,J. Jack makes 2-pt jump shot from 16 ft,34,41
138,2,5:47.0,J. Clarkson misses 2-pt hook shot from 5 ft,,34,41
139,2,5:46.0,Offensive rebound by J. Hill,,34,41
140,2,5:45.0,J. Hill makes 2-pt layup from 1 ft,,36,41
141,2,5:24.0,,J. Johnson makes 2-pt layup from 3 ft,36,43
142,2,5:24.0,,Shooting foul by J. Clarkson (drawn by J. Johnson),36,43
143,2,5:24.0,Official timeout,,36,43
144,2,5:24.0,W. Johnson enters the game for R. Sacre,,36,43
145,2,5:24.0,,J. Johnson makes free throw 1 of 1,36,44
146,2,5:04.0,J. Hill makes 2-pt hook shot from 5 ft,,38,44
147,2,4:49.0,,J. Johnson misses 2-pt layup from 2 ft,38,44
148,2,4:48.0,Defensive rebound by J. Hill,,38,44
149,2,4:44.0,Shooting foul by J. Jack (drawn by J. Clarkson),,38,44
150,2,4:44.0,J. Clarkson makes free throw 1 of 2,,39,44
151,2,4:44.0,,D. Williams enters the game for J. Jack,39,44
152,2,4:44.0,,M. Brown enters the game for A. Anderson,39,44
153,2,4:44.0,J. Clarkson misses free throw 2 of 2,,39,44
154,2,4:43.0,,Defensive rebound by M. Plumlee,39,44
155,2,4:22.0,,E. Clark misses 3-pt jump shot from 24 ft,39,44
156,2,4:21.0,Defensive rebound by J. Brown,,39,44
157,2,4:17.0,Turnover by J. Brown (lost ball; steal by J. Johnson),,39,44
158,2,4:14.0,,Turnover by D. Williams (bad pass),39,44
159,2,4:14.0,T. Black enters the game for J. Hill,,39,44
160,2,3:55.0,W. Johnson misses 2-pt layup from 1 ft (block by E. Clark),,39,44
161,2,3:53.0,,Defensive rebound by M. Plumlee,39,44
162,2,3:45.0,,E. Clark misses 3-pt jump shot from 23 ft,39,44
163,2,3:44.0,,Offensive rebound by J. Johnson,39,44
164,2,3:41.0,,M. Brown misses 3-pt jump shot from 24 ft,39,44
165,2,3:40.0,,Offensive rebound by E. Clark,39,44
166,2,3:39.0,,E. Clark makes 2-pt layup at rim,39,46
167,2,3:29.0,W. Johnson makes 2-pt dunk at rim,,41,46
168,2,3:10.0,,M. Brown makes 2-pt jump shot from 15 ft (assist by J. Johnson),41,48
169,2,2:56.0,W. Johnson misses 3-pt jump shot from 24 ft,,41,48
170,2,2:55.0,,Defensive rebound by E. Clark,41,48
171,2,2:50.0,,J. Johnson makes 2-pt layup from 1 ft (assist by D. Williams),41,50
172,2,2:30.0,T. Black makes 2-pt layup from 3 ft,,43,50
173,2,2:19.0,,M. Plumlee makes 2-pt layup from 3 ft (assist by D. Williams),43,52
174,2,2:04.0,W. Johnson makes 2-pt dunk at rim (assist by J. Clarkson),,45,52
175,2,2:03.0,,Brooklyn full timeout,45,52
176,2,2:03.0,LA Lakers full timeout,,45,52
177,2,2:03.0,W. Ellington enters the game for J. Brown,,45,52
178,2,2:03.0,,B. Lopez enters the game for M. Plumlee,45,52
179,2,2:03.0,,A. Anderson enters the game for E. Clark,45,52
180,2,1:55.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by D. Williams),45,55
181,2,1:36.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by R. Kelly),,48,55
182,2,1:17.0,,B. Lopez makes 2-pt layup at rim (assist by A. Anderson),48,57
183,2,1:06.0,W. Johnson misses 2-pt layup from 2 ft,,48,57
184,2,1:05.0,Offensive rebound by T. Black,,48,57
185,2,1:04.0,T. Black makes 2-pt layup from 1 ft,,50,57
186,2,0:51.0,,J. Johnson makes 2-pt jump shot from 5 ft (assist by M. Brown),50,59
187,2,0:40.0,Turnover by T. Black (lost ball; steal by D. Williams),,50,59
188,2,0:33.0,,J. Johnson misses 3-pt jump shot from 24 ft,50,59
189,2,0:31.0,Defensive rebound by W. Ellington,,50,59
190,2,0:13.0,Turnover by J. Clarkson (lost ball; steal by M. Brown),,50,59
191,2,0:09.0,,Personal foul by T. Black (drawn by A. Anderson),50,59
192,2,0:09.0,,A. Anderson makes free throw 1 of 2,50,60
193,2,0:09.0,,M. Plumlee enters the game for B. Lopez,50,60
194,2,0:09.0,,A. Anderson makes free throw 2 of 2,50,61
195,2,0:01.0,J. Clarkson misses 3-pt jump shot from 24 ft,,50,61
196,2,0:00.0,Offensive rebound by Team,,50,61
197,3,11:37.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by W. Ellington),,53,61
198,3,11:17.0,,D. Williams misses 2-pt jump shot from 13 ft,53,61
199,3,11:16.0,Defensive rebound by W. Ellington,,53,61
200,3,11:08.0,T. Black misses 2-pt layup from 1 ft (block by B. Lopez),,53,61
201,3,11:06.0,Offensive rebound by T. Black,,53,61
202,3,11:01.0,W. Johnson makes 2-pt jump shot from 7 ft (assist by T. Black),,55,61
203,3,10:47.0,,Shooting foul by T. Black (drawn by B. Lopez),55,61
204,3,10:47.0,,B. Lopez misses free throw 1 of 2,55,61
205,3,10:47.0,,Offensive rebound by Team,55,61
206,3,10:47.0,,B. Lopez misses free throw 2 of 2,55,61
207,3,10:46.0,Defensive rebound by T. Black,,55,61
208,3,10:26.0,T. Black misses 2-pt jump shot from 3 ft,,55,61
209,3,10:25.0,Offensive rebound by W. Johnson,,55,61
210,3,10:24.0,W. Johnson makes 2-pt dunk at rim,,57,61
211,3,10:12.0,,D. Williams misses 2-pt layup from 2 ft,57,61
212,3,10:11.0,Defensive rebound by Team,,57,61
213,3,9:55.0,J. Clarkson misses 2-pt jump shot from 11 ft,,57,61
214,3,9:54.0,,Defensive rebound by J. Johnson,57,61
215,3,9:36.0,,B. Lopez makes 2-pt jump shot from 8 ft (assist by M. Brown),57,63
216,3,9:27.0,W. Johnson misses 3-pt jump shot from 23 ft,,57,63
217,3,9:25.0,Offensive rebound by W. Ellington,,57,63
218,3,9:11.0,Shooting foul by M. Brown (drawn by R. Kelly),,57,63
219,3,9:11.0,,Brooklyn full timeout,57,63
220,3,9:11.0,,A. Anderson enters the game for M. Plumlee,57,63
221,3,9:11.0,R. Kelly makes free throw 1 of 2,,58,63
222,3,9:11.0,R. Kelly makes free throw 2 of 2,,59,63
223,3,9:00.0,,Shooting foul by J. Clarkson (drawn by B. Lopez),59,63
224,3,9:00.0,,B. Lopez misses free throw 1 of 2,59,63
225,3,9:00.0,,Offensive rebound by Team,59,63
226,3,9:00.0,,B. Lopez makes free throw 2 of 2,59,64
227,3,8:40.0,W. Ellington misses 2-pt jump shot from 16 ft,,59,64
228,3,8:39.0,,Defensive rebound by B. Lopez,59,64
229,3,8:18.0,,B. Lopez makes 2-pt jump shot from 7 ft (assist by J. Johnson),59,66
230,3,7:53.0,J. Clarkson misses 3-pt jump shot from 24 ft,,59,66
231,3,7:52.0,,Defensive rebound by J. Johnson,59,66
232,3,7:46.0,,M. Brown makes 2-pt layup from 1 ft,59,68
233,3,7:32.0,W. Ellington misses 2-pt layup at rim (block by B. Lopez),,59,68
234,3,7:31.0,Offensive rebound by Team,,59,68
235,3,7:24.0,R. Kelly misses 3-pt jump shot from 23 ft,,59,68
236,3,7:23.0,,Defensive rebound by A. Anderson,59,68
237,3,7:12.0,,B. Lopez misses 2-pt layup from 2 ft,59,68
238,3,7:11.0,Defensive rebound by T. Black,,59,68
239,3,7:03.0,W. Ellington misses 3-pt jump shot from 22 ft,,59,68
240,3,7:02.0,,Defensive rebound by B. Lopez,59,68
241,3,6:50.0,,M. Brown makes 3-pt jump shot from 22 ft (assist by J. Johnson),59,71
242,3,6:26.0,W. Ellington makes 2-pt jump shot from 17 ft (assist by W. Johnson),,61,71
243,3,6:13.0,,Turnover by D. Williams (bad pass; steal by R. Kelly),61,71
244,3,6:09.0,W. Johnson makes 2-pt dunk at rim (assist by J. Clarkson),,63,71
245,3,5:50.0,,B. Lopez makes 2-pt layup from 2 ft (assist by M. Brown),63,73
246,3,5:50.0,,Shooting foul by W. Johnson (drawn by B. Lopez),63,73
247,3,5:50.0,,Brooklyn full timeout,63,73
248,3,5:50.0,,B. Lopez makes free throw 1 of 1,63,74
249,3,5:34.0,J. Clarkson makes 2-pt layup from 3 ft,,65,74
250,3,5:08.0,,B. Lopez misses 2-pt jump shot from 7 ft (block by R. Kelly),65,74
251,3,5:07.0,,Offensive rebound by B. Lopez,65,74
252,3,5:06.0,,B. Lopez misses 2-pt layup from 2 ft,65,74
253,3,5:03.0,Defensive rebound by R. Kelly,,65,74
254,3,4:56.0,T. Black makes 2-pt dunk at rim (assist by J. Clarkson),,67,74
255,3,4:33.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by D. Williams),67,77
256,3,4:15.0,Turnover by W. Johnson (lost ball; steal by A. Anderson),,67,77
257,3,4:09.0,,J. Johnson misses 3-pt jump shot from 24 ft,67,77
258,3,4:07.0,Defensive rebound by W. Johnson,,67,77
259,3,3:56.0,W. Ellington misses 2-pt jump shot from 5 ft,,67,77
260,3,3:55.0,,Defensive rebound by J. Johnson,67,77
261,3,3:42.0,,D. Williams misses 2-pt hook shot from 4 ft,67,77
262,3,3:41.0,Defensive rebound by J. Clarkson,,67,77
263,3,3:36.0,LA Lakers full timeout,,67,77
264,3,3:36.0,J. Hill enters the game for R. Kelly,,67,77
265,3,3:36.0,J. Brown enters the game for J. Clarkson,,67,77
266,3,3:25.0,J. Hill makes 2-pt jump shot from 18 ft (assist by W. Ellington),,69,77
267,3,3:04.0,,D. Williams makes 2-pt layup from 1 ft,69,79
268,3,2:41.0,W. Johnson makes 2-pt layup from 1 ft,,71,79
269,3,2:22.0,,J. Johnson misses 3-pt jump shot from 24 ft,71,79
270,3,2:19.0,Defensive rebound by J. Hill,,71,79
271,3,2:17.0,Turnover by J. Hill (lost ball; steal by M. Brown),,71,79
272,3,2:14.0,,Shooting foul by J. Hill (drawn by M. Brown),71,79
273,3,2:14.0,,M. Brown misses free throw 1 of 2,71,79
274,3,2:14.0,,Offensive rebound by Team,71,79
275,3,2:14.0,,E. Clark enters the game for J. Johnson,71,79
276,3,2:14.0,,J. Jack enters the game for D. Williams,71,79
277,3,2:14.0,,M. Brown makes free throw 2 of 2,71,80
278,3,1:52.0,J. Hill misses 2-pt jump shot from 18 ft (block by E. Clark),,71,80
279,3,1:49.0,,Defensive rebound by B. Lopez,71,80
280,3,1:38.0,,A. Anderson makes 2-pt layup at rim (assist by M. Brown),71,82
281,3,1:20.0,Personal foul by E. Clark (drawn by J. Hill),,71,82
282,3,1:15.0,J. Hill makes 2-pt layup from 2 ft (assist by W. Johnson),,73,82
283,3,1:15.0,Shooting foul by A. Anderson (drawn by J. Hill),,73,82
284,3,1:15.0,J. Hill makes free throw 1 of 1,,74,82
285,3,1:04.0,,B. Lopez misses 2-pt layup from 1 ft (block by J. Hill),74,82
286,3,1:02.0,,Offensive rebound by B. Lopez,74,82
287,3,1:01.0,,B. Lopez misses 2-pt layup from 1 ft,74,82
288,3,1:00.0,Defensive rebound by W. Johnson,,74,82
289,3,0:47.0,J. Brown misses 3-pt jump shot from 24 ft,,74,82
290,3,0:46.0,,Defensive rebound by J. Jack,74,82
291,3,0:39.0,,J. Jack misses 2-pt jump shot from 5 ft,74,82
292,3,0:38.0,Defensive rebound by J. Brown,,74,82
293,3,0:32.0,J. Brown misses 2-pt jump shot from 4 ft,,74,82
294,3,0:31.0,,Defensive rebound by E. Clark,74,82
295,3,0:07.0,,A. Anderson makes 3-pt jump shot from 22 ft,74,85
296,3,0:02.0,J. Brown misses 2-pt layup from 2 ft,,74,85
297,3,0:01.0,,Defensive rebound by M. Brown,74,85
298,3,0:00.0,,M. Brown misses 3-pt jump shot from 54 ft,74,85
299,3,0:00.0,,Offensive rebound by Team,74,85
300,4,11:39.0,,J. Jack makes 3-pt jump shot from 23 ft (assist by A. Anderson),74,88
301,4,11:15.0,W. Johnson misses 2-pt jump shot from 17 ft,,74,88
302,4,11:14.0,,Defensive rebound by E. Clark,74,88
303,4,11:04.0,,E. Clark misses 2-pt jump shot from 20 ft,74,88
304,4,11:04.0,Defensive rebound by W. Ellington,,74,88
305,4,10:54.0,W. Ellington misses 2-pt layup from 1 ft,,74,88
306,4,10:53.0,Offensive rebound by J. Hill,,74,88
307,4,10:52.0,J. Hill makes 2-pt dunk at rim,,76,88
308,4,10:39.0,,Turnover by J. Jack (lost ball; steal by J. Brown),76,88
309,4,10:36.0,J. Brown misses 2-pt layup at rim,,76,88
310,4,10:35.0,,Defensive rebound by J. Jack,76,88
311,4,10:27.0,,E. Clark misses 2-pt jump shot from 21 ft,76,88
312,4,10:26.0,Defensive rebound by W. Johnson,,76,88
313,4,10:13.0,J. Hill makes 2-pt jump shot from 5 ft,,78,88
314,4,9:59.0,,B. Lopez makes 2-pt hook shot from 9 ft,78,90
315,4,9:35.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by J. Brown),,81,90
316,4,9:21.0,,Turnover by J. Jack (lost ball; steal by J. Brown),81,90
317,4,9:13.0,W. Ellington misses 2-pt layup from 2 ft (block by B. Lopez),,81,90
318,4,9:12.0,,Defensive rebound by B. Lopez,81,90
319,4,9:02.0,,A. Anderson makes 2-pt layup from 2 ft (assist by J. Jack),81,92
320,4,8:47.0,Turnover by R. Sacre (bad pass; steal by A. Anderson),,81,92
321,4,8:37.0,,E. Clark misses 3-pt jump shot from 24 ft,81,92
322,4,8:36.0,Defensive rebound by J. Hill,,81,92
323,4,8:26.0,W. Johnson makes 3-pt jump shot from 25 ft (assist by J. Brown),,84,92
324,4,8:23.0,,Brooklyn full timeout,84,92
325,4,8:23.0,R. Kelly enters the game for W. Ellington,,84,92
326,4,8:23.0,J. Clarkson enters the game for W. Johnson,,84,92
327,4,8:23.0,,M. Plumlee enters the game for B. Lopez,84,92
328,4,8:23.0,,J. Johnson enters the game for M. Brown,84,92
329,4,8:05.0,,E. Clark misses 2-pt jump shot from 19 ft,84,92
330,4,8:04.0,Defensive rebound by J. Hill,,84,92
331,4,7:51.0,J. Brown makes 3-pt jump shot from 24 ft (assist by R. Kelly),,87,92
332,4,7:26.0,,A. Anderson misses 2-pt jump shot from 4 ft (block by J. Brown),87,92
333,4,7:25.0,Defensive rebound by J. Hill,,87,92
334,4,7:17.0,J. Brown misses 2-pt layup from 1 ft,,87,92
335,4,7:16.0,,Defensive rebound by M. Plumlee,87,92
336,4,7:07.0,,Shooting foul by J. Hill (drawn by M. Plumlee),87,92
337,4,7:07.0,,M. Plumlee makes free throw 1 of 2,87,93
338,4,7:07.0,,D. Williams enters the game for J. Jack,87,93
339,4,7:07.0,,B. Bogdanović enters the game for A. Anderson,87,93
340,4,7:07.0,,M. Plumlee makes free throw 2 of 2,87,94
341,4,6:49.0,R. Sacre misses 2-pt hook shot from 8 ft,,87,94
342,4,6:48.0,,Defensive rebound by E. Clark,87,94
343,4,6:33.0,,Turnover by D. Williams (bad pass; steal by R. Sacre),87,94
344,4,6:18.0,R. Kelly misses 3-pt jump shot from 22 ft,,87,94
345,4,6:17.0,Offensive rebound by Team,,87,94
346,4,6:02.0,J. Hill misses 2-pt jump shot from 15 ft,,87,94
347,4,6:01.0,,Defensive rebound by J. Johnson,87,94
348,4,5:45.0,,B. Bogdanović misses 2-pt jump shot from 10 ft,87,94
349,4,5:44.0,Defensive rebound by J. Clarkson,,87,94
350,4,5:41.0,Shooting foul by D. Williams (drawn by J. Clarkson),,87,94
351,4,5:41.0,Official timeout,,87,94
352,4,5:41.0,,B. Lopez enters the game for E. Clark,87,94
353,4,5:41.0,J. Clarkson makes free throw 1 of 2,,88,94
354,4,5:41.0,J. Clarkson makes free throw 2 of 2,,89,94
355,4,5:26.0,,M. Plumlee makes 2-pt layup at rim,89,96
356,4,5:06.0,J. Hill misses 2-pt jump shot from 15 ft,,89,96
357,4,5:05.0,,Defensive rebound by J. Johnson,89,96
358,4,4:45.0,,J. Johnson misses 3-pt jump shot from 23 ft,89,96
359,4,4:44.0,Defensive rebound by J. Clarkson,,89,96
360,4,4:35.0,R. Sacre makes 2-pt hook shot from 5 ft (assist by J. Clarkson),,91,96
361,4,4:10.0,T. Black enters the game for R. Sacre,,91,96
362,4,4:10.0,,Turnover by J. Johnson (lost ball; steal by J. Brown),91,96
363,4,4:02.0,J. Brown misses 3-pt jump shot from 24 ft,,91,96
364,4,4:01.0,Offensive rebound by J. Hill,,91,96
365,4,3:49.0,J. Hill makes 2-pt jump shot from 10 ft (assist by J. Clarkson),,93,96
366,4,3:47.0,,Brooklyn full timeout,93,96
367,4,3:47.0,,A. Anderson enters the game for M. Plumlee,93,96
368,4,3:47.0,,M. Brown enters the game for B. Bogdanović,93,96
369,4,3:37.0,,B. Lopez makes 2-pt dunk at rim (assist by D. Williams),93,98
370,4,3:15.0,J. Hill misses 2-pt jump shot from 19 ft,,93,98
371,4,3:14.0,,Defensive rebound by A. Anderson,93,98
372,4,2:58.0,,M. Brown misses 3-pt jump shot from 24 ft,93,98
373,4,2:57.0,Defensive rebound by J. Hill,,93,98
374,4,2:46.0,J. Hill misses 2-pt jump shot from 17 ft,,93,98
375,4,2:45.0,,Defensive rebound by D. Williams,93,98
376,4,2:29.0,,B. Lopez misses 2-pt jump shot from 12 ft,93,98
377,4,2:28.0,Defensive rebound by R. Kelly,,93,98
378,4,2:23.0,LA Lakers full timeout,,93,98
379,4,2:14.0,Turnover by J. Clarkson (lost ball; steal by D. Williams),,93,98
380,4,1:57.0,,J. Johnson makes 3-pt jump shot from 22 ft (assist by B. Lopez),93,101
381,4,1:39.0,T. Black makes 2-pt jump shot from 4 ft (assist by J. Hill),,95,101
382,4,1:22.0,,D. Williams misses 2-pt jump shot from 4 ft,95,101
383,4,1:21.0,Defensive rebound by Team,,95,101
