,QUARTER,TIME_REMAINING,DALLAS_ACTION,ORLANDO_ACTION,DALLAS_SCORE,ORLANDO_SCORE
36,1,7:46.0,,A. Gordon makes free throw 2 of 2,10,7
37,1,7:30.0,M. Ellis misses 2-pt jump shot from 21 ft,,10,7
38,1,7:29.0,Offensive rebound by Team,,10,7
39,1,7:29.0,,Loose ball foul by C. Frye (drawn by D. Nowitzki),10,7
40,1,7:24.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by M. Ellis),,13,7
41,1,7:08.0,,E. Payton misses 2-pt jump shot from 8 ft,13,7
42,1,7:06.0,,Offensive rebound by E. Payton,13,7
43,1,7:06.0,,E. Payton misses 2-pt tip-in at rim,13,7
44,1,7:04.0,,Offensive rebound by N. Vučević,13,7
45,1,7:04.0,,N. Vučević misses 2-pt tip-in from 2 ft,13,7
46,1,7:02.0,,Offensive rebound by N. Vučević,13,7
47,1,7:02.0,,N. Vučević makes 2-pt layup from 1 ft,13,9
48,1,6:47.0,D. Harris makes 2-pt jump shot from 8 ft,,15,9
49,1,6:38.0,,E. Fournier misses 2-pt jump shot from 15 ft,15,9
50,1,6:36.0,Defensive rebound by G. Smith,,15,9
51,1,6:28.0,G. Smith makes 2-pt layup from 2 ft (assist by M. Ellis),,17,9
52,1,6:21.0,,A. Gordon misses 3-pt jump shot from 26 ft,17,9
53,1,6:19.0,Defensive rebound by D. Nowitzki,,17,9
54,1,6:10.0,M. Ellis makes 2-pt layup from 2 ft,,19,9
55,1,6:04.0,,Orlando full timeout,19,9
56,1,6:04.0,,M. Harkless enters the game for A. Gordon,19,9
57,1,6:04.0,T. Chandler enters the game for D. Nowitzki,,19,9
58,1,6:04.0,C. Villanueva enters the game for G. Smith,,19,9
59,1,5:49.0,,Personal block foul by M. Ellis (drawn by E. Fournier),19,9
60,1,5:43.0,,E. Payton misses 2-pt layup from 2 ft,19,9
61,1,5:41.0,,Offensive rebound by E. Payton,19,9
62,1,5:35.0,,C. Frye misses 2-pt hook shot from 7 ft,19,9
63,1,5:31.0,,Offensive rebound by E. Payton,19,9
64,1,5:31.0,,E. Payton misses 2-pt layup from 1 ft,19,9
65,1,5:29.0,Defensive rebound by T. Chandler,,19,9
66,1,5:25.0,D. Harris makes 3-pt jump shot from 25 ft (assist by T. Chandler),,22,9
67,1,5:04.0,,C. Frye misses 2-pt jump shot from 21 ft,22,9
68,1,5:03.0,Defensive rebound by C. Villanueva,,22,9
69,1,4:55.0,D. Harris misses 3-pt jump shot from 27 ft,,22,9
70,1,4:53.0,,Defensive rebound by N. Vučević,22,9
71,1,4:43.0,,E. Payton makes 2-pt layup from 1 ft,22,11
72,1,4:27.0,T. Chandler makes 2-pt jump shot from 16 ft (assist by R. Jefferson),,24,11
73,1,4:12.0,,Turnover by C. Frye (bad pass; steal by R. Jefferson),24,11
74,1,4:12.0,Personal take foul by E. Payton (drawn by R. Jefferson),,24,11
75,1,4:12.0,J. Barea enters the game for D. Harris,,24,11
76,1,4:12.0,,W. Green enters the game for E. Payton,24,11
77,1,4:12.0,A. Aminu enters the game for R. Jefferson,,24,11
78,1,3:49.0,T. Chandler makes 2-pt layup from 1 ft (assist by M. Ellis),,26,11
79,1,3:31.0,,E. Fournier makes 2-pt jump shot from 5 ft (assist by N. Vučević),26,13
80,1,3:12.0,A. Aminu misses 3-pt jump shot from 25 ft,,26,13
81,1,3:10.0,,Defensive rebound by C. Frye,26,13
82,1,2:54.0,,E. Fournier misses 2-pt jump shot from 8 ft (block by M. Ellis),26,13
83,1,2:54.0,,Offensive rebound by Team,26,13
84,1,2:51.0,,C. Frye misses 2-pt jump shot from 8 ft,26,13
85,1,2:50.0,,Offensive rebound by C. Frye,26,13
86,1,2:47.0,,C. Frye makes 2-pt hook shot from 7 ft,26,15
87,1,2:33.0,C. Villanueva misses 3-pt jump shot from 23 ft,,26,15
88,1,2:32.0,,Defensive rebound by M. Harkless,26,15
89,1,2:20.0,,C. Frye makes 2-pt jump shot from 21 ft (assist by M. Harkless),26,17
90,1,2:19.0,Dallas full timeout,,26,17
91,1,2:19.0,,D. Dedmon enters the game for N. Vučević,26,17
92,1,2:19.0,D. Harris enters the game for M. Ellis,,26,17
93,1,2:06.0,C. Villanueva misses 2-pt jump shot from 20 ft,,26,17
94,1,2:04.0,,Defensive rebound by W. Green,26,17
95,1,1:58.0,,C. Frye misses 3-pt jump shot from 25 ft,26,17
96,1,1:56.0,Defensive rebound by A. Aminu,,26,17
97,1,1:47.0,T. Chandler makes 2-pt dunk at rim (assist by D. Harris),,28,17
98,1,1:33.0,,C. Frye misses 3-pt jump shot from 25 ft,28,17
99,1,1:32.0,,Offensive rebound by W. Green,28,17
100,1,1:28.0,,W. Green misses 2-pt jump shot from 17 ft,28,17
101,1,1:27.0,Defensive rebound by T. Chandler,,28,17
102,1,1:21.0,Personal foul by D. Dedmon (drawn by J. Barea),,28,17
103,1,1:21.0,J. Barea makes free throw 1 of 2,,29,17
104,1,1:21.0,G. Smith enters the game for T. Chandler,,29,17
105,1,1:21.0,,B. Gordon enters the game for E. Fournier,29,17
106,1,1:21.0,J. Barea misses free throw 2 of 2,,29,17
107,1,1:20.0,,Defensive rebound by B. Gordon,29,17
108,1,1:11.0,,Turnover by B. Gordon (offensive foul),29,17
109,1,1:11.0,,Offensive foul by B. Gordon (drawn by D. Harris),29,17
110,1,0:55.0,A. Aminu makes 2-pt jump shot from 8 ft,,31,17
111,1,0:55.0,Shooting foul by M. Harkless (drawn by A. Aminu),,31,17
112,1,0:55.0,A. Aminu makes free throw 1 of 1,,32,17
113,1,0:35.0,,B. Gordon misses 3-pt jump shot from 26 ft,32,17
114,1,0:34.0,Defensive rebound by A. Aminu,,32,17
115,1,0:12.0,J. Barea makes 2-pt jump shot from 8 ft,,34,17
116,1,0:02.0,,M. Harkless misses 3-pt jump shot from 25 ft,34,17
117,1,0:01.0,Defensive rebound by D. Harris,,34,17
118,2,11:47.0,J. Barea makes 2-pt layup from 2 ft,,36,17
119,2,11:28.0,,D. Dedmon makes 2-pt layup from 1 ft (assist by B. Gordon),36,19
120,2,11:13.0,A. Aminu misses 2-pt hook shot from 5 ft,,36,19
121,2,11:12.0,,Defensive rebound by T. Harris,36,19
122,2,11:03.0,,Shooting foul by C. Villanueva (drawn by M. Harkless),36,19
123,2,11:03.0,,M. Harkless makes free throw 1 of 2,36,20
124,2,11:03.0,,M. Harkless makes free throw 2 of 2,36,21
125,2,10:46.0,A. Aminu makes 2-pt layup from 2 ft,,38,21
126,2,10:28.0,,D. Dedmon misses 2-pt layup from 1 ft,38,21
127,2,10:27.0,Defensive rebound by A. Aminu,,38,21
128,2,10:12.0,J. Barea misses 3-pt jump shot from 25 ft,,38,21
129,2,10:12.0,,Defensive rebound by Team,38,21
130,2,10:03.0,,Personal foul by C. Villanueva (drawn by M. Harkless),38,21
131,2,10:00.0,Violation by J. Barea (kicked ball),,38,21
132,2,9:53.0,,Turnover by B. Gordon (bad pass; steal by R. Felton),38,21
133,2,9:48.0,Shooting foul by D. Dedmon (drawn by C. Villanueva),,38,21
134,2,9:48.0,C. Villanueva misses free throw 1 of 2,,38,21
135,2,9:48.0,Offensive rebound by Team,,38,21
136,2,9:48.0,,A. Gordon enters the game for M. Harkless,38,21
137,2,9:48.0,,N. Vučević enters the game for D. Dedmon,38,21
138,2,9:48.0,G. Smith enters the game for A. Aminu,,38,21
139,2,9:48.0,C. Villanueva misses free throw 2 of 2,,38,21
140,2,9:48.0,,Defensive rebound by N. Vučević,38,21
141,2,9:28.0,,A. Gordon misses 2-pt layup from 1 ft (block by C. Villanueva),38,21
142,2,9:26.0,Defensive rebound by G. Smith,,38,21
143,2,9:18.0,Turnover by D. Nowitzki (bad pass; steal by W. Green),,38,21
144,2,9:12.0,,Turnover by B. Gordon (bad pass; steal by J. Barea),38,21
145,2,9:09.0,Turnover by J. Barea (lost ball; steal by W. Green),,38,21
146,2,9:01.0,,Shooting foul by G. Smith (drawn by W. Green),38,21
147,2,9:01.0,,W. Green makes free throw 1 of 2,38,22
148,2,9:01.0,A. Aminu enters the game for C. Villanueva,,38,22
149,2,9:01.0,,W. Green makes free throw 2 of 2,38,23
150,2,8:46.0,Offensive foul by R. Felton (drawn by T. Harris),,38,23
151,2,8:46.0,Turnover by R. Felton (offensive foul),,38,23
152,2,8:46.0,Official timeout,,38,23
153,2,8:31.0,,Turnover by B. Gordon (bad pass),38,23
154,2,8:14.0,R. Felton misses 3-pt jump shot from 25 ft,,38,23
155,2,8:13.0,,Defensive rebound by A. Gordon,38,23
156,2,8:03.0,,T. Harris makes 2-pt layup from 2 ft,38,25
157,2,7:42.0,J. Barea makes 3-pt jump shot from 25 ft (assist by D. Nowitzki),,41,25
158,2,7:12.0,,B. Gordon misses 2-pt jump shot from 17 ft,41,25
159,2,7:10.0,,Offensive rebound by N. Vučević,41,25
160,2,7:10.0,,N. Vučević makes 2-pt hook shot from 2 ft,41,27
161,2,6:54.0,G. Smith misses 2-pt dunk at rim,,41,27
162,2,6:53.0,Offensive rebound by D. Nowitzki,,41,27
163,2,6:34.0,D. Nowitzki makes 2-pt layup from 2 ft,,43,27
164,2,6:20.0,,B. Gordon makes 3-pt jump shot from 25 ft (assist by T. Harris),43,30
165,2,6:17.0,Dallas full timeout,,43,30
166,2,6:17.0,R. Jefferson enters the game for D. Nowitzki,,43,30
167,2,6:17.0,T. Chandler enters the game for G. Smith,,43,30
168,2,6:17.0,D. Harris enters the game for J. Barea,,43,30
169,2,6:17.0,M. Ellis enters the game for R. Felton,,43,30
170,2,6:17.0,,E. Payton enters the game for W. Green,43,30
171,2,6:17.0,,E. Fournier enters the game for B. Gordon,43,30
172,2,6:05.0,R. Jefferson misses 2-pt jump shot from 21 ft,,43,30
173,2,6:03.0,Offensive rebound by A. Aminu,,43,30
174,2,5:57.0,T. Chandler makes 2-pt dunk at rim (assist by M. Ellis),,45,30
175,2,5:41.0,,N. Vučević misses 2-pt jump shot from 14 ft,45,30
176,2,5:40.0,Defensive rebound by A. Aminu,,45,30
177,2,5:31.0,M. Ellis makes 2-pt jump shot from 17 ft,,47,30
178,2,5:08.0,,N. Vučević makes 2-pt hook shot from 7 ft,47,32
179,2,4:52.0,T. Chandler misses 2-pt jump shot from 3 ft (block by N. Vučević),,47,32
180,2,4:51.0,Offensive rebound by A. Aminu,,47,32
181,2,4:47.0,Shooting foul by N. Vučević (drawn by R. Jefferson),,47,32
182,2,4:47.0,R. Jefferson makes free throw 1 of 2,,48,32
183,2,4:47.0,R. Jefferson makes free throw 2 of 2,,49,32
184,2,4:35.0,,E. Fournier makes 2-pt jump shot from 19 ft,49,34
185,2,4:15.0,R. Jefferson makes 3-pt jump shot from 25 ft (assist by M. Ellis),,52,34
186,2,4:05.0,,Personal foul by A. Aminu (drawn by E. Fournier),52,34
187,2,3:57.0,,Turnover by E. Payton (lost ball; steal by A. Aminu),52,34
188,2,3:51.0,R. Jefferson makes 2-pt layup from 2 ft (assist by A. Aminu),,54,34
189,2,3:46.0,,Offensive foul by A. Gordon (drawn by D. Harris),54,34
190,2,3:46.0,,Turnover by A. Gordon (offensive foul),54,34
191,2,3:32.0,T. Chandler makes 2-pt dunk at rim (assist by D. Harris),,56,34
192,2,3:16.0,,T. Harris misses 2-pt jump shot from 9 ft,56,34
193,2,3:14.0,Defensive rebound by T. Chandler,,56,34
194,2,2:59.0,M. Ellis makes 3-pt jump shot from 25 ft (assist by T. Chandler),,59,34
195,2,2:59.0,,Orlando full timeout,59,34
196,2,2:59.0,,D. Dedmon enters the game for A. Gordon,59,34
197,2,2:59.0,,W. Green enters the game for N. Vučević,59,34
198,2,2:59.0,,B. Gordon enters the game for E. Payton,59,34
199,2,2:45.0,,Shooting foul by A. Aminu (drawn by T. Harris),59,34
200,2,2:45.0,,T. Harris misses free throw 1 of 2,59,34
201,2,2:45.0,,Offensive rebound by Team,59,34
202,2,2:45.0,,T. Harris makes free throw 2 of 2,59,35
203,2,2:26.0,Turnover by R. Jefferson (bad pass; steal by D. Dedmon),,59,35
204,2,2:21.0,,E. Fournier makes 2-pt jump shot from 22 ft (assist by T. Harris),59,37
205,2,2:04.0,Personal foul by D. Dedmon (drawn by M. Ellis),,59,37
206,2,2:00.0,Personal foul by D. Dedmon (drawn by M. Ellis),,59,37
207,2,2:00.0,,N. Vučević enters the game for D. Dedmon,59,37
208,2,1:49.0,D. Harris makes 3-pt jump shot from 25 ft (assist by M. Ellis),,62,37
209,2,1:35.0,,N. Vučević makes 2-pt jump shot from 17 ft,62,39
210,2,1:18.0,M. Ellis makes 2-pt jump shot from 21 ft,,64,39
211,2,1:01.0,,W. Green misses 3-pt jump shot from 25 ft,64,39
212,2,1:00.0,Defensive rebound by A. Aminu,,64,39
213,2,0:43.0,D. Harris misses 3-pt jump shot from 25 ft,,64,39
214,2,0:42.0,,Defensive rebound by N. Vučević,64,39
215,2,0:36.0,,W. Green makes 2-pt dunk at rim (assist by T. Harris),64,41
216,2,0:19.0,M. Ellis makes 2-pt jump shot from 19 ft,,66,41
217,2,0:00.0,,B. Gordon misses 2-pt jump shot from 19 ft (block by T. Chandler),66,41
218,2,0:00.0,,Offensive rebound by Team,66,41
219,3,11:46.0,Turnover by D. Nowitzki (lost ball; steal by T. Harris),,66,41
220,3,11:38.0,,T. Harris misses 2-pt layup from 2 ft,66,41
221,3,11:36.0,Defensive rebound by M. Ellis,,66,41
222,3,11:24.0,T. Chandler misses 2-pt jump shot from 17 ft,,66,41
223,3,11:23.0,,Defensive rebound by E. Payton,66,41
224,3,11:19.0,,Personal foul by R. Jefferson (drawn by E. Payton),66,41
225,3,11:10.0,,T. Harris misses 3-pt jump shot from 22 ft,66,41
226,3,11:09.0,Defensive rebound by T. Chandler,,66,41
227,3,10:49.0,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by M. Ellis),,68,41
228,3,10:35.0,,A. Gordon makes 3-pt jump shot from 23 ft (assist by E. Fournier),68,44
229,3,10:19.0,Turnover by M. Ellis (lost ball; steal by E. Fournier),,68,44
230,3,10:10.0,,T. Harris misses 3-pt jump shot from 23 ft,68,44
231,3,10:09.0,Defensive rebound by T. Chandler,,68,44
232,3,9:57.0,D. Nowitzki misses 2-pt jump shot from 14 ft,,68,44
233,3,9:54.0,,Defensive rebound by N. Vučević,68,44
234,3,9:45.0,,E. Payton misses 2-pt jump shot from 19 ft,68,44
235,3,9:43.0,Defensive rebound by T. Chandler,,68,44
236,3,9:21.0,D. Harris makes 3-pt jump shot from 22 ft (assist by D. Nowitzki),,71,44
237,3,8:55.0,,A. Gordon makes 2-pt layup at rim (assist by E. Payton),71,46
238,3,8:34.0,G. Smith enters the game for T. Chandler,,71,46
239,3,8:27.0,M. Ellis misses 3-pt jump shot from 25 ft,,71,46
240,3,8:26.0,,Defensive rebound by E. Payton,71,46
241,3,8:17.0,,N. Vučević makes 2-pt layup from 2 ft (assist by T. Harris),71,48
242,3,8:17.0,,Shooting foul by G. Smith (drawn by N. Vučević),71,48
243,3,8:17.0,,N. Vučević makes free throw 1 of 1,71,49
244,3,8:03.0,R. Jefferson makes 3-pt jump shot from 23 ft (assist by D. Harris),,74,49
245,3,7:46.0,,N. Vučević makes 2-pt jump shot from 12 ft (assist by E. Payton),74,51
246,3,7:25.0,D. Harris misses 3-pt jump shot from 25 ft,,74,51
247,3,7:22.0,,Defensive rebound by N. Vučević,74,51
248,3,7:12.0,,A. Gordon misses 2-pt layup from 1 ft,74,51
249,3,7:11.0,,Offensive rebound by A. Gordon,74,51
250,3,7:08.0,,N. Vučević makes 2-pt jump shot from 20 ft (assist by E. Payton),74,53
251,3,6:39.0,Shooting foul by N. Vučević (drawn by D. Harris),,74,53
252,3,6:39.0,D. Harris makes free throw 1 of 2,,75,53
253,3,6:39.0,D. Harris misses free throw 2 of 2,,75,53
254,3,6:37.0,,Defensive rebound by N. Vučević,75,53
255,3,6:25.0,,Shooting foul by D. Harris (drawn by T. Harris),75,53
256,3,6:25.0,,T. Harris makes free throw 1 of 2,75,54
257,3,6:25.0,,T. Harris makes free throw 2 of 2,75,55
258,3,6:13.0,M. Ellis misses 2-pt jump shot from 19 ft,,75,55
259,3,6:12.0,,Defensive rebound by N. Vučević,75,55
260,3,6:00.0,,A. Gordon makes 3-pt jump shot from 23 ft (assist by E. Payton),75,58
261,3,5:59.0,Dallas full timeout,,75,58
262,3,5:59.0,C. Villanueva enters the game for D. Nowitzki,,75,58
263,3,5:59.0,T. Chandler enters the game for G. Smith,,75,58
264,3,5:37.0,T. Chandler makes 2-pt hook shot from 5 ft (assist by M. Ellis),,77,58
265,3,5:37.0,Shooting foul by A. Gordon (drawn by T. Chandler),,77,58
266,3,5:37.0,T. Chandler makes free throw 1 of 1,,78,58
267,3,5:22.0,,N. Vučević misses 2-pt jump shot from 12 ft,78,58
268,3,5:21.0,Defensive rebound by C. Villanueva,,78,58
269,3,5:05.0,Turnover by D. Harris (bad pass; steal by E. Payton),,78,58
270,3,5:02.0,,Shooting foul by D. Harris (drawn by E. Payton),78,58
271,3,5:02.0,,E. Payton makes free throw 1 of 2,78,59
272,3,5:02.0,,E. Payton makes free throw 2 of 2,78,60
273,3,4:49.0,D. Harris misses 2-pt jump shot from 21 ft,,78,60
274,3,4:48.0,,Defensive rebound by N. Vučević,78,60
275,3,4:27.0,,T. Harris misses 2-pt layup from 2 ft,78,60
276,3,4:26.0,Defensive rebound by C. Villanueva,,78,60
277,3,4:20.0,C. Villanueva makes 3-pt jump shot from 25 ft (assist by D. Harris),,81,60
278,3,4:13.0,,Turnover by E. Payton (offensive foul),81,60
279,3,4:13.0,Offensive charge foul by E. Payton (drawn by D. Harris),,81,60
280,3,4:13.0,,M. Harkless enters the game for A. Gordon,81,60
281,3,4:13.0,J. Barea enters the game for R. Jefferson,,81,60
282,3,4:13.0,A. Aminu enters the game for D. Harris,,81,60
283,3,3:57.0,M. Ellis misses 2-pt jump shot from 10 ft,,81,60
284,3,3:56.0,,Defensive rebound by T. Harris,81,60
285,3,3:48.0,,E. Fournier makes 3-pt jump shot from 27 ft (assist by T. Harris),81,63
286,3,3:33.0,A. Aminu misses 2-pt layup from 2 ft (block by M. Harkless),,81,63
287,3,3:31.0,,Defensive rebound by N. Vučević,81,63
288,3,3:17.0,,T. Harris misses 3-pt jump shot from 22 ft,81,63
289,3,3:15.0,Defensive rebound by T. Chandler,,81,63
290,3,3:08.0,T. Chandler makes 2-pt layup from 1 ft (assist by M. Ellis),,83,63
291,3,3:08.0,Shooting foul by E. Fournier (drawn by T. Chandler),,83,63
292,3,3:08.0,T. Chandler makes free throw 1 of 1,,84,63
293,3,3:08.0,,Orlando full timeout,84,63
294,3,3:08.0,,W. Green enters the game for E. Payton,84,63
295,3,2:52.0,,Shooting foul by M. Ellis (drawn by M. Harkless),84,63
296,3,2:52.0,,M. Harkless misses free throw 1 of 2,84,63
297,3,2:52.0,,Offensive rebound by Team,84,63
298,3,2:52.0,,M. Harkless makes free throw 2 of 2,84,64
299,3,2:37.0,C. Villanueva makes 3-pt jump shot from 25 ft (assist by M. Ellis),,87,64
300,3,2:17.0,,W. Green makes 2-pt jump shot from 10 ft,87,66
301,3,1:53.0,Turnover by M. Ellis (bad pass; steal by M. Harkless),,87,66
302,3,1:50.0,,Shooting block foul by M. Ellis (drawn by M. Harkless),87,66
303,3,1:50.0,,M. Harkless makes free throw 1 of 2,87,67
304,3,1:50.0,,M. Harkless makes free throw 2 of 2,87,68
305,3,1:33.0,C. Villanueva misses 2-pt jump shot from 9 ft,,87,68
306,3,1:32.0,,Defensive rebound by N. Vučević,87,68
307,3,1:15.0,,N. Vučević misses 2-pt jump shot from 20 ft,87,68
308,3,1:13.0,Defensive rebound by C. Villanueva,,87,68
309,3,0:59.0,Turnover by J. Barea (bad pass; steal by E. Fournier),,87,68
310,3,0:55.0,,Shooting foul by M. Ellis (drawn by E. Fournier),87,68
311,3,0:55.0,,E. Fournier makes free throw 1 of 2,87,69
312,3,0:55.0,R. Felton enters the game for M. Ellis,,87,69
313,3,0:55.0,D. Nowitzki enters the game for T. Chandler,,87,69
314,3,0:55.0,,E. Fournier makes free throw 2 of 2,87,70
315,3,0:31.0,C. Villanueva misses 3-pt jump shot from 23 ft,,87,70
316,3,0:30.0,,Defensive rebound by E. Fournier,87,70
317,3,0:10.0,,Turnover by M. Harkless (lost ball; steal by A. Aminu),87,70
318,3,0:06.0,J. Barea misses 2-pt layup from 1 ft (block by M. Harkless),,87,70
319,3,0:06.0,Offensive rebound by Team,,87,70
320,3,0:06.0,,Loose ball foul by E. Fournier (drawn by A. Aminu),87,70
321,3,0:06.0,A. Aminu makes free throw 1 of 2,,88,70
322,3,0:06.0,R. Jefferson enters the game for D. Nowitzki,,88,70
323,3,0:06.0,A. Aminu misses free throw 2 of 2,,88,70
324,3,0:05.0,,Defensive rebound by N. Vučević,88,70
325,3,0:00.0,,W. Green misses 3-pt jump shot from 33 ft,88,70
326,3,0:00.0,,Offensive rebound by Team,88,70
327,4,11:43.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by W. Green),88,73
328,4,11:21.0,J. Barea makes 2-pt layup from 2 ft,,90,73
329,4,10:56.0,,W. Green makes 3-pt jump shot from 24 ft (assist by C. Frye),90,76
330,4,10:42.0,Personal foul by C. Frye (drawn by D. Nowitzki),,90,76
331,4,10:29.0,J. Barea misses 2-pt jump shot from 21 ft,,90,76
332,4,10:28.0,,Defensive rebound by B. Gordon,90,76
333,4,10:14.0,,Personal foul by J. Barea (drawn by W. Green),90,76
334,4,10:07.0,,W. Green makes 2-pt layup from 2 ft,90,78
335,4,10:01.0,Dallas full timeout,,90,78
336,4,10:01.0,T. Chandler enters the game for C. Villanueva,,90,78
337,4,10:01.0,M. Ellis enters the game for R. Felton,,90,78
338,4,9:54.0,Personal foul by A. Gordon (drawn by D. Nowitzki),,90,78
339,4,9:47.0,Turnover by M. Ellis (lost ball; steal by B. Gordon),,90,78
340,4,9:26.0,,W. Green misses 3-pt jump shot from 25 ft,90,78
341,4,9:25.0,Defensive rebound by A. Aminu,,90,78
342,4,9:20.0,Shooting foul by B. Gordon (drawn by M. Ellis),,90,78
343,4,9:20.0,M. Ellis makes free throw 1 of 2,,91,78
344,4,9:20.0,M. Ellis makes free throw 2 of 2,,92,78
345,4,9:06.0,,W. Green makes 2-pt layup from 2 ft (assist by C. Frye),92,80
346,4,8:52.0,Turnover by D. Nowitzki (traveling),,92,80
347,4,8:34.0,,B. Gordon makes 3-pt jump shot from 25 ft (assist by W. Green),92,83
348,4,8:18.0,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by M. Ellis),,94,83
349,4,7:55.0,,Turnover by B. Gordon (lost ball; steal by M. Ellis),94,83
350,4,7:54.0,Personal take foul by C. Frye (drawn by M. Ellis),,94,83
351,4,7:54.0,,Technical foul by B. Gordon,94,83
352,4,7:54.0,,B. Gordon ejected from game,94,83
353,4,7:54.0,,E. Fournier enters the game for B. Gordon,94,83
354,4,7:54.0,D. Nowitzki misses technical free throw,,94,83
355,4,7:54.0,Offensive rebound by Team,,94,83
356,4,7:54.0,C. Villanueva enters the game for D. Nowitzki,,94,83
357,4,7:54.0,D. Harris enters the game for J. Barea,,94,83
358,4,7:43.0,M. Ellis misses 3-pt jump shot from 25 ft,,94,83
359,4,7:41.0,,Defensive rebound by A. Gordon,94,83
360,4,7:28.0,,W. Green makes 2-pt layup from 2 ft,94,85
361,4,7:28.0,,Shooting foul by C. Villanueva (drawn by W. Green),94,85
362,4,7:28.0,,W. Green misses free throw 1 of 1,94,85
363,4,7:26.0,Defensive rebound by T. Chandler,,94,85
364,4,7:07.0,Shooting foul by A. Gordon (drawn by C. Villanueva),,94,85
365,4,7:07.0,C. Villanueva misses free throw 1 of 2,,94,85
366,4,7:07.0,Offensive rebound by Team,,94,85
367,4,7:07.0,C. Villanueva misses free throw 2 of 2,,94,85
368,4,7:06.0,,Defensive rebound by C. Frye,94,85
369,4,6:43.0,,W. Green misses 2-pt jump shot from 19 ft,94,85
370,4,6:42.0,Defensive rebound by C. Villanueva,,94,85
371,4,6:26.0,M. Ellis misses 2-pt jump shot from 17 ft,,94,85
372,4,6:25.0,,Defensive rebound by M. Harkless,94,85
373,4,6:16.0,,Shooting block foul by D. Harris (drawn by A. Gordon),94,85
374,4,6:16.0,,A. Gordon misses free throw 1 of 2,94,85
375,4,6:16.0,,Offensive rebound by Team,94,85
376,4,6:16.0,D. Nowitzki enters the game for C. Villanueva,,94,85
377,4,6:16.0,R. Jefferson enters the game for A. Aminu,,94,85
378,4,6:16.0,,A. Gordon makes free throw 2 of 2,94,86
379,4,6:05.0,Offensive foul by D. Harris (drawn by W. Green),,94,86
380,4,6:05.0,Turnover by D. Harris (offensive foul),,94,86
381,4,5:52.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by W. Green),94,89
382,4,5:50.0,Dallas full timeout,,94,89
383,4,5:50.0,Official timeout,,94,89
384,4,5:37.0,T. Chandler makes 2-pt dunk at rim (assist by M. Ellis),,96,89
