,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,SAN ANTONIO_ACTION,LA CLIPPERS_SCORE,SAN ANTONIO_SCORE
0,1,11:42.0,,D. Green makes 2-pt jump shot from 17 ft (assist by T. Parker),0,2
1,1,11:22.0,C. Paul misses 2-pt jump shot from 15 ft,,0,2
2,1,11:21.0,,Defensive rebound by T. Duncan,0,2
3,1,11:06.0,,Shooting foul by B. Griffin (drawn by T. Splitter),0,2
4,1,11:06.0,,T. Splitter makes free throw 1 of 2,0,3
5,1,11:06.0,,T. Splitter misses free throw 2 of 2,0,3
6,1,11:05.0,Defensive rebound by D. Jordan,,0,3
7,1,10:50.0,B. Griffin makes 2-pt jump shot from 14 ft (assist by C. Paul),,2,3
8,1,10:33.0,,Turnover by K. Leonard (lost ball; steal by M. Barnes),2,3
9,1,10:23.0,Def 3 sec tech foul by T. Duncan,,2,3
10,1,10:23.0,J. Redick makes technical free throw,,3,3
11,1,10:16.0,J. Redick makes 2-pt jump shot from 18 ft,,5,3
12,1,10:01.0,,K. Leonard makes 3-pt jump shot from 23 ft (assist by D. Green),5,6
13,1,9:54.0,M. Barnes makes 2-pt layup from 1 ft (assist by C. Paul),,7,6
14,1,9:46.0,,Turnover by T. Parker (lost ball; steal by C. Paul),7,6
15,1,9:41.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,9,6
16,1,9:41.0,,San Antonio full timeout,9,6
17,1,9:19.0,,T. Splitter misses 2-pt jump shot from 9 ft (block by D. Jordan),9,6
18,1,9:18.0,,Offensive rebound by T. Splitter,9,6
19,1,9:17.0,,Turnover by Team (shot clock),9,6
20,1,9:02.0,Personal foul by K. Leonard (drawn by J. Redick),,9,6
21,1,8:53.0,C. Paul misses 2-pt jump shot from 19 ft,,9,6
22,1,8:51.0,,Defensive rebound by T. Parker,9,6
23,1,8:40.0,,D. Green misses 3-pt jump shot from 23 ft,9,6
24,1,8:39.0,Defensive rebound by D. Jordan,,9,6
25,1,8:27.0,B. Griffin misses 2-pt jump shot from 16 ft,,9,6
26,1,8:26.0,,Defensive rebound by T. Parker,9,6
27,1,8:15.0,,K. Leonard misses 2-pt jump shot from 19 ft,9,6
28,1,8:14.0,,Offensive rebound by T. Splitter,9,6
29,1,8:04.0,,T. Parker misses 2-pt layup from 2 ft,9,6
30,1,8:02.0,,Offensive rebound by T. Splitter,9,6
31,1,8:02.0,,T. Splitter makes 2-pt tip-in from 1 ft,9,8
32,1,7:45.0,J. Redick makes 2-pt jump shot from 16 ft,,11,8
33,1,7:24.0,,T. Duncan misses 2-pt jump shot from 8 ft,11,8
34,1,7:23.0,Defensive rebound by D. Jordan,,11,8
35,1,7:14.0,C. Paul misses 2-pt jump shot from 18 ft,,11,8
36,1,7:13.0,,Defensive rebound by T. Duncan,11,8
37,1,7:03.0,,T. Parker makes 2-pt layup from 1 ft,11,10
38,1,6:55.0,C. Paul misses 3-pt jump shot from 25 ft,,11,10
39,1,6:54.0,,Defensive rebound by T. Splitter,11,10
40,1,6:46.0,,Turnover by T. Duncan (bad pass),11,10
41,1,6:46.0,,B. Diaw enters the game for T. Splitter,11,10
42,1,6:27.0,J. Redick makes 2-pt jump shot from 17 ft (assist by C. Paul),,13,10
43,1,6:12.0,,T. Parker misses 2-pt jump shot from 16 ft,13,10
44,1,6:11.0,Defensive rebound by D. Jordan,,13,10
45,1,6:05.0,B. Griffin makes 2-pt jump shot from 6 ft (assist by C. Paul),,15,10
46,1,5:48.0,,K. Leonard misses 2-pt jump shot from 9 ft,15,10
47,1,5:47.0,,Offensive rebound by T. Duncan,15,10
48,1,5:44.0,,K. Leonard misses 2-pt layup from 2 ft,15,10
