,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,TORONTO_ACTION,LA LAKERS_SCORE,TORONTO_SCORE
86,1,1:44.0,Defensive rebound by E. Davis,,20,14
87,1,1:34.0,J. Lin misses 2-pt jump shot from 18 ft,,20,14
88,1,1:33.0,,Defensive rebound by Team,20,14
89,1,1:33.0,Loose ball foul by E. Davis (drawn by D. DeRozan),,20,14
90,1,1:33.0,,J. Johnson enters the game for T. Ross,20,14
91,1,1:21.0,,L. Williams misses 2-pt jump shot from 12 ft,20,14
92,1,1:20.0,,Offensive rebound by T. Hansbrough,20,14
93,1,1:17.0,,T. Hansbrough misses 2-pt tip-in from 1 ft,20,14
94,1,1:16.0,Defensive rebound by E. Davis,,20,14
95,1,1:12.0,J. Brown makes 2-pt layup from 1 ft (assist by J. Lin),,22,14
96,1,0:56.0,,P. Patterson misses 3-pt jump shot from 25 ft,22,14
97,1,0:55.0,Defensive rebound by Team,,22,14
98,1,0:43.0,J. Brown misses 3-pt jump shot from 24 ft,,22,14
99,1,0:42.0,Offensive rebound by R. Sacre,,22,14
100,1,0:38.0,R. Sacre makes 2-pt hook shot from 4 ft,,24,14
101,1,0:35.0,,Shooting foul by J. Lin (drawn by L. Williams),24,14
102,1,0:35.0,,L. Williams makes free throw 1 of 3,24,15
103,1,0:35.0,,L. Williams makes free throw 2 of 3,24,16
104,1,0:35.0,,L. Williams makes free throw 3 of 3,24,17
105,1,0:25.0,Turnover by J. Brown (bad pass; steal by D. DeRozan),,24,17
106,1,0:01.0,,Turnover by Team (shot clock),24,17
107,2,11:44.0,R. Sacre misses 2-pt jump shot from 17 ft,,24,17
108,2,11:43.0,,Defensive rebound by J. Johnson,24,17
109,2,11:36.0,,L. Williams makes 2-pt jump shot from 3 ft,24,19
110,2,11:17.0,Offensive foul by R. Sacre (drawn by J. Valančiūnas),,24,19
111,2,11:17.0,Turnover by R. Sacre (offensive foul),,24,19
112,2,11:03.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by L. Williams),24,21
113,2,10:43.0,J. Clarkson misses 2-pt jump shot from 4 ft,,24,21
114,2,10:42.0,Offensive rebound by E. Davis,,24,21
115,2,10:37.0,E. Davis makes 2-pt hook shot from 2 ft,,26,21
116,2,10:30.0,,L. Williams misses 3-pt jump shot from 27 ft,26,21
117,2,10:28.0,Defensive rebound by E. Davis,,26,21
118,2,10:26.0,Turnover by E. Davis (bad pass; steal by J. Johnson),,26,21
119,2,10:22.0,,J. Johnson makes 2-pt layup at rim,26,23
120,2,9:58.0,W. Ellington makes 2-pt jump shot from 17 ft (assist by E. Davis),,28,23
121,2,9:41.0,,J. Johnson makes 2-pt jump shot from 4 ft,28,25
122,2,9:29.0,W. Ellington makes 3-pt jump shot from 24 ft,,31,25
123,2,9:09.0,,P. Patterson misses 3-pt jump shot from 24 ft,31,25
124,2,9:08.0,Defensive rebound by J. Clarkson,,31,25
125,2,8:56.0,E. Davis misses 2-pt layup from 2 ft,,31,25
126,2,8:55.0,Offensive rebound by J. Clarkson,,31,25
127,2,8:53.0,J. Clarkson misses 2-pt tip-in from 1 ft,,31,25
128,2,8:53.0,Offensive rebound by Team,,31,25
129,2,8:53.0,Official timeout,,31,25
130,2,8:53.0,,A. Johnson enters the game for P. Patterson,31,25
131,2,8:43.0,R. Sacre misses 2-pt jump shot from 17 ft,,31,25
132,2,8:42.0,Offensive rebound by E. Davis,,31,25
133,2,8:39.0,Turnover by E. Davis (bad pass),,31,25
134,2,8:24.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by J. Johnson),31,27
135,2,8:09.0,Shooting foul by J. Valančiūnas (drawn by J. Brown),,31,27
136,2,8:09.0,J. Brown misses free throw 1 of 2,,31,27
137,2,8:09.0,Offensive rebound by Team,,31,27
138,2,8:09.0,T. Black enters the game for R. Sacre,,31,27
139,2,8:09.0,J. Brown makes free throw 2 of 2,,32,27
140,2,7:57.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by G. Vásquez),32,30
141,2,7:33.0,T. Black misses 2-pt hook shot from 3 ft,,32,30
142,2,7:32.0,,Defensive rebound by J. Valančiūnas,32,30
143,2,7:13.0,,Shooting foul by T. Black (drawn by J. Valančiūnas),32,30
144,2,7:13.0,,J. Valančiūnas makes free throw 1 of 2,32,31
145,2,7:13.0,R. Kelly enters the game for E. Davis,,32,31
146,2,7:13.0,,J. Valančiūnas misses free throw 2 of 2,32,31
147,2,7:12.0,,Offensive rebound by J. Johnson,32,31
148,2,7:10.0,,Shooting foul by T. Black (drawn by J. Johnson),32,31
149,2,7:10.0,,J. Johnson misses free throw 1 of 2,32,31
150,2,7:10.0,,Offensive rebound by Team,32,31
151,2,7:10.0,R. Sacre enters the game for T. Black,,32,31
152,2,7:10.0,,J. Johnson makes free throw 2 of 2,32,32
153,2,6:50.0,Shooting foul by J. Johnson (drawn by R. Sacre),,32,32
154,2,6:50.0,R. Sacre makes free throw 1 of 2,,33,32
155,2,6:50.0,W. Johnson enters the game for J. Brown,,33,32
156,2,6:50.0,R. Sacre makes free throw 2 of 2,,34,32
157,2,6:40.0,,J. Johnson makes 2-pt dunk at rim (assist by G. Vásquez),34,34
158,2,6:23.0,W. Johnson misses 2-pt jump shot from 19 ft,,34,34
159,2,6:22.0,Offensive rebound by R. Sacre,,34,34
160,2,6:19.0,R. Sacre makes 2-pt dunk at rim,,36,34
161,2,6:10.0,,Turnover by L. Williams (bad pass; steal by J. Clarkson),36,34
162,2,6:08.0,Personal foul by G. Vásquez (drawn by J. Clarkson),,36,34
163,2,6:03.0,Offensive foul by J. Clarkson (drawn by L. Williams),,36,34
164,2,6:03.0,Turnover by J. Clarkson (offensive foul),,36,34
165,2,6:03.0,,D. DeRozan enters the game for L. Williams,36,34
166,2,5:50.0,,G. Vásquez makes 2-pt jump shot from 10 ft (assist by J. Johnson),36,36
167,2,5:31.0,J. Clarkson makes 2-pt jump shot from 6 ft (assist by R. Sacre),,38,36
168,2,5:08.0,,D. DeRozan misses 2-pt jump shot from 16 ft,38,36
169,2,5:07.0,Defensive rebound by W. Johnson,,38,36
170,2,4:46.0,R. Kelly misses 2-pt hook shot from 5 ft,,38,36
171,2,4:45.0,,Defensive rebound by A. Johnson,38,36
172,2,4:33.0,,Shooting foul by W. Johnson (drawn by J. Johnson),38,36
173,2,4:33.0,,Toronto full timeout,38,36
174,2,4:33.0,J. Lin enters the game for W. Ellington,,38,36
175,2,4:33.0,,J. Johnson makes free throw 1 of 2,38,37
176,2,4:33.0,,J. Johnson makes free throw 2 of 2,38,38
177,2,4:21.0,R. Kelly misses 2-pt jump shot from 20 ft,,38,38
178,2,4:20.0,Offensive rebound by J. Lin,,38,38
179,2,4:14.0,W. Johnson makes 2-pt jump shot from 14 ft (assist by J. Lin),,40,38
180,2,3:53.0,,J. Johnson makes 2-pt layup from 1 ft (assist by D. DeRozan),40,40
181,2,3:36.0,R. Sacre misses 2-pt jump shot from 11 ft,,40,40
182,2,3:35.0,,Defensive rebound by A. Johnson,40,40
183,2,3:26.0,,Shooting foul by R. Sacre (drawn by J. Valančiūnas),40,40
184,2,3:26.0,,J. Valančiūnas makes free throw 1 of 2,40,41
185,2,3:26.0,,L. Williams enters the game for G. Vásquez,40,41
186,2,3:26.0,,J. Valančiūnas makes free throw 2 of 2,40,42
187,2,3:06.0,J. Lin misses 2-pt jump shot from 18 ft,,40,42
188,2,3:05.0,,Defensive rebound by D. DeRozan,40,42
189,2,2:50.0,,A. Johnson misses 2-pt hook shot from 3 ft,40,42
190,2,2:49.0,,Offensive rebound by J. Valančiūnas,40,42
191,2,2:49.0,,J. Valančiūnas misses 2-pt tip-in at rim,40,42
192,2,2:48.0,Defensive rebound by J. Lin,,40,42
193,2,2:41.0,J. Clarkson makes 2-pt dunk at rim (assist by W. Johnson),,42,42
194,2,2:30.0,,J. Valančiūnas makes 2-pt jump shot from 3 ft (assist by D. DeRozan),42,44
195,2,2:01.0,R. Sacre misses 2-pt jump shot from 18 ft,,42,44
196,2,2:00.0,,Defensive rebound by D. DeRozan,42,44
197,2,1:47.0,,Turnover by J. Valančiūnas (lost ball; steal by R. Kelly),42,44
198,2,1:43.0,J. Clarkson makes 2-pt layup at rim (assist by W. Johnson),,44,44
199,2,1:43.0,,Violation by J. Johnson (def goaltending),44,44
200,2,1:22.0,,J. Johnson misses 2-pt layup from 4 ft,44,44
201,2,1:21.0,Defensive rebound by J. Lin,,44,44
202,2,1:08.0,W. Johnson makes 2-pt jump shot from 17 ft,,46,44
203,2,1:02.0,,Toronto full timeout,46,44
204,2,1:02.0,LA Lakers full timeout,,46,44
205,2,1:02.0,,T. Ross enters the game for J. Johnson,46,44
206,2,1:02.0,E. Davis enters the game for R. Sacre,,46,44
207,2,1:02.0,,P. Patterson enters the game for J. Valančiūnas,46,44
208,2,0:52.0,,T. Ross misses 3-pt jump shot from 26 ft,46,44
209,2,0:51.0,Defensive rebound by J. Lin,,46,44
210,2,0:47.0,E. Davis makes 2-pt dunk at rim (assist by J. Lin),,48,44
211,2,0:42.0,Violation by J. Clarkson (def goaltending),,48,44
212,2,0:42.0,,A. Johnson makes 2-pt layup from 1 ft (assist by P. Patterson),48,46
213,2,0:22.0,J. Clarkson misses 2-pt layup from 2 ft,,48,46
214,2,0:21.0,,Defensive rebound by A. Johnson,48,46
215,2,0:01.0,,L. Williams misses 2-pt jump shot from 7 ft,48,46
216,2,0:00.0,Defensive rebound by E. Davis,,48,46
217,3,11:41.0,R. Kelly misses 3-pt jump shot from 27 ft,,48,46
218,3,11:40.0,,Defensive rebound by D. DeRozan,48,46
219,3,11:28.0,,G. Vásquez misses 3-pt jump shot from 25 ft,48,46
220,3,11:27.0,Defensive rebound by T. Black,,48,46
221,3,11:15.0,Personal foul by A. Johnson (drawn by R. Kelly),,48,46
222,3,11:02.0,J. Lin misses 2-pt jump shot from 20 ft,,48,46
223,3,11:01.0,,Defensive rebound by J. Valančiūnas,48,46
224,3,10:53.0,,Personal foul by R. Kelly (drawn by A. Johnson),48,46
225,3,10:43.0,,D. DeRozan misses 2-pt layup at rim,48,46
226,3,10:42.0,Defensive rebound by W. Johnson,,48,46
227,3,10:35.0,Shooting foul by A. Johnson (drawn by T. Black),,48,46
228,3,10:35.0,T. Black makes free throw 1 of 2,,49,46
229,3,10:35.0,T. Black makes free throw 2 of 2,,50,46
230,3,10:15.0,,T. Ross misses 2-pt jump shot from 13 ft,50,46
231,3,10:14.0,Defensive rebound by W. Johnson,,50,46
232,3,9:57.0,W. Johnson misses 2-pt layup from 2 ft (block by A. Johnson),,50,46
233,3,9:54.0,,Defensive rebound by J. Valančiūnas,50,46
234,3,9:35.0,,T. Ross makes 2-pt jump shot from 3 ft (assist by G. Vásquez),50,48
235,3,9:19.0,R. Kelly makes 2-pt dunk at rim,,52,48
236,3,9:04.0,,Personal foul by R. Kelly (drawn by A. Johnson),52,48
237,3,9:04.0,,P. Patterson enters the game for A. Johnson,52,48
238,3,8:51.0,,T. Ross makes 3-pt jump shot from 22 ft (assist by D. DeRozan),52,51
239,3,8:37.0,J. Clarkson makes 2-pt layup from 1 ft (assist by J. Lin),,54,51
240,3,8:19.0,,T. Ross makes 3-pt jump shot from 23 ft (assist by P. Patterson),54,54
241,3,8:05.0,Personal foul by G. Vásquez (drawn by J. Clarkson),,54,54
242,3,7:49.0,R. Kelly makes 3-pt jump shot from 24 ft (assist by T. Black),,57,54
243,3,7:22.0,,J. Valančiūnas makes 2-pt layup at rim (assist by P. Patterson),57,56
244,3,7:10.0,Turnover by J. Lin (bad pass; steal by P. Patterson),,57,56
245,3,7:09.0,,Personal foul by R. Kelly (drawn by P. Patterson),57,56
246,3,6:57.0,,J. Valančiūnas misses 2-pt hook shot from 2 ft,57,56
247,3,6:55.0,Defensive rebound by T. Black,,57,56
248,3,6:35.0,J. Clarkson misses 2-pt jump shot from 14 ft,,57,56
249,3,6:34.0,,Defensive rebound by Team,57,56
250,3,6:34.0,Loose ball foul by W. Johnson (drawn by J. Valančiūnas),,57,56
251,3,6:17.0,,T. Ross makes 2-pt jump shot from 13 ft,57,58
252,3,5:56.0,Turnover by T. Black (lost ball; steal by T. Ross),,57,58
253,3,5:49.0,,G. Vásquez makes 3-pt jump shot from 25 ft (assist by T. Ross),57,61
254,3,5:25.0,Shooting foul by J. Valančiūnas (drawn by T. Black),,57,61
255,3,5:25.0,,Toronto full timeout,57,61
256,3,5:25.0,W. Ellington enters the game for J. Clarkson,,57,61
257,3,5:25.0,T. Black misses free throw 1 of 2,,57,61
258,3,5:25.0,Offensive rebound by Team,,57,61
259,3,5:25.0,T. Black misses free throw 2 of 2,,57,61
260,3,5:25.0,,Defensive rebound by P. Patterson,57,61
261,3,5:07.0,,Turnover by J. Valančiūnas (step out of bounds),57,61
262,3,5:07.0,R. Sacre enters the game for T. Black,,57,61
263,3,4:54.0,Shooting foul by P. Patterson (drawn by J. Lin),,57,61
264,3,4:54.0,J. Lin makes free throw 1 of 2,,58,61
265,3,4:54.0,J. Lin makes free throw 2 of 2,,59,61
266,3,4:40.0,,T. Ross misses 3-pt jump shot from 25 ft,59,61
267,3,4:39.0,,Offensive rebound by P. Patterson,59,61
268,3,4:37.0,,P. Patterson misses 2-pt tip-in from 2 ft,59,61
269,3,4:37.0,,Offensive rebound by J. Valančiūnas,59,61
270,3,4:35.0,,J. Valančiūnas makes 2-pt tip-in at rim,59,63
271,3,4:21.0,J. Lin misses 2-pt jump shot from 14 ft,,59,63
272,3,4:20.0,,Defensive rebound by D. DeRozan,59,63
273,3,4:11.0,,P. Patterson misses 3-pt jump shot from 25 ft,59,63
274,3,4:10.0,Defensive rebound by W. Johnson,,59,63
275,3,3:57.0,J. Lin misses 2-pt hook shot from 3 ft,,59,63
276,3,3:56.0,Offensive rebound by W. Johnson,,59,63
277,3,3:48.0,W. Ellington misses 3-pt jump shot from 25 ft,,59,63
278,3,3:48.0,Offensive rebound by Team,,59,63
279,3,3:48.0,,Loose ball foul by D. DeRozan (drawn by R. Sacre),59,63
280,3,3:48.0,R. Sacre misses free throw 1 of 2,,59,63
281,3,3:48.0,Offensive rebound by Team,,59,63
282,3,3:48.0,,L. Williams enters the game for G. Vásquez,59,63
283,3,3:48.0,R. Sacre makes free throw 2 of 2,,60,63
284,3,3:34.0,,A. Johnson enters the game for J. Valančiūnas,60,63
285,3,3:34.0,E. Davis enters the game for R. Kelly,,60,63
286,3,3:29.0,,P. Patterson makes 2-pt jump shot from 20 ft,60,65
287,3,3:02.0,J. Lin misses 3-pt jump shot from 26 ft,,60,65
288,3,3:01.0,,Defensive rebound by Team,60,65
289,3,3:01.0,Loose ball foul by R. Sacre (drawn by A. Johnson),,60,65
290,3,3:01.0,,A. Johnson makes free throw 1 of 2,60,66
291,3,3:01.0,J. Brown enters the game for W. Johnson,,60,66
292,3,3:01.0,,A. Johnson misses free throw 2 of 2,60,66
293,3,3:00.0,Defensive rebound by R. Sacre,,60,66
294,3,2:37.0,J. Brown makes 2-pt layup from 2 ft,,62,66
295,3,2:11.0,,P. Patterson makes 2-pt jump shot from 11 ft,62,68
296,3,1:53.0,W. Ellington makes 2-pt jump shot from 20 ft (assist by R. Sacre),,64,68
297,3,1:40.0,,D. DeRozan misses 2-pt layup from 3 ft (block by R. Sacre),64,68
298,3,1:40.0,Defensive rebound by Team,,64,68
299,3,1:40.0,LA Lakers full timeout,,64,68
300,3,1:40.0,,J. Johnson enters the game for T. Ross,64,68
301,3,1:30.0,E. Davis misses 2-pt layup from 2 ft (block by P. Patterson),,64,68
302,3,1:30.0,Offensive rebound by Team,,64,68
303,3,1:21.0,J. Lin misses 3-pt jump shot from 27 ft,,64,68
304,3,1:20.0,Offensive rebound by E. Davis,,64,68
305,3,1:14.0,J. Lin misses 3-pt jump shot from 26 ft,,64,68
306,3,1:13.0,,Defensive rebound by A. Johnson,64,68
307,3,0:55.0,,A. Johnson misses 2-pt jump shot from 14 ft,64,68
308,3,0:54.0,,Offensive rebound by J. Johnson,64,68
309,3,0:53.0,,J. Johnson misses 2-pt tip-in from 1 ft,64,68
310,3,0:53.0,,Offensive rebound by Team,64,68
311,3,0:38.0,,L. Williams makes 3-pt jump shot from 23 ft (assist by J. Johnson),64,71
312,3,0:31.0,J. Brown misses 3-pt jump shot from 29 ft,,64,71
313,3,0:29.0,,Defensive rebound by J. Johnson,64,71
314,3,0:06.0,,L. Williams misses 3-pt jump shot from 29 ft,64,71
315,3,0:05.0,Defensive rebound by J. Brown,,64,71
316,3,0:02.0,Personal foul by D. DeRozan (drawn by J. Brown),,64,71
317,3,0:02.0,J. Brown makes free throw 1 of 2,,65,71
318,3,0:02.0,J. Brown makes free throw 2 of 2,,66,71
319,4,11:49.0,,Shooting foul by J. Lin (drawn by D. DeRozan),66,71
320,4,11:49.0,,D. DeRozan makes free throw 1 of 2,66,72
321,4,11:49.0,,D. DeRozan makes free throw 2 of 2,66,73
322,4,11:33.0,W. Ellington misses 3-pt jump shot from 26 ft,,66,73
323,4,11:32.0,,Defensive rebound by P. Patterson,66,73
324,4,11:21.0,,P. Patterson makes 3-pt jump shot from 22 ft (assist by L. Williams),66,76
325,4,11:03.0,W. Ellington makes 2-pt layup from 2 ft (assist by R. Sacre),,68,76
326,4,10:59.0,,Turnover by P. Patterson (inbound),68,76
327,4,10:51.0,J. Lin makes 2-pt jump shot from 12 ft,,70,76
328,4,10:29.0,,L. Williams misses 3-pt jump shot from 23 ft,70,76
329,4,10:29.0,Defensive rebound by J. Lin,,70,76
330,4,10:22.0,J. Brown misses 2-pt dunk at rim,,70,76
331,4,10:21.0,,Defensive rebound by T. Hansbrough,70,76
332,4,10:16.0,,J. Johnson makes 2-pt layup from 1 ft (assist by D. DeRozan),70,78
333,4,10:06.0,E. Davis makes 2-pt layup from 1 ft (assist by J. Lin),,72,78
334,4,9:42.0,,T. Hansbrough misses 2-pt layup at rim,72,78
335,4,9:40.0,,Offensive rebound by T. Hansbrough,72,78
336,4,9:37.0,,J. Johnson makes 2-pt jump shot from 9 ft (assist by T. Hansbrough),72,80
337,4,9:26.0,Turnover by J. Lin (bad pass; steal by L. Williams),,72,80
338,4,9:08.0,,Personal block foul by E. Davis (drawn by L. Williams),72,80
339,4,9:08.0,,A. Johnson enters the game for P. Patterson,72,80
340,4,8:56.0,,D. DeRozan makes 2-pt jump shot from 17 ft,72,82
341,4,8:41.0,Turnover by J. Brown (bad pass; steal by L. Williams),,72,82
342,4,8:36.0,,L. Williams misses 2-pt layup from 1 ft,72,82
343,4,8:35.0,,Offensive rebound by D. DeRozan,72,82
344,4,8:35.0,,D. DeRozan misses 2-pt dunk at rim,72,82
345,4,8:35.0,Defensive rebound by Team,,72,82
346,4,8:35.0,Official timeout,,72,82
347,4,8:35.0,T. Black enters the game for J. Lin,,72,82
348,4,8:35.0,J. Clarkson enters the game for R. Sacre,,72,82
349,4,8:15.0,W. Ellington misses 2-pt jump shot from 21 ft,,72,82
350,4,8:14.0,,Defensive rebound by D. DeRozan,72,82
351,4,7:58.0,,A. Johnson misses 2-pt hook shot from 2 ft (block by E. Davis),72,82
352,4,7:56.0,Defensive rebound by T. Black,,72,82
353,4,7:49.0,Shooting foul by A. Johnson (drawn by T. Black),,72,82
354,4,7:49.0,T. Black misses free throw 1 of 2,,72,82
355,4,7:49.0,Offensive rebound by Team,,72,82
356,4,7:49.0,T. Black misses free throw 2 of 2,,72,82
357,4,7:48.0,,Defensive rebound by J. Johnson,72,82
358,4,7:33.0,,L. Williams makes 2-pt jump shot from 15 ft,72,84
359,4,7:19.0,Turnover by J. Brown (bad pass),,72,84
360,4,7:01.0,,A. Johnson misses 2-pt jump shot from 15 ft,72,84
361,4,7:00.0,Defensive rebound by J. Clarkson,,72,84
362,4,6:43.0,E. Davis misses 2-pt hook shot from 4 ft,,72,84
363,4,6:42.0,Offensive rebound by T. Black,,72,84
364,4,6:38.0,W. Ellington misses 3-pt jump shot from 26 ft,,72,84
365,4,6:38.0,Offensive rebound by Team,,72,84
366,4,6:38.0,,Loose ball foul by T. Hansbrough (drawn by E. Davis),72,84
367,4,6:38.0,R. Kelly enters the game for E. Davis,,72,84
368,4,6:38.0,W. Johnson enters the game for J. Brown,,72,84
369,4,6:31.0,W. Ellington misses 2-pt hook shot from 4 ft,,72,84
370,4,6:30.0,Offensive rebound by W. Ellington,,72,84
371,4,6:16.0,W. Ellington misses 2-pt jump shot from 15 ft,,72,84
372,4,6:15.0,,Defensive rebound by D. DeRozan,72,84
373,4,6:04.0,,Shooting foul by T. Black (drawn by T. Hansbrough),72,84
374,4,6:04.0,,T. Hansbrough makes free throw 1 of 2,72,85
375,4,6:04.0,,T. Hansbrough misses free throw 2 of 2,72,85
376,4,6:04.0,Defensive rebound by R. Kelly,,72,85
377,4,5:41.0,W. Johnson misses 2-pt jump shot from 18 ft,,72,85
378,4,5:40.0,,Defensive rebound by A. Johnson,72,85
379,4,5:17.0,,J. Johnson makes 2-pt jump shot from 19 ft (assist by L. Williams),72,87
380,4,5:16.0,LA Lakers full timeout,,72,87
381,4,5:00.0,W. Ellington misses 2-pt jump shot from 20 ft,,72,87
382,4,4:59.0,,Defensive rebound by A. Johnson,72,87
383,4,4:45.0,,D. DeRozan misses 2-pt jump shot from 16 ft,72,87
384,4,4:44.0,Defensive rebound by W. Ellington,,72,87
385,4,4:28.0,R. Kelly misses 2-pt jump shot from 10 ft,,72,87
386,4,4:26.0,,Defensive rebound by L. Williams,72,87
387,4,4:10.0,,A. Johnson makes 2-pt jump shot from 4 ft (assist by L. Williams),72,89
