,QUARTER,TIME_REMAINING,ORLANDO_ACTION,BROOKLYN_ACTION,ORLANDO_SCORE,BROOKLYN_SCORE
0,1,11:33.0,,B. Lopez misses 2-pt jump shot from 14 ft,0,0
1,1,11:32.0,Defensive rebound by C. Frye,,0,0
2,1,11:19.0,N. Vučević makes 2-pt layup from 2 ft (assist by T. Harris),,2,0
3,1,10:59.0,,B. Bogdanović makes 2-pt jump shot from 7 ft (assist by K. Garnett),2,2
4,1,10:48.0,Shooting foul by B. Bogdanović (drawn by E. Fournier),,2,2
5,1,10:48.0,E. Fournier misses free throw 1 of 2,,2,2
6,1,10:48.0,Offensive rebound by Team,,2,2
7,1,10:48.0,E. Fournier misses free throw 2 of 2,,2,2
8,1,10:47.0,,Defensive rebound by J. Johnson,2,2
9,1,10:32.0,,K. Garnett misses 2-pt jump shot from 19 ft,2,2
10,1,10:31.0,Defensive rebound by N. Vučević,,2,2
11,1,10:14.0,Turnover by E. Payton (bad pass; steal by K. Garnett),,2,2
12,1,10:06.0,,Turnover by D. Williams (bad pass; steal by E. Payton),2,2
13,1,10:02.0,E. Payton makes 2-pt layup from 1 ft,,4,2
14,1,9:44.0,,D. Williams makes 2-pt jump shot from 15 ft (assist by K. Garnett),4,4
15,1,9:38.0,E. Payton misses 2-pt layup from 1 ft (block by B. Lopez),,4,4
16,1,9:37.0,Offensive rebound by Team,,4,4
17,1,9:28.0,T. Harris misses 2-pt jump shot from 14 ft,,4,4
18,1,9:27.0,,Defensive rebound by K. Garnett,4,4
19,1,9:11.0,,K. Garnett misses 2-pt jump shot from 16 ft,4,4
20,1,9:10.0,,Offensive rebound by Team,4,4
21,1,9:10.0,Loose ball foul by E. Fournier (drawn by B. Bogdanović),,4,4
22,1,9:05.0,,B. Lopez makes 2-pt layup from 2 ft (assist by J. Johnson),4,6
23,1,8:48.0,T. Harris misses 2-pt jump shot from 6 ft,,4,6
24,1,8:47.0,,Defensive rebound by B. Lopez,4,6
25,1,8:39.0,,K. Garnett misses 2-pt jump shot from 19 ft,4,6
26,1,8:38.0,,Offensive rebound by B. Bogdanović,4,6
27,1,8:37.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by T. Harris),4,6
28,1,8:36.0,,Offensive rebound by B. Bogdanović,4,6
29,1,8:36.0,,Shooting foul by C. Frye (drawn by B. Bogdanović),4,6
30,1,8:36.0,,B. Bogdanović makes free throw 1 of 2,4,7
31,1,8:36.0,,B. Bogdanović makes free throw 2 of 2,4,8
32,1,8:18.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by E. Payton),,7,8
33,1,8:00.0,,J. Johnson misses 2-pt jump shot from 6 ft,7,8
34,1,7:59.0,Defensive rebound by N. Vučević,,7,8
