,QUARTER,TIME_REMAINING,DENVER_ACTION,PORTLAND_ACTION,DENVER_SCORE,PORTLAND_SCORE
54,1,5:12.0,,A. Afflalo makes 2-pt jump shot from 13 ft (assist by D. Lillard),14,16
55,1,4:50.0,W. Chandler makes 3-pt jump shot from 24 ft (assist by T. Lawson),,17,16
56,1,4:50.0,,Portland full timeout,17,16
57,1,4:50.0,,C. McCollum enters the game for N. Batum,17,16
58,1,4:50.0,,D. Wright enters the game for A. Afflalo,17,16
59,1,4:50.0,W. Barton enters the game for R. Foye,,17,16
60,1,4:38.0,,D. Lillard misses 2-pt layup from 1 ft,17,16
61,1,4:37.0,Defensive rebound by J. Hickson,,17,16
62,1,4:20.0,T. Lawson makes 2-pt jump shot from 13 ft,,19,16
63,1,3:58.0,,L. Aldridge makes 2-pt jump shot from 12 ft (assist by D. Wright),19,18
64,1,3:40.0,Shooting foul by D. Wright (drawn by T. Lawson),,19,18
65,1,3:40.0,T. Lawson makes free throw 1 of 2,,20,18
66,1,3:40.0,,C. Kaman enters the game for R. Lopez,20,18
67,1,3:40.0,T. Lawson makes free throw 2 of 2,,21,18
68,1,3:21.0,,L. Aldridge makes 2-pt jump shot from 18 ft,21,20
69,1,3:10.0,T. Lawson misses 2-pt layup from 2 ft,,21,20
70,1,3:08.0,,Defensive rebound by D. Lillard,21,20
71,1,3:01.0,,D. Wright misses 2-pt layup from 1 ft,21,20
72,1,3:00.0,,Offensive rebound by C. Kaman,21,20
73,1,2:59.0,,C. Kaman makes 2-pt layup from 1 ft,21,22
74,1,2:43.0,J. Lauvergne misses 2-pt jump shot from 5 ft,,21,22
75,1,2:42.0,,Defensive rebound by C. McCollum,21,22
76,1,2:32.0,,Turnover by C. Kaman (bad pass; steal by W. Chandler),21,22
77,1,2:26.0,Turnover by J. Hickson (lost ball; steal by C. McCollum),,21,22
78,1,2:17.0,,D. Lillard misses 3-pt jump shot from 25 ft,21,22
79,1,2:17.0,,Offensive rebound by D. Wright,21,22
80,1,2:14.0,,D. Wright misses 2-pt layup at rim,21,22
81,1,2:14.0,Defensive rebound by J. Lauvergne,,21,22
82,1,2:06.0,Personal foul by D. Lillard (drawn by T. Lawson),,21,22
83,1,2:06.0,Denver full timeout,,21,22
84,1,2:06.0,,S. Blake enters the game for D. Lillard,21,22
85,1,2:06.0,J. Nurkić enters the game for J. Hickson,,21,22
86,1,2:06.0,J. Nelson enters the game for T. Lawson,,21,22
87,1,1:52.0,W. Chandler makes 2-pt layup from 1 ft (assist by J. Nelson),,23,22
88,1,1:36.0,,C. Kaman misses 2-pt jump shot from 3 ft,23,22
89,1,1:34.0,,Offensive rebound by C. Kaman,23,22
90,1,1:34.0,,C. Kaman makes 2-pt layup at rim,23,24
91,1,1:23.0,J. Nelson misses 2-pt jump shot from 16 ft,,23,24
92,1,1:22.0,,Defensive rebound by C. Kaman,23,24
93,1,1:16.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by S. Blake),23,26
94,1,1:06.0,J. Lauvergne misses 2-pt jump shot from 5 ft (block by C. Kaman),,23,26
95,1,1:04.0,,Defensive rebound by L. Aldridge,23,26
96,1,0:56.0,Violation by J. Lauvergne (kicked ball),,23,26
97,1,0:56.0,G. Harris enters the game for W. Chandler,,23,26
98,1,0:51.0,,C. Kaman misses 2-pt layup from 1 ft (block by W. Barton),23,26
99,1,0:49.0,Defensive rebound by W. Barton,,23,26
100,1,0:46.0,W. Barton misses 2-pt layup at rim (block by D. Wright),,23,26
101,1,0:45.0,Offensive rebound by Team,,23,26
102,1,0:44.0,W. Barton makes 2-pt dunk at rim,,25,26
103,1,0:32.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by S. Blake),25,28
104,1,0:16.0,Turnover by J. Nelson (lost ball; steal by S. Blake),,25,28
105,1,0:14.0,,Clear path foul by W. Barton,25,28
106,1,0:14.0,,D. Wright makes clear path free throw 1 of 2,25,29
107,1,0:14.0,,D. Wright misses clear path free throw 2 of 2,25,29
108,1,0:14.0,,Offensive rebound by Team,25,29
109,1,0:14.0,E. Green enters the game for J. Nelson,,25,29
110,1,0:04.0,,C. McCollum misses 2-pt jump shot from 12 ft,25,29
111,1,0:03.0,,Offensive rebound by C. Kaman,25,29
112,1,0:02.0,,C. Kaman makes 2-pt layup from 1 ft,25,31
113,1,0:00.0,E. Green misses 3-pt jump shot from 39 ft,,25,31
114,1,0:00.0,Offensive rebound by Team,,25,31
115,2,11:41.0,,C. Kaman misses 2-pt jump shot from 17 ft,25,31
116,2,11:40.0,Defensive rebound by J. Lauvergne,,25,31
117,2,11:21.0,W. Barton misses 3-pt jump shot from 25 ft,,25,31
118,2,11:20.0,,Defensive rebound by C. Kaman,25,31
119,2,11:06.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by S. Blake),25,34
120,2,10:51.0,J. Nelson misses 2-pt jump shot from 17 ft,,25,34
121,2,10:50.0,Offensive rebound by J. Nelson,,25,34
122,2,10:49.0,J. Nelson misses 2-pt jump shot from 11 ft,,25,34
123,2,10:48.0,,Defensive rebound by C. McCollum,25,34
124,2,10:39.0,,Turnover by S. Blake (bad pass; steal by J. Nelson),25,34
125,2,10:34.0,G. Harris makes 2-pt layup from 1 ft (assist by J. Nelson),,27,34
126,2,10:20.0,,C. McCollum makes 2-pt layup from 1 ft,27,36
127,2,10:07.0,G. Harris misses 3-pt jump shot from 23 ft,,27,36
128,2,10:06.0,,Defensive rebound by J. Freeland,27,36
129,2,9:57.0,,C. McCollum misses 3-pt jump shot from 25 ft,27,36
130,2,9:56.0,Defensive rebound by W. Barton,,27,36
131,2,9:51.0,J. Lauvergne misses 2-pt layup from 1 ft (block by C. Kaman),,27,36
132,2,9:49.0,,Defensive rebound by S. Blake,27,36
133,2,9:36.0,W. Chandler enters the game for J. Lauvergne,,27,36
134,2,9:29.0,,D. Wright misses 2-pt jump shot from 4 ft,27,36
135,2,9:28.0,,Offensive rebound by C. Kaman,27,36
136,2,9:28.0,,C. Kaman makes 2-pt tip-in at rim,27,38
137,2,9:10.0,J. Nelson makes 3-pt jump shot from 27 ft (assist by W. Chandler),,30,38
138,2,8:48.0,,S. Blake misses 3-pt jump shot from 23 ft,30,38
139,2,8:47.0,Defensive rebound by W. Barton,,30,38
140,2,8:40.0,,Violation by C. Kaman (def goaltending),30,38
141,2,8:40.0,W. Barton makes 2-pt jump shot from 16 ft,,32,38
142,2,8:25.0,,C. Kaman makes 2-pt jump shot from 13 ft (assist by D. Wright),32,40
143,2,8:12.0,J. Nelson makes 3-pt jump shot from 25 ft,,35,40
144,2,8:12.0,,Portland full timeout,35,40
145,2,8:12.0,,N. Batum enters the game for C. Kaman,35,40
146,2,7:57.0,,S. Blake misses 3-pt jump shot from 23 ft,35,40
147,2,7:56.0,Defensive rebound by J. Nurkić,,35,40
148,2,7:42.0,J. Nelson misses 3-pt jump shot from 25 ft,,35,40
149,2,7:41.0,,Defensive rebound by D. Wright,35,40
150,2,7:35.0,,J. Freeland misses 2-pt jump shot from 5 ft,35,40
151,2,7:34.0,Defensive rebound by J. Nelson,,35,40
152,2,7:20.0,J. Nelson makes 2-pt layup from 1 ft (assist by W. Chandler),,37,40
153,2,7:10.0,,Personal foul by G. Harris (drawn by S. Blake),37,40
154,2,7:10.0,,R. Lopez enters the game for J. Freeland,37,40
155,2,7:10.0,,A. Afflalo enters the game for C. McCollum,37,40
156,2,7:10.0,R. Foye enters the game for G. Harris,,37,40
157,2,7:03.0,,Personal foul by W. Barton (drawn by N. Batum),37,40
158,2,6:58.0,,Turnover by N. Batum (bad pass; steal by J. Nurkić),37,40
159,2,6:49.0,W. Chandler misses 3-pt jump shot from 27 ft,,37,40
160,2,6:48.0,,Defensive rebound by D. Wright,37,40
161,2,6:34.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by S. Blake),37,43
162,2,6:07.0,J. Nelson misses 3-pt jump shot from 25 ft,,37,43
163,2,6:06.0,,Defensive rebound by A. Afflalo,37,43
164,2,5:59.0,,A. Afflalo makes 2-pt jump shot from 21 ft,37,45
165,2,5:42.0,J. Nurkić makes 2-pt layup from 1 ft (assist by J. Nelson),,39,45
166,2,5:28.0,,Turnover by S. Blake (bad pass; steal by W. Barton),39,45
167,2,5:26.0,Personal foul by D. Wright (drawn by W. Barton),,39,45
168,2,5:26.0,Official timeout,,39,45
169,2,5:26.0,,L. Aldridge enters the game for D. Wright,39,45
170,2,5:26.0,,D. Lillard enters the game for S. Blake,39,45
171,2,5:26.0,T. Lawson enters the game for W. Chandler,,39,45
172,2,5:26.0,K. Faried enters the game for J. Nelson,,39,45
173,2,5:12.0,R. Foye misses 3-pt jump shot from 26 ft,,39,45
174,2,5:11.0,,Defensive rebound by L. Aldridge,39,45
175,2,4:59.0,,A. Afflalo makes 2-pt jump shot from 12 ft,39,47
176,2,4:43.0,K. Faried makes 2-pt layup at rim (assist by T. Lawson),,41,47
177,2,4:43.0,Shooting foul by R. Lopez (drawn by K. Faried),,41,47
178,2,4:43.0,J. Hickson enters the game for J. Nurkić,,41,47
179,2,4:43.0,K. Faried makes free throw 1 of 1,,42,47
180,2,4:20.0,,D. Lillard misses 3-pt jump shot from 26 ft,42,47
181,2,4:19.0,Defensive rebound by K. Faried,,42,47
182,2,4:09.0,R. Foye misses 3-pt jump shot from 23 ft,,42,47
183,2,4:08.0,,Defensive rebound by L. Aldridge,42,47
184,2,4:02.0,,A. Afflalo makes 2-pt layup from 2 ft (assist by D. Lillard),42,49
185,2,3:36.0,R. Foye makes 3-pt jump shot from 25 ft (assist by J. Hickson),,45,49
186,2,3:14.0,,A. Afflalo misses 2-pt jump shot from 16 ft,45,49
187,2,3:12.0,,Offensive rebound by R. Lopez,45,49
188,2,3:12.0,,R. Lopez misses 2-pt tip-in from 1 ft,45,49
189,2,3:12.0,,Offensive rebound by R. Lopez,45,49
190,2,3:04.0,,L. Aldridge misses 2-pt jump shot from 13 ft,45,49
191,2,3:03.0,,Offensive rebound by R. Lopez,45,49
192,2,3:03.0,,R. Lopez misses 2-pt tip-in at rim,45,49
193,2,3:02.0,Defensive rebound by K. Faried,,45,49
194,2,2:58.0,Turnover by T. Lawson (bad pass; steal by N. Batum),,45,49
195,2,2:52.0,,D. Lillard misses 2-pt layup at rim,45,49
196,2,2:52.0,,Offensive rebound by Team,45,49
197,2,2:52.0,Denver full timeout,,45,49
198,2,2:52.0,W. Chandler enters the game for W. Barton,,45,49
199,2,2:43.0,,N. Batum misses 3-pt jump shot from 25 ft,45,49
200,2,2:42.0,Defensive rebound by J. Hickson,,45,49
201,2,2:30.0,K. Faried makes 2-pt layup from 1 ft (assist by T. Lawson),,47,49
202,2,2:13.0,,L. Aldridge misses 2-pt jump shot from 16 ft,47,49
203,2,2:12.0,Defensive rebound by W. Chandler,,47,49
204,2,2:01.0,W. Chandler misses 2-pt jump shot from 19 ft,,47,49
205,2,1:59.0,,Defensive rebound by R. Lopez,47,49
206,2,1:54.0,,A. Afflalo misses 2-pt jump shot from 17 ft,47,49
207,2,1:52.0,Defensive rebound by K. Faried,,47,49
208,2,1:47.0,R. Foye makes 3-pt jump shot from 27 ft (assist by W. Chandler),,50,49
209,2,1:24.0,,L. Aldridge makes 2-pt jump shot from 15 ft (assist by D. Lillard),50,51
210,2,1:05.0,Shooting foul by N. Batum (drawn by J. Hickson),,50,51
211,2,1:05.0,J. Hickson misses free throw 1 of 2,,50,51
212,2,1:05.0,Offensive rebound by Team,,50,51
213,2,1:05.0,J. Hickson makes free throw 2 of 2,,51,51
214,2,0:53.0,,D. Lillard makes 2-pt jump shot from 12 ft,51,53
215,2,0:42.0,T. Lawson misses 2-pt jump shot from 7 ft,,51,53
216,2,0:41.0,,Defensive rebound by L. Aldridge,51,53
217,2,0:39.0,,Turnover by L. Aldridge (bad pass),51,53
218,2,0:39.0,Denver full timeout,,51,53
219,2,0:32.0,Personal foul by D. Lillard (drawn by T. Lawson),,51,53
220,2,0:32.0,T. Lawson makes free throw 1 of 2,,52,53
221,2,0:32.0,J. Lauvergne enters the game for K. Faried,,52,53
222,2,0:32.0,T. Lawson makes free throw 2 of 2,,53,53
223,2,0:16.0,,L. Aldridge makes 2-pt jump shot from 14 ft,53,55
224,2,0:03.0,Turnover by T. Lawson (bad pass),,53,55
225,2,0:03.0,,Portland full timeout,53,55
226,2,0:03.0,,D. Wright enters the game for R. Lopez,53,55
227,2,0:03.0,G. Harris enters the game for T. Lawson,,53,55
228,2,0:03.0,W. Barton enters the game for J. Hickson,,53,55
229,2,0:00.0,,A. Afflalo makes 3-pt jump shot from 23 ft (assist by N. Batum),53,58
230,3,11:41.0,,R. Lopez makes 2-pt dunk at rim (assist by D. Lillard),53,60
231,3,11:26.0,W. Chandler misses 2-pt jump shot from 8 ft,,53,60
232,3,11:25.0,,Defensive rebound by R. Lopez,53,60
233,3,11:13.0,,Turnover by R. Lopez (lost ball; steal by J. Hickson),53,60
234,3,11:07.0,K. Faried misses 2-pt dunk at rim,,53,60
235,3,11:05.0,Offensive rebound by J. Hickson,,53,60
236,3,11:05.0,Personal foul by A. Afflalo (drawn by J. Hickson),,53,60
237,3,10:53.0,Shooting foul by D. Lillard (drawn by T. Lawson),,53,60
238,3,10:53.0,T. Lawson makes free throw 1 of 2,,54,60
239,3,10:53.0,T. Lawson makes free throw 2 of 2,,55,60
240,3,10:33.0,,L. Aldridge makes 2-pt jump shot from 8 ft,55,62
241,3,10:19.0,W. Chandler misses 3-pt jump shot from 26 ft,,55,62
242,3,10:18.0,,Defensive rebound by A. Afflalo,55,62
243,3,10:04.0,,Shooting foul by K. Faried (drawn by R. Lopez),55,62
244,3,10:04.0,,R. Lopez makes free throw 1 of 2,55,63
245,3,10:04.0,,R. Lopez makes free throw 2 of 2,55,64
246,3,9:43.0,Turnover by R. Foye (lost ball),,55,64
247,3,9:32.0,,L. Aldridge makes 2-pt jump shot from 11 ft,55,66
248,3,9:20.0,R. Foye makes 2-pt jump shot from 17 ft,,57,66
249,3,9:20.0,Shooting foul by D. Lillard (drawn by R. Foye),,57,66
250,3,9:20.0,,S. Blake enters the game for D. Lillard,57,66
251,3,9:20.0,R. Foye makes free throw 1 of 1,,58,66
252,3,9:03.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by N. Batum),58,68
253,3,8:55.0,R. Foye misses 3-pt jump shot from 27 ft,,58,68
254,3,8:53.0,,Defensive rebound by R. Lopez,58,68
255,3,8:49.0,,Turnover by A. Afflalo (lost ball; steal by W. Chandler),58,68
256,3,8:38.0,R. Foye makes 3-pt jump shot from 25 ft (assist by W. Chandler),,61,68
257,3,8:17.0,,Personal foul by J. Hickson (drawn by L. Aldridge),61,68
258,3,8:05.0,,N. Batum makes 2-pt jump shot from 19 ft (assist by L. Aldridge),61,70
259,3,7:40.0,Turnover by J. Hickson (bad pass; steal by A. Afflalo),,61,70
260,3,7:30.0,,Turnover by A. Afflalo (bad pass; steal by T. Lawson),61,70
261,3,7:25.0,T. Lawson makes 2-pt layup at rim,,63,70
262,3,6:59.0,,R. Lopez misses 2-pt layup at rim,63,70
263,3,6:58.0,Defensive rebound by W. Chandler,,63,70
264,3,6:51.0,R. Foye makes 3-pt jump shot from 25 ft (assist by T. Lawson),,66,70
265,3,6:22.0,,L. Aldridge makes 3-pt jump shot from 27 ft (assist by N. Batum),66,73
266,3,6:06.0,T. Lawson misses 2-pt jump shot from 22 ft,,66,73
267,3,6:05.0,,Defensive rebound by L. Aldridge,66,73
268,3,5:55.0,,S. Blake makes 3-pt jump shot from 25 ft (assist by R. Lopez),66,76
269,3,5:47.0,Denver full timeout,,66,76
270,3,5:47.0,W. Barton enters the game for R. Foye,,66,76
271,3,5:34.0,Turnover by W. Chandler (lost ball; steal by S. Blake),,66,76
272,3,5:15.0,,L. Aldridge makes 2-pt jump shot from 13 ft (assist by N. Batum),66,78
273,3,4:55.0,W. Chandler makes 2-pt jump shot from 17 ft,,68,78
274,3,4:37.0,,Def 3 sec tech foul by J. Hickson,68,78
275,3,4:37.0,,L. Aldridge makes technical free throw,68,79
276,3,4:37.0,,D. Wright enters the game for N. Batum,68,79
277,3,4:37.0,,C. Kaman enters the game for R. Lopez,68,79
278,3,4:37.0,J. Nelson enters the game for W. Chandler,,68,79
279,3,4:37.0,J. Nurkić enters the game for J. Hickson,,68,79
280,3,4:27.0,,Personal foul by J. Nurkić (drawn by L. Aldridge),68,79
281,3,4:19.0,,Personal foul by J. Nurkić (drawn by L. Aldridge),68,79
282,3,4:10.0,,L. Aldridge misses 2-pt jump shot from 17 ft,68,79
283,3,4:08.0,Defensive rebound by K. Faried,,68,79
284,3,4:01.0,W. Barton makes 2-pt jump shot from 17 ft (assist by J. Nelson),,70,79
285,3,3:45.0,,S. Blake makes 3-pt jump shot from 25 ft (assist by C. Kaman),70,82
286,3,3:22.0,Personal foul by A. Afflalo (drawn by J. Nelson),,70,82
287,3,3:16.0,J. Nelson makes 2-pt jump shot from 16 ft,,72,82
288,3,3:01.0,,Turnover by C. Kaman (bad pass),72,82
289,3,2:47.0,K. Faried misses 2-pt hook shot from 6 ft,,72,82
290,3,2:45.0,,Defensive rebound by A. Afflalo,72,82
291,3,2:36.0,,Shooting foul by J. Nurkić (drawn by L. Aldridge),72,82
292,3,2:36.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by S. Blake),72,84
293,3,2:36.0,,Portland full timeout,72,84
294,3,2:36.0,,C. McCollum enters the game for A. Afflalo,72,84
295,3,2:36.0,,N. Batum enters the game for D. Wright,72,84
296,3,2:36.0,,L. Aldridge makes free throw 1 of 1,72,85
297,3,2:26.0,Shooting foul by C. Kaman (drawn by K. Faried),,72,85
298,3,2:26.0,K. Faried makes free throw 1 of 2,,73,85
299,3,2:26.0,K. Faried misses free throw 2 of 2,,73,85
300,3,2:25.0,,Defensive rebound by N. Batum,73,85
301,3,2:13.0,,C. Kaman misses 2-pt jump shot from 14 ft,73,85
302,3,2:12.0,Defensive rebound by W. Barton,,73,85
303,3,1:58.0,Shooting foul by C. Kaman (drawn by T. Lawson),,73,85
304,3,1:58.0,T. Lawson misses free throw 1 of 2,,73,85
305,3,1:58.0,Offensive rebound by Team,,73,85
306,3,1:58.0,W. Chandler enters the game for K. Faried,,73,85
307,3,1:58.0,T. Lawson makes free throw 2 of 2,,74,85
308,3,1:41.0,,L. Aldridge misses 2-pt jump shot from 16 ft,74,85
309,3,1:40.0,Defensive rebound by W. Barton,,74,85
310,3,1:32.0,W. Barton makes 2-pt jump shot from 5 ft,,76,85
311,3,1:11.0,,C. Kaman misses 2-pt jump shot from 6 ft,76,85
312,3,1:09.0,Defensive rebound by W. Chandler,,76,85
313,3,0:55.0,T. Lawson misses 2-pt layup from 1 ft,,76,85
314,3,0:52.0,,Defensive rebound by C. Kaman,76,85
315,3,0:47.0,,S. Blake misses 2-pt jump shot from 3 ft,76,85
316,3,0:46.0,Defensive rebound by W. Chandler,,76,85
317,3,0:31.0,J. Nurkić makes 2-pt hook shot from 6 ft (assist by T. Lawson),,78,85
318,3,0:18.0,,Shooting foul by W. Chandler (drawn by L. Aldridge),78,85
319,3,0:18.0,,L. Aldridge misses free throw 1 of 2,78,85
320,3,0:18.0,,Offensive rebound by Team,78,85
321,3,0:18.0,,L. Aldridge makes free throw 2 of 2,78,86
322,3,0:01.0,J. Nelson misses 3-pt jump shot from 26 ft,,78,86
323,3,0:00.0,,Defensive rebound by L. Aldridge,78,86
324,4,11:41.0,J. Nurkić makes 2-pt layup from 2 ft (assist by W. Barton),,80,86
325,4,11:22.0,,Turnover by C. Kaman (lost ball; steal by G. Harris),80,86
326,4,11:09.0,J. Nurkić makes 2-pt jump shot from 12 ft (assist by W. Barton),,82,86
327,4,10:41.0,,C. McCollum makes 2-pt jump shot from 12 ft (assist by D. Lillard),82,88
328,4,10:24.0,W. Barton makes 2-pt layup from 1 ft (assist by J. Nelson),,84,88
329,4,10:11.0,,D. Lillard misses 3-pt jump shot from 29 ft,84,88
330,4,10:10.0,Defensive rebound by W. Barton,,84,88
331,4,10:03.0,J. Nurkić makes 2-pt jump shot from 3 ft (assist by W. Barton),,86,88
332,4,10:03.0,,Portland full timeout,86,88
333,4,9:43.0,,N. Batum makes 3-pt jump shot from 26 ft (assist by C. Kaman),86,91
334,4,9:31.0,J. Nelson makes 2-pt jump shot from 23 ft,,88,91
335,4,9:07.0,,C. Kaman makes 2-pt hook shot from 6 ft,88,93
336,4,8:51.0,J. Nelson misses 2-pt layup from 2 ft,,88,93
337,4,8:50.0,,Defensive rebound by C. Kaman,88,93
338,4,8:50.0,,Personal foul by J. Nelson (drawn by C. Kaman),88,93
339,4,8:36.0,,C. Kaman makes 2-pt layup from 2 ft (assist by D. Lillard),88,95
340,4,8:22.0,W. Barton makes 2-pt jump shot from 10 ft,,90,95
341,4,8:08.0,,Personal foul by W. Chandler (drawn by D. Wright),90,95
342,4,8:03.0,,D. Wright misses 3-pt jump shot from 27 ft,90,95
343,4,8:02.0,Defensive rebound by W. Barton,,90,95
344,4,7:51.0,Turnover by W. Barton (bad pass; steal by D. Lillard),,90,95
345,4,7:44.0,,C. McCollum makes 2-pt layup from 2 ft,90,97
346,4,7:34.0,Denver full timeout,,90,97
347,4,7:25.0,W. Chandler misses 3-pt jump shot from 28 ft,,90,97
348,4,7:24.0,,Defensive rebound by C. Kaman,90,97
349,4,7:16.0,,Personal foul by W. Barton (drawn by N. Batum),90,97
350,4,7:16.0,T. Lawson enters the game for G. Harris,,90,97
351,4,7:08.0,,D. Lillard makes 2-pt layup from 1 ft,90,99
352,4,6:54.0,W. Chandler makes 2-pt layup from 2 ft,,92,99
353,4,6:54.0,Shooting foul by D. Wright (drawn by W. Chandler),,92,99
354,4,6:54.0,K. Faried enters the game for J. Nurkić,,92,99
355,4,6:54.0,J. Hickson enters the game for W. Barton,,92,99
356,4,6:54.0,,R. Lopez enters the game for C. Kaman,92,99
357,4,6:54.0,W. Chandler makes free throw 1 of 1,,93,99
358,4,6:37.0,,D. Lillard misses 2-pt jump shot from 21 ft,93,99
359,4,6:36.0,Defensive rebound by T. Lawson,,93,99
360,4,6:27.0,Turnover by T. Lawson (bad pass; steal by N. Batum),,93,99
361,4,6:22.0,,D. Wright makes 2-pt dunk at rim (assist by D. Lillard),93,101
362,4,6:04.0,J. Nelson makes 2-pt layup from 2 ft,,95,101
363,4,5:47.0,,N. Batum misses 3-pt jump shot from 25 ft,95,101
364,4,5:46.0,Defensive rebound by W. Chandler,,95,101
365,4,5:38.0,J. Nelson makes 3-pt jump shot from 26 ft,,98,101
366,4,5:36.0,,Portland full timeout,98,101
367,4,5:36.0,,A. Afflalo enters the game for C. McCollum,98,101
368,4,5:36.0,,L. Aldridge enters the game for D. Wright,98,101
369,4,5:15.0,,L. Aldridge makes 2-pt jump shot from 12 ft,98,103
370,4,4:49.0,W. Chandler misses 3-pt jump shot from 24 ft,,98,103
371,4,4:48.0,,Defensive rebound by D. Lillard,98,103
372,4,4:45.0,Violation by K. Faried (def goaltending),,98,103
373,4,4:45.0,,N. Batum makes 2-pt layup from 1 ft (assist by D. Lillard),98,105
374,4,4:34.0,T. Lawson misses 2-pt jump shot from 7 ft,,98,105
375,4,4:31.0,Offensive rebound by J. Hickson,,98,105
376,4,4:20.0,W. Chandler misses 2-pt jump shot from 12 ft,,98,105
377,4,4:17.0,,Defensive rebound by A. Afflalo,98,105
378,4,4:13.0,,Turnover by D. Lillard (lost ball),98,105
379,4,4:06.0,Personal foul by A. Afflalo (drawn by J. Nelson),,98,105
380,4,3:56.0,J. Hickson misses 2-pt jump shot from 17 ft,,98,105
381,4,3:55.0,,Defensive rebound by N. Batum,98,105
