,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,UTAH_ACTION,OKLAHOMA CITY_SCORE,UTAH_SCORE
61,1,4:18.0,Defensive rebound by A. Morrow,,15,11
62,1,4:06.0,S. Ibaka misses 2-pt jump shot from 21 ft,,15,11
63,1,4:04.0,,Defensive rebound by T. Booker,15,11
64,1,3:49.0,,T. Booker misses 2-pt jump shot from 5 ft,15,11
65,1,3:47.0,Defensive rebound by S. Ibaka,,15,11
66,1,3:38.0,S. Ibaka makes 3-pt jump shot from 23 ft (assist by K. Perkins),,18,11
67,1,3:31.0,,Shooting foul by K. Perkins (drawn by A. Burks),18,11
68,1,3:31.0,,A. Burks misses free throw 1 of 2,18,11
69,1,3:31.0,,Offensive rebound by Team,18,11
70,1,3:31.0,N. Collison enters the game for S. Ibaka,,18,11
71,1,3:31.0,,A. Burks makes free throw 2 of 2,18,12
72,1,3:16.0,R. Jackson misses 2-pt jump shot from 17 ft,,18,12
73,1,3:15.0,Offensive rebound by N. Collison,,18,12
74,1,3:06.0,N. Collison makes 3-pt jump shot from 24 ft (assist by R. Jackson),,21,12
75,1,2:43.0,,T. Booker misses 2-pt jump shot from 6 ft,21,12
76,1,2:41.0,Defensive rebound by K. Perkins,,21,12
77,1,2:38.0,Oklahoma City full timeout,,21,12
78,1,2:38.0,,D. Favors enters the game for R. Gobert,21,12
79,1,2:38.0,,D. Exum enters the game for T. Burke,21,12
80,1,2:38.0,S. Telfair enters the game for R. Jackson,,21,12
81,1,2:20.0,S. Telfair misses 2-pt jump shot from 18 ft,,21,12
82,1,2:18.0,,Defensive rebound by A. Burks,21,12
83,1,1:55.0,,Turnover by J. Ingles (step out of bounds),21,12
84,1,1:45.0,L. Thomas misses 2-pt jump shot from 4 ft (block by A. Burks),,21,12
85,1,1:43.0,Offensive rebound by L. Thomas,,21,12
86,1,1:43.0,L. Thomas misses 2-pt layup from 1 ft,,21,12
87,1,1:41.0,Offensive rebound by L. Thomas,,21,12
88,1,1:39.0,L. Thomas misses 2-pt layup from 2 ft (block by A. Burks),,21,12
89,1,1:37.0,,Defensive rebound by A. Burks,21,12
90,1,1:34.0,,A. Burks misses 2-pt layup from 1 ft (block by N. Collison),21,12
91,1,1:34.0,,Offensive rebound by Team,21,12
92,1,1:29.0,,Offensive foul by A. Burks (drawn by A. Morrow),21,12
93,1,1:29.0,,Turnover by A. Burks (offensive foul),21,12
94,1,1:29.0,J. Lamb enters the game for L. Thomas,,21,12
95,1,1:07.0,K. Perkins makes 2-pt dunk at rim (assist by J. Lamb),,23,12
96,1,0:48.0,,Offensive foul by D. Favors (drawn by A. Morrow),23,12
97,1,0:48.0,,Turnover by D. Favors (offensive foul),23,12
98,1,0:48.0,,E. Freedom enters the game for D. Favors,23,12
99,1,0:37.0,J. Lamb misses 2-pt jump shot from 8 ft,,23,12
100,1,0:36.0,,Defensive rebound by T. Booker,23,12
101,1,0:23.0,,E. Freedom makes 2-pt layup from 1 ft (assist by D. Exum),23,14
102,1,0:02.0,J. Lamb misses 2-pt jump shot from 6 ft,,23,14
103,1,0:00.0,,Defensive rebound by A. Burks,23,14
104,2,11:47.0,,Personal foul by S. Telfair (drawn by D. Exum),23,14
105,2,11:32.0,,E. Freedom misses 3-pt jump shot from 24 ft,23,14
106,2,11:30.0,Defensive rebound by Team,,23,14
107,2,11:15.0,S. Telfair makes 2-pt jump shot from 19 ft,,25,14
108,2,11:00.0,,G. Hayward misses 3-pt jump shot from 23 ft,25,14
109,2,10:58.0,Defensive rebound by S. Telfair,,25,14
110,2,10:44.0,,Violation by G. Hayward (kicked ball),25,14
111,2,10:44.0,,T. Burke enters the game for J. Ingles,25,14
112,2,10:38.0,A. Morrow makes 2-pt jump shot from 16 ft (assist by S. Telfair),,27,14
113,2,10:16.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by D. Exum),27,17
114,2,9:48.0,S. Telfair misses 2-pt jump shot from 19 ft,,27,17
115,2,9:47.0,,Defensive rebound by E. Freedom,27,17
116,2,9:33.0,,T. Booker misses 2-pt jump shot from 17 ft,27,17
117,2,9:33.0,,Offensive rebound by E. Freedom,27,17
118,2,9:33.0,,Shooting foul by N. Collison (drawn by E. Freedom),27,17
119,2,9:33.0,,E. Freedom misses free throw 1 of 2,27,17
120,2,9:33.0,,Offensive rebound by Team,27,17
121,2,9:33.0,,E. Freedom misses free throw 2 of 2,27,17
122,2,9:32.0,Defensive rebound by K. Perkins,,27,17
123,2,9:12.0,Shooting foul by D. Exum (drawn by A. Morrow),,27,17
124,2,9:12.0,,Violation by Team (delay of game),27,17
125,2,9:12.0,A. Morrow makes free throw 1 of 3,,28,17
126,2,9:12.0,A. Morrow makes free throw 2 of 3,,29,17
127,2,9:12.0,,J. Evans enters the game for T. Booker,29,17
128,2,9:12.0,A. Morrow makes free throw 3 of 3,,30,17
129,2,9:00.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by D. Exum),30,20
130,2,8:38.0,S. Telfair misses 3-pt jump shot from 24 ft,,30,20
131,2,8:37.0,Offensive rebound by K. Perkins,,30,20
132,2,8:36.0,Offensive foul by K. Perkins (drawn by E. Freedom),,30,20
133,2,8:36.0,Turnover by K. Perkins (offensive foul),,30,20
134,2,8:36.0,Official timeout,,30,20
135,2,8:26.0,,Offensive foul by E. Freedom (drawn by A. Morrow),30,20
136,2,8:26.0,,Turnover by E. Freedom (offensive foul),30,20
137,2,8:13.0,N. Collison misses 3-pt jump shot from 23 ft,,30,20
138,2,8:12.0,,Defensive rebound by G. Hayward,30,20
139,2,8:02.0,,T. Burke misses 3-pt jump shot from 24 ft,30,20
140,2,8:01.0,Defensive rebound by J. Lamb,,30,20
141,2,7:55.0,Shooting foul by G. Hayward (drawn by J. Lamb),,30,20
142,2,7:55.0,J. Lamb makes free throw 1 of 2,,31,20
143,2,7:55.0,R. Jackson enters the game for S. Telfair,,31,20
144,2,7:55.0,,A. Burks enters the game for D. Exum,31,20
145,2,7:55.0,J. Lamb makes free throw 2 of 2,,32,20
146,2,7:43.0,,Turnover by G. Hayward (bad pass; steal by A. Morrow),32,20
147,2,7:37.0,A. Morrow makes 3-pt jump shot from 23 ft (assist by J. Lamb),,35,20
148,2,7:23.0,,E. Freedom misses 2-pt jump shot from 12 ft,35,20
149,2,7:21.0,Defensive rebound by R. Jackson,,35,20
150,2,7:09.0,K. Perkins makes 2-pt hook shot from 5 ft,,37,20
151,2,6:50.0,,Turnover by A. Burks (bad pass; steal by K. Perkins),37,20
152,2,6:47.0,,J. Ingles enters the game for G. Hayward,37,20
153,2,6:47.0,,D. Favors enters the game for E. Freedom,37,20
154,2,6:47.0,S. Ibaka enters the game for N. Collison,,37,20
155,2,6:44.0,Personal foul by J. Ingles (drawn by A. Morrow),,37,20
156,2,6:44.0,,T. Booker enters the game for J. Evans,37,20
157,2,6:34.0,R. Jackson misses 2-pt jump shot from 12 ft,,37,20
158,2,6:32.0,,Defensive rebound by T. Booker,37,20
159,2,6:22.0,,D. Favors makes 2-pt layup from 1 ft (assist by T. Burke),37,22
160,2,6:15.0,Oklahoma City full timeout,,37,22
161,2,6:15.0,S. Adams enters the game for K. Perkins,,37,22
162,2,6:04.0,S. Adams makes 2-pt dunk at rim (assist by R. Jackson),,39,22
163,2,5:40.0,,D. Favors misses 2-pt hook shot from 4 ft,39,22
164,2,5:39.0,Defensive rebound by S. Adams,,39,22
165,2,5:28.0,J. Lamb misses 3-pt jump shot from 25 ft,,39,22
166,2,5:27.0,,Defensive rebound by T. Burke,39,22
167,2,5:17.0,,T. Burke misses 2-pt jump shot from 4 ft (block by S. Adams),39,22
168,2,5:15.0,,Offensive rebound by D. Favors,39,22
169,2,5:15.0,,D. Favors misses 2-pt layup from 3 ft (block by J. Lamb),39,22
170,2,5:13.0,,Offensive rebound by D. Favors,39,22
171,2,5:13.0,,D. Favors misses 2-pt layup from 2 ft,39,22
172,2,5:11.0,,Offensive rebound by D. Favors,39,22
173,2,5:10.0,,D. Favors misses 2-pt jump shot from 4 ft,39,22
174,2,5:07.0,Defensive rebound by S. Adams,,39,22
175,2,4:51.0,S. Ibaka misses 2-pt jump shot from 12 ft,,39,22
176,2,4:50.0,,Defensive rebound by D. Favors,39,22
177,2,4:47.0,,Shooting foul by R. Jackson (drawn by A. Burks),39,22
178,2,4:47.0,,A. Burks makes free throw 1 of 2,39,23
179,2,4:47.0,,R. Gobert enters the game for D. Favors,39,23
180,2,4:47.0,,A. Burks makes free throw 2 of 2,39,24
181,2,4:36.0,A. Morrow misses 2-pt jump shot from 8 ft,,39,24
182,2,4:34.0,,Defensive rebound by T. Booker,39,24
183,2,4:22.0,,T. Booker misses 2-pt layup from 3 ft,39,24
184,2,4:22.0,,Offensive rebound by R. Gobert,39,24
185,2,4:22.0,,Shooting foul by S. Ibaka (drawn by R. Gobert),39,24
186,2,4:22.0,,R. Gobert makes free throw 1 of 2,39,25
187,2,4:22.0,,R. Gobert makes free throw 2 of 2,39,26
188,2,4:10.0,Turnover by R. Jackson (lost ball; steal by J. Ingles),,39,26
189,2,3:49.0,,Turnover by A. Burks (bad pass; steal by J. Lamb),39,26
190,2,3:27.0,S. Ibaka misses 3-pt jump shot from 24 ft,,39,26
191,2,3:25.0,,Defensive rebound by J. Ingles,39,26
192,2,3:23.0,,Turnover by J. Ingles (bad pass; steal by S. Ibaka),39,26
193,2,2:59.0,A. Morrow misses 2-pt jump shot from 19 ft,,39,26
194,2,2:58.0,,Defensive rebound by J. Ingles,39,26
195,2,2:43.0,,Shooting foul by S. Adams (drawn by A. Burks),39,26
196,2,2:43.0,,Utah full timeout,39,26
197,2,2:43.0,,G. Hayward enters the game for J. Ingles,39,26
198,2,2:43.0,,E. Freedom enters the game for T. Booker,39,26
199,2,2:43.0,L. Thomas enters the game for A. Morrow,,39,26
200,2,2:43.0,,A. Burks makes free throw 1 of 2,39,27
201,2,2:43.0,,A. Burks makes free throw 2 of 2,39,28
202,2,2:35.0,Shooting foul by R. Gobert (drawn by S. Adams),,39,28
203,2,2:35.0,,Technical foul by Team,39,28
204,2,2:35.0,R. Jackson makes technical free throw,,40,28
205,2,2:35.0,S. Adams misses free throw 1 of 2,,40,28
206,2,2:35.0,Offensive rebound by Team,,40,28
207,2,2:35.0,S. Adams misses free throw 2 of 2,,40,28
208,2,2:34.0,,Defensive rebound by R. Gobert,40,28
209,2,2:25.0,,Shooting foul by S. Adams (drawn by G. Hayward),40,28
210,2,2:25.0,,G. Hayward misses free throw 1 of 2,40,28
211,2,2:25.0,,Offensive rebound by Team,40,28
212,2,2:25.0,K. Perkins enters the game for S. Adams,,40,28
213,2,2:25.0,,G. Hayward makes free throw 2 of 2,40,29
214,2,2:11.0,Turnover by R. Jackson (bad pass; steal by R. Gobert),,40,29
215,2,2:11.0,,Personal foul by K. Perkins (drawn by E. Freedom),40,29
216,2,2:11.0,,E. Freedom makes free throw 1 of 2,40,30
217,2,2:11.0,,E. Freedom makes free throw 2 of 2,40,31
218,2,2:00.0,S. Ibaka misses 2-pt jump shot from 19 ft,,40,31
219,2,1:58.0,,Defensive rebound by A. Burks,40,31
220,2,1:49.0,,A. Burks misses 2-pt jump shot from 17 ft,40,31
221,2,1:48.0,Defensive rebound by K. Perkins,,40,31
222,2,1:38.0,L. Thomas misses 2-pt jump shot from 18 ft,,40,31
223,2,1:37.0,,Defensive rebound by A. Burks,40,31
224,2,1:34.0,,G. Hayward makes 2-pt layup from 2 ft (assist by A. Burks),40,33
225,2,1:34.0,,Shooting foul by J. Lamb (drawn by G. Hayward),40,33
226,2,1:34.0,,G. Hayward makes free throw 1 of 1,40,34
227,2,1:31.0,Oklahoma City full timeout,,40,34
228,2,1:31.0,A. Morrow enters the game for S. Ibaka,,40,34
229,2,1:31.0,N. Collison enters the game for J. Lamb,,40,34
230,2,1:20.0,R. Jackson misses 2-pt jump shot from 20 ft,,40,34
231,2,1:19.0,,Defensive rebound by E. Freedom,40,34
232,2,1:04.0,,Turnover by G. Hayward (lost ball; steal by L. Thomas),40,34
233,2,0:56.0,Turnover by R. Jackson (bad pass; steal by A. Burks),,40,34
234,2,0:48.0,,E. Freedom makes 2-pt layup from 2 ft (assist by A. Burks),40,36
235,2,0:31.0,R. Jackson misses 2-pt jump shot from 3 ft,,40,36
236,2,0:31.0,,Defensive rebound by E. Freedom,40,36
237,2,0:31.0,Loose ball foul by R. Jackson (drawn by E. Freedom),,40,36
238,2,0:31.0,,E. Freedom makes free throw 1 of 2,40,37
239,2,0:31.0,,J. Ingles enters the game for G. Hayward,40,37
240,2,0:31.0,,E. Freedom makes free throw 2 of 2,40,38
241,2,0:17.0,K. Perkins makes 2-pt hook shot from 5 ft (assist by R. Jackson),,42,38
242,2,0:02.0,,E. Freedom makes 2-pt jump shot from 16 ft (assist by T. Burke),42,40
243,2,0:01.0,A. Morrow misses 3-pt jump shot from 24 ft,,42,40
244,2,0:00.0,Offensive rebound by Team,,42,40
245,3,11:49.0,,Shooting foul by S. Ibaka (drawn by E. Freedom),42,40
246,3,11:49.0,,E. Freedom misses free throw 1 of 2,42,40
247,3,11:49.0,,Offensive rebound by Team,42,40
248,3,11:49.0,,E. Freedom misses free throw 2 of 2,42,40
249,3,11:48.0,Defensive rebound by L. Thomas,,42,40
250,3,11:29.0,L. Thomas makes 2-pt jump shot from 15 ft (assist by R. Jackson),,44,40
251,3,11:09.0,,D. Favors makes 2-pt hook shot from 4 ft (assist by T. Burke),44,42
252,3,10:49.0,S. Ibaka misses 3-pt jump shot from 25 ft,,44,42
253,3,10:48.0,Offensive rebound by L. Thomas,,44,42
254,3,10:48.0,L. Thomas makes 2-pt tip-in from 1 ft,,46,42
255,3,10:48.0,Shooting foul by A. Burks (drawn by L. Thomas),,46,42
256,3,10:48.0,L. Thomas misses free throw 1 of 1,,46,42
257,3,10:47.0,,Defensive rebound by G. Hayward,46,42
258,3,10:31.0,,A. Burks makes 3-pt jump shot from 22 ft (assist by D. Favors),46,45
259,3,10:08.0,S. Ibaka misses 2-pt jump shot from 5 ft,,46,45
260,3,10:07.0,,Defensive rebound by E. Freedom,46,45
261,3,9:53.0,,E. Freedom misses 2-pt jump shot from 18 ft,46,45
262,3,9:52.0,Defensive rebound by R. Jackson,,46,45
263,3,9:42.0,J. Lamb misses 3-pt jump shot from 24 ft,,46,45
264,3,9:41.0,,Defensive rebound by E. Freedom,46,45
265,3,9:26.0,,T. Burke misses 3-pt jump shot from 24 ft,46,45
266,3,9:24.0,,Offensive rebound by E. Freedom,46,45
267,3,9:24.0,,E. Freedom misses 2-pt tip-in from 3 ft,46,45
268,3,9:23.0,,Offensive rebound by E. Freedom,46,45
269,3,9:23.0,,E. Freedom misses 2-pt tip-in from 3 ft,46,45
270,3,9:22.0,Defensive rebound by S. Adams,,46,45
271,3,9:11.0,R. Jackson misses 2-pt jump shot from 18 ft,,46,45
272,3,9:11.0,Offensive rebound by S. Adams,,46,45
273,3,9:11.0,Shooting foul by E. Freedom (drawn by S. Adams),,46,45
274,3,9:11.0,S. Adams makes free throw 1 of 2,,47,45
275,3,9:11.0,S. Adams misses free throw 2 of 2,,47,45
276,3,9:10.0,,Defensive rebound by D. Favors,47,45
277,3,8:53.0,,T. Burke misses 2-pt jump shot from 8 ft,47,45
278,3,8:52.0,Defensive rebound by S. Ibaka,,47,45
279,3,8:37.0,S. Ibaka misses 2-pt jump shot from 15 ft,,47,45
280,3,8:36.0,,Defensive rebound by A. Burks,47,45
281,3,8:21.0,,T. Burke misses 2-pt layup from 1 ft,47,45
282,3,8:19.0,,Offensive rebound by E. Freedom,47,45
283,3,8:19.0,,E. Freedom misses 2-pt tip-in from 2 ft,47,45
284,3,8:19.0,,Offensive rebound by E. Freedom,47,45
285,3,8:19.0,,E. Freedom makes 2-pt layup from 2 ft,47,47
286,3,8:06.0,J. Lamb misses 2-pt jump shot from 17 ft,,47,47
287,3,8:05.0,Offensive rebound by S. Ibaka,,47,47
288,3,8:05.0,Shooting foul by D. Favors (drawn by S. Ibaka),,47,47
289,3,8:05.0,S. Ibaka makes free throw 1 of 2,,48,47
290,3,8:05.0,S. Ibaka misses free throw 2 of 2,,48,47
291,3,8:03.0,Offensive rebound by L. Thomas,,48,47
292,3,8:03.0,L. Thomas makes 2-pt tip-in from 2 ft,,50,47
293,3,7:50.0,,T. Burke makes 2-pt jump shot from 7 ft,50,49
294,3,7:28.0,J. Lamb makes 2-pt jump shot from 18 ft,,52,49
295,3,7:10.0,,D. Favors makes 2-pt dunk at rim (assist by T. Burke),52,51
296,3,6:56.0,Offensive foul by S. Adams (drawn by D. Favors),,52,51
297,3,6:56.0,Turnover by S. Adams (offensive foul),,52,51
298,3,6:56.0,K. Perkins enters the game for S. Adams,,52,51
299,3,6:56.0,A. Morrow enters the game for J. Lamb,,52,51
300,3,6:41.0,,Personal foul by K. Perkins (drawn by E. Freedom),52,51
301,3,6:28.0,,A. Burks misses 3-pt jump shot from 24 ft,52,51
302,3,6:24.0,Defensive rebound by S. Ibaka,,52,51
303,3,6:11.0,S. Ibaka misses 2-pt jump shot from 18 ft,,52,51
304,3,6:10.0,,Defensive rebound by G. Hayward,52,51
305,3,5:57.0,,G. Hayward makes 2-pt layup from 1 ft,52,53
306,3,5:57.0,Oklahoma City full timeout,,52,53
307,3,5:57.0,,R. Gobert enters the game for D. Favors,52,53
308,3,5:57.0,,J. Ingles enters the game for G. Hayward,52,53
309,3,5:41.0,S. Ibaka misses 2-pt jump shot from 14 ft,,52,53
310,3,5:40.0,Offensive rebound by K. Perkins,,52,53
311,3,5:36.0,K. Perkins makes 2-pt layup from 1 ft,,54,53
312,3,5:16.0,,E. Freedom misses 2-pt jump shot from 16 ft,54,53
313,3,5:15.0,Defensive rebound by A. Morrow,,54,53
314,3,4:58.0,S. Ibaka misses 2-pt jump shot from 18 ft,,54,53
315,3,4:56.0,,Defensive rebound by E. Freedom,54,53
316,3,4:42.0,,J. Ingles misses 3-pt jump shot from 23 ft,54,53
317,3,4:41.0,Defensive rebound by L. Thomas,,54,53
318,3,4:23.0,A. Morrow misses 2-pt jump shot from 19 ft,,54,53
319,3,4:21.0,,Defensive rebound by R. Gobert,54,53
320,3,4:12.0,,T. Burke makes 2-pt jump shot from 3 ft,54,55
321,3,3:48.0,R. Jackson misses 2-pt jump shot from 19 ft,,54,55
322,3,3:46.0,,Defensive rebound by A. Burks,54,55
323,3,3:36.0,,T. Burke makes 2-pt layup from 1 ft,54,57
324,3,3:36.0,Oklahoma City full timeout,,54,57
325,3,3:36.0,N. Collison enters the game for S. Ibaka,,54,57
326,3,3:36.0,S. Telfair enters the game for R. Jackson,,54,57
327,3,3:36.0,,T. Booker enters the game for E. Freedom,54,57
328,3,3:22.0,N. Collison makes 3-pt jump shot from 23 ft (assist by A. Morrow),,57,57
329,3,3:10.0,,Personal foul by A. Morrow (drawn by J. Ingles),57,57
330,3,2:54.0,,R. Gobert makes 2-pt dunk at rim (assist by T. Burke),57,59
331,3,2:39.0,Personal foul by T. Booker (drawn by N. Collison),,57,59
332,3,2:39.0,,Utah full timeout,57,59
333,3,2:24.0,S. Telfair misses 2-pt jump shot from 5 ft (block by T. Burke),,57,59
334,3,2:21.0,,Defensive rebound by A. Burks,57,59
335,3,2:09.0,,A. Burks makes 3-pt jump shot from 24 ft (assist by T. Burke),57,62
336,3,1:49.0,Turnover by N. Collison (bad pass; steal by J. Ingles),,57,62
337,3,1:45.0,,J. Ingles makes 2-pt layup at rim,57,64
338,3,1:29.0,Turnover by L. Thomas (bad pass; steal by T. Burke),,57,64
339,3,1:29.0,,Personal foul by N. Collison (drawn by T. Burke),57,64
340,3,1:29.0,,D. Exum enters the game for T. Burke,57,64
341,3,1:07.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by D. Exum),57,67
342,3,0:56.0,S. Telfair misses 3-pt jump shot from 25 ft,,57,67
343,3,0:54.0,,Defensive rebound by Team,57,67
344,3,0:47.0,,Turnover by T. Booker (bad pass; steal by N. Collison),57,67
345,3,0:39.0,S. Telfair makes 2-pt layup from 2 ft,,59,67
346,3,0:31.0,,Personal foul by L. Thomas (drawn by A. Burks),59,67
347,3,0:31.0,,A. Burks makes free throw 1 of 2,59,68
348,3,0:31.0,R. Jackson enters the game for S. Telfair,,59,68
349,3,0:31.0,,A. Burks makes free throw 2 of 2,59,69
350,3,0:10.0,R. Jackson misses 3-pt jump shot from 24 ft,,59,69
351,3,0:08.0,Offensive rebound by N. Collison,,59,69
352,3,0:07.0,Turnover by N. Collison (bad pass; steal by J. Ingles),,59,69
353,3,0:02.0,,D. Exum makes 3-pt jump shot from 25 ft,59,72
354,4,11:50.0,Shooting foul by G. Hayward (drawn by J. Lamb),,59,72
355,4,11:50.0,J. Lamb makes free throw 1 of 2,,60,72
356,4,11:50.0,J. Lamb makes free throw 2 of 2,,61,72
357,4,11:36.0,,T. Booker makes 2-pt layup from 1 ft (assist by J. Ingles),61,74
358,4,11:10.0,N. Collison misses 3-pt jump shot from 23 ft,,61,74
359,4,11:09.0,,Defensive rebound by J. Ingles,61,74
360,4,10:52.0,,D. Exum makes 3-pt jump shot from 24 ft (assist by G. Hayward),61,77
361,4,10:34.0,J. Lamb misses 3-pt jump shot from 24 ft,,61,77
362,4,10:33.0,,Defensive rebound by R. Gobert,61,77
363,4,10:17.0,,D. Favors enters the game for R. Gobert,61,77
364,4,10:17.0,S. Adams enters the game for K. Perkins,,61,77
365,4,10:09.0,,T. Booker misses 3-pt jump shot from 22 ft,61,77
366,4,10:07.0,Defensive rebound by A. Morrow,,61,77
367,4,9:54.0,Personal foul by D. Favors (drawn by S. Adams),,61,77
368,4,9:41.0,R. Jackson misses 2-pt jump shot from 21 ft,,61,77
369,4,9:39.0,Offensive rebound by S. Adams,,61,77
370,4,9:39.0,Turnover by Team (shot clock),,61,77
371,4,9:22.0,,D. Exum makes 3-pt jump shot from 22 ft (assist by D. Favors),61,80
372,4,9:20.0,Oklahoma City full timeout,,61,80
373,4,9:09.0,Personal foul by D. Exum (drawn by N. Collison),,61,80
374,4,9:03.0,J. Lamb misses 2-pt jump shot from 7 ft,,61,80
375,4,9:01.0,,Defensive rebound by D. Favors,61,80
376,4,8:42.0,,G. Hayward misses 3-pt jump shot from 23 ft,61,80
377,4,8:41.0,Defensive rebound by A. Morrow,,61,80
378,4,8:27.0,A. Morrow misses 3-pt jump shot from 26 ft,,61,80
379,4,8:25.0,,Defensive rebound by D. Exum,61,80
380,4,8:06.0,,T. Booker misses 2-pt jump shot from 13 ft,61,80
381,4,8:05.0,Defensive rebound by R. Jackson,,61,80
382,4,7:56.0,S. Adams makes 2-pt layup from 2 ft (assist by J. Lamb),,63,80
383,4,7:28.0,,T. Booker misses 2-pt layup from 1 ft,63,80
384,4,7:25.0,Defensive rebound by S. Adams,,63,80
385,4,7:15.0,R. Jackson makes 2-pt jump shot from 18 ft,,65,80
386,4,6:58.0,,D. Exum misses 3-pt jump shot from 24 ft,65,80
387,4,6:56.0,Defensive rebound by N. Collison,,65,80
388,4,6:45.0,S. Adams misses 2-pt hook shot from 4 ft (block by D. Favors),,65,80
389,4,6:45.0,Offensive rebound by Team,,65,80
390,4,6:45.0,,T. Burke enters the game for D. Exum,65,80
391,4,6:45.0,,E. Freedom enters the game for T. Booker,65,80
