,QUARTER,TIME_REMAINING,DETROIT_ACTION,INDIANA_ACTION,DETROIT_SCORE,INDIANA_SCORE
0,1,11:49.0,,G. Hill makes 2-pt layup from 2 ft (assist by R. Hibbert),0,2
1,1,11:32.0,Personal foul by G. Hill (drawn by D. Augustin),,0,2
2,1,11:23.0,K. Singler misses 2-pt jump shot from 20 ft,,0,2
3,1,11:19.0,,Defensive rebound by C. Miles,0,2
4,1,11:12.0,,R. Stuckey misses 2-pt jump shot from 20 ft,0,2
5,1,11:11.0,,Offensive rebound by R. Hibbert,0,2
6,1,11:09.0,,Indiana full timeout,0,2
7,1,11:03.0,,Turnover by C. Miles (bad pass),0,2
8,1,10:42.0,Turnover by A. Drummond (offensive goaltending),,0,2
9,1,10:25.0,,G. Hill makes 3-pt jump shot from 23 ft,0,5
10,1,10:08.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by K. Singler),,3,5
11,1,9:45.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by R. Stuckey),3,8
12,1,9:17.0,A. Drummond misses 2-pt jump shot from 11 ft,,3,8
13,1,9:16.0,,Defensive rebound by R. Hibbert,3,8
14,1,9:07.0,,R. Stuckey makes 2-pt layup from 2 ft,3,10
15,1,8:47.0,Shooting foul by D. West (drawn by D. Augustin),,3,10
16,1,8:47.0,D. Augustin makes 2-pt jump shot from 14 ft,,5,10
17,1,8:47.0,D. Augustin makes free throw 1 of 1,,6,10
18,1,8:31.0,,Shooting foul by D. Augustin (drawn by G. Hill),6,10
19,1,8:31.0,,G. Hill misses free throw 1 of 2,6,10
20,1,8:31.0,,Offensive rebound by Team,6,10
21,1,8:31.0,J. Meeks enters the game for K. Caldwell-Pope,,6,10
22,1,8:31.0,,G. Hill misses free throw 2 of 2,6,10
23,1,8:30.0,,Offensive rebound by D. West,6,10
24,1,8:18.0,,R. Stuckey makes 2-pt jump shot from 16 ft,6,12
25,1,7:55.0,D. Augustin makes 3-pt jump shot from 26 ft (assist by G. Monroe),,9,12
26,1,7:34.0,Violation by A. Drummond (def goaltending),,9,12
27,1,7:34.0,,G. Hill makes 2-pt layup from 2 ft,9,14
28,1,7:30.0,Detroit full timeout,,9,14
29,1,7:16.0,G. Monroe misses 2-pt layup from 2 ft,,9,14
30,1,7:15.0,Offensive rebound by A. Drummond,,9,14
31,1,7:15.0,A. Drummond misses 2-pt dunk at rim,,9,14
32,1,7:14.0,,Defensive rebound by R. Stuckey,9,14
33,1,7:07.0,,D. West makes 2-pt layup from 2 ft (assist by G. Hill),9,16
34,1,6:40.0,G. Monroe makes 2-pt layup at rim (assist by J. Meeks),,11,16
35,1,6:19.0,,C. Miles misses 3-pt jump shot from 26 ft,11,16
36,1,6:18.0,Defensive rebound by A. Drummond,,11,16
37,1,6:13.0,J. Meeks makes 3-pt jump shot from 27 ft (assist by D. Augustin),,14,16
38,1,5:53.0,,R. Hibbert makes 2-pt hook shot from 5 ft (assist by G. Hill),14,18
39,1,5:34.0,D. Augustin misses 2-pt jump shot from 10 ft,,14,18
40,1,5:33.0,,Defensive rebound by D. West,14,18
41,1,5:28.0,,G. Hill misses 2-pt layup from 1 ft,14,18
42,1,5:27.0,Defensive rebound by A. Drummond,,14,18
43,1,5:21.0,J. Meeks makes 3-pt jump shot from 26 ft (assist by D. Augustin),,17,18
44,1,5:03.0,,S. Hill enters the game for C. Miles,17,18
45,1,5:03.0,,C. Watson enters the game for G. Hill,17,18
46,1,4:55.0,,D. West misses 2-pt jump shot from 3 ft,17,18
47,1,4:53.0,,Offensive rebound by R. Hibbert,17,18
48,1,4:52.0,,C. Watson misses 3-pt jump shot from 24 ft,17,18
49,1,4:52.0,,Offensive rebound by Team,17,18
50,1,4:52.0,,Turnover by Team (shot clock),17,18
51,1,4:42.0,Turnover by G. Monroe (bad pass; steal by D. West),,17,18
52,1,4:28.0,,C. Watson makes 3-pt jump shot from 25 ft (assist by D. West),17,21
53,1,4:13.0,D. Augustin misses 2-pt jump shot from 4 ft,,17,21
54,1,4:10.0,Offensive rebound by G. Monroe,,17,21
55,1,4:10.0,Detroit full timeout,,17,21
56,1,4:10.0,,I. Mahinmi enters the game for R. Hibbert,17,21
57,1,4:10.0,C. Butler enters the game for K. Singler,,17,21
58,1,3:56.0,A. Drummond misses 2-pt jump shot from 7 ft,,17,21
59,1,3:55.0,,Defensive rebound by I. Mahinmi,17,21
60,1,3:45.0,,I. Mahinmi misses 2-pt jump shot from 3 ft,17,21
61,1,3:44.0,Defensive rebound by A. Drummond,,17,21
62,1,3:24.0,C. Butler makes 3-pt jump shot from 26 ft (assist by J. Meeks),,20,21
63,1,2:57.0,,D. West makes 2-pt jump shot from 20 ft (assist by R. Stuckey),20,23
64,1,2:39.0,D. Augustin misses 2-pt jump shot from 9 ft,,20,23
65,1,2:38.0,Offensive rebound by A. Drummond,,20,23
66,1,2:38.0,A. Drummond makes 2-pt tip-in from 1 ft,,22,23
67,1,2:28.0,,Personal foul by G. Monroe (drawn by D. West),22,23
68,1,2:28.0,J. Lucas III enters the game for D. Augustin,,22,23
69,1,2:28.0,A. Tolliver enters the game for G. Monroe,,22,23
70,1,2:17.0,,Shooting foul by A. Drummond (drawn by I. Mahinmi),22,23
71,1,2:17.0,,I. Mahinmi misses free throw 1 of 2,22,23
72,1,2:17.0,,Offensive rebound by Team,22,23
73,1,2:17.0,,I. Mahinmi makes free throw 2 of 2,22,24
74,1,1:53.0,A. Tolliver makes 2-pt jump shot from 6 ft (assist by J. Lucas III),,24,24
75,1,1:34.0,,C. Watson makes 3-pt jump shot from 25 ft (assist by R. Stuckey),24,27
76,1,1:23.0,J. Meeks makes 2-pt layup from 1 ft (assist by C. Butler),,26,27
77,1,1:12.0,,R. Stuckey misses 2-pt jump shot from 18 ft,26,27
78,1,1:10.0,Defensive rebound by A. Drummond,,26,27
79,1,1:00.0,C. Butler misses 2-pt jump shot from 19 ft,,26,27
80,1,1:00.0,,Defensive rebound by Team,26,27
81,1,1:00.0,Loose ball foul by A. Drummond (drawn by I. Mahinmi),,26,27
82,1,1:00.0,J. Anthony enters the game for A. Drummond,,26,27
83,1,1:00.0,,D. Rudež enters the game for D. West,26,27
84,1,1:00.0,,L. Scola enters the game for R. Stuckey,26,27
85,1,0:46.0,,S. Hill misses 2-pt layup from 2 ft,26,27
86,1,0:44.0,Defensive rebound by J. Anthony,,26,27
87,1,0:27.0,J. Meeks misses 3-pt jump shot from 25 ft,,26,27
88,1,0:26.0,,Defensive rebound by C. Watson,26,27
89,1,0:20.0,,L. Scola makes 2-pt layup from 1 ft (assist by C. Watson),26,29
90,2,11:50.0,J. Lucas III misses 2-pt jump shot from 19 ft,,26,29
91,2,11:48.0,,Defensive rebound by I. Mahinmi,26,29
92,2,11:45.0,,Indiana full timeout,26,29
93,2,11:45.0,,S. Whittington enters the game for I. Mahinmi,26,29
