,QUARTER,TIME_REMAINING,UTAH_ACTION,DALLAS_ACTION,UTAH_SCORE,DALLAS_SCORE
53,1,4:44.0,D. Favors makes 2-pt jump shot from 4 ft (assist by G. Hayward),,7,6
54,1,4:34.0,,B. James misses 2-pt layup from 1 ft (block by R. Gobert),7,6
55,1,4:34.0,,Offensive rebound by Team,7,6
56,1,4:22.0,,Shooting foul by T. Burke (drawn by B. James),7,6
57,1,4:22.0,,B. James makes free throw 1 of 2,7,7
58,1,4:22.0,,C. Villanueva enters the game for C. Parsons,7,7
59,1,4:22.0,,B. James makes free throw 2 of 2,7,8
60,1,4:07.0,Turnover by D. Favors (bad pass; steal by M. Ellis),,7,8
61,1,4:01.0,,A. Aminu makes 2-pt dunk at rim (assist by M. Ellis),7,10
62,1,3:47.0,E. Millsap misses 3-pt jump shot from 25 ft,,7,10
63,1,3:46.0,,Defensive rebound by D. Harris,7,10
64,1,3:32.0,,C. Villanueva makes 2-pt hook shot from 10 ft,7,12
65,1,3:18.0,T. Burke misses 2-pt jump shot from 11 ft,,7,12
66,1,3:16.0,Offensive rebound by R. Gobert,,7,12
67,1,3:16.0,R. Gobert misses 2-pt tip-in at rim,,7,12
68,1,3:16.0,Offensive rebound by Team,,7,12
69,1,3:16.0,Utah full timeout,,7,12
70,1,3:16.0,S. Novak enters the game for D. Favors,,7,12
71,1,3:16.0,T. Booker enters the game for E. Millsap,,7,12
72,1,3:08.0,G. Hayward misses 3-pt jump shot from 25 ft,,7,12
73,1,3:07.0,,Defensive rebound by A. Aminu,7,12
74,1,2:55.0,,D. Harris misses 3-pt jump shot from 25 ft,7,12
75,1,2:53.0,,Offensive rebound by A. Aminu,7,12
76,1,2:44.0,,B. James makes 2-pt layup from 1 ft (assist by D. Harris),7,14
77,1,2:19.0,Turnover by S. Novak (lost ball; steal by M. Ellis),,7,14
78,1,2:11.0,,B. James makes 2-pt dunk at rim (assist by D. Harris),7,16
79,1,1:51.0,S. Novak misses 3-pt jump shot from 25 ft,,7,16
80,1,1:49.0,,Defensive rebound by D. Harris,7,16
81,1,1:43.0,,Turnover by B. James (lost ball; steal by T. Burke),7,16
82,1,1:39.0,,Violation by C. Villanueva (def goaltending),7,16
83,1,1:39.0,T. Burke makes 2-pt layup at rim,,9,16
84,1,1:27.0,,C. Villanueva makes 3-pt jump shot from 27 ft (assist by D. Harris),9,19
85,1,1:03.0,T. Burke misses 2-pt layup from 1 ft,,9,19
86,1,1:02.0,,Defensive rebound by A. Aminu,9,19
87,1,1:02.0,Loose ball foul by R. Gobert (drawn by A. Aminu),,9,19
88,1,1:02.0,D. Exum enters the game for G. Hayward,,9,19
89,1,1:02.0,,D. Nowitzki enters the game for M. Ellis,9,19
90,1,1:02.0,,J. Barea enters the game for B. James,9,19
91,1,0:52.0,,C. Villanueva makes 3-pt jump shot from 23 ft (assist by D. Nowitzki),9,22
92,1,0:28.0,D. Exum misses 3-pt jump shot from 31 ft,,9,22
93,1,0:26.0,,Defensive rebound by A. Aminu,9,22
94,1,0:04.0,,D. Harris misses 3-pt jump shot from 22 ft,9,22
95,1,0:02.0,Defensive rebound by R. Gobert,,9,22
96,1,0:00.0,T. Booker misses 3-pt jump shot from 61 ft,,9,22
97,1,0:00.0,Offensive rebound by Team,,9,22
98,2,11:35.0,S. Novak makes 3-pt jump shot from 25 ft (assist by D. Exum),,12,22
99,2,11:23.0,,D. Harris makes 2-pt jump shot from 3 ft,12,24
100,2,11:06.0,T. Burke misses 2-pt jump shot from 19 ft,,12,24
101,2,11:04.0,Offensive rebound by T. Booker,,12,24
102,2,11:04.0,T. Booker makes 2-pt dunk at rim,,14,24
103,2,10:50.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,14,24
104,2,10:49.0,Defensive rebound by T. Burke,,14,24
105,2,10:34.0,R. Gobert misses 2-pt hook shot from 5 ft,,14,24
106,2,10:31.0,Offensive rebound by T. Booker,,14,24
107,2,10:26.0,S. Novak makes 3-pt jump shot from 24 ft (assist by T. Burke),,17,24
108,2,10:08.0,,Offensive foul by A. Aminu (drawn by T. Burke),17,24
109,2,10:08.0,,Turnover by A. Aminu (offensive foul),17,24
110,2,10:08.0,,C. Parsons enters the game for C. Villanueva,17,24
111,2,10:08.0,,B. James enters the game for A. Aminu,17,24
112,2,10:08.0,I. Clark enters the game for D. Exum,,17,24
113,2,9:57.0,T. Burke misses 3-pt jump shot from 26 ft,,17,24
114,2,9:56.0,,Defensive rebound by D. Nowitzki,17,24
115,2,9:50.0,,J. Barea makes 2-pt layup from 1 ft,17,26
116,2,9:44.0,Turnover by T. Burke (bad pass),,17,26
117,2,9:37.0,,B. James misses 2-pt hook shot from 4 ft (block by R. Gobert),17,26
118,2,9:36.0,,Offensive rebound by Team,17,26
119,2,9:31.0,,C. Parsons misses 3-pt jump shot from 24 ft,17,26
120,2,9:31.0,Defensive rebound by I. Clark,,17,26
121,2,9:20.0,T. Booker misses 2-pt jump shot from 14 ft,,17,26
122,2,9:18.0,,Defensive rebound by C. Parsons,17,26
123,2,9:09.0,,Turnover by C. Parsons (bad pass; steal by T. Booker),17,26
124,2,9:04.0,T. Burke misses 2-pt layup from 2 ft,,17,26
125,2,9:02.0,Offensive rebound by I. Clark,,17,26
126,2,8:59.0,S. Novak misses 3-pt jump shot from 25 ft,,17,26
127,2,8:57.0,Offensive rebound by R. Gobert,,17,26
128,2,8:57.0,R. Gobert misses 2-pt dunk at rim,,17,26
129,2,8:55.0,Offensive rebound by T. Burke,,17,26
130,2,8:50.0,T. Booker misses 2-pt jump shot from 21 ft,,17,26
131,2,8:49.0,Offensive rebound by R. Gobert,,17,26
132,2,8:49.0,R. Gobert misses 2-pt tip-in at rim,,17,26
133,2,8:47.0,,Defensive rebound by D. Nowitzki,17,26
134,2,8:44.0,,Shooting block foul by T. Burke (drawn by D. Harris),17,26
135,2,8:44.0,Official timeout,,17,26
136,2,8:44.0,,C. Villanueva enters the game for D. Nowitzki,17,26
137,2,8:44.0,,R. Jefferson enters the game for J. Barea,17,26
138,2,8:44.0,E. Millsap enters the game for T. Burke,,17,26
139,2,8:44.0,D. Exum enters the game for I. Clark,,17,26
140,2,8:44.0,,D. Harris makes free throw 1 of 2,17,27
141,2,8:44.0,,D. Harris makes free throw 2 of 2,17,28
142,2,8:21.0,D. Exum misses 2-pt jump shot from 10 ft,,17,28
143,2,8:20.0,,Defensive rebound by R. Jefferson,17,28
144,2,7:57.0,,D. Harris misses 3-pt jump shot from 27 ft,17,28
145,2,7:56.0,Defensive rebound by Team,,17,28
146,2,7:43.0,Shooting foul by R. Jefferson (drawn by E. Millsap),,17,28
147,2,7:43.0,E. Millsap makes free throw 1 of 2,,18,28
148,2,7:43.0,,J. Barea enters the game for D. Harris,18,28
149,2,7:43.0,,M. Ellis enters the game for C. Parsons,18,28
150,2,7:43.0,E. Freedom enters the game for T. Booker,,18,28
151,2,7:43.0,E. Millsap makes free throw 2 of 2,,19,28
152,2,7:33.0,,C. Villanueva misses 2-pt jump shot from 20 ft,19,28
153,2,7:31.0,,Offensive rebound by B. James,19,28
154,2,7:31.0,,B. James misses 2-pt layup from 1 ft (block by R. Gobert),19,28
155,2,7:30.0,,Offensive rebound by Team,19,28
156,2,7:30.0,G. Hayward enters the game for S. Novak,,19,28
157,2,7:25.0,,C. Villanueva misses 3-pt jump shot from 24 ft,19,28
158,2,7:23.0,Defensive rebound by E. Freedom,,19,28
159,2,7:03.0,E. Freedom makes 2-pt jump shot from 3 ft,,21,28
160,2,7:02.0,,Dallas full timeout,21,28
161,2,6:50.0,,C. Villanueva misses 2-pt layup from 2 ft (block by R. Gobert),21,28
162,2,6:48.0,Defensive rebound by E. Millsap,,21,28
163,2,6:41.0,Shooting foul by J. Barea (drawn by E. Millsap),,21,28
164,2,6:41.0,E. Millsap makes free throw 1 of 2,,22,28
165,2,6:41.0,,A. Aminu enters the game for R. Jefferson,22,28
166,2,6:41.0,,C. Parsons enters the game for C. Villanueva,22,28
167,2,6:41.0,D. Favors enters the game for R. Gobert,,22,28
168,2,6:41.0,E. Millsap misses free throw 2 of 2,,22,28
169,2,6:39.0,,Defensive rebound by J. Barea,22,28
170,2,6:16.0,,A. Aminu misses 3-pt jump shot from 25 ft,22,28
171,2,6:14.0,,Offensive rebound by J. Barea,22,28
172,2,6:09.0,,J. Barea makes 3-pt jump shot from 25 ft (assist by C. Parsons),22,31
173,2,5:50.0,E. Millsap makes 3-pt jump shot from 24 ft (assist by G. Hayward),,25,31
174,2,5:31.0,,A. Aminu misses 2-pt jump shot from 5 ft,25,31
175,2,5:27.0,Defensive rebound by E. Freedom,,25,31
176,2,5:15.0,D. Exum misses 3-pt jump shot from 23 ft,,25,31
177,2,5:15.0,Offensive rebound by E. Freedom,,25,31
178,2,5:15.0,Personal foul by C. Parsons (drawn by E. Freedom),,25,31
179,2,5:15.0,,D. Nowitzki enters the game for B. James,25,31
180,2,5:15.0,,G. Smith enters the game for A. Aminu,25,31
181,2,5:09.0,Offensive foul by E. Freedom (drawn by D. Nowitzki),,25,31
182,2,5:09.0,Turnover by E. Freedom (offensive foul),,25,31
183,2,4:50.0,,M. Ellis makes 3-pt jump shot from 26 ft (assist by D. Nowitzki),25,34
184,2,4:30.0,Turnover by E. Freedom (traveling),,25,34
185,2,4:20.0,,J. Barea misses 2-pt jump shot from 4 ft,25,34
186,2,4:17.0,Defensive rebound by G. Hayward,,25,34
187,2,3:55.0,E. Millsap makes 2-pt jump shot from 21 ft (assist by D. Exum),,27,34
188,2,3:39.0,,Turnover by D. Nowitzki (bad pass; steal by G. Hayward),27,34
189,2,3:30.0,Personal foul by M. Ellis (drawn by D. Favors),,27,34
190,2,3:30.0,,D. Harris enters the game for J. Barea,27,34
191,2,3:30.0,I. Clark enters the game for D. Exum,,27,34
192,2,3:19.0,G. Hayward makes 2-pt jump shot from 11 ft,,29,34
193,2,3:02.0,,G. Smith makes 2-pt jump shot from 3 ft (assist by D. Harris),29,36
194,2,2:47.0,E. Freedom makes 2-pt layup from 2 ft (assist by D. Favors),,31,36
195,2,2:47.0,Shooting foul by D. Nowitzki (drawn by E. Freedom),,31,36
196,2,2:47.0,Utah full timeout,,31,36
197,2,2:47.0,E. Freedom misses free throw 1 of 1,,31,36
198,2,2:46.0,,Defensive rebound by C. Parsons,31,36
199,2,2:25.0,,Turnover by M. Ellis (bad pass; steal by I. Clark),31,36
200,2,2:21.0,I. Clark makes 2-pt layup from 1 ft,,33,36
201,2,1:55.0,,C. Parsons misses 3-pt jump shot from 22 ft,33,36
202,2,1:54.0,Defensive rebound by G. Hayward,,33,36
203,2,1:41.0,G. Hayward makes 2-pt jump shot from 17 ft,,35,36
204,2,1:25.0,,Personal foul by I. Clark (drawn by D. Harris),35,36
205,2,1:25.0,R. Gobert enters the game for E. Freedom,,35,36
206,2,1:15.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by D. Harris),35,39
207,2,1:02.0,Offensive foul by G. Hayward (drawn by D. Harris),,35,39
208,2,1:02.0,Turnover by G. Hayward (offensive foul),,35,39
209,2,1:02.0,D. Exum enters the game for I. Clark,,35,39
210,2,0:49.0,,M. Ellis misses 2-pt jump shot from 6 ft,35,39
211,2,0:48.0,Defensive rebound by E. Millsap,,35,39
212,2,0:30.0,Utah full timeout,,35,39
213,2,0:30.0,,A. Aminu enters the game for D. Nowitzki,35,39
214,2,0:30.0,,B. James enters the game for G. Smith,35,39
215,2,0:25.0,G. Hayward misses 3-pt jump shot from 24 ft,,35,39
216,2,0:24.0,Offensive rebound by Team,,35,39
217,2,0:24.0,,Loose ball foul by A. Aminu (drawn by R. Gobert),35,39
218,2,0:24.0,R. Gobert makes free throw 1 of 2,,36,39
219,2,0:24.0,,D. Nowitzki enters the game for B. James,36,39
220,2,0:24.0,R. Gobert makes free throw 2 of 2,,37,39
221,2,0:24.0,,Dallas full timeout,37,39
222,2,0:24.0,,C. Villanueva enters the game for A. Aminu,37,39
223,2,0:24.0,T. Booker enters the game for D. Favors,,37,39
224,2,0:03.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,37,39
225,2,0:01.0,Defensive rebound by G. Hayward,,37,39
226,3,11:42.0,Personal foul by J. Barea (drawn by G. Hayward),,37,39
227,3,11:35.0,D. Favors makes 2-pt jump shot from 15 ft (assist by G. Hayward),,39,39
228,3,11:08.0,,M. Ellis misses 3-pt jump shot from 23 ft,39,39
229,3,11:08.0,Defensive rebound by G. Hayward,,39,39
230,3,11:01.0,G. Hayward misses 3-pt jump shot from 24 ft,,39,39
231,3,10:59.0,Offensive rebound by G. Hayward,,39,39
232,3,10:56.0,E. Freedom makes 2-pt layup from 1 ft (assist by G. Hayward),,41,39
233,3,10:39.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by J. Barea),41,42
234,3,10:20.0,D. Favors misses 2-pt jump shot from 7 ft,,41,42
235,3,10:18.0,,Defensive rebound by D. Nowitzki,41,42
236,3,10:08.0,,C. Parsons misses 3-pt jump shot from 25 ft,41,42
237,3,10:06.0,Defensive rebound by D. Favors,,41,42
238,3,9:43.0,G. Hayward misses 2-pt jump shot from 15 ft,,41,42
239,3,9:42.0,Offensive rebound by E. Freedom,,41,42
240,3,9:32.0,D. Favors makes 2-pt dunk at rim (assist by E. Millsap),,43,42
241,3,9:17.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by J. Barea),43,44
242,3,8:50.0,D. Exum misses 2-pt jump shot from 12 ft,,43,44
243,3,8:48.0,,Defensive rebound by D. Nowitzki,43,44
244,3,8:39.0,,J. Barea makes 3-pt jump shot from 26 ft,43,47
245,3,8:15.0,G. Hayward misses 2-pt jump shot at rim,,43,47
246,3,8:14.0,Offensive rebound by G. Hayward,,43,47
247,3,8:14.0,G. Hayward misses 2-pt tip-in at rim,,43,47
248,3,8:13.0,Offensive rebound by Team,,43,47
249,3,8:13.0,T. Burke enters the game for D. Exum,,43,47
250,3,8:07.0,Turnover by G. Hayward (lost ball; steal by G. Smith),,43,47
251,3,8:02.0,,J. Barea makes 2-pt layup from 2 ft (assist by C. Parsons),43,49
252,3,7:48.0,Personal block foul by M. Ellis (drawn by E. Millsap),,43,49
253,3,7:41.0,E. Freedom misses 2-pt jump shot from 22 ft,,43,49
254,3,7:39.0,,Defensive rebound by M. Ellis,43,49
255,3,7:30.0,,C. Parsons misses 2-pt layup from 2 ft,43,49
256,3,7:27.0,Defensive rebound by E. Freedom,,43,49
257,3,7:15.0,G. Hayward misses 2-pt jump shot from 4 ft,,43,49
258,3,7:14.0,Offensive rebound by E. Freedom,,43,49
259,3,7:14.0,E. Freedom misses 2-pt tip-in from 1 ft,,43,49
260,3,7:13.0,Offensive rebound by Team,,43,49
261,3,7:04.0,D. Favors misses 2-pt jump shot from 12 ft,,43,49
262,3,7:02.0,,Defensive rebound by D. Nowitzki,43,49
263,3,6:52.0,,J. Barea makes 3-pt jump shot from 24 ft,43,52
264,3,6:46.0,Utah full timeout,,43,52
265,3,6:46.0,,A. Aminu enters the game for D. Nowitzki,43,52
266,3,6:37.0,T. Burke makes 3-pt jump shot from 23 ft (assist by G. Hayward),,46,52
267,3,6:19.0,,A. Aminu misses 2-pt jump shot from 6 ft,46,52
268,3,6:18.0,Defensive rebound by E. Freedom,,46,52
269,3,6:18.0,Personal foul by A. Aminu (drawn by E. Freedom),,46,52
270,3,6:18.0,R. Gobert enters the game for E. Freedom,,46,52
271,3,6:18.0,T. Booker enters the game for D. Favors,,46,52
272,3,6:02.0,E. Millsap misses 3-pt jump shot from 23 ft,,46,52
273,3,6:01.0,,Defensive rebound by A. Aminu,46,52
274,3,5:44.0,,J. Barea makes 3-pt jump shot from 25 ft (assist by C. Parsons),46,55
275,3,5:19.0,G. Hayward misses 3-pt jump shot from 27 ft,,46,55
276,3,5:17.0,,Defensive rebound by J. Barea,46,55
277,3,5:01.0,,Personal foul by R. Gobert (drawn by C. Parsons),46,55
278,3,4:51.0,,C. Parsons misses 2-pt jump shot from 21 ft,46,55
279,3,4:50.0,Defensive rebound by G. Hayward,,46,55
280,3,4:35.0,T. Booker misses 2-pt hook shot from 6 ft,,46,55
281,3,4:32.0,,Defensive rebound by C. Parsons,46,55
282,3,4:26.0,,J. Barea makes 2-pt layup from 1 ft,46,57
283,3,4:00.0,T. Burke makes 3-pt jump shot from 25 ft (assist by G. Hayward),,49,57
284,3,3:49.0,,Dallas full timeout,49,57
285,3,3:49.0,,C. Villanueva enters the game for C. Parsons,49,57
286,3,3:49.0,,B. James enters the game for G. Smith,49,57
287,3,3:40.0,,Shooting foul by E. Millsap (drawn by B. James),49,57
288,3,3:40.0,,B. James makes free throw 1 of 2,49,58
289,3,3:40.0,,B. James misses free throw 2 of 2,49,58
290,3,3:39.0,Defensive rebound by T. Booker,,49,58
291,3,3:22.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by R. Gobert),,52,58
292,3,3:06.0,,Turnover by M. Ellis (lost ball; steal by G. Hayward),52,58
293,3,3:01.0,E. Millsap makes 2-pt layup from 2 ft (assist by T. Burke),,54,58
294,3,2:39.0,,J. Barea makes 2-pt jump shot from 13 ft,54,60
295,3,2:22.0,Shooting foul by M. Ellis (drawn by R. Gobert),,54,60
296,3,2:22.0,R. Gobert misses free throw 1 of 2,,54,60
297,3,2:22.0,Offensive rebound by Team,,54,60
298,3,2:22.0,,D. Harris enters the game for M. Ellis,54,60
299,3,2:22.0,,D. Nowitzki enters the game for C. Villanueva,54,60
300,3,2:22.0,R. Gobert misses free throw 2 of 2,,54,60
301,3,2:21.0,,Defensive rebound by D. Nowitzki,54,60
302,3,2:09.0,,J. Barea misses 3-pt jump shot from 25 ft,54,60
303,3,2:07.0,Defensive rebound by T. Burke,,54,60
304,3,1:44.0,Turnover by G. Hayward (lost ball; steal by D. Nowitzki),,54,60
305,3,1:25.0,,B. James misses 2-pt layup from 1 ft,54,60
306,3,1:22.0,,Offensive rebound by B. James,54,60
307,3,1:22.0,,B. James makes 2-pt layup at rim,54,62
308,3,1:00.0,T. Burke misses 2-pt jump shot from 23 ft,,54,62
309,3,1:00.0,,Defensive rebound by D. Nowitzki,54,62
310,3,0:56.0,,Turnover by D. Nowitzki (bad pass),54,62
311,3,0:35.0,E. Millsap misses 3-pt jump shot from 26 ft,,54,62
312,3,0:33.0,Offensive rebound by Team,,54,62
313,3,0:33.0,D. Favors enters the game for R. Gobert,,54,62
314,3,0:31.0,T. Booker makes 3-pt jump shot from 24 ft (assist by G. Hayward),,57,62
315,3,0:08.0,,J. Barea misses 2-pt jump shot from 6 ft,57,62
316,3,0:06.0,,Offensive rebound by A. Aminu,57,62
317,3,0:04.0,,A. Aminu makes 2-pt jump shot from 6 ft,57,64
318,3,0:02.0,Offensive foul by E. Millsap (drawn by D. Harris),,57,64
319,3,0:02.0,Turnover by E. Millsap (offensive foul),,57,64
320,3,0:02.0,,Turnover by D. Harris (bad pass; steal by T. Booker),57,64
321,3,0:00.0,T. Booker misses 3-pt jump shot from 50 ft,,57,64
322,3,0:00.0,Offensive rebound by Team,,57,64
323,4,11:47.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,57,64
324,4,11:46.0,Defensive rebound by R. Gobert,,57,64
325,4,11:25.0,D. Favors misses 2-pt jump shot from 6 ft (block by B. James),,57,64
326,4,11:25.0,Offensive rebound by Team,,57,64
327,4,11:22.0,T. Burke misses 3-pt jump shot from 23 ft,,57,64
328,4,11:21.0,,Defensive rebound by M. Ellis,57,64
329,4,11:12.0,,Personal block foul by D. Favors (drawn by D. Harris),57,64
330,4,10:57.0,,D. Harris makes 3-pt jump shot from 29 ft (assist by M. Ellis),57,67
331,4,10:44.0,T. Burke misses 2-pt layup from 3 ft,,57,67
332,4,10:42.0,Offensive rebound by Team,,57,67
333,4,10:40.0,Turnover by D. Favors (bad pass; steal by M. Ellis),,57,67
334,4,10:36.0,,A. Aminu makes 2-pt dunk at rim (assist by M. Ellis),57,69
335,4,10:21.0,D. Exum makes 2-pt layup at rim,,59,69
336,4,10:03.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by D. Harris),59,71
337,4,9:39.0,Shooting foul by D. Nowitzki (drawn by R. Gobert),,59,71
338,4,9:39.0,R. Gobert misses free throw 1 of 2,,59,71
339,4,9:39.0,Offensive rebound by Team,,59,71
340,4,9:39.0,,C. Villanueva enters the game for D. Nowitzki,59,71
341,4,9:39.0,R. Gobert misses free throw 2 of 2,,59,71
342,4,9:37.0,,Defensive rebound by A. Aminu,59,71
343,4,9:22.0,,D. Harris misses 3-pt jump shot from 25 ft,59,71
344,4,9:20.0,Defensive rebound by D. Favors,,59,71
345,4,9:06.0,Turnover by T. Burke (bad pass; steal by M. Ellis),,59,71
346,4,9:03.0,,Shooting block foul by S. Novak (drawn by M. Ellis),59,71
347,4,9:03.0,,D. Harris makes free throw 1 of 2,59,72
348,4,9:03.0,T. Booker enters the game for R. Gobert,,59,72
349,4,9:03.0,,D. Harris misses free throw 2 of 2,59,72
350,4,9:02.0,Defensive rebound by D. Favors,,59,72
351,4,8:48.0,S. Novak makes 3-pt jump shot from 22 ft (assist by D. Exum),,62,72
352,4,8:25.0,,A. Aminu misses 2-pt jump shot from 13 ft,62,72
353,4,8:24.0,Defensive rebound by S. Novak,,62,72
354,4,8:18.0,S. Novak makes 3-pt jump shot from 25 ft (assist by T. Burke),,65,72
355,4,8:17.0,,Dallas full timeout,65,72
356,4,8:17.0,,C. Parsons enters the game for A. Aminu,65,72
357,4,8:03.0,,C. Villanueva misses 2-pt hook shot from 10 ft,65,72
358,4,8:00.0,Defensive rebound by T. Booker,,65,72
359,4,7:45.0,D. Exum misses 3-pt jump shot from 23 ft,,65,72
360,4,7:43.0,Offensive rebound by T. Booker,,65,72
361,4,7:43.0,Shooting foul by B. James (drawn by T. Booker),,65,72
362,4,7:43.0,T. Booker misses free throw 1 of 2,,65,72
363,4,7:43.0,Offensive rebound by Team,,65,72
364,4,7:43.0,,J. Barea enters the game for M. Ellis,65,72
365,4,7:43.0,,G. Smith enters the game for B. James,65,72
366,4,7:43.0,,D. Nowitzki enters the game for C. Villanueva,65,72
367,4,7:43.0,E. Millsap enters the game for T. Burke,,65,72
368,4,7:43.0,G. Hayward enters the game for S. Novak,,65,72
369,4,7:43.0,T. Booker makes free throw 2 of 2,,66,72
370,4,7:21.0,,Shooting foul by G. Hayward (drawn by G. Smith),66,72
371,4,7:21.0,,G. Smith makes free throw 1 of 2,66,73
372,4,7:21.0,,G. Smith misses free throw 2 of 2,66,73
373,4,7:20.0,,Offensive rebound by D. Nowitzki,66,73
374,4,7:05.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,66,73
375,4,7:04.0,,Offensive rebound by Team,66,73
376,4,6:57.0,,Personal block foul by E. Millsap (drawn by J. Barea),66,73
377,4,6:39.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,66,73
378,4,6:38.0,Defensive rebound by G. Hayward,,66,73
379,4,6:25.0,Personal block foul by G. Smith (drawn by T. Booker),,66,73
380,4,6:16.0,Turnover by T. Booker (lost ball),,66,73
381,4,6:04.0,,Shooting foul by D. Favors (drawn by G. Smith),66,73
382,4,6:04.0,,G. Smith misses free throw 1 of 2,66,73
383,4,6:04.0,,Offensive rebound by Team,66,73
384,4,6:04.0,,G. Smith makes free throw 2 of 2,66,74
385,4,5:54.0,Turnover by G. Hayward (bad pass; steal by C. Parsons),,66,74
386,4,5:34.0,,D. Nowitzki misses 2-pt jump shot from 7 ft,66,74
387,4,5:34.0,,Offensive rebound by D. Nowitzki,66,74
388,4,5:34.0,,Shooting foul by T. Booker (drawn by D. Nowitzki),66,74
389,4,5:34.0,Official timeout,,66,74
390,4,5:34.0,R. Gobert enters the game for D. Exum,,66,74
391,4,5:34.0,T. Burke enters the game for T. Booker,,66,74
392,4,5:34.0,,D. Nowitzki makes free throw 1 of 2,66,75
393,4,5:34.0,,D. Nowitzki makes free throw 2 of 2,66,76
