,QUARTER,TIME_REMAINING,MIAMI_ACTION,WASHINGTON_ACTION,MIAMI_SCORE,WASHINGTON_SCORE
0,1,11:44.0,,Shooting foul by H. Whiteside (drawn by N. Hilário),0,0
1,1,11:44.0,,N. Hilário makes free throw 1 of 2,0,1
2,1,11:44.0,,N. Hilário makes free throw 2 of 2,0,2
3,1,11:21.0,T. Johnson makes 2-pt jump shot from 7 ft,,2,2
4,1,11:08.0,,P. Pierce misses 3-pt jump shot from 24 ft,2,2
5,1,11:07.0,Defensive rebound by G. Dragić,,2,2
6,1,10:57.0,U. Haslem misses 2-pt jump shot from 19 ft,,2,2
7,1,10:56.0,,Defensive rebound by M. Gortat,2,2
8,1,10:51.0,,Personal foul by U. Haslem (drawn by N. Hilário),2,2
9,1,10:43.0,,N. Hilário makes 2-pt hook shot from 4 ft,2,4
10,1,10:22.0,U. Haslem makes 2-pt jump shot from 14 ft,,4,4
11,1,10:13.0,,P. Pierce makes 3-pt jump shot from 25 ft (assist by J. Wall),4,7
12,1,9:55.0,G. Dragić misses 2-pt jump shot from 18 ft,,4,7
13,1,9:54.0,,Defensive rebound by M. Gortat,4,7
14,1,9:44.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by P. Pierce),4,10
15,1,9:43.0,Miami full timeout,,4,10
16,1,9:29.0,Turnover by T. Johnson (bad pass; steal by J. Wall),,4,10
17,1,9:26.0,,Shooting foul by G. Dragić (drawn by J. Wall),4,10
18,1,9:26.0,,J. Wall makes free throw 1 of 2,4,11
19,1,9:26.0,,J. Wall makes free throw 2 of 2,4,12
20,1,9:10.0,H. Walker misses 3-pt jump shot from 23 ft,,4,12
21,1,9:09.0,Offensive rebound by Team,,4,12
22,1,9:09.0,,Loose ball foul by N. Hilário (drawn by H. Whiteside),4,12
23,1,8:53.0,H. Walker makes 2-pt jump shot from 14 ft (assist by G. Dragić),,6,12
24,1,8:42.0,,M. Gortat makes 2-pt hook shot from 7 ft,6,14
25,1,8:31.0,H. Walker misses 3-pt jump shot from 25 ft,,6,14
26,1,8:30.0,,Defensive rebound by M. Gortat,6,14
27,1,8:21.0,,B. Beal misses 3-pt jump shot from 26 ft,6,14
28,1,8:20.0,,Offensive rebound by J. Wall,6,14
29,1,8:15.0,,P. Pierce misses 3-pt jump shot from 27 ft,6,14
30,1,8:14.0,Defensive rebound by U. Haslem,,6,14
31,1,8:05.0,Turnover by G. Dragić (bad pass; steal by J. Wall),,6,14
32,1,8:01.0,,J. Wall makes 2-pt layup from 1 ft,6,16
33,1,7:45.0,H. Whiteside makes 2-pt jump shot from 12 ft (assist by G. Dragić),,8,16
34,1,7:32.0,,P. Pierce makes 2-pt jump shot from 12 ft (assist by J. Wall),8,18
35,1,7:13.0,H. Whiteside misses 2-pt jump shot from 16 ft,,8,18
36,1,7:12.0,,Defensive rebound by P. Pierce,8,18
37,1,7:02.0,,N. Hilário misses 2-pt jump shot from 10 ft,8,18
38,1,7:01.0,,Offensive rebound by M. Gortat,8,18
39,1,6:54.0,,N. Hilário misses 2-pt layup at rim (block by U. Haslem),8,18
40,1,6:52.0,Defensive rebound by U. Haslem,,8,18
41,1,6:45.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by T. Johnson),,11,18
42,1,6:35.0,,P. Pierce makes 2-pt layup from 1 ft (assist by N. Hilário),11,20
43,1,6:22.0,U. Haslem misses 2-pt jump shot from 16 ft,,11,20
44,1,6:21.0,,Defensive rebound by M. Gortat,11,20
45,1,6:07.0,,N. Hilário makes 2-pt jump shot from 17 ft,11,22
46,1,5:53.0,G. Dragić makes 2-pt layup from 2 ft,,13,22
47,1,5:42.0,,J. Wall misses 3-pt jump shot from 26 ft,13,22
48,1,5:41.0,Defensive rebound by T. Johnson,,13,22
49,1,5:20.0,G. Dragić misses 2-pt jump shot from 14 ft,,13,22
50,1,5:19.0,,Defensive rebound by M. Gortat,13,22
51,1,5:09.0,,M. Gortat makes 2-pt layup at rim (assist by N. Hilário),13,24
52,1,5:08.0,Miami full timeout,,13,24
53,1,5:08.0,M. Beasley enters the game for H. Whiteside,,13,24
54,1,5:08.0,,G. Temple enters the game for B. Beal,13,24
55,1,5:08.0,,O. Porter enters the game for P. Pierce,13,24
56,1,4:49.0,M. Beasley misses 2-pt jump shot from 13 ft,,13,24
57,1,4:48.0,,Defensive rebound by J. Wall,13,24
58,1,4:30.0,,O. Porter makes 2-pt jump shot from 12 ft (assist by M. Gortat),13,26
59,1,4:12.0,H. Walker misses 2-pt jump shot from 17 ft,,13,26
60,1,4:11.0,,Defensive rebound by M. Gortat,13,26
61,1,3:59.0,Violation by G. Dragić (kicked ball),,13,26
62,1,3:59.0,,Washington full timeout,13,26
63,1,3:59.0,,D. Gooden enters the game for N. Hilário,13,26
64,1,3:43.0,,G. Temple makes 3-pt jump shot from 26 ft (assist by J. Wall),13,29
65,1,3:29.0,S. Napier enters the game for G. Dragić,,13,29
66,1,3:29.0,J. Ennis enters the game for H. Walker,,13,29
67,1,3:20.0,M. Beasley misses 3-pt jump shot from 25 ft,,13,29
68,1,3:19.0,,Defensive rebound by J. Wall,13,29
69,1,3:00.0,,M. Gortat makes 2-pt hook shot from 4 ft (assist by O. Porter),13,31
70,1,2:45.0,S. Napier misses 2-pt jump shot from 18 ft,,13,31
71,1,2:44.0,,Defensive rebound by M. Gortat,13,31
72,1,2:38.0,,D. Gooden makes 3-pt jump shot from 22 ft (assist by J. Wall),13,34
73,1,2:22.0,J. Ennis misses 2-pt layup from 1 ft (block by M. Gortat),,13,34
74,1,2:20.0,,Defensive rebound by M. Gortat,13,34
75,1,2:15.0,C. Andersen enters the game for U. Haslem,,13,34
