,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CLEVELAND_ACTION,LA LAKERS_SCORE,CLEVELAND_SCORE
69,1,5:14.0,,I. Shumpert enters the game for L. James,15,14
70,1,5:07.0,Turnover by R. Sacre (lost ball; steal by K. Irving),,15,14
71,1,4:59.0,,K. Irving makes 2-pt jump shot from 3 ft,15,16
72,1,4:41.0,W. Ellington misses 2-pt jump shot from 6 ft,,15,16
73,1,4:38.0,Offensive rebound by C. Boozer,,15,16
74,1,4:38.0,C. Boozer makes 2-pt layup at rim,,17,16
75,1,4:18.0,,K. Love misses 2-pt hook shot from 10 ft,17,16
76,1,4:15.0,Defensive rebound by C. Boozer,,17,16
77,1,4:08.0,C. Boozer misses 2-pt jump shot from 16 ft,,17,16
78,1,4:07.0,,Defensive rebound by K. Love,17,16
79,1,3:45.0,,Turnover by T. Mozgov (lost ball; steal by J. Clarkson),17,16
80,1,3:38.0,C. Boozer misses 2-pt layup from 3 ft (block by T. Mozgov),,17,16
81,1,3:36.0,Offensive rebound by C. Boozer,,17,16
82,1,3:33.0,J. Clarkson makes 2-pt layup at rim (assist by C. Boozer),,19,16
83,1,3:14.0,,I. Shumpert misses 2-pt jump shot from 14 ft,19,16
84,1,3:13.0,Defensive rebound by W. Ellington,,19,16
85,1,3:05.0,Turnover by R. Sacre (bad pass; steal by I. Shumpert),,19,16
86,1,2:57.0,,J. Smith makes 2-pt jump shot from 18 ft,19,18
87,1,2:45.0,LA Lakers full timeout,,19,18
88,1,2:45.0,J. Lin enters the game for R. Sacre,,19,18
89,1,2:45.0,E. Davis enters the game for W. Ellington,,19,18
90,1,2:45.0,N. Young enters the game for J. Clarkson,,19,18
91,1,2:45.0,,L. James enters the game for K. Love,19,18
92,1,2:45.0,,T. Thompson enters the game for J. Smith,19,18
93,1,2:27.0,N. Young misses 3-pt jump shot from 24 ft,,19,18
94,1,2:27.0,,Defensive rebound by Team,19,18
95,1,2:20.0,,T. Mozgov makes 2-pt dunk at rim (assist by K. Irving),19,20
96,1,1:59.0,C. Boozer misses 2-pt jump shot from 8 ft,,19,20
97,1,1:57.0,Offensive rebound by W. Johnson,,19,20
98,1,1:57.0,W. Johnson misses 2-pt tip-in at rim,,19,20
99,1,1:56.0,Offensive rebound by W. Johnson,,19,20
100,1,1:56.0,Shooting foul by T. Mozgov (drawn by W. Johnson),,19,20
101,1,1:56.0,W. Johnson makes free throw 1 of 2,,20,20
102,1,1:56.0,W. Johnson makes free throw 2 of 2,,21,20
103,1,1:46.0,,K. Irving makes 2-pt layup at rim,21,22
104,1,1:34.0,W. Johnson makes 3-pt jump shot from 25 ft (assist by C. Boozer),,24,22
105,1,1:21.0,,K. Irving makes 3-pt jump shot from 25 ft,24,25
106,1,1:03.0,Turnover by J. Lin (bad pass; steal by L. James),,24,25
107,1,0:58.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by L. James),24,28
108,1,0:41.0,C. Boozer makes 2-pt jump shot from 11 ft (assist by J. Lin),,26,28
109,1,0:31.0,,T. Mozgov makes 2-pt dunk at rim (assist by K. Irving),26,30
110,1,0:10.0,J. Lin misses 2-pt jump shot from 8 ft,,26,30
111,1,0:08.0,,Defensive rebound by L. James,26,30
112,1,0:06.0,,Shooting foul by N. Young (drawn by L. James),26,30
113,1,0:06.0,,L. James makes free throw 1 of 2,26,31
114,1,0:06.0,,M. Dellavedova enters the game for K. Irving,26,31
115,1,0:06.0,,L. James makes free throw 2 of 2,26,32
116,1,0:01.0,J. Lin makes 2-pt layup at rim,,28,32
117,2,11:45.0,C. Boozer misses 2-pt jump shot from 14 ft,,28,32
118,2,11:44.0,,Defensive rebound by L. James,28,32
119,2,11:37.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by L. James),28,35
120,2,11:14.0,N. Young misses 2-pt jump shot from 15 ft,,28,35
121,2,11:13.0,,Defensive rebound by L. James,28,35
122,2,11:08.0,,T. Thompson makes 2-pt dunk at rim (assist by I. Shumpert),28,37
123,2,10:41.0,Shooting foul by K. Love (drawn by E. Davis),,28,37
124,2,10:41.0,E. Davis makes free throw 1 of 2,,29,37
125,2,10:41.0,E. Davis makes free throw 2 of 2,,30,37
126,2,10:33.0,,Personal foul by W. Johnson (drawn by L. James),30,37
127,2,10:23.0,,T. Thompson misses 2-pt jump shot from 5 ft,30,37
128,2,10:21.0,Defensive rebound by C. Boozer,,30,37
129,2,10:02.0,N. Young makes 2-pt jump shot from 17 ft,,32,37
130,2,9:49.0,,K. Love makes 3-pt jump shot from 25 ft (assist by T. Thompson),32,40
131,2,9:29.0,C. Boozer makes 2-pt jump shot from 15 ft (assist by N. Young),,34,40
132,2,9:06.0,,K. Love misses 2-pt jump shot from 7 ft,34,40
133,2,9:04.0,Defensive rebound by E. Davis,,34,40
134,2,8:58.0,N. Young misses 3-pt jump shot from 26 ft,,34,40
135,2,8:56.0,,Defensive rebound by L. James,34,40
136,2,8:53.0,,I. Shumpert makes 2-pt dunk at rim (assist by L. James),34,42
137,2,8:53.0,Personal foul by M. Dellavedova (drawn by J. Lin),,34,42
138,2,8:53.0,Official timeout,,34,42
139,2,8:33.0,N. Young misses 3-pt jump shot from 26 ft,,34,42
140,2,8:32.0,Offensive rebound by C. Boozer,,34,42
141,2,8:32.0,C. Boozer makes 2-pt layup at rim,,36,42
142,2,8:32.0,Shooting foul by M. Dellavedova (drawn by C. Boozer),,36,42
143,2,8:32.0,W. Ellington enters the game for W. Johnson,,36,42
144,2,8:32.0,C. Boozer makes free throw 1 of 1,,37,42
145,2,8:16.0,,Personal foul by N. Young (drawn by T. Thompson),37,42
146,2,8:16.0,,K. Irving enters the game for M. Dellavedova,37,42
147,2,8:14.0,,I. Shumpert makes 2-pt dunk at rim (assist by K. Irving),37,44
148,2,7:43.0,W. Ellington misses 3-pt jump shot from 24 ft,,37,44
149,2,7:42.0,,Defensive rebound by K. Love,37,44
150,2,7:36.0,,Personal foul by C. Boozer (drawn by T. Thompson),37,44
151,2,7:36.0,,J. Smith enters the game for L. James,37,44
152,2,7:27.0,,I. Shumpert misses 2-pt jump shot from 9 ft,37,44
153,2,7:27.0,,Offensive rebound by Team,37,44
154,2,7:27.0,,Personal foul by C. Boozer (drawn by T. Thompson),37,44
155,2,7:27.0,T. Black enters the game for C. Boozer,,37,44
156,2,7:22.0,,K. Irving misses 3-pt jump shot from 24 ft,37,44
157,2,7:21.0,Defensive rebound by W. Ellington,,37,44
158,2,7:02.0,J. Lin misses 2-pt jump shot from 10 ft,,37,44
159,2,7:00.0,,Defensive rebound by T. Thompson,37,44
160,2,6:52.0,,Personal foul by T. Black (drawn by T. Thompson),37,44
161,2,6:52.0,,T. Thompson misses free throw 1 of 2,37,44
162,2,6:52.0,,Offensive rebound by Team,37,44
163,2,6:52.0,R. Sacre enters the game for E. Davis,,37,44
164,2,6:52.0,,T. Thompson misses free throw 2 of 2,37,44
165,2,6:51.0,Defensive rebound by R. Sacre,,37,44
166,2,6:30.0,T. Black makes 2-pt layup at rim (assist by J. Lin),,39,44
167,2,6:18.0,,J. Smith misses 2-pt jump shot from 18 ft,39,44
168,2,6:16.0,Defensive rebound by W. Ellington,,39,44
169,2,6:09.0,W. Ellington misses 2-pt layup from 1 ft,,39,44
170,2,6:07.0,Offensive rebound by T. Black,,39,44
171,2,6:07.0,T. Black makes 2-pt dunk at rim,,41,44
172,2,6:04.0,,Cleveland full timeout,41,44
173,2,6:04.0,J. Clarkson enters the game for J. Lin,,41,44
174,2,6:04.0,,T. Mozgov enters the game for T. Thompson,41,44
175,2,5:52.0,,T. Mozgov makes 2-pt hook shot from 9 ft (assist by K. Love),41,46
176,2,5:33.0,W. Ellington misses 3-pt jump shot from 25 ft,,41,46
177,2,5:32.0,,Defensive rebound by K. Love,41,46
178,2,5:23.0,,K. Irving misses 2-pt jump shot from 14 ft,41,46
179,2,5:23.0,Defensive rebound by J. Clarkson,,41,46
180,2,5:23.0,Personal foul by K. Irving (drawn by J. Clarkson),,41,46
181,2,5:05.0,W. Ellington misses 2-pt jump shot from 5 ft,,41,46
182,2,5:02.0,,Defensive rebound by K. Love,41,46
183,2,4:50.0,,K. Love makes 2-pt layup at rim (assist by K. Irving),41,48
184,2,4:27.0,Turnover by N. Young (lost ball; steal by I. Shumpert),,41,48
185,2,4:22.0,,I. Shumpert makes 2-pt dunk at rim (assist by K. Irving),41,50
186,2,4:16.0,Technical foul by N. Young,,41,50
187,2,4:16.0,,K. Irving misses technical free throw,41,50
188,2,4:16.0,Offensive rebound by Team,,41,50
189,2,4:16.0,W. Johnson enters the game for N. Young,,41,50
190,2,4:16.0,,L. James enters the game for I. Shumpert,41,50
191,2,4:05.0,J. Clarkson misses 2-pt jump shot from 9 ft,,41,50
192,2,4:04.0,,Defensive rebound by L. James,41,50
193,2,3:41.0,,K. Love makes 3-pt jump shot from 25 ft (assist by J. Smith),41,53
194,2,3:08.0,W. Johnson misses 3-pt jump shot from 24 ft,,41,53
195,2,3:04.0,,Defensive rebound by K. Irving,41,53
196,2,2:55.0,,K. Love makes 3-pt jump shot from 24 ft (assist by J. Smith),41,56
197,2,2:47.0,LA Lakers full timeout,,41,56
198,2,2:47.0,,M. Dellavedova enters the game for K. Irving,41,56
199,2,2:26.0,W. Ellington makes 2-pt jump shot from 7 ft,,43,56
200,2,2:14.0,,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),43,59
201,2,1:48.0,T. Black misses 2-pt jump shot from 5 ft,,43,59
202,2,1:47.0,,Defensive rebound by K. Love,43,59
203,2,1:34.0,,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),43,62
204,2,1:15.0,R. Sacre misses 2-pt hook shot from 5 ft,,43,62
205,2,1:12.0,,Defensive rebound by T. Mozgov,43,62
206,2,1:02.0,,T. Mozgov makes 2-pt dunk at rim (assist by L. James),43,64
207,2,0:46.0,J. Clarkson misses 2-pt jump shot from 6 ft (block by T. Mozgov),,43,64
208,2,0:43.0,Offensive rebound by T. Black,,43,64
209,2,0:40.0,R. Sacre makes 2-pt hook shot from 8 ft (assist by T. Black),,45,64
210,2,0:35.0,,Turnover by L. James (lost ball; steal by T. Black),45,64
211,2,0:29.0,Shooting foul by K. Love (drawn by J. Clarkson),,45,64
212,2,0:29.0,J. Clarkson makes free throw 1 of 2,,46,64
213,2,0:29.0,,I. Shumpert enters the game for M. Dellavedova,46,64
214,2,0:29.0,E. Davis enters the game for R. Sacre,,46,64
215,2,0:29.0,J. Clarkson makes free throw 2 of 2,,47,64
216,2,0:08.0,,Turnover by L. James (bad pass; steal by W. Johnson),47,64
217,2,0:03.0,E. Davis makes 2-pt layup from 1 ft (assist by W. Ellington),,49,64
218,2,0:00.0,,L. James misses 3-pt jump shot from 46 ft,49,64
219,2,0:00.0,,Offensive rebound by Team,49,64
220,3,11:38.0,R. Kelly misses 2-pt jump shot from 15 ft,,49,64
221,3,11:37.0,Offensive rebound by R. Sacre,,49,64
222,3,11:36.0,Shooting foul by T. Mozgov (drawn by R. Sacre),,49,64
223,3,11:36.0,R. Sacre misses free throw 1 of 2,,49,64
224,3,11:36.0,Offensive rebound by Team,,49,64
225,3,11:36.0,R. Sacre misses free throw 2 of 2,,49,64
226,3,11:35.0,,Defensive rebound by T. Mozgov,49,64
227,3,11:18.0,,K. Love makes 2-pt jump shot from 19 ft (assist by J. Smith),49,66
228,3,10:56.0,T. Black misses 2-pt jump shot from 7 ft (block by T. Mozgov),,49,66
229,3,10:54.0,Offensive rebound by T. Black,,49,66
230,3,10:51.0,T. Black makes 2-pt layup at rim,,51,66
231,3,10:33.0,,Shooting foul by T. Black (drawn by K. Love),51,66
232,3,10:33.0,,K. Love misses free throw 1 of 3,51,66
233,3,10:33.0,,Offensive rebound by Team,51,66
234,3,10:33.0,,K. Love makes free throw 2 of 3,51,67
235,3,10:33.0,,K. Love makes free throw 3 of 3,51,68
236,3,10:23.0,R. Kelly misses 2-pt jump shot from 17 ft,,51,68
237,3,10:22.0,,Defensive rebound by K. Love,51,68
238,3,10:16.0,,L. James makes 3-pt jump shot from 24 ft (assist by K. Love),51,71
239,3,9:59.0,J. Clarkson misses 2-pt jump shot from 16 ft,,51,71
240,3,9:59.0,,Defensive rebound by Team,51,71
241,3,9:45.0,,L. James makes 2-pt jump shot from 19 ft (assist by K. Irving),51,73
242,3,9:30.0,Shooting foul by T. Mozgov (drawn by J. Clarkson),,51,73
243,3,9:30.0,J. Clarkson makes free throw 1 of 2,,52,73
244,3,9:30.0,J. Clarkson makes free throw 2 of 2,,53,73
245,3,9:21.0,,L. James makes 2-pt jump shot from 20 ft (assist by J. Smith),53,75
246,3,9:09.0,R. Kelly makes 2-pt jump shot from 4 ft (assist by J. Clarkson),,55,75
247,3,9:00.0,,L. James misses 3-pt jump shot from 24 ft,55,75
248,3,8:58.0,,Offensive rebound by Team,55,75
249,3,8:47.0,,L. James makes 3-pt jump shot from 27 ft,55,78
250,3,8:33.0,W. Ellington misses 3-pt jump shot from 25 ft,,55,78
251,3,8:32.0,,Defensive rebound by K. Irving,55,78
252,3,8:26.0,,L. James misses 3-pt jump shot from 28 ft,55,78
253,3,8:25.0,Defensive rebound by T. Black,,55,78
254,3,8:19.0,J. Clarkson makes 2-pt layup from 1 ft,,57,78
255,3,8:10.0,,K. Irving makes 3-pt jump shot from 26 ft,57,81
256,3,7:55.0,Personal foul by L. James (drawn by J. Clarkson),,57,81
257,3,7:55.0,,T. Thompson enters the game for K. Love,57,81
258,3,7:42.0,R. Sacre misses 2-pt hook shot from 10 ft,,57,81
259,3,7:39.0,,Defensive rebound by T. Thompson,57,81
260,3,7:30.0,,Turnover by T. Mozgov (bad pass; steal by R. Sacre),57,81
261,3,7:27.0,Shooting foul by J. Smith (drawn by J. Clarkson),,57,81
262,3,7:27.0,J. Clarkson makes free throw 1 of 2,,58,81
263,3,7:27.0,J. Clarkson misses free throw 2 of 2,,58,81
264,3,7:25.0,,Defensive rebound by T. Mozgov,58,81
265,3,7:05.0,,K. Irving makes 3-pt jump shot from 23 ft (assist by L. James),58,84
266,3,6:52.0,J. Clarkson misses 2-pt layup from 1 ft,,58,84
267,3,6:51.0,,Defensive rebound by L. James,58,84
268,3,6:45.0,,T. Thompson misses 2-pt layup from 1 ft (block by R. Sacre),58,84
269,3,6:43.0,Defensive rebound by R. Sacre,,58,84
270,3,6:34.0,R. Sacre makes 2-pt jump shot from 14 ft (assist by J. Clarkson),,60,84
271,3,6:11.0,,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),60,86
272,3,5:52.0,R. Sacre misses 2-pt dunk at rim (block by T. Mozgov),,60,86
273,3,5:50.0,,Defensive rebound by T. Thompson,60,86
274,3,5:43.0,,Cleveland full timeout,60,86
275,3,5:37.0,,J. Smith misses 3-pt jump shot from 25 ft,60,86
276,3,5:36.0,,Offensive rebound by Team,60,86
277,3,5:36.0,Loose ball foul by R. Kelly (drawn by T. Thompson),,60,86
278,3,5:24.0,,Turnover by L. James (traveling),60,86
279,3,4:59.0,J. Clarkson misses 3-pt jump shot from 31 ft,,60,86
280,3,4:57.0,,Defensive rebound by T. Mozgov,60,86
281,3,4:44.0,,L. James misses 3-pt jump shot from 26 ft,60,86
282,3,4:42.0,,Offensive rebound by T. Mozgov,60,86
283,3,4:37.0,,L. James misses 2-pt jump shot from 13 ft,60,86
284,3,4:35.0,Defensive rebound by J. Clarkson,,60,86
285,3,4:35.0,Personal foul by K. Irving (drawn by J. Clarkson),,60,86
286,3,4:35.0,J. Clarkson makes free throw 1 of 2,,61,86
287,3,4:35.0,J. Clarkson makes free throw 2 of 2,,62,86
288,3,4:17.0,,K. Irving misses 3-pt jump shot from 26 ft,62,86
289,3,4:15.0,Defensive rebound by R. Kelly,,62,86
290,3,3:56.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by J. Clarkson),,65,86
291,3,3:38.0,,L. James misses 2-pt jump shot from 4 ft (block by R. Kelly),65,86
292,3,3:38.0,Defensive rebound by Team,,65,86
293,3,3:38.0,,K. Love enters the game for T. Mozgov,65,86
294,3,3:38.0,,I. Shumpert enters the game for J. Smith,65,86
295,3,3:38.0,E. Davis enters the game for R. Sacre,,65,86
296,3,3:20.0,,Violation by T. Thompson (def goaltending),65,86
297,3,3:20.0,E. Davis makes 2-pt layup from 1 ft,,67,86
298,3,3:05.0,,Turnover by L. James (bad pass; steal by J. Clarkson),67,86
299,3,3:04.0,J. Clarkson makes 2-pt layup at rim,,69,86
300,3,3:04.0,Shooting foul by K. Irving (drawn by J. Clarkson),,69,86
301,3,3:04.0,,M. Dellavedova enters the game for K. Irving,69,86
302,3,3:04.0,J. Clarkson makes free throw 1 of 1,,70,86
303,3,2:55.0,,Personal foul by T. Black (drawn by L. James),70,86
304,3,2:55.0,LA Lakers full timeout,,70,86
305,3,2:43.0,,Shooting foul by J. Clarkson (drawn by L. James),70,86
306,3,2:43.0,,L. James misses free throw 1 of 2,70,86
307,3,2:43.0,,Offensive rebound by Team,70,86
308,3,2:43.0,,L. James makes free throw 2 of 2,70,87
309,3,2:34.0,W. Ellington misses 2-pt jump shot from 18 ft,,70,87
310,3,2:33.0,Offensive rebound by J. Clarkson,,70,87
311,3,2:28.0,R. Kelly misses 3-pt jump shot from 24 ft,,70,87
312,3,2:27.0,,Defensive rebound by K. Love,70,87
313,3,2:22.0,,L. James makes 2-pt layup from 3 ft,70,89
314,3,2:22.0,,Shooting foul by T. Black (drawn by L. James),70,89
315,3,2:22.0,,L. James makes free throw 1 of 1,70,90
316,3,2:02.0,E. Davis makes 2-pt layup at rim (assist by W. Ellington),,72,90
317,3,1:46.0,,K. Love misses 2-pt hook shot from 5 ft,72,90
318,3,1:46.0,Defensive rebound by Team,,72,90
319,3,1:30.0,T. Black makes 2-pt dunk at rim (assist by E. Davis),,74,90
320,3,1:06.0,,I. Shumpert misses 3-pt jump shot from 22 ft,74,90
321,3,1:05.0,Defensive rebound by T. Black,,74,90
322,3,0:57.0,R. Kelly misses 3-pt jump shot from 24 ft,,74,90
323,3,0:56.0,,Defensive rebound by L. James,74,90
324,3,0:47.0,,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),74,93
325,3,0:29.0,J. Clarkson misses 3-pt jump shot from 25 ft,,74,93
326,3,0:27.0,Offensive rebound by W. Ellington,,74,93
327,3,0:27.0,W. Ellington makes 2-pt layup at rim,,76,93
328,3,0:05.0,,K. Love makes 3-pt jump shot from 25 ft (assist by T. Thompson),76,96
329,3,0:00.0,W. Ellington makes 3-pt jump shot from 25 ft,,79,96
330,4,11:48.0,,K. Love misses 2-pt jump shot from 14 ft (block by E. Davis),79,96
331,4,11:45.0,Defensive rebound by C. Boozer,,79,96
332,4,11:32.0,Turnover by J. Lin (bad pass; steal by I. Shumpert),,79,96
333,4,11:24.0,,Turnover by K. Love (bad pass; steal by W. Johnson),79,96
334,4,11:10.0,N. Young misses 2-pt jump shot from 21 ft,,79,96
335,4,11:09.0,,Defensive rebound by T. Thompson,79,96
336,4,10:51.0,,T. Thompson misses 2-pt jump shot from 4 ft,79,96
337,4,10:50.0,Defensive rebound by E. Davis,,79,96
338,4,10:39.0,W. Johnson misses 2-pt jump shot from 16 ft,,79,96
339,4,10:38.0,,Defensive rebound by T. Thompson,79,96
340,4,10:29.0,,K. Irving makes 2-pt layup from 1 ft,79,98
341,4,10:13.0,N. Young misses 3-pt jump shot from 22 ft,,79,98
342,4,10:11.0,,Defensive rebound by K. Irving,79,98
343,4,10:08.0,,Shooting foul by J. Lin (drawn by K. Irving),79,98
344,4,10:08.0,,K. Irving makes free throw 1 of 2,79,99
345,4,10:08.0,,K. Irving makes free throw 2 of 2,79,100
346,4,9:57.0,E. Davis misses 2-pt jump shot from 4 ft (block by I. Shumpert),,79,100
347,4,9:54.0,,Defensive rebound by I. Shumpert,79,100
348,4,9:49.0,,I. Shumpert misses 2-pt jump shot from 16 ft,79,100
349,4,9:48.0,,Offensive rebound by T. Thompson,79,100
350,4,9:41.0,,I. Shumpert misses 2-pt jump shot from 17 ft,79,100
351,4,9:39.0,Defensive rebound by J. Lin,,79,100
352,4,9:36.0,Turnover by J. Lin (lost ball; steal by I. Shumpert),,79,100
353,4,9:32.0,,Personal foul by N. Young (drawn by T. Thompson),79,100
354,4,9:19.0,,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),79,102
355,4,9:03.0,W. Johnson misses 2-pt jump shot from 14 ft,,79,102
356,4,9:02.0,,Defensive rebound by K. Love,79,102
357,4,8:51.0,,K. Irving makes 2-pt layup at rim,79,104
358,4,8:35.0,E. Davis makes 2-pt hook shot from 6 ft (assist by C. Boozer),,81,104
359,4,8:22.0,,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),81,106
360,4,8:03.0,C. Boozer misses 2-pt jump shot from 16 ft,,81,106
361,4,8:02.0,,Defensive rebound by T. Thompson,81,106
362,4,7:51.0,,I. Shumpert misses 3-pt jump shot from 24 ft,81,106
363,4,7:50.0,Defensive rebound by E. Davis,,81,106
364,4,7:34.0,W. Johnson misses 2-pt jump shot from 8 ft,,81,106
365,4,7:32.0,Offensive rebound by E. Davis,,81,106
366,4,7:24.0,C. Boozer misses 2-pt jump shot from 5 ft (block by I. Shumpert),,81,106
367,4,7:22.0,Offensive rebound by E. Davis,,81,106
368,4,7:21.0,E. Davis makes 2-pt layup at rim,,83,106
369,4,7:02.0,,K. Irving makes 3-pt jump shot from 25 ft,83,109
370,4,6:41.0,J. Lin makes 2-pt jump shot from 6 ft (assist by E. Davis),,85,109
371,4,6:27.0,,Shooting foul by E. Davis (drawn by T. Thompson),85,109
372,4,6:27.0,Official timeout,,85,109
373,4,6:27.0,R. Kelly enters the game for C. Boozer,,85,109
374,4,6:27.0,,M. Dellavedova enters the game for K. Love,85,109
375,4,6:27.0,,T. Mozgov enters the game for K. Irving,85,109
376,4,6:27.0,,T. Thompson makes free throw 1 of 2,85,110
377,4,6:27.0,,T. Thompson misses free throw 2 of 2,85,110
378,4,6:27.0,Defensive rebound by E. Davis,,85,110
379,4,6:13.0,N. Young misses 3-pt jump shot from 24 ft,,85,110
380,4,6:12.0,,Defensive rebound by T. Mozgov,85,110
381,4,5:56.0,,Turnover by I. Shumpert (bad pass; steal by R. Kelly),85,110
382,4,5:48.0,J. Lin makes 3-pt jump shot from 26 ft (assist by N. Young),,88,110
383,4,5:31.0,,Shooting foul by E. Davis (drawn by T. Thompson),88,110
384,4,5:31.0,,Cleveland full timeout,88,110
385,4,5:31.0,,T. Thompson makes free throw 1 of 2,88,111
386,4,5:31.0,,T. Thompson misses free throw 2 of 2,88,111
387,4,5:30.0,Defensive rebound by R. Kelly,,88,111
388,4,5:07.0,J. Lin misses 2-pt jump shot from 9 ft,,88,111
389,4,5:04.0,Offensive rebound by E. Davis,,88,111
