,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,DALLAS_ACTION,LA LAKERS_SCORE,DALLAS_SCORE
0,1,11:41.0,,M. Ellis misses 2-pt layup at rim (block by J. Lin),0,0
1,1,11:39.0,Defensive rebound by J. Hill,,0,0
2,1,11:27.0,C. Boozer makes 2-pt jump shot from 16 ft (assist by K. Bryant),,2,0
3,1,11:15.0,,C. Parsons misses 3-pt jump shot from 22 ft,2,0
4,1,11:14.0,Defensive rebound by J. Lin,,2,0
5,1,11:06.0,J. Lin misses 2-pt jump shot from 9 ft,,2,0
6,1,11:05.0,,Defensive rebound by D. Nowitzki,2,0
7,1,11:01.0,,Personal foul by J. Lin (drawn by J. Nelson),2,0
8,1,10:55.0,,D. Nowitzki makes 2-pt layup at rim (assist by M. Ellis),2,2
9,1,10:40.0,K. Bryant misses 2-pt jump shot from 19 ft,,2,2
10,1,10:39.0,,Defensive rebound by M. Ellis,2,2
11,1,10:28.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by C. Parsons),2,4
12,1,10:10.0,J. Lin makes 3-pt jump shot from 24 ft (assist by C. Boozer),,5,4
13,1,9:49.0,,J. Nelson makes 2-pt layup at rim (assist by M. Ellis),5,6
14,1,9:27.0,J. Lin misses 2-pt jump shot from 16 ft,,5,6
15,1,9:27.0,,Defensive rebound by Team,5,6
16,1,9:19.0,,Shooting foul by J. Hill (drawn by T. Chandler),5,6
17,1,9:19.0,,T. Chandler makes free throw 1 of 2,5,7
18,1,9:19.0,,T. Chandler makes free throw 2 of 2,5,8
19,1,8:57.0,C. Boozer makes 2-pt jump shot from 14 ft (assist by J. Hill),,7,8
20,1,8:46.0,,Turnover by M. Ellis (bad pass; steal by J. Hill),7,8
21,1,8:39.0,K. Bryant misses 2-pt jump shot from 18 ft,,7,8
22,1,8:37.0,Offensive rebound by J. Hill,,7,8
23,1,8:37.0,J. Hill makes 2-pt layup from 1 ft,,9,8
24,1,8:23.0,,J. Nelson makes 2-pt layup at rim,9,10
25,1,8:00.0,J. Hill makes 2-pt jump shot from 19 ft (assist by K. Bryant),,11,10
26,1,7:47.0,,C. Parsons misses 3-pt jump shot from 22 ft,11,10
27,1,7:45.0,Defensive rebound by K. Bryant,,11,10
28,1,7:41.0,W. Johnson makes 2-pt dunk at rim (assist by K. Bryant),,13,10
29,1,7:20.0,,D. Nowitzki makes 2-pt jump shot from 18 ft,13,12
30,1,7:01.0,J. Lin makes 2-pt layup at rim,,15,12
31,1,6:51.0,,C. Parsons makes 2-pt layup at rim (assist by J. Nelson),15,14
32,1,6:35.0,J. Hill makes 2-pt jump shot from 20 ft (assist by K. Bryant),,17,14
33,1,6:15.0,,J. Nelson misses 2-pt jump shot from 22 ft,17,14
34,1,6:14.0,,Offensive rebound by T. Chandler,17,14
35,1,6:08.0,,D. Nowitzki makes 3-pt jump shot from 22 ft (assist by M. Ellis),17,17
36,1,5:46.0,C. Boozer misses 2-pt jump shot from 6 ft,,17,17
37,1,5:44.0,,Defensive rebound by D. Nowitzki,17,17
38,1,5:34.0,,D. Nowitzki makes 2-pt layup from 1 ft (assist by J. Nelson),17,19
39,1,5:14.0,J. Hill makes 2-pt layup at rim (assist by C. Boozer),,19,19
40,1,5:13.0,,Dallas full timeout,19,19
41,1,5:13.0,,A. Aminu enters the game for D. Nowitzki,19,19
42,1,5:13.0,E. Davis enters the game for W. Johnson,,19,19
43,1,5:13.0,N. Young enters the game for C. Boozer,,19,19
44,1,4:57.0,,J. Nelson makes 3-pt jump shot from 24 ft (assist by M. Ellis),19,22
45,1,4:32.0,N. Young misses 2-pt jump shot from 23 ft,,19,22
46,1,4:31.0,,Defensive rebound by C. Parsons,19,22
47,1,4:20.0,,A. Aminu makes 3-pt jump shot from 23 ft (assist by C. Parsons),19,25
48,1,3:56.0,Shooting foul by T. Chandler (drawn by K. Bryant),,19,25
49,1,3:56.0,K. Bryant makes free throw 1 of 2,,20,25
50,1,3:56.0,,B. Wright enters the game for T. Chandler,20,25
51,1,3:56.0,R. Price enters the game for J. Lin,,20,25
52,1,3:56.0,K. Bryant makes free throw 2 of 2,,21,25
53,1,3:42.0,,A. Aminu misses 3-pt jump shot from 24 ft,21,25
54,1,3:41.0,Defensive rebound by K. Bryant,,21,25
55,1,3:32.0,K. Bryant misses 2-pt jump shot from 19 ft,,21,25
56,1,3:30.0,Offensive rebound by Team,,21,25
57,1,3:17.0,K. Bryant misses 2-pt jump shot from 12 ft,,21,25
58,1,3:16.0,Offensive rebound by E. Davis,,21,25
59,1,3:10.0,N. Young misses 2-pt jump shot from 14 ft,,21,25
60,1,3:09.0,Offensive rebound by K. Bryant,,21,25
61,1,3:07.0,K. Bryant misses 2-pt layup from 1 ft,,21,25
62,1,3:06.0,,Defensive rebound by A. Aminu,21,25
63,1,2:52.0,,C. Parsons misses 2-pt layup from 1 ft (block by J. Hill),21,25
64,1,2:52.0,,Offensive rebound by Team,21,25
65,1,2:52.0,LA Lakers full timeout,,21,25
66,1,2:44.0,,A. Aminu misses 2-pt jump shot from 23 ft,21,25
67,1,2:42.0,Defensive rebound by J. Hill,,21,25
68,1,2:25.0,E. Davis makes 2-pt layup at rim (assist by K. Bryant),,23,25
69,1,2:16.0,,Personal foul by E. Davis (drawn by A. Aminu),23,25
70,1,2:16.0,,J. Barea enters the game for J. Nelson,23,25
71,1,2:16.0,R. Sacre enters the game for J. Hill,,23,25
72,1,2:09.0,,B. Wright makes 2-pt jump shot from 7 ft (assist by M. Ellis),23,27
73,1,1:57.0,K. Bryant misses 2-pt jump shot from 17 ft,,23,27
74,1,1:55.0,,Defensive rebound by J. Barea,23,27
75,1,1:50.0,,Shooting foul by R. Sacre (drawn by A. Aminu),23,27
76,1,1:50.0,,A. Aminu misses free throw 1 of 2,23,27
77,1,1:50.0,,Offensive rebound by Team,23,27
78,1,1:50.0,,J. Crowder enters the game for M. Ellis,23,27
79,1,1:50.0,,A. Aminu misses free throw 2 of 2,23,27
80,1,1:49.0,Defensive rebound by K. Bryant,,23,27
81,1,1:27.0,K. Bryant misses 2-pt layup from 1 ft,,23,27
82,1,1:26.0,Offensive rebound by E. Davis,,23,27
83,1,1:26.0,E. Davis makes 2-pt tip-in at rim,,25,27
84,1,1:06.0,,J. Crowder makes 3-pt jump shot from 22 ft (assist by J. Barea),25,30
85,1,0:46.0,N. Young misses 3-pt jump shot from 23 ft,,25,30
86,1,0:45.0,,Defensive rebound by J. Crowder,25,30
87,1,0:35.0,,Personal foul by R. Price (drawn by J. Barea),25,30
88,1,0:35.0,,J. Barea misses free throw 1 of 2,25,30
89,1,0:35.0,,Offensive rebound by Team,25,30
90,1,0:35.0,,R. Jefferson enters the game for C. Parsons,25,30
91,1,0:35.0,,J. Barea makes free throw 2 of 2,25,31
92,1,0:28.0,Personal block foul by J. Barea (drawn by K. Bryant),,25,31
93,1,0:18.0,Personal foul by R. Jefferson (drawn by K. Bryant),,25,31
94,1,0:18.0,K. Bryant makes free throw 1 of 2,,26,31
95,1,0:18.0,,D. Nowitzki enters the game for A. Aminu,26,31
96,1,0:18.0,K. Bryant makes free throw 2 of 2,,27,31
97,1,0:06.0,,Personal foul by E. Davis (drawn by D. Nowitzki),27,31
98,1,0:06.0,,D. Nowitzki makes free throw 1 of 2,27,32
99,1,0:06.0,,D. Nowitzki makes free throw 2 of 2,27,33
100,1,0:05.0,Turnover by R. Sacre (bad pass; steal by J. Crowder),,27,33
101,1,0:04.0,,J. Crowder makes 2-pt layup from 1 ft,27,35
102,1,0:04.0,,Shooting block foul by R. Sacre (drawn by J. Crowder),27,35
103,1,0:04.0,,A. Aminu enters the game for D. Nowitzki,27,35
104,1,0:04.0,,J. Crowder misses free throw 1 of 1,27,35
105,1,0:04.0,,Offensive rebound by R. Jefferson,27,35
106,1,0:00.0,,J. Barea makes 3-pt jump shot from 26 ft (assist by R. Jefferson),27,38
107,2,11:43.0,R. Sacre makes 2-pt jump shot from 19 ft (assist by N. Young),,29,38
108,2,11:28.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,29,38
109,2,11:27.0,Defensive rebound by E. Davis,,29,38
110,2,11:14.0,W. Johnson makes 2-pt jump shot from 23 ft (assist by R. Sacre),,31,38
111,2,11:14.0,Shooting foul by R. Jefferson (drawn by W. Johnson),,31,38
112,2,11:14.0,W. Johnson makes free throw 1 of 1,,32,38
113,2,11:02.0,,Shooting foul by N. Young (drawn by B. Wright),32,38
114,2,11:02.0,,B. Wright makes free throw 1 of 2,32,39
115,2,11:02.0,,B. Wright makes free throw 2 of 2,32,40
116,2,10:57.0,Turnover by R. Price (offensive foul),,32,40
117,2,10:57.0,Offensive foul by R. Price (drawn by J. Barea),,32,40
118,2,10:57.0,C. Boozer enters the game for E. Davis,,32,40
119,2,10:43.0,,Personal foul by C. Boozer (drawn by J. Crowder),32,40
120,2,10:35.0,,B. Wright makes 2-pt dunk at rim (assist by J. Barea),32,42
121,2,10:15.0,R. Sacre makes 2-pt jump shot from 16 ft (assist by W. Johnson),,34,42
122,2,10:08.0,,Personal foul by R. Sacre (drawn by J. Barea),34,42
123,2,10:08.0,J. Hill enters the game for R. Sacre,,34,42
124,2,9:57.0,,J. Crowder misses 3-pt jump shot from 22 ft,34,42
125,2,9:57.0,,Offensive rebound by B. Wright,34,42
126,2,9:57.0,,Personal foul by J. Hill (drawn by B. Wright),34,42
127,2,9:43.0,,B. Wright makes 2-pt dunk at rim (assist by J. Barea),34,44
128,2,9:24.0,J. Hill makes 2-pt hook shot from 2 ft,,36,44
129,2,9:10.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by J. Barea),36,47
130,2,8:50.0,Shooting foul by B. Wright (drawn by J. Hill),,36,47
131,2,8:50.0,Official timeout,,36,47
132,2,8:50.0,,T. Chandler enters the game for B. Wright,36,47
133,2,8:50.0,J. Hill makes free throw 1 of 2,,37,47
134,2,8:50.0,J. Hill makes free throw 2 of 2,,38,47
135,2,8:38.0,,Personal foul by W. Johnson (drawn by D. Nowitzki),38,47
136,2,8:38.0,,D. Nowitzki makes free throw 1 of 2,38,48
