,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CHICAGO_ACTION,NEW YORK_SCORE,CHICAGO_SCORE
88,1,1:41.0,,Turnover by T. Snell (bad pass; steal by P. Prigioni),18,24
89,1,1:28.0,S. Dalembert makes 2-pt jump shot from 11 ft (assist by J. Smith),,20,24
90,1,1:10.0,,Personal foul by T. Wear (drawn by J. Butler),20,24
91,1,1:10.0,,J. Butler makes free throw 1 of 2,20,25
92,1,1:10.0,T. Hardaway enters the game for T. Wear,,20,25
93,1,1:10.0,,J. Butler makes free throw 2 of 2,20,26
94,1,0:51.0,T. Hardaway misses 2-pt jump shot from 20 ft,,20,26
95,1,0:50.0,,Defensive rebound by A. Brooks,20,26
96,1,0:43.0,,N. Mirotić makes 2-pt jump shot from 16 ft (assist by A. Brooks),20,28
97,1,0:29.0,P. Prigioni misses 2-pt jump shot from 2 ft,,20,28
98,1,0:28.0,,Defensive rebound by J. Butler,20,28
99,1,0:24.0,,J. Butler makes 2-pt jump shot from 18 ft,20,30
100,1,0:02.0,S. Larkin misses 2-pt jump shot from 15 ft,,20,30
101,1,0:01.0,Offensive rebound by S. Dalembert,,20,30
102,1,0:00.0,S. Dalembert misses 2-pt hook shot from 10 ft,,20,30
103,1,0:00.0,Offensive rebound by Team,,20,30
104,2,11:36.0,,J. Noah misses 2-pt layup from 2 ft,20,30
105,2,11:36.0,,Offensive rebound by Team,20,30
106,2,11:36.0,,Turnover by Team (shot clock),20,30
107,2,11:24.0,Shooting foul by T. Snell (drawn by Q. Acy),,20,30
108,2,11:24.0,Q. Acy makes free throw 1 of 2,,21,30
109,2,11:24.0,Q. Acy makes free throw 2 of 2,,22,30
110,2,11:04.0,,J. Butler makes 3-pt jump shot from 25 ft (assist by J. Noah),22,33
111,2,10:47.0,S. Larkin makes 2-pt jump shot from 15 ft,,24,33
112,2,10:38.0,,A. Brooks makes 2-pt jump shot from 14 ft,24,35
113,2,10:19.0,C. Aldrich makes 2-pt hook shot from 7 ft,,26,35
114,2,10:05.0,,N. Mirotić misses 3-pt jump shot from 24 ft,26,35
115,2,10:04.0,Defensive rebound by P. Prigioni,,26,35
116,2,9:44.0,C. Aldrich misses 2-pt hook shot from 10 ft,,26,35
117,2,9:43.0,,Defensive rebound by J. Butler,26,35
118,2,9:35.0,,Shooting foul by Q. Acy (drawn by N. Mirotić),26,35
119,2,9:35.0,,N. Mirotić makes free throw 1 of 2,26,36
120,2,9:35.0,,M. Dunleavy enters the game for J. Butler,26,36
121,2,9:35.0,,N. Mirotić misses free throw 2 of 2,26,36
122,2,9:34.0,Defensive rebound by C. Aldrich,,26,36
123,2,9:27.0,P. Prigioni misses 2-pt layup from 1 ft (block by N. Mirotić),,26,36
124,2,9:25.0,,Defensive rebound by M. Dunleavy,26,36
125,2,9:20.0,,Turnover by A. Brooks (bad pass),26,36
126,2,9:04.0,P. Prigioni makes 2-pt jump shot from 19 ft,,28,36
127,2,8:43.0,,N. Mirotić misses 3-pt jump shot from 25 ft,28,36
128,2,8:42.0,Defensive rebound by P. Prigioni,,28,36
129,2,8:30.0,Turnover by C. Aldrich (lost ball),,28,36
130,2,8:30.0,,Chicago full timeout,28,36
131,2,8:16.0,,A. Brooks misses 2-pt jump shot from 7 ft (block by S. Larkin),28,36
132,2,8:16.0,Defensive rebound by C. Aldrich,,28,36
133,2,8:16.0,Turnover by C. Aldrich (lost ball),,28,36
134,2,8:04.0,,T. Snell misses 2-pt layup from 3 ft,28,36
135,2,8:02.0,,Offensive rebound by J. Noah,28,36
136,2,8:02.0,,J. Noah makes 2-pt tip-in from 1 ft,28,38
137,2,7:37.0,S. Larkin misses 2-pt jump shot from 9 ft,,28,38
138,2,7:36.0,Offensive rebound by C. Aldrich,,28,38
139,2,7:35.0,C. Aldrich makes 2-pt hook shot from 3 ft,,30,38
140,2,7:19.0,,A. Brooks makes 2-pt layup from 1 ft,30,40
141,2,7:04.0,Turnover by C. Aldrich (bad pass; steal by T. Snell),,30,40
142,2,6:58.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,30,40
143,2,6:57.0,Defensive rebound by Q. Acy,,30,40
144,2,6:44.0,Q. Acy misses 2-pt jump shot from 16 ft,,30,40
145,2,6:43.0,,Defensive rebound by J. Noah,30,40
146,2,6:29.0,,Turnover by A. Brooks (bad pass; steal by T. Hardaway),30,40
147,2,6:26.0,Q. Acy makes 2-pt dunk at rim (assist by T. Hardaway),,32,40
148,2,6:19.0,,Chicago full timeout,32,40
149,2,6:19.0,J. Calderón enters the game for C. Aldrich,,32,40
150,2,6:19.0,J. Smith enters the game for T. Hardaway,,32,40
151,2,6:19.0,T. Wear enters the game for P. Prigioni,,32,40
152,2,6:19.0,A. Stoudemire enters the game for Q. Acy,,32,40
153,2,6:19.0,,P. Gasol enters the game for N. Mirotić,32,40
154,2,6:19.0,,J. Butler enters the game for T. Snell,32,40
155,2,6:07.0,,A. Brooks misses 3-pt jump shot from 25 ft,32,40
156,2,6:06.0,Defensive rebound by T. Wear,,32,40
157,2,5:51.0,S. Larkin misses 2-pt layup from 2 ft,,32,40
158,2,5:50.0,,Defensive rebound by J. Noah,32,40
159,2,5:41.0,,M. Dunleavy misses 3-pt jump shot from 22 ft,32,40
160,2,5:40.0,Defensive rebound by T. Wear,,32,40
161,2,5:26.0,A. Stoudemire misses 2-pt hook shot at rim,,32,40
162,2,5:25.0,Offensive rebound by A. Stoudemire,,32,40
163,2,5:25.0,A. Stoudemire makes 2-pt tip-in at rim,,34,40
164,2,5:09.0,,P. Gasol misses 2-pt jump shot from 7 ft,34,40
165,2,5:08.0,Defensive rebound by A. Stoudemire,,34,40
166,2,4:54.0,Shooting foul by J. Noah (drawn by J. Smith),,34,40
167,2,4:54.0,J. Smith misses free throw 1 of 2,,34,40
168,2,4:54.0,Offensive rebound by Team,,34,40
169,2,4:54.0,,K. Hinrich enters the game for A. Brooks,34,40
170,2,4:54.0,,N. Mirotić enters the game for J. Noah,34,40
171,2,4:54.0,J. Smith makes free throw 2 of 2,,35,40
172,2,4:31.0,,P. Gasol misses 2-pt jump shot from 10 ft,35,40
173,2,4:29.0,,Offensive rebound by J. Butler,35,40
174,2,4:29.0,,J. Butler misses 2-pt jump shot from 4 ft,35,40
175,2,4:28.0,Defensive rebound by J. Smith,,35,40
176,2,4:22.0,Turnover by J. Calderón (bad pass; steal by J. Butler),,35,40
177,2,4:18.0,,K. Hinrich makes 2-pt layup from 2 ft (assist by J. Butler),35,42
178,2,4:05.0,A. Stoudemire makes 2-pt layup from 2 ft (assist by S. Larkin),,37,42
179,2,3:45.0,,K. Hinrich makes 3-pt jump shot from 22 ft (assist by J. Butler),37,45
180,2,3:26.0,S. Larkin misses 2-pt jump shot from 20 ft,,37,45
181,2,3:25.0,,Defensive rebound by P. Gasol,37,45
182,2,3:09.0,,N. Mirotić makes 3-pt jump shot from 23 ft (assist by K. Hinrich),37,48
183,2,3:00.0,New York full timeout,,37,48
184,2,3:00.0,T. Hardaway enters the game for J. Smith,,37,48
185,2,3:00.0,Q. Acy enters the game for S. Larkin,,37,48
186,2,2:53.0,Q. Acy misses 2-pt jump shot from 18 ft,,37,48
187,2,2:52.0,,Defensive rebound by M. Dunleavy,37,48
188,2,2:33.0,,Turnover by J. Butler (offensive foul),37,48
189,2,2:33.0,A. Stoudemire misses 2-pt layup from 2 ft (block by P. Gasol),,37,48
190,2,2:33.0,Offensive rebound by Q. Acy,,37,48
191,2,2:33.0,,Offensive foul by J. Butler (drawn by T. Wear),37,48
192,2,2:12.0,Q. Acy makes 2-pt dunk at rim,,39,48
193,2,1:50.0,,P. Gasol misses 2-pt hook shot from 5 ft,39,48
194,2,1:46.0,,Offensive rebound by Team,39,48
195,2,1:46.0,,N. Mirotić misses 2-pt layup from 3 ft (block by A. Stoudemire),39,48
196,2,1:44.0,Defensive rebound by Q. Acy,,39,48
197,2,1:36.0,T. Wear makes 2-pt jump shot from 20 ft (assist by A. Stoudemire),,41,48
198,2,1:24.0,,J. Butler makes 2-pt layup from 2 ft,41,50
199,2,1:08.0,A. Stoudemire misses 2-pt layup from 1 ft,,41,50
200,2,1:06.0,,Defensive rebound by M. Dunleavy,41,50
201,2,0:59.0,,J. Butler misses 2-pt layup from 2 ft,41,50
202,2,0:58.0,Defensive rebound by Q. Acy,,41,50
203,2,0:56.0,Personal foul by N. Mirotić (drawn by A. Stoudemire),,41,50
204,2,0:56.0,J. Smith enters the game for Q. Acy,,41,50
205,2,0:43.0,A. Stoudemire makes 2-pt hook shot from 3 ft,,43,50
206,2,0:29.0,,Shooting foul by J. Smith (drawn by P. Gasol),43,50
207,2,0:29.0,,P. Gasol makes free throw 1 of 2,43,51
208,2,0:29.0,,P. Gasol makes free throw 2 of 2,43,52
209,2,0:14.0,J. Calderón misses 2-pt layup from 2 ft,,43,52
210,2,0:13.0,Offensive rebound by Team,,43,52
211,2,0:11.0,T. Hardaway misses 2-pt layup from 1 ft,,43,52
212,2,0:10.0,Offensive rebound by T. Hardaway,,43,52
213,2,0:10.0,T. Hardaway makes 2-pt layup from 1 ft,,45,52
214,2,0:00.0,,J. Butler misses 2-pt jump shot from 19 ft,45,52
215,2,0:00.0,,Offensive rebound by Team,45,52
216,3,11:41.0,,K. Hinrich misses 2-pt jump shot from 17 ft,45,52
217,3,11:39.0,,Offensive rebound by P. Gasol,45,52
218,3,11:30.0,,Turnover by P. Gasol (lost ball; steal by T. Wear),45,52
219,3,11:09.0,C. Aldrich makes 2-pt dunk at rim (assist by T. Hardaway),,47,52
220,3,10:49.0,,M. Dunleavy misses 2-pt jump shot from 14 ft,47,52
221,3,10:48.0,Defensive rebound by J. Calderón,,47,52
222,3,10:41.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by J. Calderón),,50,52
223,3,10:41.0,,Chicago full timeout,50,52
224,3,10:27.0,,J. Butler misses 2-pt jump shot from 11 ft,50,52
225,3,10:26.0,Defensive rebound by C. Aldrich,,50,52
226,3,10:04.0,J. Calderón misses 2-pt jump shot from 15 ft,,50,52
227,3,10:04.0,,Defensive rebound by Team,50,52
228,3,9:50.0,,Shooting foul by T. Wear (drawn by J. Butler),50,52
229,3,9:50.0,,J. Butler makes free throw 1 of 2,50,53
230,3,9:50.0,,J. Butler makes free throw 2 of 2,50,54
231,3,9:39.0,Turnover by T. Wear (lost ball; steal by J. Butler),,50,54
232,3,9:33.0,,M. Dunleavy misses 2-pt jump shot from 14 ft,50,54
233,3,9:31.0,,Offensive rebound by M. Dunleavy,50,54
234,3,9:26.0,,P. Gasol misses 2-pt jump shot from 18 ft,50,54
235,3,9:24.0,,Offensive rebound by J. Noah,50,54
236,3,9:24.0,,J. Noah misses 2-pt layup from 2 ft,50,54
237,3,9:23.0,Defensive rebound by J. Calderón,,50,54
238,3,9:17.0,C. Aldrich misses 2-pt hook shot from 7 ft,,50,54
239,3,9:15.0,,Defensive rebound by J. Noah,50,54
240,3,9:01.0,,J. Butler makes 2-pt jump shot from 11 ft (assist by J. Noah),50,56
241,3,8:41.0,T. Hardaway makes 2-pt jump shot from 21 ft (assist by C. Aldrich),,52,56
242,3,8:21.0,,J. Noah misses 2-pt jump shot from 16 ft,52,56
243,3,8:20.0,Defensive rebound by A. Stoudemire,,52,56
244,3,8:01.0,,Offensive charge foul by A. Stoudemire (drawn by J. Noah),52,56
245,3,8:01.0,Turnover by A. Stoudemire (offensive foul),,52,56
246,3,7:46.0,,Personal foul by C. Aldrich (drawn by P. Gasol),52,56
247,3,7:41.0,,J. Butler misses 2-pt dunk at rim (block by A. Stoudemire),52,56
248,3,7:40.0,,Offensive rebound by J. Noah,52,56
249,3,7:40.0,,Shooting foul by A. Stoudemire (drawn by J. Noah),52,56
250,3,7:40.0,,J. Noah misses free throw 1 of 2,52,56
251,3,7:40.0,,Offensive rebound by Team,52,56
252,3,7:40.0,,J. Noah makes free throw 2 of 2,52,57
253,3,7:17.0,T. Hardaway misses 2-pt jump shot from 16 ft,,52,57
254,3,7:15.0,,Defensive rebound by J. Butler,52,57
255,3,6:54.0,,P. Gasol misses 2-pt jump shot from 1 ft,52,57
256,3,6:53.0,,Offensive rebound by J. Noah,52,57
257,3,6:53.0,,J. Noah misses 2-pt tip-in from 1 ft,52,57
258,3,6:53.0,,Offensive rebound by P. Gasol,52,57
259,3,6:53.0,,P. Gasol makes 2-pt tip-in from 1 ft,52,59
260,3,6:53.0,New York full timeout,,52,59
261,3,6:53.0,J. Smith enters the game for C. Aldrich,,52,59
262,3,6:53.0,S. Larkin enters the game for T. Wear,,52,59
263,3,6:31.0,J. Smith misses 2-pt jump shot from 14 ft,,52,59
264,3,6:30.0,Offensive rebound by J. Smith,,52,59
265,3,6:29.0,J. Smith makes 2-pt hook shot from 3 ft,,54,59
266,3,6:08.0,,P. Gasol makes 2-pt jump shot from 15 ft (assist by J. Butler),54,61
267,3,5:53.0,J. Calderón makes 2-pt jump shot from 18 ft (assist by J. Smith),,56,61
268,3,5:34.0,,J. Butler makes 2-pt jump shot from 19 ft (assist by K. Hinrich),56,63
269,3,5:22.0,A. Stoudemire makes 2-pt dunk at rim (assist by T. Hardaway),,58,63
270,3,5:00.0,,J. Butler makes 2-pt jump shot from 15 ft,58,65
271,3,4:45.0,T. Hardaway makes 3-pt jump shot from 25 ft,,61,65
272,3,4:34.0,,Personal foul by A. Stoudemire (drawn by J. Butler),61,65
273,3,4:25.0,,Turnover by J. Butler (bad pass; steal by J. Calderón),61,65
274,3,4:22.0,J. Calderón makes 2-pt layup from 2 ft,,63,65
275,3,4:05.0,,Personal foul by T. Hardaway (drawn by J. Butler),63,65
276,3,4:05.0,,J. Butler makes free throw 1 of 2,63,66
277,3,4:05.0,,A. Brooks enters the game for K. Hinrich,63,66
278,3,4:05.0,,E. Moore enters the game for M. Dunleavy,63,66
279,3,4:05.0,,J. Butler misses free throw 2 of 2,63,66
280,3,4:04.0,Defensive rebound by T. Hardaway,,63,66
281,3,3:52.0,Personal foul by E. Moore (drawn by J. Calderón),,63,66
282,3,3:43.0,J. Smith misses 2-pt layup from 2 ft,,63,66
283,3,3:43.0,,Defensive rebound by Team,63,66
284,3,3:43.0,,Personal foul by A. Stoudemire (drawn by J. Noah),63,66
285,3,3:43.0,,J. Noah misses free throw 1 of 2,63,66
286,3,3:43.0,,Offensive rebound by Team,63,66
287,3,3:43.0,S. Dalembert enters the game for A. Stoudemire,,63,66
288,3,3:43.0,,J. Noah makes free throw 2 of 2,63,67
289,3,3:22.0,Personal foul by E. Moore (drawn by S. Dalembert),,63,67
290,3,3:22.0,,N. Mirotić enters the game for J. Noah,63,67
291,3,3:08.0,J. Smith misses 2-pt jump shot from 16 ft,,63,67
292,3,3:07.0,Offensive rebound by S. Dalembert,,63,67
293,3,3:03.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by S. Dalembert),,66,67
294,3,2:44.0,,P. Gasol makes 2-pt layup from 2 ft (assist by A. Brooks),66,69
295,3,2:27.0,T. Hardaway misses 2-pt layup from 3 ft (block by P. Gasol),,66,69
296,3,2:27.0,Offensive rebound by Team,,66,69
297,3,2:24.0,J. Calderón makes 2-pt jump shot from 14 ft (assist by T. Hardaway),,68,69
298,3,2:16.0,,Shooting foul by S. Larkin (drawn by A. Brooks),68,69
299,3,2:16.0,,A. Brooks makes free throw 1 of 2,68,70
300,3,2:16.0,,A. Brooks makes free throw 2 of 2,68,71
301,3,2:02.0,J. Calderón misses 2-pt jump shot from 20 ft,,68,71
302,3,1:59.0,Offensive rebound by J. Smith,,68,71
303,3,1:58.0,J. Smith misses 2-pt layup from 2 ft (block by P. Gasol),,68,71
304,3,1:57.0,Offensive rebound by S. Dalembert,,68,71
305,3,1:40.0,J. Calderón makes 2-pt jump shot from 19 ft (assist by J. Smith),,70,71
306,3,1:25.0,,Turnover by A. Brooks (lost ball),70,71
307,3,1:10.0,Shooting foul by N. Mirotić (drawn by J. Smith),,70,71
308,3,1:10.0,J. Smith makes free throw 1 of 2,,71,71
309,3,1:10.0,J. Smith makes free throw 2 of 2,,72,71
310,3,0:58.0,,Turnover by E. Moore (bad pass),72,71
311,3,0:42.0,,Offensive charge foul by J. Smith (drawn by N. Mirotić),72,71
312,3,0:42.0,Turnover by J. Smith (offensive foul),,72,71
313,3,0:42.0,P. Prigioni enters the game for J. Calderón,,72,71
314,3,0:27.0,,Shooting foul by S. Dalembert (drawn by J. Butler),72,71
315,3,0:27.0,,J. Butler makes free throw 1 of 2,72,72
316,3,0:27.0,,T. Snell enters the game for A. Brooks,72,72
317,3,0:27.0,,J. Butler makes free throw 2 of 2,72,73
318,3,0:03.0,S. Dalembert makes 2-pt jump shot from 10 ft (assist by S. Larkin),,74,73
319,3,0:00.0,,J. Butler misses 3-pt jump shot from 40 ft,74,73
320,3,0:00.0,,Offensive rebound by Team,74,73
321,4,11:47.0,Turnover by S. Larkin (bad pass; steal by N. Mirotić),,74,73
322,4,11:38.0,,Shooting foul by J. Smith (drawn by N. Mirotić),74,73
323,4,11:38.0,,N. Mirotić makes free throw 1 of 2,74,74
324,4,11:38.0,,N. Mirotić makes free throw 2 of 2,74,75
325,4,11:16.0,T. Wear misses 2-pt jump shot from 19 ft,,74,75
326,4,11:14.0,Offensive rebound by S. Larkin,,74,75
327,4,11:12.0,Personal foul by A. Brooks (drawn by S. Larkin),,74,75
328,4,10:55.0,Turnover by J. Smith (bad pass; steal by A. Brooks),,74,75
329,4,10:46.0,,Personal foul by P. Prigioni (drawn by A. Brooks),74,75
330,4,10:38.0,,A. Brooks misses 2-pt jump shot from 7 ft,74,75
331,4,10:37.0,Defensive rebound by S. Dalembert,,74,75
332,4,10:31.0,P. Prigioni makes 3-pt jump shot from 24 ft (assist by S. Larkin),,77,75
333,4,10:05.0,,J. Butler misses 3-pt jump shot from 24 ft,77,75
334,4,10:03.0,Defensive rebound by T. Wear,,77,75
335,4,9:39.0,T. Wear misses 2-pt jump shot from 13 ft,,77,75
336,4,9:39.0,,Defensive rebound by Team,77,75
337,4,9:39.0,,K. Hinrich enters the game for M. Dunleavy,77,75
338,4,9:30.0,,A. Brooks makes 3-pt jump shot from 24 ft,77,78
339,4,9:19.0,J. Smith misses 2-pt layup from 2 ft (block by J. Noah),,77,78
340,4,9:17.0,,Defensive rebound by J. Noah,77,78
341,4,9:11.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by A. Brooks),77,80
342,4,8:46.0,Turnover by P. Prigioni (bad pass; steal by J. Butler),,77,80
343,4,8:43.0,,J. Butler makes 2-pt dunk at rim,77,82
344,4,8:43.0,New York full timeout,,77,82
345,4,8:43.0,T. Hardaway enters the game for T. Wear,,77,82
346,4,8:43.0,Q. Acy enters the game for S. Dalembert,,77,82
347,4,8:43.0,J. Calderón enters the game for J. Smith,,77,82
348,4,8:43.0,C. Aldrich enters the game for P. Prigioni,,77,82
349,4,8:23.0,T. Hardaway misses 3-pt jump shot from 22 ft,,77,82
350,4,8:22.0,,Defensive rebound by A. Brooks,77,82
351,4,8:09.0,,Shooting foul by C. Aldrich (drawn by J. Butler),77,82
352,4,8:09.0,,J. Butler makes free throw 1 of 2,77,83
353,4,8:09.0,,J. Butler makes free throw 2 of 2,77,84
354,4,7:50.0,Turnover by T. Hardaway (step out of bounds),,77,84
355,4,7:30.0,,N. Mirotić makes 3-pt jump shot from 26 ft (assist by A. Brooks),77,87
356,4,7:13.0,Shooting foul by K. Hinrich (drawn by C. Aldrich),,77,87
357,4,7:13.0,C. Aldrich makes free throw 1 of 2,,78,87
358,4,7:13.0,C. Aldrich makes free throw 2 of 2,,79,87
359,4,6:56.0,,J. Noah misses 2-pt hook shot from 5 ft (block by C. Aldrich),79,87
360,4,6:54.0,Defensive rebound by J. Calderón,,79,87
361,4,6:39.0,T. Hardaway misses 2-pt layup from 2 ft,,79,87
362,4,6:38.0,,Defensive rebound by J. Butler,79,87
363,4,6:35.0,A. Stoudemire enters the game for Q. Acy,,79,87
364,4,6:26.0,,Turnover by A. Brooks (bad pass; steal by A. Stoudemire),79,87
365,4,6:23.0,Shooting foul by K. Hinrich (drawn by T. Hardaway),,79,87
366,4,6:23.0,T. Hardaway makes free throw 1 of 2,,80,87
367,4,6:23.0,T. Hardaway makes free throw 2 of 2,,81,87
368,4,6:11.0,,J. Butler misses 2-pt jump shot from 15 ft,81,87
369,4,6:10.0,Defensive rebound by A. Stoudemire,,81,87
370,4,6:02.0,New York full timeout,,81,87
371,4,5:48.0,S. Larkin misses 2-pt jump shot from 16 ft,,81,87
372,4,5:48.0,Offensive rebound by C. Aldrich,,81,87
373,4,5:48.0,Shooting foul by N. Mirotić (drawn by C. Aldrich),,81,87
374,4,5:48.0,C. Aldrich makes free throw 1 of 2,,82,87
375,4,5:48.0,C. Aldrich misses free throw 2 of 2,,82,87
376,4,5:45.0,,Defensive rebound by J. Noah,82,87
377,4,5:26.0,,K. Hinrich makes 3-pt jump shot from 26 ft (assist by J. Noah),82,90
378,4,5:18.0,Personal foul by J. Noah (drawn by A. Stoudemire),,82,90
379,4,5:18.0,A. Stoudemire makes free throw 1 of 2,,83,90
380,4,5:18.0,,P. Gasol enters the game for J. Noah,83,90
381,4,5:18.0,A. Stoudemire makes free throw 2 of 2,,84,90
