,QUARTER,TIME_REMAINING,PORTLAND_ACTION,SAN ANTONIO_ACTION,PORTLAND_SCORE,SAN ANTONIO_SCORE
70,1,2:49.0,,K. Anderson enters the game for M. Belinelli,17,20
71,1,2:49.0,,C. Joseph enters the game for M. Bonner,17,20
72,1,2:49.0,,D. Green enters the game for A. Daye,17,20
73,1,2:49.0,,B. Diaw enters the game for M. Ginóbili,17,20
74,1,2:49.0,,T. Duncan enters the game for T. Splitter,17,20
75,1,2:49.0,C. McCollum enters the game for D. Lillard,,17,20
76,1,2:25.0,,C. Joseph misses 2-pt layup at rim,17,20
77,1,2:25.0,,Offensive rebound by Team,17,20
78,1,2:25.0,,Turnover by Team (shot clock),17,20
79,1,2:11.0,Turnover by D. Wright (bad pass; steal by B. Diaw),,17,20
80,1,1:53.0,,K. Anderson misses 2-pt jump shot from 5 ft,17,20
81,1,1:51.0,Defensive rebound by C. Kaman,,17,20
82,1,1:43.0,Turnover by L. Aldridge (bad pass; steal by T. Duncan),,17,20
83,1,1:27.0,,T. Duncan misses 2-pt jump shot from 6 ft,17,20
84,1,1:26.0,,Offensive rebound by Team,17,20
85,1,1:23.0,,D. Green misses 2-pt jump shot from 17 ft,17,20
86,1,1:21.0,Defensive rebound by D. Wright,,17,20
87,1,1:13.0,C. Kaman misses 2-pt jump shot from 17 ft,,17,20
88,1,1:10.0,,Defensive rebound by D. Green,17,20
89,1,0:56.0,,D. Green misses 2-pt jump shot from 14 ft,17,20
90,1,0:55.0,,Offensive rebound by T. Duncan,17,20
91,1,0:48.0,,K. Anderson misses 2-pt layup at rim,17,20
92,1,0:47.0,Defensive rebound by C. Kaman,,17,20
93,1,0:35.0,Personal foul by B. Diaw (drawn by L. Aldridge),,17,20
94,1,0:27.0,L. Aldridge misses 2-pt jump shot from 18 ft,,17,20
95,1,0:26.0,,Defensive rebound by C. Joseph,17,20
96,1,0:02.0,,C. Joseph misses 2-pt jump shot from 15 ft,17,20
97,1,0:01.0,Defensive rebound by L. Aldridge,,17,20
98,2,11:49.0,,Shooting foul by C. Kaman (drawn by B. Diaw),17,20
99,2,11:49.0,,B. Diaw misses free throw 1 of 2,17,20
100,2,11:49.0,,Offensive rebound by Team,17,20
101,2,11:49.0,,B. Diaw makes free throw 2 of 2,17,21
102,2,11:35.0,Turnover by D. Wright (bad pass),,17,21
103,2,11:35.0,W. Matthews enters the game for D. Wright,,17,21
104,2,11:14.0,,D. Green makes 3-pt jump shot from 24 ft (assist by B. Diaw),17,24
105,2,11:00.0,W. Matthews makes 2-pt jump shot from 17 ft,,19,24
106,2,10:43.0,,C. Joseph makes 2-pt layup from 1 ft (assist by B. Diaw),19,26
107,2,10:22.0,W. Matthews misses 2-pt jump shot from 12 ft,,19,26
108,2,10:20.0,,Defensive rebound by C. Joseph,19,26
109,2,10:08.0,,K. Anderson misses 2-pt jump shot from 12 ft,19,26
110,2,10:05.0,,Offensive rebound by K. Anderson,19,26
111,2,10:01.0,,D. Green makes 3-pt jump shot from 25 ft (assist by C. Joseph),19,29
112,2,9:44.0,Turnover by S. Blake (lost ball; steal by D. Green),,19,29
113,2,9:39.0,,Turnover by D. Green (lost ball),19,29
114,2,9:39.0,,T. Splitter enters the game for K. Anderson,19,29
115,2,9:39.0,,M. Bonner enters the game for T. Duncan,19,29
116,2,9:39.0,,M. Ginóbili enters the game for B. Diaw,19,29
117,2,9:39.0,,A. Daye enters the game for D. Green,19,29
118,2,9:39.0,,M. Belinelli enters the game for C. Joseph,19,29
119,2,9:39.0,D. Lillard enters the game for C. McCollum,,19,29
120,2,9:27.0,T. Robinson misses 2-pt layup from 1 ft,,19,29
121,2,9:26.0,Offensive rebound by C. Kaman,,19,29
122,2,9:26.0,C. Kaman makes 2-pt tip-in at rim,,21,29
123,2,9:09.0,,M. Bonner makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),21,32
124,2,9:09.0,Portland full timeout,,21,32
125,2,9:09.0,J. Freeland enters the game for C. Kaman,,21,32
126,2,8:44.0,D. Lillard misses 3-pt jump shot from 24 ft,,21,32
127,2,8:44.0,Offensive rebound by Team,,21,32
128,2,8:44.0,,Loose ball foul by M. Bonner (drawn by T. Robinson),21,32
129,2,8:37.0,J. Freeland misses 2-pt jump shot from 14 ft,,21,32
130,2,8:36.0,,Defensive rebound by M. Ginóbili,21,32
131,2,8:26.0,,M. Bonner misses 3-pt jump shot from 25 ft,21,32
132,2,8:25.0,Defensive rebound by J. Freeland,,21,32
133,2,8:14.0,J. Freeland makes 2-pt layup from 2 ft (assist by W. Matthews),,23,32
134,2,7:50.0,,M. Ginóbili misses 2-pt jump shot from 21 ft,23,32
135,2,7:49.0,Defensive rebound by S. Blake,,23,32
136,2,7:44.0,Shooting foul by T. Splitter (drawn by J. Freeland),,23,32
137,2,7:44.0,J. Freeland makes free throw 1 of 2,,24,32
138,2,7:44.0,J. Freeland makes free throw 2 of 2,,25,32
139,2,7:34.0,,Personal foul by D. Lillard (drawn by M. Ginóbili),25,32
140,2,7:22.0,,M. Bonner misses 3-pt jump shot from 24 ft,25,32
141,2,7:21.0,Defensive rebound by D. Lillard,,25,32
142,2,7:13.0,D. Lillard misses 2-pt layup from 1 ft,,25,32
143,2,7:11.0,,Defensive rebound by A. Daye,25,32
144,2,7:05.0,,M. Belinelli misses 2-pt layup from 1 ft (block by S. Blake),25,32
145,2,7:05.0,Defensive rebound by W. Matthews,,25,32
146,2,7:05.0,Personal foul by M. Ginóbili (drawn by W. Matthews),,25,32
147,2,6:44.0,T. Robinson misses 2-pt layup from 1 ft,,25,32
148,2,6:42.0,Offensive rebound by J. Freeland,,25,32
149,2,6:42.0,J. Freeland makes 2-pt tip-in from 1 ft,,27,32
150,2,6:26.0,,M. Belinelli misses 2-pt layup from 2 ft,27,32
151,2,6:25.0,Defensive rebound by D. Lillard,,27,32
152,2,6:18.0,S. Blake makes 3-pt jump shot from 25 ft (assist by D. Lillard),,30,32
153,2,6:18.0,,San Antonio full timeout,30,32
154,2,6:18.0,,K. Anderson enters the game for A. Daye,30,32
155,2,5:57.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,30,32
156,2,5:56.0,Defensive rebound by T. Robinson,,30,32
157,2,5:44.0,Personal foul by M. Ginóbili (drawn by D. Lillard),,30,32
158,2,5:44.0,L. Aldridge enters the game for T. Robinson,,30,32
159,2,5:33.0,S. Blake misses 3-pt jump shot from 24 ft,,30,32
160,2,5:32.0,,Defensive rebound by K. Anderson,30,32
161,2,5:20.0,,M. Bonner misses 2-pt jump shot from 9 ft,30,32
162,2,5:19.0,,Offensive rebound by M. Bonner,30,32
163,2,5:12.0,,M. Ginóbili misses 3-pt jump shot from 23 ft,30,32
164,2,5:10.0,Defensive rebound by J. Freeland,,30,32
165,2,4:55.0,L. Aldridge makes 2-pt jump shot from 17 ft (assist by S. Blake),,32,32
166,2,4:34.0,,T. Splitter makes 2-pt hook shot from 5 ft,32,34
167,2,4:21.0,D. Lillard makes 2-pt jump shot from 17 ft,,34,34
168,2,4:05.0,,M. Belinelli misses 2-pt jump shot from 11 ft,34,34
169,2,4:04.0,,Offensive rebound by M. Belinelli,34,34
170,2,4:00.0,,M. Ginóbili makes 2-pt layup from 1 ft (assist by M. Belinelli),34,36
171,2,3:46.0,L. Aldridge misses 2-pt jump shot from 13 ft,,34,36
172,2,3:45.0,Offensive rebound by S. Blake,,34,36
173,2,3:45.0,,Loose ball foul by K. Anderson (drawn by S. Blake),34,36
174,2,3:45.0,S. Blake makes free throw 1 of 2,,35,36
175,2,3:45.0,C. McCollum enters the game for W. Matthews,,35,36
176,2,3:45.0,,T. Duncan enters the game for M. Belinelli,35,36
177,2,3:45.0,,D. Green enters the game for M. Bonner,35,36
178,2,3:45.0,,C. Joseph enters the game for M. Ginóbili,35,36
179,2,3:45.0,,B. Diaw enters the game for T. Splitter,35,36
180,2,3:45.0,S. Blake makes free throw 2 of 2,,36,36
181,2,3:24.0,,Shooting foul by J. Freeland (drawn by T. Duncan),36,36
182,2,3:24.0,,T. Duncan makes free throw 1 of 2,36,37
183,2,3:24.0,W. Matthews enters the game for S. Blake,,36,37
184,2,3:24.0,,T. Duncan makes free throw 2 of 2,36,38
185,2,3:08.0,C. McCollum misses 3-pt jump shot from 24 ft,,36,38
186,2,3:07.0,,Defensive rebound by T. Duncan,36,38
187,2,2:53.0,,Turnover by D. Green (bad pass; steal by W. Matthews),36,38
188,2,2:44.0,D. Lillard makes 3-pt jump shot from 24 ft (assist by W. Matthews),,39,38
189,2,2:30.0,,T. Duncan misses 2-pt jump shot from 6 ft,39,38
190,2,2:29.0,Defensive rebound by L. Aldridge,,39,38
191,2,2:22.0,W. Matthews misses 3-pt jump shot from 23 ft,,39,38
192,2,2:21.0,,Defensive rebound by T. Duncan,39,38
193,2,2:16.0,,Turnover by C. Joseph (lost ball; steal by L. Aldridge),39,38
194,2,2:11.0,Official timeout,,39,38
195,2,2:11.0,,M. Ginóbili enters the game for K. Anderson,39,38
196,2,2:11.0,C. Kaman enters the game for J. Freeland,,39,38
197,2,2:05.0,L. Aldridge makes 2-pt jump shot from 14 ft,,41,38
198,2,1:55.0,,Personal foul by C. McCollum (drawn by M. Ginóbili),41,38
199,2,1:47.0,,T. Duncan makes 2-pt dunk at rim (assist by B. Diaw),41,40
200,2,1:30.0,Shooting foul by C. Joseph (drawn by D. Lillard),,41,40
201,2,1:30.0,D. Lillard makes free throw 1 of 2,,42,40
202,2,1:30.0,D. Lillard misses free throw 2 of 2,,42,40
203,2,1:29.0,,Defensive rebound by T. Duncan,42,40
204,2,1:18.0,,D. Green makes 2-pt layup from 1 ft (assist by M. Ginóbili),42,42
205,2,1:01.0,,Loose ball foul by T. Duncan (drawn by D. Lillard),42,42
206,2,1:01.0,D. Lillard makes free throw 1 of 2,,43,42
207,2,1:01.0,D. Lillard makes free throw 2 of 2,,44,42
208,2,0:51.0,,T. Duncan makes 2-pt layup at rim (assist by M. Ginóbili),44,44
209,2,0:41.0,C. McCollum misses 2-pt jump shot from 14 ft,,44,44
210,2,0:39.0,,Defensive rebound by D. Green,44,44
211,2,0:31.0,,M. Ginóbili makes 2-pt layup at rim,44,46
212,2,0:31.0,,Shooting foul by C. Kaman (drawn by M. Ginóbili),44,46
213,2,0:31.0,D. Wright enters the game for C. Kaman,,44,46
214,2,0:31.0,,M. Ginóbili misses free throw 1 of 1,44,46
215,2,0:31.0,Defensive rebound by L. Aldridge,,44,46
216,2,0:14.0,D. Lillard misses 2-pt jump shot from 19 ft,,44,46
217,2,0:11.0,Offensive rebound by C. McCollum,,44,46
218,2,0:11.0,C. McCollum misses 2-pt layup from 2 ft,,44,46
219,2,0:10.0,,Defensive rebound by B. Diaw,44,46
220,2,0:05.0,,C. Joseph misses 2-pt layup from 2 ft,44,46
221,2,0:02.0,,Offensive rebound by C. Joseph,44,46
222,2,0:02.0,,C. Joseph misses 2-pt jump shot from 12 ft,44,46
223,2,0:00.0,Defensive rebound by L. Aldridge,,44,46
224,3,11:51.0,,Shooting foul by J. Freeland (drawn by T. Duncan),44,46
225,3,11:51.0,,T. Duncan makes free throw 1 of 2,44,47
226,3,11:51.0,,T. Duncan makes free throw 2 of 2,44,48
227,3,11:36.0,Turnover by D. Lillard (lost ball),,44,48
228,3,11:20.0,,D. Green makes 3-pt jump shot from 25 ft (assist by T. Duncan),44,51
229,3,11:00.0,L. Aldridge misses 2-pt jump shot from 16 ft,,44,51
230,3,10:59.0,,Defensive rebound by C. Joseph,44,51
231,3,10:52.0,,D. Green misses 3-pt jump shot from 25 ft,44,51
232,3,10:50.0,Defensive rebound by J. Freeland,,44,51
233,3,10:39.0,W. Matthews makes 2-pt layup at rim,,46,51
234,3,10:24.0,,T. Duncan misses 2-pt jump shot from 9 ft,46,51
235,3,10:23.0,Defensive rebound by L. Aldridge,,46,51
236,3,10:12.0,L. Aldridge makes 3-pt jump shot from 24 ft (assist by W. Matthews),,49,51
237,3,9:59.0,,Personal foul by J. Freeland (drawn by T. Duncan),49,51
238,3,9:46.0,,D. Green misses 2-pt jump shot from 18 ft,49,51
239,3,9:44.0,,Offensive rebound by D. Green,49,51
240,3,9:40.0,,Turnover by D. Green (bad pass; steal by L. Aldridge),49,51
241,3,9:36.0,L. Aldridge makes 2-pt layup from 1 ft (assist by D. Lillard),,51,51
242,3,9:20.0,,Turnover by B. Diaw (bad pass; steal by L. Aldridge),51,51
243,3,9:12.0,A. Crabbe misses 2-pt layup from 1 ft (block by T. Duncan),,51,51
244,3,9:06.0,,Defensive rebound by C. Joseph,51,51
245,3,8:59.0,,B. Diaw misses 3-pt jump shot from 25 ft,51,51
246,3,8:58.0,Defensive rebound by A. Crabbe,,51,51
247,3,8:43.0,W. Matthews misses 2-pt jump shot from 16 ft,,51,51
248,3,8:42.0,,Defensive rebound by T. Duncan,51,51
249,3,8:33.0,,Turnover by D. Green (bad pass; steal by A. Crabbe),51,51
250,3,8:21.0,L. Aldridge makes 2-pt jump shot from 6 ft,,53,51
251,3,8:21.0,Shooting foul by K. Anderson (drawn by L. Aldridge),,53,51
252,3,8:21.0,L. Aldridge makes free throw 1 of 1,,54,51
253,3,7:58.0,,C. Joseph misses 2-pt jump shot from 10 ft,54,51
254,3,7:57.0,Defensive rebound by J. Freeland,,54,51
255,3,7:49.0,W. Matthews misses 3-pt jump shot from 23 ft,,54,51
256,3,7:48.0,,Defensive rebound by C. Joseph,54,51
257,3,7:33.0,,T. Duncan makes 2-pt jump shot from 13 ft,54,53
258,3,7:21.0,Turnover by D. Lillard (bad pass; steal by T. Duncan),,54,53
259,3,7:18.0,,Shooting foul by J. Freeland (drawn by D. Green),54,53
260,3,7:18.0,,D. Green makes free throw 1 of 2,54,54
261,3,7:18.0,,M. Bonner enters the game for K. Anderson,54,54
262,3,7:18.0,,M. Ginóbili enters the game for T. Duncan,54,54
263,3,7:18.0,,T. Splitter enters the game for B. Diaw,54,54
264,3,7:18.0,,A. Daye enters the game for C. Joseph,54,54
265,3,7:18.0,,D. Green makes free throw 2 of 2,54,55
266,3,7:06.0,L. Aldridge misses 2-pt jump shot from 14 ft,,54,55
267,3,7:05.0,,Defensive rebound by A. Daye,54,55
268,3,6:54.0,,M. Ginóbili misses 2-pt layup from 1 ft,54,55
269,3,6:52.0,,Offensive rebound by T. Splitter,54,55
270,3,6:52.0,,T. Splitter makes 2-pt dunk at rim,54,57
271,3,6:47.0,Shooting foul by D. Green (drawn by D. Lillard),,54,57
272,3,6:47.0,D. Lillard makes free throw 1 of 2,,55,57
273,3,6:47.0,C. Kaman enters the game for J. Freeland,,55,57
274,3,6:47.0,D. Wright enters the game for A. Crabbe,,55,57
275,3,6:47.0,,M. Belinelli enters the game for D. Green,55,57
276,3,6:47.0,D. Lillard makes free throw 2 of 2,,56,57
277,3,6:35.0,,M. Ginóbili makes 2-pt layup from 1 ft,56,59
278,3,6:24.0,D. Lillard makes 2-pt jump shot from 19 ft,,58,59
279,3,6:05.0,,A. Daye makes 2-pt jump shot from 17 ft (assist by T. Splitter),58,61
280,3,5:47.0,L. Aldridge misses 2-pt jump shot from 12 ft,,58,61
281,3,5:45.0,Offensive rebound by C. Kaman,,58,61
282,3,5:40.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by C. Kaman),,61,61
283,3,5:24.0,,Shooting foul by W. Matthews (drawn by T. Splitter),61,61
284,3,5:24.0,,San Antonio full timeout,61,61
285,3,5:24.0,S. Blake enters the game for W. Matthews,,61,61
286,3,5:24.0,,K. Anderson enters the game for A. Daye,61,61
287,3,5:24.0,,T. Splitter makes free throw 1 of 2,61,62
288,3,5:24.0,,T. Splitter makes free throw 2 of 2,61,63
289,3,5:09.0,Personal foul by M. Ginóbili (drawn by D. Wright),,61,63
290,3,4:59.0,Turnover by D. Lillard (bad pass; steal by K. Anderson),,61,63
291,3,4:38.0,,M. Belinelli misses 2-pt jump shot from 17 ft,61,63
292,3,4:37.0,Defensive rebound by D. Wright,,61,63
293,3,4:27.0,D. Lillard misses 3-pt jump shot from 24 ft,,61,63
294,3,4:24.0,,Defensive rebound by M. Ginóbili,61,63
295,3,4:09.0,,Turnover by M. Ginóbili (bad pass; steal by D. Lillard),61,63
296,3,4:01.0,S. Blake misses 3-pt jump shot from 25 ft,,61,63
297,3,4:00.0,,Defensive rebound by K. Anderson,61,63
298,3,3:54.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,61,63
299,3,3:52.0,Defensive rebound by D. Wright,,61,63
300,3,3:33.0,C. Kaman misses 2-pt jump shot from 5 ft,,61,63
301,3,3:32.0,,Defensive rebound by T. Splitter,61,63
302,3,3:24.0,,Shooting foul by D. Wright (drawn by T. Splitter),61,63
303,3,3:24.0,,T. Splitter makes free throw 1 of 2,61,64
304,3,3:24.0,,T. Splitter makes free throw 2 of 2,61,65
305,3,3:08.0,C. Kaman misses 2-pt jump shot from 7 ft,,61,65
306,3,3:07.0,,Defensive rebound by T. Splitter,61,65
307,3,3:07.0,,Turnover by T. Splitter (lost ball; steal by L. Aldridge),61,65
308,3,3:07.0,Shooting foul by T. Splitter (drawn by L. Aldridge),,61,65
309,3,3:07.0,L. Aldridge makes free throw 1 of 2,,62,65
310,3,3:07.0,L. Aldridge makes free throw 2 of 2,,63,65
311,3,2:51.0,,M. Ginóbili misses 2-pt layup at rim,63,65
312,3,2:49.0,,Offensive rebound by T. Splitter,63,65
313,3,2:43.0,,M. Belinelli makes 2-pt layup from 1 ft,63,67
314,3,2:43.0,Portland full timeout,,63,67
315,3,2:43.0,W. Matthews enters the game for D. Lillard,,63,67
316,3,2:43.0,,T. Duncan enters the game for T. Splitter,63,67
317,3,2:43.0,,D. Green enters the game for M. Ginóbili,63,67
318,3,2:43.0,,C. Joseph enters the game for K. Anderson,63,67
319,3,2:43.0,,B. Diaw enters the game for M. Bonner,63,67
320,3,2:43.0,T. Robinson enters the game for C. Kaman,,63,67
321,3,2:26.0,D. Wright misses 2-pt jump shot from 7 ft,,63,67
322,3,2:25.0,Offensive rebound by T. Robinson,,63,67
323,3,2:25.0,T. Robinson makes 2-pt dunk at rim,,65,67
324,3,2:10.0,,Turnover by B. Diaw (step out of bounds),65,67
325,3,1:53.0,L. Aldridge makes 2-pt jump shot from 17 ft (assist by S. Blake),,67,67
326,3,1:25.0,,T. Duncan makes 2-pt jump shot from 15 ft,67,69
327,3,1:02.0,L. Aldridge misses 2-pt jump shot from 13 ft,,67,69
328,3,1:00.0,,Defensive rebound by C. Joseph,67,69
329,3,0:45.0,,Shooting foul by S. Blake (drawn by C. Joseph),67,69
330,3,0:45.0,,C. Joseph makes free throw 1 of 2,67,70
331,3,0:45.0,C. McCollum enters the game for D. Wright,,67,70
332,3,0:45.0,,C. Joseph makes free throw 2 of 2,67,71
333,3,0:28.0,S. Blake misses 2-pt jump shot from 13 ft,,67,71
334,3,0:24.0,Offensive rebound by W. Matthews,,67,71
335,3,0:21.0,L. Aldridge misses 3-pt jump shot from 24 ft,,67,71
336,3,0:20.0,Offensive rebound by S. Blake,,67,71
337,3,0:06.0,Shooting foul by T. Duncan (drawn by L. Aldridge),,67,71
338,3,0:06.0,L. Aldridge makes free throw 1 of 2,,68,71
339,3,0:06.0,,M. Bonner enters the game for B. Diaw,68,71
340,3,0:06.0,D. Wright enters the game for T. Robinson,,68,71
341,3,0:06.0,L. Aldridge makes free throw 2 of 2,,69,71
342,3,0:00.0,,D. Green makes 3-pt jump shot from 24 ft (assist by C. Joseph),69,74
343,4,11:35.0,W. Matthews misses 2-pt layup from 1 ft,,69,74
344,4,11:32.0,,Defensive rebound by T. Duncan,69,74
345,4,11:13.0,,D. Green misses 3-pt jump shot from 26 ft,69,74
346,4,11:11.0,Defensive rebound by C. Kaman,,69,74
347,4,10:55.0,Turnover by C. Kaman (lost ball; steal by K. Anderson),,69,74
348,4,10:52.0,,K. Anderson makes 2-pt layup at rim,69,76
349,4,10:52.0,,Shooting foul by W. Matthews (drawn by K. Anderson),69,76
350,4,10:52.0,,K. Anderson misses free throw 1 of 1,69,76
351,4,10:51.0,Defensive rebound by W. Matthews,,69,76
352,4,10:42.0,C. McCollum misses 3-pt jump shot from 24 ft,,69,76
353,4,10:41.0,,Defensive rebound by K. Anderson,69,76
354,4,10:30.0,,Personal foul by S. Blake (drawn by D. Green),69,76
355,4,10:30.0,D. Lillard enters the game for C. McCollum,,69,76
356,4,10:15.0,,T. Duncan makes 2-pt jump shot from 10 ft,69,78
357,4,10:04.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by S. Blake),,72,78
358,4,9:47.0,,K. Anderson misses 2-pt jump shot from 7 ft,72,78
359,4,9:46.0,,Offensive rebound by K. Anderson,72,78
360,4,9:40.0,,San Antonio full timeout,72,78
361,4,9:29.0,,T. Duncan misses 2-pt jump shot from 7 ft,72,78
362,4,9:28.0,Defensive rebound by S. Blake,,72,78
363,4,9:06.0,Shooting foul by K. Anderson (drawn by C. Kaman),,72,78
364,4,9:06.0,C. Kaman makes free throw 1 of 2,,73,78
365,4,9:06.0,,M. Belinelli enters the game for T. Duncan,73,78
366,4,9:06.0,,M. Ginóbili enters the game for B. Diaw,73,78
367,4,9:06.0,,M. Bonner enters the game for D. Green,73,78
368,4,9:06.0,,T. Splitter enters the game for C. Joseph,73,78
369,4,9:06.0,D. Wright enters the game for W. Matthews,,73,78
370,4,9:06.0,C. Kaman makes free throw 2 of 2,,74,78
371,4,8:49.0,,Shooting foul by D. Wright (drawn by T. Splitter),74,78
372,4,8:49.0,,T. Splitter makes free throw 1 of 2,74,79
373,4,8:49.0,L. Aldridge enters the game for C. Kaman,,74,79
374,4,8:49.0,,T. Splitter makes free throw 2 of 2,74,80
375,4,8:27.0,D. Wright makes 3-pt jump shot from 24 ft (assist by D. Lillard),,77,80
376,4,8:19.0,,Turnover by M. Ginóbili (traveling),77,80
377,4,8:04.0,D. Wright misses 2-pt jump shot from 3 ft,,77,80
378,4,8:04.0,Offensive rebound by Team,,77,80
379,4,8:04.0,,Loose ball foul by M. Ginóbili (drawn by T. Robinson),77,80
380,4,7:55.0,D. Lillard misses 3-pt jump shot from 24 ft,,77,80
381,4,7:54.0,,Defensive rebound by K. Anderson,77,80
382,4,7:42.0,,T. Splitter misses 2-pt layup from 1 ft,77,80
383,4,7:40.0,,Offensive rebound by T. Splitter,77,80
384,4,7:40.0,,T. Splitter makes 2-pt layup from 1 ft,77,82
385,4,7:27.0,D. Wright makes 3-pt jump shot from 25 ft (assist by S. Blake),,80,82
386,4,7:07.0,,K. Anderson misses 2-pt layup from 1 ft,80,82
387,4,7:06.0,Defensive rebound by L. Aldridge,,80,82
388,4,6:58.0,D. Lillard makes 2-pt jump shot from 22 ft,,82,82
