,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,NEW ORLEANS_ACTION,BROOKLYN_SCORE,NEW ORLEANS_SCORE
35,1,7:36.0,Turnover by J. Johnson (bad pass; steal by D. Cunningham),,4,8
36,1,7:34.0,,Q. Pondexter makes 2-pt layup from 2 ft,4,10
37,1,7:34.0,,Shooting foul by D. Williams (drawn by Q. Pondexter),4,10
38,1,7:34.0,B. Lopez enters the game for M. Plumlee,,4,10
39,1,7:34.0,,Q. Pondexter makes free throw 1 of 1,4,11
40,1,7:12.0,J. Johnson misses 2-pt jump shot from 15 ft,,4,11
41,1,7:11.0,,Defensive rebound by Q. Pondexter,4,11
42,1,6:57.0,,Q. Pondexter makes 3-pt jump shot from 24 ft (assist by T. Evans),4,14
43,1,6:37.0,J. Johnson misses 2-pt jump shot from 10 ft,,4,14
44,1,6:36.0,,Defensive rebound by Ö. Aşık,4,14
45,1,6:28.0,,T. Evans misses 2-pt layup from 1 ft (block by B. Lopez),4,14
46,1,6:25.0,Defensive rebound by M. Brown,,4,14
47,1,6:22.0,M. Brown misses 2-pt layup from 2 ft (block by D. Cunningham),,4,14
48,1,6:20.0,,Defensive rebound by E. Gordon,4,14
49,1,6:14.0,,Offensive foul by Q. Pondexter (drawn by B. Lopez),4,14
50,1,6:14.0,,Turnover by Q. Pondexter (offensive foul),4,14
51,1,6:14.0,J. Jack enters the game for A. Anderson,,4,14
52,1,5:58.0,B. Lopez misses 2-pt layup from 1 ft,,4,14
53,1,5:57.0,,Defensive rebound by Ö. Aşık,4,14
54,1,5:52.0,,E. Gordon misses 3-pt jump shot from 27 ft,4,14
55,1,5:51.0,,Offensive rebound by D. Cunningham,4,14
56,1,5:51.0,,Shooting foul by B. Lopez (drawn by D. Cunningham),4,14
57,1,5:51.0,,D. Cunningham makes free throw 1 of 2,4,15
58,1,5:51.0,,D. Cunningham misses free throw 2 of 2,4,15
59,1,5:50.0,Defensive rebound by J. Johnson,,4,15
60,1,5:40.0,D. Williams misses 2-pt jump shot from 18 ft,,4,15
61,1,5:39.0,Offensive rebound by Team,,4,15
62,1,5:37.0,Turnover by J. Jack (bad pass),,4,15
63,1,5:17.0,,Turnover by Q. Pondexter (traveling),4,15
64,1,5:06.0,J. Jack misses 2-pt jump shot from 12 ft,,4,15
65,1,5:05.0,,Defensive rebound by Ö. Aşık,4,15
66,1,4:44.0,,Ö. Aşık misses 2-pt layup from 2 ft (block by J. Johnson),4,15
67,1,4:41.0,Defensive rebound by J. Johnson,,4,15
68,1,4:37.0,Turnover by M. Brown (lost ball),,4,15
69,1,4:20.0,,D. Cunningham misses 2-pt jump shot from 20 ft,4,15
70,1,4:19.0,Defensive rebound by J. Jack,,4,15
71,1,4:08.0,J. Jack makes 2-pt jump shot from 9 ft,,6,15
72,1,4:00.0,,New Orleans full timeout,6,15
73,1,4:00.0,T. Young enters the game for J. Johnson,,6,15
74,1,4:00.0,,L. Babbitt enters the game for D. Cunningham,6,15
75,1,4:00.0,,N. Cole enters the game for E. Gordon,6,15
76,1,3:42.0,,T. Evans misses 2-pt layup from 1 ft (block by B. Lopez),6,15
77,1,3:40.0,Defensive rebound by B. Lopez,,6,15
78,1,3:35.0,D. Williams misses 2-pt layup from 1 ft,,6,15
79,1,3:34.0,Offensive rebound by B. Lopez,,6,15
80,1,3:34.0,B. Lopez makes 2-pt layup from 1 ft,,8,15
81,1,3:34.0,Shooting foul by Ö. Aşık (drawn by B. Lopez),,8,15
82,1,3:34.0,B. Lopez makes free throw 1 of 1,,9,15
83,1,3:12.0,,Ö. Aşık makes 2-pt dunk at rim (assist by L. Babbitt),9,17
84,1,2:55.0,Shooting foul by L. Babbitt (drawn by T. Young),,9,17
85,1,2:55.0,T. Young makes free throw 1 of 2,,10,17
86,1,2:55.0,A. Anderson enters the game for D. Williams,,10,17
87,1,2:55.0,,A. Ajinça enters the game for Ö. Aşık,10,17
88,1,2:55.0,T. Young makes free throw 2 of 2,,11,17
89,1,2:44.0,,Turnover by A. Ajinça (lost ball; steal by M. Brown),11,17
90,1,2:40.0,M. Brown makes 2-pt dunk at rim,,13,17
91,1,2:16.0,,Q. Pondexter makes 3-pt jump shot from 25 ft (assist by T. Evans),13,20
92,1,2:07.0,J. Jack misses 2-pt layup from 1 ft,,13,20
93,1,2:07.0,,Defensive rebound by Team,13,20
94,1,1:51.0,,T. Evans misses 2-pt layup from 1 ft,13,20
95,1,1:50.0,Defensive rebound by A. Anderson,,13,20
96,1,1:41.0,A. Anderson makes 2-pt jump shot from 14 ft,,15,20
97,1,1:25.0,,N. Cole makes 3-pt jump shot from 25 ft (assist by T. Evans),15,23
98,1,1:07.0,Shooting foul by A. Ajinça (drawn by M. Brown),,15,23
99,1,1:07.0,M. Brown makes free throw 1 of 2,,16,23
100,1,1:07.0,M. Brown makes free throw 2 of 2,,17,23
101,1,0:51.0,,A. Ajinça makes 2-pt jump shot from 6 ft,17,25
102,1,0:42.0,A. Anderson misses 2-pt jump shot from 3 ft,,17,25
103,1,0:41.0,Offensive rebound by B. Lopez,,17,25
104,1,0:40.0,B. Lopez makes 2-pt layup from 1 ft,,19,25
105,1,0:32.0,,Q. Pondexter makes 2-pt layup from 1 ft (assist by T. Evans),19,27
106,1,0:12.0,B. Lopez misses 2-pt jump shot from 11 ft,,19,27
107,1,0:10.0,Offensive rebound by T. Young,,19,27
108,1,0:08.0,T. Young makes 2-pt layup from 1 ft,,21,27
109,1,0:04.0,,Personal take foul by A. Anderson (drawn by T. Evans),21,27
110,1,0:00.0,,L. Babbitt misses 2-pt jump shot from 18 ft (block by M. Brown),21,27
111,1,0:00.0,,Offensive rebound by Team,21,27
112,2,11:38.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by L. Babbitt),21,30
113,2,11:16.0,B. Lopez misses 2-pt jump shot from 7 ft,,21,30
114,2,11:15.0,,Defensive rebound by L. Babbitt,21,30
115,2,11:07.0,,N. Cole misses 3-pt jump shot from 25 ft,21,30
116,2,11:05.0,Defensive rebound by J. Johnson,,21,30
117,2,10:54.0,B. Lopez makes 2-pt layup from 1 ft (assist by J. Jack),,23,30
118,2,10:34.0,,E. Gordon misses 3-pt jump shot from 26 ft,23,30
119,2,10:33.0,Defensive rebound by J. Johnson,,23,30
120,2,10:29.0,T. Young makes 2-pt dunk at rim (assist by J. Johnson),,25,30
121,2,10:09.0,,L. Babbitt misses 3-pt jump shot from 26 ft,25,30
122,2,10:07.0,Defensive rebound by J. Johnson,,25,30
123,2,9:56.0,T. Young makes 2-pt layup at rim,,27,30
124,2,9:45.0,,A. Ajinça makes 2-pt jump shot from 7 ft (assist by E. Gordon),27,32
125,2,9:25.0,A. Anderson misses 3-pt jump shot from 25 ft,,27,32
126,2,9:24.0,,Defensive rebound by N. Cole,27,32
127,2,9:15.0,,Offensive foul by A. Ajinça (drawn by J. Johnson),27,32
128,2,9:15.0,,Turnover by A. Ajinça (offensive foul),27,32
129,2,9:04.0,J. Jack makes 2-pt jump shot from 11 ft,,29,32
130,2,8:50.0,,Shooting foul by J. Johnson (drawn by E. Gordon),29,32
131,2,8:50.0,Official timeout,,29,32
132,2,8:50.0,,E. Gordon makes free throw 1 of 2,29,33
133,2,8:50.0,,E. Gordon makes free throw 2 of 2,29,34
134,2,8:37.0,T. Young misses 2-pt jump shot from 6 ft,,29,34
135,2,8:34.0,,Defensive rebound by A. Ajinça,29,34
136,2,8:34.0,,Turnover by A. Ajinça (lost ball),29,34
137,2,8:26.0,B. Lopez makes 2-pt jump shot from 6 ft (assist by A. Anderson),,31,34
138,2,8:08.0,,Turnover by E. Gordon (traveling),31,34
139,2,7:50.0,Personal foul by E. Gordon (drawn by A. Anderson),,31,34
140,2,7:50.0,,Ö. Aşık enters the game for A. Ajinça,31,34
141,2,7:45.0,Personal foul by N. Cole (drawn by B. Lopez),,31,34
142,2,7:45.0,,T. Evans enters the game for E. Gordon,31,34
143,2,7:39.0,J. Jack misses 2-pt jump shot from 19 ft,,31,34
144,2,7:38.0,Offensive rebound by B. Lopez,,31,34
145,2,7:38.0,B. Lopez makes 2-pt layup from 2 ft,,33,34
146,2,7:21.0,,L. Babbitt makes 2-pt jump shot from 18 ft (assist by D. Cunningham),33,36
147,2,7:03.0,J. Johnson misses 3-pt jump shot from 24 ft,,33,36
148,2,7:02.0,,Defensive rebound by T. Evans,33,36
149,2,6:51.0,,Personal foul by T. Young (drawn by L. Babbitt),33,36
150,2,6:51.0,D. Williams enters the game for A. Anderson,,33,36
151,2,6:42.0,,Turnover by N. Cole (step out of bounds),33,36
152,2,6:30.0,T. Young makes 2-pt layup from 1 ft (assist by D. Williams),,35,36
153,2,6:07.0,,T. Evans makes 3-pt jump shot from 22 ft,35,39
154,2,5:53.0,B. Lopez makes 2-pt jump shot from 22 ft (assist by J. Jack),,37,39
155,2,5:27.0,,T. Evans misses 3-pt jump shot from 23 ft,37,39
156,2,5:26.0,,Offensive rebound by D. Cunningham,37,39
157,2,5:26.0,,D. Cunningham makes 2-pt layup from 1 ft,37,41
158,2,5:11.0,B. Lopez makes 2-pt hook shot from 10 ft (assist by D. Williams),,39,41
159,2,4:44.0,,N. Cole makes 2-pt jump shot from 13 ft,39,43
160,2,4:27.0,B. Lopez misses 2-pt jump shot from 6 ft,,39,43
161,2,4:25.0,,Defensive rebound by D. Cunningham,39,43
162,2,4:17.0,,L. Babbitt misses 2-pt jump shot from 5 ft,39,43
163,2,4:16.0,Defensive rebound by B. Lopez,,39,43
164,2,4:10.0,D. Williams makes 2-pt jump shot from 3 ft,,41,43
165,2,4:04.0,,New Orleans full timeout,41,43
166,2,4:04.0,M. Brown enters the game for J. Jack,,41,43
167,2,4:04.0,,E. Gordon enters the game for L. Babbitt,41,43
168,2,4:04.0,,Q. Pondexter enters the game for N. Cole,41,43
169,2,3:54.0,,D. Cunningham misses 2-pt jump shot from 17 ft,41,43
170,2,3:52.0,Defensive rebound by M. Brown,,41,43
171,2,3:47.0,M. Brown misses 2-pt layup from 1 ft,,41,43
172,2,3:44.0,Offensive rebound by T. Young,,41,43
173,2,3:44.0,T. Young misses 2-pt tip-in from 1 ft,,41,43
174,2,3:41.0,,Defensive rebound by D. Cunningham,41,43
175,2,3:37.0,,E. Gordon misses 2-pt jump shot from 21 ft,41,43
176,2,3:35.0,Defensive rebound by T. Young,,41,43
177,2,3:18.0,T. Young makes 3-pt jump shot from 26 ft,,44,43
178,2,2:57.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by T. Evans),44,46
179,2,2:33.0,B. Lopez misses 2-pt jump shot from 12 ft,,44,46
180,2,2:32.0,,Defensive rebound by T. Evans,44,46
181,2,2:24.0,,Turnover by Ö. Aşık (lost ball),44,46
182,2,2:24.0,Brooklyn full timeout,,44,46
183,2,2:09.0,B. Lopez misses 2-pt jump shot from 7 ft,,44,46
184,2,2:09.0,Offensive rebound by Team,,44,46
185,2,2:09.0,,Loose ball foul by Q. Pondexter (drawn by B. Lopez),44,46
186,2,2:02.0,J. Johnson makes 2-pt jump shot from 17 ft,,46,46
187,2,1:47.0,,T. Evans makes 2-pt layup from 3 ft,46,48
188,2,1:34.0,D. Williams makes 2-pt jump shot from 20 ft,,48,48
189,2,1:12.0,,Shooting foul by J. Johnson (drawn by Q. Pondexter),48,48
190,2,1:12.0,,Q. Pondexter makes free throw 1 of 2,48,49
191,2,1:12.0,A. Anderson enters the game for J. Johnson,,48,49
192,2,1:12.0,,N. Cole enters the game for E. Gordon,48,49
193,2,1:12.0,,Q. Pondexter makes free throw 2 of 2,48,50
194,2,1:03.0,Turnover by D. Williams (lost ball),,48,50
195,2,0:51.0,,Q. Pondexter misses 3-pt jump shot from 24 ft,48,50
196,2,0:50.0,Defensive rebound by M. Brown,,48,50
197,2,0:43.0,Turnover by D. Williams (lost ball),,48,50
198,2,0:35.0,,T. Evans misses 3-pt jump shot from 24 ft,48,50
199,2,0:33.0,Defensive rebound by T. Young,,48,50
200,2,0:14.0,D. Williams makes 2-pt jump shot from 11 ft,,50,50
201,2,0:03.0,,N. Cole makes 3-pt jump shot from 26 ft (assist by T. Evans),50,53
202,2,0:00.0,D. Williams misses 3-pt jump shot from 67 ft,,50,53
203,2,0:00.0,Offensive rebound by Team,,50,53
204,3,11:48.0,,Personal foul by A. Anderson (drawn by Ö. Aşık),50,53
205,3,11:37.0,,Ö. Aşık makes 2-pt layup from 1 ft (assist by E. Gordon),50,55
206,3,11:18.0,D. Williams misses 2-pt jump shot from 7 ft,,50,55
207,3,11:17.0,,Defensive rebound by E. Gordon,50,55
208,3,11:12.0,,Q. Pondexter makes 2-pt jump shot from 3 ft (assist by T. Evans),50,57
209,3,10:50.0,M. Brown misses 3-pt jump shot from 25 ft,,50,57
210,3,10:49.0,,Defensive rebound by Q. Pondexter,50,57
211,3,10:38.0,,T. Evans misses 3-pt jump shot from 25 ft,50,57
212,3,10:36.0,Defensive rebound by A. Anderson,,50,57
213,3,10:28.0,A. Anderson misses 3-pt jump shot from 25 ft,,50,57
214,3,10:26.0,,Defensive rebound by T. Evans,50,57
215,3,10:18.0,,D. Cunningham misses 2-pt jump shot from 20 ft,50,57
216,3,10:17.0,Defensive rebound by M. Plumlee,,50,57
217,3,10:03.0,A. Anderson misses 2-pt jump shot from 3 ft (block by T. Evans),,50,57
218,3,10:01.0,Offensive rebound by M. Plumlee,,50,57
219,3,9:55.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by D. Williams),,53,57
220,3,9:41.0,,Offensive foul by Ö. Aşık (drawn by M. Brown),53,57
221,3,9:41.0,,Turnover by Ö. Aşık (offensive foul),53,57
222,3,9:17.0,M. Plumlee misses 2-pt jump shot from 9 ft,,53,57
223,3,9:16.0,,Defensive rebound by Ö. Aşık,53,57
224,3,9:00.0,,E. Gordon misses 2-pt jump shot from 8 ft,53,57
225,3,9:00.0,Defensive rebound by Team,,53,57
226,3,9:00.0,,Loose ball foul by Ö. Aşık (drawn by M. Plumlee),53,57
227,3,8:42.0,J. Johnson makes 2-pt jump shot from 9 ft,,55,57
228,3,8:28.0,,Offensive foul by D. Cunningham (drawn by A. Anderson),55,57
229,3,8:28.0,,Turnover by D. Cunningham (offensive foul),55,57
230,3,8:15.0,J. Johnson makes 3-pt jump shot from 25 ft,,58,57
231,3,7:59.0,,Turnover by T. Evans (lost ball),58,57
232,3,7:40.0,J. Johnson misses 3-pt jump shot from 25 ft,,58,57
233,3,7:38.0,,Defensive rebound by E. Gordon,58,57
234,3,7:32.0,,Personal foul by D. Williams (drawn by E. Gordon),58,57
235,3,7:31.0,,Turnover by Q. Pondexter (bad pass; steal by M. Plumlee),58,57
236,3,7:28.0,M. Plumlee misses 2-pt layup from 1 ft,,58,57
237,3,7:25.0,,Defensive rebound by Ö. Aşık,58,57
238,3,7:19.0,,E. Gordon misses 3-pt jump shot from 26 ft,58,57
239,3,7:18.0,Defensive rebound by J. Johnson,,58,57
240,3,7:09.0,D. Williams misses 2-pt layup from 1 ft (block by T. Evans),,58,57
241,3,7:05.0,,Defensive rebound by E. Gordon,58,57
242,3,7:03.0,,Turnover by E. Gordon (lost ball; steal by M. Brown),58,57
243,3,6:51.0,J. Johnson misses 2-pt jump shot from 9 ft,,58,57
244,3,6:50.0,,Defensive rebound by Ö. Aşık,58,57
245,3,6:48.0,,Offensive foul by T. Evans (drawn by A. Anderson),58,57
246,3,6:48.0,,Turnover by T. Evans (offensive foul),58,57
247,3,6:48.0,,Technical foul by Q. Pondexter,58,57
248,3,6:48.0,Brooklyn full timeout,,58,57
249,3,6:48.0,D. Williams makes technical free throw,,59,57
250,3,6:38.0,Turnover by D. Williams (bad pass; steal by D. Cunningham),,59,57
251,3,6:33.0,,D. Cunningham makes 2-pt layup from 2 ft (assist by Q. Pondexter),59,59
252,3,6:08.0,J. Johnson makes 2-pt jump shot from 6 ft,,61,59
253,3,5:52.0,,Turnover by E. Gordon (lost ball),61,59
254,3,5:52.0,B. Lopez enters the game for M. Plumlee,,61,59
255,3,5:33.0,J. Johnson misses 2-pt jump shot from 16 ft,,61,59
256,3,5:32.0,Offensive rebound by J. Johnson,,61,59
257,3,5:28.0,D. Williams misses 3-pt jump shot from 25 ft,,61,59
258,3,5:27.0,,Defensive rebound by D. Cunningham,61,59
259,3,5:17.0,,E. Gordon misses 2-pt layup from 2 ft,61,59
260,3,5:14.0,,Offensive rebound by Ö. Aşık,61,59
261,3,5:14.0,,Ö. Aşık makes 2-pt layup from 1 ft,61,61
262,3,5:06.0,M. Brown misses 3-pt jump shot from 24 ft,,61,61
263,3,5:04.0,,Defensive rebound by D. Cunningham,61,61
264,3,4:54.0,,D. Cunningham makes 2-pt layup from 1 ft (assist by Ö. Aşık),61,63
265,3,4:54.0,Brooklyn full timeout,,61,63
266,3,4:54.0,T. Young enters the game for A. Anderson,,61,63
267,3,4:41.0,J. Johnson makes 2-pt jump shot from 11 ft,,63,63
268,3,4:28.0,,Q. Pondexter makes 3-pt jump shot from 22 ft (assist by T. Evans),63,66
269,3,4:02.0,Personal foul by Ö. Aşık (drawn by J. Johnson),,63,66
270,3,4:02.0,,N. Cole enters the game for E. Gordon,63,66
271,3,3:54.0,T. Young makes 2-pt layup from 1 ft,,65,66
272,3,3:39.0,,D. Cunningham misses 2-pt jump shot from 21 ft,65,66
273,3,3:38.0,Defensive rebound by J. Johnson,,65,66
274,3,3:22.0,T. Young makes 2-pt jump shot from 6 ft,,67,66
275,3,3:06.0,,T. Evans misses 2-pt layup from 1 ft (block by B. Lopez),67,66
276,3,3:03.0,,Offensive rebound by Ö. Aşık,67,66
277,3,3:03.0,,Ö. Aşık makes 2-pt layup from 1 ft,67,68
278,3,2:55.0,M. Brown makes 2-pt dunk at rim (assist by D. Williams),,69,68
279,3,2:34.0,,Q. Pondexter misses 3-pt jump shot from 25 ft,69,68
280,3,2:33.0,Defensive rebound by B. Lopez,,69,68
281,3,2:17.0,M. Brown misses 2-pt jump shot from 17 ft,,69,68
282,3,2:15.0,,Defensive rebound by N. Cole,69,68
283,3,2:12.0,,Shooting foul by D. Williams (drawn by T. Evans),69,68
284,3,2:12.0,,New Orleans full timeout,69,68
285,3,2:12.0,,A. Ajinça enters the game for Ö. Aşık,69,68
286,3,2:12.0,J. Jack enters the game for M. Brown,,69,68
287,3,2:12.0,,T. Evans makes free throw 1 of 2,69,69
288,3,2:12.0,,T. Evans makes free throw 2 of 2,69,70
289,3,1:53.0,Turnover by J. Johnson (lost ball),,69,70
290,3,1:37.0,,D. Cunningham makes 2-pt layup from 1 ft (assist by A. Ajinça),69,72
291,3,1:20.0,T. Young makes 2-pt jump shot from 9 ft,,71,72
292,3,0:57.0,,Q. Pondexter makes 2-pt jump shot from 17 ft (assist by T. Evans),71,74
293,3,0:40.0,Shooting foul by T. Evans (drawn by D. Williams),,71,74
294,3,0:40.0,D. Williams misses free throw 1 of 2,,71,74
295,3,0:40.0,Offensive rebound by Team,,71,74
296,3,0:40.0,,L. Babbitt enters the game for D. Cunningham,71,74
297,3,0:40.0,D. Williams misses free throw 2 of 2,,71,74
298,3,0:39.0,,Defensive rebound by Team,71,74
299,3,0:24.0,,Shooting foul by J. Jack (drawn by A. Ajinça),71,74
300,3,0:24.0,,A. Ajinça makes free throw 1 of 2,71,75
301,3,0:24.0,,A. Ajinça makes free throw 2 of 2,71,76
302,3,0:04.0,J. Jack makes 2-pt jump shot from 19 ft,,73,76
303,3,0:00.0,,Q. Pondexter misses 3-pt jump shot from 39 ft,73,76
304,3,0:00.0,,Offensive rebound by Team,73,76
305,4,11:45.0,Turnover by J. Jack (bad pass; steal by A. Ajinça),,73,76
306,4,11:42.0,,Shooting foul by M. Brown (drawn by N. Cole),73,76
307,4,11:42.0,,N. Cole misses free throw 1 of 2,73,76
308,4,11:42.0,,Offensive rebound by Team,73,76
309,4,11:42.0,,N. Cole makes free throw 2 of 2,73,77
310,4,11:27.0,Def 3 sec tech foul by Q. Pondexter,,73,77
311,4,11:27.0,J. Jack makes technical free throw,,74,77
312,4,11:18.0,Shooting foul by Q. Pondexter (drawn by T. Young),,74,77
313,4,11:18.0,T. Young misses free throw 1 of 2,,74,77
314,4,11:18.0,Offensive rebound by Team,,74,77
315,4,11:18.0,T. Young misses free throw 2 of 2,,74,77
316,4,11:17.0,,Defensive rebound by A. Ajinça,74,77
317,4,10:55.0,,A. Ajinça makes 2-pt layup from 1 ft (assist by N. Cole),74,79
318,4,10:32.0,T. Young misses 2-pt hook shot from 7 ft (block by A. Ajinça),,74,79
319,4,10:29.0,,Defensive rebound by A. Ajinça,74,79
320,4,10:15.0,,A. Ajinça misses 2-pt jump shot from 11 ft,74,79
321,4,10:14.0,Defensive rebound by T. Young,,74,79
322,4,10:08.0,J. Jack makes 2-pt jump shot from 3 ft,,76,79
323,4,10:08.0,Shooting foul by A. Ajinça (drawn by J. Jack),,76,79
324,4,10:08.0,J. Jack makes free throw 1 of 1,,77,79
325,4,9:52.0,,Turnover by L. Babbitt (bad pass; steal by M. Brown),77,79
326,4,9:44.0,Turnover by M. Brown (bad pass),,77,79
327,4,9:32.0,,N. Cole makes 2-pt jump shot from 19 ft,77,81
328,4,9:15.0,A. Anderson makes 3-pt jump shot from 22 ft (assist by M. Brown),,80,81
329,4,9:00.0,,Q. Pondexter makes 2-pt layup from 2 ft (assist by A. Ajinça),80,83
330,4,8:48.0,Shooting foul by L. Babbitt (drawn by J. Jack),,80,83
331,4,8:48.0,Official timeout,,80,83
332,4,8:48.0,J. Jack makes free throw 1 of 2,,81,83
333,4,8:48.0,J. Jack makes free throw 2 of 2,,82,83
334,4,8:36.0,,L. Babbitt makes 3-pt jump shot from 23 ft (assist by N. Cole),82,86
335,4,8:18.0,B. Lopez misses 2-pt jump shot from 12 ft,,82,86
336,4,8:18.0,,Defensive rebound by Team,82,86
337,4,8:18.0,Loose ball foul by B. Lopez (drawn by A. Ajinça),,82,86
338,4,8:04.0,,N. Cole misses 3-pt jump shot from 25 ft,82,86
339,4,8:03.0,Defensive rebound by B. Lopez,,82,86
340,4,7:52.0,J. Jack misses 2-pt jump shot from 14 ft,,82,86
341,4,7:52.0,Offensive rebound by Team,,82,86
342,4,7:52.0,,Loose ball foul by Q. Pondexter (drawn by T. Young),82,86
343,4,7:52.0,M. Plumlee enters the game for B. Lopez,,82,86
344,4,7:52.0,J. Johnson enters the game for M. Brown,,82,86
345,4,7:39.0,Turnover by J. Jack (bad pass; steal by A. Ajinça),,82,86
346,4,7:25.0,,L. Babbitt misses 2-pt jump shot from 9 ft,82,86
347,4,7:23.0,Defensive rebound by J. Jack,,82,86
348,4,7:15.0,A. Anderson misses 2-pt jump shot from 20 ft,,82,86
349,4,7:14.0,,Defensive rebound by Team,82,86
350,4,6:51.0,,N. Cole misses 2-pt jump shot from 21 ft,82,86
351,4,6:50.0,Defensive rebound by J. Johnson,,82,86
352,4,6:39.0,J. Jack misses 2-pt layup from 2 ft,,82,86
353,4,6:37.0,,Defensive rebound by A. Ajinça,82,86
354,4,6:24.0,,A. Ajinça makes 2-pt jump shot from 17 ft (assist by N. Cole),82,88
355,4,6:01.0,J. Johnson misses 2-pt layup from 1 ft (block by A. Ajinça),,82,88
356,4,6:00.0,,Defensive rebound by L. Babbitt,82,88
357,4,5:49.0,,Offensive foul by A. Ajinça (drawn by A. Anderson),82,88
358,4,5:49.0,,Turnover by A. Ajinça (offensive foul),82,88
359,4,5:49.0,,New Orleans full timeout,82,88
360,4,5:49.0,D. Williams enters the game for A. Anderson,,82,88
361,4,5:49.0,,T. Evans enters the game for N. Cole,82,88
362,4,5:30.0,D. Williams misses 2-pt jump shot from 11 ft,,82,88
363,4,5:29.0,,Defensive rebound by Team,82,88
364,4,5:29.0,Loose ball foul by T. Young (drawn by A. Ajinça),,82,88
365,4,5:17.0,,L. Babbitt makes 3-pt jump shot from 25 ft (assist by Q. Pondexter),82,91
366,4,4:57.0,T. Young misses 2-pt jump shot from 11 ft,,82,91
367,4,4:55.0,,Defensive rebound by E. Gordon,82,91
368,4,4:49.0,,T. Evans makes 2-pt layup from 2 ft (assist by E. Gordon),82,93
369,4,4:49.0,Brooklyn full timeout,,82,93
370,4,4:49.0,B. Lopez enters the game for M. Plumlee,,82,93
371,4,4:49.0,A. Anderson enters the game for T. Young,,82,93
372,4,4:38.0,Turnover by J. Johnson (lost ball; steal by T. Evans),,82,93
373,4,4:19.0,,Turnover by T. Evans (bad pass; steal by B. Lopez),82,93
374,4,4:08.0,J. Jack makes 3-pt jump shot from 25 ft (assist by D. Williams),,85,93
375,4,3:44.0,,A. Ajinça misses 2-pt jump shot from 11 ft,85,93
376,4,3:42.0,Defensive rebound by A. Anderson,,85,93
377,4,3:32.0,J. Johnson makes 2-pt jump shot from 7 ft,,87,93
378,4,3:31.0,,New Orleans full timeout,87,93
379,4,3:05.0,,T. Evans makes 2-pt jump shot from 22 ft,87,95
380,4,2:49.0,J. Jack misses 3-pt jump shot from 23 ft,,87,95
381,4,2:47.0,,Defensive rebound by Q. Pondexter,87,95
382,4,2:31.0,,T. Evans makes 2-pt layup from 2 ft,87,97
