,QUARTER,TIME_REMAINING,HOUSTON_ACTION,WASHINGTON_ACTION,HOUSTON_SCORE,WASHINGTON_SCORE
391,4,7:03.0,T. Ariza makes free throw 2 of 2,,89,77
392,4,6:39.0,,O. Porter misses 2-pt jump shot from 16 ft,89,77
393,4,6:38.0,Defensive rebound by J. Harden,,89,77
394,4,6:20.0,T. Ariza makes 2-pt layup at rim,,91,77
395,4,6:09.0,,Turnover by O. Porter (bad pass; steal by J. Harden),91,77
396,4,6:05.0,N. Johnson misses 2-pt layup from 1 ft (block by B. Beal),,91,77
397,4,6:03.0,Offensive rebound by P. Prigioni,,91,77
398,4,5:56.0,Shooting foul by B. Beal (drawn by J. Harden),,91,77
399,4,5:56.0,J. Harden makes free throw 1 of 2,,92,77
400,4,5:56.0,J. Harden makes free throw 2 of 2,,93,77
401,4,5:39.0,,Personal foul by J. Smith (drawn by N. Hilário),93,77
402,4,5:24.0,,R. Butler misses 2-pt jump shot from 17 ft,93,77
403,4,5:22.0,,Offensive rebound by O. Porter,93,77
404,4,5:21.0,,Shooting foul by J. Harden (drawn by O. Porter),93,77
405,4,5:21.0,,O. Porter makes free throw 1 of 2,93,78
406,4,5:21.0,,O. Porter makes free throw 2 of 2,93,79
407,4,4:59.0,J. Smith misses 2-pt jump shot from 3 ft,,93,79
408,4,4:58.0,Offensive rebound by J. Smith,,93,79
409,4,4:48.0,Turnover by J. Harden (bad pass; steal by R. Butler),,93,79
410,4,4:45.0,,Personal foul by T. Ariza (drawn by O. Porter),93,79
411,4,4:45.0,,O. Porter makes free throw 1 of 2,93,80
412,4,4:45.0,,O. Porter makes free throw 2 of 2,93,81
413,4,4:22.0,Turnover by N. Johnson (lost ball),,93,81
414,4,4:07.0,,J. Wall misses 2-pt jump shot from 18 ft,93,81
415,4,4:06.0,Defensive rebound by P. Prigioni,,93,81
416,4,3:48.0,T. Ariza misses 3-pt jump shot from 27 ft,,93,81
417,4,3:48.0,,Defensive rebound by Team,93,81
418,4,3:35.0,,B. Beal makes 2-pt layup at rim,93,83
419,4,3:11.0,J. Harden misses 3-pt jump shot from 25 ft,,93,83
420,4,3:10.0,Offensive rebound by J. Smith,,93,83
421,4,2:49.0,N. Johnson misses 3-pt jump shot from 25 ft,,93,83
422,4,2:48.0,,Defensive rebound by N. Hilário,93,83
423,4,2:41.0,,Offensive foul by J. Wall (drawn by P. Prigioni),93,83
424,4,2:41.0,,Turnover by J. Wall (offensive foul),93,83
425,4,2:41.0,Official timeout,,93,83
426,4,2:41.0,,M. Gortat enters the game for N. Hilário,93,83
427,4,2:41.0,D. Howard enters the game for N. Johnson,,93,83
428,4,2:38.0,Personal take foul by M. Gortat (drawn by D. Howard),,93,83
429,4,2:38.0,D. Howard makes free throw 1 of 2,,94,83
430,4,2:38.0,D. Howard makes free throw 2 of 2,,95,83
431,4,2:28.0,,R. Butler misses 3-pt jump shot from 25 ft,95,83
432,4,2:27.0,,Offensive rebound by O. Porter,95,83
433,4,2:23.0,,O. Porter makes 3-pt jump shot from 24 ft,95,86
434,4,2:12.0,Personal take foul by J. Wall (drawn by D. Howard),,95,86
435,4,2:12.0,D. Howard makes free throw 1 of 2,,96,86
436,4,2:12.0,D. Howard misses free throw 2 of 2,,96,86
437,4,2:12.0,,Defensive rebound by R. Butler,96,86
438,4,1:56.0,,Shooting block foul by D. Howard (drawn by R. Butler),96,86
439,4,1:56.0,,R. Butler makes free throw 1 of 2,96,87
440,4,1:56.0,,R. Butler makes free throw 2 of 2,96,88
441,4,1:32.0,P. Prigioni misses 2-pt jump shot from 6 ft,,96,88
442,4,1:31.0,Offensive rebound by D. Howard,,96,88
443,4,1:29.0,D. Howard misses 2-pt layup from 2 ft,,96,88
444,4,1:28.0,,Defensive rebound by M. Gortat,96,88
445,4,1:27.0,,Personal foul by P. Prigioni (drawn by B. Beal),96,88
446,4,1:27.0,,B. Beal misses free throw 1 of 2,96,88
447,4,1:27.0,,Offensive rebound by Team,96,88
448,4,1:27.0,C. Brewer enters the game for J. Smith,,96,88
449,4,1:27.0,,B. Beal makes free throw 2 of 2,96,89
450,4,1:09.0,Shooting foul by M. Gortat (drawn by D. Howard),,96,89
451,4,1:09.0,D. Howard misses free throw 1 of 2,,96,89
452,4,1:09.0,Offensive rebound by Team,,96,89
453,4,1:09.0,D. Howard makes free throw 2 of 2,,97,89
454,4,0:56.0,,M. Gortat makes 2-pt layup from 1 ft (assist by R. Butler),97,91
455,4,0:32.0,P. Prigioni misses 3-pt jump shot from 26 ft,,97,91
456,4,0:31.0,Offensive rebound by C. Brewer,,97,91
457,4,0:28.0,C. Brewer misses 2-pt layup from 2 ft,,97,91
458,4,0:27.0,,Defensive rebound by J. Wall,97,91
459,4,0:25.0,,B. Beal misses 3-pt jump shot from 25 ft (block by J. Harden),97,91
460,4,0:25.0,,Offensive rebound by Team,97,91
461,4,0:25.0,,Washington full timeout,97,91
462,4,0:20.0,,J. Wall misses 3-pt jump shot from 25 ft,97,91
463,4,0:19.0,Defensive rebound by D. Howard,,97,91
464,4,0:17.0,Personal take foul by J. Wall (drawn by P. Prigioni),,97,91
465,4,0:17.0,P. Prigioni makes free throw 1 of 2,,98,91
466,4,0:17.0,P. Prigioni makes free throw 2 of 2,,99,91
467,4,0:17.0,,Washington full timeout,99,91
468,4,0:15.0,,R. Butler misses 3-pt jump shot from 23 ft,99,91
469,4,0:14.0,Defensive rebound by Team,,99,91
