,QUARTER,TIME_REMAINING,TORONTO_ACTION,LA CLIPPERS_ACTION,TORONTO_SCORE,LA CLIPPERS_SCORE
54,1,5:47.0,Offensive charge foul by B. Griffin (drawn by K. Lowry),,8,7
55,1,5:47.0,,Turnover by B. Griffin (offensive foul),8,7
56,1,5:47.0,,LA Clippers full timeout,8,7
57,1,5:30.0,T. Ross makes 2-pt jump shot from 20 ft (assist by J. Johnson),,10,7
58,1,5:12.0,Violation by J. Johnson (kicked ball),,10,7
59,1,5:12.0,,J. Crawford enters the game for J. Redick,10,7
60,1,5:12.0,P. Patterson enters the game for A. Johnson,,10,7
61,1,5:05.0,,M. Barnes makes 3-pt jump shot from 25 ft (assist by B. Griffin),10,10
62,1,4:45.0,J. Johnson makes 2-pt jump shot from 6 ft,,12,10
63,1,4:29.0,,B. Griffin makes 2-pt jump shot from 17 ft (assist by J. Crawford),12,12
64,1,4:06.0,K. Lowry makes 2-pt layup at rim,,14,12
65,1,3:47.0,,B. Griffin misses 2-pt layup from 1 ft,14,12
66,1,3:44.0,,Offensive rebound by B. Griffin,14,12
67,1,3:44.0,,B. Griffin misses 2-pt tip-in at rim,14,12
68,1,3:43.0,Defensive rebound by P. Patterson,,14,12
69,1,3:36.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by T. Ross),,17,12
70,1,3:15.0,,Turnover by J. Crawford (traveling),17,12
71,1,3:15.0,L. Williams enters the game for J. Johnson,,17,12
72,1,3:15.0,,G. Davis enters the game for D. Jordan,17,12
73,1,3:06.0,T. Ross misses 3-pt jump shot from 26 ft,,17,12
74,1,3:04.0,Offensive rebound by K. Lowry,,17,12
75,1,3:02.0,K. Lowry makes 2-pt layup at rim,,19,12
76,1,2:50.0,,B. Griffin misses 2-pt hook shot from 8 ft,19,12
77,1,2:48.0,,Offensive rebound by G. Davis,19,12
78,1,2:47.0,,G. Davis makes 2-pt layup from 1 ft,19,14
79,1,2:38.0,Shooting foul by J. Crawford (drawn by K. Lowry),,19,14
80,1,2:38.0,Toronto full timeout,,19,14
81,1,2:38.0,T. Hansbrough enters the game for J. Valančiūnas,,19,14
82,1,2:38.0,,R. Bullock enters the game for M. Barnes,19,14
83,1,2:38.0,G. Vásquez enters the game for T. Ross,,19,14
84,1,2:38.0,,J. Farmar enters the game for C. Paul,19,14
85,1,2:38.0,K. Lowry misses free throw 1 of 2,,19,14
86,1,2:38.0,Offensive rebound by Team,,19,14
87,1,2:38.0,K. Lowry makes free throw 2 of 2,,20,14
88,1,2:16.0,,J. Crawford makes 3-pt jump shot from 24 ft (assist by B. Griffin),20,17
89,1,1:56.0,K. Lowry misses 2-pt jump shot from 14 ft,,20,17
90,1,1:55.0,,Defensive rebound by R. Bullock,20,17
91,1,1:34.0,,B. Griffin makes 2-pt jump shot from 20 ft (assist by J. Crawford),20,19
92,1,1:14.0,Turnover by G. Vásquez (bad pass; steal by R. Bullock),,20,19
93,1,1:05.0,,J. Crawford makes 3-pt jump shot from 27 ft (assist by B. Griffin),20,22
94,1,0:56.0,Toronto full timeout,,20,22
95,1,0:56.0,J. Johnson enters the game for K. Lowry,,20,22
96,1,0:46.0,Shooting foul by G. Davis (drawn by L. Williams),,20,22
97,1,0:46.0,L. Williams makes free throw 1 of 2,,21,22
98,1,0:46.0,L. Williams makes free throw 2 of 2,,22,22
99,1,0:29.0,,J. Crawford makes 2-pt jump shot from 18 ft,22,24
100,1,0:06.0,L. Williams misses 3-pt jump shot from 28 ft,,22,24
101,1,0:05.0,,Defensive rebound by B. Griffin,22,24
102,1,0:01.0,,Shooting foul by T. Hansbrough (drawn by B. Griffin),22,24
103,1,0:01.0,,B. Griffin misses free throw 1 of 3,22,24
104,1,0:01.0,,Offensive rebound by Team,22,24
105,1,0:01.0,,B. Griffin makes free throw 2 of 3,22,25
106,1,0:01.0,,B. Griffin makes free throw 3 of 3,22,26
107,2,11:46.0,,Personal foul by P. Patterson (drawn by B. Griffin),22,26
108,2,11:40.0,,Personal foul by J. Johnson (drawn by B. Griffin),22,26
109,2,11:35.0,,D. Jordan enters the game for B. Griffin,22,26
110,2,11:30.0,,R. Bullock makes 2-pt layup from 2 ft (assist by D. Jordan),22,28
111,2,11:09.0,J. Johnson misses 3-pt jump shot from 23 ft,,22,28
112,2,11:08.0,Offensive rebound by Team,,22,28
113,2,10:59.0,G. Vásquez misses 2-pt jump shot from 9 ft (block by J. Farmar),,22,28
114,2,10:59.0,Offensive rebound by Team,,22,28
115,2,10:49.0,Turnover by G. Vásquez (lost ball),,22,28
116,2,10:33.0,,J. Crawford misses 3-pt jump shot from 25 ft,22,28
117,2,10:32.0,Defensive rebound by P. Patterson,,22,28
118,2,10:23.0,G. Vásquez makes 3-pt jump shot from 25 ft (assist by L. Williams),,25,28
119,2,10:08.0,,Shooting foul by J. Johnson (drawn by J. Crawford),25,28
120,2,10:08.0,,J. Crawford makes free throw 1 of 2,25,29
121,2,10:08.0,T. Ross enters the game for J. Johnson,,25,29
122,2,10:08.0,,J. Crawford makes free throw 2 of 2,25,30
123,2,9:56.0,L. Williams misses 3-pt jump shot from 25 ft,,25,30
124,2,9:55.0,Offensive rebound by P. Patterson,,25,30
125,2,9:49.0,P. Patterson misses 2-pt hook shot from 9 ft,,25,30
126,2,9:47.0,Offensive rebound by T. Hansbrough,,25,30
127,2,9:47.0,T. Hansbrough makes 2-pt tip-in at rim,,27,30
128,2,9:32.0,,J. Crawford makes 2-pt jump shot from 18 ft,27,32
129,2,9:18.0,T. Ross misses 3-pt jump shot from 24 ft,,27,32
130,2,9:17.0,,Defensive rebound by R. Bullock,27,32
131,2,9:11.0,,Turnover by J. Farmar (step out of bounds),27,32
132,2,9:11.0,A. Johnson enters the game for T. Hansbrough,,27,32
133,2,8:56.0,A. Johnson misses 2-pt hook shot from 6 ft,,27,32
134,2,8:55.0,,Defensive rebound by D. Jordan,27,32
135,2,8:47.0,,LA Clippers full timeout,27,32
136,2,8:47.0,,J. Redick enters the game for R. Bullock,27,32
137,2,8:47.0,,C. Paul enters the game for J. Farmar,27,32
138,2,8:41.0,,Def 3 sec tech foul by P. Patterson,27,32
139,2,8:41.0,,J. Redick misses technical free throw,27,32
140,2,8:41.0,,Offensive rebound by Team,27,32
141,2,8:30.0,,G. Davis misses 2-pt hook shot from 5 ft,27,32
142,2,8:30.0,,Offensive rebound by D. Jordan,27,32
143,2,8:30.0,Loose ball foul by G. Vásquez (drawn by D. Jordan),,27,32
144,2,8:21.0,,Turnover by J. Crawford (discontinued dribble),27,32
145,2,8:08.0,A. Johnson makes 2-pt layup from 2 ft (assist by P. Patterson),,29,32
146,2,7:51.0,,G. Davis makes 2-pt layup from 1 ft (assist by C. Paul),29,34
147,2,7:40.0,P. Patterson makes 2-pt jump shot from 12 ft (assist by G. Vásquez),,31,34
148,2,7:13.0,,G. Davis misses 2-pt hook shot at rim,31,34
149,2,7:12.0,Defensive rebound by G. Vásquez,,31,34
150,2,7:08.0,G. Vásquez misses 2-pt layup from 1 ft,,31,34
151,2,7:05.0,,Defensive rebound by G. Davis,31,34
152,2,7:00.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),31,37
153,2,6:52.0,Toronto full timeout,,31,37
154,2,6:52.0,,B. Griffin enters the game for G. Davis,31,37
155,2,6:52.0,,M. Barnes enters the game for J. Crawford,31,37
156,2,6:52.0,K. Lowry enters the game for P. Patterson,,31,37
157,2,6:52.0,J. Valančiūnas enters the game for L. Williams,,31,37
158,2,6:36.0,G. Vásquez misses 3-pt jump shot from 26 ft,,31,37
159,2,6:35.0,,Defensive rebound by B. Griffin,31,37
160,2,6:21.0,,Turnover by B. Griffin (bad pass; steal by K. Lowry),31,37
161,2,6:15.0,G. Vásquez misses 3-pt jump shot from 25 ft,,31,37
162,2,6:12.0,,Defensive rebound by B. Griffin,31,37
163,2,6:08.0,,Turnover by B. Griffin (bad pass; steal by A. Johnson),31,37
164,2,6:02.0,T. Ross makes 2-pt dunk at rim (assist by G. Vásquez),,33,37
165,2,5:43.0,,Personal foul by A. Johnson (drawn by B. Griffin),33,37
166,2,5:43.0,,B. Griffin makes free throw 1 of 2,33,38
167,2,5:43.0,,B. Griffin makes free throw 2 of 2,33,39
168,2,5:21.0,Shooting foul by C. Paul (drawn by G. Vásquez),,33,39
169,2,5:21.0,G. Vásquez makes free throw 1 of 2,,34,39
170,2,5:21.0,G. Vásquez makes free throw 2 of 2,,35,39
171,2,5:07.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Griffin),35,42
172,2,4:39.0,K. Lowry misses 2-pt jump shot from 12 ft,,35,42
173,2,4:37.0,,Defensive rebound by D. Jordan,35,42
174,2,4:36.0,,Personal foul by J. Valančiūnas (drawn by C. Paul),35,42
175,2,4:36.0,,C. Paul makes free throw 1 of 2,35,43
176,2,4:36.0,,C. Paul misses free throw 2 of 2,35,43
177,2,4:35.0,Defensive rebound by A. Johnson,,35,43
178,2,4:18.0,Shooting foul by D. Jordan (drawn by J. Valančiūnas),,35,43
179,2,4:18.0,J. Valančiūnas makes free throw 1 of 2,,36,43
180,2,4:18.0,L. Williams enters the game for G. Vásquez,,36,43
181,2,4:18.0,P. Patterson enters the game for A. Johnson,,36,43
182,2,4:18.0,J. Valančiūnas makes free throw 2 of 2,,37,43
183,2,3:54.0,,M. Barnes misses 2-pt jump shot from 9 ft,37,43
184,2,3:54.0,,Offensive rebound by D. Jordan,37,43
185,2,3:54.0,,Turnover by Team (shot clock),37,43
186,2,3:46.0,Turnover by K. Lowry (bad pass; steal by M. Barnes),,37,43
187,2,3:39.0,,Offensive foul by B. Griffin (drawn by L. Williams),37,43
188,2,3:39.0,,Turnover by B. Griffin (offensive foul),37,43
189,2,3:35.0,Personal foul by M. Barnes (drawn by L. Williams),,37,43
190,2,3:24.0,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),,39,43
191,2,3:17.0,,Personal foul by T. Ross (drawn by C. Paul),39,43
192,2,3:17.0,,C. Paul makes free throw 1 of 2,39,44
193,2,3:17.0,,J. Crawford enters the game for M. Barnes,39,44
194,2,3:17.0,G. Vásquez enters the game for T. Ross,,39,44
195,2,3:17.0,,C. Paul makes free throw 2 of 2,39,45
196,2,3:03.0,L. Williams misses 2-pt jump shot from 15 ft,,39,45
197,2,3:01.0,,Defensive rebound by C. Paul,39,45
198,2,2:52.0,,Turnover by J. Redick (lost ball; steal by K. Lowry),39,45
199,2,2:49.0,K. Lowry makes 2-pt layup from 1 ft,,41,45
200,2,2:35.0,,C. Paul makes 2-pt jump shot from 8 ft,41,47
201,2,2:15.0,J. Valančiūnas makes 2-pt dunk at rim (assist by L. Williams),,43,47
202,2,1:49.0,,J. Redick misses 2-pt jump shot from 8 ft,43,47
203,2,1:48.0,Defensive rebound by G. Vásquez,,43,47
204,2,1:42.0,L. Williams misses 3-pt jump shot from 23 ft,,43,47
205,2,1:41.0,,Defensive rebound by D. Jordan,43,47
206,2,1:33.0,,Shooting foul by P. Patterson (drawn by J. Crawford),43,47
207,2,1:33.0,Official timeout,,43,47
208,2,1:33.0,,J. Crawford makes free throw 1 of 2,43,48
209,2,1:33.0,,J. Crawford makes free throw 2 of 2,43,49
210,2,1:16.0,G. Vásquez makes 3-pt jump shot from 26 ft (assist by P. Patterson),,46,49
211,2,0:56.0,,B. Griffin misses 2-pt jump shot from 18 ft,46,49
212,2,0:54.0,Defensive rebound by Team,,46,49
213,2,0:54.0,,J. Farmar enters the game for C. Paul,46,49
214,2,0:37.0,K. Lowry misses 2-pt jump shot from 7 ft (block by J. Farmar),,46,49
215,2,0:36.0,,Defensive rebound by D. Jordan,46,49
216,2,0:31.0,,B. Griffin misses 2-pt layup from 2 ft,46,49
217,2,0:30.0,Defensive rebound by G. Vásquez,,46,49
218,2,0:26.0,Shooting foul by J. Farmar (drawn by J. Valančiūnas),,46,49
219,2,0:26.0,J. Valančiūnas makes free throw 1 of 2,,47,49
220,2,0:26.0,A. Johnson enters the game for P. Patterson,,47,49
221,2,0:26.0,,M. Barnes enters the game for D. Jordan,47,49
222,2,0:26.0,J. Valančiūnas misses free throw 2 of 2,,47,49
223,2,0:26.0,,Defensive rebound by M. Barnes,47,49
224,2,0:23.0,,LA Clippers full timeout,47,49
225,2,0:23.0,T. Ross enters the game for J. Valančiūnas,,47,49
226,2,0:15.0,,Turnover by J. Farmar (lost ball; steal by K. Lowry),47,49
227,2,0:13.0,Shooting foul by J. Farmar (drawn by K. Lowry),,47,49
228,2,0:13.0,K. Lowry makes free throw 1 of 2,,48,49
229,2,0:13.0,,C. Paul enters the game for M. Barnes,48,49
230,2,0:13.0,K. Lowry makes free throw 2 of 2,,49,49
231,2,0:01.0,,C. Paul misses 2-pt jump shot from 17 ft (block by T. Ross),49,49
232,2,0:00.0,,Offensive rebound by Team,49,49
233,3,11:45.0,,B. Griffin misses 2-pt hook shot from 4 ft,49,49
234,3,11:45.0,,Offensive rebound by Team,49,49
235,3,11:45.0,Loose ball foul by A. Johnson (drawn by D. Jordan),,49,49
236,3,11:38.0,,M. Barnes makes 3-pt jump shot from 23 ft (assist by C. Paul),49,52
237,3,11:12.0,J. Valančiūnas makes 2-pt jump shot from 12 ft,,51,52
238,3,10:57.0,,B. Griffin makes 2-pt jump shot from 16 ft (assist by J. Redick),51,54
239,3,10:39.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by T. Ross),,53,54
240,3,10:19.0,,J. Redick misses 2-pt jump shot from 18 ft,53,54
241,3,10:18.0,Defensive rebound by K. Lowry,,53,54
242,3,10:15.0,K. Lowry makes 3-pt jump shot from 25 ft,,56,54
243,3,10:15.0,Shooting foul by J. Redick (drawn by K. Lowry),,56,54
244,3,10:15.0,K. Lowry makes free throw 1 of 1,,57,54
245,3,10:00.0,,C. Paul makes 3-pt jump shot from 22 ft,57,57
246,3,9:39.0,T. Ross makes 2-pt jump shot from 18 ft,,59,57
247,3,9:33.0,,C. Paul misses 2-pt jump shot from 16 ft,59,57
248,3,9:32.0,Defensive rebound by J. Johnson,,59,57
249,3,9:18.0,T. Ross makes 3-pt jump shot from 26 ft (assist by J. Valančiūnas),,62,57
250,3,8:58.0,,B. Griffin makes 2-pt hook shot from 5 ft,62,59
251,3,8:31.0,T. Ross misses 3-pt jump shot from 26 ft,,62,59
252,3,8:30.0,Offensive rebound by J. Valančiūnas,,62,59
253,3,8:27.0,J. Valančiūnas misses 2-pt hook shot from 3 ft,,62,59
254,3,8:25.0,,Defensive rebound by D. Jordan,62,59
255,3,8:16.0,,J. Redick misses 3-pt jump shot from 25 ft,62,59
256,3,8:16.0,,Offensive rebound by D. Jordan,62,59
257,3,8:11.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by B. Griffin),62,62
258,3,7:43.0,A. Johnson makes 2-pt layup from 2 ft,,64,62
259,3,7:31.0,,Personal foul by T. Ross (drawn by J. Redick),64,62
260,3,7:22.0,,M. Barnes misses 2-pt hook shot from 5 ft,64,62
261,3,7:20.0,Defensive rebound by J. Valančiūnas,,64,62
262,3,7:13.0,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),,66,62
263,3,6:47.0,,B. Griffin makes 2-pt layup at rim (assist by C. Paul),66,64
264,3,6:25.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by K. Lowry),,69,64
265,3,6:11.0,,Turnover by J. Redick (traveling),69,64
266,3,5:52.0,J. Johnson misses 2-pt jump shot from 14 ft,,69,64
267,3,5:51.0,,Defensive rebound by D. Jordan,69,64
268,3,5:37.0,,B. Griffin misses 2-pt hook shot from 5 ft,69,64
269,3,5:35.0,,Offensive rebound by D. Jordan,69,64
270,3,5:35.0,,D. Jordan makes 2-pt tip-in at rim,69,66
271,3,5:15.0,J. Valančiūnas misses 2-pt jump shot from 8 ft,,69,66
272,3,5:13.0,Offensive rebound by J. Johnson,,69,66
273,3,5:13.0,J. Johnson misses 2-pt tip-in from 1 ft,,69,66
274,3,5:11.0,,Defensive rebound by M. Barnes,69,66
275,3,4:57.0,,C. Paul misses 3-pt jump shot from 23 ft,69,66
276,3,4:56.0,Defensive rebound by J. Johnson,,69,66
277,3,4:52.0,Toronto full timeout,,69,66
278,3,4:41.0,Turnover by K. Lowry (lost ball; steal by C. Paul),,69,66
279,3,4:23.0,,B. Griffin misses 2-pt jump shot from 21 ft,69,66
280,3,4:22.0,Defensive rebound by T. Ross,,69,66
281,3,4:12.0,J. Johnson misses 3-pt jump shot from 23 ft,,69,66
282,3,4:10.0,,Defensive rebound by D. Jordan,69,66
283,3,4:03.0,,Turnover by C. Paul (bad pass; steal by T. Ross),69,66
284,3,3:58.0,T. Ross misses 2-pt layup from 2 ft,,69,66
285,3,3:56.0,,Defensive rebound by C. Paul,69,66
286,3,3:56.0,,Personal foul by T. Ross (drawn by C. Paul),69,66
287,3,3:56.0,,J. Crawford enters the game for M. Barnes,69,66
288,3,3:56.0,P. Patterson enters the game for A. Johnson,,69,66
289,3,3:56.0,L. Williams enters the game for T. Ross,,69,66
290,3,3:41.0,,C. Paul makes 2-pt jump shot from 17 ft,69,68
291,3,3:24.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by L. Williams),,72,68
292,3,3:08.0,,B. Griffin misses 2-pt layup from 1 ft,72,68
293,3,3:07.0,Defensive rebound by J. Valančiūnas,,72,68
294,3,2:53.0,K. Lowry makes 2-pt layup from 2 ft,,74,68
295,3,2:44.0,,J. Crawford misses 3-pt jump shot from 26 ft,74,68
296,3,2:43.0,Defensive rebound by J. Johnson,,74,68
297,3,2:34.0,K. Lowry makes 2-pt jump shot from 18 ft,,76,68
298,3,2:33.0,,LA Clippers full timeout,76,68
299,3,2:33.0,G. Vásquez enters the game for J. Johnson,,76,68
300,3,2:33.0,,J. Farmar enters the game for C. Paul,76,68
301,3,2:19.0,,J. Redick makes 2-pt jump shot from 17 ft (assist by J. Crawford),76,70
302,3,1:59.0,K. Lowry misses 3-pt jump shot from 26 ft,,76,70
303,3,1:58.0,,Defensive rebound by J. Crawford,76,70
304,3,1:50.0,,J. Crawford misses 2-pt jump shot from 19 ft,76,70
305,3,1:49.0,,Offensive rebound by D. Jordan,76,70
306,3,1:44.0,,J. Redick makes 2-pt jump shot from 17 ft (assist by D. Jordan),76,72
307,3,1:33.0,Personal foul by D. Jordan (drawn by K. Lowry),,76,72
308,3,1:33.0,T. Ross enters the game for K. Lowry,,76,72
309,3,1:33.0,Technical foul by K. Lowry,,76,72
310,3,1:33.0,,J. Crawford makes technical free throw,76,73
311,3,1:18.0,L. Williams misses 3-pt jump shot from 27 ft,,76,73
312,3,1:18.0,,Defensive rebound by D. Jordan,76,73
313,3,1:11.0,,Personal foul by G. Vásquez (drawn by B. Griffin),76,73
314,3,0:57.0,,B. Griffin makes 2-pt jump shot from 6 ft,76,75
315,3,0:41.0,P. Patterson makes 2-pt jump shot from 15 ft (assist by G. Vásquez),,78,75
316,3,0:34.0,,J. Crawford misses 3-pt jump shot from 25 ft,78,75
317,3,0:33.0,,Offensive rebound by D. Jordan,78,75
318,3,0:28.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by J. Crawford),78,78
319,3,0:06.0,J. Valančiūnas makes 2-pt layup at rim (assist by G. Vásquez),,80,78
320,3,0:00.0,,J. Farmar misses 3-pt jump shot from 25 ft,80,78
321,3,0:00.0,,Offensive rebound by Team,80,78
322,4,11:42.0,A. Johnson misses 2-pt layup from 1 ft (block by B. Griffin),,80,78
323,4,11:39.0,Offensive rebound by A. Johnson,,80,78
324,4,11:39.0,A. Johnson makes 2-pt tip-in at rim,,82,78
325,4,11:27.0,,Offensive foul by D. Jordan (drawn by T. Ross),82,78
326,4,11:27.0,,Turnover by D. Jordan (offensive foul),82,78
327,4,11:27.0,,G. Davis enters the game for D. Jordan,82,78
328,4,11:27.0,,R. Bullock enters the game for J. Redick,82,78
329,4,11:17.0,P. Patterson makes 3-pt jump shot from 26 ft (assist by G. Vásquez),,85,78
330,4,10:57.0,,J. Crawford misses 3-pt jump shot from 27 ft,85,78
331,4,10:56.0,Defensive rebound by P. Patterson,,85,78
332,4,10:50.0,Personal foul by B. Griffin (drawn by L. Williams),,85,78
333,4,10:50.0,,H. Türkoğlu enters the game for B. Griffin,85,78
334,4,10:36.0,L. Williams misses 2-pt jump shot from 16 ft (block by G. Davis),,85,78
335,4,10:34.0,,Defensive rebound by G. Davis,85,78
336,4,10:32.0,,J. Crawford makes 2-pt layup from 2 ft (assist by G. Davis),85,80
337,4,10:20.0,G. Vásquez makes 3-pt jump shot from 25 ft (assist by T. Ross),,88,80
338,4,10:03.0,,Turnover by R. Bullock (bad pass; steal by L. Williams),88,80
339,4,9:57.0,G. Vásquez misses 3-pt jump shot from 25 ft,,88,80
340,4,9:54.0,,Defensive rebound by G. Davis,88,80
341,4,9:34.0,,R. Bullock misses 3-pt jump shot from 23 ft,88,80
342,4,9:34.0,Defensive rebound by Team,,88,80
343,4,9:23.0,G. Vásquez makes 2-pt jump shot from 16 ft,,90,80
344,4,9:09.0,,J. Crawford misses 2-pt layup from 2 ft,90,80
345,4,9:08.0,Defensive rebound by G. Vásquez,,90,80
346,4,9:03.0,G. Vásquez makes 3-pt jump shot from 25 ft,,93,80
347,4,9:00.0,,LA Clippers full timeout,93,80
348,4,9:00.0,,C. Paul enters the game for J. Farmar,93,80
349,4,9:00.0,,J. Redick enters the game for R. Bullock,93,80
350,4,8:49.0,,G. Davis makes 2-pt layup from 2 ft (assist by C. Paul),93,82
351,4,8:31.0,T. Ross misses 3-pt jump shot from 25 ft,,93,82
352,4,8:30.0,,Defensive rebound by H. Türkoğlu,93,82
353,4,8:11.0,,J. Crawford misses 3-pt jump shot from 23 ft,93,82
354,4,8:10.0,Defensive rebound by T. Ross,,93,82
355,4,7:52.0,G. Vásquez misses 2-pt jump shot from 6 ft,,93,82
356,4,7:51.0,,Defensive rebound by G. Davis,93,82
357,4,7:41.0,,Personal foul by G. Vásquez (drawn by C. Paul),93,82
358,4,7:34.0,,C. Paul misses 2-pt jump shot from 17 ft,93,82
359,4,7:33.0,Defensive rebound by A. Johnson,,93,82
360,4,7:24.0,Personal foul by C. Paul (drawn by G. Vásquez),,93,82
361,4,7:19.0,A. Johnson makes 2-pt layup from 1 ft (assist by G. Vásquez),,95,82
362,4,7:19.0,Shooting foul by G. Davis (drawn by A. Johnson),,95,82
363,4,7:19.0,,D. Jordan enters the game for G. Davis,95,82
364,4,7:19.0,,B. Griffin enters the game for H. Türkoğlu,95,82
365,4,7:19.0,K. Lowry enters the game for T. Ross,,95,82
366,4,7:19.0,A. Johnson misses free throw 1 of 1,,95,82
367,4,7:18.0,,Defensive rebound by D. Jordan,95,82
368,4,7:05.0,,D. Jordan misses 2-pt dunk at rim,95,82
369,4,7:02.0,Defensive rebound by A. Johnson,,95,82
370,4,6:53.0,G. Vásquez misses 3-pt jump shot from 25 ft,,95,82
371,4,6:52.0,,Defensive rebound by D. Jordan,95,82
372,4,6:45.0,,J. Crawford misses 2-pt layup from 2 ft,95,82
373,4,6:44.0,Defensive rebound by A. Johnson,,95,82
374,4,6:26.0,Turnover by P. Patterson (offensive foul),,95,82
375,4,6:26.0,Offensive foul by P. Patterson (drawn by J. Crawford),,95,82
376,4,6:26.0,J. Valančiūnas enters the game for P. Patterson,,95,82
377,4,6:08.0,,J. Redick makes 2-pt jump shot from 16 ft (assist by J. Crawford),95,84
378,4,5:55.0,Personal foul by J. Crawford (drawn by L. Williams),,95,84
379,4,5:55.0,Official timeout,,95,84
380,4,5:55.0,T. Ross enters the game for G. Vásquez,,95,84
381,4,5:49.0,L. Williams makes 3-pt jump shot from 28 ft (assist by K. Lowry),,98,84
382,4,5:33.0,,J. Redick makes 2-pt jump shot from 7 ft (assist by C. Paul),98,86
