,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MIAMI_ACTION,NEW ORLEANS_SCORE,MIAMI_SCORE
388,4,7:00.0,,U. Haslem makes free throw 1 of 2,92,75
389,4,7:00.0,,G. Dragić enters the game for S. Napier,92,75
390,4,7:00.0,L. Babbitt enters the game for D. Cunningham,,92,75
391,4,7:00.0,,U. Haslem makes free throw 2 of 2,92,76
392,4,6:41.0,L. Babbitt misses 3-pt jump shot from 23 ft,,92,76
393,4,6:40.0,,Defensive rebound by G. Dragić,92,76
394,4,6:34.0,,D. Wade misses 2-pt jump shot from 20 ft,92,76
395,4,6:33.0,,Offensive rebound by Team,92,76
396,4,6:33.0,,Personal foul by L. Babbitt (drawn by U. Haslem),92,76
397,4,6:33.0,,U. Haslem makes free throw 1 of 2,92,77
398,4,6:33.0,,U. Haslem makes free throw 2 of 2,92,78
399,4,6:10.0,E. Gordon misses 3-pt jump shot from 24 ft,,92,78
400,4,6:09.0,,Defensive rebound by U. Haslem,92,78
401,4,5:59.0,,D. Wade misses 2-pt layup from 3 ft,92,78
402,4,5:58.0,,Miami full timeout,92,78
403,4,5:58.0,,H. Whiteside enters the game for C. Andersen,92,78
404,4,5:56.0,Offensive rebound by Team,,92,78
405,4,5:39.0,Ö. Aşık misses 2-pt jump shot from 4 ft (block by H. Whiteside),,92,78
406,4,5:37.0,,Defensive rebound by D. Wade,92,78
407,4,5:36.0,,Turnover by D. Wade (lost ball; steal by L. Babbitt),92,78
408,4,5:34.0,Shooting foul by M. Chalmers (drawn by T. Evans),,92,78
409,4,5:34.0,T. Evans makes free throw 1 of 2,,93,78
410,4,5:34.0,A. Ajinça enters the game for L. Babbitt,,93,78
411,4,5:34.0,T. Evans makes free throw 2 of 2,,94,78
412,4,5:17.0,,U. Haslem makes 2-pt jump shot from 19 ft (assist by D. Wade),94,80
413,4,5:06.0,T. Evans makes 2-pt layup at rim,,96,80
414,4,5:06.0,Shooting block foul by U. Haslem (drawn by T. Evans),,96,80
415,4,5:06.0,T. Evans makes free throw 1 of 1,,97,80
416,4,5:00.0,,Personal foul by N. Cole (drawn by G. Dragić),97,80
417,4,5:00.0,,G. Dragić makes free throw 1 of 2,97,81
418,4,5:00.0,,G. Dragić makes free throw 2 of 2,97,82
419,4,4:45.0,A. Ajinça makes 2-pt jump shot from 15 ft (assist by E. Gordon),,99,82
420,4,4:31.0,,D. Wade misses 3-pt jump shot from 25 ft,99,82
421,4,4:30.0,,Offensive rebound by H. Whiteside,99,82
422,4,4:28.0,,H. Whiteside makes 2-pt jump shot from 3 ft,99,84
423,4,4:04.0,T. Evans misses 2-pt layup from 2 ft (block by H. Whiteside),,99,84
424,4,4:03.0,,Defensive rebound by G. Dragić,99,84
425,4,3:59.0,,G. Dragić misses 2-pt layup from 2 ft,99,84
426,4,3:58.0,Defensive rebound by N. Cole,,99,84
427,4,3:53.0,T. Evans misses 2-pt layup from 1 ft,,99,84
428,4,3:52.0,,Defensive rebound by H. Whiteside,99,84
429,4,3:47.0,,G. Dragić misses 3-pt jump shot from 24 ft,99,84
430,4,3:46.0,Defensive rebound by N. Cole,,99,84
431,4,3:24.0,N. Cole misses 3-pt jump shot from 24 ft,,99,84
432,4,3:23.0,,Defensive rebound by H. Whiteside,99,84
433,4,3:10.0,,D. Wade makes 2-pt jump shot from 15 ft,99,86
434,4,2:54.0,Ö. Aşık makes 2-pt layup from 1 ft (assist by E. Gordon),,101,86
435,4,2:54.0,Shooting foul by U. Haslem (drawn by Ö. Aşık),,101,86
436,4,2:54.0,New Orleans full timeout,,101,86
437,4,2:54.0,D. Cunningham enters the game for A. Ajinça,,101,86
438,4,2:54.0,Ö. Aşık makes free throw 1 of 1,,102,86
439,4,2:43.0,,D. Wade misses 2-pt jump shot from 11 ft,102,86
440,4,2:42.0,Defensive rebound by N. Cole,,102,86
441,4,2:23.0,E. Gordon misses 3-pt jump shot from 23 ft,,102,86
442,4,2:22.0,Offensive rebound by Ö. Aşık,,102,86
443,4,2:21.0,Ö. Aşık misses 2-pt layup from 2 ft,,102,86
444,4,2:20.0,,Defensive rebound by U. Haslem,102,86
445,4,2:12.0,,M. Chalmers misses 3-pt jump shot from 24 ft,102,86
446,4,2:11.0,Defensive rebound by Ö. Aşık,,102,86
447,4,1:54.0,Shooting foul by U. Haslem (drawn by Ö. Aşık),,102,86
448,4,1:54.0,Ö. Aşık misses free throw 1 of 2,,102,86
449,4,1:54.0,Offensive rebound by Team,,102,86
450,4,1:54.0,Ö. Aşık makes free throw 2 of 2,,103,86
451,4,1:35.0,,U. Haslem misses 3-pt jump shot from 22 ft,103,86
452,4,1:34.0,Defensive rebound by Ö. Aşık,,103,86
453,4,1:30.0,D. Cunningham makes 2-pt layup at rim (assist by T. Evans),,105,86
454,4,1:23.0,,D. Wade makes 3-pt jump shot from 24 ft,105,89
455,4,1:02.0,E. Gordon misses 3-pt jump shot from 24 ft,,105,89
456,4,1:01.0,,Defensive rebound by M. Chalmers,105,89
457,4,0:55.0,,D. Wade makes 2-pt dunk at rim (assist by G. Dragić),105,91
458,4,0:33.0,T. Evans misses 2-pt jump shot from 17 ft,,105,91
459,4,0:30.0,,Defensive rebound by H. Whiteside,105,91
460,4,0:29.0,,Turnover by H. Whiteside (bad pass; steal by N. Cole),105,91
461,4,0:08.0,T. Evans misses 3-pt jump shot from 25 ft,,105,91
462,4,0:07.0,,Defensive rebound by H. Whiteside,105,91
