,QUARTER,TIME_REMAINING,MIAMI_ACTION,LA LAKERS_ACTION,MIAMI_SCORE,LA LAKERS_SCORE
0,1,11:44.0,C. Andersen makes 2-pt dunk at rim (assist by M. Chalmers),,2,0
1,1,11:21.0,,K. Bryant misses 2-pt jump shot from 21 ft,2,0
2,1,11:20.0,Defensive rebound by C. Andersen,,2,0
3,1,11:06.0,C. Bosh misses 2-pt jump shot from 13 ft,,2,0
4,1,11:05.0,,Defensive rebound by W. Johnson,2,0
5,1,10:46.0,,J. Hill misses 2-pt layup from 2 ft,2,0
6,1,10:44.0,Defensive rebound by C. Bosh,,2,0
7,1,10:32.0,C. Andersen misses 2-pt jump shot from 5 ft,,2,0
8,1,10:31.0,,Defensive rebound by E. Davis,2,0
9,1,10:21.0,,W. Johnson misses 3-pt jump shot from 23 ft,2,0
10,1,10:19.0,Defensive rebound by L. Deng,,2,0
11,1,10:11.0,M. Chalmers misses 3-pt jump shot from 24 ft,,2,0
12,1,10:10.0,,Defensive rebound by E. Davis,2,0
13,1,9:59.0,,J. Hill misses 2-pt jump shot from 14 ft,2,0
14,1,9:58.0,Defensive rebound by M. Chalmers,,2,0
15,1,9:41.0,L. Deng makes 2-pt jump shot from 6 ft (assist by C. Bosh),,4,0
16,1,9:27.0,,W. Johnson misses 2-pt jump shot from 21 ft,4,0
17,1,9:26.0,Defensive rebound by D. Wade,,4,0
18,1,9:15.0,C. Bosh makes 2-pt layup from 2 ft (assist by D. Wade),,6,0
19,1,8:54.0,,Turnover by E. Davis (bad pass; steal by M. Chalmers),6,0
20,1,8:49.0,C. Andersen makes 2-pt dunk at rim (assist by M. Chalmers),,8,0
21,1,8:32.0,,J. Hill misses 2-pt hook shot from 3 ft,8,0
22,1,8:30.0,Defensive rebound by C. Andersen,,8,0
23,1,8:20.0,C. Bosh misses 2-pt jump shot from 9 ft,,8,0
24,1,8:16.0,,Defensive rebound by R. Price,8,0
25,1,8:10.0,,W. Johnson misses 2-pt jump shot from 14 ft,8,0
26,1,8:07.0,Defensive rebound by D. Wade,,8,0
27,1,8:07.0,Turnover by D. Wade (bad pass),,8,0
28,1,8:07.0,H. Whiteside enters the game for C. Andersen,,8,0
29,1,8:00.0,,K. Bryant misses 2-pt jump shot from 19 ft,8,0
30,1,7:59.0,Defensive rebound by C. Bosh,,8,0
31,1,7:48.0,M. Chalmers misses 2-pt layup from 2 ft,,8,0
32,1,7:47.0,,Defensive rebound by K. Bryant,8,0
33,1,7:39.0,,R. Price misses 3-pt jump shot from 25 ft,8,0
34,1,7:38.0,Defensive rebound by H. Whiteside,,8,0
35,1,7:14.0,H. Whiteside makes 2-pt dunk at rim (assist by M. Chalmers),,10,0
36,1,7:03.0,,LA Lakers full timeout,10,0
37,1,7:03.0,N. Cole enters the game for M. Chalmers,,10,0
38,1,6:49.0,,Turnover by R. Price (bad pass; steal by C. Bosh),10,0
39,1,6:44.0,N. Cole makes 2-pt layup from 1 ft (assist by D. Wade),,12,0
40,1,6:25.0,,Shooting foul by H. Whiteside (drawn by J. Hill),12,0
41,1,6:25.0,,J. Hill misses free throw 1 of 2,12,0
42,1,6:25.0,,Offensive rebound by Team,12,0
43,1,6:25.0,,J. Hill misses free throw 2 of 2,12,0
44,1,6:24.0,Defensive rebound by D. Wade,,12,0
45,1,6:05.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),,14,0
46,1,5:50.0,,Turnover by E. Davis (lost ball),14,0
47,1,5:50.0,,C. Boozer enters the game for E. Davis,14,0
48,1,5:50.0,,T. Black enters the game for J. Hill,14,0
49,1,5:36.0,L. Deng makes 2-pt layup from 1 ft (assist by N. Cole),,16,0
50,1,5:19.0,,T. Black misses 2-pt layup from 1 ft (block by H. Whiteside),16,0
51,1,5:16.0,Defensive rebound by D. Wade,,16,0
52,1,5:08.0,,N. Young enters the game for W. Johnson,16,0
53,1,5:00.0,C. Bosh misses 3-pt jump shot from 24 ft,,16,0
54,1,4:58.0,,Defensive rebound by K. Bryant,16,0
55,1,4:48.0,,C. Boozer misses 2-pt jump shot from 16 ft,16,0
56,1,4:47.0,Defensive rebound by H. Whiteside,,16,0
57,1,4:38.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),,18,0
58,1,4:23.0,,K. Bryant makes 2-pt jump shot from 18 ft,18,2
59,1,4:05.0,D. Wade misses 2-pt jump shot from 19 ft,,18,2
60,1,4:03.0,Offensive rebound by H. Whiteside,,18,2
61,1,4:00.0,H. Whiteside makes 2-pt hook shot from 7 ft,,20,2
62,1,3:49.0,,K. Bryant misses 3-pt jump shot from 24 ft,20,2
63,1,3:48.0,,Offensive rebound by T. Black,20,2
64,1,3:44.0,,T. Black misses 2-pt layup from 1 ft (block by H. Whiteside),20,2
65,1,3:42.0,,Offensive rebound by T. Black,20,2
66,1,3:33.0,,C. Boozer misses 2-pt layup from 2 ft,20,2
67,1,3:32.0,,Offensive rebound by T. Black,20,2
68,1,3:32.0,,T. Black makes 2-pt tip-in at rim,20,4
69,1,3:32.0,Miami full timeout,,20,4
70,1,3:32.0,,J. Lin enters the game for R. Price,20,4
71,1,3:32.0,J. Ennis enters the game for D. Wade,,20,4
72,1,3:14.0,C. Bosh misses 2-pt jump shot from 12 ft,,20,4
73,1,3:10.0,,Defensive rebound by C. Boozer,20,4
74,1,2:55.0,,K. Bryant misses 3-pt jump shot from 24 ft,20,4
75,1,2:54.0,Defensive rebound by J. Ennis,,20,4
76,1,2:36.0,Turnover by N. Cole (bad pass; steal by C. Boozer),,20,4
77,1,2:31.0,,N. Young makes 2-pt layup at rim (assist by K. Bryant),20,6
78,1,2:19.0,,R. Kelly enters the game for K. Bryant,20,6
79,1,2:04.0,,N. Young makes 3-pt jump shot from 26 ft (assist by J. Lin),20,9
80,1,1:51.0,D. Granger enters the game for L. Deng,,20,9
81,1,1:44.0,C. Bosh makes 2-pt layup from 1 ft,,22,9
82,1,1:30.0,,C. Boozer misses 2-pt layup from 2 ft,22,9
83,1,1:29.0,,Offensive rebound by T. Black,22,9
84,1,1:28.0,,Shooting foul by H. Whiteside (drawn by T. Black),22,9
85,1,1:28.0,,T. Black misses free throw 1 of 2,22,9
86,1,1:28.0,,Offensive rebound by Team,22,9
87,1,1:28.0,C. Andersen enters the game for H. Whiteside,,22,9
88,1,1:28.0,,T. Black makes free throw 2 of 2,22,10
89,1,1:12.0,C. Bosh misses 2-pt jump shot from 14 ft,,22,10
90,1,1:10.0,,Defensive rebound by N. Young,22,10
91,1,1:04.0,,Turnover by N. Young (lost ball; steal by D. Granger),22,10
92,1,0:58.0,Turnover by D. Granger (lost ball; steal by T. Black),,22,10
93,1,0:43.0,,N. Young misses 2-pt layup from 2 ft (block by C. Andersen),22,10
94,1,0:41.0,Defensive rebound by N. Cole,,22,10
95,1,0:36.0,Personal foul by T. Black (drawn by N. Cole),,22,10
96,1,0:27.0,Turnover by C. Bosh (lost ball; steal by N. Young),,22,10
97,1,0:24.0,,Shooting foul by D. Granger (drawn by N. Young),22,10
98,1,0:24.0,,N. Young makes free throw 1 of 2,22,11
99,1,0:24.0,,N. Young makes free throw 2 of 2,22,12
100,1,0:01.0,D. Granger misses 2-pt jump shot from 21 ft,,22,12
101,1,0:00.0,,Defensive rebound by J. Lin,22,12
102,1,0:00.0,,J. Lin misses 3-pt jump shot from 62 ft,22,12
103,1,0:00.0,,Offensive rebound by Team,22,12
104,2,11:48.0,,Turnover by T. Black (traveling),22,12
105,2,11:33.0,M. Chalmers makes 2-pt jump shot from 6 ft,,24,12
106,2,11:14.0,,R. Kelly makes 2-pt jump shot from 17 ft (assist by N. Young),24,14
107,2,10:52.0,M. Chalmers misses 2-pt jump shot from 7 ft,,24,14
108,2,10:51.0,Offensive rebound by C. Andersen,,24,14
109,2,10:43.0,M. Chalmers misses 3-pt jump shot from 23 ft,,24,14
110,2,10:41.0,,Defensive rebound by C. Boozer,24,14
111,2,10:37.0,,Personal foul by M. Chalmers (drawn by N. Young),24,14
112,2,10:32.0,,J. Lin misses 2-pt layup from 1 ft,24,14
113,2,10:31.0,Defensive rebound by Team,,24,14
114,2,10:16.0,D. Wade makes 2-pt layup from 2 ft,,26,14
115,2,10:01.0,,N. Young misses 3-pt jump shot from 24 ft,26,14
116,2,10:00.0,Defensive rebound by D. Wade,,26,14
117,2,9:49.0,D. Wade misses 2-pt jump shot from 21 ft,,26,14
118,2,9:48.0,,Defensive rebound by Team,26,14
119,2,9:37.0,,J. Lin makes 2-pt layup from 1 ft,26,16
120,2,9:25.0,M. Chalmers makes 2-pt layup from 1 ft (assist by D. Wade),,28,16
121,2,9:25.0,Shooting foul by J. Lin (drawn by M. Chalmers),,28,16
122,2,9:25.0,M. Chalmers makes free throw 1 of 1,,29,16
123,2,9:06.0,,T. Black misses 2-pt hook shot from 6 ft,29,16
124,2,9:05.0,,Offensive rebound by Team,29,16
125,2,9:01.0,,T. Black misses 2-pt jump shot from 19 ft,29,16
126,2,8:59.0,Defensive rebound by M. Chalmers,,29,16
127,2,8:57.0,Offensive foul by J. Ennis (drawn by J. Lin),,29,16
128,2,8:57.0,Turnover by J. Ennis (offensive foul),,29,16
129,2,8:57.0,Official timeout,,29,16
130,2,8:39.0,,T. Black makes 2-pt dunk at rim (assist by J. Lin),29,18
131,2,8:26.0,D. Wade makes 2-pt layup from 1 ft (assist by M. Chalmers),,31,18
132,2,8:09.0,,Personal foul by D. Granger (drawn by C. Boozer),31,18
133,2,8:03.0,,J. Lin misses 3-pt jump shot from 24 ft,31,18
134,2,8:02.0,Defensive rebound by C. Andersen,,31,18
135,2,7:54.0,Personal foul by J. Lin (drawn by D. Wade),,31,18
136,2,7:46.0,Shooting foul by T. Black (drawn by D. Granger),,31,18
137,2,7:46.0,D. Granger makes free throw 1 of 2,,32,18
138,2,7:46.0,D. Granger makes free throw 2 of 2,,33,18
139,2,7:32.0,,N. Young misses 2-pt jump shot from 16 ft,33,18
140,2,7:31.0,,Offensive rebound by Team,33,18
141,2,7:31.0,L. Deng enters the game for J. Ennis,,33,18
142,2,7:26.0,,C. Boozer makes 2-pt jump shot from 17 ft (assist by R. Kelly),33,20
143,2,7:09.0,D. Wade misses 2-pt jump shot from 6 ft,,33,20
144,2,7:06.0,,Defensive rebound by C. Boozer,33,20
145,2,6:56.0,,C. Boozer misses 2-pt jump shot from 8 ft (block by C. Andersen),33,20
146,2,6:56.0,,Offensive rebound by Team,33,20
147,2,6:56.0,,J. Hill enters the game for T. Black,33,20
148,2,6:56.0,,E. Davis enters the game for C. Boozer,33,20
149,2,6:56.0,,R. Price enters the game for J. Lin,33,20
150,2,6:48.0,,R. Price misses 2-pt jump shot from 5 ft,33,20
151,2,6:47.0,,Offensive rebound by J. Hill,33,20
152,2,6:47.0,,J. Hill misses 2-pt tip-in at rim,33,20
153,2,6:43.0,Defensive rebound by D. Granger,,33,20
154,2,6:38.0,Shooting foul by J. Hill (drawn by C. Andersen),,33,20
155,2,6:38.0,C. Andersen makes free throw 1 of 2,,34,20
156,2,6:38.0,,W. Johnson enters the game for N. Young,34,20
157,2,6:38.0,,K. Bryant enters the game for R. Kelly,34,20
158,2,6:38.0,C. Andersen makes free throw 2 of 2,,35,20
159,2,6:15.0,,J. Hill makes 2-pt hook shot from 4 ft (assist by K. Bryant),35,22
160,2,5:54.0,Turnover by D. Granger (lost ball; steal by R. Price),,35,22
161,2,5:43.0,,Shooting foul by D. Granger (drawn by J. Hill),35,22
162,2,5:43.0,,LA Lakers full timeout,35,22
163,2,5:43.0,H. Whiteside enters the game for C. Andersen,,35,22
164,2,5:43.0,C. Bosh enters the game for D. Wade,,35,22
165,2,5:43.0,J. Ennis enters the game for D. Granger,,35,22
166,2,5:43.0,,J. Hill makes free throw 1 of 2,35,23
167,2,5:43.0,,J. Hill makes free throw 2 of 2,35,24
168,2,5:29.0,L. Deng misses 2-pt jump shot from 7 ft,,35,24
169,2,5:28.0,Offensive rebound by L. Deng,,35,24
170,2,5:26.0,L. Deng misses 2-pt hook shot from 5 ft,,35,24
171,2,5:23.0,,Defensive rebound by E. Davis,35,24
172,2,5:13.0,,J. Hill misses 2-pt layup from 1 ft (block by H. Whiteside),35,24
173,2,5:10.0,,Offensive rebound by J. Hill,35,24
174,2,5:10.0,,J. Hill misses 2-pt layup from 2 ft,35,24
175,2,5:07.0,,Offensive rebound by E. Davis,35,24
176,2,5:07.0,,E. Davis makes 2-pt layup from 1 ft,35,26
177,2,4:52.0,J. Ennis misses 3-pt jump shot from 23 ft,,35,26
178,2,4:50.0,,Defensive rebound by K. Bryant,35,26
179,2,4:42.0,,K. Bryant misses 2-pt jump shot from 15 ft,35,26
180,2,4:41.0,Defensive rebound by C. Bosh,,35,26
181,2,4:28.0,L. Deng misses 3-pt jump shot from 22 ft,,35,26
182,2,4:27.0,,Defensive rebound by W. Johnson,35,26
183,2,4:17.0,,Turnover by K. Bryant (lost ball; steal by J. Ennis),35,26
184,2,4:08.0,Turnover by M. Chalmers (traveling),,35,26
185,2,3:52.0,,W. Johnson misses 2-pt jump shot from 6 ft,35,26
186,2,3:52.0,Defensive rebound by Team,,35,26
187,2,3:52.0,,Loose ball foul by E. Davis (drawn by H. Whiteside),35,26
188,2,3:52.0,H. Whiteside misses free throw 1 of 2,,35,26
189,2,3:52.0,Offensive rebound by Team,,35,26
190,2,3:52.0,H. Whiteside makes free throw 2 of 2,,36,26
191,2,3:39.0,,Personal foul by M. Chalmers (drawn by K. Bryant),36,26
192,2,3:39.0,N. Cole enters the game for J. Ennis,,36,26
193,2,3:31.0,,Shooting foul by L. Deng (drawn by K. Bryant),36,26
194,2,3:31.0,,K. Bryant makes free throw 1 of 2,36,27
195,2,3:31.0,,K. Bryant makes free throw 2 of 2,36,28
196,2,3:08.0,C. Bosh makes 2-pt dunk at rim,,38,28
197,2,2:52.0,,R. Price misses 2-pt jump shot from 5 ft (block by N. Cole),38,28
198,2,2:50.0,Defensive rebound by H. Whiteside,,38,28
199,2,2:40.0,C. Bosh misses 3-pt jump shot from 24 ft,,38,28
200,2,2:39.0,,Defensive rebound by K. Bryant,38,28
201,2,2:32.0,,K. Bryant misses 3-pt jump shot from 24 ft,38,28
202,2,2:31.0,Defensive rebound by M. Chalmers,,38,28
203,2,2:16.0,H. Whiteside makes 2-pt hook shot from 6 ft (assist by C. Bosh),,40,28
204,2,1:53.0,,K. Bryant misses 2-pt jump shot from 11 ft,40,28
205,2,1:52.0,Defensive rebound by C. Bosh,,40,28
206,2,1:39.0,N. Cole misses 3-pt jump shot from 25 ft,,40,28
207,2,1:37.0,,Defensive rebound by J. Hill,40,28
208,2,1:34.0,,Personal foul by N. Cole (drawn by K. Bryant),40,28
209,2,1:34.0,Miami full timeout,,40,28
210,2,1:34.0,C. Andersen enters the game for H. Whiteside,,40,28
211,2,1:34.0,,K. Bryant makes free throw 1 of 2,40,29
212,2,1:34.0,,K. Bryant makes free throw 2 of 2,40,30
213,2,1:15.0,N. Cole makes 2-pt jump shot from 6 ft (assist by M. Chalmers),,42,30
214,2,0:55.0,,J. Hill makes 2-pt hook shot from 7 ft (assist by K. Bryant),42,32
215,2,0:40.0,C. Andersen makes 2-pt layup from 2 ft (assist by N. Cole),,44,32
216,2,0:28.0,,E. Davis makes 2-pt layup from 1 ft (assist by K. Bryant),44,34
217,2,0:06.0,C. Bosh misses 2-pt jump shot from 16 ft (block by E. Davis),,44,34
218,2,0:05.0,Offensive rebound by C. Bosh,,44,34
219,2,0:04.0,Turnover by Team (shot clock),,44,34
220,2,0:01.0,,K. Bryant misses 2-pt jump shot from 18 ft,44,34
221,2,0:00.0,,Offensive rebound by Team,44,34
222,3,11:42.0,,J. Hill makes 2-pt layup from 2 ft (assist by R. Price),44,36
223,3,11:25.0,L. Deng makes 2-pt jump shot from 14 ft (assist by N. Cole),,46,36
224,3,11:05.0,,E. Davis makes 2-pt layup at rim (assist by K. Bryant),46,38
225,3,10:40.0,Turnover by L. Deng (traveling),,46,38
226,3,10:25.0,,W. Johnson misses 3-pt jump shot from 24 ft,46,38
227,3,10:24.0,Defensive rebound by N. Cole,,46,38
228,3,10:15.0,Turnover by C. Bosh (bad pass; steal by K. Bryant),,46,38
229,3,10:09.0,,W. Johnson makes 2-pt layup from 1 ft (assist by K. Bryant),46,40
230,3,9:53.0,L. Deng misses 2-pt jump shot from 21 ft,,46,40
231,3,9:52.0,,Defensive rebound by W. Johnson,46,40
232,3,9:39.0,,W. Johnson misses 3-pt jump shot from 22 ft,46,40
233,3,9:38.0,Defensive rebound by L. Deng,,46,40
234,3,9:28.0,M. Chalmers misses 2-pt jump shot from 5 ft,,46,40
235,3,9:25.0,,Defensive rebound by K. Bryant,46,40
236,3,9:21.0,,J. Hill misses 2-pt jump shot from 4 ft,46,40
237,3,9:19.0,,Offensive rebound by J. Hill,46,40
238,3,9:15.0,,W. Johnson misses 3-pt jump shot from 23 ft,46,40
239,3,9:14.0,Defensive rebound by L. Deng,,46,40
240,3,9:01.0,N. Cole misses 2-pt layup from 1 ft,,46,40
241,3,9:00.0,,Defensive rebound by J. Hill,46,40
242,3,8:52.0,,E. Davis makes 2-pt dunk at rim (assist by W. Johnson),46,42
243,3,8:52.0,Miami full timeout,,46,42
244,3,8:33.0,Turnover by N. Cole (bad pass),,46,42
245,3,8:19.0,,Personal foul by M. Chalmers (drawn by W. Johnson),46,42
246,3,8:07.0,,J. Hill makes 2-pt hook shot from 5 ft (assist by R. Price),46,44
247,3,7:45.0,C. Andersen makes 2-pt layup from 1 ft (assist by N. Cole),,48,44
248,3,7:21.0,,Turnover by J. Hill (bad pass; steal by L. Deng),48,44
249,3,7:17.0,Shooting foul by R. Price (drawn by N. Cole),,48,44
250,3,7:17.0,N. Cole misses free throw 1 of 2,,48,44
251,3,7:17.0,Offensive rebound by Team,,48,44
252,3,7:17.0,D. Granger enters the game for M. Chalmers,,48,44
253,3,7:17.0,N. Cole misses free throw 2 of 2,,48,44
254,3,7:16.0,,Defensive rebound by J. Hill,48,44
255,3,7:08.0,Violation by L. Deng (kicked ball),,48,44
256,3,6:58.0,,W. Johnson makes 2-pt jump shot from 16 ft,48,46
257,3,6:41.0,Turnover by N. Cole (bad pass; steal by R. Price),,48,46
258,3,6:34.0,,K. Bryant misses 3-pt jump shot from 24 ft,48,46
259,3,6:33.0,Defensive rebound by D. Granger,,48,46
260,3,6:17.0,C. Bosh misses 2-pt jump shot from 17 ft,,48,46
261,3,6:16.0,,Defensive rebound by K. Bryant,48,46
