,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,TORONTO_ACTION,GOLDEN STATE_SCORE,TORONTO_SCORE
383,4,6:50.0,,D. DeRozan makes free throw 2 of 2,100,70
384,4,6:38.0,Offensive foul by B. Rush (drawn by J. Valančiūnas),,100,70
385,4,6:38.0,Turnover by B. Rush (offensive foul),,100,70
386,4,6:38.0,,G. Stiemsma enters the game for J. Valančiūnas,100,70
387,4,6:38.0,,C. Hayes enters the game for P. Patterson,100,70
388,4,6:19.0,,Shooting foul by L. Barbosa (drawn by D. DeRozan),100,70
389,4,6:19.0,,D. DeRozan makes free throw 1 of 2,100,71
390,4,6:19.0,,D. DeRozan makes free throw 2 of 2,100,72
391,4,6:04.0,D. Lee misses 2-pt hook shot from 6 ft,,100,72
392,4,6:03.0,Offensive rebound by M. Speights,,100,72
393,4,6:01.0,M. Speights misses 2-pt hook shot from 3 ft,,100,72
394,4,6:01.0,,Defensive rebound by Team,100,72
395,4,5:47.0,,D. DeRozan misses 3-pt jump shot from 23 ft,100,72
396,4,5:46.0,Defensive rebound by B. Rush,,100,72
397,4,5:32.0,B. Rush misses 3-pt jump shot from 26 ft,,100,72
398,4,5:31.0,,Defensive rebound by L. Williams,100,72
399,4,5:21.0,,C. Hayes makes 2-pt hook shot from 5 ft (assist by L. Williams),100,74
400,4,5:20.0,Golden State full timeout,,100,74
401,4,5:20.0,,L. Fields enters the game for D. DeRozan,100,74
402,4,5:06.0,L. Barbosa misses 3-pt jump shot from 26 ft,,100,74
403,4,5:05.0,,Defensive rebound by G. Stiemsma,100,74
404,4,4:42.0,,C. Hayes misses 2-pt layup from 2 ft,100,74
405,4,4:41.0,Defensive rebound by B. Rush,,100,74
406,4,4:26.0,S. Livingston makes 2-pt jump shot from 14 ft (assist by D. Lee),,102,74
407,4,3:59.0,,J. Johnson makes 2-pt layup from 2 ft (assist by C. Hayes),102,76
408,4,3:47.0,D. Lee makes 2-pt hook shot from 7 ft (assist by S. Livingston),,104,76
409,4,3:29.0,,L. Fields makes 2-pt layup from 3 ft (assist by L. Williams),104,78
410,4,3:17.0,B. Rush misses 2-pt jump shot from 18 ft,,104,78
411,4,3:16.0,,Defensive rebound by C. Hayes,104,78
412,4,3:08.0,,L. Williams makes 3-pt jump shot from 26 ft,104,81
413,4,2:49.0,D. Lee makes 2-pt layup from 3 ft (assist by S. Livingston),,106,81
414,4,2:38.0,,L. Fields makes 2-pt layup from 1 ft,106,83
415,4,2:22.0,S. Livingston makes 2-pt jump shot from 11 ft (assist by B. Rush),,108,83
416,4,2:13.0,,C. Hayes makes 2-pt hook shot from 4 ft (assist by J. Johnson),108,85
417,4,2:03.0,L. Barbosa makes 3-pt jump shot from 26 ft,,111,85
418,4,1:41.0,,Turnover by G. Stiemsma (bad pass; steal by S. Livingston),111,85
419,4,1:37.0,Shooting foul by L. Williams (drawn by L. Barbosa),,111,85
420,4,1:37.0,,Toronto full timeout,111,85
421,4,1:37.0,J. Holiday enters the game for S. Livingston,,111,85
422,4,1:37.0,L. Barbosa makes free throw 1 of 2,,112,85
423,4,1:37.0,L. Barbosa makes free throw 2 of 2,,113,85
424,4,1:22.0,,G. Stiemsma makes 2-pt hook shot from 6 ft (assist by L. Fields),113,87
425,4,1:10.0,D. Lee misses 2-pt jump shot from 20 ft,,113,87
426,4,1:09.0,Offensive rebound by M. Speights,,113,87
427,4,1:05.0,M. Speights misses 2-pt hook shot from 7 ft,,113,87
428,4,1:04.0,,Defensive rebound by C. Hayes,113,87
429,4,0:59.0,,Shooting foul by B. Rush (drawn by L. Williams),113,87
430,4,0:59.0,,L. Williams makes free throw 1 of 2,113,88
431,4,0:59.0,,L. Williams makes free throw 2 of 2,113,89
432,4,0:48.0,Turnover by M. Speights (bad pass; steal by L. Williams),,113,89
433,4,0:43.0,,Turnover by G. Stiemsma (bad pass),113,89
434,4,0:25.0,Turnover by D. Lee (bad pass; steal by G. Stiemsma),,113,89
435,4,0:19.0,,L. Williams misses 3-pt jump shot from 29 ft,113,89
436,4,0:18.0,Defensive rebound by J. Holiday,,113,89
