,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CHARLOTTE_ACTION,WASHINGTON_SCORE,CHARLOTTE_SCORE
377,4,3:04.0,K. Séraphin misses 2-pt jump shot from 7 ft,,91,69
378,4,3:03.0,,Defensive rebound by B. Biyombo,91,69
379,4,2:51.0,,J. Taylor misses 2-pt jump shot from 17 ft,91,69
380,4,2:50.0,Defensive rebound by D. Blair,,91,69
381,4,2:35.0,O. Porter makes 2-pt layup from 2 ft (assist by R. Sessions),,93,69
382,4,2:22.0,,B. Roberts misses 2-pt jump shot from 20 ft,93,69
383,4,2:21.0,Defensive rebound by K. Séraphin,,93,69
384,4,2:08.0,O. Porter misses 3-pt jump shot from 23 ft,,93,69
385,4,2:07.0,,Defensive rebound by J. Taylor,93,69
386,4,2:04.0,,Turnover by J. Taylor (lost ball; steal by O. Porter),93,69
387,4,1:52.0,Turnover by R. Sessions (bad pass),,93,69
388,4,1:52.0,Official timeout,,93,69
389,4,1:34.0,,J. Taylor misses 2-pt layup from 1 ft,93,69
390,4,1:33.0,Defensive rebound by R. Butler,,93,69
391,4,1:12.0,K. Séraphin makes 2-pt layup from 1 ft,,95,69
392,4,1:00.0,,T. Daniels misses 3-pt jump shot from 25 ft,95,69
393,4,1:00.0,Defensive rebound by R. Sessions,,95,69
394,4,0:49.0,D. Blair misses 2-pt layup from 1 ft (block by N. Vonleh),,95,69
395,4,0:47.0,,Defensive rebound by B. Biyombo,95,69
396,4,0:29.0,,B. Roberts misses 2-pt jump shot from 10 ft,95,69
397,4,0:28.0,Defensive rebound by D. Blair,,95,69
398,4,0:09.0,D. Blair misses 2-pt jump shot from 12 ft,,95,69
399,4,0:06.0,,Defensive rebound by N. Vonleh,95,69
