,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,HOUSTON_ACTION,MEMPHIS_SCORE,HOUSTON_SCORE
101,1,0:32.0,,J. Harden makes free throw 1 of 2,26,30
102,1,0:32.0,,J. Harden makes free throw 2 of 2,26,31
103,1,0:22.0,J. Leuer makes 2-pt layup from 2 ft (assist by Q. Pondexter),,28,31
104,1,0:03.0,,J. Harden makes 3-pt jump shot from 24 ft,28,34
105,2,11:44.0,,F. García misses 2-pt jump shot from 11 ft,28,34
106,2,11:44.0,,Offensive rebound by Team,28,34
107,2,11:39.0,,K. Papanikolaou misses 2-pt jump shot from 13 ft,28,34
108,2,11:37.0,Defensive rebound by J. Leuer,,28,34
109,2,11:22.0,K. Koufos misses 2-pt layup from 1 ft,,28,34
110,2,11:20.0,Offensive rebound by Q. Pondexter,,28,34
111,2,11:17.0,Q. Pondexter misses 2-pt layup from 2 ft,,28,34
112,2,11:16.0,,Defensive rebound by T. Ariza,28,34
113,2,10:59.0,,J. Terry makes 2-pt jump shot from 6 ft (assist by F. García),28,36
114,2,10:48.0,K. Koufos misses 2-pt layup from 1 ft,,28,36
115,2,10:47.0,Offensive rebound by K. Koufos,,28,36
116,2,10:47.0,Turnover by K. Koufos (traveling),,28,36
117,2,10:27.0,,J. Dorsey makes 2-pt layup from 1 ft (assist by F. García),28,38
118,2,10:13.0,Q. Pondexter misses 2-pt layup from 2 ft (block by J. Dorsey),,28,38
119,2,10:11.0,,Defensive rebound by J. Terry,28,38
120,2,10:07.0,,K. Papanikolaou misses 2-pt layup from 1 ft,28,38
121,2,10:06.0,,Offensive rebound by J. Dorsey,28,38
122,2,10:06.0,,J. Dorsey makes 2-pt dunk at rim,28,40
123,2,10:06.0,Memphis full timeout,,28,40
124,2,9:44.0,V. Carter makes 2-pt jump shot from 21 ft,,30,40
125,2,9:26.0,,T. Ariza misses 3-pt jump shot from 23 ft,30,40
126,2,9:25.0,Defensive rebound by Team,,30,40
127,2,9:10.0,Def 3 sec tech foul by J. Dorsey,,30,40
128,2,9:10.0,V. Carter misses technical free throw,,30,40
129,2,9:10.0,Offensive rebound by Team,,30,40
130,2,9:00.0,V. Carter makes 3-pt jump shot from 23 ft (assist by B. Udrih),,33,40
131,2,8:50.0,,J. Terry misses 3-pt jump shot from 25 ft,33,40
132,2,8:48.0,Defensive rebound by Team,,33,40
133,2,8:40.0,Turnover by B. Udrih (bad pass; steal by K. Papanikolaou),,33,40
134,2,8:23.0,,K. Papanikolaou makes 2-pt jump shot from 21 ft (assist by F. García),33,42
135,2,8:09.0,K. Koufos makes 2-pt jump shot from 19 ft (assist by B. Udrih),,35,42
136,2,7:58.0,,F. García makes 3-pt jump shot from 25 ft,35,45
137,2,7:39.0,V. Carter makes 2-pt layup from 2 ft,,37,45
138,2,7:15.0,,J. Terry misses 3-pt jump shot from 22 ft,37,45
139,2,7:14.0,Defensive rebound by V. Carter,,37,45
140,2,7:07.0,K. Koufos misses 2-pt layup from 3 ft (block by T. Ariza),,37,45
141,2,7:04.0,,Defensive rebound by J. Dorsey,37,45
142,2,7:00.0,,T. Ariza misses 3-pt jump shot from 25 ft,37,45
143,2,6:58.0,Defensive rebound by K. Koufos,,37,45
144,2,6:35.0,Q. Pondexter misses 3-pt jump shot from 24 ft,,37,45
145,2,6:35.0,Offensive rebound by Team,,37,45
146,2,6:35.0,Turnover by Team (shot clock),,37,45
147,2,6:35.0,,Houston full timeout,37,45
148,2,6:35.0,M. Gasol enters the game for B. Udrih,,37,45
149,2,6:35.0,C. Lee enters the game for Q. Pondexter,,37,45
150,2,6:35.0,M. Conley enters the game for J. Leuer,,37,45
151,2,6:35.0,,D. Motiejūnas enters the game for J. Dorsey,37,45
152,2,6:35.0,,J. Harden enters the game for F. García,37,45
153,2,6:14.0,,J. Terry misses 2-pt layup from 2 ft (block by K. Koufos),37,45
154,2,6:14.0,,Offensive rebound by Team,37,45
155,2,6:12.0,,Turnover by J. Harden (lost ball; steal by K. Koufos),37,45
156,2,6:03.0,V. Carter misses 3-pt jump shot from 25 ft,,37,45
157,2,6:02.0,,Defensive rebound by D. Motiejūnas,37,45
158,2,5:50.0,,Shooting foul by K. Koufos (drawn by T. Ariza),37,45
159,2,5:50.0,,T. Ariza makes free throw 1 of 2,37,46
160,2,5:50.0,,N. Johnson enters the game for J. Terry,37,46
161,2,5:50.0,,T. Ariza makes free throw 2 of 2,37,47
162,2,5:33.0,K. Koufos makes 2-pt layup at rim (assist by M. Gasol),,39,47
163,2,5:19.0,,D. Motiejūnas makes 2-pt jump shot from 6 ft,39,49
164,2,5:00.0,M. Gasol misses 2-pt jump shot from 16 ft,,39,49
165,2,4:58.0,,Defensive rebound by K. Papanikolaou,39,49
166,2,4:51.0,,T. Ariza misses 3-pt jump shot from 22 ft,39,49
167,2,4:50.0,Defensive rebound by C. Lee,,39,49
168,2,4:39.0,Turnover by M. Gasol (lost ball; steal by J. Harden),,39,49
169,2,4:35.0,,Shooting foul by C. Lee (drawn by J. Harden),39,49
170,2,4:35.0,,J. Harden makes free throw 1 of 2,39,50
171,2,4:35.0,N. Calathes enters the game for V. Carter,,39,50
172,2,4:35.0,Z. Randolph enters the game for K. Koufos,,39,50
173,2,4:35.0,,T. Black enters the game for K. Papanikolaou,39,50
174,2,4:35.0,,J. Harden misses free throw 2 of 2,39,50
175,2,4:35.0,Defensive rebound by M. Gasol,,39,50
176,2,4:26.0,Turnover by M. Conley (lost ball),,39,50
177,2,4:19.0,,J. Harden makes 3-pt jump shot from 27 ft,39,53
178,2,4:00.0,N. Calathes misses 2-pt layup from 4 ft,,39,53
179,2,4:00.0,Offensive rebound by Team,,39,53
180,2,4:00.0,,Loose ball foul by J. Harden (drawn by M. Gasol),39,53
181,2,3:52.0,M. Conley misses 2-pt jump shot from 5 ft,,39,53
182,2,3:48.0,,Defensive rebound by N. Johnson,39,53
183,2,3:39.0,,D. Motiejūnas makes 2-pt hook shot from 3 ft (assist by J. Harden),39,55
184,2,3:30.0,Shooting foul by T. Black (drawn by Z. Randolph),,39,55
185,2,3:30.0,Z. Randolph makes free throw 1 of 2,,40,55
186,2,3:30.0,Z. Randolph misses free throw 2 of 2,,40,55
187,2,3:28.0,Offensive rebound by M. Conley,,40,55
188,2,3:21.0,,Offensive charge foul by M. Gasol (drawn by D. Motiejūnas),40,55
189,2,3:21.0,Turnover by M. Gasol (offensive foul),,40,55
190,2,3:21.0,Technical foul by M. Gasol,,40,55
191,2,3:21.0,,J. Harden makes technical free throw,40,56
192,2,3:03.0,,T. Black makes 2-pt layup at rim (assist by N. Johnson),40,58
193,2,2:37.0,Shooting foul by N. Johnson (drawn by M. Conley),,40,58
194,2,2:37.0,Memphis full timeout,,40,58
195,2,2:37.0,,J. Terry enters the game for N. Johnson,40,58
196,2,2:37.0,M. Conley makes free throw 1 of 2,,41,58
197,2,2:37.0,M. Conley makes free throw 2 of 2,,42,58
198,2,2:29.0,,Offensive foul by D. Motiejūnas (drawn by M. Conley),42,58
199,2,2:29.0,,Turnover by D. Motiejūnas (offensive foul),42,58
200,2,2:19.0,M. Conley misses 3-pt jump shot from 23 ft,,42,58
201,2,2:17.0,,Defensive rebound by J. Terry,42,58
202,2,2:00.0,,T. Ariza misses 2-pt jump shot from 14 ft,42,58
203,2,1:59.0,Defensive rebound by M. Gasol,,42,58
204,2,1:40.0,M. Gasol makes 2-pt layup from 1 ft (assist by M. Conley),,44,58
205,2,1:40.0,Shooting foul by T. Black (drawn by M. Gasol),,44,58
206,2,1:40.0,,J. Dorsey enters the game for T. Black,44,58
207,2,1:40.0,M. Gasol misses free throw 1 of 1,,44,58
208,2,1:40.0,,Defensive rebound by D. Motiejūnas,44,58
209,2,1:27.0,,Turnover by J. Harden (lost ball; steal by N. Calathes),44,58
210,2,1:15.0,C. Lee misses 3-pt jump shot from 24 ft,,44,58
211,2,1:13.0,Offensive rebound by Z. Randolph,,44,58
212,2,1:02.0,Z. Randolph misses 2-pt jump shot from 5 ft,,44,58
213,2,1:00.0,Offensive rebound by Z. Randolph,,44,58
214,2,1:00.0,Shooting foul by D. Motiejūnas (drawn by Z. Randolph),,44,58
215,2,1:00.0,Z. Randolph makes free throw 1 of 2,,45,58
216,2,1:00.0,,F. García enters the game for J. Dorsey,45,58
217,2,1:00.0,Z. Randolph makes free throw 2 of 2,,46,58
218,2,0:43.0,,T. Ariza misses 3-pt jump shot from 25 ft,46,58
219,2,0:41.0,Defensive rebound by M. Gasol,,46,58
220,2,0:29.0,C. Lee misses 3-pt jump shot from 23 ft,,46,58
221,2,0:27.0,,Defensive rebound by T. Ariza,46,58
222,2,0:06.0,,Personal foul by N. Calathes (drawn by J. Harden),46,58
223,2,0:06.0,,Houston full timeout,46,58
224,2,0:06.0,T. Allen enters the game for C. Lee,,46,58
225,2,0:06.0,Q. Pondexter enters the game for M. Conley,,46,58
226,2,0:06.0,V. Carter enters the game for Z. Randolph,,46,58
227,2,0:05.0,,Turnover by T. Ariza (step out of bounds),46,58
228,2,0:05.0,Z. Randolph enters the game for T. Allen,,46,58
229,2,0:05.0,M. Conley enters the game for Q. Pondexter,,46,58
230,2,0:05.0,C. Lee enters the game for V. Carter,,46,58
231,2,0:05.0,,N. Johnson enters the game for J. Terry,46,58
232,2,0:02.0,M. Conley misses 3-pt jump shot from 25 ft,,46,58
233,2,0:01.0,,Defensive rebound by J. Harden,46,58
234,3,11:48.0,,Turnover by D. Motiejūnas (bad pass; steal by T. Allen),46,58
235,3,11:44.0,Turnover by T. Allen (lost ball; steal by J. Terry),,46,58
236,3,11:41.0,,J. Harden misses 3-pt jump shot from 25 ft,46,58
237,3,11:41.0,,Offensive rebound by T. Black,46,58
238,3,11:40.0,,T. Black misses 2-pt layup from 1 ft,46,58
239,3,11:39.0,,Offensive rebound by T. Black,46,58
240,3,11:38.0,,T. Black misses 2-pt layup from 1 ft,46,58
241,3,11:37.0,,Offensive rebound by T. Black,46,58
242,3,11:37.0,,T. Black makes 2-pt layup from 1 ft,46,60
243,3,11:17.0,Turnover by M. Conley (lost ball; steal by J. Harden),,46,60
244,3,11:13.0,,Shooting foul by T. Allen (drawn by J. Terry),46,60
245,3,11:13.0,,J. Terry makes free throw 1 of 2,46,61
246,3,11:13.0,,J. Terry makes free throw 2 of 2,46,62
247,3,10:52.0,Z. Randolph misses 2-pt hook shot from 7 ft,,46,62
248,3,10:51.0,,Defensive rebound by D. Motiejūnas,46,62
249,3,10:34.0,,J. Harden misses 2-pt jump shot from 5 ft (block by T. Allen),46,62
250,3,10:33.0,,Offensive rebound by T. Black,46,62
251,3,10:33.0,,D. Motiejūnas makes 3-pt jump shot from 22 ft (assist by J. Terry),46,65
252,3,10:20.0,Z. Randolph misses 2-pt jump shot from 4 ft (block by J. Harden),,46,65
253,3,10:18.0,,Defensive rebound by J. Harden,46,65
254,3,10:13.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Terry),46,68
255,3,10:04.0,Memphis full timeout,,46,68
256,3,9:50.0,M. Conley makes 2-pt jump shot from 22 ft (assist by M. Gasol),,48,68
257,3,9:43.0,,J. Harden misses 3-pt jump shot from 25 ft,48,68
258,3,9:42.0,,Offensive rebound by T. Black,48,68
259,3,9:42.0,,T. Black misses 2-pt layup from 1 ft (block by T. Allen),48,68
260,3,9:41.0,Defensive rebound by Z. Randolph,,48,68
261,3,9:31.0,M. Gasol misses 2-pt jump shot from 17 ft,,48,68
262,3,9:29.0,Offensive rebound by T. Allen,,48,68
263,3,9:28.0,T. Allen makes 2-pt layup from 2 ft,,50,68
264,3,9:19.0,,T. Black makes 2-pt layup from 2 ft (assist by J. Terry),50,70
265,3,9:02.0,Turnover by T. Allen (lost ball; steal by T. Ariza),,50,70
266,3,8:56.0,,Turnover by T. Ariza (lost ball; steal by M. Conley),50,70
267,3,8:40.0,Shooting foul by D. Motiejūnas (drawn by M. Conley),,50,70
268,3,8:40.0,M. Conley makes free throw 1 of 2,,51,70
269,3,8:40.0,M. Conley makes free throw 2 of 2,,52,70
270,3,8:31.0,,Turnover by D. Motiejūnas (bad pass; steal by M. Conley),52,70
271,3,8:27.0,M. Conley makes 2-pt layup from 1 ft,,54,70
272,3,8:11.0,,D. Motiejūnas misses 2-pt layup from 2 ft,54,70
273,3,8:10.0,Defensive rebound by M. Gasol,,54,70
274,3,8:04.0,M. Conley misses 3-pt jump shot from 24 ft,,54,70
275,3,8:03.0,,Defensive rebound by T. Ariza,54,70
276,3,7:57.0,,J. Terry makes 3-pt jump shot from 26 ft (assist by J. Harden),54,73
277,3,7:35.0,T. Allen misses 3-pt jump shot from 24 ft,,54,73
278,3,7:34.0,,Defensive rebound by J. Terry,54,73
279,3,7:30.0,,T. Ariza makes 2-pt jump shot from 22 ft (assist by J. Terry),54,75
280,3,7:27.0,Memphis full timeout,,54,75
281,3,7:27.0,Q. Pondexter enters the game for T. Allen,,54,75
282,3,7:27.0,J. Leuer enters the game for Z. Randolph,,54,75
283,3,7:16.0,Personal foul by J. Harden (drawn by M. Gasol),,54,75
284,3,7:06.0,Turnover by M. Conley (lost ball; steal by T. Ariza),,54,75
285,3,7:02.0,,T. Ariza makes 2-pt dunk at rim (assist by J. Harden),54,77
286,3,6:48.0,Turnover by M. Conley (lost ball; steal by T. Ariza),,54,77
287,3,6:45.0,,T. Ariza makes 2-pt layup at rim,54,79
288,3,6:23.0,,N. Johnson enters the game for J. Terry,54,79
289,3,6:16.0,J. Leuer makes 2-pt jump shot from 13 ft (assist by M. Conley),,56,79
290,3,6:04.0,Violation by J. Leuer (kicked ball),,56,79
291,3,5:47.0,,N. Johnson misses 3-pt jump shot from 24 ft,56,79
292,3,5:46.0,Defensive rebound by M. Gasol,,56,79
293,3,5:37.0,J. Leuer makes 2-pt jump shot from 19 ft (assist by M. Conley),,58,79
294,3,5:26.0,,Turnover by D. Motiejūnas (lost ball; steal by M. Conley),58,79
295,3,5:22.0,M. Conley makes 2-pt layup from 1 ft (assist by J. Leuer),,60,79
296,3,4:52.0,,T. Black misses 2-pt layup from 2 ft,60,79
297,3,4:51.0,,Offensive rebound by T. Black,60,79
298,3,4:43.0,,N. Johnson misses 2-pt jump shot from 7 ft,60,79
299,3,4:42.0,,Offensive rebound by T. Black,60,79
300,3,4:41.0,,T. Black makes 2-pt layup from 1 ft,60,81
301,3,4:27.0,J. Leuer misses 3-pt jump shot from 24 ft,,60,81
302,3,4:25.0,,Defensive rebound by D. Motiejūnas,60,81
303,3,4:11.0,,J. Harden makes 2-pt jump shot from 11 ft,60,83
304,3,3:56.0,M. Gasol misses 2-pt hook shot from 10 ft,,60,83
305,3,3:54.0,,Defensive rebound by T. Ariza,60,83
306,3,3:47.0,,J. Harden misses 2-pt jump shot from 11 ft (block by C. Lee),60,83
307,3,3:47.0,Defensive rebound by M. Conley,,60,83
308,3,3:47.0,Personal foul by J. Harden (drawn by M. Conley),,60,83
309,3,3:47.0,N. Calathes enters the game for M. Gasol,,60,83
310,3,3:47.0,K. Koufos enters the game for C. Lee,,60,83
311,3,3:47.0,,F. García enters the game for T. Ariza,60,83
312,3,3:47.0,,K. Papanikolaou enters the game for D. Motiejūnas,60,83
313,3,3:31.0,Turnover by M. Conley (bad pass; steal by J. Harden),,60,83
314,3,3:17.0,,J. Harden makes 2-pt layup from 3 ft,60,85
315,3,3:17.0,,Shooting foul by Q. Pondexter (drawn by J. Harden),60,85
316,3,3:17.0,,J. Harden makes free throw 1 of 1,60,86
317,3,2:59.0,M. Conley makes 3-pt jump shot from 25 ft (assist by N. Calathes),,63,86
318,3,2:33.0,,N. Johnson misses 2-pt jump shot from 4 ft,63,86
319,3,2:33.0,,Offensive rebound by T. Black,63,86
320,3,2:33.0,,Turnover by Team (shot clock),63,86
321,3,2:33.0,,Houston full timeout,63,86
322,3,2:33.0,,J. Terry enters the game for J. Harden,63,86
323,3,2:19.0,K. Koufos misses 2-pt layup from 2 ft (block by F. García),,63,86
324,3,2:19.0,Offensive rebound by Team,,63,86
325,3,2:10.0,Turnover by N. Calathes (bad pass; steal by J. Terry),,63,86
326,3,2:06.0,Offensive charge foul by N. Johnson (drawn by J. Leuer),,63,86
327,3,2:06.0,,Turnover by N. Johnson (offensive foul),63,86
328,3,1:51.0,J. Leuer misses 2-pt jump shot from 9 ft,,63,86
329,3,1:49.0,,Defensive rebound by T. Black,63,86
330,3,1:39.0,,T. Black makes 2-pt dunk at rim (assist by K. Papanikolaou),63,88
331,3,1:27.0,M. Conley makes 2-pt layup from 1 ft,,65,88
332,3,1:07.0,,K. Papanikolaou makes 2-pt layup from 4 ft,65,90
333,3,0:51.0,Turnover by J. Leuer (lost ball; steal by J. Terry),,65,90
334,3,0:45.0,,N. Johnson makes 2-pt layup from 2 ft (assist by K. Papanikolaou),65,92
335,3,0:32.0,J. Leuer misses 2-pt jump shot from 18 ft,,65,92
336,3,0:30.0,Offensive rebound by K. Koufos,,65,92
337,3,0:29.0,K. Koufos makes 2-pt hook shot from 5 ft,,67,92
338,3,0:13.0,,K. Papanikolaou makes 2-pt layup from 1 ft (assist by J. Terry),67,94
339,3,0:03.0,N. Calathes misses 2-pt jump shot from 8 ft,,67,94
340,3,0:01.0,Offensive rebound by J. Leuer,,67,94
341,3,0:01.0,Shooting foul by F. García (drawn by J. Leuer),,67,94
342,3,0:01.0,J. Leuer misses free throw 1 of 2,,67,94
343,3,0:01.0,Offensive rebound by Team,,67,94
344,3,0:01.0,J. Leuer makes free throw 2 of 2,,68,94
345,4,11:45.0,B. Udrih makes 2-pt jump shot from 10 ft (assist by N. Calathes),,70,94
346,4,11:19.0,,K. Papanikolaou misses 2-pt jump shot from 11 ft,70,94
347,4,11:17.0,Defensive rebound by J. Stokes,,70,94
348,4,10:57.0,J. Stokes makes 2-pt layup from 2 ft (assist by N. Calathes),,72,94
349,4,10:43.0,,Turnover by T. Ariza (lost ball),72,94
350,4,10:35.0,J. Leuer misses 2-pt jump shot from 15 ft,,72,94
351,4,10:33.0,,Defensive rebound by J. Dorsey,72,94
352,4,10:22.0,,Turnover by J. Terry (lost ball),72,94
353,4,10:04.0,B. Udrih makes 2-pt jump shot from 8 ft,,74,94
354,4,9:47.0,,F. García makes 3-pt jump shot from 23 ft (assist by K. Papanikolaou),74,97
355,4,9:39.0,Shooting foul by F. García (drawn by N. Calathes),,74,97
356,4,9:39.0,N. Calathes misses free throw 1 of 2,,74,97
357,4,9:39.0,Offensive rebound by Team,,74,97
358,4,9:39.0,N. Calathes misses free throw 2 of 2,,74,97
359,4,9:39.0,,Defensive rebound by T. Ariza,74,97
360,4,9:22.0,,K. Papanikolaou misses 3-pt jump shot from 25 ft,74,97
361,4,9:21.0,Defensive rebound by J. Leuer,,74,97
362,4,9:10.0,J. Leuer misses 2-pt jump shot from 11 ft,,74,97
363,4,9:09.0,,Defensive rebound by J. Dorsey,74,97
364,4,8:57.0,,K. Papanikolaou misses 2-pt layup from 1 ft,74,97
365,4,8:56.0,,Offensive rebound by K. Papanikolaou,74,97
366,4,8:56.0,,K. Papanikolaou makes 2-pt tip-in from 1 ft,74,99
367,4,8:43.0,Turnover by B. Udrih (lost ball; steal by J. Dorsey),,74,99
368,4,8:38.0,,J. Terry misses 3-pt jump shot from 25 ft,74,99
369,4,8:37.0,,Offensive rebound by Team,74,99
370,4,8:37.0,Loose ball foul by N. Calathes (drawn by F. García),,74,99
371,4,8:37.0,,Houston full timeout,74,99
372,4,8:22.0,,F. García misses 2-pt jump shot from 8 ft,74,99
373,4,8:21.0,,Offensive rebound by F. García,74,99
374,4,8:01.0,,K. Papanikolaou misses 2-pt jump shot from 10 ft,74,99
375,4,8:00.0,Defensive rebound by Q. Pondexter,,74,99
376,4,8:00.0,Personal foul by K. Papanikolaou (drawn by Q. Pondexter),,74,99
377,4,7:50.0,N. Calathes makes 2-pt jump shot from 17 ft,,76,99
378,4,7:30.0,,K. Papanikolaou misses 2-pt jump shot from 7 ft,76,99
379,4,7:28.0,Defensive rebound by B. Udrih,,76,99
380,4,7:23.0,J. Stokes makes 2-pt dunk at rim (assist by N. Calathes),,78,99
381,4,7:03.0,,Shooting foul by J. Stokes (drawn by J. Dorsey),78,99
382,4,7:03.0,,J. Dorsey makes free throw 1 of 2,78,100
383,4,7:03.0,,J. Dorsey misses free throw 2 of 2,78,100
