,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,SACRAMENTO_ACTION,NEW ORLEANS_SCORE,SACRAMENTO_SCORE
0,1,11:36.0,,D. Cousins misses 2-pt jump shot from 12 ft,0,0
1,1,11:36.0,Defensive rebound by A. Davis,,0,0
2,1,11:15.0,A. Davis misses 2-pt jump shot from 8 ft,,0,0
3,1,11:15.0,,Defensive rebound by D. Cousins,0,0
4,1,10:55.0,,O. Casspi makes 2-pt jump shot from 21 ft,0,2
5,1,10:38.0,E. Gordon misses 2-pt jump shot from 6 ft,,0,2
6,1,10:37.0,Offensive rebound by Ö. Aşık,,0,2
7,1,10:37.0,Ö. Aşık misses 2-pt layup from 1 ft,,0,2
8,1,10:35.0,Offensive rebound by Q. Pondexter,,0,2
9,1,10:32.0,E. Gordon makes 3-pt jump shot from 22 ft (assist by Q. Pondexter),,3,2
10,1,10:13.0,,C. Landry makes 2-pt jump shot from 17 ft (assist by B. McLemore),3,4
11,1,9:57.0,A. Davis makes 2-pt jump shot from 19 ft (assist by E. Gordon),,5,4
12,1,9:43.0,,D. Cousins makes 2-pt jump shot from 17 ft,5,6
13,1,9:32.0,Personal block foul by R. McCallum (drawn by E. Gordon),,5,6
14,1,9:28.0,Q. Pondexter makes 3-pt jump shot from 24 ft (assist by Ö. Aşık),,8,6
15,1,9:19.0,,Turnover by O. Casspi (lost ball),8,6
16,1,9:00.0,A. Davis misses 2-pt jump shot from 20 ft (block by D. Cousins),,8,6
17,1,8:55.0,,Defensive rebound by D. Cousins,8,6
18,1,8:52.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by D. Cousins),8,9
19,1,8:39.0,Q. Pondexter misses 2-pt layup from 1 ft (block by D. Cousins),,8,9
20,1,8:37.0,Offensive rebound by Q. Pondexter,,8,9
21,1,8:27.0,Turnover by T. Evans (bad pass; steal by B. McLemore),,8,9
22,1,8:26.0,,Turnover by B. McLemore (bad pass; steal by E. Gordon),8,9
23,1,8:17.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by T. Evans),,11,9
24,1,8:02.0,,C. Landry makes 2-pt jump shot from 19 ft (assist by D. Cousins),11,11
25,1,7:44.0,A. Davis misses 2-pt jump shot from 19 ft,,11,11
26,1,7:41.0,Offensive rebound by T. Evans,,11,11
27,1,7:33.0,A. Davis makes 2-pt layup from 2 ft (assist by T. Evans),,13,11
28,1,7:17.0,,R. McCallum misses 2-pt jump shot from 9 ft,13,11
29,1,7:15.0,Defensive rebound by T. Evans,,13,11
