,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,SACRAMENTO_ACTION,NEW ORLEANS_SCORE,SACRAMENTO_SCORE
30,1,7:08.0,Q. Pondexter makes 3-pt jump shot from 23 ft (assist by T. Evans),,16,11
31,1,6:56.0,,D. Cousins misses 2-pt jump shot from 8 ft,16,11
32,1,6:56.0,Defensive rebound by A. Davis,,16,11
33,1,6:51.0,Personal foul by B. McLemore (drawn by E. Gordon),,16,11
34,1,6:51.0,,N. Stauskas enters the game for B. McLemore,16,11
35,1,6:41.0,Q. Pondexter makes 3-pt jump shot from 23 ft (assist by A. Davis),,19,11
36,1,6:23.0,,R. McCallum makes 2-pt jump shot from 11 ft,19,13
37,1,6:07.0,Q. Pondexter misses 3-pt jump shot from 23 ft,,19,13
38,1,6:07.0,,Defensive rebound by D. Cousins,19,13
39,1,6:01.0,,O. Casspi makes 2-pt layup from 2 ft (assist by D. Cousins),19,15
40,1,6:01.0,New Orleans full timeout,,19,15
41,1,5:49.0,E. Gordon misses 3-pt jump shot from 24 ft,,19,15
42,1,5:48.0,Offensive rebound by Ö. Aşık,,19,15
43,1,5:40.0,Q. Pondexter makes 3-pt jump shot from 22 ft (assist by T. Evans),,22,15
44,1,5:23.0,,C. Landry misses 2-pt jump shot from 19 ft,22,15
45,1,5:22.0,Defensive rebound by Q. Pondexter,,22,15
46,1,5:07.0,Turnover by T. Evans (lost ball),,22,15
47,1,4:47.0,,R. McCallum misses 2-pt jump shot from 18 ft,22,15
48,1,4:46.0,Defensive rebound by A. Davis,,22,15
49,1,4:39.0,T. Evans makes 2-pt layup from 3 ft,,24,15
50,1,4:20.0,,Turnover by D. Cousins (lost ball),24,15
51,1,4:20.0,,D. Williams enters the game for O. Casspi,24,15
52,1,4:07.0,T. Evans makes 2-pt jump shot from 14 ft,,26,15
53,1,4:07.0,Shooting foul by R. McCallum (drawn by T. Evans),,26,15
54,1,4:07.0,D. Cunningham enters the game for Q. Pondexter,,26,15
55,1,4:07.0,T. Evans makes free throw 1 of 1,,27,15
56,1,3:52.0,,Turnover by D. Cousins (bad pass; steal by D. Cunningham),27,15
57,1,3:48.0,E. Gordon makes 2-pt layup from 1 ft (assist by T. Evans),,29,15
58,1,3:31.0,,Personal foul by Ö. Aşık (drawn by D. Cousins),29,15
59,1,3:31.0,,A. Miller enters the game for C. Landry,29,15
60,1,3:31.0,,B. McLemore enters the game for R. McCallum,29,15
61,1,3:31.0,A. Ajinça enters the game for Ö. Aşık,,29,15
62,1,3:24.0,,Shooting foul by A. Davis (drawn by D. Williams),29,15
63,1,3:24.0,,D. Williams makes free throw 1 of 2,29,16
64,1,3:24.0,,D. Williams makes free throw 2 of 2,29,17
65,1,3:13.0,A. Davis makes 2-pt dunk at rim (assist by T. Evans),,31,17
66,1,2:52.0,,B. McLemore makes 2-pt layup from 3 ft (assist by A. Miller),31,19
67,1,2:29.0,E. Gordon misses 2-pt jump shot from 8 ft,,31,19
68,1,2:27.0,Offensive rebound by A. Davis,,31,19
69,1,2:25.0,Personal foul by D. Cousins (drawn by A. Davis),,31,19
70,1,2:25.0,,Sacramento full timeout,31,19
71,1,2:13.0,A. Davis misses 2-pt jump shot from 13 ft,,31,19
72,1,2:12.0,,Defensive rebound by D. Cousins,31,19
73,1,2:06.0,N. Cole enters the game for A. Davis,,31,19
74,1,2:06.0,R. Anderson enters the game for T. Evans,,31,19
75,1,1:53.0,,D. Cousins makes 2-pt hook shot from 4 ft (assist by N. Stauskas),31,21
76,1,1:39.0,Turnover by A. Ajinça (traveling),,31,21
77,1,1:39.0,T. Douglas enters the game for E. Gordon,,31,21
78,1,1:19.0,,D. Cousins makes 2-pt jump shot from 18 ft (assist by N. Stauskas),31,23
79,1,0:54.0,R. Anderson misses 2-pt jump shot from 19 ft,,31,23
80,1,0:54.0,Offensive rebound by D. Cunningham,,31,23
81,1,0:31.0,T. Douglas misses 2-pt jump shot from 7 ft,,31,23
82,1,0:30.0,,Defensive rebound by N. Stauskas,31,23
83,1,0:05.0,,D. Cousins misses 3-pt jump shot from 24 ft,31,23
84,1,0:04.0,Defensive rebound by D. Cunningham,,31,23
85,2,11:39.0,Shooting foul by N. Stauskas (drawn by R. Anderson),,31,23
86,2,11:39.0,R. Anderson makes free throw 1 of 2,,32,23
87,2,11:39.0,R. Anderson makes free throw 2 of 2,,33,23
88,2,11:31.0,,Personal foul by T. Douglas (drawn by A. Miller),33,23
89,2,11:22.0,,J. Thompson misses 2-pt hook shot from 5 ft,33,23
90,2,11:22.0,Defensive rebound by A. Ajinça,,33,23
91,2,11:10.0,Turnover by N. Cole (bad pass),,33,23
92,2,11:04.0,,Personal foul by N. Cole (drawn by N. Stauskas),33,23
93,2,11:04.0,,O. Casspi enters the game for D. Williams,33,23
94,2,10:53.0,,O. Casspi misses 2-pt jump shot from 4 ft,33,23
95,2,10:51.0,Defensive rebound by A. Ajinça,,33,23
96,2,10:44.0,N. Cole makes 2-pt jump shot from 19 ft,,35,23
97,2,10:27.0,,J. Thompson misses 2-pt jump shot from 8 ft,35,23
98,2,10:27.0,Defensive rebound by Team,,35,23
99,2,10:27.0,,D. Williams enters the game for N. Stauskas,35,23
100,2,10:14.0,Shooting foul by A. Miller (drawn by R. Anderson),,35,23
101,2,10:14.0,R. Anderson misses free throw 1 of 2,,35,23
102,2,10:14.0,Offensive rebound by Team,,35,23
103,2,10:14.0,R. Anderson makes free throw 2 of 2,,36,23
104,2,9:53.0,,D. Williams misses 3-pt jump shot from 24 ft,36,23
105,2,9:53.0,,Offensive rebound by B. McLemore,36,23
106,2,9:51.0,,D. Williams makes 2-pt dunk at rim (assist by B. McLemore),36,25
107,2,9:30.0,R. Anderson misses 2-pt jump shot from 15 ft,,36,25
108,2,9:30.0,Offensive rebound by Team,,36,25
109,2,9:18.0,N. Cole misses 3-pt jump shot from 25 ft,,36,25
110,2,9:18.0,,Defensive rebound by B. McLemore,36,25
111,2,9:10.0,,Shooting foul by D. Cunningham (drawn by O. Casspi),36,25
112,2,9:10.0,,O. Casspi makes free throw 1 of 2,36,26
113,2,9:10.0,,O. Casspi makes free throw 2 of 2,36,27
114,2,8:58.0,Personal foul by D. Williams (drawn by T. Douglas),,36,27
115,2,8:58.0,Official timeout,,36,27
116,2,8:51.0,R. Anderson misses 3-pt jump shot from 24 ft,,36,27
117,2,8:50.0,,Defensive rebound by J. Thompson,36,27
118,2,8:41.0,,B. McLemore misses 3-pt jump shot from 25 ft,36,27
119,2,8:40.0,Defensive rebound by T. Douglas,,36,27
120,2,8:22.0,R. Anderson makes 2-pt layup from 2 ft,,38,27
121,2,8:22.0,Shooting foul by O. Casspi (drawn by R. Anderson),,38,27
122,2,8:22.0,T. Evans enters the game for A. Ajinça,,38,27
123,2,8:22.0,A. Davis enters the game for T. Douglas,,38,27
124,2,8:22.0,R. Anderson makes free throw 1 of 1,,39,27
125,2,7:58.0,,J. Thompson misses 2-pt jump shot from 16 ft,39,27
126,2,7:58.0,Defensive rebound by T. Evans,,39,27
127,2,7:52.0,Personal foul by B. McLemore (drawn by A. Davis),,39,27
128,2,7:52.0,A. Davis makes free throw 1 of 2,,40,27
129,2,7:52.0,,D. Cousins enters the game for D. Williams,40,27
130,2,7:52.0,A. Davis makes free throw 2 of 2,,41,27
131,2,7:34.0,,D. Cousins makes 2-pt layup from 1 ft,41,29
132,2,7:34.0,,Shooting foul by A. Davis (drawn by D. Cousins),41,29
133,2,7:34.0,,D. Cousins makes free throw 1 of 1,41,30
134,2,7:18.0,,Offensive charge foul by D. Cunningham (drawn by D. Cousins),41,30
135,2,7:18.0,Turnover by D. Cunningham (offensive foul),,41,30
136,2,7:18.0,Q. Pondexter enters the game for D. Cunningham,,41,30
137,2,7:06.0,,A. Miller makes 2-pt layup from 2 ft,41,32
138,2,6:46.0,R. Anderson misses 3-pt jump shot from 27 ft,,41,32
139,2,6:45.0,Offensive rebound by T. Evans,,41,32
140,2,6:41.0,T. Evans misses 2-pt layup from 2 ft (block by J. Thompson),,41,32
141,2,6:39.0,,Defensive rebound by J. Thompson,41,32
142,2,6:35.0,Offensive charge foul by D. Cousins (drawn by R. Anderson),,41,32
143,2,6:35.0,,Turnover by D. Cousins (offensive foul),41,32
144,2,6:35.0,Ö. Aşık enters the game for R. Anderson,,41,32
145,2,6:24.0,Turnover by T. Evans (traveling),,41,32
146,2,6:07.0,,D. Cousins misses 2-pt jump shot from 19 ft,41,32
147,2,6:06.0,Defensive rebound by Ö. Aşık,,41,32
148,2,5:48.0,,Offensive charge foul by A. Davis (drawn by D. Cousins),41,32
149,2,5:48.0,Turnover by A. Davis (offensive foul),,41,32
150,2,5:48.0,,Sacramento full timeout,41,32
151,2,5:48.0,,R. McCallum enters the game for A. Miller,41,32
152,2,5:48.0,E. Gordon enters the game for A. Davis,,41,32
153,2,5:48.0,R. Anderson enters the game for N. Cole,,41,32
154,2,5:27.0,,O. Casspi misses 2-pt jump shot from 6 ft,41,32
155,2,5:27.0,Defensive rebound by Ö. Aşık,,41,32
156,2,5:20.0,E. Gordon makes 3-pt jump shot from 24 ft (assist by T. Evans),,44,32
157,2,5:00.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by D. Cousins),44,35
158,2,4:36.0,Q. Pondexter misses 2-pt jump shot from 9 ft,,44,35
159,2,4:35.0,,Defensive rebound by D. Cousins,44,35
160,2,4:31.0,,Shooting foul by E. Gordon (drawn by O. Casspi),44,35
161,2,4:31.0,,O. Casspi misses free throw 1 of 2,44,35
162,2,4:31.0,,Offensive rebound by Team,44,35
163,2,4:31.0,,O. Casspi misses free throw 2 of 2,44,35
164,2,4:31.0,Defensive rebound by R. Anderson,,44,35
165,2,4:14.0,R. Anderson misses 3-pt jump shot from 25 ft,,44,35
166,2,4:13.0,,Defensive rebound by R. McCallum,44,35
167,2,4:09.0,,Shooting foul by R. Anderson (drawn by D. Cousins),44,35
168,2,4:09.0,,D. Cousins makes free throw 1 of 2,44,36
169,2,4:09.0,,D. Cousins misses free throw 2 of 2,44,36
170,2,4:08.0,Defensive rebound by R. Anderson,,44,36
171,2,3:50.0,Shooting foul by B. McLemore (drawn by E. Gordon),,44,36
172,2,3:50.0,E. Gordon misses free throw 1 of 2,,44,36
173,2,3:50.0,Offensive rebound by Team,,44,36
174,2,3:50.0,,N. Stauskas enters the game for B. McLemore,44,36
175,2,3:50.0,E. Gordon makes free throw 2 of 2,,45,36
176,2,3:36.0,,O. Casspi makes 2-pt layup from 1 ft (assist by D. Cousins),45,38
177,2,3:16.0,Ö. Aşık misses 2-pt jump shot from 3 ft,,45,38
178,2,3:15.0,,Defensive rebound by J. Thompson,45,38
179,2,3:10.0,,R. McCallum makes 2-pt layup from 1 ft,45,40
180,2,3:10.0,New Orleans full timeout,,45,40
181,2,3:10.0,,D. Williams enters the game for J. Thompson,45,40
182,2,2:56.0,T. Evans makes 2-pt layup from 1 ft,,47,40
183,2,2:42.0,,D. Cousins misses 2-pt jump shot from 6 ft,47,40
184,2,2:41.0,Defensive rebound by Ö. Aşık,,47,40
185,2,2:17.0,Q. Pondexter misses 2-pt jump shot from 9 ft,,47,40
186,2,2:17.0,Offensive rebound by Ö. Aşık,,47,40
187,2,2:17.0,Ö. Aşık makes 2-pt tip-in from 2 ft,,49,40
188,2,2:06.0,,Shooting foul by Q. Pondexter (drawn by O. Casspi),49,40
189,2,2:06.0,,O. Casspi makes free throw 1 of 2,49,41
190,2,2:06.0,,O. Casspi misses free throw 2 of 2,49,41
191,2,2:05.0,,Offensive rebound by Team,49,41
192,2,1:57.0,,Turnover by D. Cousins (lost ball; steal by T. Evans),49,41
193,2,1:53.0,Q. Pondexter misses 2-pt layup from 1 ft,,49,41
194,2,1:50.0,Offensive rebound by R. Anderson,,49,41
195,2,1:39.0,,Violation by D. Cousins (def goaltending),49,41
196,2,1:39.0,T. Evans makes 2-pt layup from 3 ft,,51,41
197,2,1:30.0,,Personal foul by T. Evans (drawn by D. Cousins),51,41
198,2,1:30.0,,D. Cousins makes free throw 1 of 2,51,42
199,2,1:30.0,,D. Cousins misses free throw 2 of 2,51,42
200,2,1:27.0,Defensive rebound by E. Gordon,,51,42
201,2,1:09.0,T. Evans makes 2-pt jump shot from 17 ft,,53,42
202,2,0:49.0,,R. McCallum misses 2-pt jump shot from 17 ft,53,42
203,2,0:48.0,Defensive rebound by T. Evans,,53,42
204,2,0:29.0,T. Evans misses 2-pt jump shot from 19 ft,,53,42
205,2,0:29.0,,Defensive rebound by D. Cousins,53,42
206,2,0:05.0,,D. Cousins misses 2-pt jump shot from 12 ft,53,42
207,2,0:05.0,,Offensive rebound by Team,53,42
208,2,0:05.0,,Turnover by Team (shot clock),53,42
209,2,0:00.0,Q. Pondexter makes 3-pt jump shot from 32 ft (assist by Ö. Aşık),,56,42
210,3,11:37.0,A. Davis misses 2-pt jump shot from 16 ft,,56,42
211,3,11:36.0,,Defensive rebound by D. Cousins,56,42
212,3,11:27.0,,R. McCallum makes 3-pt jump shot from 25 ft (assist by D. Cousins),56,45
213,3,11:06.0,E. Gordon misses 3-pt jump shot from 24 ft,,56,45
214,3,11:06.0,,Defensive rebound by D. Cousins,56,45
215,3,10:49.0,,B. McLemore makes 2-pt jump shot from 18 ft,56,47
216,3,10:32.0,Ö. Aşık misses 2-pt layup from 2 ft,,56,47
217,3,10:31.0,,Defensive rebound by D. Cousins,56,47
218,3,10:15.0,,D. Cousins misses 2-pt hook shot from 6 ft,56,47
219,3,10:14.0,Defensive rebound by A. Davis,,56,47
220,3,10:06.0,Turnover by T. Evans (lost ball; steal by B. McLemore),,56,47
221,3,10:00.0,,O. Casspi makes 2-pt layup from 1 ft,56,49
222,3,9:53.0,New Orleans full timeout,,56,49
223,3,9:38.0,E. Gordon makes 2-pt jump shot from 14 ft (assist by A. Davis),,58,49
224,3,9:24.0,,D. Cousins misses 2-pt jump shot from 5 ft,58,49
225,3,9:23.0,Defensive rebound by T. Evans,,58,49
226,3,9:16.0,Q. Pondexter makes 3-pt jump shot from 23 ft (assist by E. Gordon),,61,49
227,3,9:00.0,,R. McCallum misses 3-pt jump shot from 22 ft,61,49
228,3,8:59.0,,Offensive rebound by C. Landry,61,49
229,3,8:59.0,,Shooting foul by Q. Pondexter (drawn by C. Landry),61,49
230,3,8:59.0,,C. Landry misses free throw 1 of 2,61,49
231,3,8:59.0,,Offensive rebound by Team,61,49
232,3,8:59.0,,C. Landry makes free throw 2 of 2,61,50
233,3,8:43.0,Q. Pondexter misses 3-pt jump shot from 23 ft,,61,50
234,3,8:43.0,,Defensive rebound by D. Cousins,61,50
235,3,8:38.0,,Shooting foul by Q. Pondexter (drawn by C. Landry),61,50
236,3,8:38.0,,C. Landry misses free throw 1 of 2,61,50
237,3,8:38.0,,Offensive rebound by Team,61,50
238,3,8:38.0,,C. Landry makes free throw 2 of 2,61,51
239,3,8:23.0,Ö. Aşık makes 2-pt dunk at rim (assist by T. Evans),,63,51
240,3,8:10.0,,B. McLemore misses 3-pt jump shot from 24 ft,63,51
241,3,8:09.0,Defensive rebound by Q. Pondexter,,63,51
242,3,8:02.0,E. Gordon makes 3-pt jump shot from 23 ft (assist by A. Davis),,66,51
243,3,7:41.0,,D. Cousins makes 2-pt hook shot from 5 ft,66,53
244,3,7:18.0,T. Evans makes 3-pt jump shot from 25 ft,,69,53
245,3,7:04.0,,R. McCallum misses 2-pt layup from 2 ft (block by A. Davis),69,53
246,3,7:02.0,,Offensive rebound by R. McCallum,69,53
247,3,6:58.0,,B. McLemore misses 3-pt jump shot from 23 ft,69,53
248,3,6:58.0,Defensive rebound by Team,,69,53
249,3,6:58.0,,Loose ball foul by C. Landry (drawn by A. Davis),69,53
250,3,6:58.0,,N. Stauskas enters the game for B. McLemore,69,53
251,3,6:42.0,E. Gordon misses 3-pt jump shot from 24 ft,,69,53
252,3,6:41.0,,Defensive rebound by Team,69,53
253,3,6:25.0,,R. McCallum misses 2-pt jump shot from 4 ft (block by T. Evans),69,53
254,3,6:23.0,Defensive rebound by Ö. Aşık,,69,53
255,3,6:21.0,A. Davis makes 2-pt dunk at rim (assist by Q. Pondexter),,71,53
256,3,6:19.0,,Sacramento full timeout,71,53
257,3,5:53.0,,N. Stauskas makes 3-pt jump shot from 23 ft (assist by D. Cousins),71,56
258,3,5:35.0,A. Davis misses 2-pt jump shot from 19 ft,,71,56
259,3,5:35.0,,Defensive rebound by D. Cousins,71,56
260,3,5:23.0,,R. McCallum makes 2-pt jump shot from 13 ft (assist by D. Cousins),71,58
261,3,5:07.0,T. Evans misses 2-pt jump shot from 4 ft (block by R. McCallum),,71,58
262,3,5:07.0,Offensive rebound by Team,,71,58
263,3,5:06.0,Turnover by E. Gordon (traveling),,71,58
264,3,4:42.0,,D. Cousins makes 2-pt layup from 3 ft,71,60
265,3,4:17.0,T. Evans misses 3-pt jump shot from 24 ft,,71,60
266,3,4:17.0,,Defensive rebound by D. Cousins,71,60
267,3,4:07.0,,D. Cousins misses 2-pt jump shot from 19 ft,71,60
268,3,4:07.0,Defensive rebound by Team,,71,60
269,3,4:07.0,,Loose ball foul by C. Landry (drawn by A. Davis),71,60
270,3,4:07.0,,J. Thompson enters the game for C. Landry,71,60
271,3,3:50.0,A. Davis misses 2-pt jump shot from 5 ft,,71,60
272,3,3:48.0,,Defensive rebound by O. Casspi,71,60
273,3,3:44.0,,N. Stauskas misses 2-pt layup from 2 ft,71,60
274,3,3:43.0,,Offensive rebound by J. Thompson,71,60
275,3,3:41.0,,J. Thompson misses 2-pt layup from 3 ft (block by Q. Pondexter),71,60
276,3,3:39.0,,Offensive rebound by O. Casspi,71,60
277,3,3:38.0,,O. Casspi makes 2-pt hook shot from 4 ft,71,62
278,3,3:22.0,Personal foul by R. McCallum (drawn by T. Evans),,71,62
279,3,3:22.0,N. Cole enters the game for E. Gordon,,71,62
280,3,3:22.0,D. Cunningham enters the game for Q. Pondexter,,71,62
281,3,3:22.0,,D. Williams enters the game for O. Casspi,71,62
282,3,3:22.0,,Technical foul by D. Cousins,71,62
283,3,3:22.0,Technical foul by A. Davis,,71,62
284,3,3:09.0,D. Cunningham misses 2-pt jump shot from 19 ft,,71,62
285,3,3:08.0,Offensive rebound by A. Davis,,71,62
286,3,3:00.0,Personal foul by R. McCallum (drawn by T. Evans),,71,62
287,3,2:50.0,N. Cole misses 3-pt jump shot from 23 ft,,71,62
288,3,2:49.0,,Defensive rebound by D. Cousins,71,62
289,3,2:39.0,,R. McCallum makes 2-pt jump shot from 17 ft,71,64
290,3,2:16.0,A. Davis misses 2-pt jump shot from 19 ft,,71,64
291,3,2:16.0,,Defensive rebound by Team,71,64
292,3,1:57.0,,D. Cousins makes 2-pt jump shot from 19 ft,71,66
293,3,1:40.0,Turnover by T. Evans (lost ball),,71,66
294,3,1:40.0,R. Anderson enters the game for Ö. Aşık,,71,66
295,3,1:40.0,T. Douglas enters the game for T. Evans,,71,66
296,3,1:27.0,,R. McCallum makes 3-pt jump shot from 24 ft (assist by D. Cousins),71,69
297,3,1:04.0,Turnover by R. Anderson (bad pass; steal by D. Cousins),,71,69
298,3,0:57.0,,N. Stauskas misses 3-pt jump shot from 25 ft,71,69
299,3,0:57.0,Defensive rebound by Team,,71,69
300,3,0:45.0,Shooting foul by J. Thompson (drawn by A. Davis),,71,69
301,3,0:45.0,A. Davis misses free throw 1 of 2,,71,69
302,3,0:45.0,Offensive rebound by Team,,71,69
303,3,0:45.0,A. Davis makes free throw 2 of 2,,72,69
304,3,0:29.0,,D. Cousins misses 2-pt hook shot from 4 ft,72,69
305,3,0:29.0,Defensive rebound by A. Davis,,72,69
306,3,0:29.0,,Loose ball foul by D. Cousins (drawn by A. Davis),72,69
307,3,0:29.0,A. Davis makes free throw 1 of 2,,73,69
308,3,0:29.0,,B. McLemore enters the game for J. Thompson,73,69
309,3,0:29.0,Q. Pondexter enters the game for R. Anderson,,73,69
310,3,0:29.0,A. Davis makes free throw 2 of 2,,74,69
311,3,0:08.0,,D. Cousins makes 2-pt layup from 2 ft (assist by R. McCallum),74,71
312,3,0:03.0,N. Cole misses 2-pt jump shot from 3 ft (block by D. Cousins),,74,71
313,3,0:03.0,Offensive rebound by Team,,74,71
314,3,0:03.0,R. Anderson enters the game for D. Cunningham,,74,71
315,3,0:00.0,R. Anderson misses 3-pt jump shot from 23 ft,,74,71
316,3,0:00.0,Offensive rebound by Team,,74,71
317,4,11:46.0,,D. Williams misses 2-pt jump shot from 4 ft (block by A. Davis),74,71
318,4,11:45.0,Defensive rebound by T. Douglas,,74,71
319,4,11:25.0,R. Anderson makes 3-pt jump shot from 24 ft (assist by A. Ajinça),,77,71
320,4,11:06.0,,B. McLemore misses 3-pt jump shot from 23 ft,77,71
321,4,11:05.0,,Offensive rebound by J. Thompson,77,71
322,4,11:02.0,,A. Miller misses 2-pt jump shot from 4 ft (block by T. Douglas),77,71
323,4,11:00.0,Defensive rebound by A. Davis,,77,71
324,4,10:47.0,N. Cole makes 2-pt layup at rim,,79,71
325,4,10:37.0,,Turnover by A. Miller (lost ball; steal by N. Cole),79,71
326,4,10:29.0,T. Douglas misses 2-pt jump shot from 7 ft,,79,71
327,4,10:28.0,,Defensive rebound by B. McLemore,79,71
328,4,10:14.0,,B. McLemore misses 2-pt dunk at rim,79,71
329,4,10:13.0,Defensive rebound by A. Ajinça,,79,71
330,4,10:13.0,Personal foul by J. Thompson (drawn by A. Ajinça),,79,71
331,4,10:03.0,A. Davis makes 2-pt dunk at rim (assist by N. Cole),,81,71
332,4,10:02.0,,Violation by Team (delay of game),81,71
333,4,10:02.0,,Sacramento full timeout,81,71
334,4,10:02.0,,D. Cousins enters the game for N. Stauskas,81,71
335,4,10:02.0,,O. Casspi enters the game for J. Thompson,81,71
336,4,9:46.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by D. Cousins),81,74
337,4,9:30.0,N. Cole makes 3-pt jump shot from 23 ft,,84,74
338,4,9:17.0,,Shooting foul by A. Ajinça (drawn by D. Williams),84,74
339,4,9:17.0,,D. Williams makes free throw 1 of 2,84,75
340,4,9:17.0,,D. Williams makes free throw 2 of 2,84,76
341,4,9:01.0,Turnover by A. Ajinça (lost ball; steal by A. Miller),,84,76
342,4,8:58.0,,D. Williams makes 2-pt layup from 2 ft,84,78
343,4,8:58.0,,Shooting foul by T. Douglas (drawn by D. Williams),84,78
344,4,8:58.0,T. Evans enters the game for A. Ajinça,,84,78
345,4,8:58.0,Ö. Aşık enters the game for T. Douglas,,84,78
346,4,8:58.0,,D. Williams misses free throw 1 of 1,84,78
347,4,8:57.0,Defensive rebound by Team,,84,78
348,4,8:57.0,Personal foul by D. Cousins (drawn by Ö. Aşık),,84,78
349,4,8:57.0,,Personal foul by Ö. Aşık,84,78
350,4,8:45.0,N. Cole makes 3-pt jump shot from 23 ft (assist by T. Evans),,87,78
351,4,8:31.0,,Shooting foul by Ö. Aşık (drawn by D. Cousins),87,78
352,4,8:31.0,,D. Cousins misses free throw 1 of 2,87,78
353,4,8:31.0,,Offensive rebound by Team,87,78
354,4,8:31.0,,R. McCallum enters the game for A. Miller,87,78
355,4,8:31.0,Q. Pondexter enters the game for A. Davis,,87,78
356,4,8:31.0,,D. Cousins misses free throw 2 of 2,87,78
357,4,8:30.0,Defensive rebound by R. Anderson,,87,78
358,4,8:06.0,R. Anderson misses 2-pt jump shot from 15 ft,,87,78
359,4,8:04.0,,Defensive rebound by D. Cousins,87,78
360,4,7:58.0,,B. McLemore makes 2-pt layup from 2 ft,87,80
361,4,7:37.0,Q. Pondexter misses 3-pt jump shot from 24 ft,,87,80
362,4,7:37.0,,Defensive rebound by D. Cousins,87,80
363,4,7:27.0,,D. Cousins misses 2-pt layup from 3 ft,87,80
364,4,7:27.0,Defensive rebound by T. Evans,,87,80
365,4,7:21.0,T. Evans misses 2-pt jump shot from 4 ft,,87,80
366,4,7:19.0,Offensive rebound by T. Evans,,87,80
367,4,7:19.0,T. Evans makes 2-pt tip-in at rim,,89,80
368,4,7:13.0,,B. McLemore makes 2-pt layup from 2 ft (assist by R. McCallum),89,82
369,4,7:12.0,New Orleans full timeout,,89,82
370,4,6:57.0,T. Evans misses 2-pt jump shot from 4 ft (block by D. Cousins),,89,82
371,4,6:56.0,Offensive rebound by R. Anderson,,89,82
372,4,6:46.0,T. Evans misses 3-pt jump shot from 22 ft,,89,82
373,4,6:46.0,,Defensive rebound by D. Cousins,89,82
374,4,6:35.0,,D. Cousins makes 2-pt jump shot from 5 ft,89,84
375,4,6:35.0,,Shooting foul by Q. Pondexter (drawn by D. Cousins),89,84
376,4,6:35.0,E. Gordon enters the game for N. Cole,,89,84
377,4,6:35.0,A. Davis enters the game for R. Anderson,,89,84
378,4,6:35.0,,D. Cousins makes free throw 1 of 1,89,85
379,4,6:11.0,E. Gordon misses 3-pt jump shot from 25 ft,,89,85
380,4,6:10.0,,Defensive rebound by D. Williams,89,85
381,4,6:00.0,,B. McLemore misses 3-pt jump shot from 22 ft,89,85
382,4,5:59.0,Defensive rebound by T. Evans,,89,85
383,4,5:47.0,Shooting foul by D. Williams (drawn by A. Davis),,89,85
384,4,5:47.0,A. Davis makes free throw 1 of 2,,90,85
385,4,5:47.0,A. Davis makes free throw 2 of 2,,91,85
