,QUARTER,TIME_REMAINING,NEW YORK_ACTION,LA LAKERS_ACTION,NEW YORK_SCORE,LA LAKERS_SCORE
0,1,11:43.0,A. Bargnani misses 2-pt jump shot from 20 ft,,0,0
1,1,11:42.0,,Defensive rebound by W. Johnson,0,0
2,1,11:24.0,,Turnover by J. Hill (offensive foul),0,0
3,1,11:24.0,,Offensive foul by J. Hill (drawn by L. Amundson),0,0
4,1,11:08.0,L. Amundson misses 2-pt jump shot from 14 ft,,0,0
5,1,11:07.0,,Defensive rebound by J. Hill,0,0
6,1,10:54.0,,W. Johnson misses 3-pt jump shot from 24 ft,0,0
7,1,10:53.0,Defensive rebound by L. Thomas,,0,0
8,1,10:44.0,L. Galloway makes 2-pt jump shot from 18 ft (assist by A. Shved),,2,0
9,1,10:25.0,,W. Ellington makes 2-pt jump shot from 19 ft (assist by T. Black),2,2
10,1,10:07.0,L. Amundson misses 2-pt jump shot from 4 ft (block by W. Johnson),,2,2
11,1,10:07.0,Offensive rebound by Team,,2,2
12,1,10:01.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by A. Shved),,5,2
13,1,9:50.0,,J. Clarkson misses 2-pt jump shot from 4 ft,5,2
14,1,9:48.0,,Offensive rebound by T. Black,5,2
15,1,9:47.0,,T. Black makes 2-pt dunk at rim,5,4
16,1,9:28.0,A. Shved misses 3-pt jump shot from 26 ft,,5,4
17,1,9:26.0,,Defensive rebound by T. Black,5,4
18,1,9:19.0,,J. Hill makes 2-pt jump shot from 13 ft,5,6
19,1,9:03.0,Personal foul by J. Clarkson (drawn by A. Bargnani),,5,6
20,1,8:58.0,A. Bargnani makes 2-pt dunk at rim (assist by L. Amundson),,7,6
21,1,8:46.0,,J. Clarkson misses 2-pt jump shot from 6 ft,7,6
22,1,8:44.0,,Offensive rebound by T. Black,7,6
23,1,8:44.0,,T. Black makes 2-pt dunk at rim,7,8
24,1,8:31.0,L. Amundson misses 2-pt hook shot from 8 ft,,7,8
25,1,8:28.0,,Defensive rebound by J. Clarkson,7,8
26,1,8:22.0,,J. Clarkson misses 2-pt jump shot from 13 ft,7,8
27,1,8:21.0,Defensive rebound by L. Thomas,,7,8
28,1,8:09.0,A. Shved makes 2-pt layup from 2 ft (assist by L. Amundson),,9,8
29,1,8:02.0,,W. Ellington misses 2-pt layup from 2 ft (block by L. Galloway),9,8
30,1,7:58.0,,Offensive rebound by J. Clarkson,9,8
31,1,7:53.0,,Offensive foul by J. Clarkson (drawn by L. Amundson),9,8
32,1,7:53.0,,Turnover by J. Clarkson (offensive foul),9,8
33,1,7:53.0,,J. Lin enters the game for J. Clarkson,9,8
34,1,7:38.0,L. Thomas misses 2-pt jump shot from 18 ft,,9,8
35,1,7:37.0,,Defensive rebound by T. Black,9,8
36,1,7:30.0,,J. Hill makes 2-pt jump shot from 3 ft (assist by J. Lin),9,10
37,1,7:30.0,,Shooting foul by L. Galloway (drawn by J. Hill),9,10
