,QUARTER,TIME_REMAINING,PORTLAND_ACTION,OKLAHOMA CITY_ACTION,PORTLAND_SCORE,OKLAHOMA CITY_SCORE
51,1,5:01.0,,Turnover by R. Westbrook (bad pass),17,13
52,1,5:01.0,,K. Perkins enters the game for S. Adams,17,13
53,1,4:49.0,L. Aldridge misses 2-pt jump shot from 20 ft,,17,13
54,1,4:48.0,,Defensive rebound by R. Jackson,17,13
55,1,4:30.0,,R. Westbrook makes 2-pt hook shot from 3 ft,17,15
56,1,4:30.0,,Shooting foul by C. Kaman (drawn by R. Westbrook),17,15
57,1,4:30.0,,R. Westbrook misses free throw 1 of 1,17,15
58,1,4:29.0,Defensive rebound by C. Kaman,,17,15
59,1,4:20.0,Turnover by C. Kaman (traveling),,17,15
60,1,4:05.0,,P. Jones misses 3-pt jump shot from 22 ft,17,15
61,1,4:04.0,,Offensive rebound by R. Westbrook,17,15
62,1,3:56.0,,R. Westbrook misses 2-pt jump shot from 4 ft,17,15
63,1,3:55.0,Defensive rebound by A. Crabbe,,17,15
64,1,3:44.0,L. Aldridge misses 2-pt layup from 1 ft,,17,15
65,1,3:43.0,,Defensive rebound by R. Westbrook,17,15
66,1,3:41.0,,Personal foul by S. Blake (drawn by R. Westbrook),17,15
67,1,3:41.0,C. McCollum enters the game for A. Crabbe,,17,15
68,1,3:41.0,,A. Morrow enters the game for P. Jones,17,15
69,1,3:28.0,,Shooting foul by D. Lillard (drawn by R. Westbrook),17,15
70,1,3:28.0,,R. Westbrook makes free throw 1 of 2,17,16
71,1,3:28.0,,N. Collison enters the game for S. Ibaka,17,16
72,1,3:28.0,,R. Westbrook makes free throw 2 of 2,17,17
73,1,3:14.0,S. Blake misses 3-pt jump shot from 23 ft,,17,17
74,1,3:13.0,,Defensive rebound by K. Perkins,17,17
75,1,3:00.0,,N. Collison makes 2-pt jump shot from 4 ft (assist by R. Westbrook),17,19
76,1,2:51.0,Portland full timeout,,17,19
77,1,2:51.0,,I. Smith enters the game for R. Westbrook,17,19
78,1,2:51.0,W. Matthews enters the game for D. Lillard,,17,19
79,1,2:41.0,Turnover by L. Aldridge (bad pass; steal by N. Collison),,17,19
80,1,2:21.0,,I. Smith misses 2-pt jump shot from 3 ft,17,19
81,1,2:19.0,,Offensive rebound by N. Collison,17,19
82,1,2:19.0,,N. Collison makes 2-pt layup from 1 ft,17,21
83,1,2:19.0,,Shooting foul by C. Kaman (drawn by N. Collison),17,21
84,1,2:19.0,,N. Collison makes free throw 1 of 1,17,22
85,1,2:06.0,W. Matthews misses 3-pt jump shot from 24 ft,,17,22
86,1,2:06.0,,Defensive rebound by N. Collison,17,22
87,1,1:49.0,,R. Jackson makes 2-pt jump shot from 17 ft,17,24
88,1,1:34.0,Personal foul by N. Collison (drawn by L. Aldridge),,17,24
89,1,1:34.0,T. Robinson enters the game for L. Aldridge,,17,24
90,1,1:29.0,Turnover by C. Kaman (bad pass),,17,24
91,1,1:11.0,,K. Perkins makes 2-pt hook shot from 8 ft (assist by I. Smith),17,26
92,1,0:54.0,W. Matthews misses 2-pt jump shot from 12 ft,,17,26
93,1,0:53.0,Offensive rebound by C. Kaman,,17,26
94,1,0:37.0,Personal foul by I. Smith (drawn by S. Blake),,17,26
95,1,0:37.0,S. Blake makes free throw 1 of 2,,18,26
96,1,0:37.0,J. Freeland enters the game for C. Kaman,,18,26
97,1,0:37.0,S. Blake makes free throw 2 of 2,,19,26
98,1,0:22.0,,I. Smith misses 2-pt layup from 2 ft,19,26
99,1,0:20.0,Defensive rebound by T. Robinson,,19,26
100,1,0:06.0,J. Freeland misses 2-pt jump shot from 8 ft,,19,26
101,1,0:05.0,,Defensive rebound by R. Jackson,19,26
102,2,11:57.0,Personal foul by K. Perkins (drawn by T. Robinson),,19,26
103,2,11:44.0,W. Matthews makes 2-pt jump shot from 5 ft (assist by D. Lillard),,21,26
104,2,11:44.0,Shooting foul by N. Collison (drawn by W. Matthews),,21,26
105,2,11:44.0,W. Matthews makes free throw 1 of 1,,22,26
106,2,11:35.0,,Turnover by K. Perkins (traveling),22,26
107,2,11:18.0,D. Lillard misses 2-pt jump shot from 8 ft,,22,26
108,2,11:17.0,Offensive rebound by D. Lillard,,22,26
109,2,11:07.0,Personal foul by I. Smith (drawn by W. Matthews),,22,26
110,2,10:55.0,Turnover by T. Robinson (bad pass; steal by A. Morrow),,22,26
111,2,10:45.0,,R. Jackson misses 2-pt jump shot from 7 ft,22,26
112,2,10:44.0,Defensive rebound by T. Robinson,,22,26
113,2,10:35.0,D. Lillard misses 3-pt jump shot from 24 ft,,22,26
114,2,10:34.0,,Defensive rebound by I. Smith,22,26
115,2,10:28.0,,A. Morrow makes 2-pt jump shot from 8 ft (assist by I. Smith),22,28
116,2,10:02.0,J. Freeland makes 2-pt jump shot from 15 ft (assist by S. Blake),,24,28
117,2,9:46.0,,R. Jackson misses 2-pt jump shot from 10 ft,24,28
118,2,9:45.0,Defensive rebound by T. Robinson,,24,28
119,2,9:38.0,T. Robinson misses 2-pt layup from 1 ft,,24,28
120,2,9:37.0,,Defensive rebound by K. Perkins,24,28
121,2,9:26.0,,A. Morrow misses 3-pt jump shot from 23 ft,24,28
122,2,9:25.0,Defensive rebound by T. Robinson,,24,28
123,2,9:17.0,Turnover by D. Lillard (bad pass; steal by R. Jackson),,24,28
124,2,9:12.0,L. Aldridge enters the game for T. Robinson,,24,28
125,2,9:04.0,,K. Perkins misses 2-pt hook shot from 3 ft,24,28
126,2,9:03.0,Defensive rebound by J. Freeland,,24,28
127,2,8:52.0,D. Lillard makes 3-pt jump shot from 24 ft,,27,28
128,2,8:47.0,,Oklahoma City full timeout,27,28
129,2,8:45.0,,P. Jones enters the game for R. Jackson,27,28
130,2,8:26.0,,P. Jones misses 2-pt jump shot from 6 ft,27,28
131,2,8:25.0,Defensive rebound by L. Aldridge,,27,28
132,2,8:16.0,Turnover by S. Blake (bad pass; steal by P. Jones),,27,28
133,2,8:10.0,,A. Morrow makes 2-pt layup from 2 ft,27,30
134,2,7:52.0,D. Lillard makes 2-pt jump shot from 15 ft,,29,30
135,2,7:39.0,,Personal block foul by W. Matthews (drawn by P. Jones),29,30
136,2,7:39.0,A. Crabbe enters the game for J. Freeland,,29,30
137,2,7:39.0,C. Kaman enters the game for S. Blake,,29,30
138,2,7:39.0,,R. Westbrook enters the game for I. Smith,29,30
139,2,7:27.0,,R. Westbrook misses 2-pt jump shot from 15 ft,29,30
140,2,7:26.0,Defensive rebound by A. Crabbe,,29,30
141,2,7:11.0,L. Aldridge misses 2-pt layup from 1 ft,,29,30
142,2,7:10.0,Offensive rebound by C. Kaman,,29,30
143,2,7:07.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Lillard),,32,30
144,2,6:41.0,,R. Westbrook makes 2-pt jump shot from 20 ft (assist by N. Collison),32,32
145,2,6:14.0,L. Aldridge misses 3-pt jump shot from 25 ft,,32,32
146,2,6:13.0,Offensive rebound by C. Kaman,,32,32
147,2,6:13.0,C. Kaman makes 2-pt layup from 2 ft,,34,32
148,2,6:00.0,,S. Ibaka enters the game for N. Collison,34,32
149,2,6:00.0,S. Blake enters the game for W. Matthews,,34,32
150,2,6:00.0,,S. Adams enters the game for K. Perkins,34,32
151,2,5:48.0,,Turnover by S. Ibaka (lost ball; steal by A. Crabbe),34,32
152,2,5:45.0,Shooting foul by P. Jones (drawn by D. Lillard),,34,32
153,2,5:45.0,Official timeout,,34,32
154,2,5:45.0,D. Lillard misses free throw 1 of 2,,34,32
155,2,5:45.0,Offensive rebound by Team,,34,32
156,2,5:45.0,D. Lillard makes free throw 2 of 2,,35,32
157,2,5:26.0,Loose ball foul by A. Crabbe (drawn by P. Jones),,35,32
158,2,5:17.0,,R. Westbrook misses 2-pt jump shot from 9 ft,35,32
159,2,5:16.0,Defensive rebound by S. Blake,,35,32
160,2,5:07.0,D. Lillard makes 3-pt jump shot from 24 ft,,38,32
161,2,4:53.0,,R. Westbrook makes 2-pt layup from 1 ft,38,34
162,2,4:35.0,D. Lillard makes 2-pt jump shot from 20 ft (assist by C. Kaman),,40,34
163,2,4:21.0,,A. Morrow misses 2-pt jump shot from 15 ft,40,34
164,2,4:20.0,Defensive rebound by L. Aldridge,,40,34
165,2,4:08.0,C. Kaman misses 2-pt jump shot from 3 ft,,40,34
166,2,4:07.0,,Defensive rebound by S. Adams,40,34
167,2,3:55.0,,R. Westbrook misses 2-pt layup from 2 ft,40,34
168,2,3:55.0,,Offensive rebound by R. Westbrook,40,34
169,2,3:55.0,,R. Westbrook misses 2-pt layup from 2 ft,40,34
170,2,3:53.0,Defensive rebound by C. Kaman,,40,34
171,2,3:42.0,Personal foul by S. Ibaka (drawn by L. Aldridge),,40,34
172,2,3:42.0,L. Aldridge makes free throw 1 of 2,,41,34
173,2,3:42.0,,R. Jackson enters the game for A. Morrow,41,34
174,2,3:42.0,L. Aldridge misses free throw 2 of 2,,41,34
175,2,3:41.0,,Defensive rebound by S. Adams,41,34
176,2,3:24.0,,S. Adams misses 2-pt jump shot from 2 ft,41,34
177,2,3:22.0,,Offensive rebound by R. Westbrook,41,34
178,2,3:22.0,,R. Westbrook makes 2-pt layup from 1 ft,41,36
179,2,3:06.0,S. Blake makes 3-pt jump shot from 22 ft (assist by D. Lillard),,44,36
180,2,2:50.0,,Shooting foul by S. Blake (drawn by R. Westbrook),44,36
181,2,2:50.0,Portland full timeout,,44,36
182,2,2:50.0,W. Matthews enters the game for S. Blake,,44,36
183,2,2:50.0,,R. Westbrook makes free throw 1 of 2,44,37
184,2,2:50.0,,R. Westbrook makes free throw 2 of 2,44,38
185,2,2:37.0,Personal block foul by S. Adams (drawn by D. Lillard),,44,38
186,2,2:37.0,D. Lillard makes free throw 1 of 2,,45,38
187,2,2:37.0,D. Lillard makes free throw 2 of 2,,46,38
188,2,2:28.0,,Turnover by R. Jackson (bad pass),46,38
189,2,2:14.0,D. Lillard makes 3-pt jump shot from 24 ft,,49,38
190,2,2:00.0,,S. Ibaka misses 2-pt jump shot from 17 ft,49,38
191,2,1:59.0,,Offensive rebound by Team,49,38
192,2,1:59.0,Loose ball foul by C. Kaman (drawn by S. Adams),,49,38
193,2,1:48.0,,P. Jones misses 2-pt jump shot from 12 ft,49,38
194,2,1:48.0,,Offensive rebound by S. Adams,49,38
195,2,1:29.0,,R. Jackson misses 2-pt jump shot from 14 ft,49,38
196,2,1:28.0,Defensive rebound by C. Kaman,,49,38
197,2,1:20.0,J. Freeland enters the game for C. Kaman,,49,38
198,2,1:12.0,L. Aldridge misses 2-pt layup from 1 ft,,49,38
199,2,1:11.0,,Defensive rebound by S. Ibaka,49,38
200,2,1:06.0,,R. Westbrook makes 2-pt layup from 1 ft,49,40
201,2,0:50.0,Personal foul by S. Adams (drawn by L. Aldridge),,49,40
202,2,0:50.0,L. Aldridge makes free throw 1 of 2,,50,40
203,2,0:50.0,L. Aldridge makes free throw 2 of 2,,51,40
204,2,0:40.0,,S. Ibaka misses 2-pt jump shot from 18 ft,51,40
205,2,0:39.0,,Offensive rebound by S. Adams,51,40
206,2,0:33.0,,R. Westbrook makes 3-pt jump shot from 24 ft,51,43
207,2,0:33.0,,Technical foul by S. Adams,51,43
208,2,0:33.0,Technical foul by J. Freeland,,51,43
209,2,0:13.0,Turnover by D. Lillard (bad pass; steal by R. Westbrook),,51,43
210,2,0:09.0,,Offensive foul by P. Jones (drawn by D. Lillard),51,43
211,2,0:09.0,,Turnover by P. Jones (offensive foul),51,43
212,2,0:09.0,Portland full timeout,,51,43
213,2,0:09.0,,K. Perkins enters the game for S. Adams,51,43
214,2,0:09.0,,A. Roberson enters the game for R. Jackson,51,43
215,2,0:09.0,S. Blake enters the game for J. Freeland,,51,43
216,2,0:01.0,D. Lillard makes 3-pt jump shot from 29 ft,,54,43
217,2,0:00.0,,P. Jones misses 3-pt jump shot from 75 ft,54,43
218,2,0:00.0,Defensive rebound by Team,,54,43
219,3,11:45.0,L. Aldridge makes 2-pt jump shot from 16 ft (assist by A. Crabbe),,56,43
220,3,11:26.0,,S. Ibaka misses 2-pt jump shot from 4 ft (block by L. Aldridge),56,43
221,3,11:24.0,,Offensive rebound by S. Ibaka,56,43
222,3,11:24.0,,S. Ibaka makes 2-pt layup at rim,56,45
223,3,10:57.0,J. Freeland misses 2-pt jump shot from 14 ft,,56,45
224,3,10:56.0,Offensive rebound by Team,,56,45
225,3,10:56.0,,Loose ball foul by S. Adams (drawn by L. Aldridge),56,45
226,3,10:52.0,D. Lillard misses 3-pt jump shot from 23 ft,,56,45
227,3,10:51.0,,Defensive rebound by S. Adams,56,45
228,3,10:45.0,,R. Westbrook misses 2-pt jump shot from 19 ft,56,45
229,3,10:44.0,Defensive rebound by L. Aldridge,,56,45
230,3,10:31.0,W. Matthews makes 2-pt jump shot from 9 ft,,58,45
231,3,10:19.0,,A. Roberson misses 2-pt jump shot from 5 ft,58,45
232,3,10:18.0,,Offensive rebound by S. Adams,58,45
233,3,10:18.0,,S. Adams makes 2-pt layup from 2 ft,58,47
234,3,10:02.0,W. Matthews misses 2-pt jump shot from 7 ft,,58,47
235,3,10:01.0,,Defensive rebound by S. Adams,58,47
236,3,9:50.0,,A. Roberson misses 3-pt jump shot from 24 ft,58,47
237,3,9:49.0,Defensive rebound by D. Lillard,,58,47
238,3,9:38.0,,Loose ball foul by P. Jones (drawn by J. Freeland),58,47
239,3,9:28.0,L. Aldridge misses 2-pt jump shot from 3 ft (block by S. Ibaka),,58,47
240,3,9:27.0,,Defensive rebound by S. Adams,58,47
241,3,9:21.0,,R. Westbrook misses 2-pt jump shot from 3 ft,58,47
242,3,9:20.0,,Offensive rebound by S. Ibaka,58,47
243,3,9:20.0,,S. Ibaka misses 2-pt layup from 1 ft,58,47
244,3,9:19.0,Defensive rebound by A. Crabbe,,58,47
245,3,9:17.0,Personal take foul by R. Westbrook (drawn by D. Lillard),,58,47
246,3,9:03.0,A. Crabbe misses 3-pt jump shot from 24 ft,,58,47
247,3,9:02.0,,Defensive rebound by S. Adams,58,47
248,3,8:45.0,,A. Roberson misses 3-pt jump shot from 23 ft,58,47
249,3,8:44.0,Defensive rebound by W. Matthews,,58,47
250,3,8:26.0,Offensive foul by L. Aldridge (drawn by S. Ibaka),,58,47
251,3,8:26.0,Turnover by L. Aldridge (offensive foul),,58,47
252,3,8:14.0,,R. Westbrook misses 2-pt jump shot from 15 ft,58,47
253,3,8:12.0,,Offensive rebound by S. Adams,58,47
254,3,8:11.0,,Turnover by S. Adams (lost ball; steal by D. Lillard),58,47
255,3,7:53.0,Personal foul by P. Jones (drawn by L. Aldridge),,58,47
256,3,7:43.0,L. Aldridge misses 2-pt jump shot from 12 ft,,58,47
257,3,7:43.0,Offensive rebound by Team,,58,47
258,3,7:43.0,,Loose ball foul by A. Roberson (drawn by J. Freeland),58,47
259,3,7:43.0,J. Freeland makes free throw 1 of 2,,59,47
260,3,7:43.0,J. Freeland makes free throw 2 of 2,,60,47
261,3,7:29.0,,R. Westbrook misses 3-pt jump shot from 24 ft,60,47
262,3,7:28.0,Defensive rebound by Team,,60,47
263,3,7:13.0,Turnover by J. Freeland (traveling),,60,47
264,3,7:13.0,,R. Jackson enters the game for P. Jones,60,47
265,3,7:02.0,,R. Jackson makes 2-pt jump shot from 16 ft,60,49
266,3,6:40.0,L. Aldridge misses 2-pt jump shot from 12 ft,,60,49
267,3,6:39.0,,Defensive rebound by R. Jackson,60,49
268,3,6:31.0,,R. Jackson misses 2-pt jump shot from 4 ft,60,49
269,3,6:29.0,,Offensive rebound by R. Westbrook,60,49
270,3,6:22.0,Violation by J. Freeland (def goaltending),,60,49
271,3,6:22.0,,R. Westbrook makes 2-pt layup from 2 ft,60,51
272,3,6:07.0,Turnover by W. Matthews (bad pass; steal by R. Westbrook),,60,51
273,3,6:04.0,,Shooting foul by W. Matthews (drawn by R. Westbrook),60,51
274,3,6:04.0,,R. Westbrook makes free throw 1 of 2,60,52
275,3,6:04.0,C. Kaman enters the game for J. Freeland,,60,52
276,3,6:04.0,S. Blake enters the game for W. Matthews,,60,52
277,3,6:04.0,,R. Westbrook makes free throw 2 of 2,60,53
278,3,5:51.0,C. Kaman misses 2-pt jump shot from 13 ft,,60,53
279,3,5:50.0,,Defensive rebound by S. Ibaka,60,53
280,3,5:41.0,,S. Ibaka makes 3-pt jump shot from 24 ft (assist by A. Roberson),60,56
281,3,5:39.0,Portland full timeout,,60,56
282,3,5:39.0,C. McCollum enters the game for A. Crabbe,,60,56
283,3,5:19.0,L. Aldridge misses 2-pt jump shot from 14 ft,,60,56
284,3,5:19.0,,Defensive rebound by R. Jackson,60,56
285,3,4:57.0,,R. Westbrook makes 2-pt jump shot from 23 ft,60,58
286,3,4:32.0,C. Kaman makes 2-pt jump shot from 15 ft (assist by S. Blake),,62,58
287,3,4:17.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),62,60
288,3,3:55.0,C. McCollum makes 3-pt jump shot from 22 ft (assist by D. Lillard),,65,60
289,3,3:30.0,,S. Ibaka makes 3-pt jump shot from 24 ft (assist by R. Westbrook),65,63
290,3,3:08.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by D. Lillard),,67,63
291,3,2:48.0,,A. Roberson makes 2-pt layup at rim (assist by R. Westbrook),67,65
292,3,2:26.0,L. Aldridge misses 2-pt jump shot from 18 ft,,67,65
293,3,2:25.0,,Defensive rebound by R. Westbrook,67,65
294,3,2:11.0,,A. Roberson misses 2-pt jump shot from 6 ft,67,65
295,3,2:10.0,Defensive rebound by C. Kaman,,67,65
296,3,1:59.0,D. Lillard misses 2-pt jump shot from 5 ft,,67,65
297,3,1:58.0,,Defensive rebound by R. Westbrook,67,65
298,3,1:55.0,,Shooting foul by C. McCollum (drawn by R. Jackson),67,65
299,3,1:55.0,,Oklahoma City full timeout,67,65
300,3,1:55.0,,I. Smith enters the game for S. Adams,67,65
301,3,1:55.0,,K. Perkins enters the game for A. Roberson,67,65
302,3,1:55.0,,A. Morrow enters the game for R. Westbrook,67,65
303,3,1:55.0,W. Matthews enters the game for D. Lillard,,67,65
304,3,1:55.0,,R. Jackson makes free throw 1 of 2,67,66
305,3,1:55.0,,R. Jackson makes free throw 2 of 2,67,67
306,3,1:34.0,C. Kaman misses 2-pt jump shot from 12 ft,,67,67
307,3,1:34.0,,Defensive rebound by S. Ibaka,67,67
308,3,1:20.0,,R. Jackson misses 2-pt jump shot from 16 ft,67,67
309,3,1:20.0,Defensive rebound by C. Kaman,,67,67
310,3,1:09.0,C. Kaman misses 2-pt jump shot from 3 ft,,67,67
311,3,1:08.0,,Defensive rebound by S. Ibaka,67,67
312,3,1:02.0,,Shooting foul by C. McCollum (drawn by R. Jackson),67,67
313,3,1:02.0,,R. Jackson makes free throw 1 of 2,67,68
314,3,1:02.0,,N. Collison enters the game for S. Ibaka,67,68
315,3,1:02.0,,R. Jackson makes free throw 2 of 2,67,69
316,3,0:52.0,C. McCollum makes 3-pt jump shot from 24 ft,,70,69
317,3,0:41.0,,K. Perkins makes 2-pt jump shot from 4 ft (assist by I. Smith),70,71
318,3,0:25.0,W. Matthews makes 3-pt jump shot from 22 ft (assist by S. Blake),,73,71
319,3,0:05.0,,R. Jackson makes 2-pt layup from 1 ft,73,73
320,3,0:00.0,C. Kaman misses 2-pt jump shot from 8 ft,,73,73
321,3,0:00.0,,Defensive rebound by Team,73,73
322,4,11:39.0,,R. Jackson makes 3-pt jump shot from 23 ft (assist by I. Smith),73,76
323,4,11:14.0,S. Blake misses 3-pt jump shot from 25 ft,,73,76
324,4,11:13.0,,Defensive rebound by K. Perkins,73,76
325,4,10:58.0,,R. Jackson makes 2-pt jump shot from 13 ft,73,78
326,4,10:37.0,C. McCollum misses 3-pt jump shot from 24 ft,,73,78
327,4,10:36.0,,Defensive rebound by R. Jackson,73,78
328,4,10:22.0,,K. Perkins misses 2-pt jump shot from 3 ft,73,78
329,4,10:20.0,Defensive rebound by T. Robinson,,73,78
330,4,10:06.0,W. Matthews misses 2-pt jump shot from 4 ft,,73,78
331,4,10:05.0,,Defensive rebound by K. Perkins,73,78
332,4,9:59.0,,I. Smith misses 2-pt jump shot from 3 ft,73,78
333,4,9:57.0,Defensive rebound by C. McCollum,,73,78
334,4,9:43.0,T. Robinson misses 2-pt jump shot from 4 ft,,73,78
335,4,9:42.0,Offensive rebound by Team,,73,78
336,4,9:42.0,D. Lillard enters the game for C. McCollum,,73,78
337,4,9:40.0,Personal foul by K. Perkins (drawn by D. Lillard),,73,78
338,4,9:31.0,D. Lillard misses 3-pt jump shot from 26 ft,,73,78
339,4,9:30.0,,Defensive rebound by A. Morrow,73,78
340,4,9:24.0,,A. Morrow misses 3-pt jump shot from 24 ft,73,78
341,4,9:22.0,Defensive rebound by D. Lillard,,73,78
342,4,9:16.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Lillard),,76,78
343,4,8:52.0,,I. Smith misses 2-pt jump shot from 11 ft,76,78
344,4,8:51.0,Defensive rebound by T. Robinson,,76,78
345,4,8:40.0,W. Matthews misses 3-pt jump shot from 24 ft,,76,78
346,4,8:39.0,,Defensive rebound by N. Collison,76,78
347,4,8:33.0,,A. Morrow makes 3-pt jump shot from 24 ft (assist by I. Smith),76,81
348,4,8:22.0,Portland full timeout,,76,81
349,4,8:22.0,,R. Westbrook enters the game for I. Smith,76,81
350,4,8:22.0,A. Crabbe enters the game for S. Blake,,76,81
351,4,8:22.0,L. Aldridge enters the game for T. Robinson,,76,81
352,4,8:10.0,L. Aldridge misses 2-pt jump shot from 19 ft,,76,81
353,4,8:10.0,,Defensive rebound by Team,76,81
354,4,8:10.0,Loose ball foul by J. Freeland (drawn by K. Perkins),,76,81
355,4,7:59.0,,A. Morrow misses 2-pt jump shot from 4 ft (block by A. Crabbe),76,81
356,4,7:59.0,,Offensive rebound by Team,76,81
357,4,7:56.0,,N. Collison makes 2-pt layup at rim (assist by A. Morrow),76,83
358,4,7:30.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by A. Crabbe),,78,83
359,4,7:14.0,,R. Jackson makes 2-pt jump shot from 6 ft,78,85
360,4,6:58.0,Turnover by L. Aldridge (bad pass),,78,85
361,4,6:58.0,C. Kaman enters the game for J. Freeland,,78,85
362,4,6:38.0,,R. Westbrook misses 3-pt jump shot from 24 ft,78,85
363,4,6:38.0,Defensive rebound by A. Crabbe,,78,85
364,4,6:34.0,Personal foul by R. Westbrook (drawn by W. Matthews),,78,85
365,4,6:34.0,S. Blake enters the game for A. Crabbe,,78,85
366,4,6:27.0,Turnover by C. Kaman (bad pass; steal by N. Collison),,78,85
367,4,6:19.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by R. Jackson),78,87
368,4,6:09.0,L. Aldridge misses 2-pt jump shot from 19 ft,,78,87
369,4,6:07.0,,Defensive rebound by K. Perkins,78,87
370,4,5:54.0,,N. Collison makes 2-pt jump shot from 20 ft (assist by A. Morrow),78,89
371,4,5:53.0,Portland full timeout,,78,89
372,4,5:30.0,D. Lillard misses 3-pt jump shot from 24 ft,,78,89
373,4,5:29.0,,Defensive rebound by N. Collison,78,89
374,4,5:10.0,,Personal foul by S. Blake (drawn by R. Westbrook),78,89
375,4,5:04.0,,R. Westbrook makes 2-pt jump shot from 13 ft,78,91
376,4,4:50.0,L. Aldridge makes 2-pt layup at rim (assist by D. Lillard),,80,91
377,4,4:30.0,,R. Westbrook misses 2-pt jump shot from 8 ft,80,91
378,4,4:29.0,Defensive rebound by L. Aldridge,,80,91
379,4,4:27.0,Turnover by L. Aldridge (bad pass; steal by R. Westbrook),,80,91
380,4,4:11.0,,R. Jackson misses 2-pt jump shot from 14 ft,80,91
381,4,4:10.0,Defensive rebound by C. Kaman,,80,91
382,4,3:57.0,Turnover by C. Kaman (bad pass),,80,91
