,QUARTER,TIME_REMAINING,TORONTO_ACTION,DALLAS_ACTION,TORONTO_SCORE,DALLAS_SCORE
29,1,7:45.0,Turnover by J. Valančiūnas (lost ball; steal by T. Chandler),,6,11
30,1,7:38.0,,R. Rondo misses 2-pt jump shot from 6 ft,6,11
31,1,7:37.0,Defensive rebound by J. Johnson,,6,11
32,1,7:25.0,J. Valančiūnas makes 2-pt layup at rim,,8,11
33,1,7:07.0,,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by M. Ellis),8,13
34,1,6:53.0,J. Valančiūnas makes 2-pt jump shot from 6 ft (assist by D. DeRozan),,10,13
35,1,6:43.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,10,13
36,1,6:42.0,Defensive rebound by J. Valančiūnas,,10,13
37,1,6:30.0,J. Johnson makes 2-pt layup from 2 ft,,12,13
38,1,6:30.0,,Dallas full timeout,12,13
39,1,6:29.0,,A. Aminu enters the game for D. Nowitzki,12,13
40,1,6:11.0,,M. Ellis misses 3-pt jump shot from 24 ft,12,13
41,1,6:10.0,Defensive rebound by J. Valančiūnas,,12,13
42,1,6:02.0,Shooting foul by R. Rondo (drawn by K. Lowry),,12,13
43,1,6:02.0,K. Lowry misses free throw 1 of 2,,12,13
44,1,6:02.0,Offensive rebound by Team,,12,13
45,1,6:02.0,,D. Harris enters the game for R. Rondo,12,13
46,1,6:02.0,K. Lowry makes free throw 2 of 2,,13,13
47,1,5:44.0,,D. Harris makes 2-pt jump shot from 10 ft,13,15
48,1,5:30.0,Shooting foul by D. Harris (drawn by D. DeRozan),,13,15
49,1,5:30.0,D. DeRozan makes 2-pt jump shot from 10 ft,,15,15
50,1,5:30.0,D. DeRozan makes free throw 1 of 1,,16,15
51,1,5:20.0,,A. Aminu misses 2-pt jump shot from 22 ft,16,15
52,1,5:19.0,Defensive rebound by K. Lowry,,16,15
53,1,5:08.0,K. Lowry misses 3-pt jump shot from 22 ft,,16,15
54,1,5:07.0,,Defensive rebound by Team,16,15
55,1,4:55.0,,M. Ellis makes 2-pt jump shot from 3 ft,16,17
56,1,4:37.0,D. DeRozan misses 2-pt jump shot from 16 ft,,16,17
57,1,4:36.0,,Defensive rebound by A. Aminu,16,17
58,1,4:36.0,,Personal foul by P. Patterson (drawn by A. Aminu),16,17
59,1,4:26.0,,Shooting foul by J. Johnson (drawn by A. Aminu),16,17
60,1,4:26.0,,A. Aminu misses free throw 1 of 2,16,17
61,1,4:26.0,,Offensive rebound by Team,16,17
62,1,4:26.0,L. Williams enters the game for J. Johnson,,16,17
63,1,4:26.0,,A. Aminu makes free throw 2 of 2,16,18
64,1,4:12.0,K. Lowry makes 3-pt jump shot from 24 ft,,19,18
65,1,4:02.0,,D. Harris misses 3-pt jump shot from 24 ft,19,18
66,1,4:01.0,Defensive rebound by D. DeRozan,,19,18
67,1,3:52.0,D. DeRozan misses 2-pt jump shot from 12 ft (block by A. Aminu),,19,18
68,1,3:51.0,Offensive rebound by Team,,19,18
69,1,3:51.0,,A. Stoudemire enters the game for T. Chandler,19,18
70,1,3:45.0,K. Lowry misses 2-pt jump shot from 18 ft,,19,18
71,1,3:44.0,,Defensive rebound by D. Harris,19,18
72,1,3:41.0,,Shooting foul by K. Lowry (drawn by D. Harris),19,18
73,1,3:41.0,,D. Harris makes 2-pt layup from 1 ft,19,20
74,1,3:41.0,C. Hayes enters the game for J. Valančiūnas,,19,20
75,1,3:41.0,,D. Harris makes free throw 1 of 1,19,21
76,1,3:23.0,D. DeRozan misses 2-pt jump shot from 13 ft,,19,21
77,1,3:22.0,,Defensive rebound by A. Stoudemire,19,21
78,1,3:08.0,,R. Jefferson misses 2-pt jump shot from 4 ft,19,21
79,1,3:08.0,Defensive rebound by Team,,19,21
80,1,2:53.0,L. Williams misses 2-pt jump shot from 14 ft,,19,21
81,1,2:52.0,,Defensive rebound by A. Stoudemire,19,21
82,1,2:41.0,,Turnover by R. Jefferson (bad pass),19,21
83,1,2:41.0,Toronto full timeout,,19,21
84,1,2:41.0,,J. Barea enters the game for R. Jefferson,19,21
85,1,2:41.0,,D. Nowitzki enters the game for M. Ellis,19,21
86,1,2:41.0,G. Vásquez enters the game for K. Lowry,,19,21
87,1,2:27.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,22,21
88,1,2:15.0,,J. Barea misses 2-pt hook shot from 4 ft,22,21
89,1,2:13.0,Defensive rebound by L. Williams,,22,21
90,1,2:02.0,D. DeRozan makes 2-pt jump shot from 7 ft,,24,21
91,1,1:42.0,,Turnover by A. Stoudemire (traveling),24,21
92,1,1:28.0,P. Patterson misses 2-pt jump shot from 9 ft,,24,21
93,1,1:26.0,,Defensive rebound by A. Aminu,24,21
94,1,1:13.0,,D. Harris misses 3-pt jump shot from 24 ft,24,21
95,1,1:12.0,,Offensive rebound by A. Aminu,24,21
96,1,1:10.0,,A. Aminu makes 2-pt layup from 1 ft,24,23
97,1,1:04.0,Personal block foul by A. Stoudemire (drawn by L. Williams),,24,23
98,1,1:04.0,T. Ross enters the game for D. DeRozan,,24,23
99,1,0:53.0,T. Ross makes 3-pt jump shot from 22 ft (assist by P. Patterson),,27,23
100,1,0:37.0,,Turnover by A. Aminu (traveling),27,23
101,1,0:35.0,Turnover by L. Williams (lost ball; steal by D. Harris),,27,23
102,1,0:31.0,,D. Harris makes 2-pt layup at rim,27,25
103,1,0:31.0,Toronto full timeout,,27,25
104,1,0:31.0,,R. Jefferson enters the game for D. Nowitzki,27,25
105,1,0:12.0,L. Williams makes 2-pt jump shot from 18 ft,,29,25
106,1,0:00.0,,D. Harris misses 3-pt jump shot from 24 ft,29,25
107,1,0:00.0,,Offensive rebound by Team,29,25
108,2,11:41.0,C. Hayes misses 2-pt jump shot from 5 ft (block by A. Aminu),,29,25
109,2,11:39.0,,Defensive rebound by D. Nowitzki,29,25
110,2,11:18.0,,A. Stoudemire misses 2-pt jump shot from 19 ft,29,25
111,2,11:17.0,Defensive rebound by J. Johnson,,29,25
112,2,10:54.0,G. Vásquez makes 2-pt jump shot from 7 ft,,31,25
113,2,10:31.0,,J. Barea makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),31,28
114,2,10:18.0,Turnover by J. Johnson (lost ball; steal by D. Harris),,31,28
115,2,10:13.0,,A. Aminu makes 2-pt dunk at rim (assist by D. Harris),31,30
116,2,10:05.0,Toronto full timeout,,31,30
117,2,9:53.0,Personal foul by D. Harris (drawn by L. Williams),,31,30
118,2,9:45.0,L. Williams misses 3-pt jump shot from 22 ft,,31,30
119,2,9:44.0,,Defensive rebound by D. Nowitzki,31,30
120,2,9:38.0,,Turnover by J. Barea (bad pass; steal by G. Vásquez),31,30
121,2,9:32.0,G. Vásquez makes 2-pt layup from 1 ft (assist by J. Johnson),,33,30
122,2,9:18.0,,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by J. Barea),33,32
123,2,9:10.0,L. Williams misses 2-pt jump shot from 12 ft,,33,32
124,2,9:09.0,Offensive rebound by J. Johnson,,33,32
125,2,9:09.0,J. Johnson makes 2-pt tip-in at rim,,35,32
126,2,8:46.0,,D. Nowitzki misses 2-pt jump shot from 12 ft,35,32
127,2,8:45.0,,Offensive rebound by A. Aminu,35,32
128,2,8:41.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,35,32
129,2,8:40.0,,Offensive rebound by J. Barea,35,32
130,2,8:40.0,,J. Barea makes 2-pt jump shot from 3 ft,35,34
131,2,8:20.0,C. Hayes makes 2-pt jump shot from 7 ft (assist by G. Vásquez),,37,34
132,2,8:03.0,,Turnover by A. Aminu (bad pass; steal by T. Ross),37,34
133,2,7:57.0,L. Williams makes 3-pt jump shot from 23 ft (assist by G. Vásquez),,40,34
134,2,7:57.0,,Dallas full timeout,40,34
135,2,7:57.0,,C. Villanueva enters the game for D. Nowitzki,40,34
136,2,7:57.0,,T. Chandler enters the game for A. Aminu,40,34
137,2,7:57.0,,R. Rondo enters the game for D. Harris,40,34
138,2,7:57.0,,M. Ellis enters the game for A. Stoudemire,40,34
139,2,7:57.0,,R. Jefferson enters the game for J. Barea,40,34
140,2,7:45.0,,Shooting block foul by J. Johnson (drawn by M. Ellis),40,34
141,2,7:45.0,,M. Ellis makes free throw 1 of 2,40,35
142,2,7:45.0,,M. Ellis makes free throw 2 of 2,40,36
143,2,7:28.0,T. Ross misses 3-pt jump shot from 22 ft,,40,36
144,2,7:27.0,,Defensive rebound by T. Chandler,40,36
145,2,7:19.0,,Turnover by R. Jefferson (bad pass; steal by L. Williams),40,36
146,2,7:16.0,L. Williams makes 2-pt layup from 2 ft,,42,36
147,2,6:58.0,,Turnover by M. Ellis (bad pass; steal by C. Hayes),42,36
148,2,6:53.0,G. Vásquez makes 3-pt jump shot from 25 ft (assist by J. Johnson),,45,36
149,2,6:42.0,,Turnover by M. Ellis (bad pass; steal by T. Ross),45,36
150,2,6:37.0,K. Lowry enters the game for G. Vásquez,,45,36
151,2,6:37.0,D. DeRozan enters the game for L. Williams,,45,36
152,2,6:37.0,J. Valančiūnas enters the game for C. Hayes,,45,36
153,2,6:21.0,J. Valančiūnas misses 2-pt hook shot from 6 ft,,45,36
154,2,6:20.0,,Defensive rebound by T. Chandler,45,36
155,2,6:01.0,,Turnover by T. Chandler (3 sec),45,36
156,2,5:49.0,D. DeRozan makes 2-pt jump shot from 12 ft,,47,36
157,2,5:35.0,,M. Ellis makes 2-pt jump shot from 18 ft (assist by R. Rondo),47,38
158,2,5:11.0,D. DeRozan misses 2-pt jump shot from 20 ft,,47,38
159,2,5:10.0,,Defensive rebound by T. Chandler,47,38
160,2,4:59.0,,M. Ellis misses 2-pt jump shot from 17 ft,47,38
161,2,4:58.0,Defensive rebound by D. DeRozan,,47,38
162,2,4:44.0,K. Lowry makes 2-pt jump shot from 18 ft,,49,38
163,2,4:43.0,,Dallas full timeout,49,38
164,2,4:43.0,,D. Harris enters the game for R. Jefferson,49,38
165,2,4:43.0,,D. Nowitzki enters the game for C. Villanueva,49,38
166,2,4:26.0,,D. Nowitzki misses 2-pt jump shot from 11 ft,49,38
167,2,4:25.0,Defensive rebound by K. Lowry,,49,38
168,2,4:15.0,D. DeRozan makes 2-pt jump shot from 14 ft,,51,38
169,2,3:59.0,,M. Ellis makes 2-pt jump shot from 16 ft,51,40
170,2,3:42.0,Offensive foul by T. Ross (drawn by D. Harris),,51,40
171,2,3:42.0,Turnover by T. Ross (offensive foul),,51,40
172,2,3:42.0,P. Patterson enters the game for J. Johnson,,51,40
173,2,3:31.0,,D. Nowitzki misses 2-pt jump shot from 5 ft,51,40
174,2,3:30.0,Defensive rebound by J. Valančiūnas,,51,40
175,2,3:15.0,K. Lowry misses 3-pt jump shot from 25 ft,,51,40
176,2,3:15.0,,Defensive rebound by D. Nowitzki,51,40
177,2,3:15.0,Loose ball foul by J. Valančiūnas (drawn by D. Nowitzki),,51,40
178,2,3:15.0,L. Williams enters the game for T. Ross,,51,40
179,2,2:59.0,,M. Ellis makes 2-pt layup from 2 ft,51,42
180,2,2:40.0,P. Patterson misses 3-pt jump shot from 22 ft,,51,42
181,2,2:40.0,,Defensive rebound by R. Rondo,51,42
182,2,2:25.0,,R. Rondo makes 2-pt jump shot from 5 ft,51,44
183,2,2:18.0,L. Williams makes 2-pt layup from 2 ft (assist by D. DeRozan),,53,44
184,2,1:57.0,,D. Harris makes 3-pt jump shot from 24 ft (assist by R. Rondo),53,47
185,2,1:39.0,D. DeRozan misses 3-pt jump shot from 22 ft,,53,47
186,2,1:38.0,,Defensive rebound by D. Nowitzki,53,47
187,2,1:33.0,,T. Chandler makes 2-pt layup at rim (assist by M. Ellis),53,49
188,2,1:12.0,K. Lowry misses 2-pt jump shot from 8 ft (block by T. Chandler),,53,49
189,2,1:12.0,,Defensive rebound by T. Chandler,53,49
190,2,1:12.0,,Personal take foul by D. DeRozan (drawn by D. Harris),53,49
191,2,1:12.0,Official timeout,,53,49
192,2,1:02.0,,R. Rondo misses 2-pt jump shot from 3 ft,53,49
193,2,1:01.0,Defensive rebound by J. Valančiūnas,,53,49
194,2,0:45.0,L. Williams misses 3-pt jump shot from 22 ft,,53,49
195,2,0:44.0,,Defensive rebound by R. Rondo,53,49
196,2,0:36.0,,M. Ellis misses 2-pt jump shot from 19 ft,53,49
197,2,0:35.0,Defensive rebound by J. Valančiūnas,,53,49
198,2,0:24.0,J. Valančiūnas makes 2-pt layup from 3 ft (assist by K. Lowry),,55,49
199,2,0:02.0,,T. Chandler misses 2-pt hook shot from 4 ft,55,49
200,2,0:01.0,Defensive rebound by L. Williams,,55,49
201,3,11:43.0,Turnover by A. Johnson (bad pass; steal by T. Chandler),,55,49
202,3,11:25.0,,D. Nowitzki misses 2-pt jump shot from 10 ft,55,49
203,3,11:24.0,Defensive rebound by J. Valančiūnas,,55,49
204,3,11:07.0,J. Johnson misses 2-pt layup from 2 ft,,55,49
205,3,11:06.0,,Defensive rebound by D. Nowitzki,55,49
206,3,10:52.0,,Turnover by R. Rondo (lost ball; steal by J. Johnson),55,49
207,3,10:48.0,Personal foul by R. Rondo (drawn by D. DeRozan),,55,49
208,3,10:36.0,J. Valančiūnas makes 2-pt layup at rim,,57,49
209,3,10:17.0,,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by M. Ellis),57,51
210,3,9:55.0,Turnover by A. Johnson (lost ball; steal by T. Chandler),,57,51
211,3,9:50.0,,R. Rondo makes 2-pt layup from 1 ft,57,53
212,3,9:29.0,K. Lowry misses 3-pt jump shot from 24 ft,,57,53
213,3,9:28.0,,Defensive rebound by D. Nowitzki,57,53
214,3,9:21.0,,Turnover by R. Rondo (bad pass),57,53
215,3,9:02.0,D. DeRozan misses 2-pt jump shot from 18 ft,,57,53
216,3,9:01.0,Offensive rebound by J. Valančiūnas,,57,53
217,3,8:57.0,K. Lowry makes 3-pt jump shot from 23 ft (assist by J. Valančiūnas),,60,53
218,3,8:48.0,,Personal block foul by A. Johnson (drawn by D. Nowitzki),60,53
219,3,8:43.0,,M. Ellis misses 2-pt jump shot from 21 ft,60,53
220,3,8:42.0,Defensive rebound by Team,,60,53
221,3,8:26.0,K. Lowry misses 2-pt jump shot from 18 ft,,60,53
222,3,8:25.0,Offensive rebound by A. Johnson,,60,53
223,3,8:22.0,A. Johnson makes 2-pt hook shot from 3 ft,,62,53
224,3,8:10.0,,Dallas full timeout,62,53
225,3,8:10.0,,D. Harris enters the game for R. Rondo,62,53
226,3,8:04.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,62,53
227,3,8:03.0,Defensive rebound by K. Lowry,,62,53
228,3,7:50.0,J. Johnson makes 2-pt jump shot from 4 ft (assist by K. Lowry),,64,53
229,3,7:33.0,,R. Jefferson misses 2-pt jump shot from 6 ft,64,53
230,3,7:32.0,Defensive rebound by A. Johnson,,64,53
231,3,7:24.0,D. DeRozan misses 3-pt jump shot from 22 ft,,64,53
232,3,7:24.0,,Defensive rebound by T. Chandler,64,53
233,3,7:08.0,,Shooting foul by J. Valančiūnas (drawn by R. Jefferson),64,53
234,3,7:08.0,,R. Jefferson makes free throw 1 of 2,64,54
235,3,7:08.0,,R. Jefferson makes free throw 2 of 2,64,55
236,3,6:56.0,D. DeRozan misses 2-pt jump shot from 21 ft,,64,55
237,3,6:55.0,,Defensive rebound by M. Ellis,64,55
238,3,6:39.0,,D. Nowitzki misses 2-pt hook shot from 4 ft,64,55
239,3,6:39.0,,Offensive rebound by Team,64,55
240,3,6:34.0,,Turnover by T. Chandler (lost ball; steal by J. Valančiūnas),64,55
241,3,6:29.0,A. Johnson makes 2-pt dunk at rim (assist by K. Lowry),,66,55
242,3,6:08.0,,R. Jefferson makes 3-pt jump shot from 24 ft (assist by D. Harris),66,58
243,3,5:41.0,K. Lowry misses 3-pt jump shot from 25 ft (block by M. Ellis),,66,58
244,3,5:41.0,Offensive rebound by Team,,66,58
245,3,5:41.0,Turnover by Team (shot clock),,66,58
246,3,5:33.0,,M. Ellis makes 3-pt jump shot from 24 ft (assist by D. Harris),66,61
247,3,5:24.0,Toronto full timeout,,66,61
248,3,5:24.0,,A. Aminu enters the game for D. Nowitzki,66,61
249,3,5:24.0,P. Patterson enters the game for J. Johnson,,66,61
250,3,5:24.0,L. Williams enters the game for A. Johnson,,66,61
251,3,5:13.0,D. DeRozan makes 2-pt jump shot from 14 ft,,68,61
252,3,4:48.0,,R. Jefferson misses 2-pt jump shot from 3 ft (block by P. Patterson),68,61
253,3,4:47.0,,Offensive rebound by R. Jefferson,68,61
254,3,4:47.0,,Shooting foul by J. Valančiūnas (drawn by R. Jefferson),68,61
255,3,4:47.0,,R. Jefferson makes free throw 1 of 2,68,62
256,3,4:47.0,,R. Jefferson makes free throw 2 of 2,68,63
257,3,4:35.0,,Offensive charge foul by J. Valančiūnas (drawn by M. Ellis),68,63
258,3,4:35.0,Turnover by J. Valančiūnas (offensive foul),,68,63
259,3,4:24.0,,M. Ellis makes 2-pt layup from 1 ft,68,65
260,3,4:09.0,Def 3 sec tech foul by T. Chandler,,68,65
261,3,4:09.0,D. DeRozan makes technical free throw,,69,65
262,3,4:09.0,A. Johnson enters the game for J. Valančiūnas,,69,65
263,3,4:01.0,P. Patterson misses 3-pt jump shot from 24 ft,,69,65
264,3,3:59.0,Offensive rebound by Team,,69,65
265,3,3:56.0,D. DeRozan makes 2-pt jump shot from 18 ft (assist by K. Lowry),,71,65
266,3,3:39.0,,A. Aminu misses 2-pt jump shot from 22 ft,71,65
267,3,3:37.0,,Offensive rebound by T. Chandler,71,65
268,3,3:35.0,,Turnover by A. Aminu (traveling),71,65
269,3,3:35.0,,Technical foul by T. Chandler,71,65
270,3,3:35.0,D. DeRozan misses technical free throw,,71,65
271,3,3:35.0,Offensive rebound by Team,,71,65
272,3,3:35.0,,A. Stoudemire enters the game for T. Chandler,71,65
273,3,3:24.0,Turnover by D. DeRozan (bad pass; steal by D. Harris),,71,65
274,3,3:21.0,,Shooting foul by K. Lowry (drawn by D. Harris),71,65
275,3,3:21.0,,D. Harris makes free throw 1 of 2,71,66
276,3,3:21.0,,D. Harris makes free throw 2 of 2,71,67
277,3,3:04.0,K. Lowry misses 3-pt jump shot from 25 ft,,71,67
278,3,3:04.0,,Defensive rebound by Team,71,67
279,3,2:57.0,,Shooting foul by P. Patterson (drawn by A. Stoudemire),71,67
280,3,2:57.0,,A. Stoudemire makes free throw 1 of 2,71,68
281,3,2:57.0,G. Vásquez enters the game for K. Lowry,,71,68
282,3,2:57.0,,A. Stoudemire makes free throw 2 of 2,71,69
283,3,2:35.0,A. Johnson misses 2-pt hook shot from 7 ft,,71,69
284,3,2:34.0,,Defensive rebound by D. Harris,71,69
285,3,2:27.0,,M. Ellis misses 3-pt jump shot from 24 ft,71,69
286,3,2:25.0,Defensive rebound by P. Patterson,,71,69
287,3,2:16.0,Turnover by L. Williams (bad pass; steal by A. Aminu),,71,69
288,3,2:06.0,,D. Harris makes 2-pt layup from 1 ft,71,71
289,3,1:51.0,Shooting foul by A. Stoudemire (drawn by D. DeRozan),,71,71
290,3,1:51.0,D. DeRozan makes free throw 1 of 2,,72,71
291,3,1:51.0,,D. Nowitzki enters the game for R. Jefferson,72,71
292,3,1:51.0,D. DeRozan makes free throw 2 of 2,,73,71
293,3,1:37.0,,D. Harris misses 2-pt jump shot from 8 ft (block by A. Johnson),73,71
294,3,1:36.0,Defensive rebound by P. Patterson,,73,71
295,3,1:31.0,L. Williams misses 2-pt jump shot from 23 ft,,73,71
296,3,1:30.0,,Defensive rebound by D. Nowitzki,73,71
297,3,1:24.0,,M. Ellis misses 2-pt layup from 1 ft,73,71
298,3,1:22.0,,Offensive rebound by A. Aminu,73,71
299,3,1:22.0,,A. Aminu misses 2-pt tip-in from 1 ft,73,71
300,3,1:21.0,Defensive rebound by A. Johnson,,73,71
301,3,1:15.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,76,71
302,3,1:00.0,,Personal foul by G. Vásquez (drawn by M. Ellis),76,71
303,3,1:00.0,,M. Ellis makes free throw 1 of 2,76,72
304,3,1:00.0,T. Ross enters the game for D. DeRozan,,76,72
305,3,1:00.0,,M. Ellis misses free throw 2 of 2,76,72
306,3,0:59.0,Defensive rebound by A. Johnson,,76,72
307,3,0:44.0,A. Johnson misses 2-pt hook shot from 5 ft,,76,72
308,3,0:42.0,,Defensive rebound by A. Aminu,76,72
309,3,0:32.0,,D. Harris misses 2-pt layup from 1 ft,76,72
310,3,0:31.0,,Offensive rebound by A. Aminu,76,72
311,3,0:16.0,,D. Nowitzki makes 2-pt layup from 1 ft,76,74
312,3,0:00.0,Shooting foul by M. Ellis (drawn by L. Williams),,76,74
313,3,0:00.0,L. Williams makes free throw 1 of 2,,77,74
314,3,0:00.0,L. Williams misses free throw 2 of 2,,77,74
315,3,0:00.0,Offensive rebound by Team,,77,74
316,4,11:39.0,,J. Barea makes 2-pt layup at rim,77,76
317,4,11:23.0,L. Williams misses 3-pt jump shot from 25 ft,,77,76
318,4,11:22.0,,Defensive rebound by A. Aminu,77,76
319,4,11:09.0,,D. Nowitzki misses 2-pt hook shot from 6 ft,77,76
320,4,11:08.0,Defensive rebound by P. Patterson,,77,76
321,4,11:02.0,G. Vásquez misses 2-pt jump shot from 2 ft,,77,76
322,4,11:00.0,,Defensive rebound by A. Stoudemire,77,76
323,4,10:53.0,,J. Barea makes 3-pt jump shot from 25 ft,77,79
324,4,10:32.0,P. Patterson makes 2-pt jump shot from 8 ft,,79,79
325,4,10:17.0,,Turnover by D. Nowitzki (traveling),79,79
326,4,10:04.0,Turnover by L. Williams (lost ball; steal by D. Harris),,79,79
327,4,10:00.0,,Violation by Team (delay of game),79,79
328,4,10:00.0,,A. Stoudemire makes 2-pt layup from 2 ft (assist by D. Harris),79,81
329,4,9:39.0,P. Patterson misses 3-pt jump shot from 24 ft,,79,81
330,4,9:38.0,,Defensive rebound by A. Aminu,79,81
331,4,9:30.0,,A. Stoudemire makes 2-pt layup from 1 ft (assist by D. Harris),79,83
332,4,9:30.0,,Shooting foul by C. Hayes (drawn by A. Stoudemire),79,83
333,4,9:30.0,,A. Stoudemire misses free throw 1 of 1,79,83
334,4,9:29.0,Defensive rebound by P. Patterson,,79,83
335,4,9:12.0,P. Patterson makes 2-pt jump shot from 12 ft,,81,83
336,4,8:51.0,Violation by T. Ross (kicked ball),,81,83
337,4,8:51.0,Official timeout,,81,83
338,4,8:51.0,K. Lowry enters the game for L. Williams,,81,83
339,4,8:44.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by J. Barea),81,86
340,4,8:24.0,T. Ross misses 2-pt jump shot from 9 ft,,81,86
341,4,8:23.0,Offensive rebound by T. Ross,,81,86
342,4,8:18.0,G. Vásquez makes 3-pt jump shot from 24 ft (assist by T. Ross),,84,86
343,4,7:56.0,,Turnover by A. Aminu (offensive foul),84,86
344,4,7:56.0,Offensive charge foul by A. Aminu (drawn by C. Hayes),,84,86
345,4,7:56.0,,M. Ellis enters the game for D. Harris,84,86
346,4,7:43.0,Turnover by K. Lowry (lost ball; steal by A. Stoudemire),,84,86
347,4,7:31.0,,J. Barea makes 3-pt jump shot from 24 ft,84,89
348,4,7:10.0,P. Patterson misses 2-pt jump shot from 6 ft,,84,89
349,4,7:09.0,,Defensive rebound by A. Aminu,84,89
350,4,6:54.0,,A. Aminu misses 2-pt jump shot from 21 ft (block by T. Ross),84,89
351,4,6:52.0,Defensive rebound by P. Patterson,,84,89
352,4,6:48.0,Turnover by P. Patterson (bad pass; steal by M. Ellis),,84,89
353,4,6:44.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,84,89
354,4,6:42.0,Defensive rebound by G. Vásquez,,84,89
355,4,6:30.0,Turnover by P. Patterson (bad pass; steal by M. Ellis),,84,89
356,4,6:24.0,,A. Aminu makes 2-pt layup from 1 ft (assist by J. Barea),84,91
357,4,6:21.0,Toronto full timeout,,84,91
358,4,6:21.0,,T. Chandler enters the game for D. Nowitzki,84,91
359,4,6:21.0,,R. Jefferson enters the game for A. Stoudemire,84,91
360,4,6:21.0,D. DeRozan enters the game for P. Patterson,,84,91
361,4,6:21.0,J. Valančiūnas enters the game for C. Hayes,,84,91
362,4,6:21.0,A. Johnson enters the game for T. Ross,,84,91
363,4,6:04.0,Shooting foul by R. Jefferson (drawn by G. Vásquez),,84,91
364,4,6:04.0,G. Vásquez misses free throw 1 of 2,,84,91
365,4,6:04.0,Offensive rebound by Team,,84,91
366,4,6:04.0,G. Vásquez makes free throw 2 of 2,,85,91
367,4,5:58.0,,Personal foul by G. Vásquez (drawn by J. Barea),85,91
368,4,5:50.0,,R. Jefferson makes 2-pt hook shot from 8 ft,85,93
369,4,5:35.0,Turnover by D. DeRozan (traveling),,85,93
370,4,5:25.0,,M. Ellis makes 2-pt jump shot from 16 ft,85,95
371,4,5:11.0,Personal foul by M. Ellis (drawn by A. Johnson),,85,95
372,4,5:02.0,Personal foul by A. Aminu (drawn by A. Johnson),,85,95
373,4,4:49.0,J. Valančiūnas misses 2-pt jump shot from 7 ft,,85,95
374,4,4:47.0,,Defensive rebound by R. Jefferson,85,95
375,4,4:29.0,,A. Aminu makes 2-pt jump shot from 11 ft (assist by R. Jefferson),85,97
376,4,4:04.0,D. DeRozan misses 2-pt jump shot from 18 ft,,85,97
377,4,4:04.0,,Defensive rebound by A. Aminu,85,97
378,4,3:44.0,,J. Barea misses 3-pt jump shot from 23 ft,85,97
