,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DALLAS_ACTION,LA CLIPPERS_SCORE,DALLAS_SCORE
0,1,11:41.0,,D. Nowitzki makes 2-pt jump shot from 14 ft (assist by M. Ellis),0,2
1,1,11:26.0,C. Paul misses 2-pt jump shot from 17 ft,,0,2
2,1,11:25.0,,Defensive rebound by M. Ellis,0,2
3,1,11:21.0,,Shooting foul by S. Hawes (drawn by T. Chandler),0,2
4,1,11:21.0,,T. Chandler makes free throw 1 of 2,0,3
5,1,11:21.0,,T. Chandler misses free throw 2 of 2,0,3
6,1,11:20.0,Defensive rebound by M. Barnes,,0,3
7,1,10:58.0,M. Barnes misses 3-pt jump shot from 25 ft,,0,3
8,1,10:57.0,,Defensive rebound by C. Parsons,0,3
9,1,10:41.0,,C. Parsons misses 3-pt jump shot from 25 ft,0,3
10,1,10:40.0,Defensive rebound by D. Jordan,,0,3
11,1,10:36.0,Shooting block foul by C. Parsons (drawn by J. Redick),,0,3
12,1,10:36.0,J. Redick makes free throw 1 of 2,,1,3
13,1,10:36.0,,G. Smith enters the game for T. Chandler,1,3
14,1,10:36.0,J. Redick makes free throw 2 of 2,,2,3
15,1,10:20.0,,C. Parsons misses 2-pt layup from 1 ft,2,3
16,1,10:19.0,Defensive rebound by M. Barnes,,2,3
17,1,10:10.0,D. Jordan misses 2-pt jump shot from 3 ft (block by G. Smith),,2,3
18,1,10:10.0,Offensive rebound by Team,,2,3
19,1,10:06.0,C. Paul misses 2-pt jump shot from 5 ft,,2,3
20,1,10:05.0,,Defensive rebound by C. Parsons,2,3
21,1,9:42.0,,M. Ellis misses 3-pt jump shot from 22 ft,2,3
22,1,9:41.0,Defensive rebound by J. Redick,,2,3
23,1,9:30.0,S. Hawes makes 2-pt jump shot from 19 ft (assist by J. Redick),,4,3
24,1,9:16.0,,J. Barea makes 2-pt jump shot from 11 ft,4,5
25,1,9:02.0,D. Jordan makes 2-pt layup from 1 ft (assist by J. Redick),,6,5
26,1,8:43.0,,Turnover by D. Nowitzki (bad pass; steal by M. Barnes),6,5
27,1,8:38.0,M. Barnes makes 2-pt layup from 1 ft,,8,5
28,1,8:24.0,,C. Parsons misses 3-pt jump shot from 24 ft,8,5
29,1,8:23.0,Defensive rebound by S. Hawes,,8,5
30,1,8:18.0,Personal foul by G. Smith (drawn by D. Jordan),,8,5
31,1,8:11.0,J. Redick makes 3-pt jump shot from 22 ft (assist by C. Paul),,11,5
32,1,8:03.0,,Dallas full timeout,11,5
33,1,8:03.0,,D. Harris enters the game for M. Ellis,11,5
34,1,7:46.0,,J. Barea misses 3-pt jump shot from 24 ft,11,5
35,1,7:45.0,Defensive rebound by C. Paul,,11,5
36,1,7:37.0,D. Jordan makes 2-pt layup from 1 ft (assist by C. Paul),,13,5
37,1,7:26.0,,Turnover by D. Harris (bad pass; steal by M. Barnes),13,5
38,1,7:11.0,M. Barnes misses 3-pt jump shot from 22 ft,,13,5
