,QUARTER,TIME_REMAINING,DETROIT_ACTION,BOSTON_ACTION,DETROIT_SCORE,BOSTON_SCORE
125,2,8:09.0,,J. Jerebko misses 2-pt jump shot from 20 ft,28,28
126,2,8:08.0,Defensive rebound by S. Dinwiddie,,28,28
127,2,7:56.0,J. Anthony misses 2-pt jump shot from 8 ft,,28,28
128,2,7:54.0,,Defensive rebound by P. Pressey,28,28
129,2,7:44.0,,K. Olynyk misses 2-pt jump shot from 4 ft,28,28
130,2,7:43.0,Defensive rebound by T. Prince,,28,28
131,2,7:32.0,Shooting block foul by J. Crowder (drawn by J. Meeks),,28,28
132,2,7:32.0,J. Meeks makes free throw 1 of 2,,29,28
133,2,7:32.0,J. Meeks makes free throw 2 of 2,,30,28
134,2,7:20.0,,Shooting foul by J. Anthony (drawn by J. Crowder),30,28
135,2,7:20.0,,J. Crowder makes free throw 1 of 2,30,29
136,2,7:20.0,,J. Crowder makes free throw 2 of 2,30,30
137,2,6:59.0,T. Prince misses 2-pt hook shot from 12 ft,,30,30
138,2,6:58.0,,Defensive rebound by G. Wallace,30,30
139,2,6:51.0,,G. Wallace misses 2-pt layup from 1 ft,30,30
140,2,6:50.0,Defensive rebound by C. Butler,,30,30
141,2,6:44.0,T. Prince misses 2-pt jump shot from 13 ft,,30,30
142,2,6:43.0,,Defensive rebound by K. Olynyk,30,30
143,2,6:36.0,,P. Pressey misses 2-pt jump shot from 4 ft (block by J. Anthony),30,30
144,2,6:35.0,,Offensive rebound by J. Jerebko,30,30
145,2,6:35.0,,J. Jerebko makes 2-pt layup at rim,30,32
146,2,6:35.0,,Shooting foul by T. Prince (drawn by J. Jerebko),30,32
147,2,6:35.0,,T. Zeller enters the game for K. Olynyk,30,32
148,2,6:35.0,,E. Turner enters the game for P. Pressey,30,32
149,2,6:35.0,,J. Jerebko makes free throw 1 of 1,30,33
150,2,6:11.0,S. Dinwiddie makes 2-pt jump shot from 1 ft (assist by T. Prince),,32,33
151,2,6:01.0,,Personal foul by S. Dinwiddie (drawn by E. Turner),32,33
152,2,6:01.0,,Boston full timeout,32,33
153,2,5:51.0,,T. Zeller misses 2-pt layup at rim (block by J. Anthony),32,33
154,2,5:49.0,,Offensive rebound by T. Zeller,32,33
155,2,5:46.0,,T. Zeller misses 2-pt layup at rim,32,33
156,2,5:45.0,Defensive rebound by C. Butler,,32,33
157,2,5:22.0,T. Prince misses 2-pt dunk at rim,,32,33
158,2,5:21.0,,Defensive rebound by J. Jerebko,32,33
159,2,5:11.0,,E. Turner makes 2-pt layup from 1 ft,32,35
160,2,4:52.0,Turnover by S. Dinwiddie (bad pass; steal by E. Turner),,32,35
161,2,4:46.0,,J. Jerebko misses 3-pt jump shot from 24 ft,32,35
162,2,4:45.0,,Offensive rebound by J. Crowder,32,35
163,2,4:43.0,,J. Crowder makes 2-pt layup at rim,32,37
164,2,4:23.0,T. Prince makes 2-pt layup from 1 ft,,34,37
165,2,4:06.0,,J. Crowder misses 2-pt layup at rim,34,37
166,2,4:05.0,,Offensive rebound by G. Wallace,34,37
167,2,4:04.0,,G. Wallace misses 2-pt layup at rim,34,37
168,2,4:03.0,,Offensive rebound by G. Wallace,34,37
169,2,4:02.0,,G. Wallace makes 2-pt layup from 1 ft,34,39
170,2,3:42.0,Personal foul by G. Wallace (drawn by J. Meeks),,34,39
171,2,3:42.0,,A. Bradley enters the game for G. Wallace,34,39
172,2,3:42.0,A. Drummond enters the game for J. Anthony,,34,39
173,2,3:42.0,R. Jackson enters the game for S. Dinwiddie,,34,39
174,2,3:42.0,,B. Bass enters the game for J. Jerebko,34,39
175,2,3:42.0,A. Tolliver enters the game for T. Prince,,34,39
176,2,3:32.0,J. Meeks makes 2-pt jump shot from 15 ft (assist by R. Jackson),,36,39
177,2,3:06.0,,E. Turner misses 3-pt jump shot from 24 ft,36,39
178,2,3:05.0,Defensive rebound by A. Drummond,,36,39
179,2,2:54.0,C. Butler makes 3-pt jump shot from 25 ft (assist by A. Tolliver),,39,39
180,2,2:36.0,,J. Crowder makes 2-pt jump shot from 11 ft,39,41
181,2,2:21.0,A. Drummond makes 2-pt layup from 2 ft (assist by A. Tolliver),,41,41
182,2,2:12.0,,Turnover by E. Turner (bad pass),41,41
183,2,2:12.0,Official timeout,,41,41
184,2,2:12.0,,K. Olynyk enters the game for T. Zeller,41,41
185,2,1:57.0,A. Tolliver misses 2-pt layup from 2 ft (block by K. Olynyk),,41,41
186,2,1:56.0,,Defensive rebound by K. Olynyk,41,41
187,2,1:49.0,,A. Bradley misses 3-pt jump shot from 24 ft,41,41
188,2,1:48.0,,Offensive rebound by A. Bradley,41,41
189,2,1:33.0,,E. Turner misses 3-pt jump shot from 24 ft,41,41
190,2,1:32.0,,Offensive rebound by B. Bass,41,41
191,2,1:25.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by E. Turner),41,44
192,2,1:04.0,R. Jackson misses 2-pt layup from 2 ft,,41,44
193,2,1:03.0,Offensive rebound by A. Drummond,,41,44
194,2,1:03.0,A. Drummond misses 2-pt tip-in from 1 ft,,41,44
195,2,1:02.0,Offensive rebound by A. Drummond,,41,44
196,2,1:02.0,A. Drummond misses 2-pt tip-in from 1 ft,,41,44
197,2,1:01.0,,Defensive rebound by E. Turner,41,44
198,2,0:58.0,,Shooting block foul by C. Butler (drawn by J. Crowder),41,44
199,2,0:58.0,,J. Crowder makes free throw 1 of 2,41,45
200,2,0:58.0,K. Caldwell-Pope enters the game for C. Butler,,41,45
201,2,0:58.0,,J. Crowder misses free throw 2 of 2,41,45
202,2,0:58.0,Defensive rebound by R. Jackson,,41,45
203,2,0:42.0,A. Tolliver misses 3-pt jump shot from 23 ft,,41,45
204,2,0:41.0,,Defensive rebound by B. Bass,41,45
205,2,0:30.0,,J. Crowder makes 2-pt layup from 2 ft (assist by E. Turner),41,47
206,2,0:07.0,A. Drummond misses 2-pt hook shot from 7 ft,,41,47
207,2,0:06.0,,Defensive rebound by B. Bass,41,47
208,2,0:04.0,,Turnover by B. Bass (lost ball),41,47
209,2,0:04.0,Detroit full timeout,,41,47
210,2,0:04.0,,T. Zeller enters the game for K. Olynyk,41,47
211,2,0:02.0,Turnover by K. Caldwell-Pope (step out of bounds),,41,47
212,2,0:02.0,,Boston full timeout,41,47
213,2,0:02.0,,K. Olynyk enters the game for T. Zeller,41,47
214,2,0:02.0,,P. Pressey enters the game for B. Bass,41,47
215,2,0:00.0,,K. Olynyk misses 2-pt layup from 2 ft (block by A. Tolliver),41,47
216,2,0:00.0,,Offensive rebound by Team,41,47
217,3,11:44.0,,Offensive foul by K. Olynyk (drawn by R. Jackson),41,47
218,3,11:44.0,,Turnover by K. Olynyk (offensive foul),41,47
219,3,11:24.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,41,47
220,3,11:23.0,Offensive rebound by A. Tolliver,,41,47
221,3,11:16.0,A. Tolliver misses 3-pt jump shot from 23 ft,,41,47
222,3,11:15.0,Offensive rebound by K. Caldwell-Pope,,41,47
223,3,11:09.0,K. Caldwell-Pope misses 2-pt jump shot from 11 ft,,41,47
224,3,11:07.0,Offensive rebound by K. Caldwell-Pope,,41,47
225,3,11:00.0,C. Butler misses 3-pt jump shot from 25 ft,,41,47
226,3,10:59.0,,Defensive rebound by K. Olynyk,41,47
227,3,10:45.0,,Turnover by J. Crowder (bad pass),41,47
228,3,10:32.0,Turnover by C. Butler (bad pass; steal by E. Turner),,41,47
229,3,10:23.0,,E. Turner makes 2-pt jump shot from 13 ft (assist by K. Olynyk),41,49
230,3,9:56.0,A. Tolliver misses 2-pt layup from 2 ft,,41,49
231,3,9:55.0,,Defensive rebound by K. Olynyk,41,49
232,3,9:47.0,,E. Turner makes 2-pt jump shot from 18 ft,41,51
233,3,9:31.0,Shooting foul by J. Crowder (drawn by A. Drummond),,41,51
234,3,9:31.0,A. Drummond misses free throw 1 of 2,,41,51
235,3,9:31.0,Offensive rebound by Team,,41,51
236,3,9:31.0,A. Drummond misses free throw 2 of 2,,41,51
237,3,9:31.0,,Defensive rebound by J. Crowder,41,51
238,3,9:12.0,,E. Turner misses 2-pt layup from 1 ft,41,51
239,3,9:11.0,Defensive rebound by A. Drummond,,41,51
240,3,9:05.0,C. Butler makes 3-pt jump shot from 25 ft (assist by R. Jackson),,44,51
241,3,8:51.0,,Shooting block foul by A. Drummond (drawn by K. Olynyk),44,51
242,3,8:51.0,,K. Olynyk makes free throw 1 of 2,44,52
243,3,8:51.0,,K. Olynyk makes free throw 2 of 2,44,53
244,3,8:42.0,Shooting foul by A. Bradley (drawn by R. Jackson),,44,53
245,3,8:42.0,R. Jackson makes free throw 1 of 2,,45,53
246,3,8:42.0,R. Jackson makes free throw 2 of 2,,46,53
247,3,8:31.0,,A. Bradley misses 2-pt jump shot from 22 ft,46,53
248,3,8:30.0,Defensive rebound by A. Drummond,,46,53
249,3,8:16.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by C. Butler),,49,53
250,3,7:57.0,,E. Turner makes 3-pt jump shot from 23 ft (assist by A. Bradley),49,56
251,3,7:38.0,A. Drummond misses 2-pt hook shot from 6 ft,,49,56
252,3,7:37.0,,Defensive rebound by B. Bass,49,56
253,3,7:32.0,,J. Crowder misses 2-pt jump shot from 20 ft,49,56
254,3,7:31.0,,Offensive rebound by B. Bass,49,56
255,3,7:28.0,,J. Crowder misses 2-pt layup from 3 ft (block by A. Drummond),49,56
256,3,7:26.0,,Offensive rebound by K. Olynyk,49,56
257,3,7:24.0,,A. Bradley makes 3-pt jump shot from 22 ft (assist by K. Olynyk),49,59
258,3,7:23.0,Detroit full timeout,,49,59
259,3,7:09.0,R. Jackson makes 2-pt jump shot from 22 ft,,51,59
260,3,6:49.0,,Turnover by K. Olynyk (3 sec),51,59
261,3,6:31.0,Turnover by K. Caldwell-Pope (bad pass; steal by E. Turner),,51,59
262,3,6:25.0,,K. Olynyk misses 3-pt jump shot from 24 ft,51,59
263,3,6:24.0,Defensive rebound by A. Tolliver,,51,59
264,3,6:15.0,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),,53,59
265,3,5:59.0,,Offensive foul by B. Bass (drawn by K. Caldwell-Pope),53,59
266,3,5:59.0,,Turnover by B. Bass (offensive foul),53,59
267,3,5:47.0,R. Jackson misses 3-pt jump shot from 24 ft,,53,59
268,3,5:46.0,Offensive rebound by A. Drummond,,53,59
269,3,5:29.0,K. Caldwell-Pope misses 2-pt jump shot from 13 ft,,53,59
270,3,5:27.0,,Defensive rebound by J. Crowder,53,59
271,3,5:11.0,,B. Bass misses 2-pt jump shot from 10 ft,53,59
272,3,5:10.0,Defensive rebound by R. Jackson,,53,59
273,3,5:06.0,,Violation by A. Bradley (kicked ball),53,59
274,3,5:01.0,Shooting foul by B. Bass (drawn by A. Drummond),,53,59
275,3,5:01.0,A. Drummond misses free throw 1 of 2,,53,59
276,3,5:01.0,Offensive rebound by Team,,53,59
277,3,5:01.0,,J. Jerebko enters the game for K. Olynyk,53,59
278,3,5:01.0,A. Drummond misses free throw 2 of 2,,53,59
279,3,5:01.0,,Defensive rebound by E. Turner,53,59
280,3,4:48.0,,J. Jerebko makes 3-pt jump shot from 24 ft (assist by A. Bradley),53,62
281,3,4:25.0,A. Drummond makes 2-pt dunk at rim (assist by A. Tolliver),,55,62
282,3,4:07.0,,E. Turner makes 3-pt jump shot from 24 ft (assist by J. Crowder),55,65
283,3,3:50.0,Shooting foul by J. Crowder (drawn by K. Caldwell-Pope),,55,65
284,3,3:50.0,K. Caldwell-Pope makes free throw 1 of 2,,56,65
285,3,3:50.0,,G. Wallace enters the game for J. Crowder,56,65
286,3,3:50.0,T. Prince enters the game for A. Tolliver,,56,65
287,3,3:50.0,K. Caldwell-Pope makes free throw 2 of 2,,57,65
288,3,3:26.0,,J. Jerebko misses 2-pt jump shot from 11 ft,57,65
289,3,3:25.0,,Offensive rebound by B. Bass,57,65
290,3,3:25.0,,B. Bass misses 2-pt tip-in from 1 ft,57,65
291,3,3:24.0,Defensive rebound by A. Drummond,,57,65
292,3,3:19.0,K. Caldwell-Pope makes 2-pt jump shot from 19 ft,,59,65
293,3,2:54.0,,E. Turner misses 2-pt jump shot from 15 ft,59,65
294,3,2:53.0,Defensive rebound by A. Drummond,,59,65
295,3,2:47.0,Shooting foul by B. Bass (drawn by A. Drummond),,59,65
296,3,2:47.0,,Boston full timeout,59,65
297,3,2:47.0,,J. Young enters the game for A. Bradley,59,65
298,3,2:47.0,A. Drummond misses free throw 1 of 2,,59,65
299,3,2:47.0,Offensive rebound by Team,,59,65
300,3,2:47.0,,T. Zeller enters the game for B. Bass,59,65
301,3,2:47.0,A. Drummond misses free throw 2 of 2,,59,65
302,3,2:47.0,,Defensive rebound by T. Zeller,59,65
303,3,2:25.0,,T. Zeller misses 2-pt jump shot from 17 ft,59,65
304,3,2:24.0,,Offensive rebound by J. Jerebko,59,65
305,3,2:24.0,,J. Jerebko misses 2-pt tip-in from 1 ft,59,65
306,3,2:21.0,,Offensive rebound by Team,59,65
307,3,2:21.0,Loose ball foul by C. Butler (drawn by J. Jerebko),,59,65
308,3,2:16.0,,E. Turner misses 2-pt dunk at rim,59,65
309,3,2:15.0,Defensive rebound by K. Caldwell-Pope,,59,65
310,3,2:07.0,A. Drummond makes 2-pt dunk at rim (assist by T. Prince),,61,65
311,3,2:07.0,Shooting foul by T. Zeller (drawn by A. Drummond),,61,65
312,3,2:07.0,A. Drummond misses free throw 1 of 1,,61,65
313,3,2:07.0,,Defensive rebound by J. Jerebko,61,65
314,3,1:51.0,,T. Zeller makes 2-pt jump shot from 3 ft (assist by E. Turner),61,67
315,3,1:42.0,Personal foul by T. Zeller (drawn by A. Drummond),,61,67
316,3,1:42.0,A. Drummond makes free throw 1 of 2,,62,67
317,3,1:42.0,S. Dinwiddie enters the game for R. Jackson,,62,67
318,3,1:42.0,A. Drummond makes free throw 2 of 2,,63,67
319,3,1:23.0,,T. Zeller misses 2-pt jump shot from 4 ft,63,67
320,3,1:22.0,,Offensive rebound by T. Zeller,63,67
321,3,1:22.0,,Personal foul by T. Prince (drawn by T. Zeller),63,67
322,3,1:08.0,,J. Jerebko misses 3-pt jump shot from 26 ft,63,67
323,3,1:07.0,Defensive rebound by A. Drummond,,63,67
324,3,0:58.0,A. Drummond misses 2-pt hook shot from 5 ft,,63,67
325,3,0:57.0,,Defensive rebound by G. Wallace,63,67
326,3,0:44.0,,E. Turner misses 2-pt jump shot from 9 ft,63,67
327,3,0:42.0,,Offensive rebound by Team,63,67
328,3,0:31.0,,Turnover by E. Turner (bad pass; steal by K. Caldwell-Pope),63,67
329,3,0:24.0,Personal foul by J. Jerebko (drawn by A. Drummond),,63,67
330,3,0:24.0,A. Drummond misses free throw 1 of 2,,63,67
331,3,0:24.0,Offensive rebound by Team,,63,67
332,3,0:24.0,,L. Datome enters the game for G. Wallace,63,67
333,3,0:24.0,J. Meeks enters the game for C. Butler,,63,67
334,3,0:24.0,A. Drummond misses free throw 2 of 2,,63,67
335,3,0:24.0,,Defensive rebound by T. Zeller,63,67
336,3,0:01.0,,T. Zeller makes 2-pt layup at rim (assist by E. Turner),63,69
337,4,11:45.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,66,69
338,4,11:29.0,,J. Jerebko misses 2-pt hook shot from 6 ft,66,69
339,4,11:28.0,Defensive rebound by A. Drummond,,66,69
340,4,11:19.0,T. Prince misses 2-pt jump shot from 20 ft,,66,69
341,4,11:17.0,,Defensive rebound by J. Young,66,69
342,4,11:07.0,,J. Young misses 2-pt layup from 3 ft,66,69
343,4,11:06.0,Defensive rebound by A. Drummond,,66,69
344,4,10:58.0,J. Meeks misses 3-pt jump shot from 24 ft,,66,69
345,4,10:57.0,,Defensive rebound by J. Jerebko,66,69
346,4,10:53.0,,P. Pressey misses 2-pt jump shot from 3 ft (block by S. Dinwiddie),66,69
347,4,10:52.0,,Offensive rebound by J. Jerebko,66,69
348,4,10:37.0,,J. Young makes 3-pt jump shot from 24 ft (assist by J. Crowder),66,72
349,4,10:28.0,Offensive foul by S. Dinwiddie (drawn by P. Pressey),,66,72
350,4,10:28.0,Turnover by S. Dinwiddie (offensive foul),,66,72
351,4,10:13.0,,J. Young misses 2-pt jump shot from 13 ft,66,72
352,4,10:11.0,Defensive rebound by J. Meeks,,66,72
353,4,10:08.0,Turnover by J. Meeks (lost ball; steal by J. Young),,66,72
354,4,10:04.0,,J. Jerebko misses 2-pt jump shot from 18 ft,66,72
355,4,10:03.0,Defensive rebound by K. Caldwell-Pope,,66,72
356,4,9:57.0,Turnover by K. Caldwell-Pope (lost ball; steal by J. Crowder),,66,72
357,4,9:43.0,,J. Young misses 3-pt jump shot from 24 ft,66,72
358,4,9:42.0,Defensive rebound by A. Drummond,,66,72
359,4,9:31.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,66,72
360,4,9:30.0,Offensive rebound by Team,,66,72
361,4,9:30.0,,Loose ball foul by T. Zeller (drawn by A. Drummond),66,72
362,4,9:30.0,J. Anthony enters the game for A. Drummond,,66,72
363,4,9:22.0,J. Meeks makes 2-pt jump shot from 15 ft (assist by S. Dinwiddie),,68,72
364,4,9:13.0,,Turnover by P. Pressey (lost ball; steal by S. Dinwiddie),68,72
365,4,9:08.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,70,72
366,4,8:52.0,,Turnover by J. Young (bad pass; steal by S. Dinwiddie),70,72
367,4,8:45.0,S. Dinwiddie misses 2-pt jump shot from 15 ft,,70,72
368,4,8:43.0,,Defensive rebound by J. Jerebko,70,72
369,4,8:34.0,,P. Pressey makes 2-pt jump shot from 19 ft,70,74
370,4,8:18.0,S. Dinwiddie makes 2-pt jump shot from 10 ft,,72,74
371,4,8:07.0,,P. Pressey misses 2-pt jump shot from 20 ft,72,74
372,4,8:07.0,Defensive rebound by J. Anthony,,72,74
373,4,7:57.0,S. Dinwiddie makes 2-pt jump shot from 16 ft,,74,74
374,4,7:57.0,,Boston full timeout,74,74
375,4,7:57.0,,A. Bradley enters the game for T. Zeller,74,74
376,4,7:57.0,,B. Bass enters the game for J. Jerebko,74,74
377,4,7:57.0,,K. Olynyk enters the game for J. Young,74,74
378,4,7:46.0,,J. Crowder makes 2-pt layup from 2 ft,74,76
379,4,7:29.0,Turnover by S. Dinwiddie (bad pass),,74,76
380,4,7:12.0,,J. Crowder makes 2-pt layup from 1 ft (assist by K. Olynyk),74,78
