,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,LA LAKERS_ACTION,MINNESOTA_SCORE,LA LAKERS_SCORE
0,1,11:38.0,,R. Kelly makes 2-pt dunk at rim (assist by J. Brown),0,2
1,1,11:17.0,A. Wiggins misses 2-pt jump shot from 5 ft,,0,2
2,1,11:15.0,Offensive rebound by A. Wiggins,,0,2
3,1,11:12.0,A. Wiggins makes 2-pt layup from 1 ft,,2,2
4,1,10:50.0,,R. Kelly misses 2-pt hook shot from 4 ft,2,2
5,1,10:47.0,Defensive rebound by Z. LaVine,,2,2
6,1,10:43.0,Shooting foul by J. Brown (drawn by K. Martin),,2,2
7,1,10:43.0,K. Martin makes free throw 1 of 2,,3,2
8,1,10:43.0,K. Martin makes free throw 2 of 2,,4,2
9,1,10:30.0,,Shooting foul by J. Hamilton (drawn by T. Black),4,2
10,1,10:30.0,,T. Black makes free throw 1 of 2,4,3
11,1,10:30.0,,T. Black misses free throw 2 of 2,4,3
12,1,10:28.0,Defensive rebound by Z. LaVine,,4,3
13,1,10:12.0,Z. LaVine makes 2-pt jump shot from 19 ft,,6,3
14,1,9:55.0,,T. Black makes 2-pt hook shot from 2 ft (assist by W. Johnson),6,5
15,1,9:41.0,A. Wiggins misses 2-pt jump shot from 19 ft (block by W. Johnson),,6,5
16,1,9:37.0,,Defensive rebound by J. Brown,6,5
17,1,9:31.0,,J. Brown misses 2-pt jump shot from 16 ft,6,5
18,1,9:29.0,Defensive rebound by J. Hamilton,,6,5
19,1,9:28.0,Turnover by Z. LaVine (bad pass),,6,5
20,1,9:16.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by R. Kelly),6,8
21,1,8:57.0,A. Payne makes 2-pt jump shot from 17 ft,,8,8
22,1,8:45.0,,T. Black makes 2-pt dunk at rim (assist by J. Brown),8,10
23,1,8:27.0,Turnover by A. Wiggins (bad pass),,8,10
24,1,8:17.0,,W. Johnson misses 3-pt jump shot from 24 ft,8,10
25,1,8:16.0,Defensive rebound by K. Martin,,8,10
26,1,8:09.0,Turnover by K. Martin (lost ball; steal by J. Clarkson),,8,10
27,1,8:03.0,,T. Black makes 2-pt dunk at rim (assist by J. Clarkson),8,12
28,1,7:48.0,K. Martin makes 2-pt jump shot from 12 ft (assist by Z. LaVine),,10,12
29,1,7:27.0,,R. Kelly makes 3-pt jump shot from 23 ft (assist by J. Brown),10,15
30,1,7:07.0,J. Hamilton makes 2-pt jump shot from 14 ft (assist by A. Payne),,12,15
