,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,NEW YORK_ACTION,CLEVELAND_SCORE,NEW YORK_SCORE
221,3,11:16.0,A. Varejão misses 2-pt jump shot from 15 ft,,50,55
222,3,11:15.0,,Defensive rebound by Q. Acy,50,55
223,3,11:04.0,,Turnover by A. Stoudemire (lost ball; steal by A. Varejão),50,55
224,3,10:48.0,Turnover by L. James (bad pass; steal by C. Anthony),,50,55
225,3,10:37.0,,Turnover by C. Anthony (bad pass; steal by A. Varejão),50,55
226,3,10:29.0,A. Varejão misses 2-pt layup from 2 ft (block by C. Anthony),,50,55
227,3,10:28.0,,Defensive rebound by C. Anthony,50,55
228,3,10:20.0,,C. Anthony misses 3-pt jump shot from 25 ft,50,55
229,3,10:19.0,Defensive rebound by K. Love,,50,55
230,3,10:05.0,K. Love misses 2-pt hook shot from 7 ft,,50,55
231,3,10:04.0,,Defensive rebound by J. Calderón,50,55
232,3,9:42.0,,A. Stoudemire makes 2-pt dunk at rim (assist by Q. Acy),50,57
233,3,9:23.0,A. Varejão misses 2-pt hook shot from 7 ft,,50,57
234,3,9:22.0,,Defensive rebound by A. Stoudemire,50,57
235,3,9:13.0,,Personal foul by S. Marion (drawn by A. Stoudemire),50,57
236,3,9:13.0,T. Thompson enters the game for A. Varejão,,50,57
237,3,9:06.0,,Turnover by A. Stoudemire (traveling),50,57
238,3,8:56.0,Shooting foul by I. Shumpert (drawn by L. James),,50,57
239,3,8:56.0,L. James makes free throw 1 of 2,,51,57
240,3,8:56.0,L. James makes free throw 2 of 2,,52,57
241,3,8:43.0,,Turnover by A. Stoudemire (traveling),52,57
242,3,8:28.0,T. Thompson misses 2-pt jump shot from 6 ft (block by A. Stoudemire),,52,57
243,3,8:27.0,Offensive rebound by Team,,52,57
244,3,8:22.0,L. James misses 3-pt jump shot from 26 ft,,52,57
245,3,8:21.0,,Defensive rebound by C. Anthony,52,57
246,3,8:10.0,,Q. Acy makes 2-pt jump shot from 9 ft (assist by C. Anthony),52,59
247,3,7:58.0,L. James misses 3-pt jump shot from 25 ft,,52,59
248,3,7:57.0,,Defensive rebound by A. Stoudemire,52,59
249,3,7:36.0,,C. Anthony misses 2-pt jump shot from 14 ft,52,59
250,3,7:35.0,Defensive rebound by L. James,,52,59
251,3,7:20.0,K. Irving makes 3-pt jump shot from 25 ft,,55,59
252,3,7:19.0,,New York full timeout,55,59
253,3,7:19.0,,S. Dalembert enters the game for A. Stoudemire,55,59
254,3,7:03.0,,C. Anthony misses 2-pt jump shot from 20 ft,55,59
255,3,7:02.0,Defensive rebound by L. James,,55,59
256,3,6:57.0,S. Marion misses 2-pt layup from 2 ft,,55,59
257,3,6:56.0,Offensive rebound by S. Marion,,55,59
258,3,6:54.0,Turnover by S. Marion (bad pass; steal by I. Shumpert),,55,59
259,3,6:50.0,,Q. Acy makes 2-pt dunk at rim (assist by I. Shumpert),55,61
260,3,6:36.0,Personal foul by S. Dalembert (drawn by K. Love),,55,61
261,3,6:25.0,S. Marion makes 3-pt jump shot from 22 ft (assist by L. James),,58,61
262,3,6:06.0,,J. Calderón misses 3-pt jump shot from 28 ft,58,61
263,3,6:05.0,Defensive rebound by K. Love,,58,61
264,3,5:56.0,Personal block foul by I. Shumpert (drawn by K. Irving),,58,61
265,3,5:56.0,,Violation by I. Shumpert (kicked ball),58,61
266,3,5:46.0,K. Love misses 3-pt jump shot from 25 ft,,58,61
267,3,5:45.0,,Defensive rebound by I. Shumpert,58,61
268,3,5:26.0,,I. Shumpert misses 3-pt jump shot from 25 ft,58,61
269,3,5:25.0,,Offensive rebound by C. Anthony,58,61
270,3,5:21.0,,J. Calderón misses 3-pt jump shot from 25 ft,58,61
271,3,5:20.0,Defensive rebound by L. James,,58,61
272,3,5:16.0,Turnover by L. James (bad pass; steal by I. Shumpert),,58,61
273,3,5:12.0,,Shooting foul by K. Irving (drawn by Q. Acy),58,61
274,3,5:12.0,,Q. Acy misses free throw 1 of 2,58,61
275,3,5:12.0,,Offensive rebound by Team,58,61
276,3,5:12.0,D. Waiters enters the game for S. Marion,,58,61
277,3,5:12.0,,Q. Acy makes free throw 2 of 2,58,62
278,3,5:01.0,Shooting foul by J. Calderón (drawn by K. Irving),,58,62
279,3,5:01.0,K. Irving makes free throw 1 of 2,,59,62
280,3,5:01.0,K. Irving makes free throw 2 of 2,,60,62
281,3,4:48.0,,I. Shumpert misses 2-pt jump shot from 20 ft,60,62
282,3,4:47.0,,Offensive rebound by Q. Acy,60,62
283,3,4:44.0,,C. Anthony makes 2-pt jump shot from 21 ft (assist by Q. Acy),60,64
284,3,4:20.0,K. Irving makes 2-pt jump shot from 12 ft,,62,64
285,3,3:58.0,,Turnover by Q. Acy (bad pass),62,64
286,3,3:50.0,K. Irving misses 3-pt jump shot from 25 ft,,62,64
287,3,3:49.0,,Defensive rebound by Q. Acy,62,64
288,3,3:29.0,,C. Anthony misses 2-pt layup from 2 ft,62,64
289,3,3:28.0,Defensive rebound by T. Thompson,,62,64
290,3,3:21.0,L. James makes 2-pt layup from 1 ft,,64,64
291,3,3:11.0,,Offensive foul by C. Anthony (drawn by L. James),64,64
292,3,3:11.0,,Turnover by C. Anthony (offensive foul),64,64
293,3,3:11.0,,S. Larkin enters the game for J. Calderón,64,64
294,3,2:48.0,T. Thompson misses 2-pt layup from 3 ft,,64,64
295,3,2:47.0,,Defensive rebound by S. Dalembert,64,64
296,3,2:35.0,,C. Anthony misses 2-pt jump shot from 19 ft,64,64
297,3,2:34.0,Defensive rebound by K. Love,,64,64
298,3,2:26.0,K. Irving makes 2-pt layup from 2 ft,,66,64
299,3,2:14.0,,C. Anthony misses 2-pt jump shot from 15 ft,66,64
300,3,2:13.0,,Offensive rebound by Team,66,64
301,3,2:13.0,Loose ball foul by K. Love (drawn by S. Dalembert),,66,64
302,3,2:13.0,Cleveland full timeout,,66,64
303,3,2:13.0,,T. Hardaway enters the game for C. Anthony,66,64
304,3,2:13.0,,J. Smith enters the game for I. Shumpert,66,64
305,3,2:13.0,,J. Smith enters the game for Q. Acy,66,64
306,3,2:13.0,,A. Stoudemire enters the game for S. Dalembert,66,64
307,3,1:56.0,,A. Stoudemire makes 2-pt layup from 2 ft,66,66
308,3,1:38.0,K. Irving misses 2-pt jump shot from 20 ft,,66,66
309,3,1:37.0,,Defensive rebound by A. Stoudemire,66,66
310,3,1:17.0,,T. Hardaway misses 3-pt jump shot from 23 ft,66,66
311,3,1:16.0,,Offensive rebound by J. Smith,66,66
312,3,1:12.0,,S. Larkin makes 3-pt jump shot from 26 ft (assist by J. Smith),66,69
313,3,0:55.0,L. James makes 2-pt layup from 1 ft (assist by D. Waiters),,68,69
314,3,0:39.0,,S. Larkin misses 3-pt jump shot from 22 ft,68,69
315,3,0:37.0,,Offensive rebound by Team,68,69
316,3,0:37.0,A. Price enters the game for K. Irving,,68,69
317,3,0:32.0,,A. Stoudemire makes 2-pt dunk at rim (assist by S. Larkin),68,71
318,3,0:14.0,Turnover by D. Waiters (lost ball; steal by A. Stoudemire),,68,71
319,3,0:09.0,,T. Hardaway makes 2-pt layup from 1 ft,68,73
320,4,11:58.0,Turnover by S. Marion (bad pass; steal by S. Larkin),,68,73
321,4,11:45.0,,Turnover by J. Smith (bad pass),68,73
322,4,11:28.0,Shooting foul by S. Larkin (drawn by T. Thompson),,68,73
323,4,11:28.0,T. Thompson makes free throw 1 of 2,,69,73
324,4,11:28.0,T. Thompson makes free throw 2 of 2,,70,73
325,4,11:14.0,,A. Stoudemire makes 2-pt dunk at rim (assist by T. Hardaway),70,75
326,4,10:48.0,D. Waiters misses 2-pt jump shot from 20 ft,,70,75
327,4,10:47.0,Offensive rebound by Team,,70,75
328,4,10:47.0,,Loose ball foul by A. Stoudemire (drawn by T. Thompson),70,75
329,4,10:36.0,Turnover by D. Waiters (traveling),,70,75
330,4,10:25.0,,J. Smith makes 2-pt jump shot from 20 ft,70,77
331,4,10:08.0,S. Marion misses 2-pt jump shot from 23 ft,,70,77
332,4,10:07.0,,Defensive rebound by J. Smith,70,77
333,4,9:57.0,,Turnover by J. Smith (traveling),70,77
334,4,9:45.0,Shooting foul by J. Smith (drawn by A. Varejão),,70,77
335,4,9:45.0,A. Varejão makes free throw 1 of 2,,71,77
336,4,9:45.0,A. Varejão makes free throw 2 of 2,,72,77
337,4,9:34.0,,Offensive foul by A. Stoudemire (drawn by T. Thompson),72,77
338,4,9:34.0,,Turnover by A. Stoudemire (offensive foul),72,77
339,4,9:18.0,Turnover by K. Irving (step out of bounds),,72,77
340,4,8:57.0,,A. Stoudemire makes 2-pt layup from 2 ft (assist by J. Smith),72,79
341,4,8:49.0,Offensive foul by T. Thompson (drawn by S. Larkin),,72,79
342,4,8:49.0,Turnover by T. Thompson (offensive foul),,72,79
343,4,8:49.0,Official timeout,,72,79
344,4,8:49.0,M. Miller enters the game for S. Marion,,72,79
345,4,8:49.0,L. James enters the game for T. Thompson,,72,79
346,4,8:49.0,K. Love enters the game for D. Waiters,,72,79
347,4,8:33.0,,J. Smith misses 3-pt jump shot from 25 ft,72,79
348,4,8:32.0,Defensive rebound by K. Love,,72,79
349,4,8:15.0,L. James makes 2-pt jump shot from 13 ft (assist by K. Love),,74,79
350,4,7:53.0,Violation by A. Varejão (kicked ball),,74,79
351,4,7:53.0,,Q. Acy enters the game for J. Smith,74,79
352,4,7:40.0,,Turnover by A. Stoudemire (lost ball; steal by A. Varejão),74,79
353,4,7:34.0,K. Irving makes 2-pt layup from 2 ft (assist by L. James),,76,79
354,4,7:09.0,,J. Smith makes 2-pt jump shot from 15 ft,76,81
355,4,6:55.0,K. Love makes 2-pt layup from 1 ft,,78,81
356,4,6:46.0,,J. Smith misses 2-pt jump shot from 18 ft,78,81
357,4,6:45.0,Defensive rebound by K. Love,,78,81
358,4,6:44.0,Personal foul by Q. Acy (drawn by K. Love),,78,81
359,4,6:44.0,,C. Anthony enters the game for J. Smith,78,81
360,4,6:44.0,,S. Dalembert enters the game for A. Stoudemire,78,81
361,4,6:32.0,M. Miller misses 3-pt jump shot from 28 ft,,78,81
362,4,6:31.0,Offensive rebound by A. Varejão,,78,81
363,4,6:23.0,Turnover by K. Love (lost ball; steal by S. Dalembert),,78,81
364,4,6:00.0,,S. Larkin makes 2-pt jump shot from 6 ft,78,83
365,4,5:55.0,Personal foul by S. Larkin (drawn by K. Irving),,78,83
366,4,5:55.0,,New York full timeout,78,83
367,4,5:55.0,K. Irving makes free throw 1 of 2,,79,83
368,4,5:55.0,K. Irving misses free throw 2 of 2,,79,83
369,4,5:54.0,,Defensive rebound by C. Anthony,79,83
370,4,5:33.0,,C. Anthony misses 2-pt jump shot from 13 ft,79,83
371,4,5:32.0,Defensive rebound by Team,,79,83
372,4,5:32.0,,Loose ball foul by S. Dalembert (drawn by K. Love),79,83
373,4,5:32.0,K. Love makes free throw 1 of 2,,80,83
374,4,5:32.0,K. Love makes free throw 2 of 2,,81,83
375,4,5:10.0,,T. Hardaway misses 3-pt jump shot from 26 ft,81,83
376,4,5:09.0,Defensive rebound by M. Miller,,81,83
377,4,4:55.0,Turnover by M. Miller (offensive foul),,81,83
378,4,4:55.0,Offensive foul by M. Miller (drawn by C. Anthony),,81,83
379,4,4:55.0,,J. Calderón enters the game for S. Larkin,81,83
380,4,4:35.0,,T. Hardaway makes 2-pt jump shot from 16 ft,81,85
381,4,4:23.0,A. Varejão makes 2-pt layup from 2 ft (assist by L. James),,83,85
382,4,4:17.0,,T. Hardaway misses 3-pt jump shot from 24 ft,83,85
383,4,4:16.0,,Offensive rebound by S. Dalembert,83,85
384,4,4:15.0,,Personal foul by A. Varejão (drawn by S. Dalembert),83,85
385,4,4:07.0,,Offensive foul by S. Dalembert (drawn by K. Love),83,85
386,4,4:07.0,,Turnover by S. Dalembert (offensive foul),83,85
387,4,4:07.0,,A. Stoudemire enters the game for S. Dalembert,83,85
