,QUARTER,TIME_REMAINING,DENVER_ACTION,BROOKLYN_ACTION,DENVER_SCORE,BROOKLYN_SCORE
0,1,11:33.0,T. Lawson misses 3-pt jump shot from 26 ft,,0,0
1,1,11:32.0,Offensive rebound by K. Faried,,0,0
2,1,11:23.0,T. Lawson makes 3-pt jump shot from 25 ft (assist by K. Faried),,3,0
3,1,11:06.0,,Turnover by J. Johnson (lost ball),3,0
4,1,10:46.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by T. Lawson),,6,0
5,1,10:29.0,,Turnover by J. Jack (lost ball),6,0
6,1,10:16.0,T. Mozgov misses 2-pt jump shot from 17 ft,,6,0
7,1,10:15.0,Offensive rebound by K. Faried,,6,0
8,1,10:14.0,K. Faried misses 2-pt tip-in at rim,,6,0
9,1,10:13.0,Offensive rebound by K. Faried,,6,0
10,1,10:12.0,K. Faried makes 2-pt layup at rim,,8,0
11,1,9:51.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by S. Karasev),8,3
12,1,9:32.0,T. Mozgov misses 2-pt hook shot from 4 ft,,8,3
13,1,9:31.0,,Defensive rebound by K. Garnett,8,3
14,1,9:20.0,,M. Plumlee misses 2-pt hook shot from 3 ft,8,3
15,1,9:19.0,Defensive rebound by K. Faried,,8,3
16,1,9:03.0,W. Chandler makes 2-pt layup from 2 ft,,10,3
17,1,8:57.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by J. Jack),10,5
18,1,8:45.0,Offensive foul by T. Mozgov (drawn by J. Johnson),,10,5
19,1,8:45.0,Turnover by T. Mozgov (offensive foul),,10,5
20,1,8:33.0,,M. Plumlee misses 2-pt layup from 1 ft (block by T. Mozgov),10,5
21,1,8:32.0,,Offensive rebound by Team,10,5
22,1,8:27.0,,J. Johnson makes 2-pt jump shot from 7 ft,10,7
23,1,8:14.0,T. Lawson makes 2-pt jump shot from 16 ft,,12,7
24,1,7:55.0,,K. Garnett makes 2-pt jump shot from 14 ft,12,9
25,1,7:43.0,T. Lawson makes 2-pt jump shot from 13 ft,,14,9
26,1,7:29.0,,M. Plumlee makes 2-pt dunk at rim (assist by J. Jack),14,11
27,1,7:11.0,Turnover by T. Lawson (bad pass; steal by K. Garnett),,14,11
28,1,7:06.0,,S. Karasev makes 2-pt jump shot from 16 ft,14,13
29,1,6:48.0,Turnover by W. Chandler (lost ball; steal by K. Garnett),,14,13
30,1,6:42.0,,M. Plumlee makes 2-pt dunk at rim (assist by J. Jack),14,15
31,1,6:32.0,Denver full timeout,,14,15
32,1,6:32.0,J. Hickson enters the game for K. Faried,,14,15
33,1,6:13.0,T. Lawson misses 2-pt jump shot from 14 ft,,14,15
34,1,6:12.0,Offensive rebound by J. Hickson,,14,15
35,1,6:11.0,J. Hickson misses 2-pt tip-in at rim,,14,15
36,1,6:10.0,,Defensive rebound by M. Plumlee,14,15
37,1,5:59.0,,S. Karasev misses 3-pt jump shot from 24 ft,14,15
38,1,5:58.0,Defensive rebound by J. Hickson,,14,15
39,1,5:55.0,Turnover by J. Hickson (bad pass; steal by M. Plumlee),,14,15
40,1,5:45.0,,Def 3 sec tech foul by J. Hickson,14,15
41,1,5:45.0,,J. Jack makes technical free throw,14,16
42,1,5:34.0,,K. Garnett misses 2-pt jump shot from 13 ft,14,16
43,1,5:33.0,,Offensive rebound by M. Plumlee,14,16
44,1,5:32.0,,M. Plumlee misses 2-pt tip-in at rim,14,16
45,1,5:31.0,,Offensive rebound by Team,14,16
46,1,5:23.0,,M. Plumlee makes 2-pt dunk at rim (assist by J. Jack),14,18
47,1,5:05.0,J. Hickson makes 2-pt layup from 2 ft,,16,18
48,1,4:48.0,,J. Jack misses 3-pt jump shot from 23 ft,16,18
49,1,4:47.0,Defensive rebound by A. Afflalo,,16,18
50,1,4:38.0,J. Hickson misses 2-pt jump shot from 9 ft,,16,18
51,1,4:37.0,Offensive rebound by T. Mozgov,,16,18
52,1,4:33.0,T. Mozgov makes 2-pt layup at rim,,18,18
53,1,4:16.0,,S. Karasev makes 2-pt jump shot from 4 ft (assist by J. Jack),18,20
54,1,4:04.0,Shooting foul by S. Karasev (drawn by A. Afflalo),,18,20
55,1,4:04.0,,Brooklyn full timeout,18,20
56,1,4:04.0,,M. Teletović enters the game for K. Garnett,18,20
57,1,4:04.0,A. Afflalo makes free throw 1 of 2,,19,20
58,1,4:04.0,A. Afflalo misses free throw 2 of 2,,19,20
59,1,4:03.0,,Defensive rebound by M. Teletović,19,20
60,1,3:48.0,,Turnover by M. Teletović (bad pass; steal by T. Mozgov),19,20
61,1,3:43.0,W. Chandler misses 2-pt jump shot from 18 ft,,19,20
62,1,3:42.0,,Defensive rebound by S. Karasev,19,20
63,1,3:22.0,,J. Johnson makes 2-pt jump shot from 19 ft,19,22
64,1,3:01.0,Turnover by T. Lawson (lost ball; steal by J. Johnson),,19,22
65,1,2:57.0,,J. Johnson makes 2-pt layup from 2 ft (assist by S. Karasev),19,24
66,1,2:39.0,T. Mozgov misses 2-pt layup from 2 ft,,19,24
67,1,2:38.0,Offensive rebound by J. Hickson,,19,24
68,1,2:37.0,J. Hickson makes 2-pt dunk at rim,,21,24
69,1,2:23.0,,M. Teletović misses 3-pt jump shot from 24 ft,21,24
70,1,2:22.0,Defensive rebound by A. Afflalo,,21,24
71,1,2:17.0,A. Afflalo misses 2-pt layup from 1 ft (block by M. Plumlee),,21,24
72,1,2:16.0,,Defensive rebound by Team,21,24
73,1,1:57.0,,J. Johnson misses 2-pt layup from 1 ft,21,24
74,1,1:56.0,Defensive rebound by T. Mozgov,,21,24
75,1,1:50.0,W. Chandler makes 2-pt layup from 2 ft (assist by T. Lawson),,23,24
76,1,1:38.0,,J. Jack makes 2-pt jump shot from 10 ft,23,26
77,1,1:19.0,T. Lawson misses 3-pt jump shot from 24 ft,,23,26
78,1,1:18.0,,Defensive rebound by M. Teletović,23,26
79,1,1:06.0,,J. Johnson misses 2-pt jump shot from 16 ft,23,26
80,1,1:05.0,Defensive rebound by T. Lawson,,23,26
81,1,1:00.0,J. Hickson makes 2-pt dunk at rim (assist by T. Lawson),,25,26
82,1,0:48.0,N. Robinson enters the game for A. Afflalo,,25,26
83,1,0:48.0,,B. Davies enters the game for M. Teletović,25,26
84,1,0:43.0,,J. Jack makes 2-pt jump shot from 18 ft,25,28
85,1,0:32.0,W. Chandler misses 3-pt jump shot from 26 ft,,25,28
86,1,0:31.0,,Defensive rebound by M. Plumlee,25,28
87,1,0:11.0,,J. Jack misses 2-pt jump shot from 5 ft,25,28
88,1,0:10.0,Defensive rebound by T. Lawson,,25,28
89,1,0:04.0,T. Lawson makes 2-pt layup from 2 ft,,27,28
90,1,0:01.0,,B. Davies misses 2-pt layup from 2 ft,27,28
91,1,0:01.0,,Offensive rebound by S. Karasev,27,28
92,1,0:00.0,,S. Karasev makes 2-pt layup from 1 ft,27,30
93,2,11:39.0,,B. Lopez misses 2-pt jump shot from 4 ft (block by J. Nurkić),27,30
94,2,11:38.0,,Offensive rebound by B. Davies,27,30
95,2,11:37.0,,B. Davies makes 2-pt layup from 1 ft,27,32
96,2,11:16.0,Turnover by A. Gee (step out of bounds),,27,32
97,2,11:02.0,,B. Davies misses 2-pt jump shot from 17 ft,27,32
98,2,11:01.0,,Offensive rebound by A. Anderson,27,32
99,2,10:54.0,,D. Morris misses 3-pt jump shot from 22 ft,27,32
100,2,10:53.0,,Offensive rebound by B. Lopez,27,32
101,2,10:42.0,,B. Lopez misses 2-pt jump shot from 12 ft,27,32
102,2,10:41.0,Defensive rebound by T. Lawson,,27,32
103,2,10:27.0,N. Robinson misses 3-pt jump shot from 24 ft,,27,32
104,2,10:26.0,Offensive rebound by Team,,27,32
105,2,10:26.0,,Loose ball foul by B. Davies (drawn by J. Nurkić),27,32
106,2,10:26.0,,B. Bogdanović enters the game for J. Jack,27,32
107,2,10:26.0,,C. Jefferson enters the game for B. Davies,27,32
108,2,10:26.0,K. Faried enters the game for J. Hickson,,27,32
109,2,10:12.0,J. Nurkić makes 2-pt layup from 1 ft (assist by T. Lawson),,29,32
110,2,9:49.0,,B. Lopez makes 2-pt layup from 2 ft,29,34
111,2,9:31.0,N. Robinson misses 2-pt jump shot from 19 ft,,29,34
112,2,9:30.0,Offensive rebound by J. Nurkić,,29,34
113,2,9:26.0,J. Nurkić makes 2-pt layup at rim,,31,34
114,2,9:12.0,,B. Bogdanović makes 2-pt jump shot from 15 ft,31,36
115,2,8:58.0,T. Lawson misses 3-pt jump shot from 26 ft,,31,36
116,2,8:57.0,,Defensive rebound by B. Lopez,31,36
117,2,8:47.0,,A. Anderson misses 3-pt jump shot from 22 ft,31,36
118,2,8:46.0,Defensive rebound by J. Nurkić,,31,36
119,2,8:39.0,T. Lawson makes 2-pt layup from 1 ft,,33,36
120,2,8:22.0,,D. Morris makes 2-pt layup from 1 ft,33,38
121,2,8:08.0,J. Nurkić makes 2-pt jump shot from 18 ft (assist by T. Lawson),,35,38
122,2,7:55.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,35,38
123,2,7:54.0,,Offensive rebound by C. Jefferson,35,38
124,2,7:53.0,,C. Jefferson makes 2-pt tip-in from 1 ft,35,40
125,2,7:40.0,Shooting foul by D. Morris (drawn by T. Lawson),,35,40
126,2,7:40.0,Official timeout,,35,40
127,2,7:40.0,,M. Plumlee enters the game for B. Lopez,35,40
128,2,7:40.0,T. Lawson makes free throw 1 of 2,,36,40
129,2,7:40.0,T. Lawson makes free throw 2 of 2,,37,40
130,2,7:18.0,,A. Anderson makes 2-pt jump shot from 15 ft (assist by D. Morris),37,42
131,2,6:59.0,,Offensive charge foul by T. Lawson (drawn by A. Anderson),37,42
132,2,6:59.0,Turnover by T. Lawson (offensive foul),,37,42
133,2,6:59.0,A. Afflalo enters the game for T. Lawson,,37,42
134,2,6:40.0,,Shooting foul by J. Nurkić (drawn by M. Plumlee),37,42
135,2,6:40.0,,M. Plumlee makes free throw 1 of 2,37,43
136,2,6:40.0,,M. Plumlee misses free throw 2 of 2,37,43
137,2,6:39.0,Defensive rebound by K. Faried,,37,43
138,2,6:14.0,,Shooting foul by K. Faried (drawn by C. Jefferson),37,43
139,2,6:14.0,,C. Jefferson makes free throw 1 of 2,37,44
140,2,6:14.0,,C. Jefferson misses free throw 2 of 2,37,44
141,2,6:13.0,Defensive rebound by J. Nurkić,,37,44
142,2,6:05.0,Turnover by A. Gee (bad pass; steal by M. Plumlee),,37,44
143,2,5:46.0,,C. Jefferson misses 3-pt jump shot from 24 ft,37,44
144,2,5:45.0,Defensive rebound by A. Gee,,37,44
145,2,5:40.0,Personal foul by C. Jefferson (drawn by J. Nurkić),,37,44
146,2,5:40.0,,Brooklyn full timeout,37,44
147,2,5:40.0,T. Lawson enters the game for N. Robinson,,37,44
148,2,5:40.0,W. Chandler enters the game for A. Gee,,37,44
149,2,5:40.0,T. Mozgov enters the game for J. Nurkić,,37,44
150,2,5:33.0,Personal foul by M. Plumlee (drawn by K. Faried),,37,44
151,2,5:18.0,T. Lawson misses 2-pt jump shot from 19 ft,,37,44
152,2,5:16.0,Offensive rebound by T. Mozgov,,37,44
153,2,5:07.0,Turnover by A. Afflalo (bad pass; steal by D. Morris),,37,44
154,2,5:00.0,,B. Bogdanović makes 3-pt jump shot from 22 ft (assist by D. Morris),37,47
155,2,4:46.0,W. Chandler makes 2-pt layup from 1 ft,,39,47
156,2,4:33.0,,D. Morris misses 2-pt layup from 2 ft,39,47
157,2,4:32.0,Defensive rebound by W. Chandler,,39,47
158,2,4:23.0,W. Chandler misses 2-pt jump shot from 15 ft,,39,47
159,2,4:22.0,,Defensive rebound by C. Jefferson,39,47
160,2,3:57.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,39,47
161,2,3:56.0,Defensive rebound by K. Faried,,39,47
162,2,3:50.0,T. Mozgov misses 2-pt layup from 2 ft,,39,47
163,2,3:49.0,,Defensive rebound by M. Plumlee,39,47
164,2,3:36.0,,M. Teletović enters the game for C. Jefferson,39,47
165,2,3:36.0,,J. Jack enters the game for D. Morris,39,47
166,2,3:26.0,,B. Bogdanović misses 2-pt jump shot from 6 ft,39,47
167,2,3:25.0,Defensive rebound by T. Lawson,,39,47
168,2,3:19.0,T. Lawson makes 2-pt jump shot from 9 ft,,41,47
169,2,3:05.0,,M. Plumlee makes 2-pt dunk at rim (assist by A. Anderson),41,49
170,2,2:41.0,T. Lawson makes 2-pt jump shot from 21 ft,,43,49
171,2,2:29.0,,J. Jack misses 2-pt jump shot from 9 ft,43,49
172,2,2:28.0,Defensive rebound by T. Mozgov,,43,49
173,2,2:18.0,T. Lawson misses 3-pt jump shot from 25 ft,,43,49
174,2,2:17.0,Offensive rebound by T. Mozgov,,43,49
175,2,2:16.0,Shooting foul by M. Teletović (drawn by T. Mozgov),,43,49
176,2,2:16.0,Denver full timeout,,43,49
177,2,2:16.0,,J. Johnson enters the game for B. Bogdanović,43,49
178,2,2:16.0,T. Mozgov makes free throw 1 of 2,,44,49
179,2,2:16.0,T. Mozgov misses free throw 2 of 2,,44,49
180,2,2:16.0,Offensive rebound by Team,,44,49
181,2,2:16.0,,Loose ball foul by A. Anderson (drawn by K. Faried),44,49
182,2,2:16.0,K. Faried misses free throw 1 of 2,,44,49
183,2,2:16.0,Offensive rebound by Team,,44,49
184,2,2:16.0,K. Faried makes free throw 2 of 2,,45,49
185,2,2:00.0,,Turnover by M. Plumlee (bad pass; steal by T. Mozgov),45,49
186,2,1:55.0,W. Chandler makes 2-pt dunk at rim (assist by T. Lawson),,47,49
187,2,1:36.0,,J. Johnson makes 2-pt jump shot from 5 ft,47,51
188,2,1:22.0,T. Mozgov misses 2-pt layup from 1 ft,,47,51
189,2,1:21.0,,Defensive rebound by J. Johnson,47,51
190,2,1:07.0,,M. Teletović makes 3-pt jump shot from 24 ft (assist by J. Johnson),47,54
191,2,0:50.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by T. Lawson),,50,54
192,2,0:34.0,,J. Jack makes 2-pt jump shot from 5 ft,50,56
193,2,0:29.0,Personal foul by M. Teletović (drawn by T. Mozgov),,50,56
194,2,0:29.0,T. Mozgov makes free throw 1 of 2,,51,56
195,2,0:29.0,,S. Karasev enters the game for A. Anderson,51,56
196,2,0:29.0,T. Mozgov makes free throw 2 of 2,,52,56
197,2,0:23.0,,Brooklyn full timeout,52,56
198,2,0:23.0,A. Gee enters the game for T. Mozgov,,52,56
199,2,0:10.0,,M. Teletović misses 2-pt jump shot from 19 ft,52,56
200,2,0:09.0,,Offensive rebound by M. Plumlee,52,56
201,2,0:08.0,,M. Plumlee makes 2-pt dunk at rim,52,58
202,2,0:02.0,W. Chandler misses 3-pt jump shot from 25 ft,,52,58
203,2,0:01.0,Offensive rebound by K. Faried,,52,58
204,2,0:00.0,K. Faried makes 2-pt dunk at rim,,54,58
205,3,11:44.0,,K. Garnett misses 2-pt jump shot from 19 ft,54,58
206,3,11:43.0,Defensive rebound by W. Chandler,,54,58
207,3,11:18.0,W. Chandler misses 3-pt jump shot from 25 ft,,54,58
208,3,11:17.0,,Defensive rebound by K. Garnett,54,58
209,3,11:06.0,,J. Johnson makes 3-pt jump shot from 22 ft (assist by M. Plumlee),54,61
