,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DALLAS_ACTION,NEW ORLEANS_SCORE,DALLAS_SCORE
74,1,3:22.0,A. Rivers misses 2-pt jump shot from 6 ft,,9,17
75,1,3:21.0,,Defensive rebound by Team,9,17
76,1,3:13.0,,T. Chandler makes 2-pt dunk at rim (assist by C. Parsons),9,19
77,1,3:00.0,Personal foul by M. Ellis (drawn by A. Rivers),,9,19
78,1,2:51.0,,Offensive charge foul by A. Davis (drawn by M. Ellis),9,19
79,1,2:51.0,Turnover by A. Davis (offensive foul),,9,19
80,1,2:51.0,,Dallas full timeout,9,19
81,1,2:51.0,,B. Wright enters the game for C. Parsons,9,19
82,1,2:51.0,,D. Nowitzki enters the game for T. Chandler,9,19
83,1,2:35.0,,D. Harris misses 3-pt jump shot from 23 ft,9,19
84,1,2:34.0,Defensive rebound by A. Rivers,,9,19
85,1,2:21.0,J. Holiday misses 2-pt jump shot from 14 ft,,9,19
86,1,2:20.0,Offensive rebound by D. Cunningham,,9,19
87,1,2:03.0,A. Rivers makes 2-pt layup at rim,,11,19
88,1,1:50.0,,D. Harris makes 2-pt jump shot from 19 ft,11,21
89,1,1:39.0,Shooting foul by D. Harris (drawn by A. Davis),,11,21
90,1,1:39.0,A. Davis makes free throw 1 of 2,,12,21
91,1,1:39.0,G. Mekel enters the game for J. Holiday,,12,21
92,1,1:39.0,,J. Crowder enters the game for M. Ellis,12,21
93,1,1:39.0,A. Davis makes free throw 2 of 2,,13,21
94,1,1:25.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by D. Harris),13,23
95,1,0:59.0,G. Mekel makes 2-pt jump shot from 6 ft,,15,23
96,1,0:49.0,,D. Harris makes 2-pt layup from 1 ft,15,25
97,1,0:28.0,R. Anderson misses 2-pt jump shot from 14 ft,,15,25
98,1,0:27.0,,Defensive rebound by B. Wright,15,25
99,1,0:18.0,,D. Nowitzki misses 2-pt jump shot from 10 ft,15,25
100,1,0:17.0,Defensive rebound by D. Cunningham,,15,25
101,1,0:01.0,G. Mekel misses 3-pt jump shot from 24 ft,,15,25
102,1,0:00.0,,Defensive rebound by D. Nowitzki,15,25
103,2,11:38.0,D. Cunningham makes 2-pt jump shot from 19 ft (assist by A. Rivers),,17,25
104,2,11:21.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by B. Wright),17,27
105,2,11:10.0,G. Mekel misses 2-pt jump shot from 11 ft,,17,27
106,2,11:10.0,Offensive rebound by D. Cunningham,,17,27
107,2,11:10.0,,Loose ball foul by J. Barea (drawn by D. Cunningham),17,27
108,2,10:47.0,G. Mekel misses 2-pt jump shot from 19 ft,,17,27
109,2,10:46.0,,Defensive rebound by Team,17,27
110,2,10:25.0,,J. Crowder misses 3-pt jump shot from 22 ft,17,27
111,2,10:24.0,Defensive rebound by R. Anderson,,17,27
112,2,10:14.0,Shooting block foul by J. Crowder (drawn by A. Rivers),,17,27
113,2,10:14.0,A. Rivers makes free throw 1 of 2,,18,27
114,2,10:14.0,A. Rivers misses free throw 2 of 2,,18,27
115,2,10:14.0,,Defensive rebound by Team,18,27
116,2,9:57.0,Offensive charge foul by A. Aminu (drawn by G. Mekel),,18,27
117,2,9:57.0,,Turnover by A. Aminu (offensive foul),18,27
118,2,9:39.0,R. Anderson makes 2-pt jump shot from 13 ft,,20,27
119,2,9:39.0,Shooting foul by A. Aminu (drawn by R. Anderson),,20,27
120,2,9:39.0,,M. Ellis enters the game for A. Aminu,20,27
121,2,9:39.0,R. Anderson makes free throw 1 of 1,,21,27
122,2,9:27.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,21,27
123,2,9:27.0,,Offensive rebound by Team,21,27
124,2,9:13.0,,J. Barea misses 2-pt jump shot from 11 ft,21,27
125,2,9:12.0,Defensive rebound by R. Anderson,,21,27
126,2,9:01.0,Shooting foul by B. Wright (drawn by R. Anderson),,21,27
127,2,9:01.0,R. Anderson makes free throw 1 of 2,,22,27
128,2,9:01.0,L. Babbitt enters the game for G. Mekel,,22,27
129,2,9:01.0,,C. Parsons enters the game for D. Nowitzki,22,27
130,2,9:01.0,,T. Chandler enters the game for B. Wright,22,27
131,2,9:01.0,R. Anderson makes free throw 2 of 2,,23,27
132,2,8:46.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by M. Ellis),23,30
133,2,8:30.0,Turnover by R. Anderson (traveling),,23,30
134,2,8:30.0,Official timeout,,23,30
135,2,8:12.0,,M. Ellis makes 2-pt jump shot from 19 ft,23,32
136,2,7:49.0,R. Anderson misses 2-pt jump shot from 15 ft,,23,32
137,2,7:48.0,,Defensive rebound by T. Chandler,23,32
138,2,7:26.0,,C. Parsons makes 3-pt jump shot from 22 ft (assist by J. Barea),23,35
139,2,7:08.0,Shooting foul by C. Parsons (drawn by R. Anderson),,23,35
140,2,7:08.0,R. Anderson makes free throw 1 of 2,,24,35
141,2,7:08.0,T. Evans enters the game for D. Cunningham,,24,35
142,2,7:08.0,J. Holiday enters the game for A. Rivers,,24,35
143,2,7:08.0,R. Anderson makes free throw 2 of 2,,25,35
144,2,6:55.0,,Personal foul by Ö. Aşık (drawn by T. Chandler),25,35
145,2,6:55.0,A. Davis enters the game for R. Anderson,,25,35
146,2,6:45.0,,M. Ellis misses 2-pt jump shot from 16 ft,25,35
147,2,6:45.0,Defensive rebound by A. Davis,,25,35
148,2,6:45.0,,Loose ball foul by J. Crowder (drawn by A. Davis),25,35
149,2,6:45.0,A. Davis makes free throw 1 of 2,,26,35
150,2,6:45.0,R. Anderson enters the game for Ö. Aşık,,26,35
151,2,6:45.0,,B. Wright enters the game for J. Crowder,26,35
152,2,6:45.0,A. Davis makes free throw 2 of 2,,27,35
153,2,6:30.0,,J. Barea makes 2-pt jump shot from 7 ft,27,37
154,2,6:14.0,A. Davis makes 2-pt layup at rim,,29,37
155,2,6:04.0,,C. Parsons makes 2-pt jump shot from 4 ft,29,39
156,2,5:48.0,R. Anderson misses 3-pt jump shot from 24 ft,,29,39
157,2,5:47.0,Offensive rebound by A. Davis,,29,39
158,2,5:35.0,A. Davis makes 2-pt layup from 3 ft,,31,39
159,2,5:12.0,,M. Ellis makes 2-pt jump shot from 4 ft,31,41
160,2,5:06.0,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),,33,41
161,2,4:46.0,,M. Ellis misses 2-pt jump shot from 18 ft,33,41
162,2,4:45.0,Defensive rebound by L. Babbitt,,33,41
163,2,4:33.0,J. Holiday makes 3-pt jump shot from 23 ft,,36,41
164,2,4:33.0,,Dallas full timeout,36,41
165,2,4:33.0,,D. Harris enters the game for T. Chandler,36,41
166,2,4:33.0,,D. Nowitzki enters the game for J. Barea,36,41
167,2,4:22.0,,Personal block foul by J. Holiday (drawn by M. Ellis),36,41
168,2,4:13.0,,D. Harris misses 3-pt jump shot from 23 ft,36,41
169,2,4:12.0,Defensive rebound by A. Davis,,36,41
170,2,4:04.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by T. Evans),,39,41
171,2,3:43.0,,M. Ellis misses 2-pt jump shot from 3 ft (block by A. Davis),39,41
172,2,3:41.0,Defensive rebound by A. Davis,,39,41
173,2,3:36.0,L. Babbitt misses 3-pt jump shot from 25 ft,,39,41
174,2,3:34.0,,Defensive rebound by M. Ellis,39,41
175,2,3:24.0,,C. Parsons misses 3-pt jump shot from 24 ft,39,41
176,2,3:23.0,,Offensive rebound by D. Nowitzki,39,41
177,2,3:22.0,,Shooting foul by L. Babbitt (drawn by D. Nowitzki),39,41
178,2,3:22.0,,D. Nowitzki makes free throw 1 of 2,39,42
179,2,3:22.0,,D. Nowitzki makes free throw 2 of 2,39,43
180,2,3:05.0,J. Holiday makes 2-pt jump shot from 7 ft,,41,43
181,2,2:49.0,,Turnover by C. Parsons (lost ball; steal by J. Holiday),41,43
182,2,2:33.0,T. Evans misses 2-pt layup from 1 ft,,41,43
183,2,2:32.0,Offensive rebound by R. Anderson,,41,43
184,2,2:32.0,R. Anderson makes 2-pt tip-in at rim,,43,43
185,2,2:27.0,,Dallas full timeout,43,43
186,2,2:27.0,New Orleans full timeout,,43,43
187,2,2:27.0,,T. Chandler enters the game for C. Parsons,43,43
188,2,2:27.0,,J. Crowder enters the game for B. Wright,43,43
189,2,2:27.0,D. Cunningham enters the game for L. Babbitt,,43,43
190,2,2:10.0,,D. Nowitzki makes 2-pt jump shot from 13 ft,43,45
191,2,1:57.0,A. Davis misses 2-pt jump shot from 8 ft (block by T. Chandler),,43,45
192,2,1:57.0,Offensive rebound by Team,,43,45
193,2,1:49.0,T. Evans makes 2-pt layup at rim,,45,45
194,2,1:34.0,,Turnover by D. Harris (bad pass),45,45
195,2,1:24.0,J. Holiday makes 2-pt jump shot from 4 ft,,47,45
196,2,1:04.0,,Turnover by D. Nowitzki (lost ball; steal by J. Holiday),47,45
197,2,1:00.0,T. Evans makes 2-pt layup at rim (assist by J. Holiday),,49,45
198,2,0:49.0,,D. Nowitzki makes 2-pt jump shot from 16 ft,49,47
199,2,0:37.0,Personal foul by J. Crowder (drawn by R. Anderson),,49,47
200,2,0:37.0,R. Anderson makes free throw 1 of 2,,50,47
201,2,0:37.0,,R. Jefferson enters the game for J. Crowder,50,47
202,2,0:37.0,A. Rivers enters the game for T. Evans,,50,47
203,2,0:37.0,R. Anderson makes free throw 2 of 2,,51,47
204,2,0:22.0,,M. Ellis misses 2-pt jump shot from 17 ft,51,47
205,2,0:20.0,Defensive rebound by A. Rivers,,51,47
206,2,0:03.0,J. Holiday misses 3-pt jump shot from 24 ft,,51,47
207,2,0:01.0,,Defensive rebound by R. Jefferson,51,47
208,3,11:45.0,L. Babbitt misses 3-pt jump shot from 25 ft,,51,47
209,3,11:44.0,,Defensive rebound by Team,51,47
210,3,11:34.0,,D. Nowitzki misses 2-pt jump shot from 14 ft,51,47
211,3,11:33.0,Defensive rebound by L. Babbitt,,51,47
212,3,11:18.0,A. Davis misses 2-pt jump shot from 16 ft,,51,47
213,3,11:17.0,,Defensive rebound by J. Barea,51,47
214,3,11:01.0,,D. Nowitzki misses 2-pt layup at rim,51,47
215,3,11:00.0,Defensive rebound by Ö. Aşık,,51,47
216,3,10:57.0,Turnover by J. Holiday (bad pass),,51,47
217,3,10:39.0,,T. Chandler misses 2-pt jump shot from 18 ft,51,47
218,3,10:38.0,Defensive rebound by Ö. Aşık,,51,47
219,3,10:20.0,L. Babbitt makes 3-pt jump shot from 24 ft (assist by J. Holiday),,54,47
220,3,9:57.0,,C. Parsons misses 2-pt jump shot from 12 ft,54,47
221,3,9:56.0,,Offensive rebound by T. Chandler,54,47
222,3,9:56.0,,T. Chandler makes 2-pt tip-in at rim,54,49
223,3,9:42.0,Ö. Aşık misses 2-pt dunk at rim,,54,49
224,3,9:40.0,,Defensive rebound by T. Chandler,54,49
225,3,9:26.0,,D. Nowitzki misses 2-pt jump shot from 11 ft,54,49
226,3,9:25.0,Defensive rebound by Ö. Aşık,,54,49
227,3,9:10.0,Turnover by Ö. Aşık (bad pass; steal by C. Parsons),,54,49
228,3,9:03.0,Violation by A. Davis (def goaltending),,54,49
229,3,9:03.0,,D. Nowitzki makes 2-pt layup at rim (assist by M. Ellis),54,51
230,3,8:50.0,T. Evans misses 2-pt hook shot from 6 ft,,54,51
231,3,8:49.0,,Defensive rebound by D. Nowitzki,54,51
232,3,8:47.0,,C. Parsons makes 2-pt jump shot from 7 ft,54,53
233,3,8:47.0,,Shooting foul by L. Babbitt (drawn by C. Parsons),54,53
234,3,8:47.0,,C. Parsons makes free throw 1 of 1,54,54
235,3,8:32.0,J. Holiday makes 2-pt jump shot from 22 ft (assist by A. Davis),,56,54
236,3,8:22.0,,T. Chandler makes 2-pt layup at rim (assist by M. Ellis),56,56
237,3,8:22.0,,Shooting foul by L. Babbitt (drawn by T. Chandler),56,56
238,3,8:22.0,,T. Chandler makes free throw 1 of 1,56,57
239,3,8:06.0,L. Babbitt misses 3-pt jump shot from 23 ft,,56,57
240,3,8:05.0,Offensive rebound by A. Davis,,56,57
241,3,8:02.0,A. Davis makes 2-pt jump shot from 15 ft,,58,57
242,3,7:44.0,,Shooting foul by J. Holiday (drawn by D. Nowitzki),58,57
243,3,7:44.0,,D. Nowitzki makes free throw 1 of 2,58,58
244,3,7:44.0,,D. Nowitzki makes free throw 2 of 2,58,59
245,3,7:35.0,T. Evans makes 2-pt layup from 1 ft (assist by J. Holiday),,60,59
246,3,7:16.0,,C. Parsons makes 2-pt layup at rim (assist by T. Chandler),60,61
247,3,6:57.0,Shooting foul by T. Chandler (drawn by A. Davis),,60,61
248,3,6:57.0,,Technical foul by T. Chandler,60,61
249,3,6:57.0,A. Davis makes technical free throw,,61,61
250,3,6:57.0,A. Davis makes free throw 1 of 2,,62,61
251,3,6:57.0,,A. Aminu enters the game for D. Nowitzki,62,61
252,3,6:57.0,A. Davis makes free throw 2 of 2,,63,61
253,3,6:37.0,,C. Parsons misses 3-pt jump shot from 24 ft,63,61
254,3,6:36.0,Defensive rebound by Ö. Aşık,,63,61
255,3,6:24.0,J. Holiday misses 3-pt jump shot from 24 ft,,63,61
256,3,6:23.0,Offensive rebound by A. Davis,,63,61
257,3,6:15.0,T. Evans misses 2-pt layup from 1 ft,,63,61
258,3,6:13.0,Offensive rebound by Ö. Aşık,,63,61
259,3,6:13.0,Ö. Aşık misses 2-pt tip-in from 2 ft,,63,61
260,3,6:10.0,,Defensive rebound by T. Chandler,63,61
261,3,6:01.0,,T. Chandler misses 2-pt layup at rim (block by A. Davis),63,61
262,3,5:59.0,,Offensive rebound by T. Chandler,63,61
263,3,5:59.0,,T. Chandler makes 2-pt layup at rim,63,63
264,3,5:44.0,A. Davis makes 2-pt jump shot from 18 ft (assist by J. Holiday),,65,63
265,3,5:34.0,,M. Ellis makes 2-pt jump shot from 18 ft,65,65
266,3,5:21.0,Ö. Aşık makes 2-pt dunk at rim (assist by J. Holiday),,67,65
267,3,5:20.0,,Dallas full timeout,67,65
268,3,5:02.0,,M. Ellis makes 2-pt jump shot from 19 ft,67,67
269,3,4:45.0,L. Babbitt makes 2-pt jump shot from 17 ft (assist by J. Holiday),,69,67
270,3,4:19.0,,J. Barea misses 2-pt jump shot from 5 ft,69,67
271,3,4:19.0,,Offensive rebound by Team,69,67
272,3,4:19.0,,Turnover by Team (shot clock),69,67
273,3,3:55.0,A. Davis misses 2-pt jump shot from 7 ft,,69,67
274,3,3:54.0,,Defensive rebound by A. Aminu,69,67
275,3,3:46.0,,Turnover by M. Ellis (lost ball),69,67
276,3,3:46.0,,D. Harris enters the game for J. Barea,69,67
277,3,3:46.0,D. Cunningham enters the game for L. Babbitt,,69,67
278,3,3:27.0,A. Davis makes 2-pt jump shot from 12 ft,,71,67
279,3,3:18.0,,Shooting foul by A. Davis (drawn by A. Aminu),71,67
280,3,3:18.0,,A. Aminu makes free throw 1 of 2,71,68
281,3,3:18.0,R. Anderson enters the game for Ö. Aşık,,71,68
282,3,3:18.0,A. Rivers enters the game for J. Holiday,,71,68
283,3,3:18.0,,A. Aminu makes free throw 2 of 2,71,69
284,3,2:57.0,R. Anderson makes 2-pt jump shot from 14 ft,,73,69
285,3,2:49.0,,Shooting foul by R. Anderson (drawn by A. Aminu),73,69
286,3,2:49.0,New Orleans full timeout,,73,69
287,3,2:49.0,,B. Wright enters the game for C. Parsons,73,69
288,3,2:49.0,,D. Nowitzki enters the game for T. Chandler,73,69
289,3,2:49.0,,A. Aminu misses free throw 1 of 2,73,69
290,3,2:49.0,,Offensive rebound by Team,73,69
291,3,2:49.0,,A. Aminu makes free throw 2 of 2,73,70
292,3,2:31.0,T. Evans misses 3-pt jump shot from 24 ft,,73,70
293,3,2:29.0,Offensive rebound by A. Rivers,,73,70
294,3,2:19.0,A. Davis misses 2-pt jump shot from 21 ft,,73,70
295,3,2:18.0,Offensive rebound by R. Anderson,,73,70
296,3,2:03.0,T. Evans misses 2-pt jump shot from 4 ft (block by A. Aminu),,73,70
297,3,2:01.0,,Defensive rebound by M. Ellis,73,70
298,3,1:57.0,,M. Ellis misses 2-pt jump shot from 3 ft (block by T. Evans),73,70
299,3,1:55.0,Defensive rebound by T. Evans,,73,70
300,3,1:37.0,A. Rivers misses 2-pt layup from 1 ft,,73,70
301,3,1:36.0,Offensive rebound by R. Anderson,,73,70
302,3,1:36.0,R. Anderson misses 2-pt tip-in from 2 ft,,73,70
303,3,1:34.0,,Defensive rebound by A. Aminu,73,70
304,3,1:18.0,,D. Nowitzki makes 2-pt jump shot from 15 ft,73,72
305,3,1:09.0,Personal foul by D. Harris (drawn by A. Rivers),,73,72
306,3,1:09.0,,J. Crowder enters the game for A. Aminu,73,72
307,3,1:09.0,,R. Jefferson enters the game for M. Ellis,73,72
308,3,1:09.0,G. Mekel enters the game for T. Evans,,73,72
309,3,0:56.0,Turnover by R. Anderson (bad pass; steal by R. Jefferson),,73,72
310,3,0:53.0,,D. Harris makes 2-pt jump shot from 3 ft,73,74
311,3,0:53.0,,Shooting foul by G. Mekel (drawn by D. Harris),73,74
312,3,0:53.0,,D. Harris makes free throw 1 of 1,73,75
313,3,0:31.0,A. Rivers makes 3-pt jump shot from 24 ft (assist by G. Mekel),,76,75
314,3,0:20.0,,D. Harris makes 2-pt layup from 2 ft,76,77
315,3,0:03.0,G. Mekel makes 2-pt layup from 1 ft,,78,77
316,3,0:00.0,,J. Crowder misses 3-pt jump shot from 28 ft,78,77
317,3,0:00.0,,Offensive rebound by Team,78,77
318,4,11:42.0,,B. Wright makes 2-pt dunk at rim (assist by D. Nowitzki),78,79
319,4,11:42.0,,Shooting foul by A. Rivers (drawn by B. Wright),78,79
320,4,11:42.0,,B. Wright makes free throw 1 of 1,78,80
321,4,11:25.0,A. Rivers misses 2-pt jump shot from 8 ft,,78,80
322,4,11:24.0,,Defensive rebound by D. Nowitzki,78,80
323,4,11:11.0,,D. Harris misses 2-pt jump shot from 10 ft,78,80
324,4,11:10.0,,Offensive rebound by D. Nowitzki,78,80
325,4,11:08.0,,D. Nowitzki makes 2-pt layup at rim,78,82
326,4,10:43.0,Turnover by R. Anderson (lost ball; steal by D. Harris),,78,82
327,4,10:40.0,,Turnover by D. Nowitzki (bad pass; steal by G. Mekel),78,82
328,4,10:36.0,A. Davis makes 2-pt layup from 1 ft (assist by G. Mekel),,80,82
329,4,10:14.0,,D. Nowitzki misses 2-pt jump shot from 10 ft,80,82
330,4,10:13.0,Defensive rebound by G. Mekel,,80,82
331,4,10:03.0,D. Cunningham misses 2-pt jump shot from 20 ft,,80,82
332,4,10:02.0,,Defensive rebound by D. Harris,80,82
333,4,9:55.0,,D. Harris makes 2-pt layup from 1 ft,80,84
334,4,9:39.0,G. Mekel misses 2-pt jump shot from 21 ft,,80,84
335,4,9:38.0,,Defensive rebound by R. Jefferson,80,84
336,4,9:29.0,,J. Crowder misses 2-pt layup at rim,80,84
337,4,9:28.0,Defensive rebound by D. Cunningham,,80,84
338,4,9:09.0,Offensive foul by R. Anderson (drawn by J. Crowder),,80,84
339,4,9:09.0,Turnover by R. Anderson (offensive foul),,80,84
340,4,9:09.0,J. Holiday enters the game for G. Mekel,,80,84
341,4,9:09.0,Ö. Aşık enters the game for A. Davis,,80,84
342,4,9:09.0,,C. Parsons enters the game for D. Nowitzki,80,84
343,4,8:57.0,,B. Wright makes 2-pt dunk at rim (assist by D. Harris),80,86
344,4,8:49.0,Shooting foul by D. Harris (drawn by J. Holiday),,80,86
345,4,8:49.0,Official timeout,,80,86
346,4,8:49.0,J. Holiday misses free throw 1 of 2,,80,86
347,4,8:49.0,Offensive rebound by Team,,80,86
348,4,8:49.0,J. Holiday makes free throw 2 of 2,,81,86
349,4,8:37.0,,R. Jefferson misses 3-pt jump shot from 24 ft,81,86
350,4,8:36.0,Defensive rebound by Ö. Aşık,,81,86
351,4,8:19.0,D. Cunningham makes 2-pt jump shot from 19 ft (assist by J. Holiday),,83,86
352,4,8:00.0,,Personal foul by R. Anderson (drawn by R. Jefferson),83,86
353,4,8:00.0,T. Evans enters the game for A. Rivers,,83,86
354,4,7:49.0,,D. Harris makes 3-pt jump shot from 24 ft (assist by R. Jefferson),83,89
355,4,7:40.0,J. Holiday makes 3-pt jump shot from 24 ft,,86,89
356,4,7:23.0,,C. Parsons misses 2-pt layup from 3 ft,86,89
357,4,7:21.0,,Offensive rebound by R. Jefferson,86,89
358,4,7:20.0,,M. Ellis enters the game for J. Crowder,86,89
359,4,7:16.0,,D. Harris makes 3-pt jump shot from 24 ft (assist by R. Jefferson),86,92
360,4,6:59.0,J. Holiday makes 3-pt jump shot from 25 ft,,89,92
361,4,6:39.0,,R. Jefferson makes 2-pt dunk at rim,89,94
362,4,6:31.0,J. Holiday misses 2-pt layup at rim,,89,94
363,4,6:30.0,Offensive rebound by Ö. Aşık,,89,94
364,4,6:30.0,Ö. Aşık misses 2-pt tip-in at rim,,89,94
365,4,6:29.0,,Defensive rebound by M. Ellis,89,94
366,4,6:20.0,,D. Harris misses 3-pt jump shot from 26 ft,89,94
367,4,6:19.0,Defensive rebound by Ö. Aşık,,89,94
368,4,6:18.0,New Orleans full timeout,,89,94
369,4,6:18.0,,J. Barea enters the game for D. Harris,89,94
370,4,6:18.0,,T. Chandler enters the game for B. Wright,89,94
371,4,6:18.0,A. Davis enters the game for R. Anderson,,89,94
372,4,6:02.0,Shooting foul by T. Chandler (drawn by Ö. Aşık),,89,94
373,4,6:02.0,Ö. Aşık misses free throw 1 of 2,,89,94
374,4,6:02.0,Offensive rebound by Team,,89,94
375,4,6:02.0,Ö. Aşık makes free throw 2 of 2,,90,94
376,4,5:46.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by M. Ellis),90,97
377,4,5:36.0,Personal foul by R. Jefferson (drawn by A. Davis),,90,97
378,4,5:25.0,J. Holiday makes 2-pt jump shot from 22 ft,,92,97
379,4,5:13.0,,Personal foul by Ö. Aşık (drawn by T. Chandler),92,97
380,4,5:13.0,R. Anderson enters the game for Ö. Aşık,,92,97
381,4,5:09.0,,M. Ellis misses 2-pt jump shot from 8 ft,92,97
382,4,5:07.0,Defensive rebound by Team,,92,97
383,4,4:52.0,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),,94,97
384,4,4:50.0,,Dallas full timeout,94,97
385,4,4:50.0,,D. Harris enters the game for J. Barea,94,97
386,4,4:50.0,,D. Nowitzki enters the game for R. Jefferson,94,97
