,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PHOENIX_ACTION,OKLAHOMA CITY_SCORE,PHOENIX_SCORE
0,1,11:41.0,E. Freedom makes 2-pt layup from 1 ft,,2,0
1,1,11:16.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by M. Morris),2,2
2,1,11:03.0,Shooting foul by M. Morris (drawn by K. Singler),,2,2
3,1,11:03.0,Technical foul by R. Westbrook,,2,2
4,1,11:03.0,,E. Bledsoe misses technical free throw,2,2
5,1,11:03.0,Offensive rebound by Team,,2,2
6,1,11:03.0,K. Singler misses free throw 1 of 2,,2,2
7,1,11:03.0,Offensive rebound by Team,,2,2
8,1,11:03.0,K. Singler makes free throw 2 of 2,,3,2
9,1,10:53.0,,M. Morris makes 2-pt jump shot from 8 ft (assist by P. Tucker),3,4
10,1,10:39.0,R. Westbrook misses 3-pt jump shot from 25 ft,,3,4
11,1,10:38.0,,Defensive rebound by M. Morris,3,4
12,1,10:28.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by P. Tucker),3,7
13,1,10:14.0,E. Freedom makes 2-pt layup from 1 ft,,5,7
14,1,10:14.0,Shooting foul by A. Len (drawn by E. Freedom),,5,7
15,1,10:14.0,E. Freedom makes free throw 1 of 1,,6,7
16,1,9:57.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by E. Bledsoe),6,9
17,1,9:42.0,E. Freedom makes 2-pt layup from 1 ft (assist by R. Westbrook),,8,9
18,1,9:34.0,,M. Morris makes 2-pt layup from 1 ft (assist by E. Bledsoe),8,11
19,1,9:17.0,S. Adams makes 2-pt layup at rim (assist by R. Westbrook),,10,11
20,1,9:02.0,,M. Morris misses 2-pt jump shot from 10 ft,10,11
21,1,9:01.0,,Offensive rebound by A. Len,10,11
22,1,8:51.0,,Shooting foul by K. Singler (drawn by M. Morris),10,11
23,1,8:51.0,,M. Morris makes free throw 1 of 2,10,12
24,1,8:51.0,,M. Morris makes free throw 2 of 2,10,13
25,1,8:38.0,R. Westbrook misses 2-pt jump shot from 21 ft,,10,13
26,1,8:37.0,,Defensive rebound by M. Morris,10,13
27,1,8:22.0,,P. Tucker misses 3-pt jump shot from 23 ft,10,13
28,1,8:21.0,Defensive rebound by K. Singler,,10,13
29,1,8:13.0,D. Waiters misses 3-pt jump shot from 24 ft,,10,13
30,1,8:12.0,,Defensive rebound by M. Morris,10,13
31,1,8:04.0,,M. Morris makes 2-pt layup from 1 ft (assist by E. Bledsoe),10,15
32,1,7:43.0,E. Freedom misses 2-pt jump shot from 7 ft,,10,15
33,1,7:43.0,,Defensive rebound by M. Morris,10,15
34,1,7:31.0,,Personal foul by D. Waiters (drawn by P. Tucker),10,15
35,1,7:20.0,,P. Tucker makes 2-pt layup from 1 ft,10,17
36,1,7:20.0,,Shooting foul by D. Waiters (drawn by P. Tucker),10,17
37,1,7:20.0,A. Morrow enters the game for D. Waiters,,10,17
38,1,7:20.0,,P. Tucker makes free throw 1 of 1,10,18
39,1,7:15.0,Oklahoma City full timeout,,10,18
40,1,7:02.0,R. Westbrook misses 2-pt jump shot from 3 ft,,10,18
41,1,7:01.0,Offensive rebound by E. Freedom,,10,18
42,1,7:00.0,E. Freedom misses 2-pt layup from 1 ft,,10,18
43,1,6:59.0,,Defensive rebound by P. Tucker,10,18
44,1,6:42.0,,Shooting foul by S. Adams (drawn by M. Morris),10,18
45,1,6:42.0,,M. Morris misses free throw 1 of 2,10,18
46,1,6:42.0,,Offensive rebound by Team,10,18
47,1,6:42.0,,B. Knight enters the game for P. Tucker,10,18
48,1,6:42.0,,M. Morris makes free throw 2 of 2,10,19
49,1,6:31.0,R. Westbrook misses 2-pt jump shot from 20 ft,,10,19
50,1,6:30.0,,Defensive rebound by M. Morris,10,19
51,1,6:25.0,Violation by A. Morrow (kicked ball),,10,19
52,1,6:19.0,,B. Knight misses 2-pt jump shot from 19 ft,10,19
53,1,6:18.0,Defensive rebound by K. Singler,,10,19
54,1,6:09.0,R. Westbrook misses 2-pt jump shot from 10 ft,,10,19
55,1,6:08.0,,Defensive rebound by A. Len,10,19
56,1,5:58.0,,A. Len misses 2-pt layup from 2 ft (block by E. Freedom),10,19
57,1,5:57.0,,Offensive rebound by A. Len,10,19
58,1,5:53.0,,M. Morris makes 2-pt dunk at rim (assist by M. Morris),10,21
59,1,5:38.0,R. Westbrook makes 2-pt layup from 1 ft,,12,21
60,1,5:24.0,,Turnover by A. Len (3 sec),12,21
61,1,5:09.0,R. Westbrook misses 3-pt jump shot from 24 ft,,12,21
62,1,5:08.0,,Defensive rebound by M. Morris,12,21
63,1,4:55.0,,Turnover by E. Bledsoe (bad pass),12,21
64,1,4:55.0,,T. Warren enters the game for M. Morris,12,21
65,1,4:37.0,Turnover by A. Morrow (bad pass; steal by M. Morris),,12,21
66,1,4:32.0,,E. Bledsoe misses 2-pt layup from 2 ft,12,21
67,1,4:31.0,,Offensive rebound by M. Morris,12,21
68,1,4:31.0,,M. Morris makes 2-pt layup from 2 ft,12,23
69,1,4:11.0,A. Morrow makes 2-pt jump shot from 16 ft,,14,23
