,QUARTER,TIME_REMAINING,DALLAS_ACTION,ATLANTA_ACTION,DALLAS_SCORE,ATLANTA_SCORE
392,4,3:47.0,,S. Mack misses 2-pt layup from 1 ft,77,96
393,4,3:45.0,Defensive rebound by G. Smith,,77,96
394,4,3:39.0,Personal foul by J. Jenkins (drawn by D. Powell),,77,96
395,4,3:28.0,D. Powell makes 2-pt layup from 1 ft,,79,96
396,4,3:13.0,,M. Muscala enters the game for M. Scott,79,96
397,4,3:10.0,,S. Mack makes 2-pt jump shot from 18 ft (assist by K. Bazemore),79,98
398,4,2:49.0,A. Aminu makes 2-pt jump shot from 19 ft,,81,98
399,4,2:39.0,,P. Antić misses 3-pt jump shot from 24 ft,81,98
400,4,2:37.0,,Offensive rebound by M. Muscala,81,98
401,4,2:21.0,,M. Muscala misses 2-pt jump shot from 17 ft,81,98
402,4,2:20.0,Defensive rebound by A. Aminu,,81,98
403,4,2:10.0,A. Aminu misses 2-pt layup from 1 ft,,81,98
404,4,2:08.0,Offensive rebound by D. Powell,,81,98
405,4,2:08.0,D. Powell misses 2-pt dunk at rim,,81,98
406,4,2:07.0,,Defensive rebound by S. Mack,81,98
407,4,2:05.0,,Shooting foul by R. Felton (drawn by K. Bazemore),81,98
408,4,2:05.0,,Atlanta full timeout,81,98
409,4,2:05.0,,K. Bazemore makes free throw 1 of 2,81,99
410,4,2:05.0,,M. Scott enters the game for P. Antić,81,99
411,4,2:05.0,,K. Bazemore makes free throw 2 of 2,81,100
412,4,2:03.0,Personal take foul by S. Mack (drawn by R. Felton),,81,100
413,4,2:03.0,,P. Antić enters the game for K. Bazemore,81,100
414,4,1:43.0,R. Felton misses 2-pt jump shot from 18 ft,,81,100
415,4,1:43.0,Offensive rebound by D. Powell,,81,100
416,4,1:43.0,D. Powell makes 2-pt dunk at rim,,83,100
417,4,1:26.0,,Personal foul by A. Aminu (drawn by J. Jenkins),83,100
418,4,1:26.0,,J. Jenkins makes free throw 1 of 2,83,101
419,4,1:26.0,,J. Jenkins makes free throw 2 of 2,83,102
420,4,1:02.0,A. Aminu misses 3-pt jump shot from 24 ft,,83,102
421,4,1:01.0,,Defensive rebound by J. Jenkins,83,102
422,4,0:45.0,,P. Antić misses 3-pt jump shot from 25 ft,83,102
423,4,0:42.0,Defensive rebound by D. Powell,,83,102
424,4,0:34.0,Shooting foul by P. Antić (drawn by R. Felton),,83,102
425,4,0:34.0,R. Felton makes free throw 1 of 2,,84,102
426,4,0:34.0,R. Felton makes free throw 2 of 2,,85,102
427,4,0:13.0,,S. Mack makes 2-pt layup from 2 ft,85,104
428,4,0:06.0,Shooting foul by P. Antić (drawn by G. Smith),,85,104
429,4,0:06.0,G. Smith makes 2-pt layup from 2 ft (assist by R. Felton),,87,104
430,4,0:06.0,G. Smith misses free throw 1 of 1,,87,104
431,4,0:05.0,Offensive rebound by B. James,,87,104
432,4,0:00.0,R. Felton misses 3-pt jump shot from 24 ft,,87,104
433,4,0:00.0,Offensive rebound by Team,,87,104
