,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MINNESOTA_ACTION,SACRAMENTO_SCORE,MINNESOTA_SCORE
77,1,2:13.0,Turnover by N. Stauskas (traveling),,29,18
78,1,2:13.0,,M. Williams enters the game for Z. LaVine,29,18
79,1,2:01.0,,J. Adrien misses 2-pt layup at rim (block by J. Thompson),29,18
80,1,2:00.0,,Offensive rebound by Team,29,18
81,1,2:00.0,C. Landry enters the game for D. Williams,,29,18
82,1,1:53.0,,Shooting foul by J. Thompson (drawn by J. Adrien),29,18
83,1,1:53.0,,J. Adrien makes free throw 1 of 2,29,19
84,1,1:53.0,,J. Adrien makes free throw 2 of 2,29,20
85,1,1:36.0,Shooting foul by S. Muhammad (drawn by R. Gay),,29,20
86,1,1:36.0,R. Gay makes free throw 1 of 2,,30,20
87,1,1:36.0,,A. Wiggins enters the game for S. Muhammad,30,20
88,1,1:36.0,R. Gay makes free throw 2 of 2,,31,20
89,1,1:23.0,,A. Wiggins makes 2-pt jump shot from 11 ft (assist by M. Williams),31,22
90,1,1:11.0,Turnover by D. Collison (bad pass; steal by A. Wiggins),,31,22
91,1,1:07.0,,A. Wiggins makes 2-pt dunk at rim,31,24
92,1,0:49.0,R. Gay makes 2-pt jump shot from 4 ft,,33,24
93,1,0:38.0,,M. Williams makes 3-pt jump shot from 24 ft,33,27
94,1,0:29.0,J. Thompson makes 2-pt jump shot from 18 ft (assist by D. Collison),,35,27
95,1,0:08.0,,C. Budinger makes 2-pt jump shot from 17 ft (assist by M. Williams),35,29
96,1,0:02.0,D. Collison makes 2-pt jump shot from 15 ft,,37,29
97,1,0:00.0,,M. Williams misses 3-pt jump shot from 42 ft,37,29
98,1,0:00.0,,Offensive rebound by Team,37,29
99,2,11:46.0,,C. Budinger misses 2-pt layup at rim,37,29
100,2,11:45.0,Defensive rebound by C. Landry,,37,29
101,2,11:31.0,Turnover by R. Gay (bad pass; steal by A. Bennett),,37,29
102,2,11:25.0,,Personal foul by R. Gay (drawn by A. Bennett),37,29
103,2,11:25.0,D. Williams enters the game for R. Gay,,37,29
104,2,11:19.0,,J. Adrien makes 2-pt dunk at rim (assist by M. Williams),37,31
105,2,11:03.0,C. Landry makes 2-pt dunk at rim (assist by R. McCallum),,39,31
106,2,10:38.0,,A. Wiggins makes 2-pt dunk at rim,39,33
107,2,10:17.0,Personal foul by A. Bennett (drawn by C. Landry),,39,33
108,2,10:17.0,,G. Dieng enters the game for J. Adrien,39,33
109,2,10:10.0,D. Williams misses 3-pt jump shot from 24 ft,,39,33
110,2,10:09.0,,Defensive rebound by A. Bennett,39,33
111,2,10:00.0,,M. Williams misses 3-pt jump shot from 24 ft,39,33
112,2,9:59.0,,Offensive rebound by G. Dieng,39,33
113,2,9:54.0,,A. Wiggins makes 2-pt dunk at rim (assist by G. Dieng),39,35
114,2,9:33.0,C. Landry misses 2-pt jump shot from 18 ft,,39,35
115,2,9:31.0,,Defensive rebound by A. Wiggins,39,35
116,2,9:18.0,,C. Budinger misses 3-pt jump shot from 25 ft,39,35
117,2,9:16.0,,Offensive rebound by A. Wiggins,39,35
118,2,9:10.0,,Turnover by M. Williams (bad pass),39,35
119,2,8:50.0,D. Williams makes 2-pt dunk at rim (assist by C. Landry),,41,35
120,2,8:31.0,,C. Budinger misses 2-pt layup from 1 ft,41,35
121,2,8:30.0,Defensive rebound by J. Thompson,,41,35
122,2,8:25.0,R. McCallum makes 2-pt layup at rim (assist by N. Stauskas),,43,35
123,2,8:25.0,,Minnesota full timeout,43,35
124,2,8:25.0,,S. Muhammad enters the game for C. Budinger,43,35
125,2,8:25.0,D. Cousins enters the game for J. Thompson,,43,35
126,2,8:25.0,B. McLemore enters the game for N. Stauskas,,43,35
127,2,8:09.0,,A. Wiggins misses 3-pt jump shot from 24 ft,43,35
128,2,8:08.0,Defensive rebound by D. Williams,,43,35
129,2,8:05.0,B. McLemore makes 2-pt dunk at rim (assist by D. Williams),,45,35
130,2,7:45.0,,M. Williams misses 2-pt jump shot from 16 ft,45,35
131,2,7:44.0,Defensive rebound by C. Landry,,45,35
132,2,7:36.0,Personal foul by G. Dieng (drawn by D. Cousins),,45,35
133,2,7:36.0,,T. Young enters the game for A. Bennett,45,35
134,2,7:31.0,D. Cousins makes 2-pt layup from 1 ft,,47,35
135,2,7:17.0,,S. Muhammad misses 2-pt jump shot from 5 ft,47,35
136,2,7:15.0,,Offensive rebound by G. Dieng,47,35
137,2,7:12.0,,G. Dieng makes 2-pt dunk at rim,47,37
138,2,6:48.0,B. McLemore misses 2-pt jump shot from 22 ft,,47,37
139,2,6:47.0,,Defensive rebound by S. Muhammad,47,37
140,2,6:42.0,Sacramento full timeout,,47,37
141,2,6:29.0,,M. Williams misses 2-pt jump shot from 19 ft,47,37
142,2,6:28.0,,Offensive rebound by G. Dieng,47,37
143,2,6:23.0,,G. Dieng makes 2-pt hook shot from 4 ft,47,39
144,2,6:04.0,D. Cousins misses 2-pt dunk at rim,,47,39
145,2,6:01.0,,Defensive rebound by G. Dieng,47,39
146,2,5:54.0,Violation by D. Cousins (def goaltending),,47,39
147,2,5:54.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by T. Young),47,41
148,2,5:40.0,Turnover by B. McLemore (lost ball; steal by A. Wiggins),,47,41
149,2,5:34.0,,Shooting foul by C. Landry (drawn by A. Wiggins),47,41
150,2,5:34.0,,Minnesota full timeout,47,41
151,2,5:34.0,R. Gay enters the game for D. Williams,,47,41
152,2,5:34.0,D. Collison enters the game for R. McCallum,,47,41
153,2,5:34.0,J. Thompson enters the game for C. Landry,,47,41
154,2,5:34.0,,A. Wiggins makes free throw 1 of 2,47,42
155,2,5:34.0,,A. Wiggins makes free throw 2 of 2,47,43
156,2,5:17.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by D. Cousins),,50,43
157,2,4:59.0,,A. Wiggins makes 2-pt jump shot from 20 ft,50,45
158,2,4:35.0,D. Cousins misses 2-pt layup from 1 ft,,50,45
159,2,4:34.0,,Defensive rebound by G. Dieng,50,45
160,2,4:25.0,,T. Young misses 3-pt jump shot from 24 ft,50,45
161,2,4:23.0,Defensive rebound by D. Cousins,,50,45
162,2,4:15.0,Shooting foul by T. Young (drawn by J. Thompson),,50,45
163,2,4:15.0,,Technical foul by Team,50,45
164,2,4:15.0,R. Gay misses technical free throw,,50,45
165,2,4:15.0,Offensive rebound by Team,,50,45
166,2,4:15.0,J. Thompson makes free throw 1 of 2,,51,45
167,2,4:15.0,,A. Bennett enters the game for T. Young,51,45
168,2,4:15.0,J. Thompson makes free throw 2 of 2,,52,45
169,2,4:04.0,,G. Dieng makes 2-pt dunk at rim (assist by A. Wiggins),52,47
170,2,3:42.0,R. Gay makes 2-pt layup from 1 ft,,54,47
171,2,3:31.0,,Personal foul by B. McLemore (drawn by S. Muhammad),54,47
172,2,3:27.0,,Personal foul by B. McLemore (drawn by S. Muhammad),54,47
173,2,3:27.0,D. Williams enters the game for B. McLemore,,54,47
174,2,3:20.0,,S. Muhammad makes 2-pt jump shot from 8 ft,54,49
175,2,3:02.0,J. Thompson makes 2-pt jump shot from 7 ft (assist by D. Cousins),,56,49
176,2,2:47.0,,G. Dieng misses 2-pt layup from 1 ft (block by D. Cousins),56,49
177,2,2:46.0,,Offensive rebound by Team,56,49
178,2,2:46.0,Sacramento full timeout,,56,49
179,2,2:43.0,,S. Muhammad misses 2-pt jump shot from 17 ft,56,49
180,2,2:40.0,Defensive rebound by J. Thompson,,56,49
181,2,2:33.0,D. Cousins makes 2-pt dunk at rim (assist by R. Gay),,58,49
182,2,2:17.0,,A. Wiggins makes 3-pt jump shot from 24 ft (assist by M. Williams),58,52
183,2,1:57.0,Turnover by J. Thompson (bad pass),,58,52
184,2,1:45.0,,S. Muhammad misses 3-pt jump shot from 24 ft,58,52
185,2,1:44.0,Defensive rebound by J. Thompson,,58,52
186,2,1:33.0,D. Collison misses 2-pt jump shot from 19 ft,,58,52
187,2,1:32.0,,Defensive rebound by A. Wiggins,58,52
188,2,1:24.0,,G. Dieng makes 2-pt jump shot from 8 ft (assist by M. Williams),58,54
189,2,1:24.0,,Shooting foul by D. Cousins (drawn by G. Dieng),58,54
190,2,1:24.0,,C. Budinger enters the game for S. Muhammad,58,54
191,2,1:24.0,,G. Dieng misses free throw 1 of 1,58,54
192,2,1:22.0,Defensive rebound by D. Cousins,,58,54
193,2,1:19.0,,Offensive charge foul by D. Williams (drawn by C. Budinger),58,54
194,2,1:19.0,Turnover by D. Williams (offensive foul),,58,54
195,2,1:19.0,,J. Adrien enters the game for G. Dieng,58,54
196,2,1:04.0,,J. Adrien makes 2-pt dunk at rim (assist by C. Budinger),58,56
197,2,0:49.0,D. Cousins misses 2-pt layup at rim,,58,56
198,2,0:47.0,,Defensive rebound by J. Adrien,58,56
199,2,0:39.0,,M. Williams misses 2-pt jump shot from 21 ft,58,56
200,2,0:38.0,Defensive rebound by D. Collison,,58,56
201,2,0:33.0,Personal foul by J. Adrien (drawn by D. Cousins),,58,56
202,2,0:30.0,R. Gay makes 2-pt dunk at rim (assist by D. Cousins),,60,56
203,2,0:21.0,,Minnesota full timeout,60,56
204,2,0:21.0,R. McCallum enters the game for R. Gay,,60,56
205,2,0:21.0,C. Landry enters the game for D. Cousins,,60,56
206,2,0:12.0,,A. Bennett misses 2-pt jump shot from 17 ft,60,56
207,2,0:10.0,,Offensive rebound by A. Wiggins,60,56
208,2,0:09.0,,Shooting foul by C. Landry (drawn by A. Wiggins),60,56
209,2,0:09.0,,A. Wiggins makes free throw 1 of 2,60,57
210,2,0:09.0,N. Stauskas enters the game for C. Landry,,60,57
211,2,0:09.0,,T. Daniels enters the game for C. Budinger,60,57
212,2,0:09.0,,A. Wiggins makes free throw 2 of 2,60,58
213,2,0:03.0,D. Collison misses 2-pt jump shot from 16 ft,,60,58
214,2,0:01.0,Offensive rebound by R. McCallum,,60,58
215,2,0:00.0,R. McCallum misses 2-pt jump shot from 16 ft (block by M. Williams),,60,58
216,2,0:00.0,Offensive rebound by Team,,60,58
217,3,11:41.0,,T. Young makes 2-pt jump shot from 8 ft (assist by S. Muhammad),60,60
218,3,11:28.0,Personal foul by G. Dieng (drawn by D. Cousins),,60,60
219,3,11:15.0,D. Williams makes 2-pt jump shot from 19 ft (assist by D. Collison),,62,60
220,3,10:58.0,,G. Dieng makes 2-pt jump shot from 14 ft (assist by T. Young),62,62
221,3,10:41.0,R. Gay misses 2-pt jump shot from 13 ft,,62,62
222,3,10:40.0,,Defensive rebound by Z. LaVine,62,62
223,3,10:22.0,,Z. LaVine misses 2-pt jump shot from 19 ft,62,62
224,3,10:21.0,Defensive rebound by D. Williams,,62,62
225,3,10:16.0,Shooting foul by S. Muhammad (drawn by D. Cousins),,62,62
226,3,10:16.0,D. Cousins makes free throw 1 of 2,,63,62
227,3,10:16.0,D. Cousins makes free throw 2 of 2,,64,62
228,3,10:09.0,,Personal foul by R. Gay (drawn by S. Muhammad),64,62
229,3,9:54.0,,G. Dieng misses 2-pt layup from 1 ft,64,62
230,3,9:53.0,,Offensive rebound by A. Wiggins,64,62
231,3,9:53.0,,A. Wiggins makes 2-pt tip-in at rim,64,64
232,3,9:40.0,D. Cousins makes 2-pt layup at rim,,66,64
233,3,9:22.0,,Turnover by S. Muhammad (bad pass; steal by D. Cousins),66,64
234,3,9:03.0,Turnover by R. Gay (lost ball; steal by Z. LaVine),,66,64
235,3,8:58.0,,T. Young makes 2-pt dunk at rim (assist by Z. LaVine),66,66
236,3,8:37.0,D. Williams makes 3-pt jump shot from 22 ft (assist by R. Gay),,69,66
237,3,8:19.0,,Personal foul by D. Cousins (drawn by G. Dieng),69,66
238,3,8:11.0,,A. Wiggins misses 2-pt jump shot from 17 ft,69,66
239,3,8:09.0,,Offensive rebound by G. Dieng,69,66
240,3,8:08.0,,G. Dieng misses 2-pt layup from 1 ft (block by D. Cousins),69,66
241,3,8:08.0,Offensive rebound by Team,,69,66
242,3,7:49.0,B. McLemore misses 3-pt jump shot from 25 ft,,69,66
243,3,7:47.0,Offensive rebound by B. McLemore,,69,66
244,3,7:46.0,Shooting foul by T. Young (drawn by D. Cousins),,69,66
245,3,7:46.0,D. Cousins makes 2-pt dunk at rim (assist by B. McLemore),,71,66
246,3,7:46.0,,A. Bennett enters the game for T. Young,71,66
247,3,7:46.0,D. Cousins makes free throw 1 of 1,,72,66
248,3,7:36.0,,Personal foul by D. Cousins (drawn by A. Wiggins),72,66
249,3,7:36.0,C. Landry enters the game for D. Cousins,,72,66
250,3,7:36.0,,J. Adrien enters the game for G. Dieng,72,66
251,3,7:29.0,,S. Muhammad misses 2-pt jump shot from 9 ft,72,66
252,3,7:28.0,Defensive rebound by D. Williams,,72,66
253,3,7:22.0,D. Collison makes 3-pt jump shot from 24 ft (assist by D. Williams),,75,66
254,3,7:21.0,,Minnesota full timeout,75,66
255,3,7:04.0,,S. Muhammad misses 3-pt jump shot from 22 ft,75,66
256,3,7:03.0,Defensive rebound by B. McLemore,,75,66
257,3,6:58.0,D. Collison makes 2-pt layup from 1 ft,,77,66
258,3,6:35.0,,Z. LaVine misses 2-pt jump shot from 5 ft,77,66
259,3,6:34.0,Defensive rebound by R. Gay,,77,66
260,3,6:30.0,D. Williams misses 2-pt layup at rim,,77,66
261,3,6:28.0,,Defensive rebound by S. Muhammad,77,66
262,3,6:21.0,,S. Muhammad makes 2-pt jump shot from 7 ft,77,68
263,3,6:03.0,R. Gay misses 2-pt jump shot from 3 ft,,77,68
264,3,6:02.0,,Defensive rebound by S. Muhammad,77,68
265,3,5:53.0,,A. Bennett misses 2-pt jump shot from 20 ft,77,68
266,3,5:51.0,Defensive rebound by D. Collison,,77,68
267,3,5:41.0,Turnover by B. McLemore (lost ball; steal by Z. LaVine),,77,68
268,3,5:37.0,,Turnover by Z. LaVine (lost ball),77,68
269,3,5:37.0,,M. Williams enters the game for Z. LaVine,77,68
270,3,5:22.0,D. Collison makes 2-pt jump shot from 19 ft,,79,68
271,3,5:02.0,,M. Williams misses 2-pt jump shot from 19 ft,79,68
272,3,5:01.0,Defensive rebound by R. Gay,,79,68
273,3,4:50.0,Turnover by R. Gay (lost ball; steal by A. Bennett),,79,68
274,3,4:50.0,Loose ball foul by R. Gay (drawn by A. Bennett),,79,68
275,3,4:50.0,,T. Daniels enters the game for S. Muhammad,79,68
276,3,4:50.0,N. Stauskas enters the game for R. Gay,,79,68
277,3,4:50.0,J. Thompson enters the game for D. Williams,,79,68
278,3,4:37.0,,A. Wiggins misses 2-pt jump shot from 14 ft,79,68
279,3,4:36.0,Defensive rebound by C. Landry,,79,68
280,3,4:23.0,N. Stauskas misses 2-pt jump shot from 6 ft,,79,68
281,3,4:21.0,Offensive rebound by C. Landry,,79,68
282,3,4:20.0,Shooting foul by T. Daniels (drawn by C. Landry),,79,68
283,3,4:20.0,C. Landry makes free throw 1 of 2,,80,68
284,3,4:20.0,C. Landry makes free throw 2 of 2,,81,68
285,3,4:06.0,,A. Bennett makes 2-pt jump shot from 14 ft (assist by T. Daniels),81,70
286,3,3:56.0,Personal foul by A. Bennett (drawn by B. McLemore),,81,70
287,3,3:56.0,B. McLemore makes free throw 1 of 2,,82,70
288,3,3:56.0,,G. Dieng enters the game for J. Adrien,82,70
289,3,3:56.0,B. McLemore misses free throw 2 of 2,,82,70
290,3,3:55.0,,Defensive rebound by A. Bennett,82,70
291,3,3:44.0,,Personal foul by C. Landry (drawn by T. Daniels),82,70
292,3,3:44.0,,T. Daniels makes free throw 1 of 2,82,71
293,3,3:44.0,,T. Daniels makes free throw 2 of 2,82,72
294,3,3:32.0,Offensive foul by J. Thompson (drawn by M. Williams),,82,72
295,3,3:32.0,Turnover by J. Thompson (offensive foul),,82,72
296,3,3:13.0,,Turnover by G. Dieng (traveling),82,72
297,3,2:55.0,B. McLemore makes 2-pt jump shot from 21 ft,,84,72
298,3,2:40.0,,A. Bennett misses 2-pt layup from 1 ft,84,72
299,3,2:39.0,Defensive rebound by J. Thompson,,84,72
300,3,2:29.0,D. Collison misses 3-pt jump shot from 24 ft,,84,72
301,3,2:28.0,,Defensive rebound by G. Dieng,84,72
302,3,2:18.0,,A. Wiggins misses 2-pt jump shot from 16 ft,84,72
303,3,2:18.0,Defensive rebound by Team,,84,72
304,3,2:18.0,,Loose ball foul by A. Bennett (drawn by C. Landry),84,72
305,3,2:18.0,Sacramento full timeout,,84,72
306,3,2:18.0,,S. Muhammad enters the game for A. Wiggins,84,72
307,3,2:18.0,R. McCallum enters the game for D. Collison,,84,72
308,3,2:18.0,C. Landry misses free throw 1 of 2,,84,72
309,3,2:18.0,Offensive rebound by Team,,84,72
310,3,2:18.0,C. Landry misses free throw 2 of 2,,84,72
311,3,2:17.0,,Defensive rebound by A. Bennett,84,72
312,3,2:05.0,,Offensive foul by G. Dieng (drawn by J. Thompson),84,72
313,3,2:05.0,,Turnover by G. Dieng (offensive foul),84,72
314,3,2:05.0,,J. Adrien enters the game for G. Dieng,84,72
315,3,1:55.0,C. Landry misses 2-pt jump shot from 19 ft,,84,72
316,3,1:54.0,,Defensive rebound by T. Daniels,84,72
317,3,1:45.0,,T. Daniels makes 3-pt jump shot from 24 ft,84,75
318,3,1:18.0,N. Stauskas misses 3-pt jump shot from 24 ft,,84,75
319,3,1:17.0,,Defensive rebound by S. Muhammad,84,75
320,3,1:14.0,,Shooting foul by R. McCallum (drawn by S. Muhammad),84,75
321,3,1:14.0,,S. Muhammad makes free throw 1 of 2,84,76
322,3,1:14.0,,S. Muhammad makes free throw 2 of 2,84,77
323,3,0:57.0,N. Stauskas misses 2-pt layup at rim (block by A. Bennett),,84,77
324,3,0:55.0,,Defensive rebound by A. Bennett,84,77
325,3,0:48.0,,A. Bennett misses 3-pt jump shot from 24 ft,84,77
326,3,0:46.0,Defensive rebound by J. Thompson,,84,77
327,3,0:35.0,N. Stauskas misses 3-pt jump shot from 24 ft,,84,77
328,3,0:34.0,,Defensive rebound by A. Bennett,84,77
329,3,0:11.0,,M. Williams makes 3-pt jump shot from 24 ft,84,80
330,3,0:00.0,R. McCallum misses 2-pt jump shot from 14 ft,,84,80
331,3,0:00.0,Offensive rebound by Team,,84,80
332,4,11:50.0,Offensive foul by D. Cousins (drawn by M. Williams),,84,80
333,4,11:50.0,Turnover by D. Cousins (offensive foul),,84,80
334,4,11:50.0,J. Thompson enters the game for D. Cousins,,84,80
335,4,11:37.0,,T. Daniels misses 3-pt jump shot from 23 ft,84,80
336,4,11:36.0,Defensive rebound by C. Landry,,84,80
337,4,11:27.0,D. Collison misses 2-pt jump shot from 21 ft,,84,80
338,4,11:26.0,Offensive rebound by C. Landry,,84,80
339,4,11:25.0,Shooting foul by J. Adrien (drawn by C. Landry),,84,80
340,4,11:25.0,C. Landry makes free throw 1 of 2,,85,80
341,4,11:25.0,C. Landry makes free throw 2 of 2,,86,80
342,4,11:07.0,,T. Daniels makes 3-pt jump shot from 22 ft (assist by M. Williams),86,83
343,4,10:53.0,D. Collison makes 2-pt jump shot from 19 ft,,88,83
344,4,10:33.0,,J. Adrien misses 2-pt dunk at rim (block by C. Landry),88,83
345,4,10:31.0,Defensive rebound by C. Landry,,88,83
346,4,10:27.0,D. Collison makes 2-pt layup from 1 ft (assist by R. Gay),,90,83
347,4,10:07.0,,Shooting foul by J. Thompson (drawn by J. Adrien),90,83
348,4,10:07.0,,J. Adrien makes free throw 1 of 2,90,84
349,4,10:07.0,,Z. LaVine enters the game for M. Williams,90,84
350,4,10:07.0,,T. Young enters the game for A. Bennett,90,84
351,4,10:07.0,,J. Adrien makes free throw 2 of 2,90,85
352,4,9:45.0,R. Gay misses 2-pt jump shot from 14 ft,,90,85
353,4,9:45.0,,Defensive rebound by Team,90,85
354,4,9:45.0,Loose ball foul by J. Thompson (drawn by J. Adrien),,90,85
355,4,9:28.0,,T. Young makes 2-pt jump shot from 19 ft,90,87
356,4,9:04.0,Turnover by R. Gay (bad pass; steal by Z. LaVine),,90,87
357,4,8:57.0,,Turnover by S. Muhammad (bad pass; steal by R. Gay),90,87
358,4,8:48.0,D. Collison misses 2-pt layup from 1 ft,,90,87
359,4,8:47.0,Offensive rebound by R. Gay,,90,87
360,4,8:46.0,R. Gay makes 2-pt layup at rim,,92,87
361,4,8:46.0,Shooting foul by J. Adrien (drawn by R. Gay),,92,87
362,4,8:46.0,Sacramento full timeout,,92,87
363,4,8:46.0,,A. Wiggins enters the game for S. Muhammad,92,87
364,4,8:46.0,R. Gay makes free throw 1 of 1,,93,87
365,4,8:28.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by T. Young),93,90
366,4,8:07.0,R. Gay makes 2-pt jump shot from 17 ft,,95,90
367,4,7:55.0,Offensive charge foul by Z. LaVine (drawn by D. Collison),,95,90
368,4,7:55.0,,Turnover by Z. LaVine (offensive foul),95,90
369,4,7:55.0,D. Cousins enters the game for J. Thompson,,95,90
370,4,7:37.0,Shooting foul by T. Daniels (drawn by R. Gay),,95,90
371,4,7:37.0,R. Gay makes free throw 1 of 2,,96,90
372,4,7:37.0,R. Gay makes free throw 2 of 2,,97,90
373,4,7:22.0,,T. Young misses 3-pt jump shot from 23 ft,97,90
374,4,7:21.0,Defensive rebound by D. Cousins,,97,90
375,4,7:12.0,Turnover by R. Gay (bad pass; steal by T. Young),,97,90
376,4,6:54.0,,T. Daniels misses 3-pt jump shot from 24 ft,97,90
377,4,6:53.0,,Offensive rebound by A. Wiggins,97,90
378,4,6:44.0,,T. Young makes 2-pt layup from 1 ft (assist by Z. LaVine),97,92
379,4,6:27.0,B. McLemore misses 2-pt layup from 1 ft (block by T. Young),,97,92
380,4,6:25.0,,Defensive rebound by T. Young,97,92
381,4,6:18.0,,A. Wiggins misses 2-pt layup at rim,97,92
382,4,6:17.0,,Offensive rebound by J. Adrien,97,92
383,4,6:16.0,,J. Adrien makes 2-pt layup at rim,97,94
384,4,6:16.0,Sacramento full timeout,,97,94
385,4,6:16.0,,G. Dieng enters the game for J. Adrien,97,94
