,QUARTER,TIME_REMAINING,PHOENIX_ACTION,GOLDEN STATE_ACTION,PHOENIX_SCORE,GOLDEN STATE_SCORE
55,1,5:52.0,M. Morris makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,14,7
56,1,5:36.0,,Offensive foul by A. Bogut (drawn by G. Dragić),14,7
57,1,5:36.0,,Turnover by A. Bogut (offensive foul),14,7
58,1,5:36.0,,Golden State full timeout,14,7
59,1,5:25.0,M. Morris makes 2-pt jump shot from 20 ft (assist by A. Len),,16,7
60,1,5:10.0,,S. Curry misses 2-pt layup at rim,16,7
61,1,5:08.0,,Offensive rebound by A. Bogut,16,7
62,1,5:04.0,,D. Green makes 3-pt jump shot from 25 ft (assist by A. Bogut),16,10
63,1,4:45.0,M. Morris misses 2-pt jump shot from 14 ft,,16,10
64,1,4:44.0,,Defensive rebound by A. Bogut,16,10
65,1,4:35.0,,D. Green misses 3-pt jump shot from 25 ft,16,10
66,1,4:34.0,Defensive rebound by P. Tucker,,16,10
67,1,4:25.0,Shooting foul by A. Bogut (drawn by M. Morris),,16,10
68,1,4:25.0,M. Morris makes free throw 1 of 2,,17,10
69,1,4:25.0,,A. Iguodala enters the game for H. Barnes,17,10
70,1,4:25.0,,D. Lee enters the game for A. Bogut,17,10
71,1,4:25.0,I. Thomas enters the game for G. Dragić,,17,10
72,1,4:25.0,M. Plumlee enters the game for A. Len,,17,10
73,1,4:25.0,M. Morris misses free throw 2 of 2,,17,10
74,1,4:24.0,,Defensive rebound by D. Lee,17,10
75,1,4:13.0,,Turnover by K. Thompson (lost ball; steal by P. Tucker),17,10
76,1,4:09.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by P. Tucker),,19,10
77,1,4:09.0,Shooting foul by A. Iguodala (drawn by E. Bledsoe),,19,10
78,1,4:09.0,E. Bledsoe misses free throw 1 of 1,,19,10
79,1,4:08.0,,Defensive rebound by D. Green,19,10
80,1,3:59.0,,S. Curry makes 2-pt layup at rim,19,12
81,1,3:47.0,M. Morris misses 2-pt jump shot from 7 ft (block by S. Curry),,19,12
82,1,3:45.0,,Defensive rebound by S. Curry,19,12
83,1,3:41.0,,A. Iguodala makes 2-pt dunk at rim (assist by K. Thompson),19,14
84,1,3:17.0,,L. Barbosa enters the game for K. Thompson,19,14
85,1,3:17.0,Phoenix full timeout,,19,14
86,1,3:17.0,B. Wright enters the game for M. Morris,,19,14
87,1,3:16.0,Turnover by Team (shot clock),,19,14
88,1,2:58.0,,L. Barbosa misses 2-pt layup from 1 ft (block by P. Tucker),19,14
89,1,2:57.0,Defensive rebound by I. Thomas,,19,14
90,1,2:46.0,Turnover by I. Thomas (bad pass; steal by A. Iguodala),,19,14
91,1,2:40.0,,S. Curry makes 2-pt jump shot from 16 ft (assist by A. Iguodala),19,16
92,1,2:25.0,E. Bledsoe misses 2-pt jump shot from 20 ft,,19,16
93,1,2:25.0,,Defensive rebound by Team,19,16
94,1,2:25.0,Loose ball foul by M. Plumlee (drawn by D. Lee),,19,16
95,1,2:25.0,G. Green enters the game for E. Bledsoe,,19,16
96,1,2:04.0,,L. Barbosa makes 2-pt jump shot from 14 ft (assist by D. Green),19,18
97,1,1:44.0,B. Wright misses 2-pt jump shot from 10 ft,,19,18
98,1,1:42.0,Offensive rebound by B. Wright,,19,18
99,1,1:38.0,M. Plumlee makes 2-pt dunk at rim (assist by B. Wright),,21,18
100,1,1:30.0,,Turnover by L. Barbosa (lost ball; steal by P. Tucker),21,18
101,1,1:25.0,P. Tucker makes 2-pt layup from 1 ft,,23,18
102,1,1:14.0,,Personal foul by I. Thomas (drawn by D. Green),23,18
103,1,1:14.0,M. Morris enters the game for P. Tucker,,23,18
104,1,1:09.0,,L. Barbosa makes 2-pt layup from 1 ft (assist by S. Curry),23,20
105,1,0:48.0,I. Thomas makes 2-pt hook shot from 8 ft (assist by M. Morris),,25,20
106,1,0:37.0,,A. Iguodala misses 3-pt jump shot from 24 ft,25,20
107,1,0:36.0,Defensive rebound by G. Green,,25,20
108,1,0:31.0,G. Green makes 3-pt jump shot from 28 ft,,28,20
109,1,0:09.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by A. Iguodala),28,23
110,1,0:03.0,Personal foul by S. Curry (drawn by I. Thomas),,28,23
111,1,0:03.0,,S. Livingston enters the game for S. Curry,28,23
112,1,0:03.0,,J. Holiday enters the game for L. Barbosa,28,23
113,1,0:02.0,I. Thomas misses 3-pt jump shot from 24 ft,,28,23
114,1,0:00.0,Offensive rebound by Team,,28,23
115,2,11:48.0,M. Morris makes 2-pt jump shot from 19 ft (assist by I. Thomas),,30,23
116,2,11:36.0,,Turnover by J. Holiday (bad pass; steal by M. Morris),30,23
117,2,11:31.0,Personal foul by J. Holiday (drawn by I. Thomas),,30,23
118,2,11:31.0,G. Dragić enters the game for M. Plumlee,,30,23
119,2,11:25.0,I. Thomas misses 2-pt layup from 2 ft (block by H. Barnes),,30,23
120,2,11:24.0,Offensive rebound by Team,,30,23
121,2,11:21.0,G. Green misses 2-pt jump shot from 15 ft,,30,23
122,2,11:19.0,,Defensive rebound by S. Livingston,30,23
123,2,11:09.0,,J. Holiday misses 3-pt jump shot from 25 ft,30,23
124,2,11:08.0,Defensive rebound by M. Morris,,30,23
125,2,11:02.0,M. Morris makes 2-pt jump shot from 14 ft (assist by I. Thomas),,32,23
126,2,10:53.0,,Shooting foul by G. Dragić (drawn by D. Lee),32,23
127,2,10:53.0,,D. Lee misses free throw 1 of 2,32,23
128,2,10:53.0,,Offensive rebound by Team,32,23
129,2,10:53.0,,D. Lee makes free throw 2 of 2,32,24
130,2,10:32.0,G. Dragić misses 2-pt layup from 1 ft,,32,24
131,2,10:31.0,,Defensive rebound by H. Barnes,32,24
132,2,10:23.0,,S. Livingston misses 2-pt layup at rim,32,24
133,2,10:22.0,Defensive rebound by Team,,32,24
134,2,10:05.0,M. Morris misses 2-pt jump shot from 14 ft,,32,24
135,2,10:04.0,Offensive rebound by B. Wright,,32,24
136,2,10:02.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by B. Wright),,35,24
137,2,9:41.0,,A. Iguodala misses 3-pt jump shot from 23 ft,35,24
138,2,9:40.0,,Offensive rebound by H. Barnes,35,24
139,2,9:38.0,,D. Lee misses 2-pt layup from 2 ft,35,24
140,2,9:36.0,Defensive rebound by B. Wright,,35,24
141,2,9:35.0,Shooting foul by H. Barnes (drawn by G. Dragić),,35,24
142,2,9:35.0,G. Dragić makes free throw 1 of 2,,36,24
143,2,9:35.0,,K. Thompson enters the game for J. Holiday,36,24
144,2,9:35.0,G. Dragić misses free throw 2 of 2,,36,24
145,2,9:32.0,,Defensive rebound by H. Barnes,36,24
146,2,9:21.0,,S. Livingston makes 2-pt jump shot from 15 ft,36,26
147,2,8:56.0,G. Green makes 2-pt jump shot from 12 ft,,38,26
148,2,8:40.0,,H. Barnes makes 2-pt layup from 1 ft (assist by K. Thompson),38,28
149,2,8:23.0,G. Green misses 3-pt jump shot from 26 ft,,38,28
150,2,8:21.0,Offensive rebound by B. Wright,,38,28
151,2,8:15.0,G. Dragić makes 2-pt hook shot from 7 ft (assist by I. Thomas),,40,28
152,2,8:14.0,,Golden State full timeout,40,28
153,2,8:14.0,,D. Green enters the game for A. Iguodala,40,28
154,2,8:14.0,,S. Curry enters the game for D. Lee,40,28
155,2,8:14.0,,A. Bogut enters the game for S. Livingston,40,28
156,2,7:58.0,,Turnover by K. Thompson (lost ball; steal by M. Morris),40,28
157,2,7:54.0,I. Thomas misses 2-pt layup from 2 ft,,40,28
158,2,7:53.0,,Defensive rebound by H. Barnes,40,28
159,2,7:47.0,,Shooting foul by I. Thomas (drawn by D. Green),40,28
160,2,7:47.0,,D. Green makes free throw 1 of 2,40,29
161,2,7:47.0,,D. Green makes free throw 2 of 2,40,30
162,2,7:24.0,M. Morris misses 3-pt jump shot from 25 ft,,40,30
163,2,7:23.0,,Defensive rebound by H. Barnes,40,30
164,2,7:04.0,,A. Bogut makes 2-pt layup from 1 ft (assist by K. Thompson),40,32
165,2,6:51.0,I. Thomas misses 3-pt jump shot from 25 ft,,40,32
166,2,6:50.0,,Defensive rebound by Team,40,32
167,2,6:50.0,E. Bledsoe enters the game for I. Thomas,,40,32
168,2,6:50.0,A. Len enters the game for B. Wright,,40,32
169,2,6:37.0,,Turnover by D. Green (bad pass; steal by G. Green),40,32
170,2,6:29.0,G. Dragić makes 2-pt jump shot from 13 ft,,42,32
171,2,6:19.0,,S. Curry makes 3-pt jump shot from 26 ft,42,35
172,2,6:01.0,M. Morris misses 2-pt jump shot from 18 ft,,42,35
173,2,6:00.0,,Defensive rebound by S. Curry,42,35
174,2,5:54.0,,S. Curry makes 3-pt jump shot from 22 ft,42,38
175,2,5:45.0,Phoenix full timeout,,42,38
176,2,5:45.0,P. Tucker enters the game for G. Green,,42,38
177,2,5:45.0,M. Morris enters the game for M. Morris,,42,38
178,2,5:36.0,Shooting foul by A. Bogut (drawn by P. Tucker),,42,38
179,2,5:36.0,P. Tucker misses free throw 1 of 2,,42,38
180,2,5:36.0,Offensive rebound by Team,,42,38
181,2,5:36.0,,D. Lee enters the game for A. Bogut,42,38
182,2,5:36.0,P. Tucker makes free throw 2 of 2,,43,38
183,2,5:24.0,,S. Curry misses 2-pt hook shot from 10 ft,43,38
184,2,5:23.0,Defensive rebound by M. Morris,,43,38
185,2,5:09.0,Turnover by E. Bledsoe (traveling),,43,38
186,2,4:59.0,,Turnover by K. Thompson (bad pass; steal by E. Bledsoe),43,38
187,2,4:57.0,E. Bledsoe makes 2-pt layup from 1 ft,,45,38
188,2,4:39.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Lee),45,41
189,2,4:11.0,M. Morris misses 2-pt jump shot from 17 ft,,45,41
190,2,4:10.0,Offensive rebound by P. Tucker,,45,41
191,2,4:10.0,P. Tucker makes 2-pt tip-in at rim,,47,41
192,2,3:59.0,,S. Curry misses 3-pt jump shot from 28 ft,47,41
193,2,3:58.0,Defensive rebound by P. Tucker,,47,41
194,2,3:50.0,Personal foul by D. Green (drawn by E. Bledsoe),,47,41
195,2,3:50.0,Technical foul by M. Morris,,47,41
196,2,3:50.0,,S. Curry makes technical free throw,47,42
197,2,3:45.0,Turnover by E. Bledsoe (bad pass; steal by H. Barnes),,47,42
198,2,3:42.0,,Shooting foul by M. Morris (drawn by H. Barnes),47,42
199,2,3:42.0,,H. Barnes makes free throw 1 of 2,47,43
200,2,3:42.0,,H. Barnes misses free throw 2 of 2,47,43
201,2,3:39.0,Defensive rebound by M. Morris,,47,43
202,2,3:22.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,47,43
203,2,3:21.0,,Defensive rebound by D. Lee,47,43
204,2,2:59.0,,Shooting foul by E. Bledsoe (drawn by D. Green),47,43
205,2,2:59.0,Official timeout,,47,43
206,2,2:59.0,I. Thomas enters the game for A. Len,,47,43
207,2,2:59.0,,D. Green misses free throw 1 of 2,47,43
208,2,2:59.0,,Offensive rebound by Team,47,43
209,2,2:59.0,,D. Green makes free throw 2 of 2,47,44
210,2,2:42.0,Turnover by M. Morris (bad pass; steal by D. Lee),,47,44
211,2,2:29.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by H. Barnes),47,47
212,2,2:12.0,P. Tucker misses 3-pt jump shot from 23 ft,,47,47
213,2,2:11.0,Offensive rebound by I. Thomas,,47,47
214,2,2:07.0,E. Bledsoe misses 2-pt layup from 1 ft,,47,47
215,2,2:03.0,Offensive rebound by P. Tucker,,47,47
216,2,1:49.0,Turnover by G. Dragić (lost ball; steal by S. Curry),,47,47
217,2,1:29.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by D. Green),47,49
218,2,1:18.0,M. Morris makes 2-pt jump shot from 13 ft (assist by I. Thomas),,49,49
219,2,1:08.0,,D. Green makes 3-pt jump shot from 27 ft (assist by S. Curry),49,52
220,2,0:58.0,Personal foul by S. Curry (drawn by I. Thomas),,49,52
221,2,0:58.0,I. Thomas makes free throw 1 of 2,,50,52
222,2,0:58.0,I. Thomas makes free throw 2 of 2,,51,52
223,2,0:46.0,,Offensive foul by K. Thompson (drawn by E. Bledsoe),51,52
224,2,0:46.0,,Turnover by K. Thompson (offensive foul),51,52
225,2,0:30.0,P. Tucker misses 2-pt jump shot from 18 ft,,51,52
226,2,0:29.0,,Defensive rebound by D. Green,51,52
227,2,0:10.0,,K. Thompson misses 3-pt jump shot from 25 ft,51,52
228,2,0:09.0,Defensive rebound by M. Morris,,51,52
229,2,0:04.0,G. Dragić misses 2-pt layup from 1 ft,,51,52
230,2,0:03.0,,Defensive rebound by D. Green,51,52
231,2,0:01.0,,S. Curry misses 3-pt jump shot from 53 ft,51,52
232,2,0:00.0,,Offensive rebound by Team,51,52
233,3,11:36.0,M. Morris makes 2-pt jump shot from 12 ft,,53,52
234,3,11:14.0,,K. Thompson misses 2-pt jump shot from 12 ft,53,52
235,3,11:13.0,Defensive rebound by P. Tucker,,53,52
236,3,10:58.0,G. Dragić misses 3-pt jump shot from 23 ft,,53,52
237,3,10:57.0,,Defensive rebound by A. Bogut,53,52
238,3,10:37.0,,Turnover by A. Bogut (lost ball; steal by P. Tucker),53,52
239,3,10:36.0,Personal foul by K. Thompson (drawn by P. Tucker),,53,52
240,3,10:18.0,M. Morris misses 2-pt jump shot from 17 ft,,53,52
241,3,10:17.0,,Defensive rebound by K. Thompson,53,52
242,3,10:11.0,,K. Thompson makes 3-pt jump shot from 26 ft,53,55
243,3,9:55.0,Turnover by E. Bledsoe (lost ball),,53,55
244,3,9:55.0,Violation by Team (delay of game),,53,55
245,3,9:33.0,,H. Barnes misses 2-pt jump shot from 19 ft,53,55
246,3,9:31.0,Defensive rebound by A. Len,,53,55
247,3,9:23.0,A. Len misses 2-pt jump shot from 17 ft,,53,55
248,3,9:22.0,,Defensive rebound by D. Green,53,55
249,3,9:12.0,,K. Thompson makes 2-pt jump shot from 20 ft (assist by A. Bogut),53,57
250,3,8:50.0,Turnover by G. Dragić (lost ball; steal by A. Bogut),,53,57
251,3,8:50.0,Loose ball foul by G. Dragić (drawn by K. Thompson),,53,57
252,3,8:35.0,,Turnover by S. Curry (bad pass; steal by P. Tucker),53,57
253,3,8:25.0,Turnover by G. Dragić (step out of bounds),,53,57
254,3,8:13.0,,D. Green misses 3-pt jump shot from 26 ft,53,57
255,3,8:12.0,Defensive rebound by A. Len,,53,57
256,3,7:56.0,Turnover by G. Dragić (bad pass; steal by S. Curry),,53,57
257,3,7:51.0,,S. Curry misses 3-pt jump shot from 27 ft,53,57
258,3,7:50.0,Defensive rebound by G. Dragić,,53,57
259,3,7:44.0,G. Dragić misses 2-pt jump shot from 10 ft,,53,57
260,3,7:43.0,Offensive rebound by Team,,53,57
261,3,7:38.0,E. Bledsoe misses 2-pt jump shot from 17 ft,,53,57
262,3,7:37.0,,Defensive rebound by K. Thompson,53,57
263,3,7:32.0,,Offensive foul by D. Green (drawn by M. Morris),53,57
264,3,7:32.0,,Turnover by D. Green (offensive foul),53,57
265,3,7:14.0,G. Dragić misses 3-pt jump shot from 22 ft (block by H. Barnes),,53,57
266,3,7:13.0,Offensive rebound by A. Len,,53,57
267,3,7:12.0,Turnover by A. Len (step out of bounds),,53,57
268,3,7:12.0,,Golden State full timeout,53,57
269,3,6:48.0,,H. Barnes makes 2-pt jump shot from 18 ft (assist by K. Thompson),53,59
270,3,6:26.0,Turnover by P. Tucker (bad pass),,53,59
271,3,6:17.0,,D. Green misses 3-pt jump shot from 25 ft,53,59
272,3,6:16.0,Defensive rebound by P. Tucker,,53,59
273,3,5:57.0,M. Morris makes 2-pt jump shot from 9 ft (assist by G. Dragić),,55,59
274,3,5:49.0,,K. Thompson makes 2-pt jump shot from 16 ft,55,61
275,3,5:30.0,Shooting foul by D. Green (drawn by E. Bledsoe),,55,61
276,3,5:30.0,E. Bledsoe makes free throw 1 of 2,,56,61
277,3,5:30.0,,A. Iguodala enters the game for D. Green,56,61
278,3,5:30.0,E. Bledsoe makes free throw 2 of 2,,57,61
279,3,5:21.0,,Personal foul by E. Bledsoe (drawn by S. Curry),57,61
280,3,5:12.0,,S. Curry misses 2-pt layup from 2 ft,57,61
281,3,5:11.0,Defensive rebound by A. Len,,57,61
282,3,5:00.0,G. Dragić misses 2-pt jump shot from 8 ft,,57,61
283,3,4:59.0,Offensive rebound by G. Dragić,,57,61
284,3,4:57.0,G. Dragić makes 2-pt layup from 2 ft,,59,61
285,3,4:47.0,,S. Curry makes 2-pt jump shot from 14 ft,59,63
286,3,4:27.0,Turnover by G. Dragić (3 sec),,59,63
287,3,4:27.0,,L. Barbosa enters the game for K. Thompson,59,63
288,3,4:14.0,,A. Bogut makes 2-pt dunk at rim (assist by S. Curry),59,65
289,3,4:06.0,Offensive foul by A. Len (drawn by A. Bogut),,59,65
290,3,4:06.0,Turnover by A. Len (offensive foul),,59,65
291,3,4:06.0,I. Thomas enters the game for G. Dragić,,59,65
292,3,4:06.0,B. Wright enters the game for A. Len,,59,65
293,3,3:44.0,,A. Iguodala misses 2-pt jump shot from 19 ft,59,65
294,3,3:43.0,Defensive rebound by E. Bledsoe,,59,65
295,3,3:28.0,P. Tucker misses 2-pt jump shot from 19 ft,,59,65
296,3,3:27.0,Offensive rebound by E. Bledsoe,,59,65
297,3,3:18.0,P. Tucker misses 3-pt jump shot from 26 ft,,59,65
298,3,3:16.0,,Defensive rebound by H. Barnes,59,65
299,3,3:06.0,,L. Barbosa makes 2-pt layup from 2 ft (assist by S. Curry),59,67
300,3,3:05.0,Phoenix full timeout,,59,67
301,3,3:05.0,,D. Lee enters the game for A. Bogut,59,67
302,3,2:43.0,E. Bledsoe makes 2-pt layup from 2 ft,,61,67
303,3,2:31.0,G. Green enters the game for P. Tucker,,61,67
304,3,2:25.0,,L. Barbosa makes 2-pt layup from 2 ft (assist by D. Lee),61,69
305,3,2:16.0,M. Morris misses 3-pt jump shot from 26 ft,,61,69
306,3,2:15.0,,Defensive rebound by Team,61,69
307,3,2:15.0,M. Morris enters the game for M. Morris,,61,69
308,3,2:05.0,,A. Iguodala makes 3-pt jump shot from 23 ft (assist by D. Lee),61,72
309,3,1:54.0,I. Thomas misses 3-pt jump shot from 26 ft,,61,72
310,3,1:52.0,Offensive rebound by B. Wright,,61,72
311,3,1:51.0,G. Green makes 3-pt jump shot from 26 ft (assist by B. Wright),,64,72
312,3,1:26.0,,D. Lee makes 2-pt jump shot from 8 ft,64,74
313,3,1:03.0,I. Thomas misses 2-pt layup from 1 ft,,64,74
314,3,1:02.0,,Defensive rebound by A. Iguodala,64,74
315,3,0:57.0,,L. Barbosa misses 2-pt jump shot from 3 ft,64,74
316,3,0:56.0,Defensive rebound by G. Green,,64,74
317,3,0:49.0,I. Thomas makes 3-pt jump shot from 23 ft (assist by G. Green),,67,74
318,3,0:40.0,,Shooting foul by I. Thomas (drawn by S. Curry),67,74
319,3,0:40.0,,S. Curry makes free throw 1 of 2,67,75
320,3,0:40.0,,S. Curry makes free throw 2 of 2,67,76
321,3,0:34.0,E. Bledsoe makes 2-pt layup from 2 ft,,69,76
322,3,0:34.0,Shooting foul by D. Lee (drawn by E. Bledsoe),,69,76
323,3,0:34.0,E. Bledsoe makes free throw 1 of 1,,70,76
324,3,0:17.0,,S. Curry misses 2-pt jump shot from 22 ft,70,76
325,3,0:16.0,,Offensive rebound by D. Lee,70,76
326,3,0:15.0,,Shooting foul by M. Morris (drawn by D. Lee),70,76
327,3,0:15.0,,D. Lee makes free throw 1 of 2,70,77
328,3,0:15.0,,S. Livingston enters the game for S. Curry,70,77
329,3,0:15.0,,D. Lee makes free throw 2 of 2,70,78
330,3,0:04.0,G. Green misses 3-pt jump shot from 25 ft,,70,78
331,3,0:03.0,Offensive rebound by B. Wright,,70,78
332,3,0:03.0,B. Wright misses 2-pt layup from 1 ft,,70,78
333,3,0:02.0,,Defensive rebound by A. Iguodala,70,78
334,3,0:01.0,,A. Iguodala misses 3-pt jump shot from 51 ft,70,78
335,3,0:00.0,,Offensive rebound by Team,70,78
336,4,11:48.0,,D. Lee misses 2-pt jump shot from 5 ft,70,78
337,4,11:46.0,Defensive rebound by G. Green,,70,78
338,4,11:41.0,G. Green misses 2-pt layup from 2 ft (block by A. Iguodala),,70,78
339,4,11:41.0,Offensive rebound by Team,,70,78
340,4,11:34.0,I. Thomas makes 2-pt layup from 1 ft,,72,78
341,4,11:19.0,,L. Barbosa misses 3-pt jump shot from 27 ft,72,78
342,4,11:18.0,,Offensive rebound by D. Green,72,78
343,4,11:11.0,,L. Barbosa makes 2-pt layup from 1 ft (assist by D. Green),72,80
344,4,10:57.0,Personal foul by L. Barbosa (drawn by I. Thomas),,72,80
345,4,10:49.0,I. Thomas misses 3-pt jump shot from 25 ft,,72,80
346,4,10:48.0,,Defensive rebound by S. Livingston,72,80
347,4,10:34.0,,Turnover by L. Barbosa (bad pass; steal by I. Thomas),72,80
348,4,10:30.0,Turnover by G. Green (lost ball),,72,80
349,4,10:21.0,,Personal foul by G. Green (drawn by A. Iguodala),72,80
350,4,10:12.0,,D. Green misses 2-pt jump shot from 4 ft,72,80
351,4,10:11.0,Defensive rebound by G. Green,,72,80
352,4,9:59.0,Turnover by I. Thomas (bad pass; steal by A. Iguodala),,72,80
353,4,9:57.0,,A. Iguodala makes 2-pt layup from 2 ft,72,82
354,4,9:57.0,,Shooting foul by G. Green (drawn by A. Iguodala),72,82
355,4,9:57.0,M. Morris enters the game for G. Green,,72,82
356,4,9:57.0,,A. Iguodala misses free throw 1 of 1,72,82
357,4,9:54.0,Defensive rebound by M. Morris,,72,82
358,4,9:39.0,Personal foul by L. Barbosa (drawn by M. Morris),,72,82
359,4,9:30.0,M. Morris misses 3-pt jump shot from 27 ft,,72,82
360,4,9:29.0,,Defensive rebound by S. Livingston,72,82
361,4,9:15.0,,A. Iguodala misses 3-pt jump shot from 25 ft,72,82
362,4,9:14.0,Defensive rebound by I. Thomas,,72,82
363,4,9:09.0,Personal foul by S. Livingston (drawn by M. Morris),,72,82
364,4,8:54.0,B. Wright makes 2-pt dunk at rim (assist by M. Morris),,74,82
365,4,8:38.0,,Personal foul by M. Morris (drawn by D. Green),74,82
366,4,8:38.0,Official timeout,,74,82
367,4,8:38.0,,Technical foul by D. Green,74,82
368,4,8:38.0,I. Thomas makes technical free throw,,75,82
369,4,8:38.0,,K. Thompson enters the game for L. Barbosa,75,82
370,4,8:25.0,,K. Thompson makes 2-pt jump shot from 12 ft (assist by S. Livingston),75,84
371,4,8:06.0,Turnover by M. Morris (bad pass; steal by D. Lee),,75,84
372,4,7:59.0,,Turnover by K. Thompson (lost ball),75,84
373,4,7:41.0,G. Dragić misses 2-pt hook shot from 10 ft,,75,84
374,4,7:40.0,,Defensive rebound by K. Thompson,75,84
375,4,7:32.0,,K. Thompson misses 3-pt jump shot from 26 ft (block by I. Thomas),75,84
376,4,7:30.0,Defensive rebound by M. Morris,,75,84
377,4,7:26.0,B. Wright makes 2-pt dunk at rim (assist by I. Thomas),,77,84
378,4,7:16.0,,Golden State full timeout,77,84
379,4,7:16.0,,A. Bogut enters the game for D. Lee,77,84
380,4,7:16.0,,S. Curry enters the game for S. Livingston,77,84
381,4,7:16.0,E. Bledsoe enters the game for M. Morris,,77,84
382,4,7:07.0,,S. Curry misses 2-pt jump shot from 10 ft (block by G. Dragić),77,84
383,4,7:06.0,,Offensive rebound by S. Curry,77,84
384,4,7:04.0,,S. Curry misses 2-pt jump shot from 5 ft,77,84
385,4,7:02.0,Defensive rebound by G. Dragić,,77,84
386,4,7:00.0,Turnover by G. Dragić (bad pass; steal by A. Bogut),,77,84
