,QUARTER,TIME_REMAINING,DALLAS_ACTION,MIAMI_ACTION,DALLAS_SCORE,MIAMI_SCORE
0,1,11:41.0,R. Jefferson misses 2-pt jump shot from 11 ft,,0,0
1,1,11:40.0,,Defensive rebound by H. Whiteside,0,0
2,1,11:18.0,,S. Napier misses 3-pt jump shot from 24 ft,0,0
3,1,11:17.0,Defensive rebound by Team,,0,0
4,1,11:03.0,R. Rondo misses 2-pt layup from 1 ft,,0,0
5,1,11:02.0,Offensive rebound by T. Chandler,,0,0
6,1,10:59.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,0,0
7,1,10:58.0,,Defensive rebound by H. Whiteside,0,0
8,1,10:50.0,,M. Chalmers makes 2-pt layup from 1 ft,0,2
9,1,10:30.0,D. Nowitzki misses 2-pt layup from 2 ft (block by H. Whiteside),,0,2
10,1,10:29.0,,Defensive rebound by H. Whiteside,0,2
11,1,10:21.0,,D. Granger misses 3-pt jump shot from 23 ft,0,2
12,1,10:21.0,,Offensive rebound by H. Whiteside,0,2
13,1,10:21.0,,Personal foul by D. Nowitzki (drawn by H. Whiteside),0,2
14,1,10:10.0,,M. Chalmers makes 3-pt jump shot from 22 ft (assist by D. Granger),0,5
15,1,9:56.0,D. Nowitzki misses 2-pt jump shot from 21 ft,,0,5
16,1,9:55.0,,Defensive rebound by H. Whiteside,0,5
17,1,9:45.0,,H. Whiteside makes 2-pt jump shot from 15 ft (assist by C. Bosh),0,7
18,1,9:32.0,T. Chandler makes 2-pt dunk at rim (assist by M. Ellis),,2,7
19,1,9:15.0,,C. Bosh misses 2-pt jump shot from 18 ft,2,7
20,1,9:14.0,,Offensive rebound by H. Whiteside,2,7
21,1,9:14.0,,Turnover by D. Granger (traveling),2,7
22,1,9:00.0,M. Ellis misses 2-pt jump shot from 11 ft,,2,7
23,1,8:59.0,,Defensive rebound by H. Whiteside,2,7
24,1,8:45.0,,D. Granger misses 3-pt jump shot from 24 ft,2,7
25,1,8:44.0,Defensive rebound by Team,,2,7
26,1,8:44.0,,Loose ball foul by H. Whiteside (drawn by D. Nowitzki),2,7
27,1,8:29.0,Personal foul by D. Granger (drawn by D. Nowitzki),,2,7
28,1,8:19.0,R. Jefferson misses 3-pt jump shot from 23 ft,,2,7
29,1,8:18.0,,Defensive rebound by H. Whiteside,2,7
30,1,8:03.0,,C. Bosh misses 2-pt jump shot from 17 ft,2,7
31,1,8:02.0,,Offensive rebound by H. Whiteside,2,7
32,1,8:02.0,,H. Whiteside misses 2-pt tip-in at rim,2,7
33,1,8:01.0,,Offensive rebound by H. Whiteside,2,7
34,1,8:01.0,,Shooting foul by T. Chandler (drawn by H. Whiteside),2,7
35,1,8:01.0,,H. Whiteside misses free throw 1 of 2,2,7
36,1,8:01.0,,Offensive rebound by Team,2,7
37,1,8:01.0,,H. Whiteside makes free throw 2 of 2,2,8
38,1,7:50.0,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by R. Rondo),,4,8
39,1,7:29.0,,S. Napier makes 3-pt jump shot from 23 ft (assist by M. Chalmers),4,11
40,1,7:08.0,D. Nowitzki misses 2-pt jump shot from 19 ft,,4,11
41,1,7:07.0,,Defensive rebound by H. Whiteside,4,11
42,1,6:56.0,,H. Whiteside misses 2-pt layup from 3 ft,4,11
43,1,6:54.0,,Offensive rebound by H. Whiteside,4,11
44,1,6:53.0,,Turnover by H. Whiteside (lost ball),4,11
45,1,6:37.0,M. Ellis makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),,7,11
46,1,6:11.0,,S. Napier misses 2-pt jump shot from 16 ft,7,11
47,1,6:10.0,Defensive rebound by R. Jefferson,,7,11
48,1,6:10.0,Personal foul by S. Napier (drawn by R. Jefferson),,7,11
49,1,6:10.0,,N. Cole enters the game for M. Chalmers,7,11
50,1,6:10.0,A. Aminu enters the game for D. Nowitzki,,7,11
51,1,6:10.0,D. Harris enters the game for R. Jefferson,,7,11
52,1,5:56.0,A. Aminu misses 3-pt jump shot from 23 ft,,7,11
53,1,5:55.0,,Defensive rebound by H. Whiteside,7,11
54,1,5:35.0,,C. Bosh misses 2-pt jump shot from 16 ft,7,11
55,1,5:34.0,Defensive rebound by A. Aminu,,7,11
56,1,5:30.0,Shooting foul by S. Napier (drawn by A. Aminu),,7,11
57,1,5:30.0,,Miami full timeout,7,11
58,1,5:30.0,,S. Williams enters the game for C. Bosh,7,11
59,1,5:30.0,,M. Chalmers enters the game for S. Napier,7,11
60,1,5:30.0,A. Aminu misses free throw 1 of 2,,7,11
61,1,5:30.0,Offensive rebound by Team,,7,11
62,1,5:30.0,A. Aminu makes free throw 2 of 2,,8,11
63,1,5:06.0,,N. Cole misses 3-pt jump shot from 23 ft,8,11
64,1,5:05.0,Defensive rebound by R. Rondo,,8,11
65,1,4:52.0,D. Harris misses 3-pt jump shot from 24 ft,,8,11
66,1,4:51.0,,Defensive rebound by N. Cole,8,11
67,1,4:41.0,,M. Chalmers misses 3-pt jump shot from 23 ft,8,11
68,1,4:39.0,,Offensive rebound by H. Whiteside,8,11
69,1,4:36.0,,Turnover by H. Whiteside (bad pass; steal by D. Harris),8,11
70,1,4:33.0,Turnover by T. Chandler (lost ball; steal by M. Chalmers),,8,11
71,1,4:30.0,,Personal foul by T. Chandler (drawn by M. Chalmers),8,11
72,1,4:30.0,G. Smith enters the game for T. Chandler,,8,11
73,1,4:17.0,,N. Cole misses 2-pt layup from 2 ft (block by G. Smith),8,11
74,1,4:16.0,,Offensive rebound by Team,8,11
75,1,4:16.0,C. Villanueva enters the game for R. Rondo,,8,11
76,1,4:06.0,,M. Chalmers misses 3-pt jump shot from 24 ft,8,11
77,1,4:05.0,Defensive rebound by D. Harris,,8,11
78,1,4:00.0,Shooting foul by H. Whiteside (drawn by A. Aminu),,8,11
79,1,4:00.0,A. Aminu makes free throw 1 of 2,,9,11
80,1,4:00.0,,C. Andersen enters the game for H. Whiteside,9,11
81,1,4:00.0,A. Aminu misses free throw 2 of 2,,9,11
82,1,3:59.0,,Defensive rebound by D. Granger,9,11
83,1,3:44.0,,C. Andersen makes 2-pt layup from 1 ft (assist by M. Chalmers),9,13
84,1,3:36.0,Dallas full timeout,,9,13
85,1,3:36.0,,J. Ennis enters the game for D. Granger,9,13
86,1,3:33.0,Personal foul by J. Ennis (drawn by A. Aminu),,9,13
87,1,3:33.0,A. Aminu makes free throw 1 of 2,,10,13
88,1,3:33.0,A. Aminu makes free throw 2 of 2,,11,13
89,1,3:09.0,,N. Cole misses 2-pt layup from 2 ft,11,13
90,1,3:08.0,,Offensive rebound by J. Ennis,11,13
91,1,3:07.0,,J. Ennis makes 2-pt tip-in from 1 ft,11,15
92,1,2:59.0,Personal foul by M. Chalmers (drawn by M. Ellis),,11,15
93,1,2:59.0,M. Ellis misses free throw 1 of 2,,11,15
94,1,2:59.0,Offensive rebound by Team,,11,15
95,1,2:59.0,M. Ellis makes free throw 2 of 2,,12,15
96,1,2:45.0,,S. Williams misses 3-pt jump shot from 24 ft,12,15
97,1,2:44.0,,Offensive rebound by M. Chalmers,12,15
98,1,2:25.0,,S. Williams misses 3-pt jump shot from 23 ft,12,15
99,1,2:24.0,Defensive rebound by D. Harris,,12,15
100,1,2:14.0,Offensive foul by G. Smith (drawn by M. Chalmers),,12,15
101,1,2:14.0,Turnover by G. Smith (offensive foul),,12,15
102,1,1:55.0,,S. Williams misses 2-pt jump shot from 14 ft,12,15
103,1,1:54.0,Defensive rebound by G. Smith,,12,15
104,1,1:38.0,Personal foul by N. Cole (drawn by G. Smith),,12,15
105,1,1:38.0,G. Smith misses free throw 1 of 2,,12,15
106,1,1:38.0,Offensive rebound by Team,,12,15
107,1,1:38.0,D. Nowitzki enters the game for C. Villanueva,,12,15
108,1,1:38.0,,C. Bosh enters the game for S. Williams,12,15
109,1,1:38.0,J. Barea enters the game for M. Ellis,,12,15
110,1,1:38.0,G. Smith makes free throw 2 of 2,,13,15
111,1,1:13.0,,N. Cole misses 2-pt jump shot from 16 ft,13,15
112,1,1:12.0,Defensive rebound by D. Nowitzki,,13,15
113,1,1:06.0,J. Barea misses 2-pt layup from 1 ft,,13,15
114,1,1:05.0,Offensive rebound by A. Aminu,,13,15
115,1,1:04.0,A. Aminu misses 2-pt tip-in at rim,,13,15
116,1,1:03.0,,Defensive rebound by N. Cole,13,15
117,1,0:59.0,,J. Ennis misses 2-pt jump shot from 23 ft,13,15
118,1,0:57.0,Defensive rebound by D. Harris,,13,15
119,1,0:33.0,J. Barea misses 2-pt layup from 1 ft,,13,15
120,1,0:32.0,,Defensive rebound by C. Andersen,13,15
121,1,0:09.0,,N. Cole misses 2-pt jump shot from 15 ft (block by G. Smith),13,15
122,1,0:08.0,,Offensive rebound by Team,13,15
123,1,0:08.0,,Turnover by Team (shot clock),13,15
124,1,0:01.0,D. Harris misses 2-pt layup from 1 ft,,13,15
125,1,0:00.0,,Defensive rebound by N. Cole,13,15
126,2,11:42.0,,C. Bosh makes 2-pt jump shot from 12 ft,13,17
127,2,11:28.0,,Violation by C. Andersen (kicked ball),13,17
128,2,11:21.0,Personal foul by M. Chalmers (drawn by D. Harris),,13,17
129,2,11:08.0,G. Smith misses 2-pt layup from 2 ft (block by C. Bosh),,13,17
130,2,11:07.0,Offensive rebound by Team,,13,17
131,2,11:07.0,Turnover by Team (shot clock),,13,17
132,2,11:07.0,,T. Johnson enters the game for M. Chalmers,13,17
133,2,10:57.0,,Def 3 sec tech foul by G. Smith,13,17
134,2,10:57.0,,C. Bosh makes technical free throw,13,18
