,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,PHILADELPHIA_ACTION,MILWAUKEE_SCORE,PHILADELPHIA_SCORE
51,1,5:34.0,,J. Sampson enters the game for I. Smith,12,15
52,1,5:34.0,Z. Pachulia makes free throw 1 of 2,,13,15
53,1,5:34.0,Z. Pachulia makes free throw 2 of 2,,14,15
54,1,5:19.0,,G. Robinson makes 2-pt jump shot from 3 ft (assist by H. Sims),14,17
55,1,5:08.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,,14,17
56,1,5:07.0,,Defensive rebound by R. Covington,14,17
57,1,5:00.0,,Shooting foul by M. Carter-Williams (drawn by R. Covington),14,17
58,1,5:00.0,,R. Covington makes 2-pt jump shot from 3 ft,14,19
59,1,5:00.0,J. Henson enters the game for Z. Pachulia,,14,19
60,1,5:00.0,,R. Covington makes free throw 1 of 1,14,20
61,1,4:41.0,M. Carter-Williams misses 2-pt jump shot from 16 ft,,14,20
62,1,4:39.0,,Defensive rebound by Team,14,20
63,1,4:23.0,,Turnover by T. Robinson (bad pass),14,20
64,1,4:14.0,M. Carter-Williams makes 2-pt jump shot from 6 ft,,16,20
65,1,4:14.0,Shooting foul by J. Sampson (drawn by M. Carter-Williams),,16,20
66,1,4:14.0,M. Carter-Williams makes free throw 1 of 1,,17,20
67,1,3:51.0,,H. Sims makes 2-pt layup from 1 ft (assist by R. Covington),17,22
68,1,3:40.0,O. Mayo misses 2-pt jump shot from 15 ft,,17,22
69,1,3:38.0,,Defensive rebound by J. Sampson,17,22
70,1,3:35.0,,Shooting foul by G. Antetokounmpo (drawn by R. Covington),17,22
71,1,3:35.0,,R. Covington makes free throw 1 of 2,17,23
72,1,3:35.0,K. Middleton enters the game for G. Antetokounmpo,,17,23
73,1,3:35.0,,R. Covington makes free throw 2 of 2,17,24
74,1,3:21.0,Turnover by M. Carter-Williams (traveling),,17,24
75,1,3:09.0,,Turnover by R. Covington (bad pass),17,24
76,1,3:09.0,,H. Thompson enters the game for R. Covington,17,24
77,1,2:53.0,O. Mayo misses 2-pt jump shot from 3 ft,,17,24
78,1,2:51.0,,Defensive rebound by H. Sims,17,24
79,1,2:43.0,,J. Sampson makes 2-pt layup from 1 ft,17,26
80,1,2:31.0,M. Carter-Williams makes 2-pt layup from 1 ft,,19,26
81,1,2:31.0,Shooting foul by J. Sampson (drawn by M. Carter-Williams),,19,26
82,1,2:31.0,Milwaukee full timeout,,19,26
83,1,2:31.0,M. Carter-Williams makes free throw 1 of 1,,20,26
84,1,2:08.0,,Turnover by T. Robinson (bad pass; steal by O. Mayo),20,26
85,1,2:02.0,K. Middleton misses 3-pt jump shot from 23 ft,,20,26
86,1,2:00.0,Offensive rebound by K. Middleton,,20,26
87,1,1:57.0,E. İlyasova misses 3-pt jump shot from 23 ft,,20,26
88,1,1:55.0,,Defensive rebound by H. Sims,20,26
89,1,1:44.0,,H. Thompson misses 3-pt jump shot from 25 ft,20,26
90,1,1:42.0,Defensive rebound by M. Carter-Williams,,20,26
91,1,1:37.0,K. Middleton makes 2-pt jump shot from 15 ft (assist by M. Carter-Williams),,22,26
92,1,1:21.0,,T. Robinson misses 2-pt jump shot from 4 ft (block by J. Henson),22,26
93,1,1:18.0,Defensive rebound by O. Mayo,,22,26
94,1,1:16.0,Shooting foul by J. Sampson (drawn by M. Carter-Williams),,22,26
95,1,1:16.0,M. Carter-Williams misses free throw 1 of 2,,22,26
96,1,1:16.0,Offensive rebound by Team,,22,26
97,1,1:16.0,,I. Smith enters the game for J. Sampson,22,26
98,1,1:16.0,M. Carter-Williams misses free throw 2 of 2,,22,26
99,1,1:15.0,,Defensive rebound by T. Robinson,22,26
100,1,1:00.0,,Turnover by I. Smith (lost ball; steal by E. İlyasova),22,26
101,1,0:58.0,M. Carter-Williams makes 2-pt layup from 2 ft (assist by E. İlyasova),,24,26
102,1,0:43.0,,H. Sims misses 2-pt jump shot from 16 ft,24,26
103,1,0:42.0,,Offensive rebound by Team,24,26
104,1,0:41.0,J. Bayless enters the game for M. Carter-Williams,,24,26
105,1,0:36.0,,H. Thompson makes 3-pt jump shot from 24 ft (assist by I. Smith),24,29
106,1,0:15.0,Turnover by J. Henson (lost ball; steal by H. Sims),,24,29
107,1,0:00.0,,T. Robinson makes 2-pt layup from 2 ft,24,31
108,2,11:43.0,O. Mayo makes 2-pt layup from 2 ft (assist by J. Henson),,26,31
109,2,11:24.0,,H. Thompson makes 2-pt layup from 1 ft (assist by H. Sims),26,33
110,2,11:13.0,O. Mayo misses 2-pt jump shot from 21 ft,,26,33
111,2,11:12.0,,Defensive rebound by J. Grant,26,33
112,2,11:01.0,,J. Grant misses 3-pt jump shot from 26 ft,26,33
113,2,11:00.0,Defensive rebound by J. Bayless,,26,33
114,2,10:43.0,O. Mayo misses 3-pt jump shot from 23 ft,,26,33
115,2,10:42.0,,Defensive rebound by Team,26,33
116,2,10:42.0,,F. Aldemir enters the game for H. Sims,26,33
117,2,10:20.0,,H. Thompson misses 3-pt jump shot from 27 ft,26,33
118,2,10:18.0,Defensive rebound by J. Henson,,26,33
119,2,10:08.0,J. Bayless misses 2-pt jump shot from 12 ft,,26,33
120,2,10:07.0,Offensive rebound by J. Henson,,26,33
121,2,10:07.0,J. Henson makes 2-pt tip-in from 1 ft,,28,33
122,2,9:50.0,,H. Thompson misses 3-pt jump shot from 24 ft,28,33
123,2,9:49.0,Defensive rebound by J. Bayless,,28,33
124,2,9:42.0,Shooting foul by J. Grant (drawn by G. Antetokounmpo),,28,33
125,2,9:42.0,G. Antetokounmpo makes free throw 1 of 2,,29,33
126,2,9:42.0,,R. Covington enters the game for G. Robinson,29,33
127,2,9:42.0,G. Antetokounmpo misses free throw 2 of 2,,29,33
128,2,9:41.0,,Defensive rebound by J. Grant,29,33
129,2,9:27.0,,H. Thompson makes 2-pt layup from 1 ft (assist by I. Smith),29,35
130,2,9:21.0,Turnover by O. Mayo (traveling),,29,35
131,2,9:21.0,,Philadelphia full timeout,29,35
132,2,9:21.0,J. Gutiérrez enters the game for O. Mayo,,29,35
133,2,9:21.0,M. Plumlee enters the game for J. Henson,,29,35
134,2,9:04.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by F. Aldemir),29,38
135,2,8:47.0,G. Antetokounmpo makes 2-pt dunk at rim,,31,38
136,2,8:24.0,,H. Thompson makes 2-pt layup at rim,31,40
137,2,8:11.0,K. Middleton makes 2-pt jump shot from 7 ft (assist by J. Gutiérrez),,33,40
138,2,7:56.0,,J. Grant makes 2-pt layup from 1 ft (assist by I. Smith),33,42
139,2,7:30.0,G. Antetokounmpo misses 2-pt jump shot from 7 ft,,33,42
140,2,7:28.0,,Defensive rebound by F. Aldemir,33,42
141,2,7:12.0,,Shooting block foul by M. Plumlee (drawn by J. Grant),33,42
142,2,7:12.0,,J. Grant misses free throw 1 of 2,33,42
143,2,7:12.0,,Offensive rebound by Team,33,42
144,2,7:12.0,,J. Grant misses free throw 2 of 2,33,42
145,2,7:11.0,Defensive rebound by J. Bayless,,33,42
146,2,6:58.0,J. Bayless misses 2-pt jump shot from 3 ft,,33,42
147,2,6:56.0,,Defensive rebound by J. Grant,33,42
148,2,6:43.0,,I. Smith misses 2-pt jump shot from 14 ft,33,42
149,2,6:42.0,,Offensive rebound by F. Aldemir,33,42
150,2,6:36.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by I. Smith),33,45
151,2,6:23.0,Turnover by K. Middleton (bad pass; steal by I. Smith),,33,45
152,2,6:08.0,,Shooting foul by K. Middleton (drawn by R. Covington),33,45
153,2,6:08.0,,R. Covington makes free throw 1 of 2,33,46
154,2,6:08.0,T. Ennis enters the game for K. Middleton,,33,46
155,2,6:08.0,,R. Covington makes free throw 2 of 2,33,47
156,2,5:51.0,Turnover by J. Gutiérrez (bad pass; steal by R. Covington),,33,47
157,2,5:43.0,,Turnover by R. Covington (lost ball; steal by M. Plumlee),33,47
158,2,5:35.0,M. Plumlee makes 2-pt dunk at rim (assist by G. Antetokounmpo),,35,47
159,2,5:20.0,,R. Covington misses 3-pt jump shot from 25 ft,35,47
160,2,5:19.0,Defensive rebound by G. Antetokounmpo,,35,47
161,2,5:13.0,Personal foul by I. Smith (drawn by G. Antetokounmpo),,35,47
162,2,5:13.0,Official timeout,,35,47
163,2,5:13.0,,G. Robinson enters the game for H. Thompson,35,47
164,2,5:11.0,M. Plumlee misses 2-pt layup from 2 ft,,35,47
165,2,5:09.0,,Defensive rebound by R. Covington,35,47
166,2,4:48.0,,I. Smith makes 2-pt jump shot from 6 ft (assist by J. Grant),35,49
167,2,4:31.0,T. Ennis misses 2-pt jump shot from 16 ft,,35,49
168,2,4:29.0,Offensive rebound by G. Antetokounmpo,,35,49
169,2,4:29.0,G. Antetokounmpo makes 2-pt dunk at rim,,37,49
170,2,4:13.0,,Turnover by R. Covington (traveling),37,49
171,2,4:13.0,,T. Robinson enters the game for J. Grant,37,49
172,2,3:58.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Bayless),,39,49
173,2,3:48.0,,I. Smith misses 2-pt jump shot from 16 ft,39,49
174,2,3:46.0,Defensive rebound by G. Antetokounmpo,,39,49
175,2,3:39.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,39,49
176,2,3:36.0,,Defensive rebound by T. Robinson,39,49
177,2,3:27.0,,T. Robinson misses 2-pt jump shot from 4 ft,39,49
178,2,3:27.0,,Offensive rebound by Team,39,49
179,2,3:27.0,Loose ball foul by J. Bayless (drawn by F. Aldemir),,39,49
180,2,3:27.0,Z. Pachulia enters the game for M. Plumlee,,39,49
181,2,3:18.0,,R. Covington makes 2-pt jump shot from 3 ft (assist by F. Aldemir),39,51
182,2,3:18.0,,Shooting foul by J. Gutiérrez (drawn by R. Covington),39,51
183,2,3:18.0,,H. Thompson enters the game for I. Smith,39,51
184,2,3:18.0,M. Carter-Williams enters the game for J. Bayless,,39,51
185,2,3:18.0,,R. Covington misses free throw 1 of 1,39,51
186,2,3:16.0,,Offensive rebound by R. Covington,39,51
187,2,3:16.0,,Shooting foul by M. Carter-Williams (drawn by R. Covington),39,51
188,2,3:16.0,,R. Covington makes free throw 1 of 2,39,52
189,2,3:16.0,,R. Covington makes free throw 2 of 2,39,53
190,2,2:59.0,M. Carter-Williams misses 2-pt jump shot from 21 ft,,39,53
191,2,2:57.0,,Defensive rebound by F. Aldemir,39,53
192,2,2:47.0,,Turnover by R. Covington (bad pass),39,53
193,2,2:47.0,Milwaukee full timeout,,39,53
194,2,2:47.0,E. İlyasova enters the game for G. Antetokounmpo,,39,53
195,2,2:47.0,K. Middleton enters the game for J. Gutiérrez,,39,53
196,2,2:36.0,Z. Pachulia misses 2-pt jump shot from 11 ft,,39,53
197,2,2:34.0,Offensive rebound by T. Ennis,,39,53
198,2,2:32.0,E. İlyasova makes 3-pt jump shot from 23 ft (assist by T. Ennis),,42,53
199,2,2:16.0,,F. Aldemir makes 2-pt dunk at rim (assist by T. Robinson),42,55
200,2,2:04.0,Shooting block foul by F. Aldemir (drawn by M. Carter-Williams),,42,55
201,2,2:04.0,M. Carter-Williams makes free throw 1 of 2,,43,55
202,2,2:04.0,M. Carter-Williams misses free throw 2 of 2,,43,55
203,2,2:03.0,,Defensive rebound by F. Aldemir,43,55
204,2,1:55.0,,H. Thompson misses 2-pt jump shot from 9 ft,43,55
205,2,1:53.0,Defensive rebound by E. İlyasova,,43,55
206,2,1:53.0,,Loose ball foul by H. Thompson (drawn by E. İlyasova),43,55
207,2,1:42.0,M. Carter-Williams misses 2-pt jump shot from 5 ft (block by R. Covington),,43,55
208,2,1:40.0,Offensive rebound by Z. Pachulia,,43,55
209,2,1:38.0,Z. Pachulia misses 2-pt jump shot from 11 ft,,43,55
210,2,1:37.0,,Defensive rebound by T. Robinson,43,55
211,2,1:31.0,,Turnover by G. Robinson (lost ball; steal by E. İlyasova),43,55
212,2,1:22.0,E. İlyasova makes 2-pt layup at rim (assist by K. Middleton),,45,55
213,2,1:22.0,,Philadelphia full timeout,45,55
214,2,1:22.0,,I. Smith enters the game for G. Robinson,45,55
215,2,1:22.0,,H. Sims enters the game for F. Aldemir,45,55
216,2,1:08.0,,Turnover by H. Sims (lost ball; steal by E. İlyasova),45,55
217,2,0:58.0,E. İlyasova misses 2-pt jump shot from 9 ft (block by R. Covington),,45,55
218,2,0:58.0,Offensive rebound by Z. Pachulia,,45,55
219,2,0:56.0,Z. Pachulia misses 2-pt jump shot from 3 ft,,45,55
220,2,0:55.0,Offensive rebound by Z. Pachulia,,45,55
221,2,0:55.0,Shooting foul by R. Covington (drawn by Z. Pachulia),,45,55
222,2,0:55.0,Z. Pachulia misses free throw 1 of 2,,45,55
223,2,0:55.0,Offensive rebound by Team,,45,55
224,2,0:55.0,Z. Pachulia makes free throw 2 of 2,,46,55
225,2,0:45.0,,Turnover by H. Sims (offensive foul),46,55
226,2,0:45.0,Offensive charge foul by H. Sims (drawn by E. İlyasova),,46,55
227,2,0:45.0,,J. Grant enters the game for H. Thompson,46,55
228,2,0:37.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by T. Ennis),,49,55
229,2,0:27.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Grant),49,58
230,2,0:03.0,E. İlyasova makes 3-pt jump shot from 23 ft (assist by K. Middleton),,52,58
231,3,11:38.0,M. Carter-Williams misses 2-pt jump shot from 12 ft,,52,58
232,3,11:36.0,Offensive rebound by E. İlyasova,,52,58
233,3,11:36.0,Turnover by Team (shot clock),,52,58
234,3,11:30.0,,Personal foul by Z. Pachulia (drawn by F. Aldemir),52,58
235,3,11:11.0,,J. Grant misses 2-pt layup from 1 ft,52,58
236,3,11:09.0,Defensive rebound by Z. Pachulia,,52,58
237,3,11:06.0,Shooting foul by J. Grant (drawn by G. Antetokounmpo),,52,58
238,3,11:06.0,G. Antetokounmpo makes free throw 1 of 2,,53,58
239,3,11:06.0,G. Antetokounmpo makes free throw 2 of 2,,54,58
240,3,10:55.0,,H. Thompson misses 2-pt jump shot from 6 ft,54,58
241,3,10:53.0,Defensive rebound by E. İlyasova,,54,58
242,3,10:35.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by M. Carter-Williams),,56,58
243,3,10:20.0,,Personal foul by G. Antetokounmpo (drawn by R. Covington),56,58
244,3,10:12.0,,J. Grant misses 3-pt jump shot from 23 ft,56,58
245,3,10:09.0,Defensive rebound by G. Antetokounmpo,,56,58
246,3,10:06.0,Turnover by Z. Pachulia (lost ball; steal by I. Smith),,56,58
247,3,10:05.0,,Turnover by I. Smith (lost ball),56,58
248,3,9:57.0,K. Middleton misses 3-pt jump shot from 25 ft,,56,58
249,3,9:55.0,,Defensive rebound by J. Grant,56,58
250,3,9:51.0,Offensive charge foul by J. Grant (drawn by E. İlyasova),,56,58
251,3,9:51.0,,Turnover by J. Grant (offensive foul),56,58
252,3,9:44.0,Shooting foul by F. Aldemir (drawn by M. Carter-Williams),,56,58
253,3,9:44.0,M. Carter-Williams makes free throw 1 of 2,,57,58
254,3,9:44.0,M. Carter-Williams makes free throw 2 of 2,,58,58
255,3,9:27.0,,Shooting foul by G. Antetokounmpo (drawn by R. Covington),58,58
256,3,9:27.0,,R. Covington makes free throw 1 of 3,58,59
257,3,9:27.0,,R. Covington makes free throw 2 of 3,58,60
258,3,9:27.0,,R. Covington makes free throw 3 of 3,58,61
259,3,9:08.0,Z. Pachulia misses 2-pt layup at rim (block by R. Covington),,58,61
260,3,9:07.0,,Defensive rebound by Team,58,61
261,3,8:46.0,,Turnover by R. Covington (3 sec),58,61
262,3,8:35.0,Turnover by M. Carter-Williams (lost ball; steal by I. Smith),,58,61
263,3,8:31.0,,R. Covington misses 2-pt dunk at rim,58,61
264,3,8:29.0,Defensive rebound by M. Carter-Williams,,58,61
265,3,8:24.0,G. Antetokounmpo misses 2-pt jump shot from 3 ft (block by R. Covington),,58,61
266,3,8:24.0,Offensive rebound by Team,,58,61
267,3,8:22.0,E. İlyasova misses 2-pt jump shot from 23 ft,,58,61
268,3,8:20.0,,Defensive rebound by R. Covington,58,61
269,3,8:04.0,,Turnover by I. Smith (lost ball; steal by Z. Pachulia),58,61
270,3,8:00.0,E. İlyasova makes 2-pt dunk at rim (assist by M. Carter-Williams),,60,61
271,3,7:58.0,,Philadelphia full timeout,60,61
272,3,7:58.0,,J. Sampson enters the game for I. Smith,60,61
273,3,7:40.0,,J. Sampson misses 3-pt jump shot from 26 ft,60,61
274,3,7:38.0,Defensive rebound by Z. Pachulia,,60,61
275,3,7:33.0,Shooting foul by J. Grant (drawn by G. Antetokounmpo),,60,61
276,3,7:33.0,G. Antetokounmpo makes free throw 1 of 2,,61,61
277,3,7:33.0,,T. Robinson enters the game for J. Grant,61,61
278,3,7:33.0,G. Antetokounmpo makes free throw 2 of 2,,62,61
279,3,7:19.0,,Shooting foul by G. Antetokounmpo (drawn by R. Covington),62,61
280,3,7:19.0,,R. Covington makes free throw 1 of 2,62,62
281,3,7:19.0,,R. Covington makes free throw 2 of 2,62,63
282,3,7:06.0,Z. Pachulia misses 2-pt jump shot from 7 ft,,62,63
283,3,7:05.0,,Defensive rebound by T. Robinson,62,63
284,3,6:58.0,,Turnover by R. Covington (lost ball),62,63
285,3,6:52.0,K. Middleton misses 2-pt layup from 2 ft,,62,63
286,3,6:50.0,Offensive rebound by Z. Pachulia,,62,63
287,3,6:50.0,Z. Pachulia misses 2-pt tip-in from 1 ft,,62,63
288,3,6:49.0,,Defensive rebound by Team,62,63
289,3,6:28.0,,T. Robinson misses 2-pt layup from 2 ft,62,63
290,3,6:26.0,,Offensive rebound by Team,62,63
291,3,6:26.0,,Turnover by Team (shot clock),62,63
292,3,6:13.0,M. Carter-Williams makes 2-pt jump shot from 10 ft,,64,63
293,3,5:45.0,,Turnover by F. Aldemir (lost ball),64,63
294,3,5:45.0,,G. Robinson enters the game for H. Thompson,64,63
295,3,5:36.0,Shooting foul by F. Aldemir (drawn by M. Carter-Williams),,64,63
296,3,5:36.0,M. Carter-Williams misses free throw 1 of 2,,64,63
297,3,5:36.0,Offensive rebound by Team,,64,63
298,3,5:36.0,,H. Sims enters the game for F. Aldemir,64,63
299,3,5:36.0,M. Carter-Williams misses free throw 2 of 2,,64,63
300,3,5:35.0,,Defensive rebound by R. Covington,64,63
301,3,5:22.0,,T. Robinson makes 2-pt layup from 3 ft (assist by G. Robinson),64,65
302,3,5:00.0,Turnover by Z. Pachulia (lost ball; steal by H. Sims),,64,65
303,3,4:39.0,,R. Covington misses 3-pt jump shot from 28 ft,64,65
304,3,4:38.0,,Offensive rebound by Team,64,65
305,3,4:38.0,Loose ball foul by M. Carter-Williams (drawn by T. Robinson),,64,65
306,3,4:38.0,,T. Robinson misses free throw 1 of 2,64,65
307,3,4:38.0,,Offensive rebound by Team,64,65
308,3,4:38.0,O. Mayo enters the game for G. Antetokounmpo,,64,65
309,3,4:38.0,,H. Thompson enters the game for R. Covington,64,65
310,3,4:38.0,,T. Robinson makes free throw 2 of 2,64,66
311,3,4:26.0,K. Middleton misses 2-pt layup at rim,,64,66
312,3,4:23.0,Offensive rebound by K. Middleton,,64,66
313,3,4:23.0,K. Middleton makes 2-pt tip-in from 1 ft,,66,66
314,3,4:02.0,,H. Sims misses 2-pt jump shot from 11 ft,66,66
315,3,4:02.0,,Offensive rebound by Team,66,66
316,3,4:02.0,Loose ball foul by E. İlyasova (drawn by T. Robinson),,66,66
317,3,4:02.0,,T. Robinson makes free throw 1 of 2,66,67
318,3,4:02.0,,T. Robinson makes free throw 2 of 2,66,68
319,3,3:44.0,Turnover by E. İlyasova (bad pass; steal by G. Robinson),,66,68
320,3,3:39.0,,G. Robinson makes 2-pt layup from 1 ft,66,70
321,3,3:25.0,M. Carter-Williams misses 2-pt jump shot from 9 ft,,66,70
322,3,3:24.0,,Defensive rebound by J. Sampson,66,70
323,3,3:21.0,,Turnover by J. Sampson (lost ball; steal by O. Mayo),66,70
324,3,3:19.0,Shooting foul by H. Sims (drawn by O. Mayo),,66,70
325,3,3:19.0,O. Mayo makes free throw 1 of 2,,67,70
326,3,3:19.0,J. Henson enters the game for Z. Pachulia,,67,70
327,3,3:19.0,O. Mayo makes free throw 2 of 2,,68,70
328,3,3:06.0,,Turnover by J. Sampson (bad pass; steal by M. Carter-Williams),68,70
329,3,3:01.0,Shooting foul by H. Thompson (drawn by E. İlyasova),,68,70
330,3,3:01.0,E. İlyasova misses free throw 1 of 2,,68,70
331,3,3:01.0,Offensive rebound by Team,,68,70
332,3,3:01.0,E. İlyasova makes free throw 2 of 2,,69,70
333,3,2:53.0,,Personal foul by J. Henson (drawn by H. Sims),69,70
334,3,2:53.0,Milwaukee full timeout,,69,70
335,3,2:53.0,,H. Sims makes free throw 1 of 2,69,71
336,3,2:53.0,,H. Sims makes free throw 2 of 2,69,72
337,3,2:45.0,Shooting foul by T. Robinson (drawn by M. Carter-Williams),,69,72
338,3,2:45.0,M. Carter-Williams makes free throw 1 of 2,,70,72
339,3,2:45.0,M. Carter-Williams makes free throw 2 of 2,,71,72
340,3,2:27.0,,Shooting foul by K. Middleton (drawn by H. Thompson),71,72
341,3,2:27.0,,H. Thompson makes free throw 1 of 2,71,73
342,3,2:27.0,,H. Thompson makes free throw 2 of 2,71,74
343,3,2:07.0,M. Carter-Williams makes 2-pt jump shot from 19 ft,,73,74
344,3,1:46.0,,T. Robinson misses 2-pt layup from 2 ft,73,74
345,3,1:44.0,,Offensive rebound by T. Robinson,73,74
346,3,1:44.0,,H. Sims misses 2-pt tip-in from 2 ft,73,74
347,3,1:42.0,,Offensive rebound by H. Thompson,73,74
348,3,1:41.0,,H. Thompson misses 2-pt layup from 1 ft,73,74
349,3,1:40.0,,Offensive rebound by H. Thompson,73,74
350,3,1:37.0,,J. Sampson misses 3-pt jump shot from 26 ft,73,74
351,3,1:35.0,Defensive rebound by M. Carter-Williams,,73,74
352,3,1:31.0,K. Middleton misses 2-pt jump shot from 21 ft,,73,74
353,3,1:29.0,,Defensive rebound by H. Sims,73,74
354,3,1:09.0,,Turnover by H. Thompson (bad pass; steal by M. Carter-Williams),73,74
355,3,1:07.0,M. Carter-Williams makes 2-pt dunk at rim,,75,74
356,3,0:48.0,,H. Thompson misses 3-pt jump shot from 23 ft,75,74
357,3,0:45.0,,Offensive rebound by T. Robinson,75,74
358,3,0:45.0,,T. Robinson makes 2-pt layup from 1 ft,75,76
359,3,0:37.0,M. Carter-Williams makes 2-pt jump shot from 17 ft,,77,76
360,3,0:30.0,,T. Robinson makes 2-pt jump shot from 18 ft (assist by J. Sampson),77,78
361,3,0:15.0,M. Carter-Williams makes 2-pt layup from 1 ft,,79,78
362,3,0:15.0,Shooting foul by H. Thompson (drawn by M. Carter-Williams),,79,78
363,3,0:15.0,,I. Smith enters the game for J. Sampson,79,78
364,3,0:15.0,M. Carter-Williams makes free throw 1 of 1,,80,78
365,4,11:43.0,,Turnover by I. Smith (bad pass; steal by O. Mayo),80,78
366,4,11:39.0,O. Mayo makes 2-pt layup from 1 ft,,82,78
367,4,11:29.0,,Shooting foul by J. Henson (drawn by T. Robinson),82,78
368,4,11:29.0,,T. Robinson makes free throw 1 of 2,82,79
369,4,11:29.0,,T. Robinson misses free throw 2 of 2,82,79
370,4,11:27.0,Defensive rebound by J. Bayless,,82,79
371,4,11:08.0,O. Mayo makes 2-pt hook shot from 7 ft (assist by M. Carter-Williams),,84,79
372,4,10:56.0,,Turnover by T. Robinson (lost ball; steal by M. Carter-Williams),84,79
373,4,10:53.0,Shooting foul by G. Robinson (drawn by G. Antetokounmpo),,84,79
374,4,10:53.0,G. Antetokounmpo makes free throw 1 of 2,,85,79
375,4,10:53.0,G. Antetokounmpo misses free throw 2 of 2,,85,79
376,4,10:51.0,Offensive rebound by Team,,85,79
