,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DETROIT_ACTION,MILWAUKEE_SCORE,DETROIT_SCORE
0,1,11:38.0,,Shooting foul by J. Parker (drawn by G. Monroe),0,0
1,1,11:38.0,,G. Monroe misses free throw 1 of 2,0,0
2,1,11:38.0,,Offensive rebound by Team,0,0
3,1,11:38.0,,G. Monroe makes free throw 2 of 2,0,1
4,1,11:25.0,L. Sanders makes 2-pt jump shot from 14 ft (assist by J. Parker),,2,1
5,1,11:10.0,,Turnover by A. Drummond (offensive goaltending),2,1
6,1,10:57.0,B. Knight misses 2-pt jump shot from 22 ft,,2,1
7,1,10:56.0,,Defensive rebound by A. Drummond,2,1
8,1,10:42.0,,Turnover by A. Drummond (bad pass; steal by L. Sanders),2,1
9,1,10:36.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,2,1
10,1,10:35.0,Offensive rebound by L. Sanders,,2,1
11,1,10:34.0,L. Sanders misses 2-pt tip-in at rim,,2,1
12,1,10:33.0,,Defensive rebound by A. Drummond,2,1
13,1,10:22.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,2,1
14,1,10:21.0,Defensive rebound by B. Knight,,2,1
15,1,10:13.0,G. Antetokounmpo makes 2-pt jump shot from 18 ft (assist by B. Knight),,4,1
16,1,9:55.0,,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,4,1
17,1,9:54.0,Defensive rebound by G. Antetokounmpo,,4,1
18,1,9:45.0,L. Sanders makes 2-pt hook shot from 5 ft (assist by O. Mayo),,6,1
19,1,9:41.0,,Detroit full timeout,6,1
20,1,9:29.0,,J. Smith makes 2-pt layup from 1 ft,6,3
21,1,9:13.0,L. Sanders misses 2-pt hook shot from 5 ft,,6,3
22,1,9:13.0,,Defensive rebound by Team,6,3
23,1,9:13.0,,Personal foul by L. Sanders (drawn by A. Drummond),6,3
24,1,9:06.0,,Shooting foul by B. Knight (drawn by D. Augustin),6,3
25,1,9:06.0,,D. Augustin makes free throw 1 of 2,6,4
26,1,9:06.0,,D. Augustin makes free throw 2 of 2,6,5
27,1,8:56.0,O. Mayo misses 2-pt jump shot from 20 ft,,6,5
28,1,8:55.0,,Defensive rebound by A. Drummond,6,5
29,1,8:49.0,,A. Drummond makes 2-pt dunk at rim (assist by J. Smith),6,7
30,1,8:38.0,J. Parker misses 2-pt jump shot from 21 ft,,6,7
31,1,8:37.0,,Defensive rebound by A. Drummond,6,7
32,1,8:24.0,,K. Caldwell-Pope makes 2-pt layup at rim,6,9
33,1,8:09.0,Turnover by L. Sanders (bad pass),,6,9
34,1,7:49.0,,J. Smith makes 2-pt jump shot from 14 ft (assist by D. Augustin),6,11
35,1,7:34.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,6,11
36,1,7:33.0,,Defensive rebound by A. Drummond,6,11
37,1,7:20.0,,D. Augustin makes 3-pt jump shot from 27 ft (assist by G. Monroe),6,14
38,1,7:19.0,Milwaukee full timeout,,6,14
39,1,7:08.0,O. Mayo misses 3-pt jump shot from 27 ft,,6,14
40,1,7:07.0,Offensive rebound by L. Sanders,,6,14
41,1,7:06.0,L. Sanders makes 2-pt layup at rim,,8,14
42,1,6:43.0,,D. Augustin misses 2-pt jump shot from 6 ft,8,14
43,1,6:40.0,Defensive rebound by G. Antetokounmpo,,8,14
44,1,6:36.0,O. Mayo makes 2-pt layup at rim (assist by G. Antetokounmpo),,10,14
45,1,6:16.0,,J. Smith misses 2-pt layup from 1 ft (block by G. Antetokounmpo),10,14
46,1,6:13.0,,Offensive rebound by A. Drummond,10,14
47,1,6:12.0,,A. Drummond misses 2-pt layup at rim,10,14
48,1,6:12.0,,Offensive rebound by A. Drummond,10,14
49,1,6:11.0,,A. Drummond makes 2-pt tip-in at rim,10,16
50,1,6:00.0,B. Knight makes 2-pt jump shot from 17 ft,,12,16
51,1,5:45.0,,Shooting foul by L. Sanders (drawn by D. Augustin),12,16
52,1,5:45.0,,D. Augustin makes free throw 1 of 2,12,17
53,1,5:45.0,E. İlyasova enters the game for L. Sanders,,12,17
54,1,5:45.0,,D. Augustin makes free throw 2 of 2,12,18
55,1,5:34.0,Turnover by J. Parker (bad pass; steal by A. Drummond),,12,18
56,1,5:23.0,,Turnover by J. Smith (bad pass; steal by J. Parker),12,18
57,1,5:18.0,E. İlyasova makes 2-pt layup at rim (assist by O. Mayo),,14,18
58,1,4:53.0,,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,14,18
59,1,4:52.0,Defensive rebound by G. Antetokounmpo,,14,18
60,1,4:44.0,B. Knight misses 3-pt jump shot from 26 ft,,14,18
61,1,4:43.0,,Defensive rebound by A. Drummond,14,18
62,1,4:35.0,,Turnover by D. Augustin (lost ball; steal by O. Mayo),14,18
63,1,4:35.0,Personal foul by K. Caldwell-Pope (drawn by O. Mayo),,14,18
64,1,4:35.0,,C. Butler enters the game for A. Drummond,14,18
65,1,4:19.0,B. Knight misses 3-pt jump shot from 26 ft,,14,18
66,1,4:18.0,,Defensive rebound by J. Smith,14,18
67,1,4:04.0,,D. Augustin misses 3-pt jump shot from 26 ft,14,18
68,1,4:03.0,,Offensive rebound by G. Monroe,14,18
69,1,3:58.0,,G. Monroe makes 2-pt layup at rim,14,20
70,1,3:38.0,Turnover by G. Antetokounmpo (palming),,14,20
71,1,3:28.0,,Turnover by J. Smith (bad pass; steal by E. İlyasova),14,20
72,1,3:22.0,G. Antetokounmpo makes 2-pt layup at rim,,16,20
73,1,3:06.0,,J. Smith makes 2-pt layup at rim (assist by D. Augustin),16,22
74,1,2:47.0,J. Parker makes 2-pt dunk at rim (assist by B. Knight),,18,22
75,1,2:23.0,,C. Butler misses 3-pt jump shot from 26 ft,18,22
76,1,2:22.0,Defensive rebound by B. Knight,,18,22
77,1,2:13.0,E. İlyasova makes 3-pt jump shot from 26 ft (assist by B. Knight),,21,22
78,1,1:46.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by G. Monroe),21,25
79,1,1:28.0,O. Mayo makes 2-pt layup at rim (assist by E. İlyasova),,23,25
80,1,1:04.0,,D. Augustin misses 3-pt jump shot from 23 ft,23,25
81,1,1:03.0,Defensive rebound by E. İlyasova,,23,25
82,1,0:53.0,Turnover by J. Parker (bad pass; steal by G. Monroe),,23,25
83,1,0:52.0,,Personal foul by O. Mayo (drawn by D. Augustin),23,25
84,1,0:52.0,,D. Augustin makes free throw 1 of 2,23,26
85,1,0:52.0,K. Middleton enters the game for G. Antetokounmpo,,23,26
86,1,0:52.0,J. Bayless enters the game for O. Mayo,,23,26
87,1,0:52.0,,J. Jerebko enters the game for J. Smith,23,26
88,1,0:52.0,,D. Augustin makes free throw 2 of 2,23,27
89,1,0:41.0,Shooting foul by G. Monroe (drawn by B. Knight),,23,27
90,1,0:41.0,B. Knight makes free throw 1 of 2,,24,27
91,1,0:41.0,J. Dudley enters the game for J. Parker,,24,27
92,1,0:41.0,B. Knight makes free throw 2 of 2,,25,27
