,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DETROIT_ACTION,BROOKLYN_SCORE,DETROIT_SCORE
388,4,3:32.0,,Offensive rebound by J. Smith,96,86
389,4,3:32.0,,Shooting foul by D. Williams (drawn by J. Smith),96,86
390,4,3:32.0,,J. Smith misses free throw 1 of 2,96,86
391,4,3:32.0,,Offensive rebound by Team,96,86
392,4,3:32.0,,J. Smith misses free throw 2 of 2,96,86
393,4,3:30.0,Defensive rebound by J. Jack,,96,86
394,4,3:09.0,J. Johnson makes 2-pt jump shot from 6 ft,,98,86
395,4,3:01.0,,Personal foul by D. Williams (drawn by D. Augustin),98,86
396,4,2:53.0,,B. Jennings misses 3-pt jump shot from 23 ft,98,86
397,4,2:52.0,Defensive rebound by M. Teletović,,98,86
398,4,2:35.0,J. Johnson makes 2-pt jump shot from 18 ft,,100,86
399,4,2:35.0,,Detroit full timeout,100,86
400,4,2:22.0,,Personal foul by D. Williams (drawn by K. Caldwell-Pope),100,86
401,4,2:22.0,,K. Caldwell-Pope makes free throw 1 of 2,100,87
402,4,2:22.0,,K. Caldwell-Pope makes free throw 2 of 2,100,88
403,4,1:59.0,M. Teletović misses 3-pt jump shot from 25 ft,,100,88
404,4,1:58.0,,Defensive rebound by K. Caldwell-Pope,100,88
405,4,1:49.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,100,88
406,4,1:48.0,Defensive rebound by J. Jack,,100,88
407,4,1:34.0,,Offensive charge foul by M. Teletović (drawn by D. Augustin),100,88
408,4,1:34.0,Turnover by M. Teletović (offensive foul),,100,88
409,4,1:16.0,,B. Jennings misses 2-pt jump shot from 10 ft,100,88
410,4,1:15.0,Defensive rebound by M. Teletović,,100,88
411,4,1:00.0,K. Garnett makes 2-pt layup from 1 ft (assist by M. Teletović),,102,88
412,4,0:52.0,,Personal foul by J. Jack (drawn by B. Jennings),102,88
413,4,0:52.0,,B. Jennings makes free throw 1 of 2,102,89
414,4,0:52.0,,B. Jennings makes free throw 2 of 2,102,90
415,4,0:37.0,Personal foul by B. Jennings (drawn by D. Williams),,102,90
416,4,0:23.0,J. Johnson misses 3-pt jump shot from 26 ft,,102,90
417,4,0:21.0,,Defensive rebound by G. Monroe,102,90
418,4,0:14.0,,B. Jennings misses 2-pt layup at rim,102,90
419,4,0:13.0,Defensive rebound by J. Johnson,,102,90
