,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CLEVELAND_ACTION,MILWAUKEE_SCORE,CLEVELAND_SCORE
0,1,11:41.0,,K. Irving misses 3-pt jump shot from 23 ft,0,0
1,1,11:40.0,Defensive rebound by G. Antetokounmpo,,0,0
2,1,11:22.0,Z. Pachulia misses 2-pt hook shot from 10 ft,,0,0
3,1,11:20.0,,Defensive rebound by T. Thompson,0,0
4,1,11:07.0,,T. Thompson misses 2-pt jump shot from 9 ft,0,0
5,1,11:06.0,,Offensive rebound by T. Thompson,0,0
6,1,11:04.0,,T. Thompson misses 2-pt layup from 1 ft (block by G. Antetokounmpo),0,0
7,1,11:01.0,Defensive rebound by B. Knight,,0,0
8,1,10:57.0,B. Knight makes 3-pt jump shot from 26 ft,,3,0
9,1,10:44.0,,K. Irving misses 2-pt jump shot from 17 ft,3,0
10,1,10:43.0,Defensive rebound by K. Middleton,,3,0
11,1,10:37.0,B. Knight makes 3-pt jump shot from 25 ft,,6,0
12,1,10:15.0,,Turnover by M. Dellavedova (bad pass),6,0
13,1,10:04.0,,Violation by B. Haywood (kicked ball),6,0
14,1,10:00.0,Shooting foul by M. Miller (drawn by G. Antetokounmpo),,6,0
15,1,10:00.0,G. Antetokounmpo misses free throw 1 of 2,,6,0
16,1,10:00.0,Offensive rebound by Team,,6,0
17,1,10:00.0,G. Antetokounmpo makes free throw 2 of 2,,7,0
18,1,9:47.0,,M. Miller makes 3-pt jump shot from 24 ft (assist by K. Irving),7,3
19,1,9:30.0,K. Middleton misses 2-pt jump shot from 6 ft,,7,3
20,1,9:29.0,,Defensive rebound by T. Thompson,7,3
21,1,9:19.0,,T. Thompson makes 2-pt layup from 2 ft (assist by K. Irving),7,5
22,1,9:09.0,B. Knight misses 2-pt jump shot from 14 ft,,7,5
23,1,9:08.0,,Defensive rebound by K. Irving,7,5
24,1,8:50.0,,T. Thompson makes 2-pt jump shot from 7 ft (assist by M. Miller),7,7
25,1,8:33.0,K. Middleton misses 2-pt jump shot from 9 ft,,7,7
26,1,8:31.0,,Defensive rebound by M. Miller,7,7
27,1,8:29.0,,Turnover by M. Miller (bad pass; steal by B. Knight),7,7
28,1,8:23.0,Shooting foul by B. Haywood (drawn by K. Middleton),,7,7
29,1,8:23.0,K. Middleton misses free throw 1 of 2,,7,7
30,1,8:23.0,Offensive rebound by Team,,7,7
31,1,8:23.0,K. Middleton makes free throw 2 of 2,,8,7
32,1,8:08.0,,M. Miller makes 2-pt jump shot from 19 ft,8,9
33,1,7:48.0,Personal foul by M. Miller (drawn by G. Antetokounmpo),,8,9
34,1,7:48.0,,J. Harris enters the game for M. Miller,8,9
35,1,7:44.0,Z. Pachulia misses 2-pt layup from 2 ft (block by B. Haywood),,8,9
36,1,7:41.0,,Defensive rebound by B. Haywood,8,9
37,1,7:39.0,,Turnover by B. Haywood (bad pass; steal by J. O'Bryant),8,9
38,1,7:24.0,J. O'Bryant misses 2-pt jump shot from 15 ft,,8,9
39,1,7:23.0,,Defensive rebound by T. Thompson,8,9
40,1,7:09.0,,K. Irving misses 3-pt jump shot from 26 ft,8,9
41,1,7:08.0,Defensive rebound by G. Antetokounmpo,,8,9
42,1,6:59.0,B. Knight misses 3-pt jump shot from 25 ft,,8,9
43,1,6:58.0,Offensive rebound by J. O'Bryant,,8,9
44,1,6:44.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,11,9
45,1,6:30.0,,Personal foul by B. Knight (drawn by K. Irving),11,9
46,1,6:30.0,J. Dudley enters the game for J. O'Bryant,,11,9
47,1,6:30.0,,L. Amundson enters the game for B. Haywood,11,9
48,1,6:24.0,,Shooting foul by Z. Pachulia (drawn by T. Thompson),11,9
49,1,6:24.0,,T. Thompson makes free throw 1 of 2,11,10
50,1,6:24.0,,D. Waiters enters the game for M. Dellavedova,11,10
51,1,6:24.0,,T. Thompson makes free throw 2 of 2,11,11
52,1,6:11.0,Z. Pachulia makes 2-pt dunk at rim (assist by J. Dudley),,13,11
53,1,5:41.0,,J. Harris misses 3-pt jump shot from 23 ft,13,11
54,1,5:39.0,Defensive rebound by K. Middleton,,13,11
55,1,5:23.0,Turnover by K. Middleton (bad pass; steal by D. Waiters),,13,11
56,1,5:13.0,,K. Irving makes 2-pt jump shot from 4 ft (assist by T. Thompson),13,13
57,1,4:57.0,Turnover by G. Antetokounmpo (bad pass),,13,13
58,1,4:57.0,,Cleveland full timeout,13,13
59,1,4:57.0,J. Henson enters the game for Z. Pachulia,,13,13
60,1,4:43.0,,L. Amundson misses 2-pt layup at rim,13,13
61,1,4:41.0,,Offensive rebound by T. Thompson,13,13
62,1,4:41.0,,T. Thompson misses 2-pt tip-in from 1 ft,13,13
63,1,4:40.0,Defensive rebound by K. Middleton,,13,13
64,1,4:26.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,15,13
65,1,4:16.0,,D. Waiters makes 2-pt layup from 1 ft,15,15
66,1,4:02.0,G. Antetokounmpo misses 2-pt jump shot from 4 ft (block by J. Harris),,15,15
67,1,4:00.0,Offensive rebound by J. Henson,,15,15
68,1,3:57.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by J. Henson),,18,15
69,1,3:42.0,,J. Harris misses 3-pt jump shot from 24 ft,18,15
70,1,3:41.0,,Offensive rebound by T. Thompson,18,15
71,1,3:37.0,,T. Thompson misses 2-pt jump shot from 4 ft,18,15
72,1,3:36.0,Defensive rebound by K. Middleton,,18,15
73,1,3:26.0,J. Henson makes 2-pt layup at rim (assist by B. Knight),,20,15
74,1,3:11.0,,Def 3 sec tech foul by J. Henson,20,15
75,1,3:11.0,,K. Irving makes technical free throw,20,16
76,1,3:10.0,O. Mayo enters the game for G. Antetokounmpo,,20,16
77,1,3:10.0,,M. Miller enters the game for K. Irving,20,16
78,1,3:10.0,,J. Jones enters the game for L. Amundson,20,16
79,1,3:10.0,,M. Dellavedova enters the game for J. Harris,20,16
