,QUARTER,TIME_REMAINING,DALLAS_ACTION,CHARLOTTE_ACTION,DALLAS_SCORE,CHARLOTTE_SCORE
54,1,4:09.0,Dallas full timeout,,23,17
55,1,3:48.0,C. Parsons makes 3-pt jump shot from 26 ft (assist by J. Nelson),,26,17
56,1,3:48.0,Shooting foul by P. Hairston (drawn by C. Parsons),,26,17
57,1,3:48.0,D. Harris enters the game for J. Nelson,,26,17
58,1,3:48.0,C. Parsons makes free throw 1 of 1,,27,17
59,1,3:35.0,,L. Stephenson misses 2-pt jump shot from 18 ft,27,17
60,1,3:33.0,,Offensive rebound by Team,27,17
61,1,3:25.0,,P. Hairston makes 3-pt jump shot from 26 ft (assist by K. Walker),27,20
62,1,3:02.0,M. Ellis makes 2-pt layup from 1 ft (assist by T. Chandler),,29,20
63,1,2:52.0,,Shooting foul by D. Harris (drawn by K. Walker),29,20
64,1,2:52.0,,K. Walker makes free throw 1 of 2,29,21
65,1,2:52.0,,B. Biyombo enters the game for A. Jefferson,29,21
66,1,2:52.0,A. Aminu enters the game for T. Chandler,,29,21
67,1,2:52.0,,K. Walker makes free throw 2 of 2,29,22
68,1,2:31.0,Turnover by B. Wright (traveling),,29,22
69,1,2:15.0,,P. Hairston misses 2-pt jump shot from 20 ft,29,22
70,1,2:13.0,Defensive rebound by D. Harris,,29,22
71,1,2:11.0,Personal foul by C. Zeller (drawn by A. Aminu),,29,22
72,1,2:11.0,,J. Pargo enters the game for L. Stephenson,29,22
73,1,2:08.0,Personal foul by J. Pargo (drawn by M. Ellis),,29,22
74,1,2:08.0,M. Ellis misses free throw 1 of 2,,29,22
75,1,2:08.0,Offensive rebound by Team,,29,22
76,1,2:08.0,M. Ellis makes free throw 2 of 2,,30,22
77,1,1:50.0,,K. Walker makes 2-pt layup from 1 ft,30,24
78,1,1:35.0,M. Ellis misses 2-pt layup from 1 ft,,30,24
79,1,1:33.0,Offensive rebound by B. Wright,,30,24
80,1,1:33.0,B. Wright makes 2-pt dunk at rim,,32,24
81,1,1:21.0,,P. Hairston misses 3-pt jump shot from 26 ft,32,24
82,1,1:20.0,Defensive rebound by A. Aminu,,32,24
83,1,1:10.0,A. Aminu misses 3-pt jump shot from 24 ft,,32,24
84,1,1:09.0,,Defensive rebound by B. Biyombo,32,24
85,1,0:58.0,,K. Walker misses 2-pt jump shot from 6 ft,32,24
86,1,0:57.0,Defensive rebound by C. Parsons,,32,24
87,1,0:36.0,D. Harris misses 3-pt jump shot from 23 ft,,32,24
88,1,0:35.0,,Defensive rebound by K. Walker,32,24
89,1,0:22.0,,Shooting foul by B. Wright (drawn by B. Biyombo),32,24
90,1,0:22.0,,B. Biyombo misses free throw 1 of 2,32,24
91,1,0:22.0,,Offensive rebound by Team,32,24
92,1,0:22.0,D. Nowitzki enters the game for C. Parsons,,32,24
93,1,0:22.0,J. Barea enters the game for M. Ellis,,32,24
94,1,0:22.0,,B. Biyombo misses free throw 2 of 2,32,24
95,1,0:20.0,Defensive rebound by A. Aminu,,32,24
96,1,0:02.0,B. Wright misses 2-pt layup from 2 ft (block by C. Zeller),,32,24
97,1,0:00.0,,Defensive rebound by B. Biyombo,32,24
98,2,11:40.0,B. Wright makes 2-pt layup from 1 ft (assist by J. Barea),,34,24
99,2,11:26.0,,L. Stephenson makes 2-pt jump shot from 18 ft,34,26
100,2,11:14.0,B. Wright misses 2-pt layup from 2 ft (block by B. Biyombo),,34,26
101,2,11:12.0,Offensive rebound by J. Barea,,34,26
102,2,11:09.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Harris),,37,26
103,2,10:50.0,,L. Stephenson misses 2-pt layup from 2 ft,37,26
104,2,10:49.0,Defensive rebound by A. Aminu,,37,26
105,2,10:43.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,37,26
106,2,10:41.0,,Defensive rebound by L. Stephenson,37,26
107,2,10:34.0,,L. Stephenson misses 2-pt layup from 2 ft,37,26
108,2,10:33.0,Defensive rebound by D. Nowitzki,,37,26
109,2,10:23.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by D. Harris),,40,26
110,2,10:17.0,,Charlotte full timeout,40,26
111,2,10:11.0,,B. Roberts misses 3-pt jump shot from 25 ft,40,26
112,2,10:10.0,,Offensive rebound by L. Stephenson,40,26
113,2,10:03.0,,C. Zeller misses 2-pt jump shot from 19 ft,40,26
114,2,10:02.0,Defensive rebound by A. Aminu,,40,26
115,2,9:42.0,Turnover by D. Nowitzki (bad pass; steal by B. Roberts),,40,26
116,2,9:32.0,,L. Stephenson makes 2-pt layup from 1 ft,40,28
117,2,9:32.0,,Shooting foul by B. Wright (drawn by L. Stephenson),40,28
118,2,9:32.0,T. Chandler enters the game for B. Wright,,40,28
119,2,9:32.0,,L. Stephenson misses free throw 1 of 1,40,28
120,2,9:31.0,Defensive rebound by A. Aminu,,40,28
121,2,9:21.0,T. Chandler makes 2-pt dunk at rim (assist by J. Barea),,42,28
122,2,9:02.0,,Personal foul by D. Nowitzki (drawn by C. Zeller),42,28
123,2,8:48.0,,J. Pargo makes 3-pt jump shot from 23 ft (assist by L. Stephenson),42,31
124,2,8:39.0,,M. Williams enters the game for C. Zeller,42,31
125,2,8:27.0,J. Barea misses 2-pt layup from 1 ft,,42,31
126,2,8:25.0,,Defensive rebound by B. Biyombo,42,31
127,2,8:15.0,,J. Pargo misses 2-pt jump shot from 16 ft,42,31
128,2,8:13.0,,Offensive rebound by B. Biyombo,42,31
129,2,8:06.0,,B. Biyombo misses 2-pt hook shot from 8 ft,42,31
130,2,8:03.0,Defensive rebound by T. Chandler,,42,31
131,2,7:46.0,T. Chandler makes 2-pt layup from 1 ft (assist by J. Barea),,44,31
132,2,7:33.0,,B. Roberts misses 2-pt jump shot from 20 ft,44,31
133,2,7:32.0,Defensive rebound by D. Nowitzki,,44,31
134,2,7:24.0,T. Chandler makes 2-pt dunk at rim (assist by D. Harris),,46,31
135,2,7:15.0,,Charlotte full timeout,46,31
136,2,7:15.0,,A. Jefferson enters the game for L. Stephenson,46,31
137,2,7:15.0,,P. Hairston enters the game for B. Biyombo,46,31
138,2,7:15.0,,G. Henderson enters the game for J. Pargo,46,31
139,2,7:07.0,,G. Henderson makes 2-pt dunk at rim (assist by A. Jefferson),46,33
140,2,6:45.0,J. Barea makes 2-pt jump shot from 8 ft,,48,33
141,2,6:29.0,,P. Hairston makes 3-pt jump shot from 22 ft (assist by G. Henderson),48,36
142,2,6:21.0,Dallas full timeout,,48,36
143,2,6:21.0,M. Ellis enters the game for D. Nowitzki,,48,36
144,2,6:21.0,C. Parsons enters the game for J. Barea,,48,36
145,2,6:06.0,T. Chandler makes 2-pt layup from 1 ft (assist by D. Harris),,50,36
146,2,5:53.0,,Turnover by B. Roberts (bad pass; steal by C. Parsons),50,36
147,2,5:45.0,C. Parsons makes 3-pt jump shot from 27 ft (assist by D. Harris),,53,36
148,2,5:34.0,J. Nelson enters the game for D. Harris,,53,36
149,2,5:34.0,,K. Walker enters the game for B. Roberts,53,36
150,2,5:17.0,,G. Henderson misses 2-pt jump shot from 17 ft (block by A. Aminu),53,36
151,2,5:17.0,,Offensive rebound by Team,53,36
152,2,5:17.0,,Turnover by Team (shot clock),53,36
153,2,4:58.0,C. Parsons misses 3-pt jump shot from 25 ft,,53,36
154,2,4:58.0,,Defensive rebound by Team,53,36
155,2,4:49.0,,Personal foul by J. Nelson (drawn by K. Walker),53,36
156,2,4:33.0,,P. Hairston misses 3-pt jump shot from 26 ft,53,36
157,2,4:32.0,Defensive rebound by C. Parsons,,53,36
158,2,4:26.0,T. Chandler makes 2-pt dunk at rim (assist by C. Parsons),,55,36
159,2,4:04.0,,Personal foul by C. Parsons (drawn by G. Henderson),55,36
160,2,3:51.0,,A. Jefferson misses 2-pt jump shot from 16 ft,55,36
161,2,3:50.0,Defensive rebound by C. Parsons,,55,36
162,2,3:44.0,Shooting foul by P. Hairston (drawn by A. Aminu),,55,36
163,2,3:44.0,A. Aminu makes free throw 1 of 2,,56,36
164,2,3:44.0,B. Wright enters the game for T. Chandler,,56,36
165,2,3:44.0,,C. Zeller enters the game for M. Williams,56,36
166,2,3:44.0,A. Aminu makes free throw 2 of 2,,57,36
167,2,3:25.0,,Turnover by A. Jefferson (bad pass; steal by B. Wright),57,36
168,2,3:23.0,Shooting block foul by P. Hairston (drawn by M. Ellis),,57,36
169,2,3:23.0,M. Ellis makes free throw 1 of 2,,58,36
170,2,3:23.0,,J. Pargo enters the game for P. Hairston,58,36
171,2,3:23.0,M. Ellis makes free throw 2 of 2,,59,36
172,2,3:12.0,,C. Zeller makes 2-pt dunk at rim (assist by K. Walker),59,38
173,2,3:00.0,C. Parsons misses 3-pt jump shot from 23 ft,,59,38
174,2,2:59.0,,Defensive rebound by K. Walker,59,38
175,2,2:46.0,,A. Jefferson misses 2-pt layup from 1 ft,59,38
176,2,2:45.0,,Offensive rebound by G. Henderson,59,38
177,2,2:34.0,,J. Pargo misses 3-pt jump shot from 26 ft,59,38
178,2,2:33.0,Defensive rebound by A. Aminu,,59,38
179,2,2:30.0,Dallas full timeout,,59,38
180,2,2:30.0,Official timeout,,59,38
181,2,2:30.0,D. Nowitzki enters the game for A. Aminu,,59,38
182,2,2:16.0,M. Ellis misses 2-pt layup from 1 ft,,59,38
183,2,2:15.0,,Defensive rebound by C. Zeller,59,38
184,2,2:03.0,,J. Pargo makes 3-pt jump shot from 26 ft (assist by A. Jefferson),59,41
185,2,1:48.0,Personal foul by J. Pargo (drawn by M. Ellis),,59,41
186,2,1:36.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,59,41
187,2,1:35.0,Offensive rebound by B. Wright,,59,41
188,2,1:22.0,M. Ellis makes 2-pt layup at rim,,61,41
189,2,1:06.0,,Shooting foul by D. Nowitzki (drawn by C. Zeller),61,41
190,2,1:06.0,,C. Zeller misses free throw 1 of 2,61,41
191,2,1:06.0,,Offensive rebound by Team,61,41
192,2,1:06.0,,C. Zeller misses free throw 2 of 2,61,41
193,2,1:04.0,Defensive rebound by C. Parsons,,61,41
194,2,0:58.0,Personal foul by K. Walker (drawn by B. Wright),,61,41
195,2,0:58.0,B. Wright makes free throw 1 of 2,,62,41
196,2,0:58.0,B. Wright misses free throw 2 of 2,,62,41
197,2,0:57.0,,Defensive rebound by G. Henderson,62,41
198,2,0:43.0,,G. Henderson makes 2-pt jump shot from 17 ft,62,43
199,2,0:33.0,J. Nelson makes 3-pt jump shot from 25 ft,,65,43
200,2,0:14.0,,A. Jefferson misses 2-pt layup from 1 ft,65,43
201,2,0:13.0,Defensive rebound by C. Parsons,,65,43
202,2,0:02.0,B. Wright makes 2-pt dunk at rim (assist by J. Nelson),,67,43
203,2,0:00.0,,J. Pargo misses 3-pt jump shot from 45 ft,67,43
204,2,0:00.0,,Offensive rebound by Team,67,43
205,3,11:50.0,T. Chandler makes 2-pt jump shot from 17 ft (assist by C. Parsons),,69,43
206,3,11:27.0,,M. Williams misses 2-pt jump shot from 4 ft,69,43
207,3,11:26.0,Defensive rebound by D. Nowitzki,,69,43
208,3,11:11.0,Personal foul by M. Williams (drawn by T. Chandler),,69,43
209,3,10:57.0,C. Parsons misses 3-pt jump shot from 26 ft,,69,43
210,3,10:56.0,,Defensive rebound by A. Jefferson,69,43
211,3,10:45.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),69,46
212,3,10:23.0,D. Nowitzki misses 2-pt jump shot from 9 ft,,69,46
213,3,10:22.0,,Defensive rebound by A. Jefferson,69,46
214,3,10:11.0,,A. Jefferson misses 2-pt jump shot from 10 ft,69,46
215,3,10:10.0,Defensive rebound by T. Chandler,,69,46
216,3,10:01.0,J. Nelson misses 3-pt jump shot from 25 ft,,69,46
217,3,10:00.0,,Defensive rebound by G. Henderson,69,46
218,3,9:51.0,,A. Jefferson misses 2-pt jump shot from 5 ft,69,46
219,3,9:50.0,Defensive rebound by C. Parsons,,69,46
220,3,9:42.0,M. Ellis misses 3-pt jump shot from 23 ft,,69,46
221,3,9:41.0,,Defensive rebound by Team,69,46
222,3,9:22.0,,A. Jefferson misses 2-pt jump shot from 10 ft,69,46
223,3,9:20.0,Defensive rebound by T. Chandler,,69,46
224,3,9:10.0,M. Ellis misses 2-pt jump shot from 19 ft,,69,46
225,3,9:08.0,Offensive rebound by T. Chandler,,69,46
226,3,8:51.0,C. Parsons misses 3-pt jump shot from 25 ft,,69,46
227,3,8:50.0,,Defensive rebound by A. Jefferson,69,46
228,3,8:41.0,,K. Walker makes 2-pt jump shot from 16 ft,69,48
229,3,8:21.0,D. Nowitzki misses 2-pt jump shot from 19 ft,,69,48
230,3,8:20.0,,Defensive rebound by A. Jefferson,69,48
231,3,8:08.0,,L. Stephenson makes 2-pt layup from 2 ft (assist by M. Williams),69,50
232,3,8:08.0,,Shooting foul by M. Ellis (drawn by L. Stephenson),69,50
233,3,8:08.0,,L. Stephenson misses free throw 1 of 1,69,50
234,3,8:06.0,Defensive rebound by D. Nowitzki,,69,50
235,3,7:55.0,Personal foul by L. Stephenson (drawn by T. Chandler),,69,50
236,3,7:50.0,M. Ellis misses 2-pt layup from 1 ft,,69,50
237,3,7:48.0,,Defensive rebound by M. Williams,69,50
238,3,7:32.0,,G. Henderson makes 2-pt jump shot from 15 ft,69,52
239,3,7:27.0,Dallas full timeout,,69,52
240,3,7:22.0,Personal foul by M. Williams (drawn by M. Ellis),,69,52
241,3,7:06.0,D. Nowitzki makes 2-pt jump shot from 15 ft,,71,52
242,3,6:46.0,,K. Walker misses 3-pt jump shot from 25 ft,71,52
243,3,6:44.0,Defensive rebound by C. Parsons,,71,52
244,3,6:34.0,Offensive foul by M. Ellis (drawn by M. Williams),,71,52
245,3,6:34.0,Turnover by M. Ellis (offensive foul),,71,52
246,3,6:21.0,,M. Williams misses 3-pt jump shot from 26 ft,71,52
247,3,6:20.0,Defensive rebound by T. Chandler,,71,52
248,3,6:07.0,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by C. Parsons),,73,52
249,3,5:48.0,,A. Jefferson misses 2-pt jump shot from 7 ft,73,52
250,3,5:47.0,Defensive rebound by T. Chandler,,73,52
251,3,5:37.0,C. Parsons makes 3-pt jump shot from 23 ft (assist by J. Nelson),,76,52
252,3,5:30.0,,Charlotte full timeout,76,52
253,3,5:30.0,,P. Hairston enters the game for G. Henderson,76,52
254,3,5:30.0,A. Aminu enters the game for D. Nowitzki,,76,52
255,3,5:21.0,,K. Walker misses 2-pt jump shot from 16 ft,76,52
256,3,5:20.0,Defensive rebound by T. Chandler,,76,52
257,3,5:07.0,M. Ellis makes 2-pt jump shot from 18 ft (assist by T. Chandler),,78,52
258,3,4:58.0,,Personal foul by A. Aminu (drawn by K. Walker),78,52
259,3,4:58.0,,C. Zeller enters the game for M. Williams,78,52
260,3,4:48.0,,Turnover by A. Jefferson (bad pass; steal by J. Nelson),78,52
261,3,4:43.0,J. Nelson makes 2-pt layup from 1 ft (assist by C. Parsons),,80,52
262,3,4:35.0,,Charlotte full timeout,80,52
263,3,4:35.0,,G. Henderson enters the game for P. Hairston,80,52
264,3,4:19.0,,A. Jefferson misses 2-pt layup from 2 ft (block by A. Aminu),80,52
265,3,4:17.0,Defensive rebound by C. Parsons,,80,52
266,3,4:17.0,Shooting foul by L. Stephenson (drawn by C. Parsons),,80,52
267,3,4:17.0,C. Parsons makes free throw 1 of 2,,81,52
268,3,4:17.0,C. Parsons makes free throw 2 of 2,,82,52
269,3,4:04.0,,G. Henderson makes 2-pt jump shot from 19 ft (assist by L. Stephenson),82,54
270,3,3:47.0,M. Ellis misses 2-pt jump shot from 19 ft,,82,54
271,3,3:46.0,,Defensive rebound by C. Zeller,82,54
272,3,3:36.0,,K. Walker makes 3-pt jump shot from 23 ft (assist by L. Stephenson),82,57
273,3,3:20.0,A. Aminu misses 2-pt jump shot from 18 ft,,82,57
274,3,3:19.0,,Defensive rebound by A. Jefferson,82,57
275,3,3:08.0,,C. Zeller makes 2-pt jump shot from 19 ft (assist by L. Stephenson),82,59
276,3,3:07.0,Dallas full timeout,,82,59
277,3,3:07.0,,B. Biyombo enters the game for A. Jefferson,82,59
278,3,3:07.0,D. Nowitzki enters the game for C. Parsons,,82,59
279,3,3:07.0,B. Wright enters the game for T. Chandler,,82,59
280,3,2:51.0,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by J. Nelson),,84,59
281,3,2:38.0,,Personal foul by D. Nowitzki (drawn by B. Biyombo),84,59
282,3,2:33.0,,Turnover by L. Stephenson (bad pass),84,59
283,3,2:17.0,D. Nowitzki misses 2-pt jump shot from 19 ft (block by B. Biyombo),,84,59
284,3,2:15.0,,Defensive rebound by K. Walker,84,59
285,3,2:07.0,,K. Walker misses 3-pt jump shot from 25 ft,84,59
286,3,2:05.0,,Offensive rebound by B. Biyombo,84,59
287,3,2:05.0,,B. Biyombo makes 2-pt tip-in at rim,84,61
288,3,1:40.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,84,61
289,3,1:38.0,Offensive rebound by B. Wright,,84,61
290,3,1:24.0,M. Ellis misses 3-pt jump shot from 25 ft,,84,61
291,3,1:22.0,Offensive rebound by J. Nelson,,84,61
292,3,1:07.0,M. Ellis makes 2-pt layup from 1 ft,,86,61
293,3,0:56.0,,K. Walker misses 2-pt jump shot from 5 ft (block by D. Nowitzki),86,61
294,3,0:54.0,Defensive rebound by A. Aminu,,86,61
295,3,0:51.0,Shooting foul by G. Henderson (drawn by M. Ellis),,86,61
296,3,0:51.0,M. Ellis misses free throw 1 of 2,,86,61
297,3,0:51.0,Offensive rebound by Team,,86,61
298,3,0:51.0,,B. Roberts enters the game for L. Stephenson,86,61
299,3,0:51.0,J. Barea enters the game for J. Nelson,,86,61
300,3,0:51.0,M. Ellis makes free throw 2 of 2,,87,61
301,3,0:34.0,,G. Henderson misses 2-pt jump shot from 14 ft,87,61
302,3,0:33.0,Defensive rebound by M. Ellis,,87,61
303,3,0:16.0,M. Ellis misses 2-pt layup from 2 ft,,87,61
304,3,0:16.0,Offensive rebound by Team,,87,61
305,3,0:16.0,,Loose ball foul by G. Henderson (drawn by B. Wright),87,61
306,3,0:16.0,B. Wright makes free throw 1 of 2,,88,61
307,3,0:16.0,J. Crowder enters the game for M. Ellis,,88,61
308,3,0:16.0,C. Parsons enters the game for D. Nowitzki,,88,61
309,3,0:16.0,B. Wright misses free throw 2 of 2,,88,61
310,3,0:14.0,Offensive rebound by A. Aminu,,88,61
311,3,0:00.0,A. Aminu misses 2-pt jump shot from 20 ft,,88,61
312,3,0:00.0,Offensive rebound by Team,,88,61
313,4,11:32.0,,G. Henderson misses 2-pt jump shot from 12 ft,88,61
314,4,11:31.0,,Offensive rebound by B. Biyombo,88,61
315,4,11:31.0,,B. Biyombo makes 2-pt tip-in at rim,88,63
316,4,11:21.0,Personal foul by C. Zeller (drawn by A. Aminu),,88,63
317,4,11:14.0,Turnover by J. Barea (traveling),,88,63
318,4,10:53.0,,Turnover by C. Zeller (bad pass; steal by B. Wright),88,63
319,4,10:42.0,B. Wright misses 2-pt layup from 2 ft,,88,63
320,4,10:41.0,,Defensive rebound by L. Stephenson,88,63
321,4,10:34.0,,B. Biyombo misses 2-pt layup at rim (block by B. Wright),88,63
322,4,10:32.0,,Offensive rebound by B. Biyombo,88,63
323,4,10:32.0,,B. Biyombo misses 2-pt layup from 1 ft,88,63
324,4,10:30.0,,Offensive rebound by B. Biyombo,88,63
325,4,10:30.0,,B. Biyombo misses 2-pt tip-in at rim,88,63
326,4,10:28.0,Defensive rebound by A. Aminu,,88,63
327,4,10:11.0,B. Wright makes 2-pt hook shot from 5 ft (assist by J. Barea),,90,63
328,4,10:00.0,,Turnover by B. Roberts (dbl dribble),90,63
329,4,9:56.0,A. Aminu makes 2-pt dunk at rim (assist by C. Parsons),,92,63
330,4,9:56.0,,Charlotte full timeout,92,63
331,4,9:32.0,,Turnover by Team (shot clock),92,63
332,4,9:20.0,J. Crowder misses 2-pt jump shot from 18 ft,,92,63
333,4,9:19.0,,Defensive rebound by B. Roberts,92,63
334,4,9:11.0,,Turnover by B. Roberts (bad pass),92,63
335,4,9:11.0,G. Smith enters the game for B. Wright,,92,63
336,4,8:57.0,J. Barea makes 2-pt jump shot from 18 ft,,94,63
337,4,8:41.0,,Turnover by G. Henderson (lost ball; steal by J. Crowder),94,63
338,4,8:34.0,C. Parsons misses 3-pt jump shot from 24 ft,,94,63
339,4,8:31.0,Offensive rebound by G. Smith,,94,63
340,4,8:31.0,G. Smith makes 2-pt hook shot from 3 ft,,96,63
341,4,8:10.0,,G. Henderson makes 3-pt jump shot from 23 ft (assist by L. Stephenson),96,66
342,4,7:44.0,J. Barea misses 3-pt jump shot from 26 ft,,96,66
343,4,7:42.0,,Defensive rebound by Team,96,66
344,4,7:42.0,,Personal foul by C. Parsons (drawn by G. Henderson),96,66
345,4,7:42.0,,J. Pargo enters the game for L. Stephenson,96,66
346,4,7:42.0,C. Villanueva enters the game for C. Parsons,,96,66
347,4,7:25.0,,J. Pargo makes 2-pt jump shot from 15 ft (assist by B. Roberts),96,68
348,4,7:03.0,A. Aminu misses 2-pt jump shot from 10 ft,,96,68
349,4,7:01.0,Offensive rebound by G. Smith,,96,68
350,4,6:53.0,J. Barea makes 2-pt jump shot from 8 ft,,98,68
351,4,6:30.0,,Shooting foul by G. Smith (drawn by G. Henderson),98,68
352,4,6:30.0,,G. Henderson makes 2-pt layup from 1 ft,98,70
353,4,6:30.0,,J. Maxiell enters the game for B. Biyombo,98,70
354,4,6:30.0,,N. Vonleh enters the game for C. Zeller,98,70
355,4,6:30.0,,G. Henderson makes free throw 1 of 1,98,71
356,4,6:30.0,,Technical foul by N. Vonleh,98,71
357,4,6:30.0,Technical foul by C. Villanueva,,98,71
358,4,6:10.0,J. Barea makes 2-pt jump shot from 18 ft,,100,71
359,4,5:54.0,,J. Pargo misses 2-pt jump shot from 16 ft,100,71
360,4,5:54.0,Defensive rebound by Team,,100,71
361,4,5:54.0,,Loose ball foul by N. Vonleh (drawn by J. Crowder),100,71
362,4,5:54.0,Official timeout,,100,71
363,4,5:40.0,C. Villanueva misses 3-pt jump shot from 24 ft,,100,71
364,4,5:38.0,,Defensive rebound by G. Henderson,100,71
365,4,5:21.0,,N. Vonleh makes 2-pt jump shot from 14 ft,100,73
366,4,5:02.0,A. Aminu makes 2-pt jump shot from 10 ft (assist by J. Barea),,102,73
367,4,4:46.0,,J. Maxiell misses 2-pt jump shot from 11 ft,102,73
368,4,4:46.0,,Offensive rebound by Team,102,73
369,4,4:46.0,Loose ball foul by C. Villanueva (drawn by N. Vonleh),,102,73
370,4,4:36.0,,B. Roberts misses 2-pt jump shot from 20 ft,102,73
371,4,4:35.0,Defensive rebound by A. Aminu,,102,73
372,4,4:11.0,C. Villanueva misses 3-pt jump shot from 23 ft,,102,73
373,4,4:09.0,,Defensive rebound by J. Maxiell,102,73
374,4,3:54.0,,N. Vonleh misses 2-pt jump shot from 13 ft,102,73
375,4,3:53.0,Defensive rebound by A. Aminu,,102,73
376,4,3:49.0,,Offensive charge foul by J. Crowder (drawn by J. Pargo),102,73
377,4,3:49.0,Turnover by J. Crowder (offensive foul),,102,73
378,4,3:36.0,,J. Pargo misses 3-pt jump shot from 26 ft,102,73
379,4,3:36.0,,Offensive rebound by Team,102,73
380,4,3:10.0,,B. Roberts misses 3-pt jump shot from 32 ft,102,73
381,4,3:09.0,Defensive rebound by J. Barea,,102,73
