,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,SAN ANTONIO_ACTION,NEW ORLEANS_SCORE,SAN ANTONIO_SCORE
52,1,4:50.0,Turnover by Ö. Aşık (offensive foul),,9,4
53,1,4:36.0,,P. Mills misses 3-pt jump shot from 25 ft,9,4
54,1,4:35.0,Defensive rebound by A. Davis,,9,4
55,1,4:21.0,T. Evans misses 2-pt layup from 1 ft (block by B. Diaw),,9,4
56,1,4:19.0,,Defensive rebound by P. Mills,9,4
57,1,4:11.0,,T. Splitter makes 2-pt layup from 1 ft (assist by M. Ginóbili),9,6
58,1,4:02.0,Offensive foul by A. Davis (drawn by B. Diaw),,9,6
59,1,4:02.0,Turnover by A. Davis (offensive foul),,9,6
60,1,4:02.0,R. Anderson enters the game for A. Davis,,9,6
61,1,3:50.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by B. Diaw),9,8
62,1,3:36.0,Turnover by A. Rivers (bad pass; steal by M. Belinelli),,9,8
63,1,3:28.0,,P. Mills misses 3-pt jump shot from 24 ft,9,8
64,1,3:27.0,Defensive rebound by Ö. Aşık,,9,8
65,1,3:22.0,Shooting block foul by M. Belinelli (drawn by T. Evans),,9,8
66,1,3:22.0,T. Evans misses free throw 1 of 2,,9,8
67,1,3:22.0,Offensive rebound by Team,,9,8
68,1,3:22.0,J. Fredette enters the game for J. Holiday,,9,8
69,1,3:22.0,T. Evans makes free throw 2 of 2,,10,8
70,1,3:04.0,,P. Mills misses 2-pt layup from 1 ft,10,8
71,1,3:03.0,,Offensive rebound by T. Splitter,10,8
72,1,3:02.0,,T. Splitter misses 2-pt layup from 1 ft,10,8
73,1,3:00.0,Defensive rebound by T. Evans,,10,8
74,1,2:59.0,New Orleans full timeout,,10,8
75,1,2:36.0,R. Anderson misses 2-pt jump shot from 17 ft,,10,8
76,1,2:36.0,Offensive rebound by Ö. Aşık,,10,8
77,1,2:36.0,Turnover by Team (shot clock),,10,8
78,1,2:25.0,,P. Mills misses 2-pt jump shot from 18 ft,10,8
79,1,2:24.0,Defensive rebound by J. Fredette,,10,8
80,1,2:17.0,R. Anderson misses 2-pt layup at rim,,10,8
81,1,2:15.0,,Defensive rebound by T. Splitter,10,8
82,1,2:04.0,,B. Diaw makes 2-pt jump shot from 12 ft,10,10
83,1,1:51.0,A. Rivers makes 2-pt jump shot from 18 ft,,12,10
84,1,1:37.0,,T. Splitter makes 2-pt layup from 3 ft,12,12
85,1,1:11.0,T. Evans misses 3-pt jump shot from 24 ft,,12,12
86,1,1:09.0,Offensive rebound by A. Rivers,,12,12
87,1,1:00.0,R. Anderson makes 2-pt layup from 1 ft,,14,12
88,1,0:45.0,,B. Diaw misses 2-pt layup from 3 ft,14,12
89,1,0:44.0,Defensive rebound by J. Fredette,,14,12
90,1,0:40.0,Turnover by J. Fredette (lost ball; steal by P. Mills),,14,12
91,1,0:34.0,,T. Splitter makes 2-pt layup from 1 ft (assist by M. Ginóbili),14,14
92,1,0:14.0,R. Anderson misses 2-pt layup from 2 ft,,14,14
93,1,0:12.0,Offensive rebound by Ö. Aşık,,14,14
94,1,0:12.0,Ö. Aşık misses 2-pt layup from 2 ft (block by T. Splitter),,14,14
95,1,0:10.0,,Defensive rebound by B. Diaw,14,14
96,1,0:02.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by T. Splitter),14,17
97,1,0:00.0,T. Evans misses 3-pt jump shot from 47 ft,,14,17
98,1,0:00.0,Offensive rebound by Team,,14,17
99,2,11:46.0,J. Holiday misses 2-pt layup from 2 ft (block by T. Duncan),,14,17
100,2,11:45.0,Offensive rebound by Team,,14,17
101,2,11:41.0,A. Davis makes 2-pt layup at rim (assist by J. Holiday),,16,17
102,2,11:41.0,Shooting foul by T. Duncan (drawn by A. Davis),,16,17
103,2,11:41.0,D. Cunningham enters the game for J. Fredette,,16,17
104,2,11:41.0,A. Davis makes free throw 1 of 1,,17,17
105,2,11:23.0,,T. Duncan misses 2-pt jump shot from 7 ft,17,17
106,2,11:22.0,Defensive rebound by A. Davis,,17,17
107,2,11:13.0,A. Rivers makes 2-pt layup from 1 ft,,19,17
108,2,10:49.0,,K. Anderson makes 2-pt jump shot from 4 ft,19,19
109,2,10:32.0,J. Holiday misses 3-pt jump shot from 25 ft,,19,19
110,2,10:31.0,,Defensive rebound by D. Green,19,19
111,2,10:15.0,,D. Green makes 2-pt jump shot from 8 ft (assist by K. Anderson),19,21
112,2,9:57.0,R. Anderson misses 3-pt jump shot from 26 ft,,19,21
113,2,9:56.0,,Defensive rebound by D. Green,19,21
114,2,9:45.0,,K. Anderson misses 2-pt layup from 1 ft,19,21
115,2,9:44.0,Defensive rebound by R. Anderson,,19,21
116,2,9:34.0,D. Cunningham makes 2-pt jump shot from 20 ft (assist by J. Holiday),,21,21
117,2,9:22.0,,Turnover by T. Duncan (lost ball),21,21
118,2,9:08.0,Turnover by A. Rivers (bad pass),,21,21
119,2,8:47.0,,K. Anderson makes 2-pt jump shot from 18 ft (assist by M. Bonner),21,23
120,2,8:30.0,A. Rivers misses 2-pt layup from 2 ft,,21,23
121,2,8:29.0,,Defensive rebound by D. Green,21,23
122,2,8:20.0,,D. Green misses 3-pt jump shot from 27 ft,21,23
123,2,8:19.0,Defensive rebound by A. Davis,,21,23
124,2,8:08.0,Personal foul by M. Bonner (drawn by A. Davis),,21,23
125,2,8:08.0,Official timeout,,21,23
126,2,7:57.0,D. Cunningham misses 2-pt jump shot from 14 ft,,21,23
127,2,7:56.0,,Defensive rebound by C. Joseph,21,23
128,2,7:37.0,,Turnover by K. Anderson (lost ball),21,23
129,2,7:22.0,D. Cunningham misses 2-pt jump shot from 3 ft,,21,23
130,2,7:22.0,Offensive rebound by A. Davis,,21,23
131,2,7:22.0,A. Davis misses 2-pt dunk at rim,,21,23
132,2,7:20.0,,Defensive rebound by M. Bonner,21,23
133,2,7:04.0,,Shooting foul by J. Holiday (drawn by T. Duncan),21,23
134,2,7:04.0,,T. Duncan misses free throw 1 of 2,21,23
135,2,7:04.0,,Offensive rebound by Team,21,23
136,2,7:04.0,,M. Ginóbili enters the game for K. Anderson,21,23
137,2,7:04.0,,P. Mills enters the game for M. Bonner,21,23
138,2,7:04.0,,M. Belinelli enters the game for D. Green,21,23
139,2,7:04.0,,B. Diaw enters the game for C. Joseph,21,23
140,2,7:04.0,,T. Duncan makes free throw 2 of 2,21,24
141,2,6:50.0,J. Holiday misses 2-pt layup from 1 ft,,21,24
142,2,6:49.0,,Defensive rebound by B. Diaw,21,24
143,2,6:39.0,,Turnover by T. Duncan (bad pass; steal by J. Holiday),21,24
144,2,6:37.0,Turnover by D. Cunningham (bad pass),,21,24
145,2,6:34.0,Loose ball foul by A. Davis (drawn by T. Duncan),,21,24
146,2,6:31.0,,T. Splitter enters the game for T. Duncan,21,24
147,2,6:27.0,,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by M. Belinelli),21,27
148,2,6:11.0,R. Anderson makes 3-pt jump shot from 25 ft (assist by A. Rivers),,24,27
149,2,5:58.0,,M. Belinelli misses 2-pt jump shot from 19 ft,24,27
150,2,5:57.0,Defensive rebound by R. Anderson,,24,27
151,2,5:49.0,Turnover by R. Anderson (lost ball; steal by M. Belinelli),,24,27
152,2,5:49.0,,Personal foul by R. Anderson (drawn by T. Splitter),24,27
153,2,5:49.0,,San Antonio full timeout,24,27
154,2,5:49.0,T. Evans enters the game for A. Rivers,,24,27
155,2,5:49.0,Ö. Aşık enters the game for A. Davis,,24,27
156,2,5:33.0,,M. Ginóbili makes 3-pt jump shot from 24 ft,24,30
157,2,5:17.0,Shooting foul by M. Ginóbili (drawn by Ö. Aşık),,24,30
158,2,5:17.0,Ö. Aşık makes free throw 1 of 2,,25,30
159,2,5:17.0,Ö. Aşık makes free throw 2 of 2,,26,30
160,2,5:07.0,,Turnover by P. Mills (step out of bounds),26,30
161,2,4:53.0,J. Holiday misses 2-pt jump shot from 13 ft,,26,30
162,2,4:52.0,,Defensive rebound by M. Ginóbili,26,30
163,2,4:46.0,,M. Ginóbili makes 3-pt jump shot from 25 ft,26,33
164,2,4:33.0,D. Cunningham misses 2-pt jump shot from 16 ft,,26,33
165,2,4:31.0,,Defensive rebound by M. Ginóbili,26,33
166,2,4:24.0,,Shooting foul by J. Holiday (drawn by M. Belinelli),26,33
167,2,4:24.0,,M. Belinelli misses free throw 1 of 2,26,33
168,2,4:24.0,,Offensive rebound by Team,26,33
169,2,4:24.0,A. Rivers enters the game for J. Holiday,,26,33
170,2,4:24.0,,M. Belinelli makes free throw 2 of 2,26,34
171,2,4:08.0,A. Rivers misses 2-pt jump shot from 11 ft,,26,34
172,2,4:07.0,,Defensive rebound by Team,26,34
173,2,3:53.0,,M. Ginóbili misses 2-pt layup from 1 ft,26,34
174,2,3:51.0,Defensive rebound by D. Cunningham,,26,34
175,2,3:28.0,R. Anderson misses 2-pt jump shot from 18 ft,,26,34
176,2,3:27.0,,Defensive rebound by M. Ginóbili,26,34
177,2,3:06.0,,P. Mills misses 3-pt jump shot from 26 ft,26,34
178,2,3:05.0,Defensive rebound by Ö. Aşık,,26,34
179,2,2:59.0,T. Evans makes 2-pt layup at rim,,28,34
180,2,2:39.0,,M. Belinelli misses 2-pt jump shot from 16 ft,28,34
181,2,2:37.0,,Offensive rebound by T. Splitter,28,34
182,2,2:34.0,,M. Belinelli misses 3-pt jump shot from 24 ft,28,34
183,2,2:33.0,Defensive rebound by T. Evans,,28,34
184,2,2:23.0,T. Evans misses 3-pt jump shot from 26 ft,,28,34
185,2,2:22.0,,Defensive rebound by P. Mills,28,34
186,2,2:05.0,,T. Splitter misses 2-pt layup from 2 ft,28,34
187,2,2:04.0,Defensive rebound by Ö. Aşık,,28,34
188,2,1:58.0,New Orleans full timeout,,28,34
189,2,1:58.0,,C. Joseph enters the game for T. Splitter,28,34
190,2,1:58.0,,D. Green enters the game for M. Ginóbili,28,34
191,2,1:58.0,,M. Bonner enters the game for P. Mills,28,34
192,2,1:58.0,,T. Duncan enters the game for B. Diaw,28,34
193,2,1:58.0,L. Babbitt enters the game for D. Cunningham,,28,34
194,2,1:41.0,R. Anderson misses 2-pt jump shot from 16 ft,,28,34
195,2,1:39.0,,Defensive rebound by D. Green,28,34
196,2,1:31.0,,M. Belinelli makes 2-pt jump shot from 15 ft (assist by D. Green),28,36
197,2,1:04.0,A. Rivers misses 3-pt jump shot from 25 ft,,28,36
198,2,1:04.0,,Defensive rebound by Team,28,36
199,2,0:54.0,,C. Joseph makes 2-pt layup from 1 ft,28,38
200,2,0:31.0,L. Babbitt misses 3-pt jump shot from 24 ft,,28,38
201,2,0:30.0,,Defensive rebound by D. Green,28,38
202,2,0:07.0,,T. Duncan misses 2-pt jump shot from 6 ft,28,38
203,2,0:06.0,,Offensive rebound by C. Joseph,28,38
204,2,0:01.0,,D. Green misses 3-pt jump shot from 24 ft,28,38
205,2,0:00.0,Defensive rebound by R. Anderson,,28,38
206,3,11:42.0,A. Davis misses 2-pt jump shot from 16 ft,,28,38
207,3,11:41.0,,Defensive rebound by K. Anderson,28,38
208,3,11:19.0,,Shooting foul by Ö. Aşık (drawn by T. Duncan),28,38
209,3,11:19.0,,T. Duncan makes free throw 1 of 2,28,39
210,3,11:19.0,,T. Duncan makes free throw 2 of 2,28,40
211,3,11:03.0,T. Evans makes 2-pt jump shot from 6 ft,,30,40
212,3,10:38.0,,C. Joseph makes 2-pt jump shot from 10 ft,30,42
213,3,10:25.0,Personal foul by M. Bonner (drawn by A. Davis),,30,42
214,3,10:17.0,L. Babbitt makes 3-pt jump shot from 24 ft (assist by J. Holiday),,33,42
215,3,9:55.0,,D. Green misses 3-pt jump shot from 25 ft,33,42
216,3,9:53.0,,Offensive rebound by C. Joseph,33,42
217,3,9:53.0,,C. Joseph misses 2-pt jump shot from 5 ft,33,42
218,3,9:51.0,Defensive rebound by J. Holiday,,33,42
219,3,9:41.0,J. Holiday misses 2-pt jump shot from 19 ft,,33,42
220,3,9:40.0,,Defensive rebound by T. Duncan,33,42
221,3,9:26.0,,M. Bonner makes 2-pt jump shot from 5 ft,33,44
222,3,9:05.0,A. Davis makes 2-pt jump shot from 11 ft,,35,44
223,3,8:39.0,,C. Joseph makes 2-pt jump shot from 3 ft,35,46
224,3,8:20.0,A. Davis misses 2-pt jump shot from 6 ft,,35,46
225,3,8:19.0,Offensive rebound by Ö. Aşık,,35,46
226,3,8:19.0,Shooting foul by C. Joseph (drawn by Ö. Aşık),,35,46
227,3,8:19.0,Ö. Aşık makes free throw 1 of 2,,36,46
228,3,8:19.0,Ö. Aşık misses free throw 2 of 2,,36,46
229,3,8:18.0,,Defensive rebound by T. Duncan,36,46
230,3,8:04.0,,D. Green makes 2-pt layup at rim (assist by K. Anderson),36,48
231,3,7:38.0,J. Holiday makes 2-pt jump shot from 10 ft,,38,48
232,3,7:17.0,,Turnover by C. Joseph (lost ball; steal by A. Davis),38,48
233,3,7:02.0,Shooting foul by K. Anderson (drawn by T. Evans),,38,48
234,3,7:02.0,T. Evans makes free throw 1 of 2,,39,48
235,3,7:02.0,,P. Mills enters the game for K. Anderson,39,48
236,3,7:02.0,,M. Belinelli enters the game for T. Duncan,39,48
237,3,7:02.0,,M. Ginóbili enters the game for M. Bonner,39,48
238,3,7:02.0,,T. Splitter enters the game for D. Green,39,48
239,3,7:02.0,,B. Diaw enters the game for C. Joseph,39,48
240,3,7:02.0,T. Evans makes free throw 2 of 2,,40,48
241,3,6:42.0,,Turnover by B. Diaw (lost ball; steal by T. Evans),40,48
242,3,6:36.0,A. Davis makes 2-pt layup from 1 ft (assist by T. Evans),,42,48
243,3,6:18.0,,B. Diaw makes 2-pt jump shot from 22 ft (assist by M. Ginóbili),42,50
244,3,5:59.0,J. Holiday misses 3-pt jump shot from 23 ft,,42,50
245,3,5:57.0,,Defensive rebound by B. Diaw,42,50
246,3,5:46.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,42,50
247,3,5:45.0,Defensive rebound by Ö. Aşık,,42,50
248,3,5:30.0,Turnover by A. Davis (bad pass; steal by M. Ginóbili),,42,50
249,3,5:30.0,Loose ball foul by A. Davis (drawn by M. Ginóbili),,42,50
250,3,5:30.0,,San Antonio full timeout,42,50
251,3,5:30.0,R. Anderson enters the game for Ö. Aşık,,42,50
252,3,5:30.0,A. Rivers enters the game for L. Babbitt,,42,50
253,3,5:21.0,,M. Belinelli misses 3-pt jump shot from 23 ft,42,50
254,3,5:20.0,Defensive rebound by R. Anderson,,42,50
255,3,5:12.0,T. Evans makes 2-pt layup from 1 ft,,44,50
256,3,4:54.0,,B. Diaw misses 2-pt jump shot from 3 ft,44,50
257,3,4:52.0,,Offensive rebound by B. Diaw,44,50
258,3,4:50.0,,B. Diaw misses 2-pt jump shot from 3 ft (block by A. Davis),44,50
259,3,4:49.0,Defensive rebound by A. Rivers,,44,50
260,3,4:49.0,Personal foul by M. Ginóbili (drawn by J. Holiday),,44,50
261,3,4:42.0,Personal foul by T. Splitter (drawn by A. Davis),,44,50
262,3,4:42.0,A. Davis makes free throw 1 of 2,,45,50
263,3,4:42.0,A. Davis makes free throw 2 of 2,,46,50
264,3,4:25.0,,Personal foul by J. Holiday (drawn by M. Ginóbili),46,50
265,3,4:19.0,,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by B. Diaw),46,53
266,3,3:59.0,A. Rivers misses 3-pt jump shot from 24 ft,,46,53
267,3,3:58.0,,Defensive rebound by M. Belinelli,46,53
268,3,3:47.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by T. Splitter),46,55
269,3,3:34.0,R. Anderson makes 2-pt layup at rim (assist by T. Evans),,48,55
270,3,3:34.0,Shooting foul by B. Diaw (drawn by R. Anderson),,48,55
271,3,3:34.0,J. Fredette enters the game for J. Holiday,,48,55
272,3,3:34.0,R. Anderson makes free throw 1 of 1,,49,55
273,3,3:25.0,,Shooting foul by A. Rivers (drawn by M. Belinelli),49,55
274,3,3:25.0,,M. Belinelli makes free throw 1 of 2,49,56
275,3,3:25.0,,M. Belinelli misses free throw 2 of 2,49,56
276,3,3:25.0,Defensive rebound by R. Anderson,,49,56
277,3,3:01.0,T. Evans misses 3-pt jump shot from 22 ft (block by B. Diaw),,49,56
278,3,3:00.0,,Defensive rebound by B. Diaw,49,56
279,3,2:54.0,,T. Splitter misses 2-pt layup at rim,49,56
280,3,2:53.0,,Offensive rebound by B. Diaw,49,56
281,3,2:53.0,,B. Diaw makes 2-pt layup from 1 ft,49,58
282,3,2:38.0,R. Anderson makes 2-pt jump shot from 5 ft,,51,58
283,3,2:38.0,Shooting block foul by B. Diaw (drawn by R. Anderson),,51,58
284,3,2:38.0,New Orleans full timeout,,51,58
285,3,2:38.0,R. Anderson makes free throw 1 of 1,,52,58
286,3,2:25.0,,M. Ginóbili misses 2-pt jump shot from 11 ft,52,58
287,3,2:24.0,,Offensive rebound by M. Ginóbili,52,58
288,3,2:22.0,,M. Ginóbili makes 2-pt jump shot from 3 ft,52,60
289,3,2:05.0,R. Anderson misses 3-pt jump shot from 23 ft,,52,60
290,3,2:04.0,,Defensive rebound by M. Ginóbili,52,60
291,3,1:50.0,,P. Mills makes 2-pt jump shot from 6 ft,52,62
292,3,1:30.0,J. Fredette makes 3-pt jump shot from 23 ft (assist by R. Anderson),,55,62
293,3,1:11.0,,M. Ginóbili misses 2-pt jump shot from 6 ft,55,62
294,3,1:11.0,Defensive rebound by Team,,55,62
295,3,1:11.0,,Loose ball foul by M. Ginóbili (drawn by J. Fredette),55,62
296,3,1:11.0,,K. Anderson enters the game for T. Splitter,55,62
297,3,1:11.0,,C. Joseph enters the game for M. Belinelli,55,62
298,3,1:11.0,,D. Green enters the game for M. Ginóbili,55,62
299,3,1:11.0,,M. Bonner enters the game for P. Mills,55,62
300,3,1:11.0,,T. Duncan enters the game for B. Diaw,55,62
301,3,1:11.0,J. Fredette makes free throw 1 of 2,,56,62
302,3,1:11.0,D. Cunningham enters the game for T. Evans,,56,62
303,3,1:11.0,J. Fredette makes free throw 2 of 2,,57,62
304,3,0:51.0,,D. Green misses 2-pt layup from 2 ft,57,62
305,3,0:50.0,Defensive rebound by A. Davis,,57,62
306,3,0:37.0,J. Fredette makes 3-pt jump shot from 24 ft,,60,62
307,3,0:29.0,,D. Green misses 3-pt jump shot from 24 ft,60,62
308,3,0:28.0,Defensive rebound by D. Cunningham,,60,62
309,3,0:04.0,Turnover by Team (shot clock),,60,62
310,3,0:00.0,,C. Joseph misses 2-pt layup at rim,60,62
311,3,0:00.0,Defensive rebound by D. Cunningham,,60,62
312,4,11:49.0,,Personal foul by A. Rivers (drawn by T. Duncan),60,62
313,4,11:36.0,,M. Bonner misses 2-pt jump shot from 6 ft,60,62
314,4,11:36.0,Defensive rebound by A. Davis,,60,62
315,4,11:25.0,Personal foul by T. Duncan (drawn by R. Anderson),,60,62
316,4,11:15.0,A. Rivers misses 3-pt jump shot from 24 ft,,60,62
317,4,11:14.0,,Defensive rebound by T. Duncan,60,62
318,4,11:04.0,,T. Duncan makes 2-pt layup from 2 ft (assist by D. Green),60,64
319,4,10:40.0,Turnover by J. Fredette (bad pass; steal by K. Anderson),,60,64
320,4,10:28.0,,C. Joseph makes 2-pt layup from 1 ft (assist by T. Duncan),60,66
321,4,10:27.0,New Orleans full timeout,,60,66
322,4,10:27.0,J. Holiday enters the game for A. Rivers,,60,66
323,4,10:17.0,J. Holiday misses 2-pt jump shot from 7 ft,,60,66
324,4,10:16.0,Offensive rebound by R. Anderson,,60,66
325,4,10:13.0,A. Davis misses 2-pt layup from 1 ft (block by T. Duncan),,60,66
326,4,10:11.0,Offensive rebound by R. Anderson,,60,66
327,4,10:11.0,R. Anderson makes 2-pt tip-in at rim,,62,66
328,4,9:53.0,,Turnover by M. Bonner (bad pass; steal by A. Davis),62,66
329,4,9:52.0,Shooting foul by M. Bonner (drawn by A. Davis),,62,66
330,4,9:52.0,A. Davis makes free throw 1 of 2,,63,66
331,4,9:52.0,,M. Belinelli enters the game for K. Anderson,63,66
332,4,9:52.0,A. Davis makes free throw 2 of 2,,64,66
333,4,9:35.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by T. Duncan),64,68
334,4,9:20.0,R. Anderson makes 3-pt jump shot from 24 ft (assist by J. Holiday),,67,68
335,4,9:11.0,,Personal foul by D. Cunningham (drawn by M. Belinelli),67,68
336,4,9:11.0,Ö. Aşık enters the game for A. Davis,,67,68
337,4,8:54.0,,T. Duncan makes 2-pt jump shot from 16 ft (assist by D. Green),67,70
338,4,8:41.0,J. Holiday makes 3-pt jump shot from 24 ft,,70,70
339,4,8:29.0,,Shooting foul by J. Holiday (drawn by C. Joseph),70,70
340,4,8:29.0,,C. Joseph makes free throw 1 of 2,70,71
341,4,8:29.0,,C. Joseph misses free throw 2 of 2,70,71
342,4,8:28.0,Defensive rebound by Ö. Aşık,,70,71
343,4,8:15.0,J. Holiday misses 2-pt jump shot from 14 ft,,70,71
344,4,8:14.0,,Defensive rebound by M. Belinelli,70,71
345,4,7:50.0,,T. Duncan makes 2-pt jump shot from 15 ft (assist by M. Belinelli),70,73
346,4,7:34.0,J. Fredette makes 2-pt jump shot from 11 ft (assist by J. Holiday),,72,73
347,4,7:11.0,,M. Bonner misses 3-pt jump shot from 24 ft,72,73
348,4,7:10.0,Defensive rebound by Ö. Aşık,,72,73
349,4,7:00.0,J. Fredette makes 2-pt jump shot from 19 ft (assist by J. Holiday),,74,73
350,4,6:35.0,,C. Joseph misses 2-pt jump shot from 12 ft,74,73
351,4,6:34.0,Defensive rebound by Ö. Aşık,,74,73
352,4,6:17.0,J. Holiday misses 2-pt layup from 1 ft,,74,73
353,4,6:16.0,Offensive rebound by R. Anderson,,74,73
354,4,5:59.0,J. Holiday misses 3-pt jump shot from 24 ft,,74,73
355,4,5:58.0,,Defensive rebound by Team,74,73
356,4,5:58.0,Official timeout,,74,73
357,4,5:58.0,A. Davis enters the game for Ö. Aşık,,74,73
358,4,5:58.0,T. Evans enters the game for D. Cunningham,,74,73
359,4,5:58.0,,P. Mills enters the game for C. Joseph,74,73
360,4,5:58.0,,M. Ginóbili enters the game for M. Belinelli,74,73
361,4,5:58.0,,B. Diaw enters the game for M. Bonner,74,73
362,4,5:38.0,,D. Green misses 3-pt jump shot from 24 ft,74,73
363,4,5:37.0,Defensive rebound by J. Holiday,,74,73
364,4,5:19.0,R. Anderson misses 3-pt jump shot from 24 ft,,74,73
365,4,5:18.0,,Defensive rebound by D. Green,74,73
366,4,5:12.0,,T. Duncan misses 2-pt layup from 2 ft,74,73
367,4,5:11.0,Defensive rebound by J. Holiday,,74,73
368,4,5:03.0,J. Fredette misses 2-pt jump shot from 8 ft,,74,73
369,4,5:02.0,,Defensive rebound by T. Duncan,74,73
370,4,4:48.0,,M. Ginóbili misses 2-pt jump shot from 8 ft,74,73
371,4,4:47.0,,Offensive rebound by M. Ginóbili,74,73
372,4,4:31.0,,T. Duncan misses 2-pt jump shot from 10 ft,74,73
373,4,4:30.0,Defensive rebound by J. Holiday,,74,73
374,4,4:25.0,T. Evans misses 2-pt layup from 2 ft,,74,73
375,4,4:24.0,Offensive rebound by R. Anderson,,74,73
376,4,4:24.0,R. Anderson makes 2-pt layup from 1 ft,,76,73
377,4,4:07.0,,M. Ginóbili makes 3-pt jump shot from 24 ft,76,76
378,4,3:49.0,A. Davis makes 2-pt dunk at rim (assist by T. Evans),,78,76
379,4,3:32.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,78,76
380,4,3:31.0,Defensive rebound by A. Davis,,78,76
381,4,3:14.0,Turnover by J. Holiday (bad pass),,78,76
382,4,3:14.0,,T. Splitter enters the game for B. Diaw,78,76
383,4,3:00.0,,P. Mills makes 2-pt jump shot from 17 ft,78,78
384,4,2:48.0,J. Holiday misses 2-pt layup at rim (block by T. Duncan),,78,78
385,4,2:47.0,Offensive rebound by Team,,78,78
386,4,2:47.0,,San Antonio full timeout,78,78
