,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PORTLAND_ACTION,NEW ORLEANS_SCORE,PORTLAND_SCORE
0,1,11:44.0,,W. Matthews makes 2-pt jump shot from 6 ft,0,2
1,1,11:44.0,,Shooting foul by E. Gordon (drawn by W. Matthews),0,2
2,1,11:44.0,,W. Matthews misses free throw 1 of 1,0,2
3,1,11:43.0,Defensive rebound by A. Ajinça,,0,2
4,1,11:26.0,J. Holiday misses 2-pt jump shot from 18 ft,,0,2
5,1,11:26.0,,Defensive rebound by W. Matthews,0,2
6,1,11:17.0,,D. Lillard makes 2-pt jump shot from 17 ft,0,4
7,1,11:01.0,A. Davis misses 2-pt jump shot from 19 ft,,0,4
8,1,11:01.0,,Defensive rebound by A. Crabbe,0,4
9,1,10:45.0,,L. Aldridge misses 2-pt jump shot from 14 ft,0,4
10,1,10:44.0,Defensive rebound by A. Ajinça,,0,4
11,1,10:36.0,T. Evans misses 2-pt jump shot from 3 ft,,0,4
12,1,10:35.0,,Defensive rebound by L. Aldridge,0,4
13,1,10:12.0,,D. Lillard misses 2-pt jump shot from 7 ft,0,4
14,1,10:12.0,,Offensive rebound by D. Lillard,0,4
15,1,10:12.0,,D. Lillard makes 2-pt jump shot from 7 ft,0,6
16,1,9:49.0,A. Davis misses 2-pt jump shot from 12 ft,,0,6
17,1,9:48.0,,Defensive rebound by R. Lopez,0,6
18,1,9:36.0,,L. Aldridge misses 2-pt jump shot from 8 ft,0,6
19,1,9:33.0,,Offensive rebound by R. Lopez,0,6
20,1,9:30.0,,L. Aldridge misses 2-pt layup at rim,0,6
21,1,9:29.0,,Offensive rebound by L. Aldridge,0,6
22,1,9:29.0,,L. Aldridge makes 2-pt tip-in at rim,0,8
23,1,9:29.0,New Orleans full timeout,,0,8
24,1,9:19.0,Personal foul by D. Lillard (drawn by A. Ajinça),,0,8
25,1,9:12.0,Personal foul by A. Crabbe (drawn by E. Gordon),,0,8
26,1,9:04.0,J. Holiday makes 2-pt jump shot from 10 ft,,2,8
27,1,8:45.0,,Turnover by W. Matthews (lost ball; steal by A. Davis),2,8
28,1,8:41.0,A. Davis makes 2-pt layup from 1 ft (assist by T. Evans),,4,8
29,1,8:25.0,,L. Aldridge misses 2-pt jump shot from 17 ft,4,8
30,1,8:24.0,Defensive rebound by A. Davis,,4,8
31,1,8:13.0,J. Holiday makes 2-pt hook shot from 7 ft,,6,8
32,1,8:00.0,,Def 3 sec tech foul by A. Ajinça,6,8
33,1,8:00.0,,D. Lillard makes technical free throw,6,9
34,1,7:49.0,,D. Lillard misses 3-pt jump shot from 24 ft,6,9
35,1,7:47.0,Defensive rebound by A. Ajinça,,6,9
36,1,7:40.0,E. Gordon makes 3-pt jump shot from 24 ft (assist by T. Evans),,9,9
37,1,7:27.0,,Personal foul by E. Gordon (drawn by A. Crabbe),9,9
38,1,7:27.0,L. Babbitt enters the game for E. Gordon,,9,9
39,1,7:12.0,,W. Matthews makes 2-pt jump shot from 6 ft (assist by A. Crabbe),9,11
40,1,7:02.0,A. Ajinça misses 2-pt jump shot from 19 ft,,9,11
41,1,7:01.0,,Defensive rebound by W. Matthews,9,11
42,1,6:44.0,,R. Lopez misses 2-pt hook shot from 3 ft,9,11
43,1,6:44.0,Defensive rebound by T. Evans,,9,11
44,1,6:39.0,A. Davis makes 2-pt dunk at rim (assist by T. Evans),,11,11
45,1,6:18.0,,Personal foul by A. Ajinça (drawn by R. Lopez),11,11
46,1,6:11.0,,W. Matthews misses 3-pt jump shot from 22 ft,11,11
47,1,6:10.0,Defensive rebound by L. Babbitt,,11,11
48,1,6:04.0,J. Holiday makes 2-pt jump shot from 5 ft,,13,11
49,1,5:47.0,,L. Aldridge makes 2-pt jump shot from 22 ft (assist by D. Lillard),13,13
50,1,5:35.0,Turnover by T. Evans (lost ball; steal by L. Aldridge),,13,13
51,1,5:31.0,,A. Crabbe misses 2-pt layup at rim (block by A. Davis),13,13
52,1,5:30.0,Defensive rebound by T. Evans,,13,13
53,1,5:24.0,T. Evans misses 3-pt jump shot from 24 ft,,13,13
54,1,5:23.0,Offensive rebound by T. Evans,,13,13
55,1,5:22.0,,C. Kaman enters the game for R. Lopez,13,13
56,1,5:22.0,,S. Blake enters the game for A. Crabbe,13,13
57,1,5:22.0,R. Anderson enters the game for A. Ajinça,,13,13
58,1,5:07.0,J. Holiday makes 2-pt jump shot from 14 ft,,15,13
59,1,4:45.0,,D. Lillard misses 3-pt jump shot from 25 ft,15,13
60,1,4:42.0,Defensive rebound by A. Davis,,15,13
