,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,TORONTO_ACTION,BROOKLYN_SCORE,TORONTO_SCORE
0,1,11:44.0,Turnover by K. Garnett (bad pass),,0,0
1,1,11:21.0,,G. Vásquez misses 3-pt jump shot from 26 ft,0,0
2,1,11:20.0,Defensive rebound by K. Garnett,,0,0
3,1,11:08.0,J. Jack misses 2-pt jump shot from 16 ft,,0,0
4,1,11:06.0,,Defensive rebound by K. Lowry,0,0
5,1,10:58.0,,K. Lowry makes 2-pt jump shot from 18 ft,0,2
6,1,10:36.0,A. Anderson makes 2-pt jump shot from 10 ft,,2,2
7,1,10:09.0,,Turnover by D. DeRozan (lost ball; steal by M. Plumlee),2,2
8,1,9:58.0,J. Johnson misses 2-pt jump shot from 6 ft,,2,2
9,1,9:57.0,Offensive rebound by J. Johnson,,2,2
10,1,9:50.0,A. Anderson makes 3-pt jump shot from 26 ft (assist by J. Johnson),,5,2
11,1,9:31.0,,G. Vásquez misses 2-pt layup from 4 ft,5,2
12,1,9:31.0,Defensive rebound by M. Plumlee,,5,2
13,1,9:17.0,A. Anderson misses 3-pt jump shot from 26 ft,,5,2
14,1,9:16.0,,Defensive rebound by D. DeRozan,5,2
15,1,8:54.0,,K. Lowry makes 2-pt jump shot from 16 ft,5,4
16,1,8:33.0,J. Johnson misses 3-pt jump shot from 24 ft,,5,4
17,1,8:32.0,,Defensive rebound by J. Valančiūnas,5,4
18,1,8:26.0,,K. Lowry makes 2-pt layup from 2 ft (assist by J. Valančiūnas),5,6
19,1,8:18.0,Brooklyn full timeout,,5,6
20,1,8:12.0,J. Jack misses 2-pt hook shot from 4 ft,,5,6
21,1,8:11.0,,Defensive rebound by K. Lowry,5,6
22,1,8:00.0,,D. DeRozan misses 3-pt jump shot from 23 ft,5,6
23,1,7:59.0,Defensive rebound by K. Garnett,,5,6
24,1,7:52.0,Personal foul by K. Lowry (drawn by J. Johnson),,5,6
25,1,7:46.0,J. Johnson makes 2-pt hook shot from 4 ft (assist by K. Garnett),,7,6
26,1,7:30.0,,A. Johnson makes 2-pt hook shot from 3 ft (assist by K. Lowry),7,8
27,1,7:16.0,K. Garnett makes 2-pt jump shot from 18 ft (assist by J. Jack),,9,8
28,1,6:56.0,,Shooting foul by K. Garnett (drawn by J. Valančiūnas),9,8
29,1,6:56.0,,J. Valančiūnas misses free throw 1 of 2,9,8
30,1,6:56.0,,Offensive rebound by Team,9,8
31,1,6:56.0,,J. Valančiūnas misses free throw 2 of 2,9,8
32,1,6:55.0,Defensive rebound by K. Garnett,,9,8
33,1,6:42.0,J. Jack makes 3-pt jump shot from 23 ft (assist by J. Johnson),,12,8
34,1,6:31.0,,Turnover by K. Lowry (bad pass; steal by K. Garnett),12,8
35,1,6:28.0,Shooting foul by G. Vásquez (drawn by A. Anderson),,12,8
36,1,6:28.0,A. Anderson makes free throw 1 of 2,,13,8
37,1,6:28.0,A. Anderson makes free throw 2 of 2,,14,8
38,1,6:11.0,,A. Johnson makes 3-pt jump shot from 25 ft (assist by K. Lowry),14,11
39,1,5:56.0,K. Garnett makes 2-pt layup from 2 ft (assist by M. Plumlee),,16,11
40,1,5:56.0,Shooting foul by G. Vásquez (drawn by K. Garnett),,16,11
41,1,5:56.0,,Toronto full timeout,16,11
42,1,5:56.0,,T. Ross enters the game for G. Vásquez,16,11
43,1,5:56.0,K. Garnett makes free throw 1 of 1,,17,11
44,1,5:40.0,,D. DeRozan misses 2-pt jump shot from 9 ft,17,11
45,1,5:39.0,Defensive rebound by K. Garnett,,17,11
46,1,5:28.0,Offensive foul by K. Garnett (drawn by T. Ross),,17,11
47,1,5:28.0,Turnover by K. Garnett (offensive foul),,17,11
48,1,5:18.0,,K. Lowry misses 2-pt jump shot from 17 ft,17,11
49,1,5:17.0,,Offensive rebound by D. DeRozan,17,11
50,1,5:07.0,,T. Ross misses 3-pt jump shot from 26 ft,17,11
51,1,5:06.0,Defensive rebound by Team,,17,11
52,1,5:06.0,B. Lopez enters the game for K. Garnett,,17,11
53,1,5:06.0,D. Williams enters the game for A. Anderson,,17,11
54,1,4:53.0,B. Lopez misses 2-pt jump shot from 7 ft,,17,11
55,1,4:52.0,,Defensive rebound by A. Johnson,17,11
56,1,4:38.0,,J. Valančiūnas makes 2-pt hook shot from 1 ft,17,13
57,1,4:38.0,,Shooting foul by M. Plumlee (drawn by J. Valančiūnas),17,13
58,1,4:38.0,,J. Valančiūnas makes free throw 1 of 1,17,14
59,1,4:21.0,B. Lopez misses 2-pt hook shot from 4 ft (block by T. Ross),,17,14
60,1,4:19.0,,Defensive rebound by K. Lowry,17,14
61,1,4:16.0,,A. Johnson makes 2-pt layup at rim (assist by K. Lowry),17,16
62,1,3:59.0,B. Lopez misses 2-pt hook shot from 4 ft,,17,16
63,1,3:58.0,,Defensive rebound by J. Valančiūnas,17,16
64,1,3:39.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by K. Lowry),17,19
65,1,3:26.0,Brooklyn full timeout,,17,19
66,1,3:21.0,Turnover by J. Jack (lost ball; steal by K. Lowry),,17,19
67,1,3:17.0,,K. Lowry makes 2-pt layup at rim (assist by D. DeRozan),17,21
68,1,3:01.0,D. Williams misses 3-pt jump shot from 23 ft,,17,21
69,1,3:00.0,,Defensive rebound by K. Lowry,17,21
70,1,2:46.0,,T. Ross makes 3-pt jump shot from 22 ft (assist by D. DeRozan),17,24
71,1,2:31.0,J. Jack makes 3-pt jump shot from 26 ft (assist by J. Johnson),,20,24
72,1,2:08.0,,A. Johnson makes 2-pt jump shot from 14 ft (assist by D. DeRozan),20,26
73,1,1:52.0,B. Bogdanović enters the game for J. Johnson,,20,26
74,1,1:52.0,,L. Williams enters the game for D. DeRozan,20,26
75,1,1:45.0,J. Jack makes 2-pt jump shot from 6 ft,,22,26
76,1,1:19.0,,T. Ross makes 2-pt jump shot from 20 ft,22,28
77,1,0:57.0,B. Lopez misses 2-pt jump shot from 17 ft,,22,28
78,1,0:56.0,,Defensive rebound by A. Johnson,22,28
79,1,0:35.0,,T. Ross misses 3-pt jump shot from 25 ft,22,28
80,1,0:34.0,Defensive rebound by Team,,22,28
81,1,0:33.0,,G. Vásquez enters the game for K. Lowry,22,28
82,1,0:10.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,22,28
83,1,0:09.0,Offensive rebound by B. Lopez,,22,28
84,1,0:07.0,B. Lopez misses 2-pt hook shot from 3 ft,,22,28
85,1,0:06.0,,Defensive rebound by J. Valančiūnas,22,28
86,1,0:02.0,,Personal foul by J. Jack (drawn by L. Williams),22,28
87,1,0:00.0,,L. Williams misses 3-pt jump shot from 28 ft,22,28
88,1,0:00.0,,Offensive rebound by Team,22,28
89,2,11:48.0,,P. Patterson misses 3-pt jump shot from 23 ft,22,28
90,2,11:47.0,Defensive rebound by B. Lopez,,22,28
91,2,11:30.0,C. Jefferson misses 2-pt jump shot from 11 ft,,22,28
92,2,11:29.0,Offensive rebound by B. Bogdanović,,22,28
93,2,11:23.0,D. Williams misses 3-pt jump shot from 24 ft,,22,28
94,2,11:22.0,Offensive rebound by B. Lopez,,22,28
95,2,11:18.0,B. Lopez makes 2-pt hook shot from 2 ft,,24,28
96,2,11:04.0,,Shooting foul by D. Williams (drawn by L. Williams),24,28
97,2,11:04.0,,L. Williams makes free throw 1 of 2,24,29
98,2,11:04.0,A. Anderson enters the game for J. Jack,,24,29
99,2,11:04.0,,L. Williams misses free throw 2 of 2,24,29
100,2,11:03.0,Defensive rebound by C. Jefferson,,24,29
101,2,10:40.0,D. Williams makes 2-pt layup from 2 ft,,26,29
102,2,10:30.0,,T. Hansbrough makes 2-pt hook shot from 3 ft (assist by L. Williams),26,31
103,2,10:15.0,B. Bogdanović misses 2-pt jump shot from 10 ft,,26,31
104,2,10:14.0,Offensive rebound by C. Jefferson,,26,31
105,2,10:13.0,C. Jefferson makes 2-pt tip-in from 1 ft,,28,31
106,2,10:13.0,Loose ball foul by B. Lopez (drawn by T. Hansbrough),,28,31
107,2,9:55.0,,T. Ross misses 2-pt jump shot from 19 ft,28,31
108,2,9:54.0,Defensive rebound by C. Jefferson,,28,31
109,2,9:36.0,C. Jefferson makes 2-pt dunk at rim (assist by B. Bogdanović),,30,31
110,2,9:13.0,,L. Williams misses 3-pt jump shot from 26 ft,30,31
111,2,9:12.0,Defensive rebound by D. Williams,,30,31
112,2,9:04.0,D. Williams misses 2-pt jump shot from 7 ft,,30,31
113,2,9:03.0,Offensive rebound by C. Jefferson,,30,31
114,2,8:58.0,C. Jefferson makes 2-pt dunk at rim,,32,31
115,2,8:53.0,,Toronto full timeout,32,31
116,2,8:53.0,,J. Valančiūnas enters the game for T. Hansbrough,32,31
117,2,8:43.0,,T. Ross misses 3-pt jump shot from 25 ft,32,31
118,2,8:42.0,Defensive rebound by Team,,32,31
119,2,8:29.0,C. Jefferson misses 2-pt layup from 1 ft (block by P. Patterson),,32,31
120,2,8:27.0,,Defensive rebound by P. Patterson,32,31
121,2,8:17.0,,P. Patterson makes 2-pt jump shot from 17 ft (assist by G. Vásquez),32,33
122,2,8:00.0,Turnover by B. Bogdanović (lost ball; steal by P. Patterson),,32,33
123,2,7:46.0,,L. Williams makes 3-pt jump shot from 26 ft,32,36
124,2,7:11.0,A. Anderson misses 3-pt jump shot from 25 ft,,32,36
125,2,7:10.0,Offensive rebound by Team,,32,36
126,2,7:10.0,Turnover by Team (shot clock),,32,36
127,2,6:53.0,,G. Vásquez makes 3-pt jump shot from 26 ft (assist by P. Patterson),32,39
128,2,6:38.0,B. Lopez makes 2-pt hook shot from 7 ft (assist by D. Williams),,34,39
129,2,6:13.0,,J. Valančiūnas misses 2-pt hook shot from 5 ft,34,39
130,2,6:12.0,Defensive rebound by B. Lopez,,34,39
131,2,6:07.0,D. Williams makes 2-pt layup from 1 ft (assist by B. Lopez),,36,39
132,2,5:56.0,,Toronto full timeout,36,39
133,2,5:56.0,Official timeout,,36,39
134,2,5:56.0,,D. DeRozan enters the game for G. Vásquez,36,39
135,2,5:56.0,,K. Lowry enters the game for T. Ross,36,39
136,2,5:39.0,,D. DeRozan makes 2-pt jump shot from 4 ft,36,41
137,2,5:27.0,D. Williams misses 2-pt jump shot from 20 ft,,36,41
138,2,5:26.0,,Defensive rebound by P. Patterson,36,41
139,2,5:12.0,,P. Patterson misses 2-pt jump shot from 16 ft,36,41
140,2,5:11.0,,Offensive rebound by J. Valančiūnas,36,41
141,2,4:54.0,,P. Patterson misses 3-pt jump shot from 25 ft,36,41
142,2,4:53.0,,Offensive rebound by K. Lowry,36,41
143,2,4:49.0,,L. Williams misses 3-pt jump shot from 26 ft,36,41
144,2,4:48.0,Defensive rebound by B. Bogdanović,,36,41
145,2,4:37.0,D. Williams makes 2-pt layup from 3 ft,,38,41
146,2,4:21.0,,Personal foul by B. Bogdanović (drawn by D. DeRozan),38,41
147,2,4:21.0,J. Johnson enters the game for B. Bogdanović,,38,41
148,2,4:07.0,,K. Lowry makes 3-pt jump shot from 23 ft (assist by D. DeRozan),38,44
149,2,3:51.0,B. Lopez makes 2-pt hook shot from 14 ft (assist by J. Johnson),,40,44
150,2,3:33.0,,L. Williams misses 3-pt jump shot from 24 ft,40,44
151,2,3:33.0,Defensive rebound by Team,,40,44
152,2,3:33.0,,Loose ball foul by J. Valančiūnas (drawn by A. Anderson),40,44
153,2,3:16.0,A. Anderson makes 2-pt dunk at rim (assist by J. Johnson),,42,44
154,2,2:56.0,,L. Williams misses 2-pt jump shot from 14 ft,42,44
155,2,2:55.0,Defensive rebound by A. Anderson,,42,44
156,2,2:36.0,B. Lopez misses 2-pt jump shot from 14 ft (block by J. Valančiūnas),,42,44
157,2,2:34.0,,Defensive rebound by D. DeRozan,42,44
158,2,2:31.0,,Turnover by D. DeRozan (lost ball),42,44
159,2,2:31.0,Brooklyn full timeout,,42,44
160,2,2:31.0,,A. Johnson enters the game for L. Williams,42,44
161,2,2:31.0,,T. Ross enters the game for P. Patterson,42,44
162,2,2:21.0,B. Lopez misses 2-pt jump shot from 10 ft,,42,44
163,2,2:19.0,Offensive rebound by C. Jefferson,,42,44
164,2,2:19.0,C. Jefferson misses 2-pt tip-in from 3 ft,,42,44
165,2,2:19.0,,Defensive rebound by K. Lowry,42,44
166,2,2:19.0,,Offensive foul by K. Lowry (drawn by D. Williams),42,44
167,2,2:19.0,,Turnover by K. Lowry (offensive foul),42,44
168,2,2:19.0,,Technical foul by Team,42,44
169,2,2:19.0,D. Williams makes technical free throw,,43,44
170,2,2:01.0,J. Johnson misses 3-pt jump shot from 25 ft,,43,44
171,2,2:00.0,,Defensive rebound by Team,43,44
172,2,1:44.0,,Shooting foul by B. Lopez (drawn by K. Lowry),43,44
173,2,1:44.0,,K. Lowry makes free throw 1 of 2,43,45
174,2,1:44.0,M. Plumlee enters the game for B. Lopez,,43,45
175,2,1:44.0,J. Jordan enters the game for C. Jefferson,,43,45
176,2,1:44.0,,K. Lowry makes free throw 2 of 2,43,46
177,2,1:24.0,J. Johnson makes 2-pt jump shot from 20 ft,,45,46
178,2,0:57.0,,Turnover by K. Lowry (bad pass; steal by J. Johnson),45,46
179,2,0:54.0,M. Plumlee makes 2-pt dunk at rim (assist by D. Williams),,47,46
180,2,0:43.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by D. DeRozan),47,49
181,2,0:30.0,Shooting foul by D. DeRozan (drawn by J. Johnson),,47,49
182,2,0:30.0,J. Johnson makes free throw 1 of 2,,48,49
183,2,0:30.0,J. Jack enters the game for M. Plumlee,,48,49
184,2,0:30.0,,P. Patterson enters the game for J. Valančiūnas,48,49
185,2,0:30.0,J. Johnson makes free throw 2 of 2,,49,49
