,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,PHILADELPHIA_ACTION,CHARLOTTE_SCORE,PHILADELPHIA_SCORE
169,2,6:19.0,Turnover by G. Neal (bad pass; steal by T. Frazier),,38,27
170,2,6:04.0,,H. Thompson makes 2-pt layup from 1 ft,38,29
171,2,5:48.0,G. Neal misses 2-pt jump shot from 16 ft,,38,29
172,2,5:47.0,,Defensive rebound by L. Mbah a Moute,38,29
173,2,5:36.0,,N. Noel misses 2-pt hook shot from 5 ft,38,29
174,2,5:32.0,Defensive rebound by A. Jefferson,,38,29
175,2,5:24.0,Personal foul by R. Covington (drawn by M. Kidd-Gilchrist),,38,29
176,2,5:24.0,Official timeout,,38,29
177,2,5:24.0,B. Roberts enters the game for M. Kidd-Gilchrist,,38,29
178,2,5:24.0,G. Henderson enters the game for G. Neal,,38,29
179,2,5:12.0,A. Jefferson misses 2-pt jump shot from 7 ft,,38,29
180,2,5:10.0,,Defensive rebound by H. Thompson,38,29
181,2,4:58.0,,R. Covington misses 3-pt jump shot from 24 ft,38,29
182,2,4:56.0,Defensive rebound by M. Williams,,38,29
183,2,4:40.0,G. Henderson makes 3-pt jump shot from 24 ft (assist by M. Williams),,41,29
184,2,4:24.0,,Turnover by T. Frazier (lost ball; steal by B. Roberts),41,29
185,2,4:15.0,Turnover by M. Williams (bad pass; steal by N. Noel),,41,29
186,2,4:12.0,,Shooting foul by M. Williams (drawn by H. Thompson),41,29
187,2,4:12.0,,H. Thompson makes free throw 1 of 2,41,30
188,2,4:12.0,,H. Thompson misses free throw 2 of 2,41,30
189,2,4:11.0,Defensive rebound by A. Jefferson,,41,30
190,2,3:48.0,A. Jefferson makes 2-pt layup at rim (assist by G. Henderson),,43,30
191,2,3:35.0,,L. Mbah a Moute misses 3-pt jump shot from 25 ft,43,30
192,2,3:33.0,Defensive rebound by G. Henderson,,43,30
193,2,3:23.0,G. Henderson makes 3-pt jump shot from 23 ft (assist by L. Stephenson),,46,30
194,2,3:22.0,,Philadelphia full timeout,46,30
195,2,3:22.0,C. Zeller enters the game for M. Williams,,46,30
196,2,3:22.0,,J. Sampson enters the game for R. Covington,46,30
197,2,2:58.0,,Shooting foul by L. Stephenson (drawn by L. Mbah a Moute),46,30
198,2,2:58.0,Charlotte full timeout,,46,30
199,2,2:58.0,,L. Mbah a Moute misses free throw 1 of 3,46,30
200,2,2:58.0,,Offensive rebound by Team,46,30
201,2,2:58.0,,L. Mbah a Moute makes free throw 2 of 3,46,31
202,2,2:58.0,,L. Mbah a Moute makes free throw 3 of 3,46,32
203,2,2:36.0,G. Henderson misses 2-pt jump shot from 3 ft (block by N. Noel),,46,32
204,2,2:35.0,Offensive rebound by Team,,46,32
205,2,2:33.0,Turnover by L. Stephenson (bad pass; steal by N. Noel),,46,32
206,2,2:27.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by T. Frazier),46,35
207,2,2:16.0,G. Henderson misses 2-pt jump shot from 16 ft,,46,35
208,2,2:14.0,,Defensive rebound by L. Mbah a Moute,46,35
209,2,2:07.0,,Turnover by L. Mbah a Moute (bad pass; steal by B. Roberts),46,35
210,2,1:59.0,L. Stephenson misses 2-pt jump shot from 16 ft,,46,35
211,2,1:57.0,,Defensive rebound by T. Frazier,46,35
212,2,1:54.0,,Turnover by T. Frazier (bad pass; steal by C. Zeller),46,35
213,2,1:50.0,Shooting foul by L. Mbah a Moute (drawn by C. Zeller),,46,35
214,2,1:50.0,C. Zeller misses free throw 1 of 2,,46,35
215,2,1:50.0,Offensive rebound by Team,,46,35
216,2,1:50.0,C. Zeller makes free throw 2 of 2,,47,35
217,2,1:38.0,,Turnover by T. Frazier (bad pass; steal by G. Henderson),47,35
218,2,1:34.0,Shooting foul by H. Thompson (drawn by G. Henderson),,47,35
219,2,1:34.0,G. Henderson misses free throw 1 of 2,,47,35
220,2,1:34.0,Offensive rebound by Team,,47,35
221,2,1:34.0,G. Henderson makes free throw 2 of 2,,48,35
222,2,1:22.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by L. Mbah a Moute),48,38
223,2,1:00.0,G. Henderson misses 2-pt jump shot from 17 ft,,48,38
224,2,0:56.0,,Defensive rebound by J. Sampson,48,38
225,2,0:56.0,,Personal foul by A. Jefferson (drawn by J. Sampson),48,38
226,2,0:56.0,,K. McDaniels enters the game for J. Sampson,48,38
227,2,0:56.0,M. Williams enters the game for C. Zeller,,48,38
228,2,0:56.0,J. Maxiell enters the game for A. Jefferson,,48,38
229,2,0:49.0,,Personal foul by J. Maxiell (drawn by N. Noel),48,38
230,2,0:49.0,,N. Noel makes free throw 1 of 2,48,39
231,2,0:49.0,,R. Covington enters the game for H. Thompson,48,39
232,2,0:49.0,,N. Noel makes free throw 2 of 2,48,40
233,2,0:30.0,J. Maxiell misses 2-pt jump shot from 15 ft,,48,40
234,2,0:27.0,,Defensive rebound by L. Mbah a Moute,48,40
235,2,0:05.0,,L. Mbah a Moute misses 2-pt jump shot from 19 ft,48,40
236,2,0:04.0,,Offensive rebound by R. Covington,48,40
237,2,0:03.0,,R. Covington makes 2-pt jump shot from 7 ft,48,42
238,3,11:48.0,,L. Mbah a Moute misses 2-pt layup from 1 ft,48,42
239,3,11:47.0,,Offensive rebound by Team,48,42
240,3,11:35.0,,J. Sampson misses 2-pt jump shot from 8 ft,48,42
241,3,11:33.0,Defensive rebound by B. Roberts,,48,42
242,3,11:22.0,C. Zeller makes 2-pt dunk at rim (assist by G. Henderson),,50,42
243,3,11:01.0,,T. Frazier misses 3-pt jump shot from 26 ft,50,42
244,3,11:00.0,Defensive rebound by C. Zeller,,50,42
245,3,10:52.0,Personal foul by T. Frazier (drawn by G. Henderson),,50,42
246,3,10:36.0,Turnover by C. Zeller (bad pass; steal by R. Covington),,50,42
247,3,10:32.0,,R. Covington makes 3-pt jump shot from 24 ft,50,45
248,3,10:19.0,A. Jefferson misses 2-pt jump shot from 22 ft,,50,45
249,3,10:16.0,,Defensive rebound by R. Covington,50,45
250,3,10:10.0,,R. Covington misses 3-pt jump shot from 26 ft,50,45
251,3,10:08.0,Defensive rebound by C. Zeller,,50,45
252,3,9:56.0,G. Neal misses 2-pt jump shot from 4 ft,,50,45
253,3,9:54.0,,Defensive rebound by N. Noel,50,45
254,3,9:41.0,,Shooting foul by G. Neal (drawn by R. Covington),50,45
255,3,9:41.0,,R. Covington makes free throw 1 of 3,50,46
256,3,9:41.0,,R. Covington misses free throw 2 of 3,50,46
257,3,9:41.0,,Offensive rebound by Team,50,46
258,3,9:41.0,,R. Covington makes free throw 3 of 3,50,47
259,3,9:20.0,G. Neal misses 2-pt jump shot from 4 ft,,50,47
260,3,9:18.0,,Defensive rebound by R. Covington,50,47
261,3,9:07.0,,J. Sampson misses 2-pt layup from 3 ft,50,47
262,3,9:06.0,Defensive rebound by C. Zeller,,50,47
263,3,8:48.0,A. Jefferson misses 2-pt jump shot from 4 ft,,50,47
264,3,8:46.0,,Defensive rebound by R. Covington,50,47
265,3,8:40.0,,N. Noel makes 2-pt dunk at rim (assist by R. Covington),50,49
266,3,8:38.0,Charlotte full timeout,,50,49
267,3,8:30.0,Personal foul by J. Sampson (drawn by G. Neal),,50,49
268,3,8:21.0,A. Jefferson misses 2-pt jump shot from 11 ft,,50,49
269,3,8:19.0,,Defensive rebound by J. Sampson,50,49
270,3,8:06.0,,L. Mbah a Moute misses 2-pt jump shot from 20 ft,50,49
271,3,8:04.0,Defensive rebound by G. Henderson,,50,49
272,3,7:58.0,Shooting foul by L. Mbah a Moute (drawn by G. Henderson),,50,49
273,3,7:58.0,G. Henderson makes free throw 1 of 2,,51,49
274,3,7:58.0,,H. Thompson enters the game for J. Sampson,51,49
275,3,7:58.0,G. Henderson makes free throw 2 of 2,,52,49
276,3,7:46.0,,R. Covington misses 2-pt jump shot from 18 ft,52,49
277,3,7:46.0,Defensive rebound by Team,,52,49
278,3,7:30.0,Turnover by A. Jefferson (bad pass),,52,49
279,3,7:10.0,,N. Noel makes 2-pt hook shot from 8 ft (assist by T. Frazier),52,51
280,3,6:50.0,B. Roberts misses 2-pt jump shot from 13 ft,,52,51
281,3,6:49.0,,Defensive rebound by L. Mbah a Moute,52,51
282,3,6:36.0,,L. Mbah a Moute makes 2-pt layup from 1 ft,52,53
283,3,6:24.0,B. Roberts misses 3-pt jump shot from 28 ft,,52,53
284,3,6:22.0,,Defensive rebound by R. Covington,52,53
285,3,6:17.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by T. Frazier),52,56
286,3,6:16.0,Charlotte full timeout,,52,56
287,3,6:04.0,,Violation by N. Noel (def goaltending),52,56
288,3,6:04.0,A. Jefferson makes 2-pt layup from 1 ft (assist by G. Neal),,54,56
289,3,5:53.0,,R. Covington misses 3-pt jump shot from 24 ft,54,56
290,3,5:52.0,Defensive rebound by B. Roberts,,54,56
291,3,5:36.0,B. Roberts misses 3-pt jump shot from 23 ft,,54,56
292,3,5:34.0,,Defensive rebound by T. Frazier,54,56
293,3,5:28.0,,H. Thompson makes 3-pt jump shot from 23 ft (assist by T. Frazier),54,59
294,3,5:09.0,Personal foul by R. Covington (drawn by G. Henderson),,54,59
295,3,5:09.0,,H. Sims enters the game for N. Noel,54,59
296,3,5:09.0,M. Williams enters the game for C. Zeller,,54,59
297,3,4:58.0,M. Williams misses 3-pt jump shot from 25 ft,,54,59
298,3,4:56.0,,Defensive rebound by R. Covington,54,59
299,3,4:38.0,,Personal foul by G. Henderson (drawn by L. Mbah a Moute),54,59
300,3,4:38.0,Charlotte full timeout,,54,59
301,3,4:38.0,L. Stephenson enters the game for G. Henderson,,54,59
302,3,4:23.0,,R. Covington makes 3-pt jump shot from 24 ft (assist by H. Thompson),54,62
303,3,3:54.0,L. Stephenson misses 3-pt jump shot from 24 ft,,54,62
304,3,3:52.0,,Defensive rebound by H. Sims,54,62
305,3,3:44.0,,Shooting foul by A. Jefferson (drawn by H. Thompson),54,62
306,3,3:44.0,,H. Thompson makes free throw 1 of 2,54,63
307,3,3:44.0,,H. Thompson makes free throw 2 of 2,54,64
308,3,3:32.0,Personal foul by L. Mbah a Moute (drawn by M. Williams),,54,64
309,3,3:32.0,,K. McDaniels enters the game for L. Mbah a Moute,54,64
310,3,3:32.0,,J. Grant enters the game for R. Covington,54,64
311,3,3:32.0,J. Maxiell enters the game for A. Jefferson,,54,64
312,3,3:32.0,G. Henderson enters the game for G. Neal,,54,64
313,3,3:32.0,M. Williams makes free throw 1 of 2,,55,64
314,3,3:32.0,M. Williams makes free throw 2 of 2,,56,64
315,3,3:32.0,,Philadelphia full timeout,56,64
316,3,3:19.0,,H. Sims makes 2-pt jump shot from 17 ft (assist by J. Grant),56,66
317,3,2:49.0,B. Roberts misses 3-pt jump shot from 25 ft,,56,66
318,3,2:49.0,,Defensive rebound by Team,56,66
319,3,2:30.0,,J. Grant makes 2-pt layup from 1 ft,56,68
320,3,2:22.0,Personal foul by J. Grant (drawn by M. Williams),,56,68
321,3,2:22.0,M. Williams makes free throw 1 of 2,,57,68
322,3,2:22.0,,J. Sampson enters the game for T. Frazier,57,68
323,3,2:22.0,M. Williams misses free throw 2 of 2,,57,68
324,3,2:21.0,Offensive rebound by J. Maxiell,,57,68
325,3,2:14.0,G. Henderson misses 2-pt jump shot from 10 ft,,57,68
326,3,2:13.0,,Defensive rebound by J. Grant,57,68
327,3,2:01.0,,Shooting foul by J. Maxiell (drawn by H. Sims),57,68
328,3,2:01.0,,H. Sims makes free throw 1 of 2,57,69
329,3,2:01.0,J. Taylor enters the game for B. Roberts,,57,69
330,3,2:01.0,,H. Sims makes free throw 2 of 2,57,70
331,3,1:44.0,G. Henderson misses 3-pt jump shot from 25 ft,,57,70
332,3,1:42.0,,Defensive rebound by H. Thompson,57,70
333,3,1:29.0,,Shooting foul by J. Maxiell (drawn by K. McDaniels),57,70
334,3,1:29.0,,K. McDaniels misses free throw 1 of 2,57,70
335,3,1:29.0,,Offensive rebound by Team,57,70
336,3,1:29.0,C. Zeller enters the game for J. Maxiell,,57,70
337,3,1:29.0,,K. McDaniels misses free throw 2 of 2,57,70
338,3,1:27.0,Defensive rebound by G. Henderson,,57,70
339,3,1:16.0,Turnover by C. Zeller (bad pass),,57,70
340,3,1:06.0,,H. Sims misses 2-pt jump shot from 16 ft,57,70
341,3,1:04.0,Defensive rebound by G. Henderson,,57,70
342,3,1:00.0,G. Henderson makes 2-pt layup from 1 ft,,59,70
343,3,0:47.0,,J. Sampson misses 3-pt jump shot from 24 ft,59,70
344,3,0:45.0,,Offensive rebound by J. Grant,59,70
345,3,0:43.0,,J. Grant misses 2-pt jump shot from 3 ft,59,70
346,3,0:42.0,Defensive rebound by C. Zeller,,59,70
347,3,0:29.0,Shooting foul by K. McDaniels (drawn by C. Zeller),,59,70
348,3,0:29.0,C. Zeller makes free throw 1 of 2,,60,70
349,3,0:29.0,,T. Frazier enters the game for K. McDaniels,60,70
350,3,0:29.0,,R. Covington enters the game for J. Sampson,60,70
351,3,0:29.0,C. Zeller makes free throw 2 of 2,,61,70
352,3,0:08.0,,T. Frazier misses 2-pt jump shot from 18 ft,61,70
353,3,0:06.0,Defensive rebound by J. Taylor,,61,70
354,3,0:01.0,J. Taylor misses 3-pt jump shot from 27 ft,,61,70
355,3,0:00.0,Offensive rebound by Team,,61,70
356,4,11:50.0,Offensive foul by M. Williams (drawn by J. Sampson),,61,70
357,4,11:50.0,Turnover by M. Williams (offensive foul),,61,70
358,4,11:37.0,,K. McDaniels makes 2-pt layup from 3 ft (assist by H. Sims),61,72
359,4,11:21.0,J. Taylor makes 3-pt jump shot from 23 ft (assist by G. Henderson),,64,72
360,4,11:04.0,,J. Grant misses 2-pt jump shot from 17 ft,64,72
361,4,11:02.0,,Offensive rebound by K. McDaniels,64,72
362,4,11:00.0,Offensive charge foul by K. McDaniels (drawn by G. Henderson),,64,72
363,4,11:00.0,,Turnover by K. McDaniels (offensive foul),64,72
364,4,10:47.0,Turnover by J. Taylor (bad pass),,64,72
365,4,10:24.0,,H. Sims makes 2-pt layup from 1 ft,64,74
366,4,10:01.0,G. Henderson misses 2-pt jump shot from 18 ft,,64,74
367,4,9:59.0,,Defensive rebound by K. McDaniels,64,74
368,4,9:52.0,,H. Sims misses 2-pt jump shot from 17 ft,64,74
369,4,9:50.0,Defensive rebound by L. Stephenson,,64,74
370,4,9:45.0,C. Zeller misses 2-pt jump shot from 3 ft (block by K. McDaniels),,64,74
371,4,9:45.0,Offensive rebound by Team,,64,74
372,4,9:43.0,J. Taylor makes 2-pt layup from 1 ft (assist by L. Stephenson),,66,74
373,4,9:43.0,Shooting foul by J. Sampson (drawn by J. Taylor),,66,74
374,4,9:43.0,,N. Noel enters the game for H. Sims,66,74
375,4,9:43.0,J. Taylor makes free throw 1 of 1,,67,74
376,4,9:37.0,,Personal foul by C. Zeller (drawn by N. Noel),67,74
377,4,9:37.0,,L. Mbah a Moute enters the game for J. Grant,67,74
378,4,9:37.0,,R. Covington enters the game for H. Thompson,67,74
379,4,9:21.0,,Turnover by R. Covington (bad pass; steal by M. Williams),67,74
380,4,9:09.0,G. Henderson makes 2-pt layup from 2 ft (assist by J. Taylor),,69,74
381,4,8:46.0,,R. Covington misses 3-pt jump shot from 23 ft,69,74
