,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PORTLAND_ACTION,SAN ANTONIO_SCORE,PORTLAND_SCORE
0,1,11:48.0,T. Parker misses 2-pt jump shot from 18 ft,,0,0
1,1,11:47.0,,Defensive rebound by L. Aldridge,0,0
2,1,11:34.0,,L. Aldridge misses 2-pt jump shot from 21 ft,0,0
3,1,11:33.0,Defensive rebound by K. Leonard,,0,0
4,1,11:18.0,A. Baynes misses 2-pt jump shot from 14 ft,,0,0
5,1,11:18.0,,Defensive rebound by D. Lillard,0,0
6,1,11:10.0,,Shooting block foul by A. Baynes (drawn by R. Lopez),0,0
7,1,11:10.0,,R. Lopez makes free throw 1 of 2,0,1
8,1,11:10.0,,R. Lopez makes free throw 2 of 2,0,2
9,1,10:56.0,T. Duncan makes 2-pt hook shot from 3 ft (assist by T. Parker),,2,2
10,1,10:33.0,,W. Matthews misses 3-pt jump shot from 22 ft,2,2
11,1,10:32.0,Defensive rebound by T. Duncan,,2,2
12,1,10:17.0,T. Duncan makes 2-pt jump shot from 20 ft (assist by T. Parker),,4,2
13,1,9:56.0,,Turnover by N. Batum (bad pass; steal by T. Duncan),4,2
14,1,9:29.0,K. Leonard misses 3-pt jump shot from 24 ft,,4,2
15,1,9:29.0,,Defensive rebound by L. Aldridge,4,2
16,1,9:21.0,,W. Matthews makes 2-pt layup from 1 ft,4,4
17,1,8:57.0,T. Duncan makes 2-pt jump shot from 6 ft,,6,4
18,1,8:46.0,,L. Aldridge makes 2-pt jump shot from 21 ft (assist by D. Lillard),6,6
19,1,8:31.0,T. Parker misses 2-pt jump shot from 17 ft,,6,6
20,1,8:30.0,,Defensive rebound by W. Matthews,6,6
21,1,8:16.0,,Shooting foul by T. Parker (drawn by W. Matthews),6,6
22,1,8:16.0,,W. Matthews makes free throw 1 of 2,6,7
23,1,8:16.0,,W. Matthews makes free throw 2 of 2,6,8
24,1,8:02.0,Turnover by T. Parker (bad pass; steal by N. Batum),,6,8
25,1,7:59.0,,N. Batum makes 2-pt dunk at rim,6,10
26,1,7:47.0,A. Baynes misses 2-pt layup from 2 ft (block by R. Lopez),,6,10
27,1,7:47.0,Offensive rebound by Team,,6,10
28,1,7:32.0,T. Parker misses 2-pt jump shot from 21 ft,,6,10
29,1,7:32.0,,Defensive rebound by L. Aldridge,6,10
30,1,7:22.0,,L. Aldridge misses 3-pt jump shot from 24 ft,6,10
31,1,7:20.0,Defensive rebound by K. Leonard,,6,10
32,1,7:14.0,T. Duncan makes 2-pt layup at rim (assist by K. Leonard),,8,10
33,1,6:50.0,,L. Aldridge misses 2-pt layup from 1 ft,8,10
34,1,6:49.0,Defensive rebound by A. Baynes,,8,10
35,1,6:37.0,D. Green misses 2-pt jump shot from 19 ft,,8,10
36,1,6:36.0,,Defensive rebound by W. Matthews,8,10
37,1,6:29.0,,N. Batum makes 2-pt jump shot from 19 ft,8,12
38,1,6:29.0,San Antonio full timeout,,8,12
39,1,6:29.0,M. Ginóbili enters the game for K. Leonard,,8,12
40,1,6:29.0,B. Diaw enters the game for D. Green,,8,12
41,1,6:29.0,K. Leonard enters the game for A. Baynes,,8,12
42,1,6:16.0,T. Duncan makes 2-pt layup from 2 ft (assist by B. Diaw),,10,12
43,1,5:59.0,,D. Lillard misses 2-pt jump shot from 22 ft,10,12
44,1,5:57.0,Defensive rebound by Team,,10,12
45,1,5:49.0,Turnover by T. Parker (bad pass),,10,12
46,1,5:40.0,,L. Aldridge misses 2-pt layup from 2 ft,10,12
47,1,5:39.0,,Offensive rebound by R. Lopez,10,12
48,1,5:28.0,,W. Matthews misses 3-pt jump shot from 24 ft,10,12
49,1,5:26.0,,Offensive rebound by N. Batum,10,12
50,1,5:22.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by D. Lillard),10,15
51,1,5:01.0,M. Ginóbili makes 2-pt layup from 1 ft (assist by B. Diaw),,12,15
52,1,4:47.0,,R. Lopez makes 2-pt hook shot from 2 ft (assist by N. Batum),12,17
53,1,4:35.0,Turnover by K. Leonard (bad pass; steal by N. Batum),,12,17
54,1,4:18.0,,R. Lopez makes 2-pt jump shot from 19 ft (assist by N. Batum),12,19
55,1,3:51.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,12,19
56,1,3:50.0,,Defensive rebound by N. Batum,12,19
57,1,3:37.0,,W. Matthews makes 2-pt jump shot from 17 ft (assist by L. Aldridge),12,21
58,1,3:26.0,T. Parker misses 2-pt layup from 1 ft,,12,21
59,1,3:25.0,,Defensive rebound by D. Lillard,12,21
60,1,3:21.0,,D. Lillard makes 2-pt layup from 1 ft,12,23
61,1,3:08.0,Offensive foul by T. Duncan (drawn by R. Lopez),,12,23
62,1,3:08.0,Turnover by T. Duncan (offensive foul),,12,23
63,1,3:08.0,M. Belinelli enters the game for K. Leonard,,12,23
64,1,3:08.0,T. Splitter enters the game for T. Duncan,,12,23
65,1,3:08.0,C. Joseph enters the game for T. Parker,,12,23
66,1,3:08.0,,A. Afflalo enters the game for L. Aldridge,12,23
67,1,3:08.0,,C. Kaman enters the game for R. Lopez,12,23
68,1,3:08.0,,S. Blake enters the game for W. Matthews,12,23
69,1,3:08.0,,L. Aldridge enters the game for D. Lillard,12,23
70,1,2:50.0,,S. Blake makes 2-pt jump shot from 18 ft,12,25
71,1,2:35.0,M. Belinelli misses 2-pt layup from 1 ft (block by N. Batum),,12,25
72,1,2:32.0,,Defensive rebound by S. Blake,12,25
73,1,2:21.0,,L. Aldridge misses 2-pt jump shot from 15 ft,12,25
74,1,2:21.0,Defensive rebound by Team,,12,25
75,1,2:21.0,,Loose ball foul by C. Kaman (drawn by B. Diaw),12,25
76,1,2:21.0,,Portland full timeout,12,25
77,1,2:07.0,M. Ginóbili misses 2-pt jump shot from 10 ft,,12,25
78,1,2:06.0,Offensive rebound by T. Splitter,,12,25
79,1,1:55.0,M. Belinelli makes 2-pt jump shot from 7 ft (assist by M. Ginóbili),,14,25
80,1,1:32.0,,L. Aldridge makes 2-pt jump shot from 16 ft,14,27
81,1,1:08.0,Personal foul by S. Blake (drawn by C. Joseph),,14,27
82,1,1:04.0,T. Splitter makes 2-pt dunk at rim (assist by M. Ginóbili),,16,27
83,1,0:52.0,,N. Batum makes 3-pt jump shot from 24 ft,16,30
84,1,0:38.0,Turnover by M. Ginóbili (bad pass; steal by A. Afflalo),,16,30
85,1,0:34.0,,A. Afflalo makes 2-pt layup from 1 ft (assist by N. Batum),16,32
86,1,0:18.0,B. Diaw misses 2-pt jump shot from 20 ft,,16,32
87,1,0:17.0,,Defensive rebound by C. Kaman,16,32
88,1,0:06.0,,L. Aldridge misses 2-pt jump shot from 18 ft,16,32
89,1,0:05.0,Defensive rebound by M. Ginóbili,,16,32
90,2,11:35.0,,W. Matthews makes 2-pt jump shot from 8 ft (assist by S. Blake),16,34
91,2,11:16.0,B. Diaw makes 2-pt jump shot from 10 ft,,18,34
92,2,10:59.0,,A. Afflalo makes 3-pt jump shot from 25 ft (assist by S. Blake),18,37
93,2,10:48.0,B. Diaw makes 3-pt jump shot from 24 ft (assist by C. Joseph),,21,37
94,2,10:31.0,,A. Afflalo misses 2-pt jump shot from 9 ft,21,37
95,2,10:30.0,Defensive rebound by T. Splitter,,21,37
96,2,10:19.0,B. Diaw misses 2-pt layup from 2 ft,,21,37
97,2,10:18.0,,Defensive rebound by C. Kaman,21,37
98,2,10:01.0,,Turnover by C. Kaman (bad pass; steal by C. Joseph),21,37
99,2,9:38.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by B. Diaw),,24,37
100,2,9:10.0,,S. Blake misses 2-pt jump shot from 15 ft,24,37
101,2,9:10.0,,Offensive rebound by Team,24,37
102,2,9:10.0,Loose ball foul by B. Diaw (drawn by M. Leonard),,24,37
103,2,9:10.0,K. Leonard enters the game for M. Ginóbili,,24,37
104,2,9:00.0,,W. Matthews misses 3-pt jump shot from 24 ft,24,37
105,2,8:59.0,,Offensive rebound by W. Matthews,24,37
106,2,8:52.0,Violation by B. Diaw (kicked ball),,24,37
107,2,8:52.0,Official timeout,,24,37
108,2,8:38.0,,W. Matthews makes 2-pt layup from 1 ft (assist by M. Leonard),24,39
109,2,8:21.0,T. Splitter makes 2-pt hook shot from 6 ft,,26,39
110,2,8:01.0,,Turnover by A. Afflalo (bad pass; steal by B. Diaw),26,39
111,2,7:58.0,,Offensive charge foul by B. Diaw (drawn by M. Leonard),26,39
112,2,7:58.0,Turnover by B. Diaw (offensive foul),,26,39
113,2,7:58.0,,D. Lillard enters the game for S. Blake,26,39
114,2,7:58.0,T. Duncan enters the game for B. Diaw,,26,39
115,2,7:38.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by D. Lillard),26,42
116,2,7:25.0,M. Belinelli makes 2-pt jump shot from 20 ft,,28,42
117,2,7:18.0,,Turnover by M. Leonard (offensive foul),28,42
118,2,7:18.0,,Offensive foul by M. Leonard (drawn by C. Joseph),28,42
119,2,7:18.0,T. Parker enters the game for C. Joseph,,28,42
120,2,7:18.0,D. Green enters the game for M. Belinelli,,28,42
121,2,6:58.0,T. Duncan makes 2-pt jump shot from 19 ft,,30,42
122,2,6:44.0,,Personal foul by K. Leonard (drawn by W. Matthews),30,42
123,2,6:44.0,A. Baynes enters the game for T. Splitter,,30,42
124,2,6:44.0,,R. Lopez enters the game for C. Kaman,30,42
125,2,6:44.0,,N. Batum enters the game for W. Matthews,30,42
126,2,6:39.0,,Turnover by N. Batum (bad pass; steal by K. Leonard),30,42
127,2,6:33.0,K. Leonard misses 2-pt jump shot from 21 ft,,30,42
128,2,6:32.0,,Defensive rebound by D. Lillard,30,42
129,2,6:25.0,,D. Lillard makes 2-pt layup at rim,30,44
130,2,6:10.0,A. Baynes makes 2-pt dunk at rim (assist by T. Parker),,32,44
131,2,5:53.0,,N. Batum makes 2-pt jump shot from 17 ft,32,46
132,2,5:28.0,K. Leonard makes 3-pt jump shot from 24 ft (assist by A. Baynes),,35,46
133,2,5:28.0,,Portland full timeout,35,46
134,2,5:28.0,,L. Aldridge enters the game for M. Leonard,35,46
135,2,5:16.0,,Turnover by N. Batum (bad pass; steal by T. Parker),35,46
136,2,5:02.0,K. Leonard misses 2-pt jump shot from 7 ft,,35,46
137,2,5:02.0,Offensive rebound by D. Green,,35,46
138,2,5:02.0,Shooting foul by R. Lopez (drawn by D. Green),,35,46
139,2,5:02.0,D. Green makes free throw 1 of 2,,36,46
140,2,5:02.0,D. Green makes free throw 2 of 2,,37,46
141,2,4:42.0,,L. Aldridge misses 2-pt hook shot from 5 ft,37,46
142,2,4:41.0,Defensive rebound by K. Leonard,,37,46
143,2,4:22.0,D. Green misses 3-pt jump shot from 27 ft,,37,46
144,2,4:21.0,,Defensive rebound by D. Lillard,37,46
145,2,4:15.0,,Turnover by D. Lillard (lost ball; steal by K. Leonard),37,46
146,2,4:11.0,K. Leonard makes 2-pt layup at rim,,39,46
147,2,3:51.0,,N. Batum misses 3-pt jump shot from 24 ft,39,46
148,2,3:49.0,Defensive rebound by A. Baynes,,39,46
149,2,3:34.0,D. Green makes 2-pt jump shot from 15 ft (assist by T. Duncan),,41,46
150,2,3:34.0,,Portland full timeout,41,46
151,2,3:34.0,,W. Matthews enters the game for A. Afflalo,41,46
152,2,3:19.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by R. Lopez),41,48
153,2,2:56.0,T. Duncan makes 2-pt jump shot from 21 ft (assist by K. Leonard),,43,48
154,2,2:41.0,,D. Lillard misses 2-pt jump shot from 7 ft,43,48
155,2,2:39.0,Defensive rebound by T. Duncan,,43,48
156,2,2:33.0,D. Green makes 3-pt jump shot from 23 ft (assist by T. Duncan),,46,48
157,2,2:16.0,,Offensive foul by L. Aldridge (drawn by A. Baynes),46,48
158,2,2:16.0,,Turnover by L. Aldridge (offensive foul),46,48
159,2,2:16.0,San Antonio full timeout,,46,48
160,2,2:01.0,T. Parker misses 2-pt jump shot from 18 ft,,46,48
161,2,2:00.0,Offensive rebound by D. Green,,46,48
162,2,1:49.0,A. Baynes makes 2-pt layup from 1 ft (assist by K. Leonard),,48,48
163,2,1:29.0,,D. Lillard makes 3-pt jump shot from 23 ft (assist by N. Batum),48,51
164,2,1:15.0,K. Leonard misses 2-pt jump shot from 13 ft,,48,51
165,2,1:15.0,,Defensive rebound by D. Lillard,48,51
166,2,1:04.0,,L. Aldridge misses 2-pt jump shot from 19 ft,48,51
167,2,1:04.0,Defensive rebound by D. Green,,48,51
168,2,0:57.0,,Violation by N. Batum (kicked ball),48,51
169,2,0:43.0,Shooting foul by W. Matthews (drawn by D. Green),,48,51
170,2,0:43.0,D. Green makes free throw 1 of 2,,49,51
171,2,0:43.0,D. Green makes free throw 2 of 2,,50,51
172,2,0:33.0,,W. Matthews misses 3-pt jump shot from 25 ft,50,51
173,2,0:33.0,Defensive rebound by A. Baynes,,50,51
174,2,0:10.0,K. Leonard misses 3-pt jump shot from 23 ft,,50,51
175,2,0:10.0,,Defensive rebound by D. Lillard,50,51
176,2,0:05.0,,Turnover by D. Lillard (bad pass),50,51
177,2,0:05.0,M. Bonner enters the game for A. Baynes,,50,51
178,3,11:43.0,,L. Aldridge makes 2-pt jump shot from 17 ft,50,53
179,3,11:30.0,Turnover by A. Baynes (lost ball; steal by L. Aldridge),,50,53
180,3,11:26.0,,Shooting foul by D. Green (drawn by W. Matthews),50,53
181,3,11:26.0,,W. Matthews makes 2-pt layup from 1 ft (assist by N. Batum),50,55
182,3,11:26.0,,W. Matthews makes free throw 1 of 1,50,56
183,3,11:02.0,T. Duncan makes 2-pt layup from 1 ft (assist by T. Parker),,52,56
184,3,10:53.0,,Personal foul by T. Parker (drawn by D. Lillard),52,56
185,3,10:40.0,,R. Lopez misses 2-pt hook shot from 6 ft,52,56
186,3,10:40.0,Defensive rebound by T. Duncan,,52,56
187,3,10:28.0,A. Baynes makes 2-pt layup from 1 ft,,54,56
188,3,10:13.0,,D. Lillard makes 2-pt jump shot from 3 ft,54,58
189,3,10:13.0,,Shooting foul by T. Parker (drawn by D. Lillard),54,58
190,3,10:13.0,,D. Lillard makes free throw 1 of 1,54,59
191,3,10:00.0,Personal foul by D. Lillard (drawn by T. Parker),,54,59
192,3,9:47.0,D. Green misses 3-pt jump shot from 24 ft,,54,59
193,3,9:46.0,,Defensive rebound by R. Lopez,54,59
194,3,9:39.0,,D. Lillard misses 2-pt jump shot from 9 ft (block by K. Leonard),54,59
195,3,9:39.0,,Offensive rebound by Team,54,59
196,3,9:32.0,,D. Lillard misses 2-pt jump shot from 11 ft,54,59
197,3,9:31.0,Defensive rebound by T. Parker,,54,59
198,3,9:19.0,K. Leonard misses 2-pt jump shot from 13 ft,,54,59
199,3,9:18.0,,Defensive rebound by L. Aldridge,54,59
200,3,9:04.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by W. Matthews),54,61
201,3,9:04.0,San Antonio full timeout,,54,61
202,3,8:52.0,Turnover by T. Parker (step out of bounds),,54,61
203,3,8:29.0,,N. Batum makes 3-pt jump shot from 24 ft,54,64
204,3,8:13.0,T. Parker misses 2-pt jump shot from 18 ft,,54,64
205,3,8:12.0,,Defensive rebound by L. Aldridge,54,64
206,3,8:03.0,,W. Matthews misses 3-pt jump shot from 22 ft,54,64
207,3,8:02.0,Defensive rebound by K. Leonard,,54,64
208,3,7:55.0,Turnover by T. Duncan (lost ball; steal by W. Matthews),,54,64
209,3,7:51.0,,Turnover by N. Batum (bad pass; steal by K. Leonard),54,64
210,3,7:44.0,D. Green misses 3-pt jump shot from 24 ft,,54,64
211,3,7:42.0,,Defensive rebound by L. Aldridge,54,64
212,3,7:34.0,,D. Lillard makes 3-pt jump shot from 22 ft (assist by W. Matthews),54,67
213,3,7:18.0,T. Parker makes 2-pt jump shot from 12 ft,,56,67
214,3,7:05.0,,D. Lillard misses 2-pt jump shot from 6 ft,56,67
215,3,7:03.0,Defensive rebound by T. Duncan,,56,67
216,3,6:47.0,T. Duncan misses 2-pt hook shot from 5 ft,,56,67
217,3,6:47.0,Offensive rebound by K. Leonard,,56,67
218,3,6:46.0,K. Leonard makes 2-pt layup from 1 ft,,58,67
219,3,6:30.0,,Turnover by N. Batum (lost ball; steal by K. Leonard),58,67
220,3,6:19.0,T. Duncan misses 2-pt hook shot from 4 ft,,58,67
221,3,6:19.0,,Defensive rebound by R. Lopez,58,67
222,3,6:15.0,,Turnover by D. Lillard (bad pass),58,67
223,3,6:15.0,B. Diaw enters the game for A. Baynes,,58,67
224,3,6:01.0,T. Duncan makes 2-pt jump shot from 17 ft (assist by B. Diaw),,60,67
225,3,5:42.0,,W. Matthews makes 2-pt jump shot from 21 ft (assist by D. Lillard),60,69
226,3,5:19.0,Personal foul by W. Matthews (drawn by D. Green),,60,69
227,3,5:19.0,,A. Afflalo enters the game for W. Matthews,60,69
228,3,5:11.0,T. Parker misses 2-pt layup from 2 ft (block by R. Lopez),,60,69
229,3,5:10.0,Offensive rebound by T. Duncan,,60,69
230,3,5:10.0,T. Duncan misses 2-pt layup from 2 ft,,60,69
231,3,5:10.0,Offensive rebound by Team,,60,69
232,3,5:10.0,M. Ginóbili enters the game for D. Green,,60,69
233,3,5:10.0,C. Joseph enters the game for T. Parker,,60,69
234,3,5:10.0,T. Splitter enters the game for T. Duncan,,60,69
235,3,4:57.0,B. Diaw misses 2-pt jump shot at rim,,60,69
236,3,4:56.0,Offensive rebound by B. Diaw,,60,69
237,3,4:56.0,B. Diaw misses 2-pt tip-in at rim,,60,69
238,3,4:54.0,,Defensive rebound by R. Lopez,60,69
239,3,4:48.0,,Turnover by A. Afflalo (step out of bounds),60,69
240,3,4:31.0,M. Ginóbili misses 2-pt jump shot from 20 ft,,60,69
241,3,4:30.0,,Defensive rebound by L. Aldridge,60,69
242,3,4:22.0,,Personal block foul by M. Ginóbili (drawn by D. Lillard),60,69
243,3,4:06.0,,L. Aldridge misses 2-pt jump shot from 17 ft,60,69
244,3,4:05.0,,Offensive rebound by N. Batum,60,69
245,3,4:01.0,,A. Afflalo makes 3-pt jump shot from 24 ft (assist by N. Batum),60,72
246,3,3:44.0,B. Diaw misses 2-pt jump shot from 22 ft,,60,72
247,3,3:43.0,Offensive rebound by K. Leonard,,60,72
248,3,3:41.0,K. Leonard makes 2-pt layup from 1 ft,,62,72
249,3,3:40.0,,Portland full timeout,62,72
250,3,3:40.0,M. Belinelli enters the game for C. Joseph,,62,72
251,3,3:40.0,,C. Kaman enters the game for R. Lopez,62,72
252,3,3:24.0,,D. Lillard makes 2-pt layup from 2 ft (assist by N. Batum),62,74
253,3,3:11.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,62,74
254,3,3:10.0,,Defensive rebound by Team,62,74
255,3,2:53.0,,C. Kaman makes 2-pt jump shot from 9 ft (assist by N. Batum),62,76
