,QUARTER,TIME_REMAINING,DALLAS_ACTION,LA LAKERS_ACTION,DALLAS_SCORE,LA LAKERS_SCORE
150,2,7:05.0,,D. Buycks misses 2-pt jump shot from 3 ft (block by B. James),45,35
151,2,7:02.0,Defensive rebound by R. Jefferson,,45,35
152,2,6:58.0,R. Felton makes 2-pt layup from 1 ft (assist by R. Jefferson),,47,35
153,2,6:39.0,,Turnover by T. Black (traveling),47,35
154,2,6:39.0,,W. Johnson enters the game for D. Buycks,47,35
155,2,6:39.0,,J. Clarkson enters the game for R. Sacre,47,35
156,2,6:39.0,R. Rondo enters the game for J. Barea,,47,35
157,2,6:24.0,R. Rondo misses 2-pt jump shot from 8 ft,,47,35
158,2,6:23.0,,Defensive rebound by W. Johnson,47,35
159,2,6:12.0,,R. Kelly makes 2-pt layup from 3 ft (assist by J. Clarkson),47,37
160,2,6:02.0,R. Felton makes 2-pt layup from 1 ft (assist by R. Rondo),,49,37
161,2,5:43.0,,R. Kelly misses 3-pt jump shot from 24 ft,49,37
162,2,5:42.0,,Offensive rebound by T. Black,49,37
163,2,5:40.0,,Shooting foul by R. Felton (drawn by T. Black),49,37
164,2,5:40.0,,LA Lakers full timeout,49,37
165,2,5:40.0,T. Chandler enters the game for A. Aminu,,49,37
166,2,5:40.0,C. Villanueva enters the game for B. James,,49,37
167,2,5:40.0,M. Ellis enters the game for R. Felton,,49,37
168,2,5:40.0,,T. Black misses free throw 1 of 2,49,37
169,2,5:40.0,,Offensive rebound by Team,49,37
170,2,5:40.0,,T. Black makes free throw 2 of 2,49,38
171,2,5:19.0,M. Ellis misses 2-pt jump shot from 6 ft,,49,38
172,2,5:18.0,,Defensive rebound by T. Black,49,38
173,2,5:09.0,,J. Clarkson makes 2-pt jump shot from 19 ft,49,40
174,2,5:02.0,T. Chandler misses 2-pt layup from 2 ft (block by T. Black),,49,40
175,2,5:02.0,Offensive rebound by Team,,49,40
176,2,4:50.0,R. Jefferson makes 2-pt dunk at rim (assist by R. Rondo),,51,40
177,2,4:30.0,,J. Clarkson misses 3-pt jump shot from 25 ft,51,40
178,2,4:29.0,Defensive rebound by T. Chandler,,51,40
179,2,4:22.0,C. Villanueva misses 3-pt jump shot from 25 ft,,51,40
180,2,4:20.0,,Defensive rebound by T. Black,51,40
181,2,4:04.0,,Shooting foul by M. Ellis (drawn by J. Brown),51,40
182,2,4:04.0,,J. Brown makes free throw 1 of 3,51,41
183,2,4:04.0,,J. Brown makes free throw 2 of 3,51,42
184,2,4:04.0,,J. Brown makes free throw 3 of 3,51,43
185,2,3:49.0,C. Villanueva misses 3-pt jump shot from 22 ft,,51,43
186,2,3:48.0,,Defensive rebound by J. Brown,51,43
187,2,3:40.0,,J. Clarkson makes 2-pt jump shot from 14 ft (assist by J. Brown),51,45
188,2,3:39.0,Dallas full timeout,,51,45
189,2,3:39.0,D. Nowitzki enters the game for C. Villanueva,,51,45
190,2,3:24.0,R. Jefferson misses 3-pt jump shot from 25 ft,,51,45
191,2,3:22.0,,Defensive rebound by T. Black,51,45
192,2,3:06.0,,W. Johnson makes 2-pt jump shot from 15 ft (assist by R. Kelly),51,47
193,2,2:50.0,D. Nowitzki misses 2-pt jump shot from 9 ft,,51,47
194,2,2:49.0,,Defensive rebound by T. Black,51,47
195,2,2:34.0,,J. Clarkson misses 2-pt jump shot from 13 ft,51,47
196,2,2:33.0,Defensive rebound by D. Nowitzki,,51,47
197,2,2:15.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,51,47
198,2,2:14.0,,Defensive rebound by T. Black,51,47
199,2,2:04.0,,Turnover by J. Clarkson (lost ball; steal by R. Rondo),51,47
200,2,2:01.0,Shooting foul by R. Kelly (drawn by R. Jefferson),,51,47
201,2,2:01.0,R. Jefferson makes free throw 1 of 2,,52,47
202,2,2:01.0,R. Jefferson makes free throw 2 of 2,,53,47
203,2,1:50.0,,W. Johnson makes 3-pt jump shot from 24 ft (assist by R. Kelly),53,50
204,2,1:45.0,Personal take foul by J. Clarkson (drawn by R. Rondo),,53,50
205,2,1:45.0,R. Rondo makes free throw 1 of 2,,54,50
206,2,1:45.0,R. Rondo makes free throw 2 of 2,,55,50
207,2,1:25.0,,R. Kelly makes 2-pt jump shot from 10 ft,55,52
208,2,1:06.0,R. Rondo makes 3-pt jump shot from 22 ft (assist by D. Nowitzki),,58,52
209,2,0:48.0,,J. Clarkson misses 2-pt jump shot from 3 ft (block by T. Chandler),58,52
210,2,0:46.0,Defensive rebound by T. Chandler,,58,52
211,2,0:38.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,58,52
212,2,0:37.0,,Defensive rebound by T. Black,58,52
213,2,0:28.0,,W. Johnson makes 3-pt jump shot from 23 ft (assist by J. Clarkson),58,55
214,2,0:25.0,Shooting foul by J. Clarkson (drawn by R. Jefferson),,58,55
215,2,0:25.0,R. Jefferson makes free throw 1 of 2,,59,55
216,2,0:25.0,A. Aminu enters the game for D. Nowitzki,,59,55
217,2,0:25.0,,D. Buycks enters the game for W. Johnson,59,55
218,2,0:25.0,R. Jefferson makes free throw 2 of 2,,60,55
219,2,0:16.0,,Personal take foul by T. Chandler (drawn by T. Black),60,55
220,2,0:16.0,D. Nowitzki enters the game for A. Aminu,,60,55
221,2,0:14.0,,Personal take foul by R. Jefferson (drawn by T. Black),60,55
222,2,0:14.0,,T. Black makes free throw 1 of 2,60,56
223,2,0:14.0,,E. Davis enters the game for J. Clarkson,60,56
224,2,0:14.0,,T. Black makes free throw 2 of 2,60,57
225,2,0:04.0,Shooting foul by R. Kelly (drawn by R. Jefferson),,60,57
226,2,0:04.0,R. Jefferson makes free throw 1 of 3,,61,57
227,2,0:04.0,R. Jefferson makes free throw 2 of 3,,62,57
228,2,0:04.0,A. Aminu enters the game for D. Nowitzki,,62,57
229,2,0:04.0,R. Felton enters the game for M. Ellis,,62,57
230,2,0:04.0,R. Jefferson misses free throw 3 of 3,,62,57
231,2,0:03.0,,Defensive rebound by T. Black,62,57
232,3,11:34.0,R. Rondo misses 2-pt jump shot from 5 ft,,62,57
233,3,11:33.0,,Defensive rebound by T. Black,62,57
234,3,11:17.0,,J. Clarkson misses 2-pt jump shot from 19 ft,62,57
235,3,11:16.0,Defensive rebound by T. Chandler,,62,57
236,3,11:02.0,Personal foul by E. Davis (drawn by D. Nowitzki),,62,57
237,3,10:47.0,T. Chandler makes 2-pt layup from 2 ft,,64,57
238,3,10:32.0,,R. Kelly misses 2-pt jump shot from 6 ft,64,57
239,3,10:30.0,,Offensive rebound by T. Black,64,57
240,3,10:19.0,,E. Davis misses 2-pt layup from 1 ft,64,57
241,3,10:18.0,Defensive rebound by T. Chandler,,64,57
242,3,10:10.0,R. Rondo misses 2-pt jump shot from 3 ft (block by J. Clarkson),,64,57
243,3,10:08.0,Offensive rebound by R. Rondo,,64,57
244,3,10:01.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by R. Rondo),,67,57
245,3,9:39.0,,J. Brown misses 2-pt jump shot from 20 ft,67,57
246,3,9:39.0,,Offensive rebound by Team,67,57
247,3,9:39.0,,Turnover by Team (shot clock),67,57
248,3,9:31.0,Shooting foul by R. Kelly (drawn by R. Jefferson),,67,57
249,3,9:31.0,R. Jefferson misses free throw 1 of 2,,67,57
250,3,9:31.0,Offensive rebound by Team,,67,57
251,3,9:31.0,R. Jefferson makes free throw 2 of 2,,68,57
252,3,9:16.0,,R. Kelly misses 2-pt layup from 2 ft,68,57
253,3,9:15.0,Defensive rebound by D. Nowitzki,,68,57
254,3,9:04.0,Turnover by M. Ellis (bad pass),,68,57
255,3,8:48.0,,R. Kelly misses 2-pt layup from 2 ft,68,57
256,3,8:47.0,Defensive rebound by T. Chandler,,68,57
257,3,8:38.0,R. Rondo misses 2-pt jump shot from 16 ft,,68,57
258,3,8:37.0,,Defensive rebound by J. Clarkson,68,57
259,3,8:32.0,,T. Black makes 2-pt layup at rim (assist by J. Clarkson),68,59
260,3,8:22.0,T. Chandler makes 2-pt dunk at rim (assist by R. Rondo),,70,59
261,3,8:02.0,,Shooting foul by R. Jefferson (drawn by E. Davis),70,59
262,3,8:02.0,,E. Davis makes free throw 1 of 2,70,60
263,3,8:02.0,,E. Davis makes free throw 2 of 2,70,61
264,3,7:54.0,R. Jefferson misses 2-pt layup from 1 ft,,70,61
265,3,7:52.0,,Defensive rebound by T. Black,70,61
266,3,7:38.0,,J. Clarkson makes 2-pt jump shot from 15 ft,70,63
267,3,7:24.0,R. Jefferson makes 3-pt jump shot from 24 ft (assist by R. Rondo),,73,63
268,3,7:06.0,,E. Davis makes 2-pt dunk at rim (assist by R. Kelly),73,65
269,3,6:50.0,T. Chandler makes 2-pt dunk at rim (assist by M. Ellis),,75,65
270,3,6:34.0,,Turnover by J. Brown (lost ball),75,65
271,3,6:34.0,A. Aminu enters the game for R. Jefferson,,75,65
272,3,6:34.0,,R. Sacre enters the game for T. Black,75,65
273,3,6:23.0,M. Ellis makes 2-pt layup from 2 ft (assist by R. Rondo),,77,65
274,3,6:04.0,,E. Davis misses 2-pt layup from 2 ft,77,65
275,3,6:03.0,,Offensive rebound by R. Sacre,77,65
276,3,6:02.0,,R. Sacre makes 2-pt hook shot from 2 ft,77,67
277,3,6:02.0,Dallas full timeout,,77,67
278,3,6:02.0,C. Villanueva enters the game for D. Nowitzki,,77,67
279,3,6:02.0,,D. Buycks enters the game for E. Davis,77,67
280,3,5:49.0,Personal foul by J. Brown (drawn by M. Ellis),,77,67
281,3,5:43.0,T. Chandler makes 2-pt dunk at rim (assist by M. Ellis),,79,67
282,3,5:26.0,,R. Sacre misses 2-pt hook shot from 3 ft (block by C. Villanueva),79,67
283,3,5:24.0,Defensive rebound by R. Rondo,,79,67
284,3,5:17.0,C. Villanueva makes 2-pt layup from 1 ft (assist by R. Rondo),,81,67
285,3,5:01.0,,D. Buycks misses 3-pt jump shot from 25 ft,81,67
286,3,4:59.0,Defensive rebound by A. Aminu,,81,67
287,3,4:42.0,C. Villanueva misses 3-pt jump shot from 25 ft,,81,67
288,3,4:41.0,,Defensive rebound by R. Sacre,81,67
289,3,4:33.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by D. Buycks),81,69
290,3,4:23.0,M. Ellis misses 2-pt jump shot from 4 ft,,81,69
291,3,4:22.0,,Defensive rebound by R. Sacre,81,69
292,3,4:17.0,,Shooting foul by A. Aminu (drawn by J. Brown),81,69
293,3,4:17.0,,J. Brown makes free throw 1 of 2,81,70
294,3,4:17.0,B. James enters the game for T. Chandler,,81,70
295,3,4:17.0,,J. Brown makes free throw 2 of 2,81,71
296,3,4:05.0,M. Ellis makes 2-pt jump shot from 16 ft,,83,71
297,3,3:50.0,,R. Kelly misses 3-pt jump shot from 24 ft,83,71
298,3,3:49.0,Defensive rebound by R. Rondo,,83,71
299,3,3:39.0,M. Ellis misses 2-pt jump shot from 16 ft,,83,71
300,3,3:38.0,,Defensive rebound by R. Kelly,83,71
301,3,3:29.0,,Turnover by J. Clarkson (bad pass; steal by C. Villanueva),83,71
302,3,3:24.0,A. Aminu makes 2-pt dunk at rim (assist by C. Villanueva),,85,71
303,3,2:59.0,,J. Clarkson makes 3-pt jump shot from 26 ft,85,74
304,3,2:44.0,B. James misses 2-pt layup from 2 ft,,85,74
305,3,2:43.0,,Defensive rebound by R. Sacre,85,74
306,3,2:31.0,,J. Brown misses 3-pt jump shot from 22 ft,85,74
307,3,2:29.0,Defensive rebound by R. Rondo,,85,74
308,3,2:16.0,C. Villanueva misses 2-pt jump shot from 11 ft,,85,74
309,3,2:15.0,,Defensive rebound by R. Sacre,85,74
310,3,2:13.0,,Clear path foul by R. Rondo,85,74
311,3,2:13.0,,LA Lakers full timeout,85,74
312,3,2:13.0,R. Felton enters the game for M. Ellis,,85,74
313,3,2:13.0,J. Barea enters the game for R. Rondo,,85,74
314,3,2:13.0,D. Nowitzki enters the game for C. Villanueva,,85,74
315,3,2:13.0,,J. Brown makes clear path free throw 1 of 2,85,75
316,3,2:13.0,,J. Brown makes clear path free throw 2 of 2,85,76
317,3,2:00.0,,J. Brown makes 2-pt layup from 1 ft (assist by J. Clarkson),85,78
318,3,1:42.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,85,78
319,3,1:40.0,Offensive rebound by A. Aminu,,85,78
320,3,1:34.0,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by J. Barea),,87,78
321,3,1:13.0,,Personal foul by B. James (drawn by R. Sacre),87,78
322,3,1:02.0,,J. Brown makes 3-pt jump shot from 24 ft (assist by J. Clarkson),87,81
323,3,0:45.0,Turnover by A. Aminu (lost ball),,87,81
324,3,0:28.0,,Shooting foul by D. Nowitzki (drawn by R. Sacre),87,81
325,3,0:28.0,,R. Sacre misses free throw 1 of 2,87,81
326,3,0:28.0,,Offensive rebound by Team,87,81
327,3,0:28.0,C. Villanueva enters the game for B. James,,87,81
328,3,0:28.0,,R. Sacre makes free throw 2 of 2,87,82
329,3,0:04.0,J. Barea makes 2-pt layup from 1 ft,,89,82
330,3,0:01.0,,D. Buycks misses 3-pt jump shot from 24 ft,89,82
331,3,0:00.0,,Offensive rebound by Team,89,82
332,4,11:42.0,,D. Buycks makes 2-pt jump shot from 12 ft,89,84
333,4,11:25.0,C. Villanueva makes 3-pt jump shot from 24 ft (assist by R. Felton),,92,84
334,4,11:06.0,,D. Buycks misses 2-pt layup from 2 ft,92,84
335,4,11:05.0,Defensive rebound by R. Felton,,92,84
336,4,10:58.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,92,84
337,4,10:57.0,,Defensive rebound by T. Black,92,84
338,4,10:43.0,,R. Sacre misses 2-pt jump shot from 14 ft,92,84
339,4,10:42.0,Defensive rebound by A. Aminu,,92,84
340,4,10:27.0,R. Felton makes 2-pt jump shot from 22 ft,,94,84
341,4,10:10.0,,D. Buycks misses 2-pt layup from 1 ft,94,84
342,4,10:09.0,Defensive rebound by C. Villanueva,,94,84
343,4,10:02.0,J. Barea misses 2-pt jump shot from 7 ft,,94,84
344,4,10:01.0,,Defensive rebound by T. Black,94,84
345,4,9:45.0,,Shooting foul by A. Aminu (drawn by R. Kelly),94,84
346,4,9:45.0,,R. Kelly makes free throw 1 of 3,94,85
347,4,9:45.0,,R. Kelly makes free throw 2 of 3,94,86
348,4,9:45.0,,R. Kelly makes free throw 3 of 3,94,87
349,4,9:31.0,R. Felton makes 2-pt jump shot from 17 ft (assist by A. Aminu),,96,87
350,4,9:12.0,,Offensive foul by D. Buycks (drawn by J. Barea),96,87
351,4,9:12.0,,Turnover by D. Buycks (offensive foul),96,87
352,4,9:03.0,R. Felton misses 2-pt layup from 1 ft,,96,87
353,4,9:02.0,Offensive rebound by A. Aminu,,96,87
354,4,8:59.0,Shooting foul by R. Kelly (drawn by C. Villanueva),,96,87
355,4,8:59.0,Official timeout,,96,87
356,4,8:59.0,,J. Clarkson enters the game for R. Kelly,96,87
357,4,8:59.0,C. Villanueva misses free throw 1 of 2,,96,87
358,4,8:59.0,Offensive rebound by Team,,96,87
359,4,8:59.0,C. Villanueva makes free throw 2 of 2,,97,87
360,4,8:44.0,,Turnover by J. Clarkson (bad pass; steal by C. Villanueva),97,87
361,4,8:37.0,A. Aminu makes 2-pt layup from 1 ft (assist by J. Barea),,99,87
362,4,8:21.0,,Def 3 sec tech foul by R. Felton,99,87
363,4,8:21.0,,J. Clarkson makes technical free throw,99,88
364,4,8:21.0,T. Chandler enters the game for D. Nowitzki,,99,88
365,4,8:21.0,,E. Davis enters the game for R. Sacre,99,88
366,4,8:08.0,,D. Buycks misses 2-pt layup from 2 ft (block by T. Chandler),99,88
367,4,8:07.0,,Offensive rebound by Team,99,88
368,4,8:07.0,,Turnover by Team (shot clock),99,88
369,4,7:54.0,C. Villanueva makes 2-pt jump shot from 20 ft (assist by T. Chandler),,101,88
370,4,7:32.0,,D. Buycks makes 2-pt layup from 1 ft,101,90
371,4,7:17.0,A. Aminu misses 2-pt layup from 1 ft,,101,90
372,4,7:16.0,,Defensive rebound by T. Black,101,90
373,4,7:08.0,,Turnover by Team (back court),101,90
374,4,6:53.0,C. Villanueva makes 3-pt jump shot from 24 ft (assist by R. Felton),,104,90
375,4,6:37.0,,Shooting foul by C. Villanueva (drawn by E. Davis),104,90
376,4,6:37.0,,E. Davis misses free throw 1 of 2,104,90
377,4,6:37.0,,Offensive rebound by Team,104,90
378,4,6:37.0,R. Rondo enters the game for J. Barea,,104,90
379,4,6:37.0,M. Ellis enters the game for R. Felton,,104,90
380,4,6:37.0,R. Jefferson enters the game for A. Aminu,,104,90
381,4,6:37.0,,E. Davis misses free throw 2 of 2,104,90
382,4,6:36.0,Defensive rebound by C. Villanueva,,104,90
383,4,6:24.0,T. Chandler makes 2-pt dunk at rim (assist by M. Ellis),,106,90
384,4,6:24.0,Shooting foul by D. Buycks (drawn by T. Chandler),,106,90
385,4,6:24.0,T. Chandler misses free throw 1 of 1,,106,90
386,4,6:12.0,,Defensive rebound by T. Black,106,90
