,QUARTER,TIME_REMAINING,DALLAS_ACTION,LA LAKERS_ACTION,DALLAS_SCORE,LA LAKERS_SCORE
0,1,11:37.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by R. Kelly),0,3
1,1,11:21.0,M. Ellis misses 2-pt layup from 2 ft,,0,3
2,1,11:20.0,,Defensive rebound by J. Brown,0,3
3,1,11:14.0,,J. Clarkson misses 3-pt jump shot from 24 ft,0,3
4,1,11:12.0,Defensive rebound by Team,,0,3
5,1,11:05.0,R. Jefferson makes 2-pt dunk at rim,,2,3
6,1,10:39.0,,W. Johnson makes 3-pt jump shot from 23 ft (assist by R. Kelly),2,6
7,1,10:15.0,R. Rondo makes 2-pt layup from 2 ft,,4,6
8,1,9:52.0,,Personal foul by M. Ellis (drawn by J. Brown),4,6
9,1,9:47.0,,J. Brown misses 3-pt jump shot from 25 ft,4,6
10,1,9:46.0,Defensive rebound by T. Chandler,,4,6
11,1,9:37.0,R. Rondo misses 2-pt layup from 2 ft (block by R. Kelly),,4,6
12,1,9:35.0,Offensive rebound by T. Chandler,,4,6
13,1,9:33.0,T. Chandler makes 2-pt dunk at rim,,6,6
14,1,9:24.0,,J. Clarkson makes 2-pt dunk at rim (assist by W. Johnson),6,8
15,1,9:10.0,R. Rondo makes 2-pt jump shot from 18 ft,,8,8
16,1,8:50.0,,Shooting foul by R. Rondo (drawn by R. Kelly),8,8
17,1,8:50.0,,R. Kelly makes free throw 1 of 2,8,9
18,1,8:50.0,,R. Kelly misses free throw 2 of 2,8,9
19,1,8:49.0,Defensive rebound by R. Rondo,,8,9
20,1,8:44.0,R. Jefferson misses 3-pt jump shot from 24 ft,,8,9
21,1,8:38.0,Offensive rebound by T. Chandler,,8,9
22,1,8:38.0,T. Chandler makes 2-pt tip-in from 2 ft,,10,9
23,1,8:24.0,,J. Clarkson misses 2-pt jump shot from 14 ft,10,9
24,1,8:23.0,Defensive rebound by R. Rondo,,10,9
25,1,8:14.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by R. Rondo),,13,9
26,1,7:58.0,,R. Kelly misses 3-pt jump shot from 25 ft,13,9
27,1,7:56.0,Defensive rebound by M. Ellis,,13,9
28,1,7:47.0,Turnover by R. Rondo (bad pass; steal by J. Clarkson),,13,9
29,1,7:43.0,,J. Clarkson makes 2-pt layup at rim,13,11
30,1,7:27.0,R. Rondo makes 2-pt hook shot from 1 ft,,15,11
31,1,7:19.0,,R. Kelly misses 3-pt jump shot from 23 ft,15,11
32,1,7:17.0,Defensive rebound by T. Chandler,,15,11
33,1,7:11.0,R. Rondo misses 2-pt layup at rim,,15,11
34,1,7:08.0,,Defensive rebound by T. Black,15,11
35,1,7:03.0,,Turnover by J. Clarkson (lost ball; steal by M. Ellis),15,11
36,1,6:48.0,D. Nowitzki makes 2-pt jump shot from 13 ft,,17,11
37,1,6:28.0,,T. Black makes 2-pt hook shot from 3 ft,17,13
38,1,6:21.0,Shooting foul by T. Black (drawn by T. Chandler),,17,13
39,1,6:21.0,T. Chandler makes free throw 1 of 2,,18,13
40,1,6:21.0,A. Aminu enters the game for D. Nowitzki,,18,13
41,1,6:21.0,T. Chandler makes free throw 2 of 2,,19,13
42,1,6:00.0,,T. Black misses 2-pt hook shot from 9 ft,19,13
43,1,5:58.0,Defensive rebound by R. Jefferson,,19,13
44,1,5:52.0,Turnover by R. Rondo (bad pass),,19,13
45,1,5:52.0,,LA Lakers full timeout,19,13
46,1,5:52.0,,D. Buycks enters the game for J. Brown,19,13
47,1,5:32.0,,Shooting foul by R. Rondo (drawn by R. Kelly),19,13
48,1,5:32.0,,R. Kelly makes free throw 1 of 2,19,14
49,1,5:32.0,J. Barea enters the game for R. Rondo,,19,14
50,1,5:32.0,,R. Kelly makes free throw 2 of 2,19,15
51,1,5:14.0,T. Chandler makes 2-pt layup at rim (assist by M. Ellis),,21,15
52,1,5:14.0,Shooting foul by J. Clarkson (drawn by T. Chandler),,21,15
53,1,5:14.0,,E. Davis enters the game for T. Black,21,15
54,1,5:14.0,T. Chandler misses free throw 1 of 1,,21,15
55,1,5:13.0,,Defensive rebound by R. Kelly,21,15
56,1,5:01.0,,J. Clarkson misses 2-pt jump shot from 9 ft (block by M. Ellis),21,15
57,1,5:01.0,,Offensive rebound by Team,21,15
58,1,4:52.0,,Turnover by E. Davis (lost ball; steal by R. Jefferson),21,15
59,1,4:46.0,J. Barea makes 2-pt layup at rim (assist by M. Ellis),,23,15
60,1,4:21.0,,W. Johnson misses 2-pt jump shot from 17 ft,23,15
61,1,4:20.0,Defensive rebound by A. Aminu,,23,15
62,1,4:06.0,A. Aminu misses 3-pt jump shot from 23 ft,,23,15
63,1,4:05.0,,Defensive rebound by E. Davis,23,15
64,1,3:55.0,,W. Johnson makes 3-pt jump shot from 23 ft (assist by J. Clarkson),23,18
65,1,3:48.0,Shooting foul by E. Davis (drawn by J. Barea),,23,18
66,1,3:48.0,J. Barea misses free throw 1 of 2,,23,18
67,1,3:48.0,Offensive rebound by Team,,23,18
68,1,3:48.0,B. James enters the game for T. Chandler,,23,18
69,1,3:48.0,C. Villanueva enters the game for R. Jefferson,,23,18
70,1,3:48.0,J. Barea makes free throw 2 of 2,,24,18
71,1,3:33.0,,Shooting foul by J. Barea (drawn by D. Buycks),24,18
72,1,3:33.0,,D. Buycks makes free throw 1 of 2,24,19
73,1,3:33.0,,R. Sacre enters the game for R. Kelly,24,19
74,1,3:33.0,,D. Buycks makes free throw 2 of 2,24,20
75,1,3:11.0,C. Villanueva misses 2-pt jump shot from 3 ft,,24,20
76,1,3:09.0,,Defensive rebound by D. Buycks,24,20
77,1,3:00.0,,J. Clarkson misses 3-pt jump shot from 23 ft,24,20
78,1,2:59.0,Defensive rebound by A. Aminu,,24,20
79,1,2:51.0,C. Villanueva makes 3-pt jump shot from 25 ft (assist by J. Barea),,27,20
80,1,2:28.0,,J. Clarkson misses 2-pt jump shot from 3 ft (block by B. James),27,20
81,1,2:26.0,,Offensive rebound by E. Davis,27,20
82,1,2:25.0,,E. Davis makes 2-pt layup from 1 ft,27,22
83,1,2:25.0,Dallas full timeout,,27,22
84,1,2:25.0,D. Nowitzki enters the game for B. James,,27,22
85,1,2:09.0,M. Ellis misses 2-pt layup from 2 ft,,27,22
86,1,2:08.0,,Defensive rebound by E. Davis,27,22
87,1,1:51.0,,W. Johnson makes 2-pt jump shot from 20 ft (assist by E. Davis),27,24
88,1,1:42.0,J. Barea makes 2-pt layup from 1 ft,,29,24
89,1,1:33.0,,E. Davis makes 2-pt layup from 2 ft (assist by D. Buycks),29,26
90,1,1:33.0,,Shooting foul by C. Villanueva (drawn by E. Davis),29,26
91,1,1:33.0,R. Felton enters the game for M. Ellis,,29,26
92,1,1:33.0,,E. Davis makes free throw 1 of 1,29,27
93,1,1:13.0,R. Felton makes 2-pt layup from 1 ft (assist by J. Barea),,31,27
94,1,1:02.0,,Turnover by W. Johnson (bad pass; steal by D. Nowitzki),31,27
95,1,0:59.0,R. Felton makes 2-pt layup from 2 ft,,33,27
96,1,0:42.0,,E. Davis misses 2-pt layup from 2 ft,33,27
97,1,0:40.0,Defensive rebound by A. Aminu,,33,27
98,1,0:29.0,J. Barea misses 3-pt jump shot from 25 ft,,33,27
99,1,0:27.0,,Defensive rebound by Team,33,27
100,1,0:02.0,,W. Johnson misses 3-pt jump shot from 24 ft,33,27
101,1,0:01.0,Defensive rebound by R. Felton,,33,27
102,2,11:47.0,A. Aminu misses 2-pt dunk at rim,,33,27
103,2,11:44.0,Offensive rebound by C. Villanueva,,33,27
104,2,11:42.0,C. Villanueva misses 2-pt layup from 1 ft,,33,27
105,2,11:40.0,,Defensive rebound by E. Davis,33,27
106,2,11:28.0,,D. Buycks makes 2-pt jump shot from 14 ft,33,29
107,2,11:17.0,J. Barea makes 2-pt layup from 1 ft,,35,29
108,2,10:56.0,,R. Sacre makes 2-pt jump shot from 14 ft (assist by W. Johnson),35,31
109,2,10:45.0,D. Nowitzki makes 2-pt dunk at rim (assist by J. Barea),,37,31
110,2,10:21.0,,W. Johnson misses 2-pt jump shot from 21 ft,37,31
111,2,10:20.0,Defensive rebound by D. Nowitzki,,37,31
112,2,10:13.0,Turnover by R. Felton (bad pass),,37,31
113,2,10:13.0,,R. Kelly enters the game for W. Johnson,37,31
114,2,9:59.0,,J. Brown misses 3-pt jump shot from 25 ft,37,31
115,2,9:57.0,Defensive rebound by D. Nowitzki,,37,31
116,2,9:57.0,Personal foul by E. Davis (drawn by D. Nowitzki),,37,31
117,2,9:57.0,B. James enters the game for C. Villanueva,,37,31
118,2,9:45.0,R. Felton misses 2-pt jump shot from 15 ft,,37,31
119,2,9:43.0,Offensive rebound by B. James,,37,31
120,2,9:40.0,B. James misses 2-pt layup at rim (block by E. Davis),,37,31
121,2,9:39.0,,Defensive rebound by R. Sacre,37,31
122,2,9:24.0,,J. Brown makes 2-pt layup from 1 ft (assist by R. Kelly),37,33
123,2,9:23.0,Turnover by D. Nowitzki (bad pass),,37,33
124,2,9:13.0,,J. Brown misses 3-pt jump shot from 25 ft,37,33
125,2,9:12.0,Defensive rebound by A. Aminu,,37,33
126,2,9:04.0,Turnover by J. Barea (step out of bounds),,37,33
127,2,8:52.0,,J. Brown misses 2-pt layup from 1 ft (block by B. James),37,33
128,2,8:50.0,Defensive rebound by A. Aminu,,37,33
129,2,8:47.0,A. Aminu makes 2-pt layup from 2 ft (assist by R. Felton),,39,33
130,2,8:47.0,Shooting foul by R. Kelly (drawn by A. Aminu),,39,33
131,2,8:47.0,Official timeout,,39,33
132,2,8:47.0,R. Jefferson enters the game for D. Nowitzki,,39,33
133,2,8:47.0,A. Aminu makes free throw 1 of 1,,40,33
134,2,8:33.0,,J. Brown misses 2-pt jump shot from 8 ft (block by B. James),40,33
135,2,8:31.0,,Offensive rebound by Team,40,33
136,2,8:31.0,Violation by R. Jefferson (kicked ball),,40,33
137,2,8:31.0,,T. Black enters the game for E. Davis,40,33
138,2,8:22.0,,D. Buycks makes 2-pt layup from 2 ft,40,35
139,2,8:12.0,A. Aminu makes 3-pt jump shot from 27 ft (assist by J. Barea),,43,35
140,2,7:48.0,,D. Buycks misses 2-pt jump shot from 17 ft,43,35
141,2,7:46.0,Defensive rebound by A. Aminu,,43,35
142,2,7:37.0,R. Felton misses 3-pt jump shot from 25 ft,,43,35
143,2,7:37.0,Offensive rebound by Team,,43,35
144,2,7:37.0,,Loose ball foul by T. Black (drawn by A. Aminu),43,35
145,2,7:24.0,Shooting foul by J. Brown (drawn by B. James),,43,35
146,2,7:24.0,B. James makes free throw 1 of 2,,44,35
147,2,7:24.0,B. James makes free throw 2 of 2,,45,35
148,2,7:13.0,,R. Kelly misses 3-pt jump shot from 24 ft,45,35
149,2,7:10.0,,Offensive rebound by T. Black,45,35
