,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,OKLAHOMA CITY_ACTION,MINNESOTA_SCORE,OKLAHOMA CITY_SCORE
66,1,4:03.0,,A. Roberson makes free throw 2 of 2,18,26
67,1,3:49.0,R. Rubio misses 2-pt jump shot from 16 ft,,18,26
68,1,3:48.0,Offensive rebound by A. Wiggins,,18,26
69,1,3:42.0,G. Neal misses 2-pt jump shot from 4 ft,,18,26
70,1,3:41.0,,Defensive rebound by Team,18,26
71,1,3:41.0,,A. Morrow enters the game for A. Roberson,18,26
72,1,3:31.0,,E. Freedom misses 2-pt layup from 2 ft,18,26
73,1,3:30.0,Defensive rebound by Team,,18,26
74,1,3:10.0,A. Wiggins misses 3-pt jump shot from 22 ft,,18,26
75,1,3:08.0,Offensive rebound by J. Hamilton,,18,26
76,1,3:04.0,G. Dieng misses 2-pt jump shot from 4 ft (block by S. Adams),,18,26
77,1,3:02.0,Offensive rebound by G. Dieng,,18,26
78,1,3:02.0,Turnover by G. Dieng (traveling),,18,26
79,1,2:50.0,,Turnover by R. Westbrook (lost ball; steal by R. Rubio),18,26
80,1,2:47.0,Shooting foul by A. Morrow (drawn by A. Wiggins),,18,26
81,1,2:47.0,,Oklahoma City full timeout,18,26
82,1,2:47.0,A. Wiggins makes free throw 1 of 2,,19,26
83,1,2:47.0,A. Wiggins makes free throw 2 of 2,,20,26
84,1,2:34.0,,Personal foul by G. Neal (drawn by E. Freedom),20,26
85,1,2:34.0,Z. LaVine enters the game for R. Rubio,,20,26
86,1,2:30.0,,R. Westbrook makes 2-pt layup from 1 ft,20,28
87,1,2:07.0,A. Wiggins misses 2-pt jump shot from 4 ft,,20,28
88,1,2:06.0,Offensive rebound by J. Hamilton,,20,28
89,1,2:06.0,J. Hamilton misses 2-pt tip-in from 1 ft,,20,28
90,1,2:03.0,Offensive rebound by J. Hamilton,,20,28
91,1,1:53.0,G. Neal makes 2-pt jump shot from 13 ft,,22,28
92,1,1:38.0,,S. Adams misses 2-pt jump shot from 7 ft,22,28
93,1,1:37.0,,Offensive rebound by E. Freedom,22,28
94,1,1:32.0,,D. Augustin enters the game for R. Westbrook,22,28
95,1,1:32.0,,Turnover by E. Freedom (lost ball; steal by J. Hamilton),22,28
96,1,1:12.0,Turnover by G. Neal (discontinued dribble),,22,28
97,1,0:56.0,,K. Singler misses 3-pt jump shot from 24 ft,22,28
98,1,0:54.0,,Offensive rebound by Team,22,28
99,1,0:48.0,,Turnover by D. Augustin (bad pass; steal by G. Dieng),22,28
100,1,0:44.0,Shooting foul by K. Singler (drawn by A. Wiggins),,22,28
101,1,0:44.0,A. Wiggins makes free throw 1 of 2,,23,28
102,1,0:44.0,A. Wiggins makes free throw 2 of 2,,24,28
103,1,0:27.0,,A. Morrow misses 2-pt jump shot from 6 ft,24,28
104,1,0:26.0,,Offensive rebound by S. Adams,24,28
105,1,0:22.0,,A. Morrow makes 3-pt jump shot from 22 ft (assist by S. Adams),24,31
106,1,0:04.0,Shooting foul by K. Singler (drawn by A. Wiggins),,24,31
107,1,0:04.0,A. Wiggins makes free throw 1 of 2,,25,31
108,1,0:04.0,,A. Roberson enters the game for K. Singler,25,31
109,1,0:04.0,L. Brown enters the game for Z. LaVine,,25,31
110,1,0:04.0,A. Wiggins makes free throw 2 of 2,,26,31
111,1,0:01.0,,Personal take foul by L. Brown (drawn by D. Augustin),26,31
112,2,11:41.0,,D. Augustin misses 2-pt jump shot from 4 ft,26,31
113,2,11:40.0,,Offensive rebound by S. Adams,26,31
114,2,11:34.0,,A. Morrow misses 2-pt jump shot from 11 ft,26,31
115,2,11:33.0,Defensive rebound by G. Dieng,,26,31
116,2,11:13.0,G. Dieng makes 2-pt jump shot from 12 ft (assist by G. Neal),,28,31
117,2,10:55.0,,D. Augustin makes 2-pt layup from 1 ft (assist by N. Collison),28,33
118,2,10:43.0,G. Neal misses 2-pt jump shot from 8 ft,,28,33
119,2,10:42.0,,Defensive rebound by S. Adams,28,33
120,2,10:30.0,,D. Augustin misses 2-pt jump shot from 4 ft,28,33
121,2,10:29.0,Defensive rebound by G. Dieng,,28,33
122,2,10:17.0,A. Payne misses 2-pt jump shot from 5 ft,,28,33
123,2,10:16.0,Offensive rebound by G. Dieng,,28,33
124,2,10:14.0,Turnover by A. Wiggins (traveling),,28,33
125,2,10:14.0,C. Budinger enters the game for A. Wiggins,,28,33
126,2,10:04.0,,D. Augustin makes 2-pt jump shot from 15 ft,28,35
127,2,9:40.0,Z. LaVine misses 2-pt jump shot from 23 ft,,28,35
128,2,9:39.0,,Defensive rebound by A. Roberson,28,35
129,2,9:31.0,,Personal foul by A. Payne (drawn by N. Collison),28,35
130,2,9:31.0,,S. Novak enters the game for A. Roberson,28,35
131,2,9:23.0,,A. Morrow makes 2-pt jump shot from 4 ft (assist by N. Collison),28,37
132,2,9:07.0,Turnover by Z. LaVine (offensive foul),,28,37
133,2,9:07.0,Offensive foul by Z. LaVine (drawn by D. Augustin),,28,37
134,2,8:54.0,,D. Augustin makes 2-pt layup from 2 ft,28,39
135,2,8:54.0,Violation by G. Dieng (def goaltending),,28,39
136,2,8:50.0,Minnesota full timeout,,28,39
137,2,8:50.0,K. Martin enters the game for A. Payne,,28,39
138,2,8:50.0,R. Rubio enters the game for G. Neal,,28,39
139,2,8:50.0,J. Hamilton enters the game for Z. LaVine,,28,39
140,2,8:37.0,Turnover by R. Rubio (bad pass; steal by S. Adams),,28,39
141,2,8:17.0,,Turnover by S. Novak (step out of bounds),28,39
142,2,8:02.0,R. Rubio makes 2-pt jump shot from 16 ft (assist by G. Dieng),,30,39
143,2,7:47.0,,S. Novak misses 3-pt jump shot from 25 ft,30,39
144,2,7:46.0,Defensive rebound by G. Dieng,,30,39
145,2,7:39.0,Shooting foul by S. Adams (drawn by G. Dieng),,30,39
146,2,7:39.0,G. Dieng makes 2-pt hook shot from 5 ft (assist by R. Rubio),,32,39
147,2,7:39.0,,R. Westbrook enters the game for A. Morrow,32,39
148,2,7:39.0,G. Dieng makes free throw 1 of 1,,33,39
149,2,7:28.0,,D. Augustin misses 3-pt jump shot from 24 ft,33,39
150,2,7:28.0,Defensive rebound by G. Dieng,,33,39
151,2,7:19.0,J. Hamilton makes 2-pt layup from 2 ft (assist by R. Rubio),,35,39
152,2,6:58.0,,R. Westbrook misses 2-pt jump shot from 13 ft,35,39
153,2,6:57.0,Defensive rebound by G. Dieng,,35,39
154,2,6:57.0,Personal foul by R. Westbrook (drawn by G. Dieng),,35,39
155,2,6:57.0,,D. Waiters enters the game for S. Novak,35,39
156,2,6:45.0,K. Martin makes 3-pt jump shot from 24 ft (assist by J. Hamilton),,38,39
157,2,6:40.0,,Oklahoma City full timeout,38,39
158,2,6:38.0,,E. Freedom enters the game for N. Collison,38,39
159,2,6:20.0,,D. Waiters misses 2-pt jump shot from 19 ft,38,39
160,2,6:19.0,Defensive rebound by K. Martin,,38,39
161,2,6:10.0,,Violation by D. Augustin (kicked ball),38,39
162,2,6:01.0,R. Rubio makes 2-pt jump shot from 21 ft (assist by K. Martin),,40,39
163,2,5:41.0,,R. Westbrook misses 3-pt jump shot from 24 ft,40,39
164,2,5:40.0,Defensive rebound by R. Rubio,,40,39
165,2,5:36.0,K. Martin misses 2-pt layup at rim,,40,39
166,2,5:36.0,,Defensive rebound by R. Westbrook,40,39
167,2,5:30.0,,R. Westbrook misses 2-pt layup from 1 ft (block by G. Dieng),40,39
168,2,5:28.0,Defensive rebound by C. Budinger,,40,39
169,2,5:24.0,K. Martin misses 3-pt jump shot from 26 ft,,40,39
170,2,5:23.0,,Defensive rebound by S. Adams,40,39
171,2,5:15.0,,D. Waiters makes 3-pt jump shot from 24 ft (assist by R. Westbrook),40,42
172,2,4:55.0,Turnover by R. Rubio (bad pass; steal by D. Augustin),,40,42
173,2,4:43.0,,R. Westbrook misses 2-pt jump shot from 16 ft,40,42
174,2,4:42.0,,Offensive rebound by E. Freedom,40,42
175,2,4:41.0,,E. Freedom makes 2-pt layup at rim,40,44
176,2,4:40.0,Minnesota full timeout,,40,44
177,2,4:27.0,J. Hamilton misses 2-pt layup from 2 ft,,40,44
178,2,4:27.0,,Defensive rebound by E. Freedom,40,44
179,2,4:19.0,,D. Waiters misses 2-pt layup from 1 ft,40,44
180,2,4:19.0,,Offensive rebound by Team,40,44
181,2,4:12.0,,R. Westbrook misses 2-pt jump shot from 7 ft,40,44
182,2,4:11.0,,Offensive rebound by E. Freedom,40,44
183,2,4:10.0,,E. Freedom misses 2-pt layup from 1 ft,40,44
184,2,4:08.0,,Offensive rebound by E. Freedom,40,44
185,2,4:08.0,,E. Freedom misses 2-pt tip-in from 1 ft,40,44
186,2,4:08.0,Defensive rebound by Team,,40,44
187,2,4:08.0,A. Wiggins enters the game for C. Budinger,,40,44
188,2,3:57.0,Turnover by G. Dieng (bad pass; steal by E. Freedom),,40,44
189,2,3:48.0,,R. Westbrook misses 2-pt jump shot from 16 ft,40,44
190,2,3:47.0,Defensive rebound by J. Hamilton,,40,44
191,2,3:30.0,R. Rubio makes 3-pt jump shot from 24 ft (assist by G. Dieng),,43,44
192,2,3:10.0,,D. Waiters misses 2-pt layup from 2 ft,43,44
193,2,3:09.0,,Offensive rebound by S. Adams,43,44
194,2,3:01.0,,R. Westbrook misses 3-pt jump shot from 24 ft,43,44
195,2,3:00.0,Defensive rebound by G. Dieng,,43,44
196,2,2:47.0,Turnover by K. Martin (bad pass; steal by E. Freedom),,43,44
197,2,2:46.0,,Turnover by E. Freedom (step out of bounds),43,44
198,2,2:46.0,Official timeout,,43,44
199,2,2:46.0,,M. McGary enters the game for S. Adams,43,44
200,2,2:46.0,,A. Morrow enters the game for D. Augustin,43,44
201,2,2:44.0,K. Martin misses 2-pt jump shot from 17 ft,,43,44
202,2,2:43.0,,Defensive rebound by M. McGary,43,44
203,2,2:27.0,,A. Morrow misses 3-pt jump shot from 24 ft,43,44
204,2,2:26.0,Defensive rebound by J. Hamilton,,43,44
205,2,2:11.0,G. Dieng makes 2-pt jump shot from 9 ft,,45,44
206,2,1:58.0,,M. McGary makes 2-pt jump shot from 18 ft (assist by R. Westbrook),45,46
207,2,1:31.0,A. Wiggins misses 2-pt jump shot from 3 ft,,45,46
208,2,1:30.0,,Defensive rebound by E. Freedom,45,46
209,2,1:23.0,,Shooting foul by K. Martin (drawn by D. Waiters),45,46
210,2,1:23.0,,D. Waiters makes free throw 1 of 3,45,47
211,2,1:23.0,,D. Waiters makes free throw 2 of 3,45,48
212,2,1:23.0,,D. Waiters makes free throw 3 of 3,45,49
213,2,1:14.0,K. Martin makes 2-pt jump shot from 12 ft (assist by R. Rubio),,47,49
214,2,1:00.0,,A. Morrow misses 3-pt jump shot from 25 ft,47,49
215,2,0:59.0,,Offensive rebound by E. Freedom,47,49
216,2,0:57.0,,E. Freedom makes 2-pt layup at rim,47,51
217,2,0:57.0,,Shooting foul by G. Dieng (drawn by E. Freedom),47,51
218,2,0:57.0,,E. Freedom makes free throw 1 of 1,47,52
219,2,0:42.0,A. Wiggins makes 2-pt layup from 1 ft (assist by J. Hamilton),,49,52
220,2,0:29.0,,Turnover by R. Westbrook (bad pass),49,52
221,2,0:06.0,G. Dieng misses 2-pt hook shot from 11 ft,,49,52
222,2,0:05.0,,Defensive rebound by R. Westbrook,49,52
223,2,0:00.0,,R. Westbrook makes 3-pt jump shot from 32 ft,49,55
224,3,11:40.0,,Turnover by R. Westbrook (lost ball; steal by G. Dieng),49,55
225,3,11:35.0,K. Martin makes 2-pt dunk at rim (assist by R. Rubio),,51,55
226,3,11:21.0,,M. McGary misses 2-pt jump shot from 18 ft,51,55
227,3,11:19.0,Defensive rebound by K. Martin,,51,55
228,3,10:58.0,A. Wiggins misses 2-pt layup from 2 ft,,51,55
229,3,10:57.0,,Defensive rebound by A. Roberson,51,55
230,3,10:52.0,,Turnover by R. Westbrook (bad pass; steal by R. Rubio),51,55
231,3,10:47.0,,Offensive charge foul by A. Wiggins (drawn by M. McGary),51,55
232,3,10:47.0,Turnover by A. Wiggins (offensive foul),,51,55
233,3,10:34.0,,Def 3 sec tech foul by A. Payne,51,55
234,3,10:34.0,,R. Westbrook makes technical free throw,51,56
235,3,10:27.0,,M. McGary makes 2-pt jump shot from 7 ft (assist by R. Westbrook),51,58
236,3,10:02.0,R. Rubio misses 3-pt jump shot from 23 ft,,51,58
237,3,10:02.0,,Defensive rebound by R. Westbrook,51,58
238,3,10:00.0,,Personal foul by R. Rubio (drawn by R. Westbrook),51,58
239,3,9:52.0,,R. Westbrook misses 2-pt jump shot from 17 ft,51,58
240,3,9:51.0,Defensive rebound by Team,,51,58
241,3,9:32.0,A. Payne misses 2-pt jump shot from 19 ft,,51,58
242,3,9:31.0,,Defensive rebound by E. Freedom,51,58
243,3,9:25.0,,E. Freedom makes 2-pt dunk at rim (assist by R. Westbrook),51,60
244,3,9:06.0,R. Rubio misses 2-pt jump shot from 16 ft,,51,60
245,3,9:05.0,,Defensive rebound by R. Westbrook,51,60
246,3,8:59.0,,M. McGary makes 2-pt layup from 1 ft (assist by R. Westbrook),51,62
247,3,8:59.0,Minnesota full timeout,,51,62
248,3,8:59.0,J. Hamilton enters the game for A. Payne,,51,62
249,3,8:42.0,A. Wiggins misses 2-pt jump shot from 14 ft,,51,62
250,3,8:41.0,Offensive rebound by J. Hamilton,,51,62
251,3,8:41.0,J. Hamilton misses 2-pt tip-in from 1 ft,,51,62
252,3,8:40.0,,Defensive rebound by A. Roberson,51,62
253,3,8:34.0,Offensive charge foul by E. Freedom (drawn by G. Dieng),,51,62
254,3,8:34.0,,Turnover by E. Freedom (offensive foul),51,62
255,3,8:24.0,Turnover by K. Martin (bad pass; steal by A. Roberson),,51,62
256,3,8:18.0,,E. Freedom makes 2-pt layup from 1 ft,51,64
257,3,8:08.0,Def 3 sec tech foul by E. Freedom,,51,64
258,3,8:08.0,K. Martin misses technical free throw,,51,64
259,3,8:08.0,Offensive rebound by Team,,51,64
260,3,8:08.0,Z. LaVine enters the game for R. Rubio,,51,64
261,3,8:04.0,Turnover by G. Dieng (bad pass),,51,64
262,3,7:44.0,,D. Waiters misses 2-pt layup from 1 ft,51,64
263,3,7:43.0,,Offensive rebound by E. Freedom,51,64
264,3,7:43.0,,E. Freedom misses 2-pt tip-in from 2 ft,51,64
265,3,7:41.0,,Offensive rebound by E. Freedom,51,64
266,3,7:40.0,,E. Freedom misses 2-pt layup from 2 ft,51,64
267,3,7:38.0,Defensive rebound by G. Dieng,,51,64
268,3,7:24.0,K. Martin misses 3-pt jump shot from 24 ft,,51,64
269,3,7:23.0,,Defensive rebound by Team,51,64
270,3,7:06.0,,Turnover by R. Westbrook (lost ball; steal by K. Martin),51,64
271,3,7:02.0,K. Martin makes 2-pt layup from 1 ft,,53,64
272,3,6:43.0,,D. Waiters makes 3-pt jump shot from 24 ft (assist by M. McGary),53,67
273,3,6:32.0,Turnover by G. Dieng (traveling),,53,67
274,3,6:32.0,G. Neal enters the game for K. Martin,,53,67
275,3,6:22.0,,R. Westbrook misses 3-pt jump shot from 24 ft,53,67
276,3,6:22.0,Defensive rebound by Team,,53,67
277,3,6:13.0,J. Hamilton makes 2-pt jump shot from 15 ft (assist by Z. LaVine),,55,67
278,3,5:50.0,,E. Freedom makes 2-pt hook shot from 4 ft,55,69
279,3,5:38.0,J. Hamilton makes 2-pt layup from 1 ft (assist by Z. LaVine),,57,69
280,3,5:20.0,,Turnover by R. Westbrook (bad pass; steal by J. Hamilton),57,69
281,3,5:17.0,Turnover by J. Hamilton (lost ball; steal by R. Westbrook),,57,69
282,3,5:14.0,,R. Westbrook misses 2-pt dunk at rim,57,69
283,3,5:12.0,Defensive rebound by Z. LaVine,,57,69
284,3,5:07.0,J. Hamilton makes 2-pt dunk at rim (assist by Z. LaVine),,59,69
285,3,5:07.0,Shooting foul by M. McGary (drawn by J. Hamilton),,59,69
286,3,5:07.0,,N. Collison enters the game for M. McGary,59,69
287,3,5:07.0,J. Hamilton makes free throw 1 of 1,,60,69
288,3,4:56.0,,D. Waiters misses 3-pt jump shot from 24 ft,60,69
289,3,4:54.0,Defensive rebound by A. Wiggins,,60,69
290,3,4:41.0,A. Wiggins misses 3-pt jump shot from 24 ft,,60,69
291,3,4:40.0,Offensive rebound by G. Dieng,,60,69
292,3,4:28.0,Shooting foul by A. Roberson (drawn by G. Dieng),,60,69
293,3,4:28.0,G. Dieng makes free throw 1 of 2,,61,69
294,3,4:28.0,,A. Morrow enters the game for A. Roberson,61,69
295,3,4:28.0,G. Dieng makes free throw 2 of 2,,62,69
296,3,4:12.0,,D. Waiters misses 2-pt layup from 1 ft,62,69
297,3,4:11.0,Defensive rebound by J. Hamilton,,62,69
298,3,4:02.0,A. Wiggins misses 2-pt jump shot from 17 ft,,62,69
299,3,4:01.0,,Defensive rebound by R. Westbrook,62,69
300,3,3:54.0,,A. Morrow misses 3-pt jump shot from 24 ft,62,69
301,3,3:54.0,,Offensive rebound by A. Morrow,62,69
302,3,3:50.0,,D. Waiters makes 2-pt layup from 2 ft,62,71
303,3,3:50.0,,Shooting foul by J. Hamilton (drawn by D. Waiters),62,71
304,3,3:50.0,,D. Waiters makes free throw 1 of 1,62,72
305,3,3:34.0,G. Neal makes 2-pt jump shot from 10 ft (assist by A. Wiggins),,64,72
306,3,3:09.0,,E. Freedom makes 2-pt layup from 2 ft (assist by R. Westbrook),64,74
307,3,2:48.0,G. Neal misses 2-pt jump shot from 14 ft,,64,74
308,3,2:47.0,Offensive rebound by G. Dieng,,64,74
309,3,2:40.0,Shooting foul by E. Freedom (drawn by G. Dieng),,64,74
310,3,2:40.0,,Oklahoma City full timeout,64,74
311,3,2:40.0,G. Dieng misses free throw 1 of 2,,64,74
312,3,2:40.0,Offensive rebound by Team,,64,74
313,3,2:40.0,G. Dieng makes free throw 2 of 2,,65,74
314,3,2:23.0,,A. Morrow makes 3-pt jump shot from 24 ft (assist by E. Freedom),65,77
315,3,1:56.0,A. Wiggins makes 2-pt jump shot from 19 ft (assist by Z. LaVine),,67,77
316,3,1:36.0,,R. Westbrook misses 2-pt jump shot from 19 ft,67,77
317,3,1:35.0,Defensive rebound by Z. LaVine,,67,77
318,3,1:27.0,J. Hamilton makes 2-pt layup from 1 ft (assist by Z. LaVine),,69,77
319,3,1:14.0,,E. Freedom misses 2-pt jump shot from 17 ft,69,77
320,3,1:12.0,Defensive rebound by G. Dieng,,69,77
321,3,1:01.0,Personal foul by N. Collison (drawn by G. Neal),,69,77
322,3,1:01.0,,D. Augustin enters the game for D. Waiters,69,77
323,3,1:01.0,,S. Adams enters the game for E. Freedom,69,77
324,3,0:55.0,G. Neal misses 2-pt jump shot from 17 ft,,69,77
325,3,0:54.0,,Defensive rebound by A. Morrow,69,77
326,3,0:44.0,,Turnover by A. Morrow (bad pass),69,77
327,3,0:39.0,Turnover by Z. LaVine (bad pass; steal by N. Collison),,69,77
328,3,0:34.0,,R. Westbrook makes 2-pt layup from 1 ft,69,79
329,3,0:29.0,Z. LaVine makes 3-pt jump shot from 27 ft,,72,79
330,3,0:10.0,,Turnover by R. Westbrook (lost ball),72,79
331,3,0:01.0,Z. LaVine misses 3-pt jump shot from 27 ft,,72,79
332,3,0:00.0,,Defensive rebound by Team,72,79
333,4,11:38.0,G. Dieng makes 2-pt jump shot from 14 ft,,74,79
334,4,11:17.0,,A. Morrow misses 2-pt jump shot from 5 ft,74,79
335,4,11:16.0,,Offensive rebound by S. Adams,74,79
336,4,11:13.0,,S. Adams misses 2-pt hook shot from 5 ft,74,79
337,4,11:12.0,Defensive rebound by J. Hamilton,,74,79
338,4,11:04.0,Personal foul by S. Adams (drawn by G. Dieng),,74,79
339,4,10:58.0,J. Hamilton misses 2-pt hook shot from 4 ft (block by N. Collison),,74,79
340,4,10:57.0,,Defensive rebound by S. Adams,74,79
341,4,10:51.0,,D. Augustin misses 3-pt jump shot from 24 ft,74,79
342,4,10:51.0,Defensive rebound by A. Wiggins,,74,79
343,4,10:40.0,A. Wiggins misses 2-pt jump shot from 5 ft,,74,79
344,4,10:39.0,,Defensive rebound by D. Augustin,74,79
345,4,10:33.0,,A. Morrow makes 3-pt jump shot from 25 ft (assist by D. Augustin),74,82
346,4,10:19.0,Personal foul by A. Morrow (drawn by G. Neal),,74,82
347,4,10:19.0,A. Payne enters the game for G. Dieng,,74,82
348,4,10:03.0,A. Payne makes 2-pt jump shot from 18 ft,,76,82
349,4,9:45.0,,A. Morrow makes 2-pt jump shot from 6 ft (assist by D. Augustin),76,84
350,4,9:33.0,Z. LaVine misses 2-pt jump shot from 2 ft,,76,84
351,4,9:31.0,,Defensive rebound by N. Collison,76,84
352,4,9:24.0,,K. Singler misses 2-pt jump shot from 17 ft,76,84
353,4,9:23.0,Defensive rebound by Z. LaVine,,76,84
354,4,9:18.0,Shooting foul by A. Morrow (drawn by Z. LaVine),,76,84
355,4,9:18.0,Z. LaVine makes free throw 1 of 2,,77,84
356,4,9:18.0,Z. LaVine makes free throw 2 of 2,,78,84
357,4,9:05.0,,K. Singler misses 2-pt layup from 2 ft (block by J. Hamilton),78,84
358,4,9:04.0,Defensive rebound by G. Neal,,78,84
359,4,9:01.0,C. Budinger enters the game for A. Wiggins,,78,84
360,4,8:59.0,G. Neal misses 2-pt jump shot from 15 ft,,78,84
361,4,8:58.0,,Defensive rebound by S. Adams,78,84
362,4,8:52.0,,K. Singler makes 3-pt jump shot from 24 ft (assist by D. Augustin),78,87
363,4,8:29.0,G. Neal misses 2-pt jump shot from 5 ft (block by S. Adams),,78,87
364,4,8:28.0,,Defensive rebound by D. Augustin,78,87
365,4,8:17.0,,N. Collison misses 2-pt jump shot from 21 ft,78,87
366,4,8:17.0,,Offensive rebound by Team,78,87
367,4,8:17.0,Loose ball foul by J. Hamilton (drawn by S. Adams),,78,87
368,4,8:17.0,Official timeout,,78,87
369,4,8:06.0,,D. Augustin misses 2-pt jump shot from 19 ft,78,87
370,4,8:05.0,Defensive rebound by G. Neal,,78,87
371,4,8:02.0,Shooting foul by N. Collison (drawn by Z. LaVine),,78,87
372,4,8:02.0,Z. LaVine makes free throw 1 of 2,,79,87
373,4,8:02.0,Z. LaVine makes free throw 2 of 2,,80,87
374,4,7:52.0,,Personal foul by A. Payne (drawn by N. Collison),80,87
375,4,7:37.0,,K. Singler misses 2-pt jump shot from 7 ft,80,87
376,4,7:37.0,Defensive rebound by J. Hamilton,,80,87
377,4,7:31.0,,Offensive charge foul by Z. LaVine (drawn by D. Augustin),80,87
378,4,7:31.0,Turnover by Z. LaVine (offensive foul),,80,87
379,4,7:31.0,,R. Westbrook enters the game for A. Morrow,80,87
380,4,7:16.0,,R. Westbrook misses 2-pt jump shot from 1 ft,80,87
381,4,7:15.0,,Offensive rebound by R. Westbrook,80,87
