,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,NEW YORK_ACTION,SAN ANTONIO_SCORE,NEW YORK_SCORE
36,1,8:00.0,,Offensive rebound by A. Bargnani,8,8
37,1,7:59.0,,Turnover by A. Bargnani (bad pass),8,8
38,1,7:59.0,R. Williams enters the game for K. Leonard,,8,8
39,1,7:39.0,Shooting foul by L. Amundson (drawn by T. Duncan),,8,8
40,1,7:39.0,T. Duncan makes free throw 1 of 2,,9,8
41,1,7:39.0,T. Duncan makes free throw 2 of 2,,10,8
42,1,7:19.0,,Turnover by L. Galloway (bad pass; steal by R. Williams),10,8
43,1,7:10.0,T. Parker misses 2-pt jump shot from 18 ft,,10,8
44,1,7:09.0,,Defensive rebound by Team,10,8
45,1,6:51.0,,A. Bargnani makes 2-pt jump shot from 18 ft (assist by L. Amundson),10,10
46,1,6:32.0,T. Parker makes 2-pt layup at rim (assist by T. Duncan),,12,10
47,1,6:22.0,,L. Galloway makes 2-pt layup from 1 ft (assist by L. Amundson),12,12
48,1,6:21.0,San Antonio full timeout,,12,12
49,1,6:21.0,B. Diaw enters the game for T. Splitter,,12,12
50,1,5:59.0,M. Belinelli misses 2-pt layup from 2 ft,,12,12
51,1,5:58.0,,Defensive rebound by L. Amundson,12,12
52,1,5:41.0,,Turnover by L. Amundson (bad pass; steal by M. Belinelli),12,12
53,1,5:35.0,T. Parker makes 2-pt layup from 1 ft (assist by M. Belinelli),,14,12
54,1,5:13.0,,Turnover by A. Shved (bad pass; steal by M. Belinelli),14,12
55,1,5:06.0,Shooting foul by L. Amundson (drawn by M. Belinelli),,14,12
56,1,5:06.0,M. Belinelli makes free throw 1 of 2,,15,12
57,1,5:06.0,,C. Aldrich enters the game for L. Amundson,15,12
58,1,5:06.0,M. Belinelli makes free throw 2 of 2,,16,12
59,1,4:47.0,,A. Bargnani makes 2-pt jump shot from 15 ft (assist by A. Shved),16,14
60,1,4:30.0,B. Diaw misses 2-pt jump shot from 11 ft,,16,14
61,1,4:29.0,,Defensive rebound by A. Bargnani,16,14
62,1,4:15.0,,Shooting foul by R. Williams (drawn by A. Shved),16,14
63,1,4:15.0,,A. Shved makes free throw 1 of 2,16,15
64,1,4:15.0,,A. Shved makes free throw 2 of 2,16,16
65,1,4:01.0,B. Diaw makes 2-pt jump shot from 20 ft (assist by T. Parker),,18,16
66,1,3:40.0,,L. Thomas makes 2-pt jump shot from 4 ft (assist by A. Bargnani),18,18
67,1,3:22.0,T. Parker makes 2-pt jump shot from 5 ft,,20,18
68,1,3:05.0,,L. Thomas makes 2-pt jump shot from 14 ft,20,20
69,1,2:46.0,T. Duncan makes 2-pt jump shot from 8 ft (assist by T. Parker),,22,20
70,1,2:33.0,,Shooting foul by T. Duncan (drawn by A. Shved),22,20
71,1,2:33.0,,New York full timeout,22,20
72,1,2:33.0,P. Mills enters the game for T. Duncan,,22,20
73,1,2:33.0,K. Leonard enters the game for T. Parker,,22,20
74,1,2:33.0,T. Splitter enters the game for R. Williams,,22,20
75,1,2:33.0,,J. Smith enters the game for L. Thomas,22,20
76,1,2:33.0,,T. Wear enters the game for A. Bargnani,22,20
77,1,2:33.0,,A. Shved misses free throw 1 of 2,22,20
78,1,2:33.0,,Offensive rebound by Team,22,20
79,1,2:33.0,,S. Larkin enters the game for L. Galloway,22,20
80,1,2:33.0,,A. Shved misses free throw 2 of 2,22,20
81,1,2:32.0,Defensive rebound by T. Splitter,,22,20
82,1,2:19.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by B. Diaw),,25,20
83,1,2:04.0,,S. Larkin misses 2-pt jump shot from 16 ft,25,20
84,1,2:03.0,Defensive rebound by M. Belinelli,,25,20
85,1,1:50.0,K. Leonard misses 2-pt jump shot from 9 ft,,25,20
86,1,1:48.0,,Defensive rebound by C. Aldrich,25,20
87,1,1:39.0,,A. Shved misses 2-pt layup from 1 ft,25,20
88,1,1:38.0,Defensive rebound by B. Diaw,,25,20
89,1,1:30.0,Turnover by P. Mills (bad pass; steal by S. Larkin),,25,20
90,1,1:24.0,,A. Shved misses 2-pt layup from 2 ft,25,20
91,1,1:23.0,Defensive rebound by M. Belinelli,,25,20
92,1,1:06.0,P. Mills misses 3-pt jump shot from 25 ft,,25,20
93,1,1:05.0,Offensive rebound by T. Splitter,,25,20
94,1,1:03.0,Personal foul by C. Aldrich (drawn by T. Splitter),,25,20
95,1,1:03.0,,L. Galloway enters the game for A. Shved,25,20
96,1,0:59.0,Shooting foul by T. Wear (drawn by K. Leonard),,25,20
97,1,0:59.0,K. Leonard makes free throw 1 of 2,,26,20
98,1,0:59.0,K. Leonard makes free throw 2 of 2,,27,20
99,1,0:43.0,,S. Larkin makes 2-pt jump shot from 3 ft (assist by L. Galloway),27,22
100,1,0:43.0,,Shooting foul by P. Mills (drawn by S. Larkin),27,22
101,1,0:43.0,,S. Larkin makes free throw 1 of 1,27,23
102,1,0:36.0,P. Mills misses 2-pt jump shot from 15 ft (block by S. Larkin),,27,23
103,1,0:34.0,,Defensive rebound by C. Aldrich,27,23
104,1,0:22.0,,L. Galloway makes 2-pt jump shot from 6 ft,27,25
105,1,0:05.0,B. Diaw misses 2-pt jump shot from 4 ft,,27,25
106,1,0:04.0,Offensive rebound by P. Mills,,27,25
107,1,0:04.0,P. Mills misses 2-pt tip-in from 2 ft,,27,25
108,1,0:02.0,Offensive rebound by T. Splitter,,27,25
109,1,0:02.0,T. Splitter makes 2-pt tip-in from 2 ft,,29,25
110,2,11:48.0,Shooting foul by S. Larkin (drawn by P. Mills),,29,25
111,2,11:48.0,P. Mills misses free throw 1 of 2,,29,25
112,2,11:48.0,Offensive rebound by Team,,29,25
113,2,11:48.0,D. Green enters the game for M. Belinelli,,29,25
114,2,11:48.0,P. Mills makes free throw 2 of 2,,30,25
115,2,11:24.0,,J. Smith misses 2-pt jump shot from 15 ft,30,25
116,2,11:23.0,Defensive rebound by T. Splitter,,30,25
117,2,11:09.0,P. Mills misses 3-pt jump shot from 25 ft,,30,25
118,2,11:08.0,,Defensive rebound by C. Aldrich,30,25
119,2,10:49.0,,J. Smith misses 2-pt layup from 1 ft,30,25
120,2,10:48.0,Defensive rebound by T. Splitter,,30,25
121,2,10:35.0,D. Green misses 3-pt jump shot from 25 ft,,30,25
122,2,10:33.0,Offensive rebound by T. Splitter,,30,25
123,2,10:13.0,K. Leonard misses 2-pt jump shot from 19 ft,,30,25
124,2,10:12.0,Offensive rebound by T. Splitter,,30,25
125,2,10:10.0,B. Diaw misses 3-pt jump shot from 38 ft,,30,25
126,2,10:09.0,Offensive rebound by Team,,30,25
127,2,10:09.0,Turnover by Team (shot clock),,30,25
128,2,9:52.0,,J. Smith makes 2-pt layup from 1 ft,30,27
129,2,9:40.0,B. Diaw makes 2-pt layup at rim (assist by P. Mills),,32,27
130,2,9:29.0,,Shooting foul by K. Leonard (drawn by T. Wear),32,27
131,2,9:29.0,,T. Wear makes free throw 1 of 2,32,28
132,2,9:29.0,M. Bonner enters the game for B. Diaw,,32,28
133,2,9:29.0,San Antonio full timeout,,32,28
134,2,9:29.0,,T. Wear makes free throw 2 of 2,32,29
135,2,9:14.0,M. Bonner makes 2-pt hook shot from 8 ft,,34,29
136,2,9:03.0,,Offensive foul by T. Wear (drawn by P. Mills),34,29
137,2,9:03.0,,Turnover by T. Wear (offensive foul),34,29
138,2,8:50.0,P. Mills misses 2-pt jump shot from 19 ft,,34,29
139,2,8:49.0,Offensive rebound by Team,,34,29
140,2,8:49.0,T. Parker enters the game for P. Mills,,34,29
141,2,8:41.0,D. Green makes 2-pt jump shot from 21 ft,,36,29
142,2,8:24.0,,J. Smith misses 2-pt jump shot from 9 ft,36,29
143,2,8:23.0,Defensive rebound by D. Green,,36,29
144,2,8:16.0,T. Splitter misses 2-pt layup from 2 ft (block by C. Aldrich),,36,29
145,2,8:15.0,Offensive rebound by T. Splitter,,36,29
146,2,8:14.0,Shooting foul by C. Aldrich (drawn by T. Splitter),,36,29
147,2,8:14.0,T. Splitter makes free throw 1 of 2,,37,29
148,2,8:14.0,,A. Bargnani enters the game for C. Aldrich,37,29
149,2,8:14.0,,A. Shved enters the game for S. Larkin,37,29
150,2,8:14.0,T. Splitter makes free throw 2 of 2,,38,29
151,2,7:56.0,,Turnover by A. Bargnani (bad pass; steal by D. Green),38,29
152,2,7:44.0,T. Splitter makes 2-pt hook shot from 4 ft,,40,29
153,2,7:43.0,,New York full timeout,40,29
154,2,7:43.0,,L. Thomas enters the game for T. Wear,40,29
155,2,7:24.0,,A. Bargnani misses 2-pt jump shot from 12 ft,40,29
156,2,7:23.0,Defensive rebound by D. Green,,40,29
157,2,7:14.0,T. Splitter makes 2-pt layup from 2 ft (assist by T. Parker),,42,29
158,2,6:51.0,,A. Shved makes 2-pt layup from 2 ft,42,31
159,2,6:35.0,T. Parker makes 2-pt jump shot from 5 ft,,44,31
160,2,6:19.0,,A. Shved makes 2-pt layup at rim (assist by A. Bargnani),44,33
161,2,5:59.0,T. Splitter misses 2-pt layup at rim,,44,33
162,2,5:58.0,Offensive rebound by T. Splitter,,44,33
163,2,5:58.0,T. Splitter misses 2-pt tip-in at rim,,44,33
164,2,5:57.0,,Defensive rebound by J. Smith,44,33
165,2,5:48.0,,J. Smith misses 3-pt jump shot from 24 ft,44,33
166,2,5:47.0,Defensive rebound by K. Leonard,,44,33
167,2,5:34.0,T. Splitter makes 2-pt hook shot from 4 ft,,46,33
168,2,5:13.0,,L. Thomas makes 2-pt jump shot from 15 ft (assist by A. Shved),46,35
169,2,4:56.0,Personal foul by L. Thomas (drawn by T. Splitter),,46,35
170,2,4:56.0,T. Duncan enters the game for T. Splitter,,46,35
171,2,4:56.0,,L. Amundson enters the game for J. Smith,46,35
172,2,4:50.0,T. Parker makes 2-pt jump shot from 4 ft,,48,35
173,2,4:34.0,,A. Shved makes 2-pt layup from 1 ft,48,37
174,2,4:14.0,T. Duncan misses 2-pt jump shot from 3 ft,,48,37
175,2,4:13.0,,Defensive rebound by A. Bargnani,48,37
176,2,3:58.0,,L. Thomas misses 2-pt jump shot from 15 ft (block by K. Leonard),48,37
177,2,3:57.0,Defensive rebound by Team,,48,37
178,2,3:57.0,M. Belinelli enters the game for K. Leonard,,48,37
179,2,3:39.0,M. Bonner misses 2-pt jump shot from 5 ft,,48,37
180,2,3:38.0,,Defensive rebound by L. Amundson,48,37
181,2,3:30.0,,A. Shved misses 3-pt jump shot from 25 ft,48,37
182,2,3:29.0,Defensive rebound by T. Parker,,48,37
183,2,3:21.0,Turnover by T. Parker (bad pass; steal by A. Shved),,48,37
184,2,3:17.0,,Personal foul by M. Belinelli (drawn by A. Shved),48,37
185,2,3:17.0,,S. Larkin enters the game for A. Shved,48,37
186,2,2:58.0,,L. Galloway misses 2-pt jump shot from 20 ft,48,37
187,2,2:57.0,Defensive rebound by T. Parker,,48,37
188,2,2:54.0,Personal block foul by L. Galloway (drawn by T. Parker),,48,37
189,2,2:54.0,Official timeout,,48,37
190,2,2:54.0,C. Joseph enters the game for T. Parker,,48,37
191,2,2:34.0,D. Green misses 3-pt jump shot from 25 ft,,48,37
192,2,2:33.0,,Defensive rebound by L. Amundson,48,37
193,2,2:23.0,,L. Galloway makes 3-pt jump shot from 25 ft,48,40
194,2,2:01.0,Turnover by M. Belinelli (bad pass; steal by L. Galloway),,48,40
195,2,1:57.0,,L. Galloway misses 2-pt layup from 2 ft,48,40
196,2,1:56.0,,Offensive rebound by L. Amundson,48,40
197,2,1:56.0,,L. Amundson makes 2-pt layup from 2 ft,48,42
198,2,1:33.0,T. Duncan makes 2-pt jump shot from 4 ft,,50,42
199,2,1:15.0,,L. Amundson misses 2-pt jump shot from 13 ft,50,42
200,2,1:14.0,Defensive rebound by M. Belinelli,,50,42
201,2,1:05.0,D. Green misses 2-pt jump shot from 19 ft,,50,42
202,2,1:04.0,,Defensive rebound by A. Bargnani,50,42
203,2,0:52.0,,A. Bargnani misses 3-pt jump shot from 27 ft,50,42
204,2,0:51.0,Defensive rebound by C. Joseph,,50,42
205,2,0:33.0,T. Duncan makes 2-pt jump shot from 4 ft,,52,42
206,2,0:26.0,,New York full timeout,52,42
207,2,0:26.0,B. Diaw enters the game for M. Bonner,,52,42
208,2,0:26.0,,A. Shved enters the game for S. Larkin,52,42
209,2,0:16.0,,A. Bargnani misses 2-pt jump shot from 14 ft,52,42
210,2,0:14.0,,Offensive rebound by A. Shved,52,42
211,2,0:10.0,,A. Shved misses 2-pt jump shot from 3 ft,52,42
212,2,0:09.0,Defensive rebound by T. Duncan,,52,42
213,2,0:03.0,C. Joseph misses 2-pt layup from 3 ft (block by A. Bargnani),,52,42
214,2,0:01.0,,Defensive rebound by L. Amundson,52,42
215,2,0:00.0,,L. Amundson misses 3-pt jump shot from 48 ft,52,42
216,2,0:00.0,,Offensive rebound by Team,52,42
217,3,11:40.0,Shooting foul by L. Galloway (drawn by T. Duncan),,52,42
218,3,11:40.0,T. Duncan makes free throw 1 of 2,,53,42
219,3,11:40.0,T. Duncan makes free throw 2 of 2,,54,42
220,3,11:26.0,,A. Bargnani misses 2-pt jump shot from 17 ft,54,42
221,3,11:25.0,,Offensive rebound by L. Amundson,54,42
222,3,11:14.0,,A. Bargnani makes 2-pt jump shot from 16 ft (assist by A. Shved),54,44
223,3,11:07.0,T. Splitter misses 2-pt layup from 1 ft (block by A. Bargnani),,54,44
224,3,11:06.0,,Defensive rebound by L. Amundson,54,44
225,3,10:43.0,,Turnover by A. Bargnani (bad pass; steal by T. Parker),54,44
226,3,10:34.0,T. Parker misses 2-pt layup at rim (block by L. Amundson),,54,44
227,3,10:33.0,,Defensive rebound by L. Galloway,54,44
228,3,10:27.0,,A. Bargnani makes 2-pt jump shot from 11 ft (assist by L. Galloway),54,46
229,3,10:18.0,Offensive foul by T. Parker (drawn by A. Shved),,54,46
230,3,10:18.0,Turnover by T. Parker (offensive foul),,54,46
231,3,9:55.0,,L. Galloway misses 2-pt jump shot from 19 ft,54,46
232,3,9:54.0,,Offensive rebound by L. Amundson,54,46
233,3,9:52.0,,L. Amundson misses 2-pt layup from 2 ft (block by D. Green),54,46
234,3,9:51.0,,Offensive rebound by L. Amundson,54,46
235,3,9:38.0,,L. Thomas misses 2-pt jump shot from 19 ft,54,46
236,3,9:37.0,Defensive rebound by T. Parker,,54,46
237,3,9:30.0,T. Splitter makes 2-pt dunk at rim (assist by T. Parker),,56,46
238,3,9:05.0,,L. Amundson misses 2-pt jump shot from 6 ft,56,46
239,3,9:03.0,Defensive rebound by T. Splitter,,56,46
240,3,8:47.0,D. Green misses 2-pt jump shot from 14 ft,,56,46
241,3,8:46.0,,Defensive rebound by L. Amundson,56,46
242,3,8:38.0,,A. Shved misses 2-pt jump shot from 4 ft (block by T. Duncan),56,46
243,3,8:37.0,Defensive rebound by T. Duncan,,56,46
244,3,8:28.0,D. Green makes 3-pt jump shot from 23 ft (assist by T. Parker),,59,46
245,3,8:23.0,,New York full timeout,59,46
246,3,8:23.0,B. Diaw enters the game for T. Splitter,,59,46
247,3,8:17.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by A. Shved),59,49
248,3,8:00.0,B. Diaw misses 2-pt jump shot from 7 ft,,59,49
249,3,7:58.0,,Defensive rebound by L. Amundson,59,49
250,3,7:43.0,,A. Bargnani misses 2-pt jump shot from 14 ft,59,49
251,3,7:42.0,,Offensive rebound by L. Amundson,59,49
252,3,7:42.0,,L. Amundson makes 2-pt layup from 1 ft,59,51
253,3,7:27.0,Personal foul by L. Amundson (drawn by T. Parker),,59,51
254,3,7:14.0,D. Green misses 2-pt layup at rim,,59,51
255,3,7:13.0,Offensive rebound by T. Duncan,,59,51
256,3,7:13.0,T. Duncan makes 2-pt layup from 2 ft,,61,51
257,3,6:48.0,,A. Shved makes 2-pt layup from 1 ft,61,53
258,3,6:48.0,,Shooting foul by T. Duncan (drawn by A. Shved),61,53
259,3,6:48.0,,T. Wear enters the game for L. Thomas,61,53
260,3,6:48.0,,A. Shved misses free throw 1 of 1,61,53
261,3,6:47.0,Defensive rebound by T. Duncan,,61,53
262,3,6:34.0,T. Duncan misses 2-pt jump shot from 20 ft,,61,53
263,3,6:33.0,,Defensive rebound by L. Galloway,61,53
264,3,6:24.0,,A. Bargnani makes 2-pt layup from 1 ft (assist by L. Galloway),61,55
265,3,6:17.0,D. Green makes 2-pt layup from 2 ft (assist by B. Diaw),,63,55
266,3,6:17.0,Shooting foul by A. Shved (drawn by D. Green),,63,55
267,3,6:17.0,D. Green makes free throw 1 of 1,,64,55
268,3,6:05.0,,L. Galloway makes 2-pt jump shot from 15 ft,64,57
269,3,5:53.0,Turnover by K. Leonard (lost ball; steal by T. Wear),,64,57
270,3,5:35.0,,L. Galloway makes 2-pt jump shot from 21 ft (assist by T. Wear),64,59
271,3,5:20.0,T. Parker misses 2-pt layup from 1 ft (block by L. Amundson),,64,59
272,3,5:19.0,,Defensive rebound by A. Bargnani,64,59
273,3,5:15.0,,L. Galloway makes 2-pt jump shot from 15 ft,64,61
274,3,5:14.0,San Antonio full timeout,,64,61
275,3,4:58.0,K. Leonard misses 2-pt jump shot from 9 ft,,64,61
276,3,4:56.0,,Defensive rebound by Team,64,61
277,3,4:41.0,,T. Wear misses 3-pt jump shot from 23 ft,64,61
278,3,4:40.0,Defensive rebound by K. Leonard,,64,61
279,3,4:33.0,B. Diaw makes 2-pt layup from 2 ft (assist by K. Leonard),,66,61
280,3,4:12.0,,L. Amundson makes 2-pt jump shot from 11 ft (assist by L. Galloway),66,63
281,3,3:55.0,B. Diaw misses 2-pt jump shot from 19 ft,,66,63
282,3,3:54.0,,Defensive rebound by T. Wear,66,63
283,3,3:47.0,,A. Shved misses 3-pt jump shot from 25 ft,66,63
284,3,3:46.0,Defensive rebound by D. Green,,66,63
285,3,3:40.0,Shooting foul by T. Wear (drawn by T. Parker),,66,63
286,3,3:40.0,T. Parker makes free throw 1 of 2,,67,63
287,3,3:40.0,M. Belinelli enters the game for D. Green,,67,63
288,3,3:40.0,J. Ayres enters the game for T. Duncan,,67,63
289,3,3:40.0,,J. Smith enters the game for A. Bargnani,67,63
290,3,3:40.0,T. Parker makes free throw 2 of 2,,68,63
291,3,3:20.0,,Turnover by L. Amundson (bad pass; steal by B. Diaw),68,63
292,3,3:07.0,B. Diaw makes 2-pt jump shot from 4 ft,,70,63
293,3,2:47.0,,Shooting foul by B. Diaw (drawn by L. Amundson),70,63
294,3,2:47.0,,L. Amundson misses free throw 1 of 2,70,63
295,3,2:47.0,,Offensive rebound by Team,70,63
296,3,2:47.0,C. Joseph enters the game for T. Parker,,70,63
297,3,2:47.0,,L. Amundson makes free throw 2 of 2,70,64
298,3,2:33.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by C. Joseph),,73,64
299,3,2:11.0,,J. Smith misses 2-pt jump shot from 16 ft,73,64
300,3,2:10.0,Defensive rebound by K. Leonard,,73,64
301,3,2:00.0,B. Diaw misses 3-pt jump shot from 24 ft,,73,64
302,3,1:59.0,Offensive rebound by J. Ayres,,73,64
303,3,1:52.0,C. Joseph misses 2-pt layup at rim,,73,64
304,3,1:51.0,Offensive rebound by J. Ayres,,73,64
305,3,1:51.0,J. Ayres makes 2-pt layup from 2 ft,,75,64
306,3,1:26.0,,A. Shved makes 2-pt layup from 1 ft,75,66
307,3,1:19.0,K. Leonard misses 2-pt jump shot from 4 ft,,75,66
308,3,1:18.0,Offensive rebound by Team,,75,66
309,3,1:18.0,,C. Aldrich enters the game for L. Amundson,75,66
310,3,1:18.0,,S. Larkin enters the game for A. Shved,75,66
311,3,1:18.0,D. Green enters the game for K. Leonard,,75,66
312,3,1:12.0,Offensive foul by M. Belinelli (drawn by L. Galloway),,75,66
313,3,1:12.0,Turnover by M. Belinelli (offensive foul),,75,66
314,3,1:03.0,,L. Galloway misses 2-pt jump shot from 17 ft,75,66
315,3,1:02.0,Defensive rebound by C. Joseph,,75,66
316,3,0:53.0,J. Ayres misses 2-pt hook shot from 6 ft,,75,66
317,3,0:52.0,,Defensive rebound by C. Aldrich,75,66
318,3,0:32.0,,L. Galloway makes 2-pt layup from 1 ft,75,68
319,3,0:19.0,J. Ayres misses 2-pt layup from 1 ft,,75,68
320,3,0:17.0,,Defensive rebound by J. Smith,75,68
321,3,0:02.0,,J. Smith misses 2-pt jump shot from 18 ft,75,68
322,3,0:00.0,Defensive rebound by M. Belinelli,,75,68
323,4,11:43.0,,T. Wear makes 2-pt jump shot from 14 ft (assist by A. Shved),75,70
324,4,11:33.0,Turnover by D. Green (bad pass; steal by A. Shved),,75,70
325,4,11:32.0,,New York full timeout,75,70
326,4,11:14.0,,Shooting block foul by J. Ayres (drawn by J. Smith),75,70
327,4,11:14.0,,J. Smith makes free throw 1 of 2,75,71
328,4,11:14.0,,J. Smith makes free throw 2 of 2,75,72
329,4,11:02.0,C. Joseph misses 2-pt layup from 3 ft (block by J. Smith),,75,72
330,4,11:01.0,Offensive rebound by Team,,75,72
331,4,10:49.0,D. Green misses 3-pt jump shot from 23 ft,,75,72
332,4,10:48.0,,Defensive rebound by A. Shved,75,72
333,4,10:26.0,,T. Wear makes 2-pt jump shot from 17 ft (assist by J. Smith),75,74
334,4,10:01.0,B. Diaw misses 2-pt layup from 1 ft,,75,74
335,4,10:00.0,Offensive rebound by J. Ayres,,75,74
336,4,10:00.0,J. Ayres makes 2-pt tip-in at rim,,77,74
337,4,9:44.0,,A. Shved makes 3-pt jump shot from 24 ft,77,77
338,4,9:32.0,D. Green misses 2-pt layup from 2 ft (block by C. Aldrich),,77,77
339,4,9:31.0,Offensive rebound by Team,,77,77
340,4,9:31.0,T. Splitter enters the game for J. Ayres,,77,77
341,4,9:31.0,M. Bonner enters the game for B. Diaw,,77,77
342,4,9:20.0,C. Joseph makes 2-pt jump shot from 14 ft,,79,77
343,4,8:59.0,,Shooting foul by M. Bonner (drawn by C. Aldrich),79,77
344,4,8:59.0,Official timeout,,79,77
345,4,8:59.0,,C. Aldrich makes free throw 1 of 2,79,78
346,4,8:59.0,,C. Aldrich misses free throw 2 of 2,79,78
347,4,8:58.0,Defensive rebound by C. Joseph,,79,78
348,4,8:43.0,Shooting foul by A. Shved (drawn by M. Belinelli),,79,78
349,4,8:43.0,M. Belinelli makes free throw 1 of 3,,80,78
350,4,8:43.0,M. Belinelli makes free throw 2 of 3,,81,78
351,4,8:43.0,T. Parker enters the game for C. Joseph,,81,78
352,4,8:43.0,M. Belinelli makes free throw 3 of 3,,82,78
353,4,8:19.0,,Turnover by Team (shot clock),82,78
354,4,8:06.0,Shooting foul by T. Wear (drawn by M. Belinelli),,82,78
355,4,8:06.0,M. Belinelli makes free throw 1 of 2,,83,78
356,4,8:06.0,,L. Galloway enters the game for A. Shved,83,78
357,4,8:06.0,M. Belinelli makes free throw 2 of 2,,84,78
358,4,7:48.0,,J. Smith makes 2-pt jump shot from 14 ft (assist by S. Larkin),84,80
359,4,7:37.0,D. Green misses 2-pt dunk at rim,,84,80
360,4,7:35.0,,Defensive rebound by L. Galloway,84,80
361,4,7:29.0,,C. Aldrich misses 2-pt layup from 3 ft,84,80
362,4,7:28.0,,Offensive rebound by Team,84,80
363,4,7:28.0,Loose ball foul by M. Belinelli (drawn by J. Smith),,84,80
364,4,7:17.0,,L. Galloway makes 2-pt jump shot from 22 ft,84,82
365,4,7:04.0,T. Parker misses 3-pt jump shot from 23 ft,,84,82
366,4,7:03.0,,Defensive rebound by J. Smith,84,82
367,4,6:48.0,,J. Smith makes 2-pt jump shot from 16 ft (assist by C. Aldrich),84,84
368,4,6:31.0,M. Belinelli misses 3-pt jump shot from 24 ft,,84,84
369,4,6:30.0,,Defensive rebound by T. Wear,84,84
370,4,6:07.0,,T. Wear misses 2-pt jump shot from 21 ft,84,84
371,4,6:06.0,,Offensive rebound by C. Aldrich,84,84
372,4,6:02.0,,C. Aldrich makes 2-pt hook shot from 4 ft,84,86
373,4,5:53.0,Shooting foul by S. Larkin (drawn by T. Parker),,84,86
374,4,5:53.0,,New York full timeout,84,86
375,4,5:53.0,K. Leonard enters the game for D. Green,,84,86
376,4,5:53.0,T. Duncan enters the game for M. Bonner,,84,86
377,4,5:53.0,T. Parker misses free throw 1 of 2,,84,86
378,4,5:53.0,Offensive rebound by Team,,84,86
379,4,5:53.0,T. Parker makes free throw 2 of 2,,85,86
380,4,5:36.0,,L. Galloway misses 3-pt jump shot from 25 ft,85,86
381,4,5:35.0,,Offensive rebound by J. Smith,85,86
382,4,5:26.0,,L. Galloway makes 2-pt jump shot from 19 ft (assist by J. Smith),85,88
383,4,4:58.0,T. Parker misses 2-pt jump shot from 12 ft,,85,88
384,4,4:57.0,,Defensive rebound by C. Aldrich,85,88
385,4,4:47.0,,S. Larkin misses 2-pt jump shot from 8 ft,85,88
386,4,4:46.0,Defensive rebound by T. Splitter,,85,88
387,4,4:32.0,T. Parker makes 2-pt jump shot from 6 ft,,87,88
388,4,4:07.0,,S. Larkin makes 2-pt layup from 3 ft (assist by C. Aldrich),87,90
