,QUARTER,TIME_REMAINING,TORONTO_ACTION,NEW YORK_ACTION,TORONTO_SCORE,NEW YORK_SCORE
0,1,11:39.0,,C. Anthony misses 3-pt jump shot from 25 ft,0,0
1,1,11:38.0,Defensive rebound by T. Ross,,0,0
2,1,11:17.0,J. Valančiūnas makes 2-pt layup at rim,,2,0
3,1,10:55.0,,T. Hardaway makes 2-pt jump shot from 19 ft (assist by Q. Acy),2,2
4,1,10:44.0,K. Lowry makes 3-pt jump shot from 25 ft,,5,2
5,1,10:35.0,,Shooting foul by J. Valančiūnas (drawn by A. Stoudemire),5,2
6,1,10:35.0,,A. Stoudemire misses free throw 1 of 2,5,2
7,1,10:35.0,,Offensive rebound by Team,5,2
8,1,10:35.0,,A. Stoudemire makes free throw 2 of 2,5,3
9,1,10:20.0,Turnover by L. Fields (traveling),,5,3
10,1,10:04.0,,T. Hardaway misses 3-pt jump shot from 26 ft,5,3
11,1,10:03.0,Defensive rebound by J. Valančiūnas,,5,3
12,1,9:44.0,T. Ross misses 2-pt jump shot from 9 ft,,5,3
13,1,9:43.0,,Defensive rebound by C. Anthony,5,3
14,1,9:22.0,,T. Hardaway makes 2-pt jump shot from 9 ft,5,5
15,1,9:07.0,Turnover by K. Lowry (bad pass; steal by A. Stoudemire),,5,5
16,1,9:02.0,,Turnover by J. Calderón (bad pass; steal by K. Lowry),5,5
17,1,8:57.0,T. Ross makes 2-pt dunk at rim (assist by K. Lowry),,7,5
18,1,8:38.0,,Q. Acy misses 2-pt dunk at rim,7,5
19,1,8:36.0,Defensive rebound by T. Ross,,7,5
20,1,8:32.0,Offensive foul by T. Ross (drawn by A. Stoudemire),,7,5
21,1,8:32.0,Turnover by T. Ross (offensive foul),,7,5
22,1,8:09.0,,Def 3 sec tech foul by A. Johnson,7,5
23,1,8:09.0,,C. Anthony misses technical free throw,7,5
24,1,8:09.0,,Offensive rebound by Team,7,5
25,1,8:05.0,Violation by L. Fields (kicked ball),,7,5
26,1,7:52.0,,C. Anthony misses 3-pt jump shot from 31 ft,7,5
27,1,7:51.0,Defensive rebound by K. Lowry,,7,5
28,1,7:41.0,K. Lowry misses 2-pt jump shot from 12 ft,,7,5
29,1,7:40.0,,Defensive rebound by T. Hardaway,7,5
30,1,7:36.0,,Shooting foul by T. Ross (drawn by T. Hardaway),7,5
31,1,7:36.0,,T. Hardaway makes free throw 1 of 2,7,6
32,1,7:36.0,L. Williams enters the game for T. Ross,,7,6
33,1,7:36.0,,T. Hardaway makes free throw 2 of 2,7,7
34,1,7:09.0,K. Lowry makes 2-pt layup from 1 ft,,9,7
35,1,6:57.0,,A. Stoudemire makes 2-pt layup from 1 ft,9,9
36,1,6:57.0,,Shooting foul by J. Valančiūnas (drawn by A. Stoudemire),9,9
37,1,6:57.0,P. Patterson enters the game for J. Valančiūnas,,9,9
38,1,6:57.0,,A. Stoudemire makes free throw 1 of 1,9,10
39,1,6:48.0,L. Williams misses 3-pt jump shot from 25 ft,,9,10
40,1,6:47.0,Offensive rebound by A. Johnson,,9,10
41,1,6:42.0,P. Patterson makes 2-pt jump shot from 11 ft (assist by A. Johnson),,11,10
42,1,6:30.0,,Shooting foul by L. Williams (drawn by T. Hardaway),11,10
43,1,6:30.0,,T. Hardaway makes free throw 1 of 3,11,11
44,1,6:30.0,,T. Hardaway makes free throw 2 of 3,11,12
45,1,6:30.0,,S. Dalembert enters the game for A. Stoudemire,11,12
46,1,6:30.0,,T. Hardaway makes free throw 3 of 3,11,13
47,1,6:16.0,Personal foul by T. Hardaway (drawn by P. Patterson),,11,13
48,1,6:05.0,A. Johnson misses 2-pt layup from 1 ft (block by S. Dalembert),,11,13
49,1,6:04.0,Offensive rebound by A. Johnson,,11,13
50,1,6:02.0,A. Johnson makes 2-pt layup from 1 ft,,13,13
51,1,5:54.0,,New York full timeout,13,13
52,1,5:39.0,,T. Hardaway misses 3-pt jump shot from 29 ft,13,13
53,1,5:38.0,,Offensive rebound by C. Anthony,13,13
54,1,5:33.0,,J. Calderón makes 2-pt jump shot from 18 ft,13,15
55,1,5:14.0,P. Patterson makes 2-pt jump shot from 13 ft (assist by K. Lowry),,15,15
56,1,4:58.0,,C. Anthony misses 2-pt jump shot from 15 ft,15,15
57,1,4:57.0,Defensive rebound by K. Lowry,,15,15
58,1,4:49.0,L. Williams misses 2-pt jump shot from 15 ft,,15,15
59,1,4:48.0,,Defensive rebound by C. Anthony,15,15
60,1,4:39.0,,C. Anthony makes 2-pt layup from 1 ft,15,17
61,1,4:20.0,A. Johnson misses 3-pt jump shot from 25 ft,,15,17
62,1,4:19.0,,Defensive rebound by J. Calderón,15,17
63,1,3:57.0,,Q. Acy misses 2-pt jump shot from 18 ft,15,17
64,1,3:56.0,,Offensive rebound by J. Calderón,15,17
65,1,3:52.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by T. Hardaway),15,20
66,1,3:39.0,Toronto full timeout,,15,20
67,1,3:39.0,T. Hansbrough enters the game for A. Johnson,,15,20
68,1,3:39.0,J. Johnson enters the game for L. Fields,,15,20
69,1,3:39.0,,J. Smith enters the game for Q. Acy,15,20
70,1,3:27.0,K. Lowry makes 2-pt jump shot from 15 ft (assist by L. Williams),,17,20
71,1,3:16.0,,T. Hardaway misses 2-pt layup from 2 ft,17,20
72,1,3:15.0,Defensive rebound by T. Hansbrough,,17,20
73,1,3:14.0,Personal foul by T. Hardaway (drawn by T. Hansbrough),,17,20
74,1,3:14.0,,S. Larkin enters the game for J. Calderón,17,20
75,1,3:14.0,,P. Prigioni enters the game for T. Hardaway,17,20
76,1,2:58.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by K. Lowry),,20,20
77,1,2:54.0,,Personal foul by K. Lowry (drawn by C. Anthony),20,20
78,1,2:54.0,,C. Anthony makes free throw 1 of 2,20,21
79,1,2:54.0,G. Vásquez enters the game for K. Lowry,,20,21
80,1,2:54.0,,C. Anthony misses free throw 2 of 2,20,21
81,1,2:53.0,Defensive rebound by T. Hansbrough,,20,21
82,1,2:32.0,G. Vásquez misses 3-pt jump shot from 24 ft,,20,21
83,1,2:31.0,,Defensive rebound by S. Dalembert,20,21
84,1,2:18.0,,J. Smith misses 2-pt jump shot from 20 ft,20,21
85,1,2:17.0,,Offensive rebound by Team,20,21
86,1,2:17.0,Loose ball foul by T. Hansbrough (drawn by S. Dalembert),,20,21
87,1,2:17.0,,S. Dalembert makes free throw 1 of 2,20,22
88,1,2:17.0,,S. Dalembert makes free throw 2 of 2,20,23
89,1,2:05.0,L. Williams misses 2-pt jump shot from 15 ft,,20,23
90,1,2:04.0,,Defensive rebound by C. Anthony,20,23
91,1,1:42.0,,S. Larkin misses 3-pt jump shot from 24 ft,20,23
92,1,1:41.0,Defensive rebound by L. Williams,,20,23
93,1,1:34.0,G. Vásquez makes 2-pt jump shot from 19 ft (assist by L. Williams),,22,23
94,1,1:27.0,,Personal foul by G. Vásquez (drawn by C. Anthony),22,23
95,1,1:27.0,,C. Anthony makes free throw 1 of 2,22,24
96,1,1:27.0,,C. Anthony makes free throw 2 of 2,22,25
97,1,1:08.0,L. Williams makes 2-pt jump shot from 14 ft,,24,25
98,1,0:53.0,,P. Prigioni misses 2-pt layup from 2 ft,24,25
99,1,0:52.0,Defensive rebound by Team,,24,25
