,QUARTER,TIME_REMAINING,DALLAS_ACTION,BROOKLYN_ACTION,DALLAS_SCORE,BROOKLYN_SCORE
24,1,8:27.0,,M. Plumlee misses 2-pt layup from 1 ft,4,8
25,1,8:25.0,Defensive rebound by D. Nowitzki,,4,8
26,1,8:18.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,4,8
27,1,8:17.0,,Defensive rebound by B. Lopez,4,8
28,1,8:01.0,,B. Lopez makes 2-pt jump shot from 16 ft (assist by J. Johnson),4,10
29,1,7:48.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,4,10
30,1,7:47.0,Offensive rebound by T. Chandler,,4,10
31,1,7:45.0,T. Chandler makes 2-pt dunk at rim,,6,10
32,1,7:32.0,,B. Lopez makes 2-pt jump shot from 20 ft (assist by J. Jack),6,12
33,1,7:16.0,T. Chandler makes 2-pt dunk at rim (assist by R. Rondo),,8,12
34,1,7:13.0,,Personal foul by R. Rondo (drawn by J. Jack),8,12
35,1,7:13.0,C. Villanueva enters the game for D. Nowitzki,,8,12
36,1,7:13.0,D. Harris enters the game for R. Rondo,,8,12
37,1,6:56.0,,B. Lopez misses 2-pt jump shot from 16 ft,8,12
38,1,6:54.0,Defensive rebound by M. Ellis,,8,12
39,1,6:49.0,T. Chandler makes 2-pt dunk at rim (assist by M. Ellis),,10,12
40,1,6:23.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by J. Johnson),10,14
41,1,6:14.0,C. Villanueva misses 3-pt jump shot from 23 ft,,10,14
42,1,6:13.0,,Defensive rebound by B. Lopez,10,14
43,1,6:02.0,,S. Karasev makes 2-pt layup from 1 ft (assist by J. Jack),10,16
44,1,6:01.0,Dallas full timeout,,10,16
45,1,5:49.0,C. Villanueva misses 2-pt jump shot from 18 ft,,10,16
46,1,5:48.0,,Defensive rebound by B. Lopez,10,16
47,1,5:22.0,,J. Jack makes 2-pt jump shot from 13 ft (assist by S. Karasev),10,18
48,1,5:03.0,C. Parsons misses 2-pt jump shot from 5 ft (block by B. Lopez),,10,18
49,1,5:01.0,,Defensive rebound by J. Johnson,10,18
50,1,4:49.0,,B. Lopez makes 2-pt jump shot from 19 ft (assist by S. Karasev),10,20
51,1,4:34.0,M. Ellis makes 2-pt jump shot from 9 ft,,12,20
52,1,4:26.0,,Shooting foul by C. Villanueva (drawn by M. Plumlee),12,20
53,1,4:26.0,,M. Plumlee misses free throw 1 of 2,12,20
54,1,4:26.0,,Offensive rebound by Team,12,20
55,1,4:26.0,G. Smith enters the game for T. Chandler,,12,20
56,1,4:26.0,,A. Anderson enters the game for J. Johnson,12,20
57,1,4:26.0,,M. Plumlee misses free throw 2 of 2,12,20
58,1,4:25.0,Defensive rebound by C. Villanueva,,12,20
59,1,4:10.0,C. Villanueva makes 3-pt jump shot from 25 ft (assist by M. Ellis),,15,20
60,1,3:57.0,,B. Lopez misses 2-pt layup from 3 ft (block by G. Smith),15,20
61,1,3:56.0,,Offensive rebound by Team,15,20
62,1,3:56.0,,M. Teletović enters the game for M. Plumlee,15,20
63,1,3:46.0,,A. Anderson misses 3-pt jump shot from 26 ft,15,20
64,1,3:45.0,Defensive rebound by M. Ellis,,15,20
65,1,3:37.0,M. Ellis misses 3-pt jump shot from 27 ft,,15,20
66,1,3:36.0,,Defensive rebound by B. Lopez,15,20
67,1,3:24.0,,J. Jack misses 2-pt jump shot from 16 ft,15,20
68,1,3:23.0,,Offensive rebound by M. Teletović,15,20
69,1,3:21.0,,M. Teletović makes 2-pt layup from 2 ft,15,22
70,1,3:09.0,C. Parsons misses 3-pt jump shot from 23 ft,,15,22
71,1,3:08.0,,Defensive rebound by M. Teletović,15,22
72,1,2:58.0,,B. Lopez makes 2-pt jump shot from 6 ft (assist by J. Jack),15,24
73,1,2:53.0,Dallas full timeout,,15,24
74,1,2:53.0,,Brooklyn full timeout,15,24
75,1,2:53.0,D. Nowitzki enters the game for C. Parsons,,15,24
76,1,2:53.0,R. Rondo enters the game for M. Ellis,,15,24
77,1,2:53.0,R. Jefferson enters the game for C. Villanueva,,15,24
78,1,2:38.0,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by R. Rondo),,17,24
79,1,2:18.0,,B. Lopez makes 2-pt layup at rim,17,26
80,1,2:04.0,Turnover by R. Rondo (bad pass),,17,26
81,1,1:53.0,,B. Lopez makes 2-pt jump shot from 18 ft (assist by J. Jack),17,28
82,1,1:53.0,,Away from play foul by G. Smith (drawn by S. Karasev),17,28
83,1,1:53.0,,S. Karasev makes free throw 1 of 1,17,29
84,1,1:44.0,Technical foul by Team,,17,29
85,1,1:44.0,,S. Karasev makes technical free throw,17,30
86,1,1:41.0,Personal foul by M. Teletović (drawn by D. Nowitzki),,17,30
87,1,1:34.0,R. Jefferson makes 2-pt jump shot from 21 ft (assist by D. Harris),,19,30
88,1,1:18.0,,B. Lopez misses 2-pt jump shot from 19 ft,19,30
89,1,1:16.0,Defensive rebound by G. Smith,,19,30
90,1,1:11.0,R. Jefferson makes 2-pt dunk at rim (assist by R. Rondo),,21,30
91,1,0:55.0,,D. Morris enters the game for J. Jack,21,30
92,1,0:54.0,,S. Karasev makes 2-pt jump shot from 13 ft (assist by A. Anderson),21,32
93,1,0:30.0,R. Rondo misses 3-pt jump shot from 24 ft,,21,32
94,1,0:29.0,,Defensive rebound by D. Morris,21,32
95,1,0:09.0,,A. Anderson makes 3-pt jump shot from 25 ft (assist by S. Karasev),21,35
96,1,0:03.0,Turnover by D. Nowitzki (lost ball; steal by S. Karasev),,21,35
97,1,0:01.0,,S. Karasev misses 3-pt jump shot from 74 ft,21,35
98,1,0:00.0,,Offensive rebound by Team,21,35
99,2,11:41.0,D. Nowitzki misses 2-pt hook shot from 5 ft,,21,35
100,2,11:40.0,,Defensive rebound by M. Teletović,21,35
101,2,11:20.0,,B. Lopez misses 2-pt hook shot from 12 ft,21,35
102,2,11:19.0,Defensive rebound by R. Rondo,,21,35
103,2,11:10.0,Shooting foul by D. Morris (drawn by R. Jefferson),,21,35
104,2,11:10.0,R. Jefferson makes free throw 1 of 2,,22,35
105,2,11:10.0,,B. Bogdanović enters the game for S. Karasev,22,35
106,2,11:10.0,R. Jefferson misses free throw 2 of 2,,22,35
107,2,11:09.0,,Defensive rebound by A. Anderson,22,35
108,2,10:46.0,,B. Lopez misses 2-pt jump shot from 19 ft,22,35
109,2,10:45.0,,Offensive rebound by D. Morris,22,35
110,2,10:41.0,,B. Bogdanović misses 2-pt layup from 1 ft (block by D. Nowitzki),22,35
111,2,10:39.0,Defensive rebound by D. Nowitzki,,22,35
112,2,10:26.0,G. Smith makes 2-pt layup from 3 ft (assist by R. Jefferson),,24,35
113,2,10:13.0,,Turnover by D. Morris (bad pass; steal by D. Nowitzki),24,35
114,2,10:05.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by R. Rondo),,27,35
115,2,10:04.0,,Brooklyn full timeout,27,35
116,2,10:04.0,,M. Plumlee enters the game for B. Lopez,27,35
117,2,10:04.0,,J. Johnson enters the game for B. Bogdanović,27,35
118,2,9:49.0,,D. Morris misses 3-pt jump shot from 24 ft,27,35
119,2,9:47.0,Defensive rebound by D. Nowitzki,,27,35
120,2,9:40.0,J. Barea makes 2-pt jump shot from 5 ft,,29,35
121,2,9:16.0,,J. Johnson makes 2-pt jump shot from 11 ft,29,37
122,2,8:52.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,29,37
123,2,8:51.0,,Defensive rebound by A. Anderson,29,37
124,2,8:45.0,,Turnover by J. Johnson (bad pass),29,37
125,2,8:26.0,Turnover by J. Barea (bad pass; steal by A. Anderson),,29,37
126,2,8:18.0,,A. Anderson misses 3-pt jump shot from 24 ft,29,37
127,2,8:17.0,Defensive rebound by D. Nowitzki,,29,37
128,2,8:05.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,29,37
129,2,8:04.0,,Defensive rebound by M. Teletović,29,37
130,2,7:49.0,,M. Teletović misses 3-pt jump shot from 27 ft,29,37
131,2,7:48.0,Defensive rebound by R. Rondo,,29,37
132,2,7:34.0,D. Nowitzki misses 2-pt jump shot from 8 ft,,29,37
133,2,7:33.0,,Defensive rebound by J. Johnson,29,37
134,2,7:29.0,,Turnover by M. Plumlee (lost ball),29,37
135,2,7:29.0,T. Chandler enters the game for G. Smith,,29,37
136,2,7:29.0,C. Parsons enters the game for D. Nowitzki,,29,37
137,2,7:29.0,,J. Jack enters the game for D. Morris,29,37
138,2,7:29.0,M. Ellis enters the game for R. Rondo,,29,37
139,2,7:12.0,J. Barea misses 2-pt jump shot from 7 ft,,29,37
140,2,7:10.0,Offensive rebound by T. Chandler,,29,37
141,2,7:03.0,R. Jefferson makes 2-pt layup from 1 ft,,31,37
142,2,6:42.0,,J. Jack misses 2-pt jump shot from 20 ft,31,37
143,2,6:41.0,Defensive rebound by M. Ellis,,31,37
144,2,6:32.0,C. Parsons misses 2-pt layup from 1 ft,,31,37
145,2,6:31.0,,Defensive rebound by M. Teletović,31,37
146,2,6:13.0,,J. Johnson makes 2-pt jump shot from 8 ft,31,39
147,2,5:55.0,C. Parsons misses 3-pt jump shot from 24 ft,,31,39
148,2,5:54.0,,Defensive rebound by M. Teletović,31,39
149,2,5:42.0,,J. Johnson makes 2-pt jump shot from 16 ft,31,41
150,2,5:42.0,Dallas full timeout,,31,41
151,2,5:42.0,C. Villanueva enters the game for R. Jefferson,,31,41
152,2,5:31.0,M. Ellis misses 2-pt jump shot from 7 ft,,31,41
153,2,5:30.0,,Defensive rebound by A. Anderson,31,41
154,2,5:12.0,,J. Jack misses 2-pt jump shot from 8 ft,31,41
155,2,5:11.0,Defensive rebound by J. Barea,,31,41
156,2,5:06.0,T. Chandler misses 2-pt dunk at rim,,31,41
157,2,5:05.0,,Defensive rebound by J. Johnson,31,41
158,2,5:01.0,,Shooting foul by C. Parsons (drawn by M. Plumlee),31,41
159,2,5:01.0,,M. Plumlee makes free throw 1 of 2,31,42
160,2,5:01.0,D. Harris enters the game for J. Barea,,31,42
161,2,5:01.0,,M. Plumlee makes free throw 2 of 2,31,43
162,2,4:34.0,M. Ellis makes 3-pt jump shot from 26 ft (assist by C. Parsons),,34,43
163,2,4:15.0,,J. Johnson misses 2-pt jump shot from 19 ft,34,43
164,2,4:15.0,Defensive rebound by C. Villanueva,,34,43
165,2,4:07.0,D. Harris misses 3-pt jump shot from 25 ft,,34,43
166,2,4:06.0,,Defensive rebound by J. Johnson,34,43
167,2,3:59.0,,J. Johnson makes 2-pt jump shot from 5 ft,34,45
168,2,3:47.0,Personal foul by M. Teletović (drawn by D. Harris),,34,45
169,2,3:47.0,,B. Lopez enters the game for M. Plumlee,34,45
170,2,3:38.0,C. Villanueva makes 3-pt jump shot from 25 ft (assist by C. Parsons),,37,45
171,2,3:23.0,,A. Anderson misses 3-pt jump shot from 23 ft,37,45
172,2,3:22.0,Defensive rebound by Team,,37,45
173,2,3:15.0,T. Chandler makes 2-pt dunk at rim (assist by D. Harris),,39,45
174,2,2:48.0,,M. Teletović misses 3-pt jump shot from 25 ft,39,45
175,2,2:47.0,Defensive rebound by M. Ellis,,39,45
176,2,2:43.0,Shooting foul by A. Anderson (drawn by M. Ellis),,39,45
177,2,2:43.0,Official timeout,,39,45
178,2,2:43.0,M. Ellis makes free throw 1 of 2,,40,45
179,2,2:43.0,M. Ellis makes free throw 2 of 2,,41,45
180,2,2:25.0,,J. Johnson misses 3-pt jump shot from 25 ft,41,45
181,2,2:24.0,,Offensive rebound by B. Lopez,41,45
182,2,2:19.0,R. Rondo enters the game for D. Harris,,41,45
183,2,2:19.0,D. Nowitzki enters the game for C. Villanueva,,41,45
184,2,2:15.0,,Shooting foul by D. Nowitzki (drawn by M. Teletović),41,45
185,2,2:15.0,,M. Teletović makes free throw 1 of 2,41,46
186,2,2:15.0,,M. Teletović makes free throw 2 of 2,41,47
187,2,2:01.0,C. Parsons misses 3-pt jump shot from 22 ft,,41,47
188,2,2:00.0,,Defensive rebound by A. Anderson,41,47
189,2,1:42.0,,Turnover by M. Teletović (lost ball),41,47
190,2,1:22.0,D. Nowitzki misses 2-pt jump shot from 19 ft,,41,47
191,2,1:21.0,,Defensive rebound by B. Lopez,41,47
192,2,0:59.0,,B. Lopez misses 3-pt jump shot from 23 ft,41,47
193,2,0:58.0,Defensive rebound by T. Chandler,,41,47
194,2,0:51.0,R. Rondo misses 2-pt jump shot from 6 ft,,41,47
195,2,0:50.0,,Defensive rebound by B. Lopez,41,47
196,2,0:35.0,,J. Johnson misses 2-pt jump shot from 12 ft,41,47
197,2,0:34.0,Defensive rebound by T. Chandler,,41,47
198,2,0:30.0,C. Parsons makes 2-pt layup at rim (assist by R. Rondo),,43,47
199,2,0:30.0,,Brooklyn full timeout,43,47
200,2,0:30.0,R. Jefferson enters the game for D. Nowitzki,,43,47
201,2,0:08.0,,Shooting foul by R. Jefferson (drawn by J. Jack),43,47
202,2,0:08.0,,J. Jack makes free throw 1 of 2,43,48
203,2,0:08.0,D. Nowitzki enters the game for R. Jefferson,,43,48
204,2,0:08.0,,S. Karasev enters the game for M. Teletović,43,48
205,2,0:08.0,,J. Jack makes free throw 2 of 2,43,49
206,2,0:04.0,T. Chandler misses 2-pt layup from 2 ft,,43,49
207,2,0:04.0,,Defensive rebound by B. Lopez,43,49
208,2,0:00.0,,J. Jack misses 3-pt jump shot from 37 ft,43,49
209,2,0:00.0,,Offensive rebound by Team,43,49
210,3,11:43.0,R. Rondo misses 2-pt jump shot from 17 ft,,43,49
211,3,11:42.0,,Defensive rebound by S. Karasev,43,49
212,3,11:27.0,,Turnover by B. Lopez (lost ball; steal by R. Rondo),43,49
213,3,11:20.0,T. Chandler misses 2-pt layup from 1 ft (block by M. Plumlee),,43,49
214,3,11:19.0,Offensive rebound by T. Chandler,,43,49
215,3,11:17.0,T. Chandler misses 2-pt layup from 2 ft (block by B. Lopez),,43,49
216,3,11:15.0,Offensive rebound by D. Nowitzki,,43,49
217,3,11:10.0,C. Parsons misses 3-pt jump shot from 25 ft,,43,49
218,3,11:08.0,,Defensive rebound by M. Plumlee,43,49
219,3,10:51.0,,Turnover by J. Johnson (lost ball; steal by C. Parsons),43,49
220,3,10:50.0,Personal foul by J. Johnson (drawn by C. Parsons),,43,49
221,3,10:35.0,T. Chandler makes 2-pt dunk at rim (assist by R. Rondo),,45,49
222,3,10:19.0,,Turnover by J. Jack (bad pass; steal by C. Parsons),45,49
223,3,10:02.0,Turnover by D. Nowitzki (lost ball),,45,49
224,3,9:51.0,,Personal foul by R. Rondo (drawn by J. Jack),45,49
225,3,9:41.0,,B. Lopez makes 2-pt jump shot from 20 ft (assist by J. Jack),45,51
226,3,9:15.0,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by R. Rondo),,47,51
227,3,9:04.0,,J. Jack misses 2-pt jump shot from 7 ft,47,51
228,3,9:03.0,,Offensive rebound by M. Plumlee,47,51
229,3,8:54.0,,B. Lopez misses 2-pt layup from 2 ft,47,51
230,3,8:53.0,Defensive rebound by C. Parsons,,47,51
231,3,8:49.0,Shooting foul by S. Karasev (drawn by M. Ellis),,47,51
232,3,8:49.0,M. Ellis makes free throw 1 of 2,,48,51
233,3,8:49.0,M. Ellis makes free throw 2 of 2,,49,51
234,3,8:34.0,,S. Karasev misses 3-pt jump shot from 23 ft,49,51
235,3,8:33.0,,Offensive rebound by M. Plumlee,49,51
236,3,8:30.0,,M. Plumlee misses 2-pt layup from 1 ft,49,51
237,3,8:29.0,Defensive rebound by C. Parsons,,49,51
238,3,8:25.0,Personal foul by B. Lopez (drawn by T. Chandler),,49,51
239,3,8:10.0,T. Chandler misses 2-pt layup from 2 ft (block by B. Lopez),,49,51
240,3,8:09.0,Offensive rebound by R. Rondo,,49,51
241,3,8:07.0,R. Rondo misses 2-pt layup from 1 ft (block by B. Lopez),,49,51
242,3,8:05.0,Offensive rebound by R. Rondo,,49,51
243,3,8:04.0,R. Rondo makes 2-pt layup from 2 ft,,51,51
244,3,7:47.0,,J. Johnson misses 2-pt jump shot from 19 ft,51,51
245,3,7:46.0,,Offensive rebound by M. Plumlee,51,51
246,3,7:46.0,Technical foul by D. Nowitzki,,51,51
247,3,7:46.0,,S. Karasev makes technical free throw,51,52
248,3,7:38.0,,Turnover by J. Johnson (lost ball; steal by R. Rondo),51,52
249,3,7:35.0,R. Rondo misses 2-pt layup from 2 ft,,51,52
250,3,7:34.0,Offensive rebound by Team,,51,52
251,3,7:33.0,,Loose ball foul by J. Jack (drawn by T. Chandler),51,52
252,3,7:28.0,R. Rondo misses 2-pt layup from 1 ft,,51,52
253,3,7:27.0,Offensive rebound by R. Rondo,,51,52
254,3,7:25.0,R. Rondo misses 2-pt tip-in from 2 ft,,51,52
255,3,7:24.0,,Defensive rebound by M. Plumlee,51,52
256,3,7:17.0,,Shooting foul by M. Ellis (drawn by S. Karasev),51,52
257,3,7:17.0,,S. Karasev makes free throw 1 of 2,51,53
258,3,7:17.0,C. Villanueva enters the game for D. Nowitzki,,51,53
259,3,7:17.0,D. Harris enters the game for R. Rondo,,51,53
260,3,7:17.0,,M. Teletović enters the game for B. Lopez,51,53
261,3,7:17.0,,S. Karasev misses free throw 2 of 2,51,53
262,3,7:16.0,Defensive rebound by T. Chandler,,51,53
263,3,7:03.0,M. Ellis misses 2-pt jump shot from 21 ft,,51,53
264,3,7:02.0,,Defensive rebound by M. Teletović,51,53
265,3,6:48.0,,J. Jack misses 2-pt jump shot from 13 ft (block by C. Villanueva),51,53
266,3,6:46.0,Defensive rebound by C. Parsons,,51,53
267,3,6:43.0,D. Harris makes 2-pt layup from 1 ft,,53,53
268,3,6:18.0,,Personal foul by M. Ellis (drawn by S. Karasev),53,53
269,3,6:18.0,G. Smith enters the game for T. Chandler,,53,53
270,3,6:09.0,,J. Johnson misses 2-pt jump shot from 7 ft (block by D. Harris),53,53
271,3,6:07.0,Defensive rebound by D. Harris,,53,53
272,3,6:00.0,D. Harris makes 2-pt jump shot from 19 ft,,55,53
273,3,5:59.0,,Brooklyn full timeout,55,53
274,3,5:41.0,,Shooting foul by G. Smith (drawn by J. Jack),55,53
275,3,5:41.0,,J. Jack makes free throw 1 of 2,55,54
276,3,5:41.0,,B. Lopez enters the game for M. Plumlee,55,54
277,3,5:41.0,,J. Jack makes free throw 2 of 2,55,55
278,3,5:25.0,D. Harris makes 2-pt jump shot from 21 ft,,57,55
279,3,5:03.0,,M. Teletović misses 3-pt jump shot from 27 ft,57,55
280,3,5:02.0,Defensive rebound by G. Smith,,57,55
281,3,4:55.0,Turnover by D. Harris (lost ball; steal by B. Lopez),,57,55
282,3,4:38.0,,M. Teletović makes 2-pt layup from 1 ft (assist by J. Johnson),57,57
283,3,4:21.0,C. Villanueva misses 3-pt jump shot from 25 ft,,57,57
284,3,4:20.0,,Defensive rebound by J. Jack,57,57
285,3,4:15.0,,S. Karasev misses 3-pt jump shot from 24 ft,57,57
286,3,4:14.0,Defensive rebound by D. Harris,,57,57
287,3,4:07.0,Turnover by C. Parsons (traveling),,57,57
288,3,4:07.0,T. Chandler enters the game for G. Smith,,57,57
289,3,4:07.0,,A. Anderson enters the game for J. Johnson,57,57
290,3,3:54.0,,J. Jack makes 2-pt jump shot from 4 ft,57,59
291,3,3:48.0,Dallas full timeout,,57,59
292,3,3:32.0,D. Harris makes 3-pt jump shot from 24 ft (assist by M. Ellis),,60,59
293,3,3:08.0,,M. Teletović misses 2-pt layup from 1 ft (block by T. Chandler),60,59
294,3,3:07.0,,Offensive rebound by Team,60,59
295,3,3:06.0,,Turnover by Team (shot clock),60,59
296,3,2:56.0,Shooting foul by B. Lopez (drawn by C. Parsons),,60,59
297,3,2:56.0,C. Parsons misses free throw 1 of 2,,60,59
298,3,2:56.0,Offensive rebound by Team,,60,59
299,3,2:56.0,,J. Johnson enters the game for M. Teletović,60,59
300,3,2:56.0,C. Parsons misses free throw 2 of 2,,60,59
301,3,2:55.0,Offensive rebound by C. Villanueva,,60,59
302,3,2:54.0,C. Villanueva makes 2-pt tip-in at rim,,62,59
303,3,2:31.0,,B. Lopez makes 2-pt layup from 2 ft (assist by J. Jack),62,61
304,3,2:24.0,Offensive foul by T. Chandler (drawn by B. Lopez),,62,61
305,3,2:24.0,Turnover by T. Chandler (offensive foul),,62,61
306,3,2:24.0,D. Nowitzki enters the game for C. Villanueva,,62,61
307,3,2:24.0,R. Jefferson enters the game for C. Parsons,,62,61
308,3,2:24.0,R. Rondo enters the game for M. Ellis,,62,61
309,3,2:13.0,,J. Jack makes 2-pt jump shot from 17 ft,62,63
310,3,1:59.0,D. Harris misses 2-pt jump shot from 10 ft,,62,63
311,3,1:58.0,,Defensive rebound by B. Lopez,62,63
312,3,1:45.0,,J. Johnson misses 3-pt jump shot from 23 ft,62,63
313,3,1:44.0,Defensive rebound by R. Rondo,,62,63
314,3,1:31.0,D. Harris misses 3-pt jump shot from 24 ft,,62,63
315,3,1:30.0,,Defensive rebound by A. Anderson,62,63
316,3,1:22.0,,S. Karasev makes 2-pt layup from 2 ft (assist by J. Jack),62,65
317,3,1:04.0,R. Jefferson misses 2-pt layup from 2 ft,,62,65
318,3,1:03.0,Offensive rebound by T. Chandler,,62,65
319,3,0:39.0,R. Rondo misses 3-pt jump shot from 27 ft,,62,65
320,3,0:38.0,,Defensive rebound by S. Karasev,62,65
321,3,0:24.0,Offensive charge foul by J. Jack (drawn by D. Harris),,62,65
322,3,0:24.0,,Turnover by J. Jack (offensive foul),62,65
323,3,0:24.0,,M. Plumlee enters the game for B. Lopez,62,65
324,3,0:24.0,,D. Morris enters the game for J. Jack,62,65
325,3,0:03.0,D. Nowitzki makes 2-pt jump shot from 16 ft,,64,65
326,3,0:03.0,Shooting foul by S. Karasev (drawn by D. Nowitzki),,64,65
327,3,0:03.0,G. Smith enters the game for T. Chandler,,64,65
328,3,0:03.0,D. Nowitzki makes free throw 1 of 1,,65,65
329,3,0:01.0,,J. Johnson misses 3-pt jump shot from 56 ft,65,65
330,3,0:00.0,,Offensive rebound by Team,65,65
331,4,11:38.0,,A. Anderson misses 2-pt jump shot from 9 ft,65,65
332,4,11:37.0,Defensive rebound by R. Rondo,,65,65
333,4,11:24.0,J. Barea makes 3-pt jump shot from 27 ft (assist by R. Rondo),,68,65
334,4,11:20.0,,Brooklyn full timeout,68,65
335,4,11:20.0,,B. Bogdanović enters the game for S. Karasev,68,65
336,4,11:03.0,,B. Lopez enters the game for M. Plumlee,68,65
337,4,11:03.0,,B. Lopez misses 2-pt hook shot from 10 ft,68,65
338,4,11:01.0,Defensive rebound by R. Rondo,,68,65
339,4,10:44.0,R. Jefferson misses 3-pt jump shot from 23 ft,,68,65
340,4,10:43.0,,Defensive rebound by B. Lopez,68,65
341,4,10:33.0,,B. Lopez misses 2-pt jump shot from 19 ft,68,65
342,4,10:32.0,Defensive rebound by R. Rondo,,68,65
343,4,10:26.0,Shooting foul by B. Lopez (drawn by G. Smith),,68,65
344,4,10:26.0,G. Smith makes free throw 1 of 2,,69,65
345,4,10:26.0,G. Smith misses free throw 2 of 2,,69,65
346,4,10:25.0,,Defensive rebound by B. Lopez,69,65
347,4,10:10.0,,A. Anderson misses 3-pt jump shot from 25 ft,69,65
348,4,10:09.0,Defensive rebound by J. Barea,,69,65
349,4,9:56.0,G. Smith makes 2-pt dunk at rim (assist by R. Rondo),,71,65
350,4,9:55.0,,Brooklyn full timeout,71,65
351,4,9:39.0,,Turnover by J. Johnson (lost ball; steal by J. Barea),71,65
352,4,9:18.0,Shooting foul by D. Morris (drawn by J. Barea),,71,65
353,4,9:18.0,J. Barea misses free throw 1 of 2,,71,65
354,4,9:18.0,Offensive rebound by Team,,71,65
355,4,9:18.0,J. Barea makes free throw 2 of 2,,72,65
356,4,9:09.0,,J. Johnson misses 2-pt layup from 2 ft (block by R. Jefferson),72,65
357,4,9:07.0,Defensive rebound by G. Smith,,72,65
358,4,8:49.0,R. Jefferson misses 3-pt jump shot from 23 ft,,72,65
359,4,8:49.0,,Defensive rebound by D. Morris,72,65
360,4,8:36.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,72,65
361,4,8:36.0,Defensive rebound by Team,,72,65
362,4,8:36.0,,J. Jack enters the game for D. Morris,72,65
363,4,8:36.0,,M. Teletović enters the game for B. Bogdanović,72,65
364,4,8:18.0,R. Jefferson makes 3-pt jump shot from 22 ft (assist by G. Smith),,75,65
365,4,7:54.0,,J. Johnson misses 2-pt jump shot from 9 ft,75,65
366,4,7:54.0,Defensive rebound by J. Barea,,75,65
367,4,7:36.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,75,65
368,4,7:35.0,,Defensive rebound by A. Anderson,75,65
369,4,7:27.0,,Shooting foul by G. Smith (drawn by J. Jack),75,65
370,4,7:27.0,,J. Jack makes free throw 1 of 2,75,66
371,4,7:27.0,T. Chandler enters the game for G. Smith,,75,66
372,4,7:27.0,M. Ellis enters the game for R. Rondo,,75,66
373,4,7:27.0,C. Parsons enters the game for D. Nowitzki,,75,66
374,4,7:27.0,,M. Plumlee enters the game for B. Lopez,75,66
375,4,7:27.0,,J. Jack makes free throw 2 of 2,75,67
376,4,7:18.0,Personal foul by A. Anderson (drawn by M. Ellis),,75,67
377,4,7:09.0,J. Barea makes 3-pt jump shot from 23 ft (assist by M. Ellis),,78,67
378,4,7:09.0,,Brooklyn full timeout,78,67
379,4,6:50.0,,J. Jack makes 2-pt jump shot from 6 ft (assist by M. Teletović),78,69
380,4,6:30.0,C. Parsons misses 3-pt jump shot from 24 ft,,78,69
381,4,6:29.0,,Defensive rebound by J. Jack,78,69
382,4,6:16.0,,J. Johnson makes 2-pt jump shot from 4 ft,78,71
383,4,6:16.0,Dallas full timeout,,78,71
384,4,6:04.0,Turnover by M. Ellis (bad pass; steal by M. Teletović),,78,71
385,4,5:49.0,,J. Johnson misses 3-pt jump shot from 24 ft,78,71
