,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,WASHINGTON_ACTION,CLEVELAND_SCORE,WASHINGTON_SCORE
79,1,2:01.0,,Defensive rebound by K. Humphries,21,17
80,1,1:54.0,,J. Wall makes 2-pt layup from 1 ft,21,19
81,1,1:39.0,L. James misses 2-pt jump shot from 7 ft,,21,19
82,1,1:38.0,,Defensive rebound by J. Wall,21,19
83,1,1:32.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),21,22
84,1,1:03.0,L. James misses 2-pt jump shot from 5 ft,,21,22
85,1,1:02.0,,Defensive rebound by M. Gortat,21,22
86,1,0:51.0,,J. Wall makes 2-pt jump shot from 20 ft,21,24
87,1,0:28.0,T. Thompson misses 2-pt jump shot from 6 ft,,21,24
88,1,0:27.0,,Defensive rebound by J. Wall,21,24
89,1,0:07.0,,J. Wall misses 3-pt jump shot from 27 ft,21,24
90,1,0:06.0,,Offensive rebound by M. Gortat,21,24
91,1,0:03.0,,M. Gortat misses 2-pt jump shot from 7 ft,21,24
92,1,0:02.0,,Offensive rebound by O. Porter,21,24
93,1,0:02.0,Violation by T. Thompson (def goaltending),,21,24
94,1,0:02.0,,O. Porter makes 2-pt layup at rim,21,26
95,2,11:45.0,,K. Séraphin makes 2-pt layup from 1 ft (assist by K. Humphries),21,28
96,2,11:22.0,K. Irving makes 2-pt jump shot from 18 ft,,23,28
97,2,11:09.0,,Personal foul by T. Thompson (drawn by K. Humphries),23,28
98,2,10:57.0,,B. Beal misses 2-pt jump shot from 15 ft,23,28
99,2,10:56.0,Defensive rebound by K. Irving,,23,28
100,2,10:55.0,Turnover by K. Irving (step out of bounds),,23,28
101,2,10:46.0,,O. Porter makes 2-pt dunk at rim,23,30
102,2,10:24.0,D. Waiters misses 3-pt jump shot from 26 ft,,23,30
103,2,10:23.0,,Defensive rebound by B. Beal,23,30
104,2,10:04.0,,K. Humphries misses 2-pt layup from 2 ft,23,30
105,2,10:03.0,Defensive rebound by A. Varejão,,23,30
106,2,9:55.0,K. Irving misses 3-pt jump shot from 27 ft,,23,30
107,2,9:54.0,,Defensive rebound by Team,23,30
108,2,9:38.0,,K. Humphries makes 2-pt jump shot from 17 ft (assist by A. Miller),23,32
109,2,9:32.0,Cleveland full timeout,,23,32
110,2,9:15.0,S. Marion makes 2-pt hook shot from 7 ft,,25,32
111,2,8:56.0,,K. Séraphin misses 2-pt jump shot from 4 ft,25,32
112,2,8:55.0,Defensive rebound by T. Thompson,,25,32
113,2,8:38.0,Shooting foul by K. Humphries (drawn by K. Irving),,25,32
114,2,8:38.0,K. Irving makes free throw 1 of 2,,26,32
115,2,8:38.0,K. Love enters the game for T. Thompson,,26,32
116,2,8:38.0,K. Irving makes free throw 2 of 2,,27,32
117,2,8:17.0,,K. Séraphin makes 2-pt hook shot from 8 ft (assist by B. Beal),27,34
118,2,8:08.0,Turnover by K. Irving (bad pass; steal by K. Séraphin),,27,34
119,2,8:03.0,,B. Beal makes 2-pt layup from 1 ft (assist by A. Miller),27,36
120,2,8:02.0,,Violation by Team (delay of game),27,36
121,2,7:40.0,Shooting foul by A. Miller (drawn by A. Varejão),,27,36
122,2,7:40.0,Cleveland full timeout,,27,36
123,2,7:40.0,A. Varejão makes free throw 1 of 2,,28,36
124,2,7:40.0,L. James enters the game for S. Marion,,28,36
125,2,7:40.0,A. Varejão makes free throw 2 of 2,,29,36
126,2,7:25.0,,O. Porter misses 2-pt jump shot from 20 ft,29,36
127,2,7:23.0,,Offensive rebound by K. Séraphin,29,36
128,2,7:22.0,,Shooting foul by K. Love (drawn by K. Séraphin),29,36
129,2,7:22.0,,K. Séraphin makes free throw 1 of 2,29,37
130,2,7:22.0,,K. Séraphin misses free throw 2 of 2,29,37
131,2,7:21.0,Defensive rebound by K. Love,,29,37
132,2,7:02.0,Personal foul by O. Porter (drawn by K. Love),,29,37
133,2,6:54.0,K. Love makes 2-pt jump shot from 16 ft,,31,37
134,2,6:40.0,,K. Séraphin misses 2-pt jump shot from 11 ft,31,37
135,2,6:39.0,Defensive rebound by K. Love,,31,37
136,2,6:26.0,D. Waiters misses 2-pt jump shot from 20 ft,,31,37
137,2,6:25.0,,Defensive rebound by K. Séraphin,31,37
138,2,6:18.0,,K. Humphries misses 2-pt layup from 2 ft (block by D. Waiters),31,37
139,2,6:16.0,,Offensive rebound by K. Humphries,31,37
140,2,6:14.0,,K. Humphries makes 2-pt layup at rim,31,39
141,2,5:59.0,Turnover by K. Love (lost ball),,31,39
142,2,5:59.0,,N. Hilário enters the game for B. Beal,31,39
143,2,5:59.0,,J. Wall enters the game for K. Humphries,31,39
144,2,5:59.0,,P. Pierce enters the game for A. Miller,31,39
145,2,5:40.0,,K. Séraphin misses 2-pt jump shot from 4 ft,31,39
146,2,5:39.0,,Offensive rebound by N. Hilário,31,39
147,2,5:33.0,,K. Séraphin makes 2-pt hook shot from 2 ft (assist by J. Wall),31,41
148,2,5:11.0,K. Love misses 2-pt jump shot from 15 ft,,31,41
149,2,5:10.0,,Defensive rebound by P. Pierce,31,41
150,2,5:00.0,,N. Hilário misses 2-pt jump shot from 20 ft,31,41
151,2,5:00.0,Defensive rebound by A. Varejão,,31,41
152,2,4:53.0,K. Love makes 3-pt jump shot from 23 ft (assist by L. James),,34,41
153,2,4:32.0,,K. Séraphin makes 2-pt hook shot from 5 ft (assist by P. Pierce),34,43
154,2,4:16.0,K. Love misses 3-pt jump shot from 22 ft,,34,43
155,2,4:15.0,,Defensive rebound by J. Wall,34,43
156,2,4:14.0,,Personal take foul by A. Varejão (drawn by J. Wall),34,43
157,2,4:14.0,J. Harris enters the game for D. Waiters,,34,43
158,2,4:14.0,T. Thompson enters the game for A. Varejão,,34,43
159,2,4:03.0,,K. Séraphin misses 2-pt jump shot from 6 ft,34,43
160,2,4:02.0,,Offensive rebound by P. Pierce,34,43
161,2,4:00.0,,P. Pierce makes 2-pt tip-in from 1 ft,34,45
162,2,3:42.0,Def 3 sec tech foul by K. Séraphin,,34,45
163,2,3:42.0,K. Irving makes technical free throw,,35,45
164,2,3:32.0,Offensive foul by T. Thompson (drawn by P. Pierce),,35,45
165,2,3:32.0,Turnover by T. Thompson (offensive foul),,35,45
166,2,3:15.0,,P. Pierce makes 3-pt jump shot from 23 ft (assist by J. Wall),35,48
167,2,3:06.0,Offensive foul by J. Harris (drawn by P. Pierce),,35,48
168,2,3:06.0,Turnover by J. Harris (offensive foul),,35,48
169,2,2:46.0,,J. Wall misses 2-pt jump shot from 20 ft,35,48
170,2,2:45.0,Defensive rebound by K. Love,,35,48
171,2,2:30.0,L. James makes 3-pt jump shot from 24 ft,,38,48
172,2,2:15.0,,Personal foul by J. Harris (drawn by O. Porter),38,48
173,2,2:15.0,Official timeout,,38,48
174,2,2:15.0,S. Marion enters the game for J. Harris,,38,48
175,2,2:15.0,,B. Beal enters the game for O. Porter,38,48
176,2,2:06.0,,B. Beal misses 2-pt jump shot from 14 ft (block by T. Thompson),38,48
177,2,2:06.0,,Offensive rebound by Team,38,48
178,2,2:02.0,,Shooting foul by S. Marion (drawn by K. Séraphin),38,48
179,2,2:02.0,,K. Séraphin misses free throw 1 of 2,38,48
180,2,2:02.0,,Offensive rebound by Team,38,48
181,2,2:02.0,,K. Séraphin makes free throw 2 of 2,38,49
182,2,1:50.0,Turnover by S. Marion (bad pass; steal by J. Wall),,38,49
183,2,1:44.0,,J. Wall makes 2-pt dunk at rim,38,51
184,2,1:35.0,Shooting foul by J. Wall (drawn by K. Irving),,38,51
185,2,1:35.0,K. Irving makes free throw 1 of 2,,39,51
186,2,1:35.0,K. Irving makes free throw 2 of 2,,40,51
187,2,1:27.0,,Offensive foul by K. Séraphin (drawn by K. Love),40,51
188,2,1:27.0,,Turnover by K. Séraphin (offensive foul),40,51
189,2,1:12.0,Personal foul by B. Beal (drawn by S. Marion),,40,51
190,2,1:12.0,S. Marion makes free throw 1 of 2,,41,51
191,2,1:12.0,A. Varejão enters the game for T. Thompson,,41,51
192,2,1:12.0,S. Marion makes free throw 2 of 2,,42,51
193,2,0:59.0,,P. Pierce makes 2-pt dunk at rim (assist by N. Hilário),42,53
194,2,0:53.0,L. James misses 3-pt jump shot from 25 ft,,42,53
195,2,0:49.0,,Defensive rebound by N. Hilário,42,53
196,2,0:30.0,,K. Séraphin makes 2-pt hook shot from 3 ft (assist by N. Hilário),42,55
197,2,0:15.0,L. James misses 3-pt jump shot from 26 ft,,42,55
198,2,0:15.0,,Defensive rebound by N. Hilário,42,55
199,2,0:03.0,,J. Wall misses 2-pt jump shot from 7 ft,42,55
200,2,0:01.0,Defensive rebound by K. Love,,42,55
201,3,11:41.0,,J. Wall makes 2-pt jump shot from 14 ft (assist by N. Hilário),42,57
202,3,11:18.0,A. Varejão misses 2-pt jump shot from 5 ft,,42,57
203,3,11:17.0,,Defensive rebound by N. Hilário,42,57
204,3,11:11.0,,M. Gortat misses 2-pt jump shot from 3 ft (block by S. Marion),42,57
205,3,11:08.0,Defensive rebound by K. Love,,42,57
206,3,11:05.0,L. James makes 2-pt jump shot from 8 ft (assist by K. Love),,44,57
207,3,11:05.0,Shooting foul by P. Pierce (drawn by L. James),,44,57
208,3,11:05.0,L. James misses free throw 1 of 1,,44,57
209,3,11:03.0,Offensive rebound by L. James,,44,57
210,3,10:43.0,L. James misses 3-pt jump shot from 28 ft,,44,57
211,3,10:42.0,Offensive rebound by K. Irving,,44,57
212,3,10:37.0,K. Irving misses 3-pt jump shot from 26 ft,,44,57
213,3,10:36.0,,Defensive rebound by J. Wall,44,57
214,3,10:24.0,,Turnover by J. Wall (bad pass; steal by A. Varejão),44,57
215,3,10:19.0,K. Irving makes 2-pt layup from 1 ft (assist by A. Varejão),,46,57
216,3,10:01.0,,Turnover by P. Pierce (bad pass),46,57
217,3,9:48.0,K. Irving misses 2-pt jump shot from 10 ft,,46,57
218,3,9:47.0,Offensive rebound by A. Varejão,,46,57
219,3,9:46.0,A. Varejão misses 2-pt layup from 1 ft,,46,57
220,3,9:46.0,Offensive rebound by A. Varejão,,46,57
221,3,9:46.0,A. Varejão makes 2-pt tip-in from 1 ft,,48,57
222,3,9:46.0,,Washington full timeout,48,57
223,3,9:29.0,,M. Gortat misses 2-pt jump shot from 16 ft,48,57
224,3,9:27.0,,Offensive rebound by G. Temple,48,57
225,3,9:22.0,,J. Wall makes 3-pt jump shot from 26 ft (assist by G. Temple),48,60
226,3,9:00.0,S. Marion makes 3-pt jump shot from 24 ft (assist by L. James),,51,60
227,3,8:45.0,,G. Temple misses 2-pt jump shot from 11 ft,51,60
228,3,8:43.0,Defensive rebound by A. Varejão,,51,60
229,3,8:32.0,A. Varejão makes 2-pt layup from 1 ft (assist by K. Irving),,53,60
230,3,8:26.0,,Personal foul by A. Varejão (drawn by N. Hilário),53,60
231,3,8:26.0,,B. Beal enters the game for G. Temple,53,60
232,3,8:19.0,,N. Hilário makes 2-pt layup at rim (assist by B. Beal),53,62
233,3,8:10.0,K. Irving misses 2-pt jump shot from 14 ft,,53,62
234,3,8:08.0,,Defensive rebound by M. Gortat,53,62
235,3,8:04.0,,Turnover by M. Gortat (bad pass; steal by L. James),53,62
236,3,8:00.0,K. Love misses 2-pt jump shot from 4 ft,,53,62
237,3,7:58.0,,Defensive rebound by P. Pierce,53,62
238,3,7:54.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),53,64
239,3,7:34.0,L. James misses 3-pt jump shot from 26 ft,,53,64
240,3,7:33.0,,Defensive rebound by M. Gortat,53,64
241,3,7:13.0,,P. Pierce misses 3-pt jump shot from 25 ft,53,64
242,3,7:12.0,Defensive rebound by K. Irving,,53,64
243,3,7:08.0,L. James makes 2-pt dunk at rim (assist by A. Varejão),,55,64
244,3,6:52.0,,Offensive foul by B. Beal (drawn by S. Marion),55,64
245,3,6:52.0,,Turnover by B. Beal (offensive foul),55,64
246,3,6:36.0,A. Varejão misses 2-pt jump shot from 11 ft,,55,64
247,3,6:35.0,,Defensive rebound by P. Pierce,55,64
248,3,6:29.0,,Offensive foul by N. Hilário (drawn by A. Varejão),55,64
249,3,6:29.0,,Turnover by N. Hilário (offensive foul),55,64
250,3,6:29.0,,Technical foul by Team,55,64
251,3,6:29.0,K. Irving makes technical free throw,,56,64
252,3,6:14.0,A. Varejão misses 2-pt jump shot from 12 ft,,56,64
253,3,6:13.0,,Defensive rebound by N. Hilário,56,64
254,3,6:02.0,,J. Wall misses 3-pt jump shot from 25 ft,56,64
255,3,6:01.0,Defensive rebound by S. Marion,,56,64
256,3,5:56.0,Offensive foul by K. Love (drawn by B. Beal),,56,64
257,3,5:56.0,Turnover by K. Love (offensive foul),,56,64
258,3,5:56.0,,Washington full timeout,56,64
259,3,5:41.0,,N. Hilário makes 2-pt jump shot from 19 ft (assist by B. Beal),56,66
260,3,5:18.0,A. Varejão misses 2-pt jump shot from 4 ft,,56,66
261,3,5:17.0,,Defensive rebound by M. Gortat,56,66
262,3,5:11.0,,J. Wall makes 2-pt jump shot from 13 ft,56,68
263,3,4:53.0,K. Love misses 2-pt layup from 1 ft,,56,68
264,3,4:53.0,,Defensive rebound by Team,56,68
265,3,4:53.0,Loose ball foul by S. Marion (drawn by P. Pierce),,56,68
266,3,4:53.0,,K. Humphries enters the game for N. Hilário,56,68
267,3,4:45.0,,B. Beal misses 2-pt jump shot from 19 ft,56,68
268,3,4:44.0,Defensive rebound by A. Varejão,,56,68
269,3,4:31.0,Turnover by S. Marion (lost ball; steal by J. Wall),,56,68
270,3,4:17.0,,J. Wall makes 2-pt jump shot from 19 ft,56,70
271,3,3:51.0,A. Varejão misses 2-pt jump shot from 17 ft,,56,70
272,3,3:50.0,,Defensive rebound by J. Wall,56,70
273,3,3:44.0,,J. Wall makes 2-pt jump shot from 19 ft,56,72
274,3,3:42.0,Cleveland full timeout,,56,72
275,3,3:42.0,T. Thompson enters the game for K. Love,,56,72
276,3,3:42.0,D. Waiters enters the game for S. Marion,,56,72
277,3,3:42.0,,O. Porter enters the game for P. Pierce,56,72
278,3,3:25.0,D. Waiters makes 2-pt jump shot from 8 ft,,58,72
279,3,3:11.0,,Turnover by J. Wall (bad pass; steal by D. Waiters),58,72
280,3,3:05.0,Turnover by D. Waiters (bad pass; steal by J. Wall),,58,72
281,3,2:51.0,,Shooting foul by T. Thompson (drawn by J. Wall),58,72
282,3,2:51.0,,J. Wall makes free throw 1 of 2,58,73
283,3,2:51.0,M. Miller enters the game for A. Varejão,,58,73
284,3,2:51.0,,J. Wall makes free throw 2 of 2,58,74
285,3,2:43.0,Personal foul by J. Wall (drawn by K. Irving),,58,74
286,3,2:27.0,K. Irving makes 2-pt jump shot from 5 ft,,60,74
287,3,2:18.0,,B. Beal misses 2-pt jump shot from 3 ft,60,74
288,3,2:18.0,,Offensive rebound by Team,60,74
289,3,2:18.0,,Personal foul by T. Thompson (drawn by K. Humphries),60,74
290,3,2:05.0,,Turnover by M. Gortat (bad pass; steal by D. Waiters),60,74
291,3,1:59.0,K. Irving makes 2-pt jump shot from 4 ft (assist by D. Waiters),,62,74
292,3,1:40.0,,O. Porter makes 2-pt jump shot from 12 ft (assist by M. Gortat),62,76
293,3,1:24.0,L. James misses 2-pt jump shot from 4 ft,,62,76
294,3,1:21.0,Offensive rebound by T. Thompson,,62,76
295,3,1:17.0,T. Thompson makes 2-pt tip-in at rim,,64,76
296,3,1:06.0,,J. Wall makes 2-pt jump shot from 17 ft,64,78
297,3,0:46.0,Personal foul by O. Porter (drawn by K. Irving),,64,78
298,3,0:46.0,,K. Séraphin enters the game for M. Gortat,64,78
299,3,0:37.0,D. Waiters misses 3-pt jump shot from 23 ft,,64,78
300,3,0:35.0,Offensive rebound by L. James,,64,78
301,3,0:35.0,Shooting foul by K. Humphries (drawn by L. James),,64,78
302,3,0:35.0,L. James misses free throw 1 of 2,,64,78
303,3,0:35.0,Offensive rebound by Team,,64,78
304,3,0:35.0,L. James makes free throw 2 of 2,,65,78
305,3,0:27.0,,J. Wall makes 2-pt layup from 1 ft,65,80
306,3,0:05.0,Turnover by L. James (bad pass; steal by B. Beal),,65,80
307,3,0:02.0,,J. Wall misses 2-pt layup at rim,65,80
308,3,0:01.0,Defensive rebound by K. Irving,,65,80
309,4,11:38.0,K. Irving makes 2-pt jump shot from 18 ft,,67,80
310,4,11:12.0,,O. Porter misses 2-pt jump shot from 16 ft,67,80
311,4,11:10.0,Defensive rebound by S. Marion,,67,80
312,4,10:55.0,T. Thompson misses 2-pt jump shot from 4 ft (block by K. Séraphin),,67,80
313,4,10:53.0,,Defensive rebound by O. Porter,67,80
314,4,10:47.0,,Personal foul by D. Waiters (drawn by O. Porter),67,80
315,4,10:35.0,,A. Miller makes 2-pt layup from 1 ft,67,82
316,4,10:21.0,K. Irving misses 3-pt jump shot from 28 ft,,67,82
317,4,10:18.0,Offensive rebound by T. Thompson,,67,82
318,4,10:07.0,K. Irving makes 2-pt layup from 2 ft (assist by S. Marion),,69,82
319,4,9:54.0,,Turnover by B. Beal (bad pass; steal by S. Marion),69,82
320,4,9:51.0,Turnover by S. Marion (bad pass),,69,82
321,4,9:31.0,,A. Miller makes 2-pt jump shot from 16 ft,69,84
322,4,9:31.0,Personal foul by K. Humphries (drawn by S. Marion),,69,84
323,4,9:31.0,,Personal foul by S. Marion,69,84
324,4,9:16.0,M. Miller makes 3-pt jump shot from 25 ft (assist by S. Marion),,72,84
325,4,9:03.0,,Personal foul by D. Waiters (drawn by K. Humphries),72,84
326,4,8:54.0,,K. Séraphin misses 2-pt jump shot from 15 ft,72,84
327,4,8:54.0,,Offensive rebound by K. Humphries,72,84
328,4,8:53.0,,K. Humphries misses 2-pt jump shot from 1 ft,72,84
329,4,8:51.0,Defensive rebound by T. Thompson,,72,84
330,4,8:47.0,D. Waiters misses 2-pt jump shot from 4 ft (block by K. Séraphin),,72,84
331,4,8:47.0,Offensive rebound by Team,,72,84
332,4,8:47.0,Official timeout,,72,84
333,4,8:47.0,L. James enters the game for K. Irving,,72,84
334,4,8:36.0,Shooting foul by K. Séraphin (drawn by L. James),,72,84
335,4,8:36.0,L. James makes free throw 1 of 2,,73,84
336,4,8:36.0,L. James misses free throw 2 of 2,,73,84
337,4,8:35.0,,Defensive rebound by K. Humphries,73,84
338,4,8:23.0,,Turnover by K. Humphries (lost ball; steal by D. Waiters),73,84
339,4,8:07.0,L. James misses 2-pt jump shot from 10 ft,,73,84
340,4,8:05.0,,Defensive rebound by K. Humphries,73,84
341,4,7:53.0,,A. Miller makes 2-pt layup from 1 ft (assist by K. Séraphin),73,86
342,4,7:31.0,S. Marion misses 2-pt jump shot from 6 ft (block by K. Séraphin),,73,86
343,4,7:29.0,,Defensive rebound by B. Beal,73,86
344,4,7:25.0,,O. Porter misses 3-pt jump shot from 28 ft,73,86
345,4,7:24.0,Defensive rebound by Team,,73,86
346,4,7:24.0,K. Irving enters the game for S. Marion,,73,86
347,4,7:24.0,,J. Wall enters the game for A. Miller,73,86
348,4,7:24.0,,P. Pierce enters the game for B. Beal,73,86
349,4,7:11.0,M. Miller misses 3-pt jump shot from 26 ft,,73,86
350,4,7:10.0,,Defensive rebound by O. Porter,73,86
351,4,7:00.0,,Personal foul by M. Miller (drawn by P. Pierce),73,86
352,4,6:46.0,,P. Pierce misses 2-pt jump shot from 13 ft (block by L. James),73,86
353,4,6:44.0,Defensive rebound by T. Thompson,,73,86
354,4,6:40.0,D. Waiters misses 3-pt jump shot from 26 ft,,73,86
355,4,6:37.0,,Defensive rebound by K. Séraphin,73,86
356,4,6:26.0,,K. Humphries misses 2-pt jump shot from 7 ft,73,86
357,4,6:26.0,Defensive rebound by M. Miller,,73,86
358,4,6:19.0,Shooting foul by J. Wall (drawn by L. James),,73,86
359,4,6:19.0,L. James makes free throw 1 of 2,,74,86
360,4,6:19.0,,N. Hilário enters the game for K. Humphries,74,86
361,4,6:19.0,K. Love enters the game for D. Waiters,,74,86
362,4,6:19.0,L. James makes free throw 2 of 2,,75,86
363,4,6:08.0,,Personal foul by K. Love (drawn by N. Hilário),75,86
364,4,5:59.0,,N. Hilário misses 2-pt jump shot from 6 ft,75,86
365,4,5:59.0,Defensive rebound by K. Love,,75,86
366,4,5:45.0,K. Irving misses 3-pt jump shot from 25 ft,,75,86
367,4,5:44.0,,Defensive rebound by K. Séraphin,75,86
368,4,5:24.0,,J. Wall misses 3-pt jump shot from 27 ft,75,86
369,4,5:22.0,Defensive rebound by M. Miller,,75,86
370,4,5:18.0,Turnover by L. James (traveling),,75,86
371,4,5:18.0,,Washington full timeout,75,86
372,4,5:18.0,D. Waiters enters the game for M. Miller,,75,86
373,4,4:54.0,,J. Wall misses 2-pt jump shot from 15 ft,75,86
374,4,4:53.0,Defensive rebound by T. Thompson,,75,86
375,4,4:33.0,L. James misses 2-pt jump shot from 19 ft,,75,86
376,4,4:31.0,,Defensive rebound by N. Hilário,75,86
377,4,4:20.0,,K. Séraphin misses 2-pt jump shot from 8 ft,75,86
378,4,4:19.0,Defensive rebound by K. Love,,75,86
379,4,4:11.0,L. James misses 2-pt layup from 2 ft,,75,86
380,4,4:10.0,,Defensive rebound by P. Pierce,75,86
381,4,3:52.0,,N. Hilário misses 2-pt jump shot from 19 ft,75,86
382,4,3:51.0,,Offensive rebound by K. Séraphin,75,86
383,4,3:36.0,,Turnover by K. Séraphin (3 sec),75,86
384,4,3:36.0,,B. Beal enters the game for O. Porter,75,86
385,4,3:36.0,,M. Gortat enters the game for K. Séraphin,75,86
386,4,3:14.0,K. Irving misses 2-pt jump shot from 20 ft,,75,86
387,4,3:14.0,Offensive rebound by Team,,75,86
388,4,3:14.0,,Loose ball foul by M. Gortat (drawn by T. Thompson),75,86
389,4,3:10.0,Personal foul by N. Hilário (drawn by K. Love),,75,86
390,4,2:57.0,Cleveland full timeout,,75,86
391,4,2:56.0,Turnover by D. Waiters (lost ball; steal by M. Gortat),,75,86
392,4,2:38.0,,Shooting foul by T. Thompson (drawn by J. Wall),75,86
393,4,2:38.0,,J. Wall misses free throw 1 of 2,75,86
