,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,SACRAMENTO_ACTION,MEMPHIS_SCORE,SACRAMENTO_SCORE
89,1,0:53.0,,O. Casspi makes free throw 1 of 2,26,19
90,1,0:53.0,V. Carter enters the game for C. Lee,,26,19
91,1,0:53.0,,O. Casspi makes free throw 2 of 2,26,20
92,1,0:43.0,M. Conley makes 2-pt jump shot from 18 ft (assist by Z. Randolph),,28,20
93,1,0:23.0,,C. Landry misses 2-pt jump shot from 16 ft,28,20
94,1,0:23.0,Defensive rebound by K. Koufos,,28,20
95,1,0:01.0,Q. Pondexter misses 3-pt jump shot from 25 ft,,28,20
96,1,0:00.0,,Defensive rebound by R. Evans,28,20
97,2,11:45.0,,N. Stauskas misses 2-pt layup from 4 ft (block by K. Koufos),28,20
98,2,11:45.0,,Offensive rebound by Team,28,20
99,2,11:40.0,,R. Sessions misses 2-pt jump shot from 18 ft,28,20
100,2,11:39.0,Defensive rebound by Z. Randolph,,28,20
101,2,11:15.0,B. Udrih misses 3-pt jump shot from 25 ft,,28,20
102,2,11:15.0,,Defensive rebound by R. Evans,28,20
103,2,10:59.0,,O. Casspi misses 3-pt jump shot from 24 ft,28,20
104,2,10:59.0,Defensive rebound by K. Koufos,,28,20
105,2,10:48.0,Z. Randolph makes 2-pt layup from 1 ft (assist by B. Udrih),,30,20
106,2,10:28.0,,O. Casspi makes 2-pt layup from 3 ft (assist by R. Sessions),30,22
107,2,10:06.0,V. Carter makes 3-pt jump shot from 24 ft,,33,22
108,2,9:52.0,,N. Stauskas misses 3-pt jump shot from 23 ft,33,22
109,2,9:52.0,,Offensive rebound by R. Evans,33,22
110,2,9:43.0,,N. Stauskas misses 3-pt jump shot from 23 ft,33,22
111,2,9:42.0,Defensive rebound by Z. Randolph,,33,22
112,2,9:24.0,B. Udrih makes 2-pt layup from 2 ft (assist by Z. Randolph),,35,22
113,2,9:24.0,,Sacramento full timeout,35,22
114,2,9:24.0,J. Leuer enters the game for Z. Randolph,,35,22
115,2,9:09.0,,C. Landry misses 2-pt jump shot from 14 ft,35,22
116,2,9:09.0,Defensive rebound by V. Carter,,35,22
117,2,8:56.0,Offensive foul by K. Koufos (drawn by R. Sessions),,35,22
118,2,8:56.0,Turnover by K. Koufos (offensive foul),,35,22
119,2,8:35.0,,R. Sessions misses 2-pt jump shot from 6 ft,35,22
120,2,8:34.0,,Offensive rebound by R. Evans,35,22
121,2,8:33.0,,R. Evans makes 2-pt layup from 3 ft,35,24
122,2,8:17.0,Personal foul by R. Sessions (drawn by B. Udrih),,35,24
123,2,8:17.0,M. Gasol enters the game for K. Koufos,,35,24
124,2,8:03.0,B. Udrih misses 2-pt jump shot from 3 ft,,35,24
125,2,8:02.0,,Defensive rebound by R. Evans,35,24
126,2,7:56.0,,Turnover by R. Sessions (dbl dribble),35,24
127,2,7:46.0,B. Udrih makes 2-pt layup from 2 ft (assist by M. Gasol),,37,24
128,2,7:46.0,Shooting foul by R. Sessions (drawn by B. Udrih),,37,24
129,2,7:46.0,,D. Collison enters the game for O. Casspi,37,24
130,2,7:46.0,,R. Gay enters the game for N. Stauskas,37,24
131,2,7:46.0,,B. McLemore enters the game for R. Sessions,37,24
132,2,7:46.0,B. Udrih makes free throw 1 of 1,,38,24
133,2,7:29.0,,R. Evans makes 2-pt layup from 3 ft (assist by D. Collison),38,26
134,2,7:08.0,M. Gasol makes 2-pt jump shot from 13 ft,,40,26
135,2,6:53.0,,Turnover by C. Landry (lost ball),40,26
136,2,6:34.0,V. Carter makes 3-pt jump shot from 24 ft (assist by M. Gasol),,43,26
137,2,6:17.0,,R. Gay misses 2-pt jump shot from 5 ft,43,26
138,2,6:17.0,Defensive rebound by J. Leuer,,43,26
139,2,6:02.0,Personal foul by R. Evans (drawn by M. Gasol),,43,26
140,2,5:54.0,J. Leuer makes 2-pt jump shot from 20 ft (assist by V. Carter),,45,26
141,2,5:39.0,,Personal foul by B. Udrih (drawn by B. McLemore),45,26
142,2,5:39.0,Official timeout,,45,26
143,2,5:39.0,,R. Hollins enters the game for C. Landry,45,26
144,2,5:31.0,,R. Gay makes 2-pt jump shot from 12 ft,45,28
145,2,5:31.0,,Away from play foul by V. Carter (drawn by R. Hollins),45,28
146,2,5:31.0,Turnover by V. Carter (offensive foul),,45,28
147,2,5:31.0,,Technical foul by R. Hollins,45,28
148,2,5:31.0,Technical foul by V. Carter,,45,28
149,2,5:31.0,,R. Hollins misses free throw 1 of 1,45,28
150,2,5:28.0,Defensive rebound by J. Leuer,,45,28
151,2,5:15.0,V. Carter misses 3-pt jump shot from 22 ft,,45,28
152,2,5:15.0,,Defensive rebound by R. Evans,45,28
153,2,5:00.0,,D. Collison makes 2-pt layup from 2 ft (assist by R. Gay),45,30
154,2,4:43.0,M. Gasol makes 2-pt layup from 1 ft (assist by J. Leuer),,47,30
155,2,4:32.0,,Turnover by D. Collison (bad pass; steal by B. Udrih),47,30
156,2,4:29.0,Q. Pondexter makes 2-pt layup from 1 ft (assist by B. Udrih),,49,30
157,2,4:09.0,,Turnover by R. Gay (bad pass; steal by M. Gasol),49,30
158,2,4:07.0,B. Udrih makes 2-pt layup at rim (assist by M. Gasol),,51,30
159,2,4:06.0,,Sacramento full timeout,51,30
160,2,4:06.0,T. Allen enters the game for Q. Pondexter,,51,30
161,2,4:06.0,C. Lee enters the game for V. Carter,,51,30
162,2,3:46.0,,D. Collison makes 2-pt jump shot from 11 ft,51,32
163,2,3:27.0,J. Leuer makes 2-pt jump shot from 6 ft (assist by C. Lee),,53,32
164,2,3:04.0,,R. Gay makes 2-pt jump shot from 9 ft (assist by D. Collison),53,34
165,2,3:04.0,,Shooting foul by T. Allen (drawn by R. Gay),53,34
166,2,3:04.0,M. Conley enters the game for B. Udrih,,53,34
167,2,3:04.0,,R. Gay makes free throw 1 of 1,53,35
168,2,2:47.0,M. Gasol makes 2-pt jump shot from 11 ft,,55,35
169,2,2:33.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by D. Collison),55,38
170,2,2:21.0,Turnover by M. Conley (lost ball; steal by R. Gay),,55,38
171,2,2:14.0,,Personal foul by M. Conley (drawn by R. Gay),55,38
172,2,1:56.0,,Turnover by D. Collison (lost ball; steal by T. Allen),55,38
173,2,1:54.0,Turnover by T. Allen (lost ball; steal by D. Collison),,55,38
174,2,1:53.0,,D. Collison misses 2-pt jump shot from 4 ft,55,38
175,2,1:50.0,Defensive rebound by M. Conley,,55,38
176,2,1:45.0,M. Conley misses 3-pt jump shot from 25 ft,,55,38
177,2,1:44.0,,Defensive rebound by R. Gay,55,38
178,2,1:34.0,,R. Gay makes 2-pt jump shot from 10 ft,55,40
179,2,1:23.0,Memphis full timeout,,55,40
180,2,1:23.0,Z. Randolph enters the game for J. Leuer,,55,40
181,2,1:06.0,M. Gasol misses 2-pt jump shot from 21 ft,,55,40
182,2,1:05.0,,Defensive rebound by D. Collison,55,40
183,2,0:42.0,,B. McLemore misses 2-pt jump shot from 18 ft,55,40
184,2,0:41.0,Defensive rebound by M. Conley,,55,40
185,2,0:35.0,T. Allen makes 2-pt layup from 3 ft (assist by M. Conley),,57,40
186,2,0:35.0,Shooting foul by R. Evans (drawn by T. Allen),,57,40
187,2,0:35.0,J. Leuer enters the game for M. Gasol,,57,40
188,2,0:35.0,T. Allen makes free throw 1 of 1,,58,40
189,2,0:26.0,,R. Gay misses 2-pt layup from 2 ft (block by J. Leuer),58,40
190,2,0:26.0,,Offensive rebound by Team,58,40
191,2,0:10.0,,R. Gay misses 2-pt jump shot from 4 ft,58,40
192,2,0:09.0,,Offensive rebound by R. Evans,58,40
193,2,0:09.0,,R. Evans makes 2-pt layup from 2 ft,58,42
194,2,0:09.0,Memphis full timeout,,58,42
195,2,0:09.0,V. Carter enters the game for T. Allen,,58,42
196,2,0:09.0,M. Gasol enters the game for J. Leuer,,58,42
197,2,0:00.0,Z. Randolph misses 2-pt jump shot from 20 ft,,58,42
198,2,0:00.0,Offensive rebound by Team,,58,42
199,3,11:45.0,,B. McLemore makes 2-pt jump shot from 8 ft (assist by D. Collison),58,44
200,3,11:27.0,Z. Randolph misses 2-pt hook shot from 5 ft,,58,44
201,3,11:27.0,,Defensive rebound by B. McLemore,58,44
202,3,11:04.0,,D. Collison misses 3-pt jump shot from 24 ft,58,44
203,3,11:03.0,Defensive rebound by Z. Randolph,,58,44
204,3,10:51.0,Personal foul by R. Hollins (drawn by M. Gasol),,58,44
205,3,10:51.0,,Technical foul by R. Hollins,58,44
206,3,10:51.0,C. Lee makes technical free throw,,59,44
207,3,10:51.0,,R. Evans enters the game for R. Hollins,59,44
208,3,10:38.0,M. Conley misses 2-pt jump shot from 22 ft,,59,44
209,3,10:37.0,Offensive rebound by T. Allen,,59,44
210,3,10:31.0,T. Allen makes 2-pt layup from 3 ft,,61,44
211,3,10:14.0,,Turnover by D. Collison (lost ball; steal by M. Conley),61,44
212,3,9:58.0,M. Gasol misses 2-pt jump shot from 18 ft,,61,44
213,3,9:57.0,,Defensive rebound by Team,61,44
214,3,9:57.0,Loose ball foul by T. Allen (drawn by R. Evans),,61,44
215,3,9:41.0,,R. Gay misses 3-pt jump shot from 24 ft,61,44
216,3,9:41.0,Defensive rebound by M. Gasol,,61,44
217,3,9:29.0,M. Conley misses 2-pt jump shot from 8 ft (block by D. Collison),,61,44
218,3,9:28.0,,Defensive rebound by D. Collison,61,44
219,3,9:24.0,,B. McLemore makes 2-pt layup from 2 ft (assist by R. Gay),61,46
220,3,9:07.0,Turnover by T. Allen (lost ball),,61,46
221,3,8:48.0,,Personal foul by M. Conley (drawn by D. Collison),61,46
222,3,8:44.0,,Shooting foul by M. Gasol (drawn by R. Gay),61,46
223,3,8:44.0,,R. Gay makes free throw 1 of 2,61,47
224,3,8:44.0,,R. Gay makes free throw 2 of 2,61,48
225,3,8:33.0,T. Allen makes 2-pt layup from 2 ft (assist by Z. Randolph),,63,48
226,3,8:08.0,,R. Evans makes 2-pt layup from 1 ft,63,50
227,3,7:56.0,Personal foul by J. Thompson (drawn by Z. Randolph),,63,50
228,3,7:50.0,M. Conley makes 2-pt jump shot from 10 ft,,65,50
229,3,7:45.0,,Sacramento full timeout,65,50
230,3,7:32.0,,J. Thompson misses 2-pt jump shot from 18 ft,65,50
231,3,7:31.0,,Offensive rebound by R. Evans,65,50
232,3,7:31.0,,Shooting foul by Z. Randolph (drawn by R. Evans),65,50
233,3,7:31.0,,R. Evans makes free throw 1 of 2,65,51
234,3,7:31.0,,R. Evans misses free throw 2 of 2,65,51
235,3,7:30.0,Defensive rebound by Z. Randolph,,65,51
236,3,7:09.0,Z. Randolph misses 2-pt jump shot from 15 ft,,65,51
237,3,7:08.0,,Defensive rebound by R. Evans,65,51
238,3,6:51.0,,R. Evans makes 2-pt layup from 1 ft (assist by J. Thompson),65,53
239,3,6:28.0,Turnover by T. Allen (bad pass),,65,53
240,3,6:15.0,,Turnover by B. McLemore (bad pass; steal by T. Allen),65,53
241,3,6:13.0,Shooting foul by R. Gay (drawn by T. Allen),,65,53
242,3,6:13.0,T. Allen misses free throw 1 of 2,,65,53
243,3,6:13.0,Offensive rebound by Team,,65,53
244,3,6:13.0,T. Allen misses free throw 2 of 2,,65,53
245,3,6:12.0,,Defensive rebound by J. Thompson,65,53
246,3,6:00.0,,R. Evans misses 2-pt jump shot from 4 ft (block by M. Gasol),65,53
247,3,5:58.0,,Offensive rebound by R. Evans,65,53
248,3,5:53.0,,R. Evans makes 2-pt dunk at rim (assist by B. McLemore),65,55
249,3,5:37.0,Personal foul by J. Thompson (drawn by Z. Randolph),,65,55
250,3,5:37.0,Q. Pondexter enters the game for T. Allen,,65,55
251,3,5:37.0,B. Udrih enters the game for M. Conley,,65,55
252,3,5:37.0,,C. Landry enters the game for J. Thompson,65,55
253,3,5:26.0,M. Gasol misses 2-pt hook shot from 5 ft,,65,55
254,3,5:26.0,,Defensive rebound by C. Landry,65,55
255,3,5:22.0,,Shooting block foul by B. Udrih (drawn by D. Collison),65,55
256,3,5:22.0,,D. Collison makes free throw 1 of 2,65,56
257,3,5:22.0,,D. Collison makes free throw 2 of 2,65,57
258,3,4:57.0,B. Udrih misses 2-pt jump shot from 12 ft,,65,57
259,3,4:57.0,,Defensive rebound by R. Evans,65,57
260,3,4:35.0,,R. Gay misses 2-pt jump shot from 6 ft,65,57
261,3,4:35.0,,Offensive rebound by Team,65,57
262,3,4:35.0,Loose ball foul by M. Gasol (drawn by R. Evans),,65,57
263,3,4:35.0,,R. Evans misses free throw 1 of 2,65,57
264,3,4:35.0,,Offensive rebound by Team,65,57
265,3,4:35.0,K. Koufos enters the game for M. Gasol,,65,57
266,3,4:35.0,,R. Evans makes free throw 2 of 2,65,58
267,3,4:32.0,Memphis full timeout,,65,58
268,3,4:22.0,C. Lee misses 3-pt jump shot from 25 ft,,65,58
269,3,4:20.0,Offensive rebound by Team,,65,58
270,3,4:14.0,Shooting foul by R. Evans (drawn by Z. Randolph),,65,58
271,3,4:14.0,Z. Randolph misses free throw 1 of 2,,65,58
272,3,4:14.0,Offensive rebound by Team,,65,58
273,3,4:14.0,Z. Randolph makes free throw 2 of 2,,66,58
274,3,3:57.0,,R. Gay misses 2-pt jump shot from 6 ft (block by K. Koufos),66,58
275,3,3:56.0,,Offensive rebound by R. Evans,66,58
276,3,3:55.0,,Turnover by R. Evans (lost ball),66,58
277,3,3:40.0,C. Lee makes 2-pt layup from 2 ft (assist by K. Koufos),,68,58
278,3,3:24.0,,C. Landry makes 2-pt jump shot from 7 ft (assist by D. Collison),68,60
279,3,3:00.0,Z. Randolph misses 2-pt jump shot from 12 ft,,68,60
280,3,3:00.0,,Defensive rebound by C. Landry,68,60
281,3,2:57.0,,Turnover by C. Landry (bad pass; steal by Z. Randolph),68,60
282,3,2:52.0,Shooting foul by C. Landry (drawn by Z. Randolph),,68,60
283,3,2:52.0,Z. Randolph misses free throw 1 of 2,,68,60
284,3,2:52.0,Offensive rebound by Team,,68,60
285,3,2:52.0,Z. Randolph misses free throw 2 of 2,,68,60
286,3,2:51.0,,Defensive rebound by R. Evans,68,60
287,3,2:38.0,,D. Collison misses 3-pt jump shot from 25 ft,68,60
288,3,2:36.0,Defensive rebound by Z. Randolph,,68,60
289,3,2:22.0,Z. Randolph makes 2-pt hook shot from 3 ft (assist by Q. Pondexter),,70,60
290,3,2:12.0,,D. Collison misses 2-pt jump shot from 20 ft,70,60
291,3,2:11.0,,Offensive rebound by R. Evans,70,60
292,3,2:09.0,,R. Evans misses 2-pt layup from 2 ft,70,60
293,3,2:08.0,,Offensive rebound by R. Evans,70,60
294,3,2:01.0,,Shooting foul by Q. Pondexter (drawn by R. Gay),70,60
295,3,2:01.0,,R. Gay makes free throw 1 of 2,70,61
296,3,2:01.0,,R. Gay makes free throw 2 of 2,70,62
297,3,1:51.0,Personal foul by C. Landry (drawn by Z. Randolph),,70,62
298,3,1:51.0,Z. Randolph makes free throw 1 of 2,,71,62
299,3,1:51.0,Z. Randolph makes free throw 2 of 2,,72,62
300,3,1:38.0,,Shooting foul by Q. Pondexter (drawn by R. Gay),72,62
301,3,1:38.0,,R. Gay misses free throw 1 of 2,72,62
302,3,1:38.0,,Offensive rebound by Team,72,62
303,3,1:38.0,,R. Gay makes free throw 2 of 2,72,63
304,3,1:20.0,Z. Randolph misses 2-pt jump shot from 6 ft,,72,63
305,3,1:19.0,,Defensive rebound by R. Evans,72,63
306,3,1:14.0,,D. Collison misses 2-pt layup from 3 ft,72,63
307,3,1:14.0,,Offensive rebound by Team,72,63
308,3,1:14.0,,O. Casspi enters the game for R. Gay,72,63
309,3,1:05.0,,D. Collison misses 2-pt jump shot from 18 ft,72,63
310,3,1:04.0,Defensive rebound by Z. Randolph,,72,63
311,3,0:54.0,K. Koufos misses 2-pt jump shot from 10 ft,,72,63
312,3,0:53.0,,Defensive rebound by D. Collison,72,63
313,3,0:28.0,,O. Casspi makes 2-pt jump shot from 5 ft,72,65
314,3,0:11.0,C. Lee misses 3-pt jump shot from 24 ft,,72,65
315,3,0:08.0,Offensive rebound by C. Lee,,72,65
316,3,0:04.0,C. Lee makes 2-pt layup from 1 ft,,74,65
317,3,0:00.0,,D. Collison misses 3-pt jump shot from 32 ft,74,65
318,3,0:00.0,,Offensive rebound by Team,74,65
319,4,11:38.0,V. Carter misses 3-pt jump shot from 25 ft,,74,65
320,4,11:37.0,,Defensive rebound by R. Evans,74,65
321,4,11:22.0,,B. McLemore makes 2-pt jump shot from 19 ft (assist by C. Landry),74,67
322,4,11:02.0,J. Leuer misses 2-pt jump shot from 13 ft (block by R. Evans),,74,67
323,4,11:01.0,Offensive rebound by J. Leuer,,74,67
324,4,10:59.0,J. Leuer misses 2-pt jump shot from 13 ft,,74,67
325,4,10:58.0,,Defensive rebound by R. Evans,74,67
326,4,10:48.0,,Personal foul by J. Leuer (drawn by C. Landry),74,67
327,4,10:48.0,M. Conley enters the game for Z. Randolph,,74,67
328,4,10:48.0,M. Gasol enters the game for B. Udrih,,74,67
329,4,10:40.0,,Shooting foul by Q. Pondexter (drawn by B. McLemore),74,67
330,4,10:40.0,,B. McLemore makes free throw 1 of 2,74,68
331,4,10:40.0,T. Allen enters the game for Q. Pondexter,,74,68
332,4,10:40.0,,B. McLemore makes free throw 2 of 2,74,69
333,4,10:24.0,J. Leuer misses 2-pt jump shot from 18 ft,,74,69
334,4,10:23.0,Offensive rebound by T. Allen,,74,69
335,4,10:01.0,V. Carter misses 3-pt jump shot from 28 ft,,74,69
336,4,10:00.0,,Defensive rebound by R. Evans,74,69
337,4,9:52.0,,Turnover by C. Landry (traveling),74,69
338,4,9:34.0,M. Gasol misses 2-pt jump shot from 13 ft,,74,69
339,4,9:33.0,,Defensive rebound by O. Casspi,74,69
340,4,9:33.0,,Personal foul by T. Allen (drawn by O. Casspi),74,69
341,4,9:16.0,,B. McLemore misses 3-pt jump shot from 23 ft,74,69
342,4,9:15.0,,Offensive rebound by C. Landry,74,69
343,4,9:12.0,,C. Landry makes 2-pt hook shot from 1 ft,74,71
344,4,8:53.0,Personal foul by C. Landry (drawn by M. Gasol),,74,71
345,4,8:53.0,Official timeout,,74,71
346,4,8:45.0,J. Leuer makes 2-pt jump shot from 17 ft (assist by M. Conley),,76,71
347,4,8:30.0,,Turnover by R. Sessions (bad pass; steal by J. Leuer),76,71
348,4,8:30.0,Clear path foul by R. Sessions,,76,71
349,4,8:30.0,M. Conley makes clear path free throw 1 of 2,,77,71
350,4,8:30.0,M. Conley misses clear path free throw 2 of 2,,77,71
351,4,8:30.0,Offensive rebound by Team,,77,71
352,4,8:15.0,V. Carter misses 3-pt jump shot from 24 ft,,77,71
353,4,8:15.0,,Defensive rebound by Team,77,71
354,4,8:15.0,Loose ball foul by J. Leuer (drawn by R. Evans),,77,71
355,4,7:57.0,,R. Sessions misses 2-pt jump shot from 11 ft,77,71
356,4,7:56.0,Defensive rebound by J. Leuer,,77,71
357,4,7:55.0,Turnover by J. Leuer (bad pass; steal by R. Evans),,77,71
358,4,7:52.0,,C. Landry makes 2-pt dunk at rim (assist by R. Evans),77,73
359,4,7:24.0,Personal block foul by C. Landry (drawn by M. Conley),,77,73
360,4,7:18.0,M. Conley makes 2-pt jump shot from 6 ft,,79,73
361,4,6:57.0,,O. Casspi misses 2-pt layup from 2 ft,79,73
362,4,6:55.0,,Offensive rebound by R. Evans,79,73
363,4,6:55.0,,R. Evans makes 2-pt tip-in at rim,79,75
364,4,6:37.0,V. Carter misses 2-pt jump shot from 4 ft,,79,75
365,4,6:36.0,,Defensive rebound by C. Landry,79,75
366,4,6:27.0,,Personal foul by T. Allen (drawn by B. McLemore),79,75
367,4,6:27.0,,B. McLemore makes free throw 1 of 2,79,76
368,4,6:27.0,,D. Collison enters the game for R. Sessions,79,76
369,4,6:27.0,Z. Randolph enters the game for V. Carter,,79,76
370,4,6:27.0,C. Lee enters the game for J. Leuer,,79,76
371,4,6:27.0,,B. McLemore misses free throw 2 of 2,79,76
372,4,6:27.0,Defensive rebound by M. Gasol,,79,76
373,4,6:10.0,Shooting foul by C. Landry (drawn by M. Gasol),,79,76
374,4,6:10.0,M. Gasol makes free throw 1 of 2,,80,76
375,4,6:10.0,,R. Gay enters the game for B. McLemore,80,76
376,4,6:10.0,,J. Thompson enters the game for C. Landry,80,76
377,4,6:10.0,M. Gasol makes free throw 2 of 2,,81,76
378,4,5:52.0,,R. Evans misses 2-pt jump shot from 4 ft,81,76
379,4,5:51.0,Defensive rebound by Z. Randolph,,81,76
380,4,5:33.0,M. Gasol makes 2-pt hook shot from 8 ft,,83,76
381,4,5:16.0,,Turnover by D. Collison (step out of bounds),83,76
382,4,5:16.0,,Sacramento full timeout,83,76
383,4,5:16.0,,B. McLemore enters the game for O. Casspi,83,76
384,4,4:56.0,M. Gasol makes 2-pt jump shot from 19 ft (assist by M. Conley),,85,76
385,4,4:36.0,,Turnover by R. Gay (bad pass),85,76
386,4,4:23.0,Turnover by C. Lee (bad pass; steal by D. Collison),,85,76
387,4,4:21.0,,B. McLemore makes 2-pt dunk at rim (assist by D. Collison),85,78
