,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,UTAH_ACTION,MILWAUKEE_SCORE,UTAH_SCORE
32,1,7:44.0,,R. Gobert makes free throw 1 of 2,4,9
33,1,7:44.0,J. Henson enters the game for Z. Pachulia,,4,9
34,1,7:44.0,,R. Gobert makes free throw 2 of 2,4,10
35,1,7:31.0,M. Carter-Williams makes 2-pt jump shot from 6 ft,,6,10
36,1,7:04.0,,E. Millsap misses 2-pt jump shot from 8 ft,6,10
37,1,7:02.0,,Offensive rebound by R. Gobert,6,10
38,1,7:02.0,,R. Gobert makes 2-pt dunk at rim,6,12
39,1,6:44.0,J. Henson makes 2-pt hook shot from 5 ft (assist by M. Carter-Williams),,8,12
40,1,6:27.0,,G. Hayward misses 2-pt layup from 2 ft,8,12
41,1,6:26.0,,Offensive rebound by Team,8,12
42,1,6:09.0,,G. Hayward misses 3-pt jump shot from 25 ft,8,12
43,1,6:07.0,Defensive rebound by K. Middleton,,8,12
44,1,6:01.0,Shooting foul by T. Burke (drawn by J. Henson),,8,12
45,1,6:01.0,J. Henson makes free throw 1 of 2,,9,12
46,1,6:01.0,J. Henson makes free throw 2 of 2,,10,12
47,1,5:56.0,,Utah full timeout,10,12
48,1,5:52.0,,Personal foul by K. Middleton (drawn by G. Hayward),10,12
49,1,5:45.0,,Shooting foul by M. Carter-Williams (drawn by R. Gobert),10,12
50,1,5:45.0,,R. Gobert makes free throw 1 of 2,10,13
51,1,5:45.0,,R. Gobert misses free throw 2 of 2,10,13
52,1,5:43.0,Defensive rebound by G. Antetokounmpo,,10,13
53,1,5:31.0,E. İlyasova misses 2-pt jump shot from 21 ft,,10,13
54,1,5:31.0,,Defensive rebound by R. Gobert,10,13
55,1,5:15.0,,Turnover by T. Burke (bad pass; steal by G. Antetokounmpo),10,13
56,1,5:07.0,J. Henson makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,12,13
57,1,4:49.0,,D. Favors makes 2-pt jump shot from 7 ft,12,15
58,1,4:33.0,J. Henson misses 2-pt layup from 1 ft (block by R. Gobert),,12,15
59,1,4:33.0,Offensive rebound by Team,,12,15
60,1,4:33.0,J. Bayless enters the game for M. Carter-Williams,,12,15
61,1,4:25.0,K. Middleton makes 2-pt jump shot from 21 ft,,14,15
62,1,4:02.0,,Turnover by G. Hayward (bad pass; steal by G. Antetokounmpo),14,15
63,1,3:58.0,K. Middleton makes 2-pt dunk at rim (assist by G. Antetokounmpo),,16,15
64,1,3:42.0,,T. Burke misses 2-pt jump shot from 3 ft,16,15
65,1,3:41.0,Defensive rebound by J. Henson,,16,15
66,1,3:36.0,K. Middleton makes 2-pt jump shot from 16 ft (assist by J. Bayless),,18,15
67,1,3:12.0,,T. Burke makes 3-pt jump shot from 25 ft (assist by G. Hayward),18,18
68,1,3:01.0,Turnover by K. Middleton (lost ball; steal by E. Millsap),,18,18
69,1,2:59.0,,Shooting foul by J. Bayless (drawn by E. Millsap),18,18
70,1,2:59.0,Milwaukee full timeout,,18,18
71,1,2:59.0,O. Mayo enters the game for K. Middleton,,18,18
72,1,2:59.0,J. O'Bryant enters the game for E. İlyasova,,18,18
73,1,2:59.0,,R. Hood enters the game for G. Hayward,18,18
74,1,2:59.0,,T. Booker enters the game for D. Favors,18,18
75,1,2:59.0,,E. Millsap misses free throw 1 of 2,18,18
76,1,2:59.0,,Offensive rebound by Team,18,18
77,1,2:59.0,,E. Millsap makes free throw 2 of 2,18,19
78,1,2:38.0,J. Henson misses 2-pt jump shot from 7 ft (block by R. Gobert),,18,19
79,1,2:37.0,,Defensive rebound by T. Burke,18,19
80,1,2:17.0,,Personal foul by O. Mayo (drawn by E. Millsap),18,19
81,1,2:17.0,,E. Millsap makes free throw 1 of 2,18,20
82,1,2:17.0,,E. Millsap makes free throw 2 of 2,18,21
83,1,2:03.0,O. Mayo misses 3-pt jump shot from 23 ft,,18,21
84,1,2:02.0,,Defensive rebound by R. Gobert,18,21
85,1,1:44.0,,Turnover by E. Millsap (bad pass; steal by O. Mayo),18,21
86,1,1:31.0,J. O'Bryant misses 2-pt jump shot from 5 ft,,18,21
87,1,1:30.0,Offensive rebound by J. O'Bryant,,18,21
88,1,1:28.0,Turnover by J. O'Bryant (bad pass; steal by E. Millsap),,18,21
89,1,1:09.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by R. Hood),18,24
90,1,0:54.0,Turnover by J. O'Bryant (lost ball; steal by T. Burke),,18,24
91,1,0:49.0,,Shooting foul by G. Antetokounmpo (drawn by T. Burke),18,24
92,1,0:49.0,,T. Burke makes free throw 1 of 2,18,25
93,1,0:49.0,,D. Favors enters the game for R. Gobert,18,25
94,1,0:49.0,,T. Burke makes free throw 2 of 2,18,26
95,1,0:35.0,J. O'Bryant misses 2-pt jump shot from 19 ft,,18,26
96,1,0:34.0,,Defensive rebound by E. Millsap,18,26
97,1,0:18.0,,R. Hood misses 3-pt jump shot from 22 ft,18,26
98,1,0:16.0,,Offensive rebound by T. Booker,18,26
99,1,0:01.0,,E. Millsap misses 3-pt jump shot from 23 ft,18,26
100,1,0:00.0,,Offensive rebound by Team,18,26
101,2,11:49.0,Turnover by O. Mayo (bad pass; steal by R. Hood),,18,26
102,2,11:33.0,,T. Burke misses 2-pt jump shot from 21 ft,18,26
103,2,11:32.0,,Offensive rebound by T. Booker,18,26
104,2,11:31.0,,Turnover by T. Booker (bad pass),18,26
105,2,11:31.0,Turnover by O. Mayo (back court),,18,26
106,2,11:31.0,,D. Favors enters the game for R. Gobert,18,26
107,2,11:23.0,,Personal foul by M. Plumlee (drawn by D. Favors),18,26
108,2,11:14.0,,T. Booker makes 2-pt jump shot from 11 ft (assist by T. Burke),18,28
109,2,10:57.0,Turnover by M. Plumlee (bad pass),,18,28
110,2,10:57.0,,D. Exum enters the game for T. Burke,18,28
111,2,10:37.0,,Turnover by R. Hood (bad pass; steal by G. Antetokounmpo),18,28
112,2,10:34.0,Personal foul by E. Millsap (drawn by G. Antetokounmpo),,18,28
113,2,10:31.0,M. Plumlee misses 2-pt hook shot from 5 ft,,18,28
114,2,10:29.0,,Defensive rebound by D. Exum,18,28
115,2,10:16.0,,T. Booker makes 2-pt layup from 1 ft,18,30
116,2,9:58.0,M. Plumlee misses 2-pt dunk at rim (block by T. Booker),,18,30
117,2,9:57.0,,Defensive rebound by D. Favors,18,30
118,2,9:47.0,,D. Favors misses 2-pt layup from 1 ft,18,30
119,2,9:45.0,Defensive rebound by J. Bayless,,18,30
120,2,9:39.0,O. Mayo makes 2-pt jump shot from 6 ft,,20,30
121,2,9:27.0,,Personal foul by J. Bayless (drawn by D. Favors),20,30
122,2,9:27.0,,J. Ingles enters the game for E. Millsap,20,30
123,2,9:27.0,E. İlyasova enters the game for G. Antetokounmpo,,20,30
124,2,9:17.0,,R. Hood misses 2-pt layup from 1 ft (block by M. Plumlee),20,30
125,2,9:13.0,Defensive rebound by O. Mayo,,20,30
126,2,9:11.0,O. Mayo misses 2-pt layup from 1 ft,,20,30
127,2,9:11.0,Offensive rebound by Team,,20,30
128,2,9:06.0,O. Mayo misses 2-pt jump shot from 19 ft,,20,30
129,2,9:04.0,Offensive rebound by M. Plumlee,,20,30
130,2,8:59.0,Shooting foul by T. Booker (drawn by E. İlyasova),,20,30
131,2,8:59.0,Official timeout,,20,30
132,2,8:59.0,,G. Hayward enters the game for R. Hood,20,30
133,2,8:59.0,E. İlyasova makes free throw 1 of 2,,21,30
134,2,8:59.0,E. İlyasova makes free throw 2 of 2,,22,30
135,2,8:44.0,,D. Exum misses 3-pt jump shot from 24 ft,22,30
136,2,8:44.0,,Offensive rebound by Team,22,30
137,2,8:44.0,Loose ball foul by E. İlyasova (drawn by T. Booker),,22,30
138,2,8:38.0,,G. Hayward misses 2-pt jump shot from 5 ft (block by M. Plumlee),22,30
139,2,8:35.0,,Offensive rebound by T. Booker,22,30
140,2,8:24.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by J. Ingles),22,33
141,2,8:08.0,E. İlyasova misses 3-pt jump shot from 24 ft,,22,33
142,2,8:08.0,,Defensive rebound by Team,22,33
143,2,7:53.0,,Personal foul by M. Plumlee (drawn by G. Hayward),22,33
144,2,7:53.0,K. Middleton enters the game for J. Bayless,,22,33
145,2,7:43.0,,G. Hayward misses 2-pt jump shot from 10 ft,22,33
146,2,7:41.0,Defensive rebound by K. Middleton,,22,33
147,2,7:37.0,O. Mayo makes 3-pt jump shot from 24 ft (assist by K. Middleton),,25,33
148,2,7:18.0,,J. Ingles makes 2-pt jump shot from 20 ft,25,35
149,2,7:08.0,Turnover by T. Ennis (bad pass; steal by D. Favors),,25,35
150,2,6:56.0,,Turnover by J. Ingles (bad pass; steal by M. Plumlee),25,35
151,2,6:51.0,T. Ennis makes 2-pt layup from 2 ft (assist by K. Middleton),,27,35
152,2,6:35.0,,T. Booker makes 2-pt hook shot from 2 ft (assist by G. Hayward),27,37
153,2,6:19.0,Turnover by K. Middleton (lost ball; steal by T. Booker),,27,37
154,2,6:14.0,,T. Booker makes 2-pt dunk at rim (assist by J. Ingles),27,39
155,2,6:14.0,Milwaukee full timeout,,27,39
156,2,6:14.0,Z. Pachulia enters the game for M. Plumlee,,27,39
157,2,6:14.0,,T. Burke enters the game for D. Exum,27,39
158,2,6:14.0,M. Carter-Williams enters the game for T. Ennis,,27,39
159,2,6:00.0,Turnover by Z. Pachulia (lost ball; steal by T. Booker),,27,39
160,2,5:53.0,,J. Ingles misses 2-pt jump shot from 22 ft,27,39
161,2,5:53.0,Defensive rebound by E. İlyasova,,27,39
162,2,5:37.0,E. İlyasova makes 2-pt jump shot from 3 ft (assist by Z. Pachulia),,29,39
163,2,5:15.0,,G. Hayward misses 2-pt layup from 2 ft,29,39
164,2,5:14.0,,Offensive rebound by G. Hayward,29,39
165,2,5:12.0,,G. Hayward misses 2-pt layup from 2 ft,29,39
166,2,5:10.0,Defensive rebound by M. Carter-Williams,,29,39
167,2,5:00.0,Personal foul by D. Favors (drawn by M. Carter-Williams),,29,39
168,2,5:00.0,,R. Gobert enters the game for T. Booker,29,39
169,2,4:53.0,Turnover by M. Carter-Williams (lost ball; steal by J. Ingles),,29,39
170,2,4:50.0,,Turnover by D. Favors (lost ball; steal by O. Mayo),29,39
171,2,4:48.0,Turnover by O. Mayo (bad pass),,29,39
172,2,4:37.0,,T. Burke makes 2-pt jump shot from 18 ft,29,41
173,2,4:25.0,O. Mayo misses 2-pt jump shot from 16 ft,,29,41
174,2,4:23.0,,Defensive rebound by D. Favors,29,41
175,2,4:15.0,,T. Burke makes 2-pt layup from 2 ft,29,43
176,2,3:56.0,Turnover by E. İlyasova (lost ball; steal by R. Gobert),,29,43
177,2,3:49.0,,Turnover by J. Ingles (bad pass; steal by M. Carter-Williams),29,43
178,2,3:40.0,,E. Millsap enters the game for J. Ingles,29,43
179,2,3:33.0,E. İlyasova misses 3-pt jump shot from 24 ft,,29,43
180,2,3:32.0,,Defensive rebound by R. Gobert,29,43
181,2,3:21.0,,Turnover by R. Gobert (lost ball),29,43
182,2,3:10.0,M. Carter-Williams makes 2-pt layup from 1 ft,,31,43
183,2,3:07.0,,Turnover by R. Gobert (inbound),31,43
184,2,3:07.0,G. Antetokounmpo enters the game for O. Mayo,,31,43
185,2,3:00.0,Z. Pachulia misses 2-pt layup from 2 ft (block by D. Favors),,31,43
186,2,2:56.0,Offensive rebound by E. İlyasova,,31,43
187,2,2:54.0,E. İlyasova makes 2-pt layup from 2 ft,,33,43
188,2,2:36.0,,T. Burke misses 3-pt jump shot from 25 ft,33,43
189,2,2:35.0,Defensive rebound by G. Antetokounmpo,,33,43
190,2,2:28.0,M. Carter-Williams misses 2-pt jump shot from 9 ft,,33,43
191,2,2:27.0,,Defensive rebound by E. Millsap,33,43
192,2,2:23.0,,G. Hayward makes 2-pt dunk at rim (assist by E. Millsap),33,45
193,2,2:00.0,Turnover by G. Antetokounmpo (bad pass; steal by D. Favors),,33,45
194,2,1:52.0,,E. Millsap misses 3-pt jump shot from 24 ft,33,45
195,2,1:51.0,Defensive rebound by G. Antetokounmpo,,33,45
196,2,1:40.0,E. İlyasova makes 2-pt jump shot from 18 ft (assist by G. Antetokounmpo),,35,45
197,2,1:39.0,,Utah full timeout,35,45
198,2,1:39.0,,R. Hood enters the game for E. Millsap,35,45
199,2,1:24.0,,G. Hayward misses 2-pt jump shot from 16 ft,35,45
200,2,1:23.0,,Offensive rebound by D. Favors,35,45
201,2,1:23.0,,D. Favors misses 2-pt tip-in from 1 ft,35,45
202,2,1:21.0,Defensive rebound by M. Carter-Williams,,35,45
203,2,1:10.0,K. Middleton makes 2-pt jump shot from 6 ft,,37,45
204,2,0:54.0,,Offensive foul by R. Gobert (drawn by Z. Pachulia),37,45
205,2,0:54.0,,Turnover by R. Gobert (offensive foul),37,45
206,2,0:54.0,,Technical foul by R. Gobert,37,45
207,2,0:54.0,Technical foul by Z. Pachulia,,37,45
208,2,0:54.0,,T. Booker enters the game for R. Gobert,37,45
209,2,0:43.0,E. İlyasova makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),,40,45
210,2,0:30.0,,D. Favors makes 2-pt layup from 1 ft (assist by T. Burke),40,47
211,2,0:12.0,Turnover by G. Antetokounmpo (traveling),,40,47
212,2,0:01.0,,T. Burke misses 2-pt jump shot from 4 ft,40,47
213,2,0:01.0,,Offensive rebound by D. Favors,40,47
214,2,0:01.0,,D. Favors misses 2-pt tip-in from 1 ft,40,47
215,2,0:00.0,,Offensive rebound by Team,40,47
216,3,11:46.0,M. Carter-Williams makes 2-pt jump shot from 5 ft,,42,47
217,3,11:29.0,,Offensive foul by R. Gobert (drawn by M. Carter-Williams),42,47
218,3,11:29.0,,Turnover by R. Gobert (offensive foul),42,47
219,3,11:16.0,Z. Pachulia misses 2-pt jump shot from 16 ft,,42,47
220,3,11:15.0,,Defensive rebound by J. Ingles,42,47
221,3,10:52.0,,J. Ingles misses 3-pt jump shot from 22 ft,42,47
222,3,10:50.0,Defensive rebound by M. Carter-Williams,,42,47
223,3,10:43.0,Shooting foul by D. Favors (drawn by E. İlyasova),,42,47
224,3,10:43.0,E. İlyasova misses free throw 1 of 2,,42,47
225,3,10:43.0,Offensive rebound by Team,,42,47
226,3,10:43.0,E. İlyasova makes free throw 2 of 2,,43,47
227,3,10:34.0,,G. Hayward misses 3-pt jump shot from 23 ft,43,47
228,3,10:33.0,Defensive rebound by G. Antetokounmpo,,43,47
229,3,10:09.0,K. Middleton misses 2-pt jump shot from 22 ft,,43,47
230,3,10:08.0,Offensive rebound by G. Antetokounmpo,,43,47
231,3,10:08.0,G. Antetokounmpo makes 2-pt dunk at rim,,45,47
232,3,9:52.0,,D. Favors misses 2-pt layup from 2 ft,45,47
233,3,9:51.0,Defensive rebound by Z. Pachulia,,45,47
234,3,9:31.0,Turnover by Z. Pachulia (lost ball; steal by R. Gobert),,45,47
235,3,9:26.0,,G. Hayward makes 2-pt layup from 1 ft (assist by T. Burke),45,49
236,3,9:07.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,47,49
237,3,8:40.0,,T. Burke misses 3-pt jump shot from 24 ft,47,49
238,3,8:40.0,,Offensive rebound by Team,47,49
239,3,8:40.0,,Turnover by Team (shot clock),47,49
240,3,8:27.0,M. Carter-Williams makes 2-pt jump shot from 11 ft,,49,49
241,3,8:07.0,,G. Hayward misses 3-pt jump shot from 24 ft,49,49
242,3,8:06.0,Defensive rebound by K. Middleton,,49,49
243,3,7:46.0,Z. Pachulia misses 2-pt jump shot from 12 ft,,49,49
244,3,7:45.0,Offensive rebound by E. İlyasova,,49,49
245,3,7:45.0,E. İlyasova misses 2-pt tip-in from 1 ft,,49,49
246,3,7:43.0,,Defensive rebound by T. Burke,49,49
247,3,7:30.0,,Shooting foul by E. İlyasova (drawn by R. Gobert),49,49
248,3,7:30.0,,R. Gobert makes free throw 1 of 2,49,50
249,3,7:30.0,,D. Exum enters the game for T. Burke,49,50
250,3,7:30.0,,R. Gobert makes free throw 2 of 2,49,51
251,3,7:19.0,Z. Pachulia misses 2-pt layup from 1 ft,,49,51
252,3,7:17.0,,Defensive rebound by D. Favors,49,51
253,3,7:13.0,,D. Exum misses 3-pt jump shot from 23 ft,49,51
254,3,7:11.0,Defensive rebound by E. İlyasova,,49,51
255,3,7:00.0,E. İlyasova misses 2-pt jump shot from 22 ft,,49,51
256,3,6:57.0,,Defensive rebound by G. Hayward,49,51
257,3,6:45.0,,Personal foul by K. Middleton (drawn by G. Hayward),49,51
258,3,6:45.0,,Utah full timeout,49,51
259,3,6:45.0,,T. Booker enters the game for D. Favors,49,51
260,3,6:45.0,J. Henson enters the game for E. İlyasova,,49,51
261,3,6:32.0,,Turnover by G. Hayward (lost ball; steal by K. Middleton),49,51
262,3,6:23.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),,52,51
263,3,6:07.0,,Turnover by D. Exum (bad pass; steal by K. Middleton),52,51
264,3,5:56.0,K. Middleton misses 2-pt jump shot from 19 ft,,52,51
265,3,5:55.0,,Defensive rebound by R. Gobert,52,51
266,3,5:37.0,,G. Hayward misses 2-pt jump shot from 21 ft,52,51
267,3,5:36.0,Defensive rebound by Z. Pachulia,,52,51
268,3,5:36.0,Personal foul by T. Booker (drawn by Z. Pachulia),,52,51
269,3,5:36.0,,E. Millsap enters the game for J. Ingles,52,51
270,3,5:14.0,K. Middleton misses 2-pt jump shot from 13 ft,,52,51
271,3,5:12.0,,Defensive rebound by E. Millsap,52,51
272,3,4:54.0,,G. Hayward misses 3-pt jump shot from 24 ft,52,51
273,3,4:53.0,Defensive rebound by J. Henson,,52,51
274,3,4:38.0,M. Carter-Williams misses 2-pt jump shot from 16 ft,,52,51
275,3,4:38.0,,Defensive rebound by R. Gobert,52,51
276,3,4:13.0,,D. Exum misses 2-pt jump shot from 7 ft,52,51
277,3,4:12.0,Defensive rebound by Z. Pachulia,,52,51
278,3,3:48.0,Z. Pachulia misses 2-pt jump shot from 17 ft,,52,51
279,3,3:47.0,,Defensive rebound by E. Millsap,52,51
280,3,3:38.0,J. Bayless enters the game for M. Carter-Williams,,52,51
281,3,3:23.0,,E. Millsap misses 2-pt jump shot from 14 ft (block by G. Antetokounmpo),52,51
282,3,3:23.0,Defensive rebound by K. Middleton,,52,51
283,3,3:23.0,Personal foul by E. Millsap (drawn by K. Middleton),,52,51
284,3,3:23.0,O. Mayo enters the game for K. Middleton,,52,51
285,3,3:23.0,,T. Burke enters the game for D. Exum,52,51
286,3,3:07.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by Z. Pachulia),,54,51
287,3,2:40.0,,T. Booker misses 2-pt jump shot from 6 ft,54,51
288,3,2:39.0,Defensive rebound by J. Henson,,54,51
289,3,2:16.0,J. Henson misses 2-pt hook shot from 11 ft,,54,51
290,3,2:15.0,Offensive rebound by O. Mayo,,54,51
291,3,1:58.0,J. Henson misses 2-pt jump shot from 8 ft,,54,51
292,3,1:57.0,,Defensive rebound by T. Burke,54,51
293,3,1:36.0,,T. Burke makes 3-pt jump shot from 25 ft (assist by G. Hayward),54,54
294,3,1:36.0,Milwaukee full timeout,,54,54
295,3,1:36.0,,R. Hood enters the game for G. Hayward,54,54
296,3,1:36.0,,D. Favors enters the game for R. Gobert,54,54
297,3,1:36.0,E. İlyasova enters the game for Z. Pachulia,,54,54
298,3,1:36.0,T. Ennis enters the game for G. Antetokounmpo,,54,54
299,3,1:16.0,E. İlyasova misses 2-pt jump shot from 3 ft,,54,54
300,3,1:16.0,,Defensive rebound by E. Millsap,54,54
301,3,1:16.0,Loose ball foul by J. Henson (drawn by E. Millsap),,54,54
302,3,1:02.0,,T. Burke makes 2-pt layup from 3 ft,54,56
303,3,0:54.0,Shooting foul by D. Favors (drawn by J. Henson),,54,56
304,3,0:54.0,J. Henson misses free throw 1 of 2,,54,56
305,3,0:54.0,Offensive rebound by Team,,54,56
306,3,0:54.0,J. Henson makes free throw 2 of 2,,55,56
307,3,0:34.0,,T. Burke misses 3-pt jump shot from 25 ft,55,56
308,3,0:32.0,,Offensive rebound by T. Booker,55,56
309,3,0:32.0,,T. Booker misses 2-pt tip-in from 1 ft,55,56
310,3,0:30.0,,Offensive rebound by D. Favors,55,56
311,3,0:26.0,,T. Booker misses 2-pt jump shot from 4 ft,55,56
312,3,0:25.0,,Offensive rebound by T. Booker,55,56
313,3,0:25.0,,T. Booker makes 2-pt layup from 1 ft,55,58
314,3,0:02.0,T. Ennis misses 2-pt layup from 2 ft,,55,58
315,3,0:01.0,,Defensive rebound by D. Favors,55,58
316,4,11:42.0,,R. Hood misses 2-pt jump shot from 4 ft,55,58
317,4,11:41.0,Defensive rebound by O. Mayo,,55,58
318,4,11:20.0,Shooting foul by R. Hood (drawn by J. Henson),,55,58
319,4,11:20.0,J. Henson makes free throw 1 of 2,,56,58
320,4,11:20.0,J. Henson makes free throw 2 of 2,,57,58
321,4,11:00.0,,D. Favors makes 2-pt dunk at rim (assist by T. Burke),57,60
322,4,10:47.0,Turnover by J. Henson (traveling),,57,60
323,4,10:36.0,,Shooting foul by J. Henson (drawn by D. Favors),57,60
324,4,10:36.0,,D. Favors makes free throw 1 of 2,57,61
325,4,10:36.0,,D. Favors makes free throw 2 of 2,57,62
326,4,10:24.0,,Violation by D. Favors (kicked ball),57,62
327,4,10:21.0,Turnover by J. Bayless (lost ball; steal by E. Millsap),,57,62
328,4,10:03.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by R. Hood),57,65
329,4,9:50.0,Personal foul by E. Millsap (drawn by J. Bayless),,57,65
330,4,9:49.0,Turnover by O. Mayo (bad pass; steal by D. Favors),,57,65
331,4,9:45.0,,Turnover by D. Favors (lost ball; steal by J. Henson),57,65
332,4,9:45.0,Personal foul by D. Favors (drawn by J. Henson),,57,65
333,4,9:45.0,Z. Pachulia enters the game for J. Henson,,57,65
334,4,9:45.0,,R. Gobert enters the game for D. Favors,57,65
335,4,9:32.0,J. Bayless misses 3-pt jump shot from 22 ft,,57,65
336,4,9:31.0,,Defensive rebound by R. Gobert,57,65
337,4,9:23.0,,T. Burke misses 2-pt layup from 2 ft,57,65
338,4,9:21.0,Defensive rebound by Z. Pachulia,,57,65
339,4,9:19.0,Turnover by Z. Pachulia (lost ball; steal by E. Millsap),,57,65
340,4,9:16.0,,Personal foul by J. Bayless (drawn by R. Gobert),57,65
341,4,9:16.0,K. Middleton enters the game for J. Bayless,,57,65
342,4,9:01.0,,E. Millsap misses 2-pt layup from 2 ft,57,65
343,4,8:59.0,Defensive rebound by T. Ennis,,57,65
344,4,8:53.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by O. Mayo),,60,65
345,4,8:35.0,,T. Burke misses 2-pt jump shot from 17 ft,60,65
346,4,8:35.0,Defensive rebound by K. Middleton,,60,65
347,4,8:22.0,O. Mayo makes 3-pt jump shot from 22 ft (assist by Z. Pachulia),,63,65
348,4,8:19.0,,Utah full timeout,63,65
349,4,8:19.0,M. Carter-Williams enters the game for T. Ennis,,63,65
350,4,8:19.0,,G. Hayward enters the game for R. Hood,63,65
351,4,7:58.0,,G. Hayward misses 2-pt jump shot from 10 ft,63,65
352,4,7:56.0,,Offensive rebound by T. Booker,63,65
353,4,7:56.0,,T. Booker makes 2-pt dunk at rim,63,67
354,4,7:41.0,Turnover by M. Carter-Williams (lost ball; steal by E. Millsap),,63,67
355,4,7:38.0,,R. Gobert makes 2-pt layup from 2 ft (assist by T. Burke),63,69
356,4,7:38.0,,Shooting foul by K. Middleton (drawn by R. Gobert),63,69
357,4,7:38.0,,R. Gobert makes free throw 1 of 1,63,70
358,4,7:28.0,Turnover by K. Middleton (traveling),,63,70
359,4,7:09.0,,Personal foul by K. Middleton (drawn by G. Hayward),63,70
360,4,6:57.0,,T. Burke misses 3-pt jump shot from 25 ft,63,70
361,4,6:55.0,Defensive rebound by O. Mayo,,63,70
362,4,6:44.0,O. Mayo misses 3-pt jump shot from 23 ft,,63,70
363,4,6:43.0,,Defensive rebound by E. Millsap,63,70
364,4,6:25.0,,Personal foul by E. İlyasova (drawn by G. Hayward),63,70
365,4,6:25.0,,G. Hayward misses free throw 1 of 2,63,70
366,4,6:25.0,,Offensive rebound by Team,63,70
367,4,6:25.0,,D. Favors enters the game for T. Booker,63,70
368,4,6:25.0,G. Antetokounmpo enters the game for Z. Pachulia,,63,70
369,4,6:25.0,,G. Hayward makes free throw 2 of 2,63,71
370,4,6:18.0,K. Middleton makes 2-pt jump shot from 8 ft (assist by M. Carter-Williams),,65,71
371,4,5:56.0,,E. Millsap misses 3-pt jump shot from 22 ft,65,71
372,4,5:53.0,Defensive rebound by M. Carter-Williams,,65,71
373,4,5:49.0,Personal foul by E. Millsap (drawn by M. Carter-Williams),,65,71
374,4,5:49.0,Official timeout,,65,71
375,4,5:49.0,,R. Hood enters the game for E. Millsap,65,71
376,4,5:31.0,E. İlyasova misses 2-pt layup from 2 ft,,65,71
377,4,5:30.0,Offensive rebound by E. İlyasova,,65,71
378,4,5:29.0,E. İlyasova misses 2-pt jump shot from 6 ft,,65,71
379,4,5:27.0,,Defensive rebound by D. Favors,65,71
