,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MINNESOTA_ACTION,NEW ORLEANS_SCORE,MINNESOTA_SCORE
0,1,11:44.0,E. Gordon misses 2-pt jump shot from 18 ft,,0,0
1,1,11:41.0,,Defensive rebound by Z. LaVine,0,0
2,1,11:28.0,,C. Budinger misses 2-pt layup from 2 ft (block by A. Davis),0,0
3,1,11:26.0,Defensive rebound by E. Gordon,,0,0
4,1,11:21.0,T. Evans makes 2-pt layup from 2 ft,,2,0
5,1,11:05.0,,Turnover by J. Hamilton (bad pass; steal by T. Evans),2,0
6,1,11:01.0,T. Evans makes 2-pt layup from 1 ft,,4,0
7,1,10:49.0,,J. Hamilton makes 2-pt layup from 1 ft,4,2
8,1,10:22.0,Ö. Aşık makes 2-pt layup at rim (assist by T. Evans),,6,2
9,1,10:07.0,,Z. LaVine makes 3-pt jump shot from 26 ft (assist by C. Budinger),6,5
10,1,9:47.0,Turnover by E. Gordon (bad pass),,6,5
11,1,9:34.0,,A. Wiggins makes 2-pt dunk at rim (assist by Z. LaVine),6,7
12,1,9:20.0,E. Gordon misses 2-pt layup from 1 ft,,6,7
13,1,9:19.0,Offensive rebound by Ö. Aşık,,6,7
14,1,9:18.0,Ö. Aşık makes 2-pt dunk at rim,,8,7
15,1,8:57.0,,Shooting foul by Q. Pondexter (drawn by A. Wiggins),8,7
16,1,8:57.0,,A. Wiggins misses free throw 1 of 2,8,7
17,1,8:57.0,,Offensive rebound by Team,8,7
18,1,8:57.0,,A. Wiggins makes free throw 2 of 2,8,8
19,1,8:45.0,A. Davis makes 2-pt jump shot from 18 ft (assist by T. Evans),,10,8
20,1,8:24.0,,Z. LaVine misses 3-pt jump shot from 24 ft,10,8
21,1,8:23.0,Defensive rebound by Team,,10,8
22,1,8:23.0,,Loose ball foul by J. Hamilton (drawn by Ö. Aşık),10,8
23,1,8:11.0,E. Gordon misses 3-pt jump shot from 24 ft,,10,8
24,1,8:09.0,,Defensive rebound by A. Wiggins,10,8
25,1,7:59.0,,A. Payne misses 2-pt jump shot from 7 ft,10,8
26,1,7:58.0,Defensive rebound by E. Gordon,,10,8
27,1,7:52.0,T. Evans misses 2-pt layup from 1 ft (block by J. Hamilton),,10,8
28,1,7:51.0,Offensive rebound by Team,,10,8
29,1,7:40.0,E. Gordon makes 2-pt jump shot from 18 ft,,12,8
30,1,7:17.0,,C. Budinger makes 2-pt jump shot from 20 ft,12,10
31,1,6:54.0,T. Evans makes 2-pt jump shot from 18 ft,,14,10
32,1,6:33.0,,J. Hamilton misses 2-pt jump shot from 4 ft (block by A. Davis),14,10
33,1,6:32.0,Defensive rebound by A. Davis,,14,10
34,1,6:27.0,Q. Pondexter misses 2-pt layup from 2 ft (block by J. Hamilton),,14,10
35,1,6:26.0,Offensive rebound by A. Davis,,14,10
36,1,6:25.0,A. Davis misses 2-pt layup from 1 ft (block by A. Payne),,14,10
37,1,6:24.0,Offensive rebound by T. Evans,,14,10
38,1,6:10.0,A. Davis misses 2-pt jump shot from 17 ft,,14,10
39,1,6:09.0,,Defensive rebound by J. Hamilton,14,10
40,1,5:56.0,,A. Payne makes 2-pt layup at rim (assist by C. Budinger),14,12
41,1,5:40.0,E. Gordon misses 2-pt jump shot from 8 ft,,14,12
42,1,5:38.0,,Defensive rebound by A. Wiggins,14,12
43,1,5:32.0,,A. Wiggins misses 2-pt jump shot from 3 ft (block by Q. Pondexter),14,12
44,1,5:31.0,Defensive rebound by A. Davis,,14,12
45,1,5:22.0,E. Gordon misses 3-pt jump shot from 25 ft (block by A. Wiggins),,14,12
46,1,5:20.0,,Defensive rebound by C. Budinger,14,12
47,1,5:13.0,,Personal foul by E. Gordon (drawn by A. Wiggins),14,12
48,1,5:13.0,,Minnesota full timeout,14,12
49,1,5:04.0,,A. Wiggins misses 2-pt jump shot from 13 ft,14,12
50,1,5:03.0,Defensive rebound by Ö. Aşık,,14,12
51,1,4:50.0,Q. Pondexter misses 3-pt jump shot from 24 ft,,14,12
52,1,4:49.0,,Defensive rebound by A. Payne,14,12
53,1,4:40.0,,A. Payne misses 2-pt layup at rim (block by A. Davis),14,12
54,1,4:38.0,Defensive rebound by Ö. Aşık,,14,12
55,1,4:27.0,A. Davis makes 2-pt dunk at rim (assist by T. Evans),,16,12
56,1,4:09.0,,A. Wiggins misses 3-pt jump shot from 24 ft,16,12
57,1,4:08.0,Defensive rebound by Team,,16,12
58,1,4:08.0,A. Ajinça enters the game for Ö. Aşık,,16,12
59,1,4:08.0,D. Cunningham enters the game for E. Gordon,,16,12
60,1,4:08.0,,R. Hummel enters the game for A. Payne,16,12
61,1,4:08.0,N. Cole enters the game for Q. Pondexter,,16,12
62,1,4:00.0,A. Davis misses 2-pt jump shot from 15 ft,,16,12
63,1,3:59.0,,Defensive rebound by C. Budinger,16,12
64,1,3:43.0,,Shooting foul by A. Davis (drawn by A. Wiggins),16,12
65,1,3:43.0,,A. Wiggins makes free throw 1 of 2,16,13
66,1,3:43.0,,A. Wiggins misses free throw 2 of 2,16,13
67,1,3:42.0,Defensive rebound by A. Ajinça,,16,13
68,1,3:20.0,A. Ajinça makes 2-pt dunk at rim (assist by T. Evans),,18,13
69,1,3:01.0,,R. Hummel misses 2-pt jump shot from 17 ft,18,13
70,1,2:59.0,,Offensive rebound by R. Hummel,18,13
71,1,2:59.0,,Personal foul by T. Evans (drawn by R. Hummel),18,13
