,QUARTER,TIME_REMAINING,TORONTO_ACTION,SACRAMENTO_ACTION,TORONTO_SCORE,SACRAMENTO_SCORE
381,4,6:13.0,J. Johnson misses 2-pt tip-in from 1 ft,,103,99
382,4,6:12.0,Offensive rebound by A. Johnson,,103,99
383,4,6:12.0,A. Johnson misses 2-pt tip-in from 3 ft,,103,99
384,4,6:10.0,Offensive rebound by T. Ross,,103,99
385,4,5:57.0,K. Lowry makes 2-pt layup from 2 ft,,105,99
386,4,5:38.0,,R. Gay makes 2-pt jump shot from 10 ft,105,101
387,4,5:29.0,Toronto full timeout,,105,101
388,4,5:29.0,,R. Evans enters the game for J. Thompson,105,101
389,4,5:19.0,A. Johnson makes 2-pt layup from 2 ft (assist by J. Valančiūnas),,107,101
390,4,5:02.0,Offensive charge foul by R. Gay (drawn by K. Lowry),,107,101
391,4,5:02.0,,Turnover by R. Gay (offensive foul),107,101
392,4,4:39.0,K. Lowry misses 2-pt jump shot from 3 ft,,107,101
393,4,4:39.0,Offensive rebound by Team,,107,101
394,4,4:34.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by A. Johnson),,109,101
395,4,4:18.0,,R. Sessions misses 2-pt jump shot from 3 ft,109,101
396,4,4:17.0,Defensive rebound by A. Johnson,,109,101
397,4,4:02.0,T. Ross misses 2-pt jump shot from 11 ft,,109,101
398,4,4:02.0,,Defensive rebound by Team,109,101
399,4,4:02.0,Loose ball foul by J. Valančiūnas (drawn by R. Evans),,109,101
400,4,4:02.0,,R. Evans misses free throw 1 of 2,109,101
401,4,4:02.0,,Offensive rebound by Team,109,101
402,4,4:02.0,,R. Evans misses free throw 2 of 2,109,101
403,4,4:00.0,,Offensive rebound by R. Gay,109,101
404,4,4:00.0,,R. Gay misses 2-pt tip-in from 3 ft,109,101
405,4,3:59.0,,Offensive rebound by D. Williams,109,101
406,4,3:58.0,,D. Williams misses 2-pt layup from 2 ft (block by J. Johnson),109,101
407,4,3:57.0,,Offensive rebound by Team,109,101
408,4,3:51.0,,Personal foul by T. Ross (drawn by B. McLemore),109,101
409,4,3:51.0,,B. McLemore makes free throw 1 of 2,109,102
410,4,3:51.0,,B. McLemore makes free throw 2 of 2,109,103
411,4,3:37.0,Turnover by A. Johnson (traveling),,109,103
412,4,3:23.0,,B. McLemore misses 2-pt dunk from 1 ft (block by A. Johnson),109,103
413,4,3:20.0,,Offensive rebound by R. Evans,109,103
414,4,3:16.0,,R. Sessions misses 2-pt jump shot from 4 ft,109,103
415,4,3:15.0,Defensive rebound by J. Valančiūnas,,109,103
416,4,2:56.0,K. Lowry makes 2-pt layup from 3 ft,,111,103
417,4,2:38.0,,D. Williams makes 2-pt dunk at rim (assist by R. Gay),111,105
418,4,2:16.0,K. Lowry misses 2-pt jump shot from 18 ft,,111,105
419,4,2:14.0,Offensive rebound by T. Ross,,111,105
420,4,2:01.0,Personal foul by D. Williams (drawn by A. Johnson),,111,105
421,4,2:01.0,,Sacramento full timeout,111,105
422,4,1:50.0,K. Lowry misses 2-pt jump shot from 5 ft,,111,105
423,4,1:49.0,,Defensive rebound by R. Sessions,111,105
424,4,1:39.0,,R. Sessions makes 2-pt layup at rim (assist by R. Gay),111,107
425,4,1:19.0,K. Lowry misses 2-pt jump shot from 6 ft,,111,107
426,4,1:17.0,Offensive rebound by Team,,111,107
427,4,1:17.0,Toronto full timeout,,111,107
428,4,0:57.0,K. Lowry makes 2-pt jump shot from 19 ft,,113,107
429,4,0:44.0,,R. Sessions misses 2-pt jump shot from 9 ft,113,107
430,4,0:44.0,,Offensive rebound by R. Gay,113,107
431,4,0:43.0,,R. Gay misses 2-pt jump shot from 4 ft,113,107
432,4,0:41.0,Defensive rebound by T. Ross,,113,107
433,4,0:19.0,K. Lowry misses 2-pt jump shot from 6 ft,,113,107
434,4,0:18.0,Offensive rebound by J. Johnson,,113,107
435,4,0:18.0,J. Johnson makes 2-pt jump shot from 3 ft,,115,107
436,4,0:18.0,,Sacramento full timeout,115,107
437,4,0:09.0,,D. Williams misses 3-pt jump shot from 25 ft,115,107
438,4,0:08.0,,Offensive rebound by R. Sessions,115,107
439,4,0:04.0,,B. McLemore misses 3-pt jump shot from 24 ft,115,107
440,4,0:03.0,,Offensive rebound by R. Gay,115,107
441,4,0:02.0,,R. Gay makes 2-pt layup from 2 ft,115,109
442,4,0:01.0,Personal foul by R. Gay (drawn by K. Lowry),,115,109
443,4,0:01.0,K. Lowry makes free throw 1 of 2,,116,109
444,4,0:01.0,K. Lowry makes free throw 2 of 2,,117,109
