,QUARTER,TIME_REMAINING,BOSTON_ACTION,UTAH_ACTION,BOSTON_SCORE,UTAH_SCORE
110,2,9:17.0,,Personal foul by A. Bradley (drawn by D. Exum),23,21
111,2,9:02.0,,T. Burke misses 2-pt jump shot from 3 ft (block by T. Zeller),23,21
112,2,9:00.0,Defensive rebound by T. Zeller,,23,21
113,2,8:50.0,M. Smart makes 3-pt jump shot from 26 ft (assist by T. Prince),,26,21
114,2,8:39.0,,Turnover by E. Millsap (bad pass; steal by G. Wallace),26,21
115,2,8:32.0,T. Prince makes 2-pt jump shot from 4 ft (assist by M. Smart),,28,21
116,2,8:12.0,,E. Millsap makes 3-pt jump shot from 24 ft (assist by D. Exum),28,24
117,2,7:56.0,T. Prince makes 3-pt jump shot from 24 ft (assist by M. Smart),,31,24
118,2,7:54.0,,Utah full timeout,31,24
119,2,7:54.0,,R. Gobert enters the game for T. Booker,31,24
120,2,7:32.0,,E. Millsap misses 2-pt jump shot from 14 ft,31,24
121,2,7:31.0,Defensive rebound by G. Wallace,,31,24
122,2,7:25.0,A. Bradley makes 3-pt jump shot from 22 ft (assist by T. Prince),,34,24
123,2,7:11.0,,E. Freedom makes 2-pt layup at rim (assist by R. Gobert),34,26
124,2,6:52.0,T. Zeller makes 2-pt jump shot from 18 ft (assist by T. Prince),,36,26
125,2,6:33.0,,Turnover by E. Freedom (lost ball; steal by M. Smart),36,26
126,2,6:29.0,M. Smart makes 2-pt layup from 1 ft,,38,26
127,2,6:15.0,,Turnover by D. Exum (bad pass; steal by G. Wallace),38,26
128,2,6:11.0,Turnover by A. Bradley (bad pass),,38,26
129,2,6:11.0,,J. Ingles enters the game for E. Millsap,38,26
130,2,6:11.0,J. Sullinger enters the game for G. Wallace,,38,26
131,2,6:01.0,,T. Burke misses 2-pt jump shot from 17 ft,38,26
132,2,6:00.0,Defensive rebound by T. Zeller,,38,26
133,2,5:50.0,J. Sullinger makes 3-pt jump shot from 23 ft (assist by M. Smart),,41,26
134,2,5:28.0,Violation by T. Prince (kicked ball),,41,26
135,2,5:28.0,Official timeout,,41,26
136,2,5:28.0,E. Turner enters the game for M. Smart,,41,26
137,2,5:28.0,,D. Favors enters the game for E. Freedom,41,26
138,2,5:28.0,,G. Hayward enters the game for T. Burke,41,26
139,2,5:21.0,Personal foul by D. Exum (drawn by E. Turner),,41,26
140,2,5:10.0,T. Prince makes 3-pt jump shot from 23 ft (assist by E. Turner),,44,26
141,2,4:47.0,,D. Favors makes 2-pt hook shot from 6 ft,44,28
142,2,4:47.0,,Shooting foul by T. Zeller (drawn by D. Favors),44,28
143,2,4:47.0,,D. Favors misses free throw 1 of 1,44,28
144,2,4:45.0,Defensive rebound by J. Sullinger,,44,28
145,2,4:38.0,Personal foul by J. Ingles (drawn by A. Bradley),,44,28
146,2,4:38.0,A. Bradley makes free throw 1 of 2,,45,28
147,2,4:38.0,B. Bass enters the game for T. Zeller,,45,28
148,2,4:38.0,A. Bradley makes free throw 2 of 2,,46,28
149,2,4:17.0,,J. Ingles misses 3-pt jump shot from 24 ft,46,28
150,2,4:16.0,,Offensive rebound by D. Favors,46,28
151,2,4:10.0,,G. Hayward misses 2-pt jump shot from 18 ft,46,28
152,2,4:08.0,Defensive rebound by E. Turner,,46,28
153,2,3:50.0,E. Turner misses 2-pt jump shot from 14 ft,,46,28
154,2,3:49.0,Offensive rebound by J. Sullinger,,46,28
155,2,3:49.0,J. Sullinger misses 2-pt layup at rim (block by R. Gobert),,46,28
156,2,3:49.0,Offensive rebound by Team,,46,28
157,2,3:49.0,,T. Burke enters the game for D. Exum,46,28
158,2,3:45.0,,Violation by D. Favors (kicked ball),46,28
159,2,3:38.0,T. Prince misses 3-pt jump shot from 25 ft,,46,28
160,2,3:37.0,,Defensive rebound by Team,46,28
161,2,3:12.0,,J. Ingles misses 2-pt jump shot from 23 ft,46,28
162,2,3:08.0,,Offensive rebound by Team,46,28
163,2,3:08.0,Boston full timeout,,46,28
164,2,3:08.0,J. Crowder enters the game for T. Prince,,46,28
165,2,3:08.0,,D. Exum enters the game for J. Ingles,46,28
166,2,2:57.0,,T. Burke misses 2-pt jump shot from 22 ft,46,28
167,2,2:55.0,Defensive rebound by E. Turner,,46,28
168,2,2:44.0,B. Bass makes 2-pt dunk at rim (assist by E. Turner),,48,28
169,2,2:26.0,,D. Exum misses 3-pt jump shot from 24 ft,48,28
170,2,2:23.0,Defensive rebound by B. Bass,,48,28
171,2,2:14.0,B. Bass misses 2-pt jump shot from 17 ft (block by R. Gobert),,48,28
172,2,2:12.0,Offensive rebound by J. Sullinger,,48,28
173,2,2:09.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by J. Sullinger),,51,28
174,2,1:46.0,,Shooting foul by J. Sullinger (drawn by D. Favors),51,28
175,2,1:46.0,,D. Favors makes free throw 1 of 2,51,29
176,2,1:46.0,,D. Favors makes free throw 2 of 2,51,30
177,2,1:34.0,Turnover by A. Bradley (bad pass),,51,30
178,2,1:15.0,,Turnover by D. Favors (bad pass),51,30
179,2,1:01.0,J. Crowder misses 2-pt jump shot from 18 ft,,51,30
180,2,1:00.0,,Defensive rebound by R. Gobert,51,30
181,2,0:48.0,,G. Hayward misses 2-pt jump shot from 13 ft,51,30
182,2,0:46.0,Defensive rebound by J. Sullinger,,51,30
183,2,0:35.0,Shooting foul by D. Exum (drawn by E. Turner),,51,30
184,2,0:35.0,E. Turner makes free throw 1 of 2,,52,30
185,2,0:35.0,,J. Ingles enters the game for D. Exum,52,30
186,2,0:35.0,G. Wallace enters the game for B. Bass,,52,30
187,2,0:35.0,E. Turner makes free throw 2 of 2,,53,30
188,2,0:20.0,,Shooting foul by A. Bradley (drawn by G. Hayward),53,30
189,2,0:20.0,,G. Hayward misses free throw 1 of 2,53,30
190,2,0:20.0,,Offensive rebound by Team,53,30
191,2,0:20.0,,E. Millsap enters the game for J. Ingles,53,30
192,2,0:20.0,,T. Booker enters the game for D. Favors,53,30
193,2,0:20.0,M. Thornton enters the game for G. Wallace,,53,30
194,2,0:20.0,,G. Hayward makes free throw 2 of 2,53,31
195,2,0:03.0,A. Bradley makes 2-pt dunk at rim (assist by E. Turner),,55,31
196,2,0:01.0,,T. Burke misses 3-pt jump shot from 49 ft,55,31
197,2,0:00.0,,Offensive rebound by Team,55,31
198,3,11:40.0,Turnover by J. Sullinger (bad pass; steal by J. Ingles),,55,31
199,3,11:19.0,,J. Ingles makes 2-pt jump shot from 15 ft (assist by G. Hayward),55,33
200,3,10:53.0,E. Turner misses 2-pt jump shot from 15 ft,,55,33
201,3,10:52.0,,Defensive rebound by E. Freedom,55,33
202,3,10:29.0,,G. Hayward misses 3-pt jump shot from 23 ft,55,33
203,3,10:28.0,Defensive rebound by E. Turner,,55,33
204,3,10:23.0,A. Bradley misses 2-pt layup from 2 ft (block by G. Hayward),,55,33
205,3,10:21.0,,Defensive rebound by Team,55,33
206,3,10:21.0,M. Smart enters the game for E. Turner,,55,33
207,3,10:04.0,,D. Favors misses 2-pt jump shot from 11 ft,55,33
208,3,10:02.0,Defensive rebound by J. Sullinger,,55,33
209,3,9:50.0,J. Sullinger misses 2-pt jump shot from 19 ft,,55,33
210,3,9:49.0,,Defensive rebound by D. Favors,55,33
211,3,9:39.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by D. Favors),55,36
212,3,9:23.0,J. Sullinger makes 2-pt jump shot from 4 ft,,57,36
213,3,9:23.0,Shooting foul by D. Favors (drawn by J. Sullinger),,57,36
214,3,9:23.0,J. Sullinger makes free throw 1 of 1,,58,36
215,3,9:09.0,,Shooting foul by J. Crowder (drawn by G. Hayward),58,36
216,3,9:09.0,,G. Hayward makes free throw 1 of 2,58,37
217,3,9:09.0,,G. Hayward makes free throw 2 of 2,58,38
218,3,8:56.0,A. Bradley makes 2-pt jump shot from 21 ft,,60,38
219,3,8:42.0,,G. Hayward makes 2-pt layup from 1 ft,60,40
220,3,8:24.0,J. Crowder misses 2-pt jump shot from 10 ft (block by D. Favors),,60,40
221,3,8:22.0,,Defensive rebound by D. Exum,60,40
222,3,8:17.0,,E. Freedom makes 2-pt jump shot from 3 ft (assist by D. Exum),60,42
223,3,8:04.0,Turnover by M. Smart (bad pass; steal by J. Ingles),,60,42
224,3,8:00.0,,E. Freedom makes 2-pt dunk at rim (assist by J. Ingles),60,44
225,3,8:00.0,Boston full timeout,,60,44
226,3,8:00.0,,T. Burke enters the game for D. Exum,60,44
227,3,7:46.0,J. Sullinger misses 3-pt jump shot from 24 ft,,60,44
228,3,7:44.0,,Defensive rebound by E. Freedom,60,44
229,3,7:31.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by D. Favors),60,47
230,3,7:12.0,Personal foul by T. Burke (drawn by A. Bradley),,60,47
231,3,7:12.0,E. Turner enters the game for J. Crowder,,60,47
232,3,7:01.0,J. Sullinger misses 2-pt layup from 2 ft,,60,47
233,3,7:00.0,,Defensive rebound by G. Hayward,60,47
234,3,6:54.0,,E. Freedom makes 2-pt layup at rim (assist by G. Hayward),60,49
235,3,6:40.0,Turnover by J. Sullinger (bad pass),,60,49
236,3,6:40.0,T. Prince enters the game for M. Smart,,60,49
237,3,6:27.0,,E. Freedom misses 2-pt hook shot from 7 ft,60,49
238,3,6:25.0,Defensive rebound by B. Bass,,60,49
239,3,6:12.0,E. Turner misses 2-pt jump shot from 12 ft,,60,49
240,3,6:11.0,,Defensive rebound by D. Favors,60,49
241,3,5:48.0,,Turnover by Team (shot clock),60,49
242,3,5:48.0,T. Zeller enters the game for J. Sullinger,,60,49
243,3,5:46.0,Turnover by T. Zeller (bad pass; steal by J. Ingles),,60,49
244,3,5:40.0,,E. Freedom makes 2-pt layup from 1 ft (assist by D. Favors),60,51
245,3,5:21.0,Personal foul by J. Ingles (drawn by E. Turner),,60,51
246,3,5:21.0,,Technical foul by E. Freedom,60,51
247,3,5:21.0,Technical foul by E. Turner,,60,51
248,3,5:15.0,A. Bradley misses 2-pt jump shot from 18 ft,,60,51
249,3,5:14.0,,Defensive rebound by D. Favors,60,51
250,3,4:53.0,,D. Favors makes 2-pt layup from 1 ft,60,53
251,3,4:30.0,A. Bradley misses 2-pt jump shot from 19 ft,,60,53
252,3,4:29.0,,Defensive rebound by G. Hayward,60,53
253,3,4:21.0,,G. Hayward misses 2-pt jump shot from 5 ft,60,53
254,3,4:21.0,,Offensive rebound by Team,60,53
255,3,4:21.0,,E. Millsap enters the game for J. Ingles,60,53
256,3,4:21.0,M. Smart enters the game for A. Bradley,,60,53
257,3,4:21.0,M. Thornton enters the game for E. Turner,,60,53
258,3,4:21.0,,R. Gobert enters the game for D. Favors,60,53
259,3,4:12.0,,G. Hayward misses 2-pt jump shot from 9 ft,60,53
260,3,4:11.0,,Offensive rebound by Team,60,53
261,3,4:03.0,,E. Freedom misses 2-pt jump shot from 20 ft,60,53
262,3,4:01.0,Defensive rebound by T. Prince,,60,53
263,3,3:56.0,Turnover by M. Thornton (bad pass; steal by G. Hayward),,60,53
264,3,3:48.0,,T. Burke makes 3-pt jump shot from 23 ft (assist by E. Millsap),60,56
265,3,3:48.0,Boston full timeout,,60,56
266,3,3:46.0,Personal foul by E. Freedom (drawn by M. Smart),,60,56
267,3,3:33.0,Personal foul by G. Hayward (drawn by T. Prince),,60,56
268,3,3:33.0,T. Prince makes free throw 1 of 2,,61,56
269,3,3:33.0,G. Wallace enters the game for B. Bass,,61,56
270,3,3:33.0,T. Prince makes free throw 2 of 2,,62,56
271,3,3:20.0,,Turnover by E. Freedom (traveling),62,56
272,3,3:07.0,M. Thornton misses 2-pt jump shot from 6 ft (block by E. Millsap),,62,56
273,3,3:07.0,Offensive rebound by Team,,62,56
274,3,3:01.0,T. Prince makes 2-pt jump shot from 5 ft,,64,56
275,3,2:47.0,,E. Freedom makes 2-pt dunk at rim (assist by E. Millsap),64,58
276,3,2:31.0,Turnover by G. Wallace (bad pass),,64,58
277,3,2:31.0,,Utah full timeout,64,58
278,3,2:31.0,,D. Favors enters the game for E. Freedom,64,58
279,3,2:16.0,,T. Burke misses 2-pt jump shot from 7 ft,64,58
280,3,2:14.0,,Offensive rebound by R. Gobert,64,58
281,3,2:14.0,,R. Gobert makes 2-pt tip-in from 1 ft,64,60
282,3,1:55.0,T. Zeller makes 2-pt hook shot from 9 ft,,66,60
283,3,1:42.0,,Shooting foul by T. Zeller (drawn by D. Favors),66,60
284,3,1:42.0,,D. Favors makes free throw 1 of 2,66,61
285,3,1:42.0,,D. Favors misses free throw 2 of 2,66,61
286,3,1:41.0,Defensive rebound by Team,,66,61
287,3,1:23.0,T. Zeller makes 2-pt hook shot from 3 ft,,68,61
288,3,1:04.0,,E. Millsap misses 2-pt jump shot from 15 ft,68,61
289,3,1:03.0,,Offensive rebound by R. Gobert,68,61
290,3,0:57.0,,D. Favors makes 2-pt layup from 2 ft,68,63
291,3,0:37.0,T. Zeller misses 2-pt jump shot from 3 ft (block by D. Favors),,68,63
292,3,0:35.0,,Defensive rebound by E. Millsap,68,63
293,3,0:30.0,,T. Burke misses 3-pt jump shot from 24 ft,68,63
294,3,0:28.0,Defensive rebound by T. Zeller,,68,63
295,3,0:09.0,M. Thornton makes 3-pt jump shot from 23 ft (assist by M. Smart),,71,63
296,3,0:04.0,,G. Hayward makes 3-pt jump shot from 26 ft (assist by R. Gobert),71,66
297,3,0:01.0,M. Smart misses 3-pt jump shot from 49 ft,,71,66
298,3,0:00.0,Offensive rebound by Team,,71,66
299,4,11:46.0,,Turnover by D. Favors (traveling),71,66
300,4,11:27.0,J. Sullinger misses 3-pt jump shot from 25 ft,,71,66
301,4,11:26.0,,Defensive rebound by R. Gobert,71,66
302,4,11:09.0,,D. Favors misses 2-pt jump shot from 8 ft,71,66
303,4,11:07.0,Defensive rebound by M. Smart,,71,66
304,4,10:59.0,M. Smart misses 3-pt jump shot from 25 ft,,71,66
305,4,10:55.0,Offensive rebound by Team,,71,66
306,4,10:53.0,J. Sullinger makes 2-pt jump shot from 20 ft (assist by M. Smart),,73,66
307,4,10:35.0,,Turnover by D. Exum (bad pass; steal by J. Sullinger),73,66
308,4,10:15.0,Turnover by J. Sullinger (lost ball; steal by D. Favors),,73,66
309,4,10:10.0,,J. Ingles misses 2-pt layup from 2 ft,73,66
310,4,10:08.0,Defensive rebound by M. Thornton,,73,66
311,4,10:01.0,T. Zeller makes 2-pt layup from 2 ft (assist by M. Thornton),,75,66
312,4,9:42.0,,D. Favors misses 2-pt jump shot from 17 ft,75,66
313,4,9:41.0,Defensive rebound by M. Thornton,,75,66
314,4,9:35.0,Shooting foul by D. Favors (drawn by M. Thornton),,75,66
315,4,9:35.0,M. Thornton makes free throw 1 of 2,,76,66
316,4,9:35.0,,E. Freedom enters the game for R. Gobert,76,66
317,4,9:35.0,,T. Burke enters the game for D. Exum,76,66
318,4,9:35.0,M. Thornton makes free throw 2 of 2,,77,66
319,4,9:14.0,,T. Burke misses 3-pt jump shot from 24 ft,77,66
320,4,9:13.0,Defensive rebound by T. Prince,,77,66
321,4,8:59.0,M. Thornton makes 2-pt jump shot from 18 ft,,79,66
322,4,8:49.0,,Utah full timeout,79,66
323,4,8:49.0,,R. Gobert enters the game for D. Favors,79,66
324,4,8:40.0,,E. Freedom misses 3-pt jump shot from 23 ft,79,66
325,4,8:39.0,Defensive rebound by M. Smart,,79,66
326,4,8:23.0,M. Thornton misses 3-pt jump shot from 23 ft,,79,66
327,4,8:21.0,,Defensive rebound by R. Gobert,79,66
328,4,7:57.0,,T. Burke makes 3-pt jump shot from 23 ft (assist by J. Ingles),79,69
329,4,7:30.0,M. Smart misses 2-pt jump shot from 22 ft,,79,69
330,4,7:27.0,,Defensive rebound by J. Ingles,79,69
331,4,7:25.0,,Turnover by J. Ingles (bad pass; steal by M. Thornton),79,69
332,4,7:22.0,M. Thornton makes 2-pt jump shot from 6 ft,,81,69
333,4,7:02.0,,E. Freedom makes 2-pt jump shot from 3 ft,81,71
334,4,6:43.0,T. Prince makes 2-pt jump shot from 11 ft,,83,71
335,4,6:27.0,,T. Burke makes 2-pt jump shot from 16 ft,83,73
336,4,6:02.0,Shooting foul by E. Freedom (drawn by J. Sullinger),,83,73
337,4,6:02.0,J. Sullinger makes free throw 1 of 2,,84,73
338,4,6:02.0,E. Turner enters the game for M. Smart,,84,73
339,4,6:02.0,,G. Hayward enters the game for E. Millsap,84,73
340,4,6:02.0,J. Sullinger makes free throw 2 of 2,,85,73
341,4,5:54.0,,Personal foul by T. Prince (drawn by G. Hayward),85,73
342,4,5:54.0,Official timeout,,85,73
343,4,5:54.0,B. Bass enters the game for J. Sullinger,,85,73
344,4,5:45.0,,G. Hayward misses 2-pt jump shot from 8 ft,85,73
345,4,5:45.0,,Offensive rebound by Team,85,73
346,4,5:45.0,,Personal foul by B. Bass (drawn by E. Freedom),85,73
347,4,5:33.0,,G. Hayward misses 2-pt jump shot from 5 ft,85,73
348,4,5:31.0,,Offensive rebound by R. Gobert,85,73
349,4,5:31.0,,R. Gobert makes 2-pt tip-in from 2 ft,85,75
350,4,5:13.0,T. Zeller makes 2-pt layup from 1 ft (assist by T. Prince),,87,75
351,4,5:00.0,,T. Burke makes 2-pt jump shot from 19 ft,87,77
352,4,4:50.0,Boston full timeout,,87,77
353,4,4:50.0,M. Smart enters the game for E. Turner,,87,77
354,4,4:39.0,T. Zeller makes 2-pt hook shot from 5 ft,,89,77
355,4,4:19.0,,T. Burke makes 3-pt jump shot from 25 ft (assist by G. Hayward),89,80
356,4,4:01.0,A. Bradley enters the game for M. Thornton,,89,80
357,4,3:58.0,Personal foul by E. Freedom (drawn by A. Bradley),,89,80
358,4,3:48.0,B. Bass misses 2-pt jump shot from 3 ft,,89,80
359,4,3:44.0,,Defensive rebound by G. Hayward,89,80
360,4,3:42.0,Offensive charge foul by E. Freedom (drawn by T. Zeller),,89,80
361,4,3:42.0,,Turnover by E. Freedom (offensive foul),89,80
362,4,3:42.0,,D. Favors enters the game for R. Gobert,89,80
363,4,3:28.0,A. Bradley misses 3-pt jump shot from 26 ft,,89,80
364,4,3:26.0,,Defensive rebound by D. Favors,89,80
365,4,3:10.0,,T. Burke misses 2-pt jump shot from 11 ft,89,80
366,4,3:07.0,Defensive rebound by B. Bass,,89,80
367,4,3:01.0,M. Smart misses 2-pt jump shot from 4 ft (block by D. Favors),,89,80
368,4,2:58.0,,Defensive rebound by D. Favors,89,80
369,4,2:52.0,,T. Burke makes 3-pt jump shot from 23 ft (assist by J. Ingles),89,83
370,4,2:29.0,Personal foul by J. Ingles (drawn by B. Bass),,89,83
371,4,2:23.0,T. Prince misses 2-pt jump shot from 12 ft,,89,83
372,4,2:20.0,,Defensive rebound by J. Ingles,89,83
373,4,2:14.0,,Turnover by G. Hayward (lost ball; steal by B. Bass),89,83
374,4,2:10.0,B. Bass makes 2-pt layup at rim (assist by T. Prince),,91,83
375,4,1:52.0,,Shooting foul by B. Bass (drawn by G. Hayward),91,83
376,4,1:52.0,,G. Hayward makes free throw 1 of 2,91,84
377,4,1:52.0,J. Sullinger enters the game for B. Bass,,91,84
378,4,1:52.0,,G. Hayward misses free throw 2 of 2,91,84
379,4,1:50.0,,Offensive rebound by G. Hayward,91,84
380,4,1:38.0,,D. Favors misses 2-pt layup from 2 ft (block by T. Zeller),91,84
381,4,1:36.0,Defensive rebound by J. Sullinger,,91,84
382,4,1:19.0,,Violation by G. Hayward (kicked ball),91,84
383,4,1:09.0,A. Bradley misses 2-pt jump shot from 18 ft,,91,84
384,4,1:08.0,,Defensive rebound by G. Hayward,91,84
385,4,0:56.0,,T. Burke misses 3-pt jump shot from 26 ft,91,84
386,4,0:54.0,Defensive rebound by T. Zeller,,91,84
387,4,0:49.0,A. Bradley misses 2-pt jump shot from 3 ft (block by G. Hayward),,91,84
388,4,0:48.0,Offensive rebound by M. Smart,,91,84
389,4,0:48.0,M. Smart makes 2-pt dunk at rim,,93,84
390,4,0:48.0,,Utah full timeout,93,84
